	OrthologID	Lachancea_waltii	Saccharomyces_cerevisiae
2227	OG0002227	snap_masked-AADM01000164.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.23&CDS=1-1488	YGL202W
2228	OG0002228	snap_masked-AADM01000164.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.9&CDS=1-2109	YGL203C
2229	OG0002229	snap_masked-AADM01000164.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.24&CDS=1-861	YER026C
2230	OG0002230	snap_masked-AADM01000164.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.25&CDS=1-2211	YGL205W
2231	OG0002231	snap_masked-AADM01000164.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.10&CDS=1-4971	YGL206C
2232	OG0002232	snap_masked-AADM01000164.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.27&CDS=1-3099	YGL207W
2233	OG0002233	snap_masked-AADM01000164.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.28&CDS=1-1287	YER027C
2234	OG0002234	snap_masked-AADM01000164.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.29&CDS=1-495	YER029C
2235	OG0002235	snap_masked-AADM01000164.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.13&CDS=1-450	YER030W
2236	OG0002236	snap_masked-AADM01000164.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.30&CDS=1-654	YGL210W
2237	OG0002237	augustus_masked-AADM01000164.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-AADM01000164.1-processed-gene-0.90&CDS=1-2658	YER032W
2238	OG0002238	snap_masked-AADM01000164.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.31&CDS=1-2643	YER033C
2239	OG0002239	snap_masked-AADM01000164.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.34&CDS=1-1215	YGL215W
2240	OG0002240	snap_masked-AADM01000164.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.35&CDS=1-2457	YGL216W
2241	OG0002241	snap_masked-AADM01000164.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.36&CDS=1-255	YGL220W
2242	OG0002242	snap_masked-AADM01000164.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.17&CDS=1-855	YGL221C
2243	OG0002243	augustus_masked-AADM01000164.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-AADM01000164.1-processed-gene-0.94&CDS=1-558	YER034W
2244	OG0002244	augustus_masked-AADM01000164.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-AADM01000164.1-processed-gene-0.95&CDS=1-1068	YGL222C
2245	OG0002245	snap_masked-AADM01000164.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.37&CDS=1-1821	YER036C
2246	OG0002246	snap_masked-AADM01000165.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.94&CDS=1-1848	YGL223C
2247	OG0002247	augustus_masked-AADM01000165.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-AADM01000165.1-processed-gene-0.2&CDS=1-834	YGL224C
2248	OG0002248	snap_masked-AADM01000165.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.111&CDS=1-1425	YER038C
2249	OG0002249	snap_masked-AADM01000165.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.112&CDS=1-1026	YGL225W
2250	OG0002250	snap_masked-AADM01000165.1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.95&CDS=1-1950	YER040W
2251	OG0002251	snap_masked-AADM01000165.1-processed-gene-0.96-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.96&CDS=1-2019	YER041W
2252	OG0002252	augustus_masked-AADM01000165.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-AADM01000165.1-processed-gene-0.5&CDS=1-552	YER042W
2253	OG0002253	snap_masked-AADM01000165.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.98&CDS=1-276	YGL226C-A
2254	OG0002254	augustus_masked-AADM01000165.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-AADM01000165.1-processed-gene-0.20&CDS=1-2496	YGL227W
2255	OG0002255	snap_masked-AADM01000165.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.114&CDS=1-1347	YER043C
2256	OG0002256	snap_masked-AADM01000165.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.115&CDS=1-2136	YGL228W
2257	OG0002257	snap_masked-AADM01000165.1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.99&CDS=1-2370	YFR040W
2258	OG0002258	snap_masked-AADM01000165.1-processed-gene-0.116-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.116&CDS=1-900	YFR041C
2259	OG0002259	snap_masked-AADM01000165.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.100&CDS=1-651	YFR042W
2260	OG0002260	snap_masked-AADM01000165.1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.117&CDS=1-750	YFR043C
2261	OG0002261	snap_masked-AADM01000165.1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.102&CDS=1-543	YGL231C
2262	OG0002262	augustus_masked-AADM01000165.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-AADM01000165.1-processed-gene-0.25&CDS=1-798	YGL232W
2263	OG0002263	snap_masked-AADM01000165.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.119&CDS=1-2628	YGL233W
2264	OG0002264	snap_masked-AADM01000165.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.120&CDS=1-1449	YFR044C
2265	OG0002265	snap_masked-AADM01000165.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.103&CDS=1-1044	YFR045W
2266	OG0002266	snap_masked-AADM01000165.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.121&CDS=1-2385	YGL234W
2267	OG0002267	maker-AADM01000165.1-snap-gene-0.141-mRNA-1_1&gene=maker-AADM01000165.1-snap-gene-0.141&CDS=1-2625	YGL236C
2268	OG0002268	snap_masked-AADM01000165.1-processed-gene-0.123-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.123&CDS=1-2877	YGL238W
2269	OG0002269	augustus_masked-AADM01000165.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-AADM01000165.1-processed-gene-0.31&CDS=1-723	YGL240W
2270	OG0002270	augustus_masked-AADM01000165.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-AADM01000165.1-processed-gene-0.32&CDS=1-891	YFR047C
2271	OG0002271	snap_masked-AADM01000165.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.125&CDS=1-2829	YGL241W
2272	OG0002272	snap_masked-AADM01000165.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.106&CDS=1-513	YGL242C
2273	OG0002273	augustus_masked-AADM01000165.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-AADM01000165.1-processed-gene-0.34&CDS=1-2784	YGL244W
2274	OG0002274	snap_masked-AADM01000165.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.129&CDS=1-2112	YGL245W
2275	OG0002275	snap_masked-AADM01000165.1-processed-gene-0.107-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.107&CDS=1-1158	YGL246C
2276	OG0002276	maker-AADM01000165.1-augustus-gene-0.45-mRNA-1_1&gene=maker-AADM01000165.1-augustus-gene-0.45&CDS=1-1386	YDL124W
2277	OG0002277	snap_masked-AADM01000165.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.108&CDS=1-378	YFR049W
2278	OG0002278	snap_masked-AADM01000165.1-processed-gene-0.132-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.132&CDS=1-1083	YGL248W
2279	OG0002279	snap_masked-AADM01000165.1-processed-gene-0.133-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.133&CDS=1-795	YFR050C
2280	OG0002280	snap_masked-AADM01000165.1-processed-gene-0.134-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.134&CDS=1-1614	YFR051C
2281	OG0002281	snap_masked-AADM01000165.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.135&CDS=1-1140	YGL250W
2282	OG0002282	snap_masked-AADM01000165.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-AADM01000165.1-processed-gene-0.136&CDS=1-795	YFR052W
2283	OG0002283	snap_masked-AADM01000169.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.81&CDS=1-1347	YCL063W
2284	OG0002284	snap_masked-AADM01000169.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.104&CDS=1-2910	YCL061C
2285	OG0002285	snap_masked-AADM01000169.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.105&CDS=1-1002	YCL059C
2286	OG0002286	snap_masked-AADM01000169.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.106&CDS=1-246	YCL057C-A
2287	OG0002287	snap_masked-AADM01000169.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.85&CDS=1-966	YCL055W
2288	OG0002288	snap_masked-AADM01000169.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.86&CDS=1-2490	YCL054W
2289	OG0002289	snap_masked-AADM01000169.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.110&CDS=1-1230	YCL052C
2290	OG0002290	snap_masked-AADM01000169.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.88&CDS=1-1056	YDR531W
2291	OG0002291	snap_masked-AADM01000169.1-processed-gene-0.113-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.113&CDS=1-1086	YDR532C
2292	OG0002292	snap_masked-AADM01000169.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.114&CDS=1-1341	YDR527W
2293	OG0002293	snap_masked-AADM01000169.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.115&CDS=1-228	YDR525W-A
2294	OG0002294	snap_masked-AADM01000169.1-processed-gene-0.116-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.116&CDS=1-840	YIR030C
2295	OG0002295	snap_masked-AADM01000169.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.90&CDS=1-2493	YDR524C
2296	OG0002296	snap_masked-AADM01000169.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.91&CDS=1-1515	YDR523C
2297	OG0002297	snap_masked-AADM01000169.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.92&CDS=1-1434	YCL048W
2298	OG0002298	snap_masked-AADM01000169.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.93&CDS=1-2337	YDR520C
2299	OG0002299	snap_masked-AADM01000169.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.119&CDS=1-2208	YCL045C
2300	OG0002300	snap_masked-AADM01000169.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.120&CDS=1-1194	YCL044C
2301	OG0002301	snap_masked-AADM01000169.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.121&CDS=1-1563	YCL043C
2302	OG0002302	snap_masked-AADM01000169.1-processed-gene-0.122-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.122&CDS=1-1083	YDR517W
2303	OG0002303	snap_masked-AADM01000169.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-AADM01000169.1-processed-gene-0.94&CDS=1-1482	YCL040W
2304	OG0002304	augustus_masked-AADM01000170.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-AADM01000170.1-processed-gene-0.2&CDS=1-2019	YCL039W
2305	OG0002305	snap_masked-AADM01000170.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000170.1-processed-gene-0.1&CDS=1-1158	YCL038C
2306	OG0002306	snap_masked-AADM01000171.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000171.1-processed-gene-0.29&CDS=1-1281	YDR514C
2307	OG0002307	snap_masked-AADM01000171.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000171.1-processed-gene-0.31&CDS=1-1008	YCL034W
2308	OG0002308	snap_masked-AADM01000171.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000171.1-processed-gene-0.37&CDS=1-540	YCL033C
2309	OG0002309	snap_masked-AADM01000171.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000171.1-processed-gene-0.32&CDS=1-258	YDR512C
2310	OG0002310	snap_masked-AADM01000171.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000171.1-processed-gene-0.33&CDS=1-909	YCL032W
2311	OG0002311	augustus_masked-AADM01000171.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-AADM01000171.1-processed-gene-0.25&CDS=1-861	YCL031C
2312	OG0002312	snap_masked-AADM01000171.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AADM01000171.1-processed-gene-0.39&CDS=1-387	YDR511W
2313	OG0002313	augustus_masked-AADM01000171.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-AADM01000171.1-processed-gene-0.27&CDS=1-3642	YCL030C
2314	OG0002314	augustus_masked-AADM01000171.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-AADM01000171.1-processed-gene-0.20&CDS=1-1044	YCL028W
2315	OG0002315	augustus_masked-AADM01000171.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-AADM01000171.1-processed-gene-0.22&CDS=1-1713	YCL027W
2316	OG0002316	genemark-AADM01000172.1-processed-gene-0.5-mRNA-1_1&gene=genemark-AADM01000172.1-processed-gene-0.5&CDS=1-3303	YDR507C
2317	OG0002317	augustus_masked-AADM01000172.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-AADM01000172.1-processed-gene-0.4&CDS=1-1833	YDR506C
2318	OG0002318	snap_masked-AADM01000173.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.0&CDS=1-2256	YLR177W
2319	OG0002319	snap_masked-AADM01000173.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.11&CDS=1-624	YLR178C
2320	OG0002320	snap_masked-AADM01000173.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.1&CDS=1-801	YDR503C
2321	OG0002321	snap_masked-AADM01000173.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.2&CDS=1-1146	YDR502C
2322	OG0002322	snap_masked-AADM01000173.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.12&CDS=1-1122	YLR181C
2323	OG0002323	snap_masked-AADM01000173.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.3&CDS=1-1992	YLR182W
2324	OG0002324	snap_masked-AADM01000173.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.13&CDS=1-1539	YDR501W
2325	OG0002325	snap_masked-AADM01000173.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.14&CDS=1-1650	YIL166C
2326	OG0002326	snap_masked-AADM01000173.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.4&CDS=1-1158	YLL057C
2327	OG0002327	augustus_masked-AADM01000173.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-AADM01000173.1-processed-gene-0.32&CDS=1-2145	YDR499W
2328	OG0002328	snap_masked-AADM01000173.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.8&CDS=1-756	YLR186W
2329	OG0002329	augustus_masked-AADM01000173.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-AADM01000173.1-processed-gene-0.25&CDS=1-1875	YNL279W
2330	OG0002330	snap_masked-AADM01000173.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000173.1-processed-gene-0.10&CDS=1-2862	YLR187W
2331	OG0002331	snap_masked-AADM01000174.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000174.1-processed-gene-0.24&CDS=1-1458	YNL277W
2332	OG0002332	snap_masked-AADM01000174.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000174.1-processed-gene-0.33&CDS=1-3930	YLR189C
2333	OG0002333	snap_masked-AADM01000174.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000174.1-processed-gene-0.34&CDS=1-1320	YER019W
2334	OG0002334	maker-AADM01000174.1-augustus-gene-0.0-mRNA-1_1&gene=maker-AADM01000174.1-augustus-gene-0.0&CDS=1-1716	YCR044C
2335	OG0002335	maker-AADM01000174.1-snap-gene-0.3-mRNA-1_1&gene=maker-AADM01000174.1-snap-gene-0.3&CDS=1-1626	YNL275W
2336	OG0002336	snap_masked-AADM01000174.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AADM01000174.1-processed-gene-0.35&CDS=1-1047	YNL274C
2337	OG0002337	snap_masked-AADM01000174.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000174.1-processed-gene-0.28&CDS=1-4224	YCR042C
2338	OG0002338	snap_masked-AADM01000174.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000174.1-processed-gene-0.29&CDS=1-2106	YOR154W
2339	OG0002339	maker-AADM01000174.1-augustus-gene-0.1-mRNA-1_1&gene=maker-AADM01000174.1-augustus-gene-0.1&CDS=1-3618	YNL273W
2340	OG0002340	snap_masked-AADM01000174.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000174.1-processed-gene-0.36&CDS=1-1407	YEL064C
2341	OG0002341	snap_masked-AADM01000174.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000174.1-processed-gene-0.37&CDS=1-2082	YNL272C
2342	OG0002342	snap_masked-AADM01000175.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.14&CDS=1-3066	YNL267W
2343	OG0002343	augustus_masked-AADM01000175.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-AADM01000175.1-processed-gene-0.2&CDS=1-1146	YGR046W
2344	OG0002344	snap_masked-AADM01000175.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.20&CDS=1-792	YNL265C
2345	OG0002345	snap_masked-AADM01000175.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.21&CDS=1-3156	YGR047C
2346	OG0002346	snap_masked-AADM01000175.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.16&CDS=1-1050	YGR048W
2347	OG0002347	snap_masked-AADM01000175.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.22&CDS=1-4539	YGL140C
2348	OG0002348	snap_masked-AADM01000175.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.23&CDS=1-786	YGL128C
2349	OG0002349	snap_masked-AADM01000175.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.24&CDS=1-927	YNL263C
2350	OG0002350	snap_masked-AADM01000175.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.17&CDS=1-6591	YNL262W
2351	OG0002351	snap_masked-AADM01000175.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.18&CDS=1-1419	YNL261W
2352	OG0002352	snap_masked-AADM01000175.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.19&CDS=1-1065	YHR156C
2353	OG0002353	snap_masked-AADM01000175.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.25&CDS=1-486	YNL260C
2354	OG0002354	snap_masked-AADM01000175.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000175.1-processed-gene-0.26&CDS=1-219	YNL259C
2355	OG0002355	augustus_masked-AADM01000176.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-AADM01000176.1-processed-gene-0.27&CDS=1-2010	YNL258C
2356	OG0002356	augustus_masked-AADM01000176.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-AADM01000176.1-processed-gene-0.28&CDS=1-3687	YNL257C
2357	OG0002357	maker-AADM01000176.1-augustus-gene-0.21-mRNA-1_1&gene=maker-AADM01000176.1-augustus-gene-0.21&CDS=1-3480	YGR255C
2358	OG0002358	snap_masked-AADM01000176.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.39&CDS=1-2388	YNL256W
2359	OG0002359	snap_masked-AADM01000176.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.50&CDS=1-483	YNL255C
2360	OG0002360	snap_masked-AADM01000176.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.51&CDS=1-1182	YNL254C
2361	OG0002361	augustus_masked-AADM01000176.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-AADM01000176.1-processed-gene-0.23&CDS=1-1194	YNL253W
2362	OG0002362	snap_masked-AADM01000176.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.52&CDS=1-789	YNL252C
2363	OG0002363	snap_masked-AADM01000176.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.53&CDS=1-1716	YNL251C
2364	OG0002364	snap_masked-AADM01000176.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.41&CDS=1-3894	YNL250W
2365	OG0002365	snap_masked-AADM01000176.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.54&CDS=1-1602	YNL249C
2366	OG0002366	snap_masked-AADM01000176.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.55&CDS=1-1236	YNL248C
2367	OG0002367	snap_masked-AADM01000176.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.42&CDS=1-483	YJR097W
2368	OG0002368	snap_masked-AADM01000176.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.56&CDS=1-1791	YJR098C
2369	OG0002369	maker-AADM01000176.1-augustus-gene-0.20-mRNA-1_1&gene=maker-AADM01000176.1-augustus-gene-0.20&CDS=1-3051	YNL247W
2370	OG0002370	snap_masked-AADM01000176.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-AADM01000176.1-processed-gene-0.57&CDS=1-606	YNL245C
2371	OG0002371	augustus_masked-AADM01000176.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-AADM01000176.1-processed-gene-0.38&CDS=1-318	YNL244C
2372	OG0002372	augustus_masked-AADM01000177.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-AADM01000177.1-processed-gene-0.0&CDS=1-1752	YNL243W
2373	OG0002373	genemark-AADM01000179.1-processed-gene-0.0-mRNA-1_1&gene=genemark-AADM01000179.1-processed-gene-0.0&CDS=1-894	YJL208C
2374	OG0002374	augustus_masked-AADM01000180.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-AADM01000180.1-processed-gene-0.1&CDS=1-1188	YJL209W
2375	OG0002375	augustus_masked-AADM01000181.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-AADM01000181.1-processed-gene-0.64&CDS=1-4710	YJL207C
2376	OG0002376	snap_masked-AADM01000181.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000181.1-processed-gene-0.19&CDS=1-2328	YJL204C
2377	OG0002377	augustus_masked-AADM01000181.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-AADM01000181.1-processed-gene-0.52&CDS=1-1167	YJL203W
2378	OG0002378	snap_masked-AADM01000181.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000181.1-processed-gene-0.5&CDS=1-1926	YJL201W
2379	OG0002379	snap_masked-AADM01000181.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AADM01000181.1-processed-gene-0.20&CDS=1-2361	YJL200C
2380	OG0002380	snap_masked-AADM01000181.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000181.1-processed-gene-0.8&CDS=1-3480	YJL197W
