	OrthologID	Metschnikowia_matae_maris	Saccharomyces_cerevisiae
1703	OG0001703	augustus_masked-mar-_s260-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-mar-_s260-processed-gene-0.77&CDS=1-459	YMR263W
1704	OG0001704	snap_masked-mar-_s260-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mar-_s260-processed-gene-0.36&CDS=1-1188	YGR046W
1705	OG0001705	snap_masked-mar-_s260-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s260-processed-gene-0.11&CDS=1-1536	YCR053W
1706	OG0001706	snap_masked-mar-_s260-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s260-processed-gene-0.37&CDS=1-1416	YCR054C
1707	OG0001707	augustus_masked-mar-_s260-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mar-_s260-processed-gene-0.59&CDS=1-4698	YKL215C
1708	OG0001708	snap_masked-mar-_s260-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mar-_s260-processed-gene-0.43&CDS=1-1863	YOR273C
1709	OG0001709	snap_masked-mar-_s262-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s262-processed-gene-0.2&CDS=1-573	YML077W
1710	OG0001710	snap_masked-mar-_s266-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.36&CDS=1-549	YJR074W
1711	OG0001711	snap_masked-mar-_s266-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.37&CDS=1-2136	YKL135C
1712	OG0001712	snap_masked-mar-_s266-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.55&CDS=1-741	YOL135C
1713	OG0001713	snap_masked-mar-_s266-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.38&CDS=1-342	YOL133W
1714	OG0001714	maker-mar-_s266-snap-gene-0.76-mRNA-1_1&gene=maker-mar-_s266-snap-gene-0.76&CDS=1-882	YNL316C
1715	OG0001715	snap_masked-mar-_s266-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.57&CDS=1-462	YIL065C
1716	OG0001716	snap_masked-mar-_s266-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.39&CDS=1-522	YKR065C
1717	OG0001717	snap_masked-mar-_s266-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.40&CDS=1-2991	YIL125W
1718	OG0001718	snap_masked-mar-_s266-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.60&CDS=1-855	YIL124W
1719	OG0001719	snap_masked-mar-_s266-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.61&CDS=1-321	YDR286C
1720	OG0001720	snap_masked-mar-_s266-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.62&CDS=1-912	YBR151W
1721	OG0001721	snap_masked-mar-_s266-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.46&CDS=1-1932	YDR208W
1722	OG0001722	snap_masked-mar-_s266-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.65&CDS=1-1224	YDL001W
1723	OG0001723	snap_masked-mar-_s266-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.48&CDS=1-7548	YBL004W
1724	OG0001724	snap_masked-mar-_s266-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.66&CDS=1-1101	YDL002C
1725	OG0001725	maker-mar-_s266-augustus-gene-0.79-mRNA-1_1&gene=maker-mar-_s266-augustus-gene-0.79&CDS=1-1422	YER134C
1726	OG0001726	maker-mar-_s266-augustus-gene-0.80-mRNA-1_1&gene=maker-mar-_s266-augustus-gene-0.80&CDS=1-2631	YJR010W
1727	OG0001727	snap_masked-mar-_s266-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.50&CDS=1-1476	YHR183W
1728	OG0001728	snap_masked-mar-_s266-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.72&CDS=1-1566	YMR015C
1729	OG0001729	snap_masked-mar-_s266-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.51&CDS=1-2091	YLR002C
1730	OG0001730	snap_masked-mar-_s266-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-0.52&CDS=1-522	YHR193C
1731	OG0001731	snap_masked-mar-_s266-processed-gene-1.84-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.84&CDS=1-1647	YMR145C
1732	OG0001732	snap_masked-mar-_s266-processed-gene-1.86-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.86&CDS=1-456	YHR191C
1733	OG0001733	snap_masked-mar-_s266-processed-gene-1.106-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.106&CDS=1-1914	YDL057W
1734	OG0001734	snap_masked-mar-_s266-processed-gene-1.107-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.107&CDS=1-1296	YFL001W
1735	OG0001735	snap_masked-mar-_s266-processed-gene-1.87-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.87&CDS=1-1800	YFL002C
1736	OG0001736	snap_masked-mar-_s266-processed-gene-1.108-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.108&CDS=1-1545	YPL003W
1737	OG0001737	maker-mar-_s266-snap-gene-1.122-mRNA-1_1&gene=maker-mar-_s266-snap-gene-1.122&CDS=1-1215	YDL100C
1738	OG0001738	snap_masked-mar-_s266-processed-gene-1.90-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.90&CDS=1-807	YDL086W
1739	OG0001739	snap_masked-mar-_s266-processed-gene-1.91-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.91&CDS=1-1053	YMR146C
1740	OG0001740	snap_masked-mar-_s266-processed-gene-1.92-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.92&CDS=1-1827	YDR452W
1741	OG0001741	snap_masked-mar-_s266-processed-gene-1.93-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.93&CDS=1-927	YLR340W
1742	OG0001742	snap_masked-mar-_s266-processed-gene-1.111-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.111&CDS=1-402	YPL013C
1743	OG0001743	snap_masked-mar-_s266-processed-gene-1.112-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.112&CDS=1-3567	YPL012W
1744	OG0001744	snap_masked-mar-_s266-processed-gene-1.113-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.113&CDS=1-1311	YDR148C
1745	OG0001745	snap_masked-mar-_s266-processed-gene-1.114-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.114&CDS=1-2235	YAL053W
1746	OG0001746	snap_masked-mar-_s266-processed-gene-1.116-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.116&CDS=1-5991	YLR305C
1747	OG0001747	snap_masked-mar-_s266-processed-gene-1.118-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.118&CDS=1-735	YPR016C
1748	OG0001748	snap_masked-mar-_s266-processed-gene-1.119-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.119&CDS=1-2661	YLL026W
1749	OG0001749	snap_masked-mar-_s266-processed-gene-1.120-mRNA-1_1&gene=snap_masked-mar-_s266-processed-gene-1.120&CDS=1-1449	YGL181W
1750	OG0001750	maker-mar-_s27-snap-gene-0.2-mRNA-1_1&gene=maker-mar-_s27-snap-gene-0.2&CDS=1-807, snap_masked-mar-_s64-processed-gene-1.102-mRNA-1_1&gene=snap_masked-mar-_s64-processed-gene-1.102&CDS=1-1032	
1751	OG0001751	augustus_masked-mar-_s27-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-mar-_s27-processed-gene-0.113&CDS=1-1740	YDR481C
1752	OG0001752	snap_masked-mar-_s27-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mar-_s27-processed-gene-0.28&CDS=1-1041	YGL159W
1753	OG0001753	snap_masked-mar-_s27-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mar-_s27-processed-gene-0.32&CDS=1-2292	YGL009C
1754	OG0001754	snap_masked-mar-_s27-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mar-_s27-processed-gene-0.35&CDS=1-2547	YDR416W
1755	OG0001755	snap_masked-mar-_s27-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s27-processed-gene-0.16&CDS=1-2109	YMR068W
1756	OG0001756	augustus_masked-mar-_s27-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-mar-_s27-processed-gene-0.103&CDS=1-3291	YCR092C
1757	OG0001757	augustus_masked-mar-_s27-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-mar-_s27-processed-gene-0.129&CDS=1-993	YJL088W
1758	OG0001758	snap_masked-mar-_s27-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s27-processed-gene-0.21&CDS=1-960	YNR003C
1759	OG0001759	snap_masked-mar-_s271-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.1&CDS=1-513	YDR162C
1760	OG0001760	augustus_masked-mar-_s271-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-mar-_s271-processed-gene-0.51&CDS=1-1794	YLR141W
1761	OG0001761	genemark-mar-_s271-processed-gene-0.29-mRNA-1_1&gene=genemark-mar-_s271-processed-gene-0.29&CDS=1-3480	YDR165W
1762	OG0001762	snap_masked-mar-_s271-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.19&CDS=1-2241	YDR164C
1763	OG0001763	snap_masked-mar-_s271-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.6&CDS=1-1104	YML038C
1764	OG0001764	augustus_masked-mar-_s271-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-mar-_s271-processed-gene-0.69&CDS=1-1644	YDR349C
1765	OG0001765	snap_masked-mar-_s271-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.7&CDS=1-3471	YIL147C
1766	OG0001766	snap_masked-mar-_s271-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.8&CDS=1-2535	YHR028C
1767	OG0001767	snap_masked-mar-_s271-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.9&CDS=1-504	YKL056C
1768	OG0001768	maker-mar-_s271-snap-gene-0.0-mRNA-1_1&gene=maker-mar-_s271-snap-gene-0.0&CDS=1-1326	YOL125W
1769	OG0001769	snap_masked-mar-_s271-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.10&CDS=1-1389	YMR014W
1770	OG0001770	snap_masked-mar-_s271-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.22&CDS=1-1485	YDR221W
1771	OG0001771	augustus_masked-mar-_s271-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-mar-_s271-processed-gene-0.72&CDS=1-732	YKL055C
1772	OG0001772	snap_masked-mar-_s271-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.23&CDS=1-498	YIR022W
1773	OG0001773	snap_masked-mar-_s271-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s271-processed-gene-0.15&CDS=1-1977	YPR175W
1774	OG0001774	snap_masked-mar-_s272-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s272-processed-gene-0.21&CDS=1-1101	YAL036C
1775	OG0001775	snap_masked-mar-_s272-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s272-processed-gene-0.14&CDS=1-3006	YAL035W
1776	OG0001776	snap_masked-mar-_s272-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s272-processed-gene-0.17&CDS=1-435	YDL235C
1777	OG0001777	snap_masked-mar-_s272-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s272-processed-gene-0.22&CDS=1-3036	YNL220W
1778	OG0001778	snap_masked-mar-_s272-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s272-processed-gene-0.23&CDS=1-1077	YNL037C
1779	OG0001779	snap_masked-mar-_s272-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s272-processed-gene-0.18&CDS=1-402	YIL098C
1780	OG0001780	snap_masked-mar-_s272-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s272-processed-gene-0.19&CDS=1-459	YAL008W
1781	OG0001781	snap_masked-mar-_s272-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mar-_s272-processed-gene-0.25&CDS=1-4947	YOR341W
1782	OG0001782	snap_masked-mar-_s282-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s282-processed-gene-0.10&CDS=1-3096	YBR081C
1783	OG0001783	augustus_masked-mar-_s282-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-mar-_s282-processed-gene-0.56&CDS=1-441	YDR059C
1784	OG0001784	snap_masked-mar-_s282-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s282-processed-gene-0.16&CDS=1-1509	YLR197W
1785	OG0001785	snap_masked-mar-_s282-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s282-processed-gene-0.7&CDS=1-1050	YGR112W
1786	OG0001786	augustus_masked-mar-_s282-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mar-_s282-processed-gene-0.58&CDS=1-1215	YER083C
1787	OG0001787	augustus_masked-mar-_s288-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mar-_s288-processed-gene-0.2&CDS=1-648	YDL212W
1788	OG0001788	snap_masked-mar-_s288-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s288-processed-gene-0.8&CDS=1-786	YDL213C
1789	OG0001789	augustus_masked-mar-_s288-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mar-_s288-processed-gene-0.4&CDS=1-1380	YNL182C
1790	OG0001790	augustus_masked-mar-_s292-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-0.0&CDS=1-3294	YLR240W
1791	OG0001791	snap_masked-mar-_s292-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.45&CDS=1-717	YDR196C
1792	OG0001792	snap_masked-mar-_s292-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.32&CDS=1-1032	YHR063C
1793	OG0001793	snap_masked-mar-_s292-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.46&CDS=1-1329	YDR198C
1794	OG0001794	snap_masked-mar-_s292-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.33&CDS=1-1863	YLR234W
1795	OG0001795	maker-mar-_s292-snap-gene-0.28-mRNA-1_1&gene=maker-mar-_s292-snap-gene-0.28&CDS=1-936	YLR242C
1796	OG0001796	augustus_masked-mar-_s292-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-0.16&CDS=1-327	YDR382W
1797	OG0001797	augustus_masked-mar-_s292-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-0.6&CDS=1-426	YOL040C
1798	OG0001798	augustus_masked-mar-_s292-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-0.8&CDS=1-1053	YOR130C
1799	OG0001799	snap_masked-mar-_s292-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.49&CDS=1-939	YDL237W
1800	OG0001800	snap_masked-mar-_s292-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.52&CDS=1-618	YLR312W-A
1801	OG0001801	snap_masked-mar-_s292-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.40&CDS=1-1692	YGL171W
1802	OG0001802	snap_masked-mar-_s292-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.53&CDS=1-372	YPR020W
1803	OG0001803	snap_masked-mar-_s292-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.42&CDS=1-1257	YPL101W
1804	OG0001804	snap_masked-mar-_s292-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-0.43&CDS=1-2736	YPR019W
1805	OG0001805	augustus_masked-mar-_s292-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-0.24&CDS=1-1926	YDR108W
1806	OG0001806	augustus_masked-mar-_s292-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-0.12&CDS=1-3990	YLR084C
1807	OG0001807	augustus_masked-mar-_s292-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-1.2&CDS=1-1941	YKL012W
1808	OG0001808	augustus_masked-mar-_s292-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-1.3&CDS=1-513	YKL013C
1809	OG0001809	snap_masked-mar-_s292-processed-gene-1.71-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.71&CDS=1-3165	YIR023W
1810	OG0001810	snap_masked-mar-_s292-processed-gene-1.73-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.73&CDS=1-339	YLR099W-A
1811	OG0001811	augustus_masked-mar-_s292-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-1.6&CDS=1-1974	YDR120C
1812	OG0001812	snap_masked-mar-_s292-processed-gene-1.74-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.74&CDS=1-2157	YKL088W
1813	OG0001813	snap_masked-mar-_s292-processed-gene-1.76-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.76&CDS=1-2484	YOR168W
1814	OG0001814	snap_masked-mar-_s292-processed-gene-1.66-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.66&CDS=1-1644	YGL244W
1815	OG0001815	snap_masked-mar-_s292-processed-gene-1.67-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.67&CDS=1-258	YGR037C
1816	OG0001816	snap_masked-mar-_s292-processed-gene-1.80-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.80&CDS=1-474	YLR050C
1817	OG0001817	snap_masked-mar-_s292-processed-gene-1.68-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.68&CDS=1-891	YLR059C
1818	OG0001818	snap_masked-mar-_s292-processed-gene-1.81-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.81&CDS=1-5355	YFL033C
1819	OG0001819	snap_masked-mar-_s292-processed-gene-1.70-mRNA-1_1&gene=snap_masked-mar-_s292-processed-gene-1.70&CDS=1-2691	YPR160W
1820	OG0001820	augustus_masked-mar-_s292-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-mar-_s292-processed-gene-1.13&CDS=1-1869	YGL203C
1821	OG0001821	snap_masked-mar-_s293-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_s293-processed-gene-0.0&CDS=1-3240	YBL076C
1822	OG0001822	snap_masked-mar-_s293-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s293-processed-gene-0.4&CDS=1-2658	YPL183C
1823	OG0001823	snap_masked-mar-_s298-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s298-processed-gene-0.17&CDS=1-2502	YJL176C
1824	OG0001824	snap_masked-mar-_s298-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s298-processed-gene-0.19&CDS=1-525	YKL016C
1825	OG0001825	snap_masked-mar-_s298-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mar-_s298-processed-gene-0.26&CDS=1-1833	YMR258C
1826	OG0001826	snap_masked-mar-_s298-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mar-_s298-processed-gene-0.27&CDS=1-1191	YMR256C
1827	OG0001827	snap_masked-mar-_s298-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s298-processed-gene-0.20&CDS=1-1446	YIL063C
1828	OG0001828	maker-mar-_s298-augustus-gene-0.34-mRNA-1_1&gene=maker-mar-_s298-augustus-gene-0.34&CDS=1-753	YIL064W
1829	OG0001829	augustus_masked-mar-_s298-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mar-_s298-processed-gene-0.5&CDS=1-1341	YBR195C
1830	OG0001830	snap_masked-mar-_s298-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s298-processed-gene-0.30&CDS=1-693	YPL078C
1831	OG0001831	snap_masked-mar-_s298-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s298-processed-gene-0.22&CDS=1-810	YKR060W
1832	OG0001832	snap_masked-mar-_s298-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s298-processed-gene-0.23&CDS=1-1932	YKL174C
1833	OG0001833	snap_masked-mar-_s299-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s299-processed-gene-0.24&CDS=1-1098	YPL206C
1834	OG0001834	augustus_masked-mar-_s299-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mar-_s299-processed-gene-0.1&CDS=1-981	YAL032C
1835	OG0001835	augustus_masked-mar-_s299-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mar-_s299-processed-gene-0.3&CDS=1-969	YPL215W
1836	OG0001836	snap_masked-mar-_s299-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mar-_s299-processed-gene-0.39&CDS=1-1956	YPL210C
1837	OG0001837	snap_masked-mar-_s299-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mar-_s299-processed-gene-0.41&CDS=1-1164	YDR019C
1838	OG0001838	snap_masked-mar-_s299-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mar-_s299-processed-gene-0.27&CDS=1-1797	YPL184C
1839	OG0001839	snap_masked-mar-_s299-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s299-processed-gene-0.30&CDS=1-537	YER116C
1840	OG0001840	snap_masked-mar-_s299-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mar-_s299-processed-gene-0.31&CDS=1-756	YNL305C
1841	OG0001841	maker-mar-_s299-augustus-gene-0.49-mRNA-1_1&gene=maker-mar-_s299-augustus-gene-0.49&CDS=1-1323	YDL007W
1842	OG0001842	snap_masked-mar-_s299-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mar-_s299-processed-gene-0.32&CDS=1-2106	YDR496C
1843	OG0001843	maker-mar-_s299-snap-gene-0.48-mRNA-1_1&gene=maker-mar-_s299-snap-gene-0.48&CDS=1-3498	YGL156W
1844	OG0001844	augustus_masked-mar-_s3-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-mar-_s3-processed-gene-0.61&CDS=1-552	YKL186C
1845	OG0001845	snap_masked-mar-_s3-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mar-_s3-processed-gene-0.45&CDS=1-2292	YPL249C
1846	OG0001846	snap_masked-mar-_s3-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mar-_s3-processed-gene-0.48&CDS=1-1263	YPL248C
1847	OG0001847	snap_masked-mar-_s3-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s3-processed-gene-0.37&CDS=1-8208	YGL195W
1848	OG0001848	snap_masked-mar-_s3-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mar-_s3-processed-gene-0.40&CDS=1-1194	YHL024W
1849	OG0001849	maker-mar-_s3-snap-gene-0.29-mRNA-1_1&gene=maker-mar-_s3-snap-gene-0.29&CDS=1-2757	YNL186W
1850	OG0001850	snap_masked-mar-_s3-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mar-_s3-processed-gene-0.58&CDS=1-633	YBL049W
1851	OG0001851	maker-mar-_s3-snap-gene-0.31-mRNA-1_1&gene=maker-mar-_s3-snap-gene-0.31&CDS=1-1020	YNL177C
1852	OG0001852	augustus_masked-mar-_s300-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-mar-_s300-processed-gene-0.200&CDS=1-267	YJR135W-A
1853	OG0001853	snap_masked-mar-_s300-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.4&CDS=1-180	YFR032C-A
1854	OG0001854	maker-mar-_s300-augustus-gene-0.237-mRNA-1_1&gene=maker-mar-_s300-augustus-gene-0.237&CDS=1-1002	YFR032C
1855	OG0001855	snap_masked-mar-_s300-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.46&CDS=1-684	YKL142W
1856	OG0001856	snap_masked-mar-_s300-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.8&CDS=1-3030	YFL025C
1857	OG0001857	snap_masked-mar-_s300-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.10&CDS=1-876	YPR139C
1858	OG0001858	augustus_masked-mar-_s300-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-mar-_s300-processed-gene-0.206&CDS=1-696	YIR005W
1859	OG0001859	snap_masked-mar-_s300-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.11&CDS=1-2445	YMR049C
1860	OG0001860	snap_masked-mar-_s300-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.12&CDS=1-846	YNL055C
1861	OG0001861	snap_masked-mar-_s300-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.13&CDS=1-1215	YJL006C
1862	OG0001862	snap_masked-mar-_s300-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.52&CDS=1-1476	YGR252W
1863	OG0001863	snap_masked-mar-_s300-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.14&CDS=1-1521	YHR170W
1864	OG0001864	snap_masked-mar-_s300-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.15&CDS=1-1902	YHR171W
1865	OG0001865	snap_masked-mar-_s300-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.16&CDS=1-2712	YHR172W
1866	OG0001866	snap_masked-mar-_s300-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.53&CDS=1-756	YGR253C
1867	OG0001867	snap_masked-mar-_s300-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.54&CDS=1-1236	YGR244C
1868	OG0001868	snap_masked-mar-_s300-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.17&CDS=1-957	YOR287C
1869	OG0001869	snap_masked-mar-_s300-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.55&CDS=1-546	YOR285W
1870	OG0001870	snap_masked-mar-_s300-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.57&CDS=1-957	YOR221C
1871	OG0001871	snap_masked-mar-_s300-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.18&CDS=1-909	YDR174W
1872	OG0001872	snap_masked-mar-_s300-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mar-_s300-processed-gene-0.58&CDS=1-2301	YGR245C
