	OrthologID	Pachysolen_tannophilus	Saccharomyces_cerevisiae
1829	OG0001829	augustus_masked-scaffold_3-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.42&CDS=1-348	YHL015W
1830	OG0001830	augustus_masked-scaffold_3-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.69&CDS=1-2067	YLR399C
1831	OG0001831	augustus_masked-scaffold_3-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.67&CDS=1-1629	YDR188W
1832	OG0001832	augustus_masked-scaffold_3-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.70&CDS=1-234	YHR001W-A
1833	OG0001833	augustus_masked-scaffold_3-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.90&CDS=1-2619	YEL032W
1834	OG0001834	augustus_masked-scaffold_3-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.91&CDS=1-5487	YBR208C
1835	OG0001835	maker-scaffold_3-augustus-gene-5.65-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.65&CDS=1-2085	YNL039W
1836	OG0001836	augustus_masked-scaffold_3-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.71&CDS=1-1338	YNL022C
1837	OG0001837	augustus_masked-scaffold_3-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.94&CDS=1-1122	YIL094C
1838	OG0001838	augustus_masked-scaffold_3-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.95&CDS=1-3288	YNL023C
1839	OG0001839	augustus_masked-scaffold_3-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.96&CDS=1-1185	YNL084C
1840	OG0001840	augustus_masked-scaffold_3-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.73&CDS=1-774	YIL093C
1841	OG0001841	augustus_masked-scaffold_3-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.98&CDS=1-978	YNL024C
1842	OG0001842	augustus_masked-scaffold_3-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.100&CDS=1-1575	YIL142W
1843	OG0001843	augustus_masked-scaffold_3-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.74&CDS=1-1521	YNL083W
1844	OG0001844	augustus_masked-scaffold_3-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.101&CDS=1-672	YIL139C
1845	OG0001845	augustus_masked-scaffold_3-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.75&CDS=1-2667	YNL082W
1846	OG0001846	augustus_masked-scaffold_3-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.103&CDS=1-1116	YOR107W
1847	OG0001847	augustus_masked-scaffold_3-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.77&CDS=1-1026	YNL103W
1848	OG0001848	augustus_masked-scaffold_3-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.106&CDS=1-2802	YIL140W
1849	OG0001849	augustus_masked-scaffold_3-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.107&CDS=1-1335	YFL026W
1850	OG0001850	augustus_masked-scaffold_3-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.108&CDS=1-858	YNL075W
1851	OG0001851	maker-scaffold_3-augustus-gene-5.61-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.61&CDS=1-681	YJL218W
1852	OG0001852	augustus_masked-scaffold_3-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.81&CDS=1-1002	YNL072W
1853	OG0001853	augustus_masked-scaffold_3-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.82&CDS=1-1455	YNL071W
1854	OG0001854	maker-scaffold_3-augustus-gene-5.62-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.62&CDS=1-306	YNL070W
1855	OG0001855	snap_masked-scaffold_3-processed-gene-5.18-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.18&CDS=1-993	YIL134W
1856	OG0001856	augustus_masked-scaffold_3-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.110&CDS=1-663	YNL107W
1857	OG0001857	maker-scaffold_3-augustus-gene-5.63-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.63&CDS=1-1419	YNL108C
1858	OG0001858	maker-scaffold_3-augustus-gene-5.64-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.64&CDS=1-678	YOR111W
1859	OG0001859	augustus_masked-scaffold_3-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.88&CDS=1-849	YNL110C
1860	OG0001860	augustus_masked-scaffold_3-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.89&CDS=1-366	YNL111C
1861	OG0001861	augustus_masked-scaffold_3-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.61&CDS=1-4164	YOR112W
1862	OG0001862	maker-scaffold_3-augustus-gene-6.55-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-6.55&CDS=1-1674	YNL112W
1863	OG0001863	augustus_masked-scaffold_3-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.64&CDS=1-402	YNL113W
1864	OG0001864	augustus_masked-scaffold_3-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.62&CDS=1-2700	YOR113W
1865	OG0001865	augustus_masked-scaffold_3-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.81&CDS=1-3693	YIL130W
1866	OG0001866	snap_masked-scaffold_3-processed-gene-6.25-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.25&CDS=1-1173	YNL206C
1867	OG0001867	augustus_masked-scaffold_3-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.68&CDS=1-1278	YNL207W
1868	OG0001868	augustus_masked-scaffold_3-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.85&CDS=1-1839	YNL209W
1869	OG0001869	augustus_masked-scaffold_3-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.69&CDS=1-894	YDL230W
1870	OG0001870	snap_masked-scaffold_3-processed-gene-6.9-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.9&CDS=1-426	YNL089C
1871	OG0001871	augustus_masked-scaffold_3-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.70&CDS=1-1986	YOR087W
1872	OG0001872	maker-scaffold_3-augustus-gene-6.53-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-6.53&CDS=1-1200	YNL092W
1873	OG0001873	augustus_masked-scaffold_3-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.90&CDS=1-1812	YOR090C
1874	OG0001874	augustus_masked-scaffold_3-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.72&CDS=1-1101	YOR091W
1875	OG0001875	augustus_masked-scaffold_3-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.73&CDS=1-1908	YHR114W
1876	OG0001876	augustus_masked-scaffold_3-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.93&CDS=1-852	YOR095C
1877	OG0001877	augustus_masked-scaffold_3-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.95&CDS=1-1740	YNL115C
1878	OG0001878	augustus_masked-scaffold_3-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.96&CDS=1-4710	YOR093C
1879	OG0001879	augustus_masked-scaffold_3-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.76&CDS=1-915	YBR085W
1880	OG0001880	augustus_masked-scaffold_3-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.99&CDS=1-654	YOR115C
1881	OG0001881	augustus_masked-scaffold_3-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.100&CDS=1-1746	YLR361C
1882	OG0001882	augustus_masked-scaffold_3-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.101&CDS=1-222	YFL017W-A
1883	OG0001883	augustus_masked-scaffold_3-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.102&CDS=1-549	YFL017C
1884	OG0001884	augustus_masked-scaffold_3-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.42&CDS=1-258	YGR037C
1885	OG0001885	augustus_masked-scaffold_3-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.46&CDS=1-531	YLR050C
1886	OG0001886	augustus_masked-scaffold_3-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.43&CDS=1-1125	YPL015C
1887	OG0001887	augustus_masked-scaffold_3-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.44&CDS=1-288	YPR153W
1888	OG0001888	augustus_masked-scaffold_3-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.49&CDS=1-204	YPL189C-A
1889	OG0001889	augustus_masked-scaffold_3-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.50&CDS=1-2034	YMR284W
1890	OG0001890	augustus_masked-scaffold_3-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.51&CDS=1-255	YMR286W
1891	OG0001891	augustus_masked-scaffold_3-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.53&CDS=1-9300	YLR087C
1892	OG0001892	augustus_masked-scaffold_3-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.54&CDS=1-1833	YLR088W
1893	OG0001893	augustus_masked-scaffold_3-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.71&CDS=1-1536	YDR111C
1894	OG0001894	maker-scaffold_3-augustus-gene-7.87-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-7.87&CDS=1-3153	YER005W
1895	OG0001895	augustus_masked-scaffold_3-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.73&CDS=1-651	YIR005W
1896	OG0001896	augustus_masked-scaffold_3-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.57&CDS=1-1734	YER007W
1897	OG0001897	maker-scaffold_3-augustus-gene-7.88-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-7.88&CDS=1-966	YER007C-A
1898	OG0001898	augustus_masked-scaffold_3-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.58&CDS=1-1587	YER025W
1899	OG0001899	maker-scaffold_3-augustus-gene-7.86-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-7.86&CDS=1-2271	YLL008W
1900	OG0001900	augustus_masked-scaffold_3-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.60&CDS=1-621	YJL004C
1901	OG0001901	augustus_masked-scaffold_3-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.75&CDS=1-5748	YJL005W
1902	OG0001902	augustus_masked-scaffold_3-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.76&CDS=1-3234	YIR002C
1903	OG0001903	augustus_masked-scaffold_3-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.78&CDS=1-3156	YOL098C
1904	OG0001904	augustus_masked-scaffold_3-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.79&CDS=1-1695	YNR030W
1905	OG0001905	augustus_masked-scaffold_3-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.62&CDS=1-1230	YNR029C
1906	OG0001906	maker-scaffold_3-snap-gene-7.91-mRNA-1_1&gene=maker-scaffold_3-snap-gene-7.91&CDS=1-582	YBR072W
1907	OG0001907	augustus_masked-scaffold_3-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.64&CDS=1-2403	YGR128C
1908	OG0001908	augustus_masked-scaffold_3-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.65&CDS=1-3336	YGR125W
1909	OG0001909	augustus_masked-scaffold_3-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.66&CDS=1-2292	YER008C
1910	OG0001910	augustus_masked-scaffold_3-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.82&CDS=1-1257	YGR223C
1911	OG0001911	augustus_masked-scaffold_3-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.83&CDS=1-2190	YKL022C
1912	OG0001912	augustus_masked-scaffold_3-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.69&CDS=1-1128	YIR034C
1913	OG0001913	augustus_masked-scaffold_3-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.84&CDS=1-1251	YKL021C
1914	OG0001914	maker-scaffold_3-augustus-gene-8.9-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.9&CDS=1-1935	YJR052W
1915	OG0001915	augustus_masked-scaffold_3-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.15&CDS=1-2145	YML046W
1916	OG0001916	augustus_masked-scaffold_3-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.13&CDS=1-1269	YEL037C
1917	OG0001917	augustus_masked-scaffold_3-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.16&CDS=1-774	YEL038W
1918	OG0001918	augustus_masked-scaffold_3-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.18&CDS=1-1140	YDL168W
1919	OG0001919	augustus_masked-scaffold_3-processed-gene-8.38-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.38&CDS=1-822	YJR060W
1920	OG0001920	augustus_masked-scaffold_3-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.20&CDS=1-1152	YMR305C
1921	OG0001921	augustus_masked-scaffold_3-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.39&CDS=1-1866	YGR278W
1922	OG0001922	augustus_masked-scaffold_3-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.21&CDS=1-915	YGR277C
1923	OG0001923	augustus_masked-scaffold_3-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.40&CDS=1-3975	YMR304W
1924	OG0001924	augustus_masked-scaffold_3-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.42&CDS=1-1899	YEL042W
1925	OG0001925	augustus_masked-scaffold_3-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.43&CDS=1-2520	YJR053W
1926	OG0001926	augustus_masked-scaffold_3-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.44&CDS=1-1392	YHR018C
1927	OG0001927	augustus_masked-scaffold_3-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.45&CDS=1-1656	YHR019C
1928	OG0001928	augustus_masked-scaffold_3-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.22&CDS=1-3270	YHR020W
1929	OG0001929	augustus_masked-scaffold_3-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.23&CDS=1-1764	YEL020C
1930	OG0001930	augustus_masked-scaffold_3-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.24&CDS=1-1971	YDL063C
1931	OG0001931	augustus_masked-scaffold_3-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.46&CDS=1-810	YDL064W
1932	OG0001932	augustus_masked-scaffold_3-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.47&CDS=1-1332	YJL155C
1933	OG0001933	augustus_masked-scaffold_3-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.26&CDS=1-1434	YGL219C
1934	OG0001934	augustus_masked-scaffold_3-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.48&CDS=1-2286	YHR197W
1935	OG0001935	augustus_masked-scaffold_3-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.49&CDS=1-1827	YMR250W
1936	OG0001936	augustus_masked-scaffold_3-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.27&CDS=1-1170	YGL213C
1937	OG0001937	augustus_masked-scaffold_3-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.51&CDS=1-828	YGL221C
1938	OG0001938	augustus_masked-scaffold_3-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.28&CDS=1-276	YGL220W
1939	OG0001939	snap_masked-scaffold_3-processed-gene-8.92-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.92&CDS=1-2436	YLR381W
1940	OG0001940	augustus_masked-scaffold_3-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.29&CDS=1-1521	YKR063C
1941	OG0001941	augustus_masked-scaffold_3-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.30&CDS=1-2709	YJL154C
1942	OG0001942	maker-scaffold_3-snap-gene-8.3-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.3&CDS=1-3678	YDL060W
1943	OG0001943	augustus_masked-scaffold_3-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.33&CDS=1-2682	YLR386W
1944	OG0001944	augustus_masked-scaffold_3-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.34&CDS=1-1125	YML051W
1945	OG0001945	augustus_masked-scaffold_3-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.44&CDS=1-2772	YLR382C
1946	OG0001946	augustus_masked-scaffold_3-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.45&CDS=1-1437	YLR380W
1947	OG0001947	augustus_masked-scaffold_3-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.46&CDS=1-978	YBR265W
1948	OG0001948	augustus_masked-scaffold_3-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.50&CDS=1-651	YJL063C
1949	OG0001949	augustus_masked-scaffold_3-processed-gene-9.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.51&CDS=1-1374	YBR243C
1950	OG0001950	augustus_masked-scaffold_3-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.70&CDS=1-447	YGL103W
1951	OG0001951	augustus_masked-scaffold_3-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.52&CDS=1-426	YJR082C
1952	OG0001952	maker-scaffold_3-augustus-gene-9.85-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-9.85&CDS=1-573	YLR229C
1953	OG0001953	augustus_masked-scaffold_3-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.55&CDS=1-1668	YDR212W
1954	OG0001954	augustus_masked-scaffold_3-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.57&CDS=1-1416	YDR388W
1955	OG0001955	augustus_masked-scaffold_3-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.74&CDS=1-1893	YDR390C
1956	OG0001956	augustus_masked-scaffold_3-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.76&CDS=1-1308	YDL128W
1957	OG0001957	augustus_masked-scaffold_3-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.59&CDS=1-1704	YPR045C
1958	OG0001958	augustus_masked-scaffold_3-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.78&CDS=1-774	YJR099W
1959	OG0001959	augustus_masked-scaffold_3-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.80&CDS=1-1605	YDL030W
1960	OG0001960	augustus_masked-scaffold_3-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.82&CDS=1-2100	YGL028C
1961	OG0001961	augustus_masked-scaffold_3-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.83&CDS=1-1008	YOL110W
1962	OG0001962	augustus_masked-scaffold_3-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.65&CDS=1-1206	YMR244W
1963	OG0001963	augustus_masked-scaffold_3-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.67&CDS=1-795	YBL029W
1964	OG0001964	augustus_masked-scaffold_3-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.0&CDS=1-2262	YBR102C
1965	OG0001965	maker-scaffold_3-snap-gene-10.34-mRNA-1_1&gene=maker-scaffold_3-snap-gene-10.34&CDS=1-2208	YKL047W
1966	OG0001966	snap_masked-scaffold_3-processed-gene-10.41-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.41&CDS=1-825	YMR130W
1967	OG0001967	augustus_masked-scaffold_3-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.17&CDS=1-2289	YMR061W
1968	OG0001968	augustus_masked-scaffold_3-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.3&CDS=1-957	YMR060C
1969	OG0001969	augustus_masked-scaffold_3-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.18&CDS=1-390	YMR059W
1970	OG0001970	augustus_masked-scaffold_3-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.4&CDS=1-1959	YMR126C
1971	OG0001971	augustus_masked-scaffold_3-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.19&CDS=1-660	YKL077W
1972	OG0001972	augustus_masked-scaffold_3-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.6&CDS=1-3447	YLR032W
1973	OG0001973	augustus_masked-scaffold_3-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.7&CDS=1-1623	YLR210W
1974	OG0001974	augustus_masked-scaffold_3-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.20&CDS=1-1197	YMR127C
1975	OG0001975	augustus_masked-scaffold_3-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.8&CDS=1-1776	YLR033W
1976	OG0001976	augustus_masked-scaffold_3-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.10&CDS=1-1542	YLR035C
1977	OG0001977	augustus_masked-scaffold_3-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.11&CDS=1-5670	YLR305C
1978	OG0001978	augustus_masked-scaffold_3-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.25&CDS=1-4014	YMR129W
1979	OG0001979	augustus_masked-scaffold_3-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.27&CDS=1-1014	YDR262W
1980	OG0001980	augustus_masked-scaffold_3-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.29&CDS=1-6420	YDL171C
1981	OG0001981	augustus_masked-scaffold_3-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.12&CDS=1-1443	YGL215W
1982	OG0001982	augustus_masked-scaffold_3-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.14&CDS=1-4569	YGL150C
1983	OG0001983	augustus_masked-scaffold_3-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.30&CDS=1-2502	YJL100W
1984	OG0001984	augustus_masked-scaffold_3-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.15&CDS=1-3762	YML049C
