	OrthologID	Candida_orthopsilosis	Saccharomyces_cerevisiae
1463	OG0001463	genemark-NC_018295.1-processed-gene-14.59-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.59&CDS=1-2814	YNL287W
1464	OG0001464	genemark-NC_018295.1-processed-gene-14.81-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.81&CDS=1-900	YPR079W
1465	OG0001465	genemark-NC_018295.1-processed-gene-14.60-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.60&CDS=1-2520	YPR089W
1466	OG0001466	genemark-NC_018295.1-processed-gene-14.82-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.82&CDS=1-354	YBR268W
1467	OG0001467	genemark-NC_018295.1-processed-gene-14.62-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.62&CDS=1-1188	YBR025C
1468	OG0001468	maker-NC_018295.1-augustus-gene-14.4-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-14.4&CDS=1-1917	YLR205C
1469	OG0001469	genemark-NC_018295.1-processed-gene-14.85-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.85&CDS=1-2412	YOL076W
1470	OG0001470	genemark-NC_018295.1-processed-gene-14.68-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.68&CDS=1-951	YBR176W
1471	OG0001471	genemark-NC_018295.1-processed-gene-14.69-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.69&CDS=1-963	YML004C
1472	OG0001472	augustus_masked-NC_018295.1-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-14.29&CDS=1-3942	YFR009W
1473	OG0001473	genemark-NC_018295.1-processed-gene-14.86-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.86&CDS=1-315	YPL098C
1474	OG0001474	genemark-NC_018295.1-processed-gene-15.58-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.58&CDS=1-453	YFR011C
1475	OG0001475	maker-NC_018295.1-augustus-gene-15.54-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-15.54&CDS=1-2775	YFR010W
1476	OG0001476	genemark-NC_018295.1-processed-gene-15.59-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.59&CDS=1-3012	YLR039C
1477	OG0001477	snap_masked-NC_018295.1-processed-gene-15.5-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-15.5&CDS=1-1311	YFL037W
1478	OG0001478	snap_masked-NC_018295.1-processed-gene-15.6-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-15.6&CDS=1-1623	YLR025W
1479	OG0001479	genemark-NC_018295.1-processed-gene-15.65-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.65&CDS=1-3873	YFL036W
1480	OG0001480	augustus_masked-NC_018295.1-processed-gene-15.135-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-15.135&CDS=1-2874	YNL169C
1481	OG0001481	genemark-NC_018295.1-processed-gene-15.91-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.91&CDS=1-4386	YNL172W
1482	OG0001482	genemark-NC_018295.1-processed-gene-15.93-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.93&CDS=1-330	YDL081C
1483	OG0001483	snap_masked-NC_018295.1-processed-gene-15.10-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-15.10&CDS=1-1704	YHR194W
1484	OG0001484	snap_masked-NC_018295.1-processed-gene-15.11-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-15.11&CDS=1-1692	YKL194C
1485	OG0001485	genemark-NC_018295.1-processed-gene-15.96-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.96&CDS=1-1101	YLR418C
1486	OG0001486	genemark-NC_018295.1-processed-gene-15.75-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.75&CDS=1-600	YKL196C
1487	OG0001487	genemark-NC_018295.1-processed-gene-15.98-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.98&CDS=1-1848	YOR359W
1488	OG0001488	genemark-NC_018295.1-processed-gene-15.76-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.76&CDS=1-2028	YBR019C
1489	OG0001489	genemark-NC_018295.1-processed-gene-15.77-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.77&CDS=1-504	YDR246W
1490	OG0001490	genemark-NC_018295.1-processed-gene-15.78-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.78&CDS=1-1149	YBR018C
1491	OG0001491	genemark-NC_018295.1-processed-gene-15.79-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.79&CDS=1-987	YOR239W
1492	OG0001492	genemark-NC_018295.1-processed-gene-15.102-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.102&CDS=1-747	YNL200C
1493	OG0001493	genemark-NC_018295.1-processed-gene-15.81-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.81&CDS=1-1851	YDL225W
1494	OG0001494	genemark-NC_018295.1-processed-gene-15.82-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.82&CDS=1-2625	YLR347C
1495	OG0001495	genemark-NC_018295.1-processed-gene-15.83-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.83&CDS=1-699	YGR036C
1496	OG0001496	genemark-NC_018295.1-processed-gene-15.103-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.103&CDS=1-1068	YDL226C
1497	OG0001497	maker-NC_018295.1-augustus-gene-15.56-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-15.56&CDS=1-3705	YNL201C
1498	OG0001498	genemark-NC_018295.1-processed-gene-15.84-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.84&CDS=1-354	YJL179W
1499	OG0001499	maker-NC_018295.1-augustus-gene-15.57-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-15.57&CDS=1-1836	YLR345W
1500	OG0001500	genemark-NC_018295.1-processed-gene-15.86-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-15.86&CDS=1-768	YGR033C
1501	OG0001501	genemark-NC_018295.1-processed-gene-16.11-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.11&CDS=1-552	YMR138W
1502	OG0001502	genemark-NC_018295.1-processed-gene-16.8-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.8&CDS=1-2211	YMR137C
1503	OG0001503	genemark-NC_018295.1-processed-gene-16.12-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.12&CDS=1-1260	YJL183W
1504	OG0001504	genemark-NC_018295.1-processed-gene-16.44-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.44&CDS=1-2892	YGR054W
1505	OG0001505	genemark-NC_018295.1-processed-gene-16.45-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.45&CDS=1-525	YLR074C
1506	OG0001506	genemark-NC_018295.1-processed-gene-16.14-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.14&CDS=1-660	YLR075W
1507	OG0001507	genemark-NC_018295.1-processed-gene-16.16-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.16&CDS=1-759	YFL045C
1508	OG0001508	augustus_masked-NC_018295.1-processed-gene-16.140-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-16.140&CDS=1-1923	YLR077W
1509	OG0001509	augustus_masked-NC_018295.1-processed-gene-16.118-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-16.118&CDS=1-1242	YLR078C
1510	OG0001510	genemark-NC_018295.1-processed-gene-16.49-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.49&CDS=1-1488	YFL022C
1511	OG0001511	genemark-NC_018295.1-processed-gene-16.24-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.24&CDS=1-792	YJR144W
1512	OG0001512	genemark-NC_018295.1-processed-gene-16.27-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.27&CDS=1-1077	YJR139C
1513	OG0001513	augustus_masked-NC_018295.1-processed-gene-16.145-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-16.145&CDS=1-5052	YJR138W
1514	OG0001514	genemark-NC_018295.1-processed-gene-16.28-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.28&CDS=1-876	YMR096W
1515	OG0001515	genemark-NC_018295.1-processed-gene-16.31-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.31&CDS=1-1116	YPL165C
1516	OG0001516	augustus_masked-NC_018295.1-processed-gene-16.147-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-16.147&CDS=1-1458	YGR093W
1517	OG0001517	maker-NC_018295.1-augustus-gene-16.3-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-16.3&CDS=1-3708	YGR155W
1518	OG0001518	genemark-NC_018295.1-processed-gene-16.55-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.55&CDS=1-900	YGL043W
1519	OG0001519	maker-NC_018295.1-augustus-gene-16.4-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-16.4&CDS=1-1218	YGL044C
1520	OG0001520	genemark-NC_018295.1-processed-gene-16.38-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.38&CDS=1-570	YEL012W
1521	OG0001521	genemark-NC_018295.1-processed-gene-16.39-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.39&CDS=1-1158	YPR025C
1522	OG0001522	snap_masked-NC_018295.1-processed-gene-16.89-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-16.89&CDS=1-555	YMR073C
1523	OG0001523	genemark-NC_018295.1-processed-gene-16.57-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.57&CDS=1-654	YER183C
1524	OG0001524	genemark-NC_018295.1-processed-gene-16.42-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-16.42&CDS=1-1206	YLR246W
1525	OG0001525	genemark-NC_018295.1-processed-gene-17.56-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.56&CDS=1-1167	YMR010W
1526	OG0001526	genemark-NC_018295.1-processed-gene-17.63-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.63&CDS=1-1203	YBR004C
1527	OG0001527	genemark-NC_018295.1-processed-gene-17.87-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.87&CDS=1-906	YLR421C
1528	OG0001528	genemark-NC_018295.1-processed-gene-17.67-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.67&CDS=1-1341	YLR314C
1529	OG0001529	genemark-NC_018295.1-processed-gene-17.69-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.69&CDS=1-3102	YFL025C
1530	OG0001530	genemark-NC_018295.1-processed-gene-17.71-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.71&CDS=1-921	YPR139C
1531	OG0001531	genemark-NC_018295.1-processed-gene-17.89-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.89&CDS=1-807	YIR005W
1532	OG0001532	genemark-NC_018295.1-processed-gene-17.72-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.72&CDS=1-2496	YMR049C
1533	OG0001533	genemark-NC_018295.1-processed-gene-17.91-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.91&CDS=1-921	YMR087W
1534	OG0001534	genemark-NC_018295.1-processed-gene-17.92-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.92&CDS=1-630	YJL030W
1535	OG0001535	genemark-NC_018295.1-processed-gene-17.75-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.75&CDS=1-1101	YJL031C
1536	OG0001536	genemark-NC_018295.1-processed-gene-17.77-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.77&CDS=1-2094	YJL010C
1537	OG0001537	genemark-NC_018295.1-processed-gene-17.93-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.93&CDS=1-2007	YPL104W
1538	OG0001538	genemark-NC_018295.1-processed-gene-17.79-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.79&CDS=1-1404	YBR199W
1539	OG0001539	genemark-NC_018295.1-processed-gene-17.94-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.94&CDS=1-867	YNL155W
1540	OG0001540	genemark-NC_018295.1-processed-gene-17.80-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.80&CDS=1-912	YHR062C
1541	OG0001541	genemark-NC_018295.1-processed-gene-17.95-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.95&CDS=1-1008	YNL230C
1542	OG0001542	genemark-NC_018295.1-processed-gene-17.81-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.81&CDS=1-2970	YBR281C
1543	OG0001543	genemark-NC_018295.1-processed-gene-17.98-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.98&CDS=1-1548	YMR140W
1544	OG0001544	genemark-NC_018295.1-processed-gene-17.83-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.83&CDS=1-1419	YBL080C
1545	OG0001545	augustus_masked-NC_018295.1-processed-gene-17.151-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-17.151&CDS=1-4440	YER110C
1546	OG0001546	genemark-NC_018295.1-processed-gene-17.104-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.104&CDS=1-1197	YDR021W
1547	OG0001547	genemark-NC_018295.1-processed-gene-17.84-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-17.84&CDS=1-747	YDR020C
1548	OG0001548	genemark-NC_018295.1-processed-gene-18.44-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.44&CDS=1-1245	YDR415C
1549	OG0001549	genemark-NC_018295.1-processed-gene-18.48-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.48&CDS=1-399	YCR028C-A
1550	OG0001550	genemark-NC_018295.1-processed-gene-18.45-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.45&CDS=1-405	YBL078C
1551	OG0001551	genemark-NC_018295.1-processed-gene-18.51-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.51&CDS=1-5187	YMR176W
1552	OG0001552	genemark-NC_018295.1-processed-gene-18.52-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.52&CDS=1-1905	YML127W
1553	OG0001553	genemark-NC_018295.1-processed-gene-18.54-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.54&CDS=1-453	YML094W
1554	OG0001554	genemark-NC_018295.1-processed-gene-18.79-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.79&CDS=1-1062	YML095C
1555	OG0001555	genemark-NC_018295.1-processed-gene-18.55-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.55&CDS=1-909	YER175C
1556	OG0001556	genemark-NC_018295.1-processed-gene-18.80-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.80&CDS=1-492	YOL143C
1557	OG0001557	genemark-NC_018295.1-processed-gene-18.82-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.82&CDS=1-2199	YKL155C
1558	OG0001558	genemark-NC_018295.1-processed-gene-18.59-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.59&CDS=1-744	YGR235C
1559	OG0001559	genemark-NC_018295.1-processed-gene-18.83-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.83&CDS=1-1179	YGR257C
1560	OG0001560	genemark-NC_018295.1-processed-gene-18.84-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.84&CDS=1-4371	YHR186C
1561	OG0001561	genemark-NC_018295.1-processed-gene-18.85-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.85&CDS=1-2241	YOL148C
1562	OG0001562	genemark-NC_018295.1-processed-gene-18.86-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.86&CDS=1-477	YOL149W
1563	OG0001563	augustus_masked-NC_018295.1-processed-gene-18.37-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-18.37&CDS=1-531	YOL114C
1564	OG0001564	augustus_masked-NC_018295.1-processed-gene-18.18-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-18.18&CDS=1-5247	YBR275C
1565	OG0001565	genemark-NC_018295.1-processed-gene-18.65-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.65&CDS=1-2145	YJL057C
1566	OG0001566	augustus_masked-NC_018295.1-processed-gene-18.20-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-18.20&CDS=1-1335	YDR306C
1567	OG0001567	snap_masked-NC_018295.1-processed-gene-18.120-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-18.120&CDS=1-1698	YGR166W
1568	OG0001568	genemark-NC_018295.1-processed-gene-18.68-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.68&CDS=1-2046	YCL057W
1569	OG0001569	genemark-NC_018295.1-processed-gene-18.89-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.89&CDS=1-1953	YBR121C
1570	OG0001570	genemark-NC_018295.1-processed-gene-18.69-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.69&CDS=1-723	YDR296W
1571	OG0001571	genemark-NC_018295.1-processed-gene-18.72-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.72&CDS=1-1341	YKL145W
1572	OG0001572	genemark-NC_018295.1-processed-gene-18.90-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.90&CDS=1-585	YKL144C
1573	OG0001573	genemark-NC_018295.1-processed-gene-18.74-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-18.74&CDS=1-1176	YNR040W
1574	OG0001574	maker-NC_018295.1-augustus-gene-19.0-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-19.0&CDS=1-2457	YKR070W
1575	OG0001575	genemark-NC_018295.1-processed-gene-19.47-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.47&CDS=1-774	YOR238W
1576	OG0001576	genemark-NC_018295.1-processed-gene-19.48-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.48&CDS=1-1014	YOL002C
1577	OG0001577	genemark-NC_018295.1-processed-gene-19.49-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.49&CDS=1-1731	YJL071W
1578	OG0001578	snap_masked-NC_018295.1-processed-gene-19.85-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-19.85&CDS=1-2781	YOR001W
1579	OG0001579	genemark-NC_018295.1-processed-gene-19.34-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.34&CDS=1-1179	YBR267W
1580	OG0001580	genemark-NC_018295.1-processed-gene-19.51-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.51&CDS=1-2679	YJL062W
1581	OG0001581	genemark-NC_018295.1-processed-gene-19.52-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.52&CDS=1-3999	YMR012W
1582	OG0001582	genemark-NC_018295.1-processed-gene-19.40-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.40&CDS=1-2034	YML088W
1583	OG0001583	genemark-NC_018295.1-processed-gene-19.53-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.53&CDS=1-2652	YPL072W
1584	OG0001584	genemark-NC_018295.1-processed-gene-19.44-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.44&CDS=1-993	YCR021C
1585	OG0001585	augustus_masked-NC_018295.1-processed-gene-19.15-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-19.15&CDS=1-924	YLR065C
1586	OG0001586	genemark-NC_018295.1-processed-gene-19.56-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.56&CDS=1-3852	YOL075C
1587	OG0001587	genemark-NC_018295.1-processed-gene-19.57-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-19.57&CDS=1-996	YER156C
1588	OG0001588	snap_masked-NC_018295.1-processed-gene-19.94-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-19.94&CDS=1-282	YBL029C-A
1589	OG0001589	genemark-NC_018295.1-processed-gene-20.0-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.0&CDS=1-2067	YOR360C
1590	OG0001590	genemark-NC_018295.1-processed-gene-20.2-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.2&CDS=1-4200	YBR115C
1591	OG0001591	genemark-NC_018295.1-processed-gene-20.3-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.3&CDS=1-2550	YBR114W
1592	OG0001592	genemark-NC_018295.1-processed-gene-20.4-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.4&CDS=1-1050	YMR146C
1593	OG0001593	genemark-NC_018295.1-processed-gene-20.5-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.5&CDS=1-807	YDL086W
1594	OG0001594	maker-NC_018295.1-augustus-gene-20.152-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-20.152&CDS=1-1299	YDL100C
1595	OG0001595	snap_masked-NC_018295.1-processed-gene-20.110-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-20.110&CDS=1-477	YDR201W
1596	OG0001596	genemark-NC_018295.1-processed-gene-20.26-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.26&CDS=1-1746	YHR108W
1597	OG0001597	genemark-NC_018295.1-processed-gene-20.11-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.11&CDS=1-426	YDR357C
1598	OG0001598	genemark-NC_018295.1-processed-gene-20.28-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.28&CDS=1-972	YDR204W
1599	OG0001599	genemark-NC_018295.1-processed-gene-20.12-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.12&CDS=1-825	YLR239C
1600	OG0001600	maker-NC_018295.1-snap-gene-20.98-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-20.98&CDS=1-3171	YDR421W
1601	OG0001601	maker-NC_018295.1-snap-gene-20.99-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-20.99&CDS=1-1203	YHR107C
1602	OG0001602	genemark-NC_018295.1-processed-gene-20.33-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.33&CDS=1-807	YER177W
1603	OG0001603	genemark-NC_018295.1-processed-gene-20.34-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.34&CDS=1-1689	YDR101C
1604	OG0001604	genemark-NC_018295.1-processed-gene-20.35-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.35&CDS=1-1200	YPL138C
1605	OG0001605	genemark-NC_018295.1-processed-gene-20.14-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.14&CDS=1-1992	YNL218W
1606	OG0001606	maker-NC_018295.1-augustus-gene-20.151-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-20.151&CDS=1-3696	YDR176W
1607	OG0001607	genemark-NC_018295.1-processed-gene-20.36-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.36&CDS=1-1404	YLR163C
1608	OG0001608	snap_masked-NC_018295.1-processed-gene-20.136-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-20.136&CDS=1-1443	YDR036C
1609	OG0001609	augustus_masked-NC_018295.1-processed-gene-20.84-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-20.84&CDS=1-3546	YDR074W
1610	OG0001610	genemark-NC_018295.1-processed-gene-20.40-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.40&CDS=1-1914	YER165W
1611	OG0001611	genemark-NC_018295.1-processed-gene-20.41-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.41&CDS=1-4161	YER164W
1612	OG0001612	genemark-NC_018295.1-processed-gene-20.19-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.19&CDS=1-1860	YDR091C
1613	OG0001613	genemark-NC_018295.1-processed-gene-20.22-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.22&CDS=1-1455	YGR255C
1614	OG0001614	genemark-NC_018295.1-processed-gene-20.23-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.23&CDS=1-1092	YDR058C
1615	OG0001615	genemark-NC_018295.1-processed-gene-20.48-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-20.48&CDS=1-981	YCR019W
1616	OG0001616	genemark-NC_018295.1-processed-gene-21.7-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.7&CDS=1-1248	YDR517W
1617	OG0001617	maker-NC_018295.1-augustus-gene-21.0-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-21.0&CDS=1-1083	YBR282W
1618	OG0001618	snap_masked-NC_018295.1-processed-gene-21.65-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-21.65&CDS=1-3456	YKL033W
1619	OG0001619	genemark-NC_018295.1-processed-gene-21.30-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.30&CDS=1-828	YMR149W
1620	OG0001620	genemark-NC_018295.1-processed-gene-21.14-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.14&CDS=1-495	YJR118C
1621	OG0001621	maker-NC_018295.1-snap-gene-21.54-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-21.54&CDS=1-1713	YER022W
1622	OG0001622	genemark-NC_018295.1-processed-gene-21.32-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.32&CDS=1-1428	YER021W
1623	OG0001623	genemark-NC_018295.1-processed-gene-21.33-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.33&CDS=1-621	YFL038C
1624	OG0001624	maker-NC_018295.1-augustus-gene-21.3-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-21.3&CDS=1-1677	YJR116W
1625	OG0001625	genemark-NC_018295.1-processed-gene-21.37-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.37&CDS=1-2106	YBR255W
1626	OG0001626	genemark-NC_018295.1-processed-gene-21.17-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.17&CDS=1-1620	YOL027C
1627	OG0001627	snap_masked-NC_018295.1-processed-gene-21.95-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-21.95&CDS=1-1638	YKR056W
1628	OG0001628	genemark-NC_018295.1-processed-gene-21.43-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.43&CDS=1-2004	YOL116W
1629	OG0001629	genemark-NC_018295.1-processed-gene-21.18-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.18&CDS=1-1707	YGL119W
1630	OG0001630	genemark-NC_018295.1-processed-gene-21.20-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-21.20&CDS=1-1422	YGL122C
