	OrthologID	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
1474	OG0001474	-processed-gene-4.38-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.38&CDS=1-6237	YLR430W
1475	OG0001475	-processed-gene-4.16-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.16&CDS=1-1941	YLR429W
1476	OG0001476	-processed-gene-4.17-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.17&CDS=1-867	YJL053W
1477	OG0001477	-processed-gene-4.20-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.20&CDS=1-1449	YDR179W-A
1478	OG0001478	-processed-gene-4.41-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.41&CDS=1-1383	YBR272C
1479	OG0001479	-processed-gene-4.21-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.21&CDS=1-1302	YJL049W
1480	OG0001480	-processed-gene-4.42-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.42&CDS=1-1977	YDR496C
1481	OG0001481	-processed-gene-4.22-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.22&CDS=1-1320	YBR143C
1482	OG0001482	-processed-gene-4.44-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.44&CDS=1-648	YLR165C
1483	OG0001483	-processed-gene-4.126-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.126&CDS=1-4563	YDR180W
1484	OG0001484	-processed-gene-5.1-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.1&CDS=1-3273	YDL054C
1485	OG0001485	-processed-gene-5.2-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.2&CDS=1-1017	YLR377C
1486	OG0001486	-processed-gene-5.0-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.0&CDS=1-498	YGL231C
1487	OG0001487	-processed-gene-5.121-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.121&CDS=1-900	YGL232W
1488	OG0001488	-processed-gene-5.122-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.122&CDS=1-2295	YGL233W
1489	OG0001489	-snap-gene-5.55-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-5.55&CDS=1-3864	YKR093W
1490	OG0001490	-snap-gene-5.56-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-5.56&CDS=1-1053	YOL127W
1491	OG0001491	-processed-gene-5.8-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.8&CDS=1-1077	YNL307C
1492	OG0001492	-snap-gene-5.57-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-5.57&CDS=1-1548	YOL129W
1493	OG0001493	-processed-gene-5.34-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.34&CDS=1-1137	YDL013W
1494	OG0001494	-processed-gene-5.35-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.35&CDS=1-969	YDL014W
1495	OG0001495	-processed-gene-5.11-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.11&CDS=1-1563	YAR014C
1496	OG0001496	-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.102&CDS=1-1551	YHR194W
1497	OG0001497	-processed-gene-5.38-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.38&CDS=1-1104	YLR418C
1498	OG0001498	-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.78&CDS=1-1320	YKL194C
1499	OG0001499	-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.104&CDS=1-1248	YLR423C
1500	OG0001500	-processed-gene-5.15-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.15&CDS=1-2358	YLR424W
1501	OG0001501	-processed-gene-5.40-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.40&CDS=1-702	YKL195W
1502	OG0001502	-processed-gene-5.16-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.16&CDS=1-603	YKL196C
1503	OG0001503	-processed-gene-5.17-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.17&CDS=1-621	YBR217W
1504	OG0001504	-processed-gene-5.18-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.18&CDS=1-2322	YOR249C
1505	OG0001505	-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.109&CDS=1-2166	YPL164C
1506	OG0001506	-snap-gene-5.54-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-5.54&CDS=1-1332	YOR250C
1507	OG0001507	-processed-gene-5.20-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.20&CDS=1-894	YOR251C
1508	OG0001508	-processed-gene-5.45-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.45&CDS=1-1260	YOR242C
1509	OG0001509	-processed-gene-5.46-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.46&CDS=1-1089	YPL165C
1510	OG0001510	-processed-gene-5.22-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.22&CDS=1-468	YBR137W
1511	OG0001511	-processed-gene-5.47-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.47&CDS=1-3954	YPL167C
1512	OG0001512	-processed-gene-5.23-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.23&CDS=1-1263	YOR266W
1513	OG0001513	-processed-gene-5.24-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.24&CDS=1-1359	YOR269W
1514	OG0001514	-processed-gene-5.25-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.25&CDS=1-1101	YPL152W
1515	OG0001515	-processed-gene-6.104-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.104&CDS=1-1041	YIL110W
1516	OG0001516	-processed-gene-6.101-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.101&CDS=1-612	YOR021C
1517	OG0001517	-processed-gene-6.2-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.2&CDS=1-2175	YOR022C
1518	OG0001518	-processed-gene-6.106-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.106&CDS=1-699	YHR012W
1519	OG0001519	-snap-gene-6.95-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-6.95&CDS=1-486	YML030W
1520	OG0001520	-processed-gene-6.103-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.103&CDS=1-1308	YOR023C
1521	OG0001521	-processed-gene-6.108-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.108&CDS=1-321	YLR364W
1522	OG0001522	-processed-gene-6.109-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.109&CDS=1-639	YHR013C
1523	OG0001523	-snap-gene-6.97-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-6.97&CDS=1-681	YDR472W
1524	OG0001524	-processed-gene-6.129-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.129&CDS=1-561	YDR454C
1525	OG0001525	-processed-gene-6.130-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.130&CDS=1-1743	YML070W
1526	OG0001526	-processed-gene-6.111-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.111&CDS=1-1359	YNL181W
1527	OG0001527	-snap-gene-6.93-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-6.93&CDS=1-1113	YNR015W
1528	OG0001528	-processed-gene-6.134-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.134&CDS=1-648	YNR017W
1529	OG0001529	-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.58&CDS=1-1056	YDR498C
1530	OG0001530	-processed-gene-6.120-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.120&CDS=1-2013	YMR036C
1531	OG0001531	-processed-gene-6.121-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.121&CDS=1-1326	YMR182C
1532	OG0001532	-snap-gene-6.94-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-6.94&CDS=1-1317	YPL228W
1533	OG0001533	-snap-gene-6.98-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-6.98&CDS=1-957	YPL227C
1534	OG0001534	-processed-gene-6.137-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.137&CDS=1-2094	YMR179W
1535	OG0001535	-processed-gene-6.138-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.138&CDS=1-2706	YNL287W
1536	OG0001536	-processed-gene-6.139-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.139&CDS=1-1215	YNL288W
1537	OG0001537	-processed-gene-6.125-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.125&CDS=1-315	YOR020C
1538	OG0001538	-processed-gene-6.140-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.140&CDS=1-1383	YDR473C
1539	OG0001539	-processed-gene-6.141-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.141&CDS=1-10041	YDR457W
1540	OG0001540	-processed-gene-6.142-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.142&CDS=1-1269	YHR011W
1541	OG0001541	-processed-gene-6.127-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-6.127&CDS=1-1455	YDR470C
1542	OG0001542	-processed-gene-7.0-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.0&CDS=1-2193	YJL094C
1543	OG0001543	-processed-gene-7.4-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.4&CDS=1-363	YDR469W
1544	OG0001544	-processed-gene-7.1-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.1&CDS=1-681	YDR468C
1545	OG0001545	-processed-gene-7.3-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.3&CDS=1-1413	YHR009C
1546	OG0001546	-processed-gene-7.6-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.6&CDS=1-2565	YHR102W
1547	OG0001547	-processed-gene-7.23-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.23&CDS=1-2049	YNL272C
1548	OG0001548	-processed-gene-7.25-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.25&CDS=1-1395	YCL027W
1549	OG0001549	-processed-gene-7.26-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.26&CDS=1-4584	YDR334W
1550	OG0001550	-processed-gene-7.10-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.10&CDS=1-1437	YDR052C
1551	OG0001551	-processed-gene-7.109-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.109&CDS=1-1662	YGL077C
1552	OG0001552	-processed-gene-7.11-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.11&CDS=1-1110	YCL059C
1553	OG0001553	-processed-gene-7.12-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.12&CDS=1-2841	YNL267W
1554	OG0001554	-processed-gene-7.111-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.111&CDS=1-4101	YCR042C
1555	OG0001555	-processed-gene-7.13-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.13&CDS=1-3888	YCL061C
1556	OG0001556	-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.73&CDS=1-2205	YDR499W
1557	OG0001557	-processed-gene-7.15-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.15&CDS=1-759	YLR186W
1558	OG0001558	-processed-gene-7.17-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.17&CDS=1-2310	YNL279W
1559	OG0001559	-processed-gene-7.34-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.34&CDS=1-300	YDR510W
1560	OG0001560	-processed-gene-7.36-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.36&CDS=1-2253	YMR165C
1561	OG0001561	-processed-gene-7.37-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.37&CDS=1-1386	YLR035C
1562	OG0001562	-processed-gene-7.38-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.38&CDS=1-1629	YBR288C
1563	OG0001563	-processed-gene-7.39-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.39&CDS=1-2256	YFR009W
1564	OG0001564	-processed-gene-7.20-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.20&CDS=1-318	YMR244C-A
1565	OG0001565	-processed-gene-7.40-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.40&CDS=1-2085	YOR317W
1566	OG0001566	-processed-gene-7.21-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.21&CDS=1-699	YJL218W
1567	OG0001567	-processed-gene-8.3-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.3&CDS=1-2274	YBR080C
1568	OG0001568	-processed-gene-8.2-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.2&CDS=1-1416	YDR057W
1569	OG0001569	-processed-gene-8.5-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.5&CDS=1-762	YHR101C
1570	OG0001570	-processed-gene-8.6-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.6&CDS=1-801	YOR036W
1571	OG0001571	-processed-gene-8.31-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.31&CDS=1-1014	YDR267C
1572	OG0001572	-processed-gene-8.7-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.7&CDS=1-648	YDR399W
1573	OG0001573	-processed-gene-8.8-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.8&CDS=1-981	YDR400W
1574	OG0001574	-processed-gene-8.11-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.11&CDS=1-531	YKL069W
1575	OG0001575	-processed-gene-8.33-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.33&CDS=1-513	YDR404C
1576	OG0001576	-processed-gene-8.12-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.12&CDS=1-483	YOR150W
1577	OG0001577	-snap-gene-8.148-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-8.148&CDS=1-1299	YER004W
1578	OG0001578	-snap-gene-8.147-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-8.147&CDS=1-264	YOR159C
1579	OG0001579	-processed-gene-8.15-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.15&CDS=1-2793	YOR160W
1580	OG0001580	-processed-gene-8.38-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.38&CDS=1-1542	YOR161C
1581	OG0001581	-snap-gene-8.145-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-8.145&CDS=1-1254	YOR155C
1582	OG0001582	-processed-gene-8.39-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.39&CDS=1-3645	YOR151C
1583	OG0001583	-processed-gene-8.20-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.20&CDS=1-738	YDR405W
1584	OG0001584	-processed-gene-8.23-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.23&CDS=1-987	YMR024W
1585	OG0001585	-snap-gene-8.149-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-8.149&CDS=1-606	YEL012W
1586	OG0001586	-processed-gene-8.138-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.138&CDS=1-825	YCR020C-A
1587	OG0001587	-processed-gene-8.24-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.24&CDS=1-2055	YFR015C
1588	OG0001588	-processed-gene-8.26-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.26&CDS=1-1215	YOL016C
1589	OG0001589	-processed-gene-8.46-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.46&CDS=1-1764	YJR016C
1590	OG0001590	-processed-gene-8.29-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.29&CDS=1-1002	YGR165W
1591	OG0001591	-processed-gene-9.2-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.2&CDS=1-2097	YNL161W
1592	OG0001592	-processed-gene-9.0-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.0&CDS=1-909	YHR142W
1593	OG0001593	-processed-gene-9.5-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.5&CDS=1-1536	YNL193W
1594	OG0001594	-processed-gene-9.102-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.102&CDS=1-186	YMR256C
1595	OG0001595	-processed-gene-9.103-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.103&CDS=1-924	YOL054W
1596	OG0001596	-processed-gene-9.85-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.85&CDS=1-1287	YCR066W
1597	OG0001597	-processed-gene-9.28-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.28&CDS=1-1410	YNR026C
1598	OG0001598	-processed-gene-9.29-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.29&CDS=1-453	YCR063W
1599	OG0001599	-processed-gene-9.13-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.13&CDS=1-2175	YPL190C
1600	OG0001600	-processed-gene-9.30-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.30&CDS=1-1920	YMR119W
1601	OG0001601	-processed-gene-9.14-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.14&CDS=1-1227	YLR027C
1602	OG0001602	-processed-gene-9.33-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.33&CDS=1-3612	YJL074C
1603	OG0001603	-processed-gene-9.16-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.16&CDS=1-5616	YPL231W
1604	OG0001604	-processed-gene-9.35-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.35&CDS=1-3099	YNL163C
1605	OG0001605	-processed-gene-9.36-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.36&CDS=1-1068	YDR289C
1606	OG0001606	-processed-gene-9.18-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.18&CDS=1-2394	YGR200C
1607	OG0001607	-processed-gene-9.37-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.37&CDS=1-7188	YIL129C
1608	OG0001608	-processed-gene-9.19-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.19&CDS=1-1704	YML123C
1609	OG0001609	-processed-gene-9.22-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.22&CDS=1-1197	YLR355C
1610	OG0001610	-processed-gene-10.110-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.110&CDS=1-1614	YGR044C
1611	OG0001611	-processed-gene-10.112-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.112&CDS=1-678	YHR140W
1612	OG0001612	-processed-gene-10.115-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.115&CDS=1-309	YHR132W-A
1613	OG0001613	-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.6&CDS=1-4020	YPR033C
1614	OG0001614	-augustus-gene-10.164-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-augustus-gene-10.164&CDS=1-654	YAL027W
1615	OG0001615	-processed-gene-10.145-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.145&CDS=1-1920	YOR014W
1616	OG0001616	-processed-gene-10.122-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.122&CDS=1-942	YGR086C
1617	OG0001617	-processed-gene-10.146-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.146&CDS=1-1464	YGR083C
1618	OG0001618	-processed-gene-10.147-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.147&CDS=1-942	YGR084C
1619	OG0001619	-processed-gene-10.124-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.124&CDS=1-2394	YDR017C
1620	OG0001620	-processed-gene-10.149-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.149&CDS=1-1338	YPR106W
1621	OG0001621	-snap-gene-10.108-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-10.108&CDS=1-993	YPR066W
1622	OG0001622	-processed-gene-10.152-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.152&CDS=1-1692	YDL017W
1623	OG0001623	-processed-gene-10.153-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.153&CDS=1-1821	YIR027C
1624	OG0001624	-processed-gene-10.154-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.154&CDS=1-2694	YBR017C
1625	OG0001625	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.72&CDS=1-3057	YJR132W
1626	OG0001626	-processed-gene-10.131-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.131&CDS=1-1566	YHR196W
1627	OG0001627	-processed-gene-10.132-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.132&CDS=1-618	YJR133W
1628	OG0001628	-processed-gene-10.134-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.134&CDS=1-1797	YDR456W
1629	OG0001629	-processed-gene-10.99-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.99&CDS=1-1737	YML031W
1630	OG0001630	-processed-gene-10.135-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.135&CDS=1-387	YHR059W
1631	OG0001631	-snap-gene-10.109-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-10.109&CDS=1-543	YDR305C
1632	OG0001632	-processed-gene-10.137-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.137&CDS=1-396	YBR167C
1633	OG0001633	-processed-gene-10.160-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.160&CDS=1-450	YPL108W
1634	OG0001634	-snap-gene-10.107-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-10.107&CDS=1-678	YLR229C
1635	OG0001635	-processed-gene-10.161-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.161&CDS=1-645	YDL213C
1636	OG0001636	-processed-gene-10.162-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.162&CDS=1-1464	YNL182C
