	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035658_Starmera_amethionina
1521	OG0001521	YGR012W	snap_masked-flattened_line_238-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.9&CDS=1-921
1522	OG0001522	YGR013W	snap_masked-flattened_line_238-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.10&CDS=1-1674
1523	OG0001523	YGR014W	snap_masked-flattened_line_238-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.12&CDS=1-2424
1524	OG0001524	YGR017W	augustus_masked-flattened_line_110-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.106&CDS=1-801
1525	OG0001525	YGR019W	snap_masked-flattened_line_110-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.61&CDS=1-1416
1526	OG0001526	YGR020C	snap_masked-flattened_line_110-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.48&CDS=1-360
1527	OG0001527	YGR021W	snap_masked-flattened_line_110-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.58&CDS=1-825
1528	OG0001528	YGR024C	snap_masked-flattened_line_138-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.29&CDS=1-654
1529	OG0001529	YGR026W	snap_masked-flattened_line_194-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.16&CDS=1-1215
1530	OG0001530	YGR029W	maker-flattened_line_28-augustus-gene-0.238-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.238&CDS=1-564
1531	OG0001531	YGR031W	snap_masked-flattened_line_96-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.71&CDS=1-984
1532	OG0001532	YGR036C	snap_masked-flattened_line_74-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.13&CDS=1-678
1533	OG0001533	YGR037C	genemark-flattened_line_20-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.119&CDS=1-627
1534	OG0001534	YGR042W	snap_masked-flattened_line_0-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.112&CDS=1-729
1535	OG0001535	YGR044C	augustus_masked-flattened_line_140-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.15&CDS=1-1707
1536	OG0001536	YGR046W	augustus_masked-flattened_line_170-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.9&CDS=1-1176
1537	OG0001537	YGR047C	snap_masked-flattened_line_32-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.45&CDS=1-3036
1538	OG0001538	YGR048W	augustus_masked-flattened_line_32-processed-gene-0.289-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.289&CDS=1-1083
1539	OG0001539	YGR054W	snap_masked-flattened_line_74-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.16&CDS=1-1836
1540	OG0001540	YGR058W	maker-flattened_line_98-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.38&CDS=1-966
1541	OG0001541	YGR059W	snap_masked-flattened_line_98-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.93&CDS=1-1602
1542	OG0001542	YGR060W	snap_masked-flattened_line_22-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.153&CDS=1-930
1543	OG0001543	YGR061C	augustus_masked-flattened_line_154-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.0&CDS=1-4038
1544	OG0001544	YGR068C	snap_masked-flattened_line_62-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.94&CDS=1-1887
1545	OG0001545	YGR074W	genemark-flattened_line_90-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.48&CDS=1-300
1546	OG0001546	YGR076C	snap_masked-flattened_line_48-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.8&CDS=1-528
1547	OG0001547	YGR077C	snap_masked-flattened_line_48-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.53&CDS=1-1779
1548	OG0001548	YGR078C	snap_masked-flattened_line_48-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.54&CDS=1-543
1549	OG0001549	YGR080W	augustus_masked-flattened_line_126-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.10&CDS=1-987
1550	OG0001550	YGR081C	snap_masked-flattened_line_32-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.53&CDS=1-534
1551	OG0001551	YGR082W	augustus_masked-flattened_line_32-processed-gene-0.298-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.298&CDS=1-495
1552	OG0001552	YGR083C	snap_masked-flattened_line_32-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.40&CDS=1-1476
1553	OG0001553	YGR084C	augustus_masked-flattened_line_34-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.212&CDS=1-1101
1554	OG0001554	YGR086C	snap_masked-flattened_line_32-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.41&CDS=1-900
1555	OG0001555	YGR088W	snap_masked-flattened_line_26-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.152&CDS=1-1683
1556	OG0001556	YGR089W	augustus_masked-flattened_line_90-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.109&CDS=1-1470
1557	OG0001557	YGR090W	snap_masked-flattened_line_38-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.91&CDS=1-3627
1558	OG0001558	YGR093W	snap_masked-flattened_line_2-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.135&CDS=1-1575
1559	OG0001559	YGR094W	snap_masked-flattened_line_2-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.134&CDS=1-3162
1560	OG0001560	YGR095C	snap_masked-flattened_line_2-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.93&CDS=1-660
1561	OG0001561	YGR096W	maker-flattened_line_2-snap-gene-2.164-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.164&CDS=1-906
1562	OG0001562	YGR098C	snap_masked-flattened_line_18-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.61&CDS=1-4971
1563	OG0001563	YGR100W	snap_masked-flattened_line_144-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.41&CDS=1-2859
1564	OG0001564	YGR101W	augustus_masked-flattened_line_36-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.193&CDS=1-807
1565	OG0001565	YGR102C	augustus_masked-flattened_line_80-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.110&CDS=1-498
1566	OG0001566	YGR103W	snap_masked-flattened_line_80-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.90&CDS=1-1797
1567	OG0001567	YGR105W	augustus_masked-flattened_line_80-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.109&CDS=1-702
1568	OG0001568	YGR110W	genemark-flattened_line_30-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.155&CDS=1-1212
1569	OG0001569	YGR111W	snap_masked-flattened_line_110-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.37&CDS=1-1227
1570	OG0001570	YGR112W	snap_masked-flattened_line_192-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.15&CDS=1-1083
1571	OG0001571	YGR116W	genemark-flattened_line_72-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.68&CDS=1-4902
1572	OG0001572	YGR119C	snap_masked-flattened_line_80-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.91&CDS=1-1485
1573	OG0001573	YGR123C	snap_masked-flattened_line_72-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.116&CDS=1-1491
1574	OG0001574	YGR125W	snap_masked-flattened_line_66-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.147&CDS=1-2808
1575	OG0001575	YGR126W	augustus_masked-flattened_line_66-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.32&CDS=1-1119
1576	OG0001576	YGR128C	snap_masked-flattened_line_66-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.149&CDS=1-1776
1577	OG0001577	YGR132C	snap_masked-flattened_line_6-processed-gene-1.199-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.199&CDS=1-849
1578	OG0001578	YGR134W	snap_masked-flattened_line_6-processed-gene-1.162-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.162&CDS=1-2097
1579	OG0001579	YGR135W	maker-flattened_line_82-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_82-snap-gene-0.46&CDS=1-756
1580	OG0001580	YGR145W	augustus_masked-flattened_line_422-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_422-processed-gene-0.0&CDS=1-2112
1581	OG0001581	YGR149W	maker-flattened_line_6-augustus-gene-1.114-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.114&CDS=1-2001
1582	OG0001582	YGR150C	augustus_masked-flattened_line_66-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.16&CDS=1-4296
1583	OG0001583	YGR152C	snap_masked-flattened_line_86-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.110&CDS=1-1233
1584	OG0001584	YGR155W	snap_masked-flattened_line_28-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.188&CDS=1-1464
1585	OG0001585	YGR156W	genemark-flattened_line_28-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.143&CDS=1-1068
1586	OG0001586	YGR157W	snap_masked-flattened_line_110-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.54&CDS=1-2538
1587	OG0001587	YGR158C	snap_masked-flattened_line_110-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.43&CDS=1-705
1588	OG0001588	YGR159C	snap_masked-flattened_line_110-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.41&CDS=1-1365
1589	OG0001589	YGR161C	snap_masked-flattened_line_78-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.75&CDS=1-1578
1590	OG0001590	YGR163W	augustus_masked-flattened_line_78-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.51&CDS=1-969
1591	OG0001591	YGR165W	maker-flattened_line_50-augustus-gene-0.174-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.174&CDS=1-1017
1592	OG0001592	YGR167W	snap_masked-flattened_line_50-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.67&CDS=1-600
1593	OG0001593	YGR169C	snap_masked-flattened_line_120-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.81&CDS=1-1113
1594	OG0001594	YGR170W	maker-flattened_line_16-snap-gene-1.181-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.181&CDS=1-2682
1595	OG0001595	YGR171C	snap_masked-flattened_line_16-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.30&CDS=1-1536
1596	OG0001596	YGR172C	snap_masked-flattened_line_16-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.29&CDS=1-744
1597	OG0001597	YGR173W	snap_masked-flattened_line_96-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.85&CDS=1-1101
1598	OG0001598	YGR174C	augustus_masked-flattened_line_26-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.9&CDS=1-432
1599	OG0001599	YGR175C	snap_masked-flattened_line_26-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.84&CDS=1-1437
1600	OG0001600	YGR178C	snap_masked-flattened_line_0-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.104&CDS=1-2052
1601	OG0001601	YGR181W	maker-flattened_line_86-snap-gene-0.45-mRNA-1_1&gene=maker-flattened_line_86-snap-gene-0.45&CDS=1-303
1602	OG0001602	YGR183C	augustus_masked-flattened_line_86-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.8&CDS=1-201
1603	OG0001603	YGR184C	augustus_masked-flattened_line_86-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.28&CDS=1-5385
1604	OG0001604	YGR185C	snap_masked-flattened_line_86-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.123&CDS=1-1212
1605	OG0001605	YGR186W	snap_masked-flattened_line_86-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.102&CDS=1-1821
1606	OG0001606	YGR187C	snap_masked-flattened_line_86-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.124&CDS=1-1137
1607	OG0001607	YGR188C	snap_masked-flattened_line_88-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.71&CDS=1-2538
1608	OG0001608	YGR189C	augustus_masked-flattened_line_86-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.26&CDS=1-1467
1609	OG0001609	YGR193C	snap_masked-flattened_line_6-processed-gene-1.226-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.226&CDS=1-1083
1610	OG0001610	YGR194C	snap_masked-flattened_line_36-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.53&CDS=1-1668
1611	OG0001611	YGR195W	augustus_masked-flattened_line_90-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.140&CDS=1-1692
1612	OG0001612	YGR198W	snap_masked-flattened_line_90-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.35&CDS=1-2073
1613	OG0001613	YGR200C	snap_masked-flattened_line_50-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.65&CDS=1-2367
1614	OG0001614	YGR202C	snap_masked-flattened_line_332-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_332-processed-gene-0.2&CDS=1-1353
1615	OG0001615	YGR203W	maker-flattened_line_88-augustus-gene-0.82-mRNA-1_1&gene=maker-flattened_line_88-augustus-gene-0.82&CDS=1-414
1616	OG0001616	YGR205W	snap_masked-flattened_line_114-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.121&CDS=1-849
1617	OG0001617	YGR207C	snap_masked-flattened_line_114-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.122&CDS=1-774
1618	OG0001618	YGR208W	snap_masked-flattened_line_114-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.123&CDS=1-954
1619	OG0001619	YGR210C	maker-flattened_line_112-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_112-augustus-gene-0.56&CDS=1-1251
1620	OG0001620	YGR211W	snap_masked-flattened_line_40-processed-gene-0.213-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.213&CDS=1-1434
1621	OG0001621	YGR216C	augustus_masked-flattened_line_40-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.68&CDS=1-1884
1622	OG0001622	YGR217W	snap_masked-flattened_line_40-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.179&CDS=1-6402
1623	OG0001623	YGR218W	augustus_masked-flattened_line_273-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_273-processed-gene-0.5&CDS=1-2730
1624	OG0001624	YGR220C	snap_masked-flattened_line_112-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.11&CDS=1-804
1625	OG0001625	YGR223C	snap_masked-flattened_line_40-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.180&CDS=1-1188
1626	OG0001626	YGR227W	augustus_masked-flattened_line_40-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.65&CDS=1-1560
1627	OG0001627	YGR229C	snap_masked-flattened_line_40-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.174&CDS=1-1305
1628	OG0001628	YGR231C	augustus_masked-flattened_line_40-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.31&CDS=1-924
1629	OG0001629	YGR232W	snap_masked-flattened_line_40-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.208&CDS=1-543
1630	OG0001630	YGR233C	maker-flattened_line_273-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_273-augustus-gene-0.4&CDS=1-3387
1631	OG0001631	YGR234W	snap_masked-flattened_line_68-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.133&CDS=1-1248
1632	OG0001632	YGR235C	snap_masked-flattened_line_132-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.85&CDS=1-663
1633	OG0001633	YGR244C	snap_masked-flattened_line_106-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.51&CDS=1-1287
1634	OG0001634	YGR245C	snap_masked-flattened_line_106-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.71&CDS=1-2160
1635	OG0001635	YGR246C	snap_masked-flattened_line_106-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.72&CDS=1-1629
1636	OG0001636	YGR247W	snap_masked-flattened_line_16-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.46&CDS=1-657
1637	OG0001637	YGR252W	snap_masked-flattened_line_92-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.85&CDS=1-1476
1638	OG0001638	YGR253C	maker-flattened_line_92-augustus-gene-0.142-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.142&CDS=1-846
1639	OG0001639	YGR254W	snap_masked-flattened_line_26-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.133&CDS=1-1308
1640	OG0001640	YGR255C	augustus_masked-flattened_line_38-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.176&CDS=1-2481
1641	OG0001641	YGR257C	augustus_masked-flattened_line_132-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.6&CDS=1-684
1642	OG0001642	YGR258C	augustus_masked-flattened_line_90-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.117&CDS=1-2913
1643	OG0001643	YGR261C	augustus_masked-flattened_line_88-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.20&CDS=1-2250
1644	OG0001644	YGR263C	snap_masked-flattened_line_66-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.121&CDS=1-1089
1645	OG0001645	YGR264C	genemark-flattened_line_122-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.40&CDS=1-2610
1646	OG0001646	YGR266W	augustus_masked-flattened_line_16-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.136&CDS=1-2058
1647	OG0001647	YGR267C	snap_masked-flattened_line_16-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.47&CDS=1-843
1648	OG0001648	YGR268C	maker-flattened_line_16-augustus-gene-1.113-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.113&CDS=1-555
1649	OG0001649	YGR270W	snap_masked-flattened_line_16-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.32&CDS=1-3852
1650	OG0001650	YGR271C-A	snap_masked-flattened_line_16-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.27&CDS=1-735
1651	OG0001651	YGR271W	augustus_masked-flattened_line_16-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.162&CDS=1-5829
1652	OG0001652	YGR274C	augustus_masked-flattened_line_10-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.63&CDS=1-2844
1653	OG0001653	YGR276C	augustus_masked-flattened_line_10-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.64&CDS=1-1938
1654	OG0001654	YGR277C	snap_masked-flattened_line_42-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.181&CDS=1-837
1655	OG0001655	YGR278W	snap_masked-flattened_line_42-processed-gene-0.210-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.210&CDS=1-2070
1656	OG0001656	YGR279C	snap_masked-flattened_line_42-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.180&CDS=1-1173
