	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii
1839	OG0001839	YJR140C	augustus_masked-flattened_line_16-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.35&CDS=1-5256
1840	OG0001840	YJR142W	augustus_masked-flattened_line_16-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.11&CDS=1-1053
1841	OG0001841	YJR143C	augustus_masked-flattened_line_16-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.37&CDS=1-2286
1842	OG0001842	YJR144W	augustus_masked-flattened_line_16-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.12&CDS=1-933
1843	OG0001843	YJR148W	augustus_masked-flattened_line_16-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.16&CDS=1-1185
1844	OG0001844	YJR152W	augustus_masked-flattened_line_28-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.55&CDS=1-1617
1845	OG0001845	YKL001C	augustus_masked-flattened_line_110-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.15&CDS=1-594
1846	OG0001846	YKL002W	augustus_masked-flattened_line_110-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.7&CDS=1-678
1847	OG0001847	YKL003C	augustus_masked-flattened_line_110-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.14&CDS=1-366
1848	OG0001848	YKL004W	augustus_masked-flattened_line_26-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.119&CDS=1-1242
1849	OG0001849	YKL009W	augustus_masked-flattened_line_110-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.3&CDS=1-723
1850	OG0001850	YKL013C	augustus_masked-flattened_line_86-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.52&CDS=1-522
1851	OG0001851	YKL014C	augustus_masked-flattened_line_86-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.50&CDS=1-5076
1852	OG0001852	YKL015W	augustus_masked-flattened_line_86-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.33&CDS=1-2850
1853	OG0001853	YKL016C	augustus_masked-flattened_line_86-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.49&CDS=1-537
1854	OG0001854	YKL017C	augustus_masked-flattened_line_86-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.48&CDS=1-2097
1855	OG0001855	YKL018W	augustus_masked-flattened_line_86-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.32&CDS=1-1098
1856	OG0001856	YKL019W	augustus_masked-flattened_line_86-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.46&CDS=1-978
1857	OG0001857	YKL021C	augustus_masked-flattened_line_86-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.44&CDS=1-1299
1858	OG0001858	YKL022C	augustus_masked-flattened_line_86-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.43&CDS=1-2310
1859	OG0001859	YKL024C	augustus_masked-flattened_line_86-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.28&CDS=1-585
1860	OG0001860	YKL025C	augustus_masked-flattened_line_86-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.42&CDS=1-1755
1861	OG0001861	YKL027W	augustus_masked-flattened_line_4-processed-gene-3.285-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.285&CDS=1-1365
1862	OG0001862	YKL028W	augustus_masked-flattened_line_4-processed-gene-3.284-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.284&CDS=1-1479
1863	OG0001863	YKL029C	augustus_masked-flattened_line_30-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.136&CDS=1-1749
1864	OG0001864	YKL033W-A	augustus_masked-flattened_line_40-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.81&CDS=1-747
1865	OG0001865	YKL034W	snap_masked-flattened_line_40-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.138&CDS=1-2655
1866	OG0001866	YKL035W	augustus_masked-flattened_line_40-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.84&CDS=1-1491
1867	OG0001867	YKL039W	augustus_masked-flattened_line_50-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.85&CDS=1-1533
1868	OG0001868	YKL040C	augustus_masked-flattened_line_50-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.87&CDS=1-969
1869	OG0001869	YKL041W	augustus_masked-flattened_line_114-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.16&CDS=1-684
1870	OG0001870	YKL045W	augustus_masked-flattened_line_16-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.70&CDS=1-1572
1871	OG0001871	YKL046C	augustus_masked-flattened_line_52-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.50&CDS=1-1353
1872	OG0001872	YKL051W	snap_masked-flattened_line_52-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.19&CDS=1-936
1873	OG0001873	YKL053C-A	augustus_masked-flattened_line_50-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.105&CDS=1-306
1874	OG0001874	YKL054C	augustus_masked-flattened_line_50-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.104&CDS=1-1422
1875	OG0001875	YKL056C	maker-flattened_line_50-snap-gene-0.9-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.9&CDS=1-1233
1876	OG0001876	YKL058W	augustus_masked-flattened_line_114-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.18&CDS=1-426
1877	OG0001877	YKL059C	augustus_masked-flattened_line_114-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.26&CDS=1-1293
1878	OG0001878	YKL060C	maker-flattened_line_52-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.147&CDS=1-2070
1879	OG0001879	YKL064W	augustus_masked-flattened_line_50-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.101&CDS=1-3771
1880	OG0001880	YKL067W	augustus_masked-flattened_line_50-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.72&CDS=1-447
1881	OG0001881	YKL069W	augustus_masked-flattened_line_50-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.68&CDS=1-552
1882	OG0001882	YKL073W	augustus_masked-flattened_line_16-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.49&CDS=1-2670
1883	OG0001883	YKL074C	augustus_masked-flattened_line_24-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.93&CDS=1-1197
1884	OG0001884	YKL075C	augustus_masked-flattened_line_24-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.86&CDS=1-2331
1885	OG0001885	YKL077W	augustus_masked-flattened_line_24-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.100&CDS=1-1326
1886	OG0001886	YKL078W	augustus_masked-flattened_line_4-processed-gene-3.336-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.336&CDS=1-2268
1887	OG0001887	YKL080W	genemark-flattened_line_4-processed-gene-3.106-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.106&CDS=1-1170
1888	OG0001888	YKL082C	augustus_masked-flattened_line_156-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.11&CDS=1-1374
1889	OG0001889	YKL085W	augustus_masked-flattened_line_86-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.55&CDS=1-1011
1890	OG0001890	YKL087C	augustus_masked-flattened_line_86-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.54&CDS=1-783
1891	OG0001891	YKL089W	genemark-flattened_line_110-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.44&CDS=1-2097
1892	OG0001892	YKL092C	augustus_masked-flattened_line_50-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.65&CDS=1-3231
1893	OG0001893	YKL094W	augustus_masked-flattened_line_50-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.67&CDS=1-1191
1894	OG0001894	YKL095W	augustus_masked-flattened_line_118-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.7&CDS=1-801
1895	OG0001895	YKL096W	augustus_masked-flattened_line_50-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.66&CDS=1-489
1896	OG0001896	YKL098W	snap_masked-flattened_line_16-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.126&CDS=1-1353
1897	OG0001897	YKL099C	augustus_masked-flattened_line_16-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.22&CDS=1-753
1898	OG0001898	YKL103C	augustus_masked-flattened_line_16-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.48&CDS=1-1560
1899	OG0001899	YKL104C	snap_masked-flattened_line_16-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.90&CDS=1-2142
1900	OG0001900	YKL110C	augustus_masked-flattened_line_188-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.1&CDS=1-1074
1901	OG0001901	YKL113C	augustus_masked-flattened_line_50-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.95&CDS=1-1182
1902	OG0001902	YKL114C	augustus_masked-flattened_line_50-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.94&CDS=1-1065
1903	OG0001903	YKL116C	augustus_masked-flattened_line_24-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.113&CDS=1-1698
1904	OG0001904	YKL119C	augustus_masked-flattened_line_6-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.74&CDS=1-537
1905	OG0001905	YKL120W	augustus_masked-flattened_line_6-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.52&CDS=1-966
1906	OG0001906	YKL124W	genemark-flattened_line_52-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.124&CDS=1-1401
1907	OG0001907	YKL125W	genemark-flattened_line_52-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.123&CDS=1-2223
1908	OG0001908	YKL126W	genemark-flattened_line_52-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.122&CDS=1-2007
1909	OG0001909	YKL128C	augustus_masked-flattened_line_40-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.55&CDS=1-882
1910	OG0001910	YKL130C	augustus_masked-flattened_line_6-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.62&CDS=1-1119
1911	OG0001911	YKL134C	augustus_masked-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.64&CDS=1-2193
1912	OG0001912	YKL135C	augustus_masked-flattened_line_6-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.65&CDS=1-1986
1913	OG0001913	YKL137W	augustus_masked-flattened_line_6-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.80&CDS=1-369
1914	OG0001914	YKL140W	genemark-flattened_line_6-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.32&CDS=1-1602
1915	OG0001915	YKL142W	augustus_masked-flattened_line_10-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.25&CDS=1-633
1916	OG0001916	YKL143W	augustus_masked-flattened_line_10-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.24&CDS=1-1518
1917	OG0001917	YKL144C	augustus_masked-flattened_line_10-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.44&CDS=1-723
1918	OG0001918	YKL145W	augustus_masked-flattened_line_10-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.23&CDS=1-1458
1919	OG0001919	YKL148C	augustus_masked-flattened_line_10-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.43&CDS=1-1899
1920	OG0001920	YKL149C	augustus_masked-flattened_line_10-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.42&CDS=1-1170
1921	OG0001921	YKL150W	augustus_masked-flattened_line_10-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.22&CDS=1-933
1922	OG0001922	YKL151C	augustus_masked-flattened_line_10-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.21&CDS=1-1053
1923	OG0001923	YKL152C	augustus_masked-flattened_line_10-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.41&CDS=1-744
1924	OG0001924	YKL155C	augustus_masked-flattened_line_70-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.56&CDS=1-2034
1925	OG0001925	YKL160W	augustus_masked-flattened_line_10-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.149&CDS=1-486
1926	OG0001926	YKL165C	augustus_masked-flattened_line_8-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.210&CDS=1-2823
1927	OG0001927	YKL170W	augustus_masked-flattened_line_6-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.50&CDS=1-393
1928	OG0001928	YKL171W	augustus_masked-flattened_line_6-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.49&CDS=1-2145
1929	OG0001929	YKL172W	augustus_masked-flattened_line_6-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.73&CDS=1-1161
1930	OG0001930	YKL173W	augustus_masked-flattened_line_6-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.91&CDS=1-2904
1931	OG0001931	YKL175W	augustus_masked-flattened_line_6-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.92&CDS=1-1524
1932	OG0001932	YKL178C	augustus_masked-flattened_line_6-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.72&CDS=1-1347
1933	OG0001933	YKL181W	augustus_masked-flattened_line_16-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.73&CDS=1-1293
1934	OG0001934	YKL182W	augustus_masked-flattened_line_16-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.74&CDS=1-6165
1935	OG0001935	YKL183W	augustus_masked-flattened_line_16-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.75&CDS=1-810
1936	OG0001936	YKL185W	augustus_masked-flattened_line_16-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.76&CDS=1-1494
1937	OG0001937	YKL186C	augustus_masked-flattened_line_16-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.56&CDS=1-513
1938	OG0001938	YKL189W	augustus_masked-flattened_line_150-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.7&CDS=1-1473
1939	OG0001939	YKL190W	genemark-flattened_line_24-processed-gene-1.167-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.167&CDS=1-660
1940	OG0001940	YKL191W	augustus_masked-flattened_line_24-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.86&CDS=1-1620
1941	OG0001941	YKL192C	augustus_masked-flattened_line_16-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.19&CDS=1-336
1942	OG0001942	YKL194C	augustus_masked-flattened_line_24-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.112&CDS=1-2427
1943	OG0001943	YKL195W	augustus_masked-flattened_line_24-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.90&CDS=1-1164
1944	OG0001944	YKL196C	genemark-flattened_line_24-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.145&CDS=1-612
1945	OG0001945	YKL205W	augustus_masked-flattened_line_62-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.117&CDS=1-3366
1946	OG0001946	YKL206C	augustus_masked-flattened_line_62-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.97&CDS=1-897
1947	OG0001947	YKL207W	augustus_masked-flattened_line_62-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.121&CDS=1-894
1948	OG0001948	YKL209C	augustus_masked-flattened_line_62-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.98&CDS=1-3978
1949	OG0001949	YKL210W	maker-flattened_line_20-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.4&CDS=1-3747
1950	OG0001950	YKL211C	augustus_masked-flattened_line_0-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.100&CDS=1-1587
1951	OG0001951	YKL212W	augustus_masked-flattened_line_0-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.124&CDS=1-1965
1952	OG0001952	YKL213C	augustus_masked-flattened_line_100-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.31&CDS=1-2202
1953	OG0001953	YKL216W	augustus_masked-flattened_line_118-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.1&CDS=1-1365
1954	OG0001954	YKL217W	augustus_masked-flattened_line_8-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.51&CDS=1-1548
1955	OG0001955	YKR001C	augustus_masked-flattened_line_110-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.8&CDS=1-2094
1956	OG0001956	YKR002W	genemark-flattened_line_110-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.47&CDS=1-1992
1957	OG0001957	YKR006C	snap_masked-flattened_line_110-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.35&CDS=1-828
1958	OG0001958	YKR008W	snap_masked-flattened_line_176-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.1&CDS=1-1887
1959	OG0001959	YKR014C	augustus_masked-flattened_line_136-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.7&CDS=1-666
1960	OG0001960	YKR016W	augustus_masked-flattened_line_34-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.173&CDS=1-1515
1961	OG0001961	YKR017C	augustus_masked-flattened_line_62-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.124&CDS=1-1680
1962	OG0001962	YKR023W	augustus_masked-flattened_line_60-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.68&CDS=1-1776
1963	OG0001963	YKR024C	augustus_masked-flattened_line_60-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.49&CDS=1-2418
1964	OG0001964	YKR025W	augustus_masked-flattened_line_60-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.67&CDS=1-849
1965	OG0001965	YKR026C	augustus_masked-flattened_line_60-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.66&CDS=1-1053
1966	OG0001966	YKR031C	augustus_masked-flattened_line_78-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.83&CDS=1-5013
1967	OG0001967	YKR035W-A	augustus_masked-flattened_line_126-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.3&CDS=1-642
