	OrthologID	Babjeviella_inositovora	Saccharomyces_cerevisiae
2266	OG0002266	genemark-scaffold_20-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.32&CDS=1-2664	YBR055C
2267	OG0002267	genemark-scaffold_20-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.8&CDS=1-1494	YMR131C
2268	OG0002268	genemark-scaffold_20-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.11&CDS=1-1149	YFL030W
2269	OG0002269	genemark-scaffold_20-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.33&CDS=1-831	YMR132C
2270	OG0002270	genemark-scaffold_20-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.13&CDS=1-1413	YLR058C
2271	OG0002271	genemark-scaffold_20-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.14&CDS=1-1437	YMR140W
2272	OG0002272	genemark-scaffold_20-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.15&CDS=1-318	YDL081C
2273	OG0002273	genemark-scaffold_20-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.37&CDS=1-633	YMR077C
2274	OG0002274	genemark-scaffold_20-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.19&CDS=1-858	YMR178W
2275	OG0002275	genemark-scaffold_20-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.21&CDS=1-1023	YGL040C
2276	OG0002276	genemark-scaffold_20-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.26&CDS=1-645	YDR177W
2277	OG0002277	genemark-scaffold_20-processed-gene-0.43-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.43&CDS=1-1281	YNR051C
2278	OG0002278	genemark-scaffold_20-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.44&CDS=1-1023	YNR052C
2279	OG0002279	genemark-scaffold_20-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.45&CDS=1-1557	YNR053C
2280	OG0002280	snap_masked-scaffold_20-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.116&CDS=1-6495	YCR093W
2281	OG0002281	genemark-scaffold_3-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.81&CDS=1-318	YOR020C
2282	OG0002282	genemark-scaffold_3-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.82&CDS=1-2073	YEL011W
2283	OG0002283	genemark-scaffold_3-processed-gene-0.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.83&CDS=1-4017	YHR186C
2284	OG0002284	genemark-scaffold_3-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.66&CDS=1-735	YGR235C
2285	OG0002285	maker-scaffold_3-snap-gene-0.63-mRNA-1_1&gene=maker-scaffold_3-snap-gene-0.63&CDS=1-1923	YJL103C
2286	OG0002286	genemark-scaffold_3-processed-gene-0.68-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.68&CDS=1-393	YJL104W
2287	OG0002287	genemark-scaffold_3-processed-gene-0.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.69&CDS=1-2748	YKR029C
2288	OG0002288	genemark-scaffold_3-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.70&CDS=1-639	YKL142W
2289	OG0002289	genemark-scaffold_3-processed-gene-0.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.84&CDS=1-1050	YBR034C
2290	OG0002290	genemark-scaffold_3-processed-gene-0.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.71&CDS=1-897	YKL150W
2291	OG0002291	genemark-scaffold_3-processed-gene-0.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.72&CDS=1-1155	YKL151C
2292	OG0002292	genemark-scaffold_3-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.74&CDS=1-1077	YJL006C
2293	OG0002293	genemark-scaffold_3-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.86&CDS=1-1083	YJL031C
2294	OG0002294	genemark-scaffold_3-processed-gene-0.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.75&CDS=1-618	YJL030W
2295	OG0002295	genemark-scaffold_3-processed-gene-0.76-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.76&CDS=1-2022	YJL010C
2296	OG0002296	genemark-scaffold_3-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.87&CDS=1-441	YIL087C
2297	OG0002297	genemark-scaffold_3-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.89&CDS=1-2010	YOL057W
2298	OG0002298	genemark-scaffold_3-processed-gene-0.79-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.79&CDS=1-738	YDR054C
2299	OG0002299	genemark-scaffold_3-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.80&CDS=1-3510	YJL080C
2300	OG0002300	genemark-scaffold_3-processed-gene-1.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.80&CDS=1-2550	YFR016C
2301	OG0002301	genemark-scaffold_3-processed-gene-1.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.90&CDS=1-1755	YCL043C
2302	OG0002302	genemark-scaffold_3-processed-gene-1.94-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.94&CDS=1-1560	YKR023W
2303	OG0002303	genemark-scaffold_3-processed-gene-1.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.84&CDS=1-4905	YKR031C
2304	OG0002304	genemark-scaffold_3-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.97&CDS=1-468	YML094W
2305	OG0002305	genemark-scaffold_3-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.80&CDS=1-693	YHR060W
2306	OG0002306	genemark-scaffold_3-processed-gene-2.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.81&CDS=1-936	YDR313C
2307	OG0002307	augustus_masked-scaffold_3-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.43&CDS=1-3684	YDR306C
2308	OG0002308	snap_masked-scaffold_3-processed-gene-2.7-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.7&CDS=1-2499	YKL155C
2309	OG0002309	snap_masked-scaffold_3-processed-gene-2.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.24&CDS=1-216	YDR320C-A
2310	OG0002310	genemark-scaffold_3-processed-gene-2.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.84&CDS=1-918	YKR087C
2311	OG0002311	genemark-scaffold_3-processed-gene-2.100-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.100&CDS=1-1470	YOR070C
2312	OG0002312	genemark-scaffold_3-processed-gene-2.101-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.101&CDS=1-1446	YHR065C
2313	OG0002313	genemark-scaffold_3-processed-gene-2.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.87&CDS=1-2118	YJL106W
2314	OG0002314	genemark-scaffold_3-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.88&CDS=1-1815	YBR030W
2315	OG0002315	genemark-scaffold_3-processed-gene-2.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.107&CDS=1-873	YKR030W
2316	OG0002316	genemark-scaffold_3-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.89&CDS=1-5196	YJL109C
2317	OG0002317	genemark-scaffold_3-processed-gene-2.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.90&CDS=1-1545	YEL052W
2318	OG0002318	genemark-scaffold_3-processed-gene-2.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.108&CDS=1-2205	YDR320C
2319	OG0002319	genemark-scaffold_3-processed-gene-2.91-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.91&CDS=1-1599	YHR064C
2320	OG0002320	snap_masked-scaffold_3-processed-gene-2.35-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.35&CDS=1-192	YHR072W-A
2321	OG0002321	genemark-scaffold_3-processed-gene-2.110-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.110&CDS=1-759	YOR077W
2322	OG0002322	genemark-scaffold_3-processed-gene-2.111-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.111&CDS=1-219	YIL156W-B
2323	OG0002323	genemark-scaffold_3-processed-gene-2.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.92&CDS=1-1980	YKL139W
2324	OG0002324	augustus_masked-scaffold_3-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.72&CDS=1-1716	YKR099W
2325	OG0002325	genemark-scaffold_3-processed-gene-2.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.93&CDS=1-1164	YDR346C
2326	OG0002326	genemark-scaffold_3-processed-gene-2.113-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.113&CDS=1-585	YIL157C
2327	OG0002327	genemark-scaffold_3-processed-gene-2.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.96&CDS=1-1848	YDR311W
2328	OG0002328	genemark-scaffold_3-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.97&CDS=1-1689	YMR088C
2329	OG0002329	snap_masked-scaffold_3-processed-gene-2.22-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.22&CDS=1-543	YGL262W
2330	OG0002330	genemark-scaffold_3-processed-gene-3.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.82&CDS=1-3015	YDR325W
2331	OG0002331	genemark-scaffold_3-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.83&CDS=1-3438	YJR109C
2332	OG0002332	genemark-scaffold_3-processed-gene-3.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.84&CDS=1-1338	YNR050C
2333	OG0002333	genemark-scaffold_3-processed-gene-3.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.87&CDS=1-2262	YDR295C
2334	OG0002334	genemark-scaffold_3-processed-gene-3.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.102&CDS=1-936	YDR297W
2335	OG0002335	genemark-scaffold_3-processed-gene-3.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.103&CDS=1-2313	YEL053C
2336	OG0002336	genemark-scaffold_3-processed-gene-3.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.105&CDS=1-2178	YDR324C
2337	OG0002337	genemark-scaffold_3-processed-gene-3.106-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.106&CDS=1-621	YDR298C
2338	OG0002338	genemark-scaffold_3-processed-gene-3.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.108&CDS=1-1179	YEL050C
2339	OG0002339	genemark-scaffold_3-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.89&CDS=1-678	YDR296W
2340	OG0002340	genemark-scaffold_3-processed-gene-3.111-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.111&CDS=1-1491	YOR046C
2341	OG0002341	genemark-scaffold_3-processed-gene-3.112-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.112&CDS=1-2256	YJL061W
2342	OG0002342	genemark-scaffold_3-processed-gene-3.113-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.113&CDS=1-1398	YML007W
2343	OG0002343	genemark-scaffold_3-processed-gene-3.114-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.114&CDS=1-969	YDR347W
2344	OG0002344	genemark-scaffold_3-processed-gene-3.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.93&CDS=1-219	YOR045W
2345	OG0002345	genemark-scaffold_3-processed-gene-3.94-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.94&CDS=1-165	YDR276C
2346	OG0002346	genemark-scaffold_3-processed-gene-3.115-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.115&CDS=1-1194	YML008C
2347	OG0002347	maker-scaffold_3-snap-gene-3.2-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.2&CDS=1-3621	YMR108W
2348	OG0002348	genemark-scaffold_3-processed-gene-3.118-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.118&CDS=1-801	YEL051W
2349	OG0002349	genemark-scaffold_3-processed-gene-3.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.96&CDS=1-2517	YDR416W
2350	OG0002350	genemark-scaffold_3-processed-gene-3.119-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.119&CDS=1-1008	YOR079C
2351	OG0002351	genemark-scaffold_3-processed-gene-4.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.85&CDS=1-1974	YOR080W
2352	OG0002352	genemark-scaffold_3-processed-gene-4.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.86&CDS=1-1455	YKR016W
2353	OG0002353	genemark-scaffold_3-processed-gene-4.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.87&CDS=1-1512	YKR017C
2354	OG0002354	genemark-scaffold_3-processed-gene-4.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.88&CDS=1-1854	YLR234W
2355	OG0002355	genemark-scaffold_3-processed-gene-4.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.89&CDS=1-942	YOR075W
2356	OG0002356	genemark-scaffold_3-processed-gene-4.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.90&CDS=1-1866	YOR069W
2357	OG0002357	genemark-scaffold_3-processed-gene-4.112-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.112&CDS=1-915	YIL145C
2358	OG0002358	genemark-scaffold_3-processed-gene-4.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.92&CDS=1-2010	YIL144W
2359	OG0002359	genemark-scaffold_3-processed-gene-4.114-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.114&CDS=1-2529	YIL143C
2360	OG0002360	genemark-scaffold_3-processed-gene-4.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.93&CDS=1-1674	YKR092C
2361	OG0002361	genemark-scaffold_3-processed-gene-4.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.117&CDS=1-1053	YKL108W
2362	OG0002362	genemark-scaffold_3-processed-gene-4.98-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.98&CDS=1-2004	YMR098C
2363	OG0002363	genemark-scaffold_3-processed-gene-4.118-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.118&CDS=1-861	YKL110C
2364	OG0002364	maker-scaffold_3-augustus-gene-4.127-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.127&CDS=1-1125	YMR097C
2365	OG0002365	genemark-scaffold_3-processed-gene-4.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.120&CDS=1-1377	YER020W
2366	OG0002366	genemark-scaffold_3-processed-gene-4.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.121&CDS=1-702	YHR089C
2367	OG0002367	genemark-scaffold_3-processed-gene-4.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.102&CDS=1-1020	YDR337W
2368	OG0002368	genemark-scaffold_3-processed-gene-4.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.103&CDS=1-2079	YKL104C
2369	OG0002369	snap_masked-scaffold_3-processed-gene-4.61-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.61&CDS=1-1116	YML018C
2370	OG0002370	genemark-scaffold_3-processed-gene-4.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.124&CDS=1-1644	YML020W
2371	OG0002371	genemark-scaffold_3-processed-gene-4.106-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.106&CDS=1-1053	YML021C
2372	OG0002372	genemark-scaffold_3-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.107&CDS=1-2265	YDR440W
2373	OG0002373	genemark-scaffold_3-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.108&CDS=1-648	YML012W
2374	OG0002374	genemark-scaffold_3-processed-gene-4.109-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.109&CDS=1-561	YML022W
2375	OG0002375	genemark-scaffold_3-processed-gene-4.126-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.126&CDS=1-879	YBL050W
2376	OG0002376	genemark-scaffold_3-processed-gene-4.110-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.110&CDS=1-861	YJR112W
2377	OG0002377	genemark-scaffold_3-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.73&CDS=1-3684	YGR270W
2378	OG0002378	genemark-scaffold_3-processed-gene-5.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.75&CDS=1-873	YLR393W
2379	OG0002379	genemark-scaffold_3-processed-gene-5.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.93&CDS=1-741	YKL099C
2380	OG0002380	genemark-scaffold_3-processed-gene-5.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.77&CDS=1-1656	YKR069W
2381	OG0002381	genemark-scaffold_3-processed-gene-5.94-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.94&CDS=1-1506	YKL045W
2382	OG0002382	genemark-scaffold_3-processed-gene-5.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.95&CDS=1-1890	YIL155C
2383	OG0002383	maker-scaffold_3-augustus-gene-5.71-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.71&CDS=1-3087	YOR067C
2384	OG0002384	genemark-scaffold_3-processed-gene-5.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.78&CDS=1-900	YOR065W
2385	OG0002385	genemark-scaffold_3-processed-gene-5.99-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.99&CDS=1-1200	YGL215W
2386	OG0002386	genemark-scaffold_3-processed-gene-5.100-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.100&CDS=1-1155	YDR502C
2387	OG0002387	snap_masked-scaffold_3-processed-gene-5.8-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.8&CDS=1-2424	YMR049C
2388	OG0002388	genemark-scaffold_3-processed-gene-5.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.83&CDS=1-1614	YDR349C
2389	OG0002389	genemark-scaffold_3-processed-gene-5.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.84&CDS=1-888	YOR074C
2390	OG0002390	snap_masked-scaffold_3-processed-gene-5.31-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.31&CDS=1-276	YOR073W-A
2391	OG0002391	genemark-scaffold_3-processed-gene-5.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.103&CDS=1-978	YKR081C
2392	OG0002392	genemark-scaffold_3-processed-gene-5.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.85&CDS=1-3417	YKR082W
2393	OG0002393	snap_masked-scaffold_3-processed-gene-5.33-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.33&CDS=1-1491	YOR073W
2394	OG0002394	genemark-scaffold_3-processed-gene-5.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.86&CDS=1-315	YKR083C
2395	OG0002395	genemark-scaffold_3-processed-gene-5.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.88&CDS=1-954	YKR080W
2396	OG0002396	genemark-scaffold_3-processed-gene-5.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.89&CDS=1-1254	YIL154C
2397	OG0002397	genemark-scaffold_3-processed-gene-5.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.90&CDS=1-1041	YLR151C
2398	OG0002398	genemark-scaffold_3-processed-gene-5.91-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.91&CDS=1-1440	YKR072C
2399	OG0002399	genemark-scaffold_3-processed-gene-5.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.92&CDS=1-891	YKR071C
2400	OG0002400	genemark-scaffold_3-processed-gene-5.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.105&CDS=1-1491	YMR093W
2401	OG0002401	genemark-scaffold_3-processed-gene-5.106-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.106&CDS=1-630	YOR052C
2402	OG0002402	genemark-scaffold_3-processed-gene-6.2-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.2&CDS=1-1758	YMR092C
2403	OG0002403	genemark-scaffold_3-processed-gene-6.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.0&CDS=1-1224	YOR051C
2404	OG0002404	genemark-scaffold_3-processed-gene-6.1-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.1&CDS=1-570	YKR068C
2405	OG0002405	genemark-scaffold_3-processed-gene-6.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.3&CDS=1-618	YKR014C
2406	OG0002406	genemark-scaffold_3-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.23&CDS=1-1317	YOR042W
2407	OG0002407	genemark-scaffold_3-processed-gene-6.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.24&CDS=1-987	YDR400W
2408	OG0002408	genemark-scaffold_3-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.25&CDS=1-1416	YOR056C
2409	OG0002409	genemark-scaffold_3-processed-gene-6.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.6&CDS=1-861	YJR096W
2410	OG0002410	genemark-scaffold_3-processed-gene-6.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.26&CDS=1-2409	YKR084C
2411	OG0002411	genemark-scaffold_3-processed-gene-6.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.27&CDS=1-1347	YLR195C
2412	OG0002412	genemark-scaffold_3-processed-gene-6.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.7&CDS=1-1059	YOR057W
2413	OG0002413	genemark-scaffold_3-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.8&CDS=1-3894	YKL215C
2414	OG0002414	genemark-scaffold_3-processed-gene-6.31-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.31&CDS=1-783	YJL023C
2415	OG0002415	genemark-scaffold_3-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.32&CDS=1-909	YJR007W
2416	OG0002416	genemark-scaffold_3-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.33&CDS=1-1131	YKR070W
2417	OG0002417	genemark-scaffold_3-processed-gene-6.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.9&CDS=1-1182	YDR282C
2418	OG0002418	snap_masked-scaffold_3-processed-gene-6.91-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.91&CDS=1-207	YLL009C
2419	OG0002419	genemark-scaffold_3-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.12&CDS=1-2004	YMR106C
2420	OG0002420	genemark-scaffold_3-processed-gene-6.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.34&CDS=1-1164	YOR063W
2421	OG0002421	genemark-scaffold_3-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.15&CDS=1-1077	YOR061W
2422	OG0002422	genemark-scaffold_3-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.18&CDS=1-1746	YDR294C
2423	OG0002423	genemark-scaffold_3-processed-gene-6.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.20&CDS=1-426	YKR074W
2424	OG0002424	genemark-scaffold_3-processed-gene-6.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.22&CDS=1-1137	YKR088C
2425	OG0002425	genemark-scaffold_3-processed-gene-7.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.0&CDS=1-3210	YKR090W
2426	OG0002426	genemark-scaffold_3-processed-gene-7.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.4&CDS=1-2175	YHR072W
2427	OG0002427	genemark-scaffold_3-processed-gene-7.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.5&CDS=1-231	YML009C
2428	OG0002428	genemark-scaffold_3-processed-gene-7.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.6&CDS=1-3819	YDR443C
2429	OG0002429	genemark-scaffold_3-processed-gene-7.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.24&CDS=1-2805	YML010W
2430	OG0002430	genemark-scaffold_3-processed-gene-7.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.7&CDS=1-792	YDR428C
2431	OG0002431	genemark-scaffold_3-processed-gene-7.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.26&CDS=1-834	YDR429C
2432	OG0002432	augustus_masked-scaffold_3-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.53&CDS=1-276	YDR424C
2433	OG0002433	genemark-scaffold_3-processed-gene-7.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.28&CDS=1-618	YOL139C
2434	OG0002434	genemark-scaffold_3-processed-gene-7.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.9&CDS=1-885	YNL320W
