	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034675_Blastobotrys_mokoenaii
1974	OG0001974	YJR050W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.75&CDS=1-606
1975	OG0001975	YJR052W	genemark-NODE_38_length_116373_cov_36.5_ID_75-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_38_length_116373_cov_36.5_ID_75-processed-gene-0.4&CDS=1-1650
1976	OG0001976	YJR053W	snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.112&CDS=1-2157
1977	OG0001977	YJR055W	snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.83&CDS=1-402
1978	OG0001978	YJR056C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.120&CDS=1-567
1979	OG0001979	YJR057W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.97&CDS=1-636
1980	OG0001980	YJR058C	maker-NODE_39_length_115304_cov_35.7936_ID_77-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_39_length_115304_cov_35.7936_ID_77-snap-gene-0.104&CDS=1-429
1981	OG0001981	YJR060W	snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.68&CDS=1-951
1982	OG0001982	YJR062C	snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.59&CDS=1-939
1983	OG0001983	YJR063W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.83&CDS=1-372
1984	OG0001984	YJR064W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.107&CDS=1-1653
1985	OG0001985	YJR065C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.109&CDS=1-1257
1986	OG0001986	YJR068W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-5.22&CDS=1-1050
1987	OG0001987	YJR069C	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.18&CDS=1-573
1988	OG0001988	YJR070C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.108&CDS=1-942
1989	OG0001989	YJR072C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.106&CDS=1-1134
1990	OG0001990	YJR073C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.49-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.49&CDS=1-630
1991	OG0001991	YJR074W	maker-NODE_17_length_223125_cov_36.7519_ID_33-snap-gene-1.195-mRNA-1_1&gene=maker-NODE_17_length_223125_cov_36.7519_ID_33-snap-gene-1.195&CDS=1-594
1992	OG0001992	YJR075W	snap_masked-NODE_75_length_16033_cov_44.0413_ID_149-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_75_length_16033_cov_44.0413_ID_149-processed-gene-0.14&CDS=1-1158
1993	OG0001993	YJR078W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-6.98&CDS=1-1548
1994	OG0001994	YJR082C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.66&CDS=1-432
1995	OG0001995	YJR085C	maker-NODE_34_length_134307_cov_35.6343_ID_67-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_34_length_134307_cov_35.6343_ID_67-snap-gene-0.67&CDS=1-354
1996	OG0001996	YJR086W	snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.101&CDS=1-231
1997	OG0001997	YJR088C	snap_masked-NODE_23_length_189928_cov_36.9488_ID_45-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_23_length_189928_cov_36.9488_ID_45-processed-gene-0.27&CDS=1-864
1998	OG0001998	YJR090C	snap_masked-NODE_23_length_189928_cov_36.9488_ID_45-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_23_length_189928_cov_36.9488_ID_45-processed-gene-0.24&CDS=1-2055
1999	OG0001999	YJR093C	genemark-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-1.129&CDS=1-849
2000	OG0002000	YJR095W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-1.95&CDS=1-957
2001	OG0002001	YJR097W	genemark-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.122&CDS=1-438
2002	OG0002002	YJR098C	snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.92&CDS=1-1965
2003	OG0002003	YJR099W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.118&CDS=1-723
2004	OG0002004	YJR100C	snap_masked-NODE_24_length_187586_cov_36.3305_ID_47-processed-gene-0.295-mRNA-1_1&gene=snap_masked-NODE_24_length_187586_cov_36.3305_ID_47-processed-gene-0.295&CDS=1-972
2005	OG0002005	YJR101W	snap_masked-NODE_24_length_187586_cov_36.3305_ID_47-processed-gene-0.246-mRNA-1_1&gene=snap_masked-NODE_24_length_187586_cov_36.3305_ID_47-processed-gene-0.246&CDS=1-762
2006	OG0002006	YJR102C	snap_masked-NODE_24_length_187586_cov_36.3305_ID_47-processed-gene-0.247-mRNA-1_1&gene=snap_masked-NODE_24_length_187586_cov_36.3305_ID_47-processed-gene-0.247&CDS=1-597
2007	OG0002007	YJR103W	maker-NODE_6_length_536151_cov_35.7945_ID_11-snap-gene-4.230-mRNA-1_1&gene=maker-NODE_6_length_536151_cov_35.7945_ID_11-snap-gene-4.230&CDS=1-1731
2008	OG0002008	YJR104C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.102&CDS=1-468
2009	OG0002009	YJR105W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.33&CDS=1-1038
2010	OG0002010	YJR107W	snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.129&CDS=1-2139
2011	OG0002011	YJR109C	snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.122&CDS=1-3372
2012	OG0002012	YJR110W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.136-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.136&CDS=1-2076
2013	OG0002013	YJR111C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.158-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.158&CDS=1-681
2014	OG0002014	YJR112W	snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.92&CDS=1-570
2015	OG0002015	YJR113C	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-0.26&CDS=1-810
2016	OG0002016	YJR116W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.15&CDS=1-837
2017	OG0002017	YJR117W	maker-NODE_51_length_76832_cov_36.2766_ID_101-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_51_length_76832_cov_36.2766_ID_101-snap-gene-0.41&CDS=1-1314
2018	OG0002018	YJR118C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.107&CDS=1-540
2019	OG0002019	YJR121W	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-1.29&CDS=1-1509
2020	OG0002020	YJR122W	snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.65&CDS=1-1107
2021	OG0002021	YJR123W	snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.61&CDS=1-636
2022	OG0002022	YJR124C	snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.58&CDS=1-1305
2023	OG0002023	YJR125C	maker-NODE_31_length_153071_cov_36.322_ID_61-snap-gene-0.142-mRNA-1_1&gene=maker-NODE_31_length_153071_cov_36.322_ID_61-snap-gene-0.142&CDS=1-1323
2024	OG0002024	YJR126C	snap_masked-NODE_31_length_153071_cov_36.322_ID_61-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_31_length_153071_cov_36.322_ID_61-processed-gene-0.17&CDS=1-2211
2025	OG0002025	YJR129C	snap_masked-NODE_42_length_106520_cov_36.1385_ID_83-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_42_length_106520_cov_36.1385_ID_83-processed-gene-0.156&CDS=1-933
2026	OG0002026	YJR131W	snap_masked-NODE_75_length_16033_cov_44.0413_ID_149-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_75_length_16033_cov_44.0413_ID_149-processed-gene-0.12&CDS=1-1665
2027	OG0002027	YJR132W	snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.144&CDS=1-3081
2028	OG0002028	YJR133W	maker-NODE_15_length_249261_cov_35.9522_ID_29-snap-gene-1.75-mRNA-1_1&gene=maker-NODE_15_length_249261_cov_35.9522_ID_29-snap-gene-1.75&CDS=1-609
2029	OG0002029	YJR135W-A	genemark-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.180-mRNA-1_1&gene=genemark-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.180&CDS=1-267
2030	OG0002030	YJR137C	maker-NODE_9_length_335508_cov_36.1142_ID_17-snap-gene-1.54-mRNA-1_1&gene=maker-NODE_9_length_335508_cov_36.1142_ID_17-snap-gene-1.54&CDS=1-4359
2031	OG0002031	YJR138W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.38&CDS=1-4698
2032	OG0002032	YJR139C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.21&CDS=1-1083
2033	OG0002033	YJR140C	genemark-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.132&CDS=1-6066
2034	OG0002034	YJR141W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.20&CDS=1-1086
2035	OG0002035	YJR142W	genemark-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.211-mRNA-1_1&gene=genemark-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.211&CDS=1-1722
2036	OG0002036	YJR143C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.18&CDS=1-2232
2037	OG0002037	YJR144W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.34&CDS=1-735
2038	OG0002038	YJR148W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-1.56&CDS=1-1179
2039	OG0002039	YJR153W	augustus_masked-NODE_48_length_81606_cov_37.5732_ID_95-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_48_length_81606_cov_37.5732_ID_95-processed-gene-0.41&CDS=1-1374
2040	OG0002040	YKL001C	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.247-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.247&CDS=1-600
2041	OG0002041	YKL002W	augustus_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.171&CDS=1-651
2042	OG0002042	YKL003C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.150&CDS=1-315
2043	OG0002043	YKL004W	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-2.112&CDS=1-1410
2044	OG0002044	YKL005C	augustus_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.57&CDS=1-2061
2045	OG0002045	YKL006C-A	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.117&CDS=1-291
2046	OG0002046	YKL007W	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.136&CDS=1-801
2047	OG0002047	YKL009W	maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-1.101-mRNA-1_1&gene=maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-1.101&CDS=1-702
2048	OG0002048	YKL010C	maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-1.100-mRNA-1_1&gene=maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-1.100&CDS=1-4851
2049	OG0002049	YKL011C	maker-NODE_22_length_200232_cov_36.0668_ID_43-augustus-gene-1.53-mRNA-1_1&gene=maker-NODE_22_length_200232_cov_36.0668_ID_43-augustus-gene-1.53&CDS=1-1233
2050	OG0002050	YKL012W	snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.99&CDS=1-1764
2051	OG0002051	YKL013C	maker-NODE_22_length_200232_cov_36.0668_ID_43-snap-gene-1.111-mRNA-1_1&gene=maker-NODE_22_length_200232_cov_36.0668_ID_43-snap-gene-1.111&CDS=1-504
2052	OG0002052	YKL014C	augustus_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.68&CDS=1-4584
2053	OG0002053	YKL015W	maker-NODE_14_length_262008_cov_38.1084_ID_27-snap-gene-1.82-mRNA-1_1&gene=maker-NODE_14_length_262008_cov_38.1084_ID_27-snap-gene-1.82&CDS=1-2256
2054	OG0002054	YKL016C	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.168&CDS=1-522
2055	OG0002055	YKL017C	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.136&CDS=1-1974
2056	OG0002056	YKL018W	maker-NODE_14_length_262008_cov_38.1084_ID_27-snap-gene-1.87-mRNA-1_1&gene=maker-NODE_14_length_262008_cov_38.1084_ID_27-snap-gene-1.87&CDS=1-984
2057	OG0002057	YKL019W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.85&CDS=1-945
2058	OG0002058	YKL021C	genemark-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.53&CDS=1-1209
2059	OG0002059	YKL022C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-6.161-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-6.161&CDS=1-1863
2060	OG0002060	YKL024C	maker-NODE_10_length_307126_cov_36.5879_ID_19-snap-gene-1.54-mRNA-1_1&gene=maker-NODE_10_length_307126_cov_36.5879_ID_19-snap-gene-1.54&CDS=1-858
2061	OG0002061	YKL025C	maker-NODE_10_length_307126_cov_36.5879_ID_19-snap-gene-1.55-mRNA-1_1&gene=maker-NODE_10_length_307126_cov_36.5879_ID_19-snap-gene-1.55&CDS=1-1839
2062	OG0002062	YKL027W	snap_masked-NODE_32_length_149779_cov_35.9932_ID_63-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_32_length_149779_cov_35.9932_ID_63-processed-gene-0.57&CDS=1-1350
2063	OG0002063	YKL028W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.81&CDS=1-1122
2064	OG0002064	YKL033W	augustus_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-6.49&CDS=1-2823
2065	OG0002065	YKL033W-A	genemark-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.255-mRNA-1_1&gene=genemark-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.255&CDS=1-732
2066	OG0002066	YKL034W	snap_masked-NODE_49_length_80644_cov_35.6353_ID_97-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_49_length_80644_cov_35.6353_ID_97-processed-gene-0.28&CDS=1-2388
2067	OG0002067	YKL035W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-1.123&CDS=1-1479
2068	OG0002068	YKL040C	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.202-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.202&CDS=1-762
2069	OG0002069	YKL041W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.163&CDS=1-675
2070	OG0002070	YKL045W	snap_masked-NODE_37_length_116394_cov_36.1522_ID_73-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_37_length_116394_cov_36.1522_ID_73-processed-gene-0.65&CDS=1-1350
2071	OG0002071	YKL046C	maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-0.96&CDS=1-2703
2072	OG0002072	YKL047W	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.62&CDS=1-1560
2073	OG0002073	YKL051W	snap_masked-NODE_37_length_116394_cov_36.1522_ID_73-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_37_length_116394_cov_36.1522_ID_73-processed-gene-0.67&CDS=1-828
2074	OG0002074	YKL054C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.85&CDS=1-2121
2075	OG0002075	YKL056C	snap_masked-NODE_20_length_213633_cov_36.2652_ID_39-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_20_length_213633_cov_36.2652_ID_39-processed-gene-1.118&CDS=1-504
2076	OG0002076	YKL058W	snap_masked-NODE_30_length_158199_cov_36.4761_ID_59-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_30_length_158199_cov_36.4761_ID_59-processed-gene-0.106&CDS=1-333
2077	OG0002077	YKL059C	maker-NODE_30_length_158199_cov_36.4761_ID_59-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_30_length_158199_cov_36.4761_ID_59-snap-gene-0.0&CDS=1-1368
2078	OG0002078	YKL060C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.107&CDS=1-1083
2079	OG0002079	YKL064W	snap_masked-NODE_50_length_77115_cov_36.3192_ID_99-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_50_length_77115_cov_36.3192_ID_99-processed-gene-0.96&CDS=1-2577
2080	OG0002080	YKL067W	snap_masked-NODE_32_length_149779_cov_35.9932_ID_63-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_32_length_149779_cov_35.9932_ID_63-processed-gene-0.50&CDS=1-453
2081	OG0002081	YKL069W	genemark-NODE_55_length_55226_cov_35.6328_ID_109-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_55_length_55226_cov_35.6328_ID_109-processed-gene-0.4&CDS=1-513
2082	OG0002082	YKL070W	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.159&CDS=1-654
2083	OG0002083	YKL073W	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.42&CDS=1-2697
2084	OG0002084	YKL077W	snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.107&CDS=1-1167
2085	OG0002085	YKL078W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.54&CDS=1-2448
2086	OG0002086	YKL080W	snap_masked-NODE_12_length_291457_cov_35.5689_ID_23-processed-gene-1.205-mRNA-1_1&gene=snap_masked-NODE_12_length_291457_cov_35.5689_ID_23-processed-gene-1.205&CDS=1-1182
2087	OG0002087	YKL082C	snap_masked-NODE_12_length_291457_cov_35.5689_ID_23-processed-gene-1.209-mRNA-1_1&gene=snap_masked-NODE_12_length_291457_cov_35.5689_ID_23-processed-gene-1.209&CDS=1-1254
2088	OG0002088	YKL085W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-1.6&CDS=1-1023
2089	OG0002089	YKL087C	snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.93&CDS=1-702
2090	OG0002090	YKL088W	snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.96&CDS=1-939
2091	OG0002091	YKL089W	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.110&CDS=1-1683
2092	OG0002092	YKL090W	augustus_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.54&CDS=1-1092
2093	OG0002093	YKL092C	snap_masked-NODE_59_length_50040_cov_35.0484_ID_117-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_59_length_50040_cov_35.0484_ID_117-processed-gene-0.25&CDS=1-3645
