	OrthologID	Metschnikowia_matae	Saccharomyces_cerevisiae
1701	OG0001701	genemark-mat-_s328-processed-gene-0.1-mRNA-1_1&gene=genemark-mat-_s328-processed-gene-0.1&CDS=1-2784	YNL049C
1702	OG0001702	snap_masked-mat-_s328-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s328-processed-gene-0.6&CDS=1-1506	YNL241C
1703	OG0001703	augustus_masked-mat-_s329-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mat-_s329-processed-gene-0.19&CDS=1-453	YBR109C
1704	OG0001704	snap_masked-mat-_s329-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s329-processed-gene-0.7&CDS=1-10551	YDR150W
1705	OG0001705	augustus_masked-mat-_s329-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mat-_s329-processed-gene-0.20&CDS=1-828	YHR029C
1706	OG0001706	maker-mat-_s329-snap-gene-0.0-mRNA-1_1&gene=maker-mat-_s329-snap-gene-0.0&CDS=1-1737	YDL124W
1707	OG0001707	genemark-mat-_s33-processed-gene-0.10-mRNA-1_1&gene=genemark-mat-_s33-processed-gene-0.10&CDS=1-1356	YNL181W
1708	OG0001708	snap_masked-mat-_s330-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.27&CDS=1-453	YDR397C
1709	OG0001709	snap_masked-mat-_s330-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.40&CDS=1-276	YER074W-A
1710	OG0001710	snap_masked-mat-_s330-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.28&CDS=1-3003	YDR395W
1711	OG0001711	snap_masked-mat-_s330-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.29&CDS=1-1065	YGR048W
1712	OG0001712	snap_masked-mat-_s330-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.41&CDS=1-651	YDR399W
1713	OG0001713	snap_masked-mat-_s330-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.30&CDS=1-2721	YKL073W
1714	OG0001714	snap_masked-mat-_s330-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.31&CDS=1-1797	YKL074C
1715	OG0001715	augustus_masked-mat-_s330-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mat-_s330-processed-gene-0.17&CDS=1-873	YMR055C
1716	OG0001716	snap_masked-mat-_s330-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.32&CDS=1-861	YCL031C
1717	OG0001717	snap_masked-mat-_s330-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.33&CDS=1-807	YMR289W
1718	OG0001718	snap_masked-mat-_s330-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.42&CDS=1-906	YGR208W
1719	OG0001719	snap_masked-mat-_s330-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.45&CDS=1-1443	YJL025W
1720	OG0001720	snap_masked-mat-_s330-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.46&CDS=1-2160	YDR017C
1721	OG0001721	snap_masked-mat-_s330-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.38&CDS=1-459	YLR170C
1722	OG0001722	snap_masked-mat-_s330-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.39&CDS=1-2868	YDL031W
1723	OG0001723	snap_masked-mat-_s332-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s332-processed-gene-0.28&CDS=1-3171	YOL148C
1724	OG0001724	snap_masked-mat-_s332-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mat-_s332-processed-gene-0.29&CDS=1-507	YOL149W
1725	OG0001725	genemark-mat-_s332-processed-gene-0.5-mRNA-1_1&gene=genemark-mat-_s332-processed-gene-0.5&CDS=1-579	YOL114C
1726	OG0001726	snap_masked-mat-_s336-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s336-processed-gene-0.4&CDS=1-615	YLR435W
1727	OG0001727	snap_masked-mat-_s336-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s336-processed-gene-0.5&CDS=1-2169	YML065W
1728	OG0001728	maker-mat-_s337-snap-gene-0.0-mRNA-1_1&gene=maker-mat-_s337-snap-gene-0.0&CDS=1-1554	YML068W
1729	OG0001729	snap_masked-mat-_s337-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s337-processed-gene-0.2&CDS=1-1122	YJR062C
1730	OG0001730	snap_masked-mat-_s339-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mat-_s339-processed-gene-0.16&CDS=1-1851	YOR204W
1731	OG0001731	snap_masked-mat-_s339-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mat-_s339-processed-gene-0.19&CDS=1-1677	YEL042W
1732	OG0001732	augustus_masked-mat-_s339-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-mat-_s339-processed-gene-0.23&CDS=1-2676	YDR223W
1733	OG0001733	snap_masked-mat-_s339-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mat-_s339-processed-gene-0.15&CDS=1-3411	YDR217C
1734	OG0001734	snap_masked-mat-_s348-processed-gene-0.44-mRNA-1_1&gene=snap_masked-mat-_s348-processed-gene-0.44&CDS=1-3201	YHR077C
1735	OG0001735	augustus_masked-mat-_s348-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-mat-_s348-processed-gene-0.32&CDS=1-1191	YHR076W
1736	OG0001736	snap_masked-mat-_s348-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mat-_s348-processed-gene-0.47&CDS=1-267	YDR322C-A
1737	OG0001737	snap_masked-mat-_s348-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s348-processed-gene-0.48&CDS=1-1941	YDR323C
1738	OG0001738	snap_masked-mat-_s348-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mat-_s348-processed-gene-0.60&CDS=1-2115	YLR103C
1739	OG0001739	snap_masked-mat-_s348-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mat-_s348-processed-gene-0.61&CDS=1-1722	YLR149C
1740	OG0001740	snap_masked-mat-_s348-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s348-processed-gene-0.50&CDS=1-1470	YGL112C
1741	OG0001741	snap_masked-mat-_s348-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mat-_s348-processed-gene-0.62&CDS=1-2412	YGL113W
1742	OG0001742	genemark-mat-_s348-processed-gene-0.18-mRNA-1_1&gene=genemark-mat-_s348-processed-gene-0.18&CDS=1-384	YLR104W
1743	OG0001743	snap_masked-mat-_s348-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mat-_s348-processed-gene-0.65&CDS=1-1230	YER019W
1744	OG0001744	snap_masked-mat-_s349-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s349-processed-gene-0.10&CDS=1-1218	YPL123C
1745	OG0001745	snap_masked-mat-_s349-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s349-processed-gene-0.11&CDS=1-1341	YER043C
1746	OG0001746	snap_masked-mat-_s351-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mat-_s351-processed-gene-0.33&CDS=1-3567	YPL012W
1747	OG0001747	snap_masked-mat-_s351-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s351-processed-gene-0.35&CDS=1-1302	YDR148C
1748	OG0001748	snap_masked-mat-_s351-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mat-_s351-processed-gene-0.36&CDS=1-2235	YAL053W
1749	OG0001749	snap_masked-mat-_s351-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s351-processed-gene-0.38&CDS=1-5991	YLR305C
1750	OG0001750	snap_masked-mat-_s351-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s351-processed-gene-0.39&CDS=1-735	YPR016C
1751	OG0001751	snap_masked-mat-_s351-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s351-processed-gene-0.40&CDS=1-2661	YLL026W
1752	OG0001752	snap_masked-mat-_s351-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s351-processed-gene-0.41&CDS=1-1431	YGL181W
1753	OG0001753	maker-mat-_s351-snap-gene-0.75-mRNA-1_1&gene=maker-mat-_s351-snap-gene-0.75&CDS=1-453	YPR017C
1754	OG0001754	snap_masked-mat-_s351-processed-gene-0.44-mRNA-1_1&gene=snap_masked-mat-_s351-processed-gene-0.44&CDS=1-2262	YLR352W
1755	OG0001755	genemark-mat-_s353-processed-gene-0.3-mRNA-1_1&gene=genemark-mat-_s353-processed-gene-0.3&CDS=1-2160	YMR001C
1756	OG0001756	maker-mat-_s354-snap-gene-0.11-mRNA-1_1&gene=maker-mat-_s354-snap-gene-0.11&CDS=1-1986	YOL051W
1757	OG0001757	augustus_masked-mat-_s355-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-mat-_s355-processed-gene-0.26&CDS=1-1023	YKL189W
1758	OG0001758	augustus_masked-mat-_s355-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mat-_s355-processed-gene-0.20&CDS=1-2382	YLR417W
1759	OG0001759	snap_masked-mat-_s355-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s355-processed-gene-0.2&CDS=1-2139	YHL016C
1760	OG0001760	snap_masked-mat-_s355-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s355-processed-gene-0.3&CDS=1-5514	YBR208C
1761	OG0001761	snap_masked-mat-_s356-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s356-processed-gene-0.9&CDS=1-357	YKL137W
1762	OG0001762	maker-mat-_s358-augustus-gene-0.55-mRNA-1_1&gene=maker-mat-_s358-augustus-gene-0.55&CDS=1-1848	YLR281C
1763	OG0001763	augustus_masked-mat-_s358-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-mat-_s358-processed-gene-0.43&CDS=1-405	YLR298C
1764	OG0001764	augustus_masked-mat-_s358-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-mat-_s358-processed-gene-0.48&CDS=1-645	YLR293C
1765	OG0001765	snap_masked-mat-_s358-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s358-processed-gene-0.35&CDS=1-849	YAL025C
1766	OG0001766	genemark-mat-_s358-processed-gene-0.19-mRNA-1_1&gene=genemark-mat-_s358-processed-gene-0.19&CDS=1-456	YOR367W
1767	OG0001767	maker-mat-_s358-snap-gene-0.3-mRNA-1_1&gene=maker-mat-_s358-snap-gene-0.3&CDS=1-1563	YML056C
1768	OG0001768	snap_masked-mat-_s359-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s359-processed-gene-0.8&CDS=1-2562	YGR261C
1769	OG0001769	snap_masked-mat-_s359-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s359-processed-gene-0.9&CDS=1-3366	YGR258C
1770	OG0001770	augustus_masked-mat-_s359-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-mat-_s359-processed-gene-0.15&CDS=1-831	YHR185C
1771	OG0001771	snap_masked-mat-_s359-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mat-_s359-processed-gene-0.13&CDS=1-3318	YMR288W
1772	OG0001772	augustus_masked-mat-_s359-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mat-_s359-processed-gene-0.17&CDS=1-852	YHR187W
1773	OG0001773	augustus_masked-mat-_s359-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mat-_s359-processed-gene-0.24&CDS=1-1770	YHR188C
1774	OG0001774	augustus_masked-mat-_s36-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s36-processed-gene-0.1&CDS=1-1884	YDR425W
1775	OG0001775	snap_masked-mat-_s36-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s36-processed-gene-0.42&CDS=1-2148	YJL036W
1776	OG0001776	snap_masked-mat-_s362-processed-gene-0.44-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.44&CDS=1-918	YGR280C
1777	OG0001777	augustus_masked-mat-_s362-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mat-_s362-processed-gene-0.20&CDS=1-1050	YGL001C
1778	OG0001778	snap_masked-mat-_s362-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.67&CDS=1-2499	YAR002W
1779	OG0001779	snap_masked-mat-_s362-processed-gene-0.68-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.68&CDS=1-1725	YGR002C
1780	OG0001780	snap_masked-mat-_s362-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.69&CDS=1-1473	YEL052W
1781	OG0001781	snap_masked-mat-_s362-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.70&CDS=1-2244	YPR185W
1782	OG0001782	snap_masked-mat-_s362-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.71&CDS=1-4170	YPR189W
1783	OG0001783	snap_masked-mat-_s362-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.46&CDS=1-1809	YPR190C
1784	OG0001784	maker-mat-_s362-snap-gene-0.42-mRNA-1_1&gene=maker-mat-_s362-snap-gene-0.42&CDS=1-1659	YNR053C
1785	OG0001785	snap_masked-mat-_s362-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.50&CDS=1-2808	YPR097W
1786	OG0001786	snap_masked-mat-_s362-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.52&CDS=1-1845	YLR023C
1787	OG0001787	snap_masked-mat-_s362-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.53&CDS=1-1677	YDR536W
1788	OG0001788	snap_masked-mat-_s362-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.55&CDS=1-1251	YGR111W
1789	OG0001789	snap_masked-mat-_s362-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.56&CDS=1-390	YNL153C
1790	OG0001790	snap_masked-mat-_s362-processed-gene-0.76-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.76&CDS=1-1386	YGL130W
1791	OG0001791	snap_masked-mat-_s362-processed-gene-0.77-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.77&CDS=1-4749	YGL131C
1792	OG0001792	snap_masked-mat-_s362-processed-gene-0.78-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.78&CDS=1-708	YPL213W
1793	OG0001793	snap_masked-mat-_s362-processed-gene-0.80-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.80&CDS=1-1521	YNL142W
1794	OG0001794	snap_masked-mat-_s362-processed-gene-0.81-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.81&CDS=1-1689	YLL035W
1795	OG0001795	snap_masked-mat-_s362-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.59&CDS=1-1461	YDR402C
1796	OG0001796	snap_masked-mat-_s362-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.60&CDS=1-1431	YBR180W
1797	OG0001797	snap_masked-mat-_s362-processed-gene-0.83-mRNA-1_1&gene=snap_masked-mat-_s362-processed-gene-0.83&CDS=1-1656	YIL166C
1798	OG0001798	snap_masked-mat-_s370-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s370-processed-gene-0.9&CDS=1-4926	YDR283C
1799	OG0001799	snap_masked-mat-_s370-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s370-processed-gene-0.8&CDS=1-1836	YMR224C
1800	OG0001800	snap_masked-mat-_s370-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s370-processed-gene-0.12&CDS=1-873	YNL315C
1801	OG0001801	maker-mat-_s372-snap-gene-0.15-mRNA-1_1&gene=maker-mat-_s372-snap-gene-0.15&CDS=1-1317	YJL123C
1802	OG0001802	snap_masked-mat-_s372-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mat-_s372-processed-gene-0.14&CDS=1-1164	YJL126W
1803	OG0001803	snap_masked-mat-_s376-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s376-processed-gene-0.35&CDS=1-1320	YNL280C
1804	OG0001804	augustus_masked-mat-_s376-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mat-_s376-processed-gene-0.4&CDS=1-228	YGR105W
1805	OG0001805	snap_masked-mat-_s376-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mat-_s376-processed-gene-0.37&CDS=1-1161	YGR104C
1806	OG0001806	snap_masked-mat-_s376-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s376-processed-gene-0.46&CDS=1-12498	YKR054C
1807	OG0001807	snap_masked-mat-_s376-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mat-_s376-processed-gene-0.47&CDS=1-3501	YPR010C
1808	OG0001808	snap_masked-mat-_s376-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s376-processed-gene-0.41&CDS=1-801	YGR024C
1809	OG0001809	snap_masked-mat-_s376-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s376-processed-gene-0.48&CDS=1-828	YKL024C
1810	OG0001810	snap_masked-mat-_s376-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s376-processed-gene-0.42&CDS=1-2175	YKL025C
1811	OG0001811	snap_masked-mat-_s377-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s377-processed-gene-0.4&CDS=1-4353	YDL195W
1812	OG0001812	snap_masked-mat-_s379-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mat-_s379-processed-gene-0.22&CDS=1-1128	YFL039C
1813	OG0001813	genemark-mat-_s379-processed-gene-0.67-mRNA-1_1&gene=genemark-mat-_s379-processed-gene-0.67&CDS=1-366	YOR327C
1814	OG0001814	snap_masked-mat-_s379-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mat-_s379-processed-gene-0.24&CDS=1-507	YAL044C
1815	OG0001815	snap_masked-mat-_s379-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mat-_s379-processed-gene-0.25&CDS=1-1947	YDL206W
1816	OG0001816	snap_masked-mat-_s379-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s379-processed-gene-0.3&CDS=1-1731	YGL084C
1817	OG0001817	snap_masked-mat-_s379-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mat-_s379-processed-gene-0.27&CDS=1-411	YGL087C
1818	OG0001818	snap_masked-mat-_s379-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s379-processed-gene-0.28&CDS=1-2604	YBR055C
1819	OG0001819	augustus_masked-mat-_s379-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mat-_s379-processed-gene-0.39&CDS=1-3345	YMR131C
1820	OG0001820	snap_masked-mat-_s379-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mat-_s379-processed-gene-0.29&CDS=1-966	YPL266W
1821	OG0001821	snap_masked-mat-_s379-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s379-processed-gene-0.11&CDS=1-1596	YEL058W
1822	OG0001822	augustus_masked-mat-_s379-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mat-_s379-processed-gene-0.59&CDS=1-693	YGL085W
1823	OG0001823	snap_masked-mat-_s38-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.61&CDS=1-1068	YHR069C
1824	OG0001824	snap_masked-mat-_s38-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.62&CDS=1-3468	YAR042W
1825	OG0001825	augustus_masked-mat-_s38-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-mat-_s38-processed-gene-0.36&CDS=1-2022	YPR169W
1826	OG0001826	maker-mat-_s38-snap-gene-0.30-mRNA-1_1&gene=maker-mat-_s38-snap-gene-0.30&CDS=1-2160	YJR110W
1827	OG0001827	snap_masked-mat-_s38-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.66&CDS=1-1011	YJR111C
1828	OG0001828	snap_masked-mat-_s38-processed-gene-0.82-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.82&CDS=1-252	YPR170W-B
1829	OG0001829	snap_masked-mat-_s38-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.67&CDS=1-504	YBR137W
1830	OG0001830	snap_masked-mat-_s38-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.69&CDS=1-3330	YLR383W
1831	OG0001831	snap_masked-mat-_s38-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.70&CDS=1-1218	YER154W
1832	OG0001832	snap_masked-mat-_s38-processed-gene-0.87-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.87&CDS=1-5592	YER155C
1833	OG0001833	augustus_masked-mat-_s38-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mat-_s38-processed-gene-0.58&CDS=1-657	YNL107W
1834	OG0001834	genemark-mat-_s38-processed-gene-0.15-mRNA-1_1&gene=genemark-mat-_s38-processed-gene-0.15&CDS=1-288	YNL070W
1835	OG0001835	maker-mat-_s38-augustus-gene-0.1-mRNA-1_1&gene=maker-mat-_s38-augustus-gene-0.1&CDS=1-1920	YNL072W
1836	OG0001836	snap_masked-mat-_s382-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s382-processed-gene-0.5&CDS=1-900	YJR102C
1837	OG0001837	augustus_masked-mat-_s382-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s382-processed-gene-0.1&CDS=1-1725	YBL039C
1838	OG0001838	snap_masked-mat-_s382-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s382-processed-gene-0.8&CDS=1-927	YJR088C
1839	OG0001839	snap_masked-mat-_s383-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.40&CDS=1-1977	YPR175W
1840	OG0001840	snap_masked-mat-_s383-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.29&CDS=1-498	YIR022W
1841	OG0001841	augustus_masked-mat-_s383-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-mat-_s383-processed-gene-0.56&CDS=1-732	YKL055C
1842	OG0001842	snap_masked-mat-_s383-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.30&CDS=1-1485	YDR221W
1843	OG0001843	snap_masked-mat-_s383-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.45&CDS=1-1476	YMR014W
1844	OG0001844	snap_masked-mat-_s383-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.31&CDS=1-1389	YOL125W
1845	OG0001845	snap_masked-mat-_s383-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.46&CDS=1-504	YKL056C
1846	OG0001846	snap_masked-mat-_s383-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.47&CDS=1-2535	YHR028C
1847	OG0001847	snap_masked-mat-_s383-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.48&CDS=1-3471	YIL147C
1848	OG0001848	augustus_masked-mat-_s383-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mat-_s383-processed-gene-0.59&CDS=1-1644	YDR349C
1849	OG0001849	snap_masked-mat-_s383-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mat-_s383-processed-gene-0.49&CDS=1-1101	YML038C
1850	OG0001850	augustus_masked-mat-_s383-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-mat-_s383-processed-gene-0.60&CDS=1-2232	YDR164C
1851	OG0001851	augustus_masked-mat-_s383-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-mat-_s383-processed-gene-0.75&CDS=1-3393	YDR165W
1852	OG0001852	snap_masked-mat-_s384-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s384-processed-gene-0.7&CDS=1-2346	YBR202W
1853	OG0001853	augustus_masked-mat-_s384-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s384-processed-gene-0.1&CDS=1-1614	YDR169C
1854	OG0001854	snap_masked-mat-_s384-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s384-processed-gene-0.9&CDS=1-741	YLR150W
1855	OG0001855	snap_masked-mat-_s384-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s384-processed-gene-0.10&CDS=1-5757	YDR170C
1856	OG0001856	genemark-mat-_s386-processed-gene-0.16-mRNA-1_1&gene=genemark-mat-_s386-processed-gene-0.16&CDS=1-4875	YKL010C
1857	OG0001857	snap_masked-mat-_s386-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s386-processed-gene-0.9&CDS=1-798	YKL007W
1858	OG0001858	genemark-mat-_s386-processed-gene-0.20-mRNA-1_1&gene=genemark-mat-_s386-processed-gene-0.20&CDS=1-297	YKL006C-A
1859	OG0001859	snap_masked-mat-_s386-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s386-processed-gene-0.12&CDS=1-1350	YHL002W
1860	OG0001860	snap_masked-mat-_s386-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mat-_s386-processed-gene-0.13&CDS=1-1323	YHL004W
1861	OG0001861	snap_masked-mat-_s386-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mat-_s386-processed-gene-0.14&CDS=1-600	YKL117W
1862	OG0001862	genemark-mat-_s386-processed-gene-0.19-mRNA-1_1&gene=genemark-mat-_s386-processed-gene-0.19&CDS=1-1224	YLR224W
1863	OG0001863	maker-mat-_s396-snap-gene-0.24-mRNA-1_1&gene=maker-mat-_s396-snap-gene-0.24&CDS=1-2460	YKR024C
1864	OG0001864	augustus_masked-mat-_s396-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mat-_s396-processed-gene-0.4&CDS=1-1092	YKR025W
1865	OG0001865	snap_masked-mat-_s397-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-0.85&CDS=1-1527	YKL045W
1866	OG0001866	snap_masked-mat-_s397-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-0.69&CDS=1-3090	YGL207W
1867	OG0001867	augustus_masked-mat-_s397-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mat-_s397-processed-gene-0.16&CDS=1-411	YER029C
1868	OG0001868	snap_masked-mat-_s397-processed-gene-0.86-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-0.86&CDS=1-1050	YGL215W
1869	OG0001869	snap_masked-mat-_s397-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-0.88&CDS=1-2394	YMR019W
1870	OG0001870	snap_masked-mat-_s397-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-0.74&CDS=1-498	YJR055W
1871	OG0001871	snap_masked-mat-_s397-processed-gene-0.89-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-0.89&CDS=1-978	YBR053C
