	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034950_Citeromyces_hawaiiensis
1834	OG0001834	YGR186W	augustus_masked-scf7180000031573-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031573-processed-gene-0.16&CDS=1-1545
1835	OG0001835	YGR187C	augustus_masked-scf7180000031573-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000031573-processed-gene-0.37&CDS=1-1062
1836	OG0001836	YGR188C	augustus_masked-scf7180000031418-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000031418-processed-gene-0.43&CDS=1-2388
1837	OG0001837	YGR189C	augustus_masked-scf7180000030721-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000030721-processed-gene-0.17&CDS=1-1416
1838	OG0001838	YGR194C	maker-scf7180000031510-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000031510-augustus-gene-0.1&CDS=1-2043
1839	OG0001839	YGR195W	snap_masked-scf7180000028668-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000028668-processed-gene-0.8&CDS=1-735
1840	OG0001840	YGR198W	snap_masked-scf7180000031573-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scf7180000031573-processed-gene-0.94&CDS=1-2307
1841	OG0001841	YGR199W	augustus_masked-scf7180000031219-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000031219-processed-gene-0.36&CDS=1-2070
1842	OG0001842	YGR200C	snap_masked-scf7180000031219-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000031219-processed-gene-0.27&CDS=1-2352
1843	OG0001843	YGR205W	augustus_masked-scf7180000031177-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031177-processed-gene-0.2&CDS=1-906
1844	OG0001844	YGR207C	maker-scf7180000031177-augustus-gene-0.7-mRNA-1_1&gene=maker-scf7180000031177-augustus-gene-0.7&CDS=1-765
1845	OG0001845	YGR208W	augustus_masked-scf7180000031290-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000031290-processed-gene-0.42&CDS=1-918
1846	OG0001846	YGR210C	augustus_masked-scf7180000031677-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000031677-processed-gene-0.39&CDS=1-1236
1847	OG0001847	YGR211W	augustus_masked-scf7180000031418-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000031418-processed-gene-0.28&CDS=1-1386
1848	OG0001848	YGR212W	snap_masked-scf7180000031275-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000031275-processed-gene-0.37&CDS=1-1314
1849	OG0001849	YGR215W	augustus_masked-scf7180000031418-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031418-processed-gene-0.26&CDS=1-339
1850	OG0001850	YGR217W	snap_masked-scf7180000031418-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000031418-processed-gene-0.16&CDS=1-5952
1851	OG0001851	YGR218W	augustus_masked-scf7180000030453-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030453-processed-gene-0.1&CDS=1-3219
1852	OG0001852	YGR220C	augustus_masked-scf7180000031354-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031354-processed-gene-0.0&CDS=1-780
1853	OG0001853	YGR223C	augustus_masked-scf7180000030539-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000030539-processed-gene-0.18&CDS=1-1164
1854	OG0001854	YGR227W	augustus_masked-scf7180000031523-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000031523-processed-gene-0.14&CDS=1-1278
1855	OG0001855	YGR229C	augustus_masked-scf7180000031523-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031523-processed-gene-0.5&CDS=1-999
1856	OG0001856	YGR231C	augustus_masked-scf7180000031523-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031523-processed-gene-0.4&CDS=1-894
1857	OG0001857	YGR232W	augustus_masked-scf7180000031523-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031523-processed-gene-0.13&CDS=1-735
1858	OG0001858	YGR233C	augustus_masked-scf7180000031434-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000031434-processed-gene-0.28&CDS=1-3294
1859	OG0001859	YGR235C	snap_masked-scf7180000031686-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000031686-processed-gene-0.43&CDS=1-618
1860	OG0001860	YGR237C	augustus_masked-scf7180000030522-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000030522-processed-gene-0.40&CDS=1-1590
1861	OG0001861	YGR240C	genemark-scf7180000031663-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000031663-processed-gene-0.8&CDS=1-3489
1862	OG0001862	YGR244C	snap_masked-scf7180000031662-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000031662-processed-gene-0.6&CDS=1-1296
1863	OG0001863	YGR245C	augustus_masked-scf7180000031364-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031364-processed-gene-0.2&CDS=1-2127
1864	OG0001864	YGR246C	augustus_masked-scf7180000030611-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030611-processed-gene-0.8&CDS=1-1620
1865	OG0001865	YGR252W	snap_masked-scf7180000031662-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000031662-processed-gene-0.9&CDS=1-1158
1866	OG0001866	YGR253C	maker-scf7180000031662-augustus-gene-0.10-mRNA-1_1&gene=maker-scf7180000031662-augustus-gene-0.10&CDS=1-750
1867	OG0001867	YGR254W	augustus_masked-scf7180000031617-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031617-processed-gene-0.4&CDS=1-1308
1868	OG0001868	YGR255C	genemark-scf7180000030457-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000030457-processed-gene-0.7&CDS=1-1449
1869	OG0001869	YGR258C	maker-scf7180000030721-augustus-gene-0.28-mRNA-1_1&gene=maker-scf7180000030721-augustus-gene-0.28&CDS=1-3660
1870	OG0001870	YGR260W	augustus_masked-scf7180000031585-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031585-processed-gene-0.3&CDS=1-1458
1871	OG0001871	YGR261C	augustus_masked-scf7180000031252-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031252-processed-gene-0.2&CDS=1-2370
1872	OG0001872	YGR262C	augustus_masked-scf7180000030466-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000030466-processed-gene-0.11&CDS=1-768
1873	OG0001873	YGR264C	augustus_masked-scf7180000030466-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030466-processed-gene-0.3&CDS=1-2178
1874	OG0001874	YGR266W	augustus_masked-scf7180000031419-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031419-processed-gene-0.0&CDS=1-2106
1875	OG0001875	YGR267C	augustus_masked-scf7180000031049-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031049-processed-gene-0.0&CDS=1-819
1876	OG0001876	YGR268C	snap_masked-scf7180000029340-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000029340-processed-gene-0.3&CDS=1-582
1877	OG0001877	YGR270W	augustus_masked-scf7180000031498-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031498-processed-gene-0.7&CDS=1-3357
1878	OG0001878	YGR271C-A	augustus_masked-scf7180000029340-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000029340-processed-gene-0.11&CDS=1-642
1879	OG0001879	YGR271W	augustus_masked-scf7180000031376-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000031376-processed-gene-0.12&CDS=1-5430
1880	OG0001880	YGR274C	augustus_masked-scf7180000031629-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031629-processed-gene-0.26&CDS=1-3024
1881	OG0001881	YGR276C	augustus_masked-scf7180000031629-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000031629-processed-gene-0.24&CDS=1-1851
1882	OG0001882	YGR277C	snap_masked-scf7180000031235-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000031235-processed-gene-0.1&CDS=1-825
1883	OG0001883	YGR278W	augustus_masked-scf7180000031235-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031235-processed-gene-0.6&CDS=1-1656
1884	OG0001884	YGR279C	augustus_masked-scf7180000031235-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031235-processed-gene-0.8&CDS=1-1131
1885	OG0001885	YGR280C	augustus_masked-scf7180000031064-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031064-processed-gene-0.16&CDS=1-843
1886	OG0001886	YGR281W	augustus_masked-scf7180000031689-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031689-processed-gene-0.16&CDS=1-4254
1887	OG0001887	YGR282C	augustus_masked-scf7180000031194-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031194-processed-gene-0.3&CDS=1-906
1888	OG0001888	YGR285C	augustus_masked-scf7180000031194-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031194-processed-gene-0.1&CDS=1-1269
1889	OG0001889	YGR286C	augustus_masked-scf7180000031453-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031453-processed-gene-0.1&CDS=1-1122
1890	OG0001890	YHL002W	augustus_masked-scf7180000030807-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000030807-processed-gene-0.15&CDS=1-1188
1891	OG0001891	YHL004W	augustus_masked-scf7180000030807-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000030807-processed-gene-0.16&CDS=1-1185
1892	OG0001892	YHL007C	snap_masked-scf7180000031283-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000031283-processed-gene-0.4&CDS=1-2202
1893	OG0001893	YHL008C	augustus_masked-scf7180000031029-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031029-processed-gene-0.7&CDS=1-1317
1894	OG0001894	YHL009C	augustus_masked-scf7180000031354-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031354-processed-gene-0.3&CDS=1-546
1895	OG0001895	YHL010C	augustus_masked-scf7180000031429-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031429-processed-gene-0.13&CDS=1-1728
1896	OG0001896	YHL011C	augustus_masked-scf7180000031429-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000031429-processed-gene-0.12&CDS=1-960
1897	OG0001897	YHL014C	maker-scf7180000031551-augustus-gene-0.33-mRNA-1_1&gene=maker-scf7180000031551-augustus-gene-0.33&CDS=1-1803
1898	OG0001898	YHL015W	augustus_masked-scf7180000031393-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031393-processed-gene-0.7&CDS=1-351
1899	OG0001899	YHL016C	augustus_masked-scf7180000031579-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031579-processed-gene-0.3&CDS=1-2127
1900	OG0001900	YHL018W	augustus_masked-scf7180000031174-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031174-processed-gene-0.2&CDS=1-312
1901	OG0001901	YHL020C	augustus_masked-scf7180000030533-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030533-processed-gene-0.5&CDS=1-1086
1902	OG0001902	YHL021C	augustus_masked-scf7180000028615-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000028615-processed-gene-0.123&CDS=1-1305
1903	OG0001903	YHL023C	augustus_masked-scf7180000028806-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-scf7180000028806-processed-gene-0.225&CDS=1-2034
1904	OG0001904	YHL027W	augustus_masked-scf7180000031492-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031492-processed-gene-0.16&CDS=1-1452
1905	OG0001905	YHL029C	augustus_masked-scf7180000028630-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000028630-processed-gene-0.8&CDS=1-1686
1906	OG0001906	YHL030W	augustus_masked-scf7180000028630-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000028630-processed-gene-0.32&CDS=1-5271
1907	OG0001907	YHL031C	snap_masked-scf7180000031614-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000031614-processed-gene-0.26&CDS=1-648
1908	OG0001908	YHL032C	augustus_masked-scf7180000031623-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031623-processed-gene-0.0&CDS=1-1866
1909	OG0001909	YHL036W	augustus_masked-scf7180000028630-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000028630-processed-gene-0.39&CDS=1-1608
1910	OG0001910	YHR001W-A	augustus_masked-scf7180000031428-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031428-processed-gene-0.9&CDS=1-258
1911	OG0001911	YHR002W	augustus_masked-scf7180000030601-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030601-processed-gene-0.3&CDS=1-1074
1912	OG0001912	YHR004C	snap_masked-scf7180000031656-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000031656-processed-gene-0.54&CDS=1-1119
1913	OG0001913	YHR005C	augustus_masked-scf7180000031656-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031656-processed-gene-0.3&CDS=1-1311
1914	OG0001914	YHR007C	augustus_masked-scf7180000030686-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030686-processed-gene-0.10&CDS=1-1557
1915	OG0001915	YHR008C	augustus_masked-scf7180000031021-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031021-processed-gene-0.5&CDS=1-672
1916	OG0001916	YHR009C	augustus_masked-scf7180000031456-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000031456-processed-gene-0.21&CDS=1-1476
1917	OG0001917	YHR011W	augustus_masked-scf7180000031400-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031400-processed-gene-0.26&CDS=1-1344
1918	OG0001918	YHR012W	augustus_masked-scf7180000030534-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000030534-processed-gene-0.46&CDS=1-1161
1919	OG0001919	YHR013C	augustus_masked-scf7180000030534-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000030534-processed-gene-0.54&CDS=1-654
1920	OG0001920	YHR016C	maker-scf7180000031075-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000031075-augustus-gene-0.6&CDS=1-1257
1921	OG0001921	YHR018C	augustus_masked-scf7180000029923-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000029923-processed-gene-0.10&CDS=1-1389
1922	OG0001922	YHR019C	maker-scf7180000031415-snap-gene-0.34-mRNA-1_1&gene=maker-scf7180000031415-snap-gene-0.34&CDS=1-2916
1923	OG0001923	YHR020W	augustus_masked-scf7180000031415-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000031415-processed-gene-0.17&CDS=1-2022
1924	OG0001924	YHR023W	snap_masked-scf7180000030456-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000030456-processed-gene-0.39&CDS=1-5019
1925	OG0001925	YHR025W	augustus_masked-scf7180000031318-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000031318-processed-gene-0.29&CDS=1-1062
1926	OG0001926	YHR026W	augustus_masked-scf7180000031318-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000031318-processed-gene-0.28&CDS=1-588
1927	OG0001927	YHR027C	augustus_masked-scf7180000031318-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000031318-processed-gene-0.24&CDS=1-2718
1928	OG0001928	YHR028C	maker-scf7180000031318-augustus-gene-0.18-mRNA-1_1&gene=maker-scf7180000031318-augustus-gene-0.18&CDS=1-3579
1929	OG0001929	YHR029C	augustus_masked-scf7180000031419-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031419-processed-gene-0.4&CDS=1-864
1930	OG0001930	YHR030C	augustus_masked-scf7180000031689-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000031689-processed-gene-0.12&CDS=1-1311
1931	OG0001931	YHR031C	augustus_masked-scf7180000031689-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000031689-processed-gene-0.22&CDS=1-2106
1932	OG0001932	YHR032W	snap_masked-scf7180000031616-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000031616-processed-gene-0.5&CDS=1-1647
1933	OG0001933	YHR034C	augustus_masked-scf7180000028760-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000028760-processed-gene-0.4&CDS=1-936
1934	OG0001934	YHR037W	augustus_masked-scf7180000031017-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031017-processed-gene-0.10&CDS=1-1680
1935	OG0001935	YHR038W	augustus_masked-scf7180000031422-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000031422-processed-gene-0.93&CDS=1-678
1936	OG0001936	YHR039C	augustus_masked-scf7180000031422-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000031422-processed-gene-0.76&CDS=1-1755
1937	OG0001937	YHR039C-A	augustus_masked-scf7180000031422-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000031422-processed-gene-0.75&CDS=1-330
1938	OG0001938	YHR040W	augustus_masked-scf7180000031422-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000031422-processed-gene-0.92&CDS=1-834
1939	OG0001939	YHR041C	snap_masked-scf7180000031230-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000031230-processed-gene-0.23&CDS=1-729
1940	OG0001940	YHR042W	augustus_masked-scf7180000031490-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031490-processed-gene-0.3&CDS=1-2013
1941	OG0001941	YHR045W	augustus_masked-scf7180000031165-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031165-processed-gene-0.0&CDS=1-1458
1942	OG0001942	YHR047C	genemark-scf7180000030629-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000030629-processed-gene-0.28&CDS=1-2595
1943	OG0001943	YHR048W	augustus_masked-scf7180000030538-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030538-processed-gene-0.0&CDS=1-1398
1944	OG0001944	YHR049W	snap_masked-scf7180000031508-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000031508-processed-gene-0.12&CDS=1-693
1945	OG0001945	YHR050W	augustus_masked-scf7180000030509-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030509-processed-gene-0.8&CDS=1-1509
1946	OG0001946	YHR051W	maker-scf7180000030456-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000030456-augustus-gene-0.0&CDS=1-450
1947	OG0001947	YHR052W	augustus_masked-scf7180000031318-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000031318-processed-gene-0.22&CDS=1-1155
1948	OG0001948	YHR058C	augustus_masked-scf7180000030783-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000030783-processed-gene-0.20&CDS=1-759
1949	OG0001949	YHR059W	snap_masked-scf7180000030783-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scf7180000030783-processed-gene-0.106&CDS=1-432
1950	OG0001950	YHR062C	augustus_masked-scf7180000030957-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030957-processed-gene-0.5&CDS=1-840
1951	OG0001951	YHR064C	augustus_masked-scf7180000031008-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000031008-processed-gene-0.41&CDS=1-1605
1952	OG0001952	YHR065C	genemark-scf7180000031008-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000031008-processed-gene-0.37&CDS=1-1299
1953	OG0001953	YHR067W	augustus_masked-scf7180000030586-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000030586-processed-gene-0.22&CDS=1-714
1954	OG0001954	YHR068W	augustus_masked-scf7180000030522-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000030522-processed-gene-0.36&CDS=1-1122
1955	OG0001955	YHR069C	augustus_masked-scf7180000031008-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000031008-processed-gene-0.46&CDS=1-1020
1956	OG0001956	YHR070W	augustus_masked-scf7180000030586-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000030586-processed-gene-0.21&CDS=1-1368
1957	OG0001957	YHR071W	augustus_masked-scf7180000031656-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031656-processed-gene-0.4&CDS=1-669
1958	OG0001958	YHR072W	augustus_masked-scf7180000028669-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000028669-processed-gene-0.17&CDS=1-2166
1959	OG0001959	YHR072W-A	snap_masked-scf7180000031008-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000031008-processed-gene-0.0&CDS=1-192
1960	OG0001960	YHR073W	augustus_masked-scf7180000031594-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000031594-processed-gene-0.19&CDS=1-2472
1961	OG0001961	YHR074W	augustus_masked-scf7180000030517-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030517-processed-gene-0.8&CDS=1-2151
1962	OG0001962	YHR075C	augustus_masked-scf7180000030517-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000030517-processed-gene-0.7&CDS=1-1173
1963	OG0001963	YHR076W	maker-scf7180000031605-augustus-gene-0.24-mRNA-1_1&gene=maker-scf7180000031605-augustus-gene-0.24&CDS=1-1203
1964	OG0001964	YHR079C	augustus_masked-scf7180000031618-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000031618-processed-gene-0.31&CDS=1-2715
1965	OG0001965	YHR079C-A	augustus_masked-scf7180000031618-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000031618-processed-gene-0.30&CDS=1-276
1966	OG0001966	YHR085W	augustus_masked-scf7180000031422-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000031422-processed-gene-0.72&CDS=1-981
1967	OG0001967	YHR086W	augustus_masked-scf7180000031422-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000031422-processed-gene-0.69&CDS=1-1062
1968	OG0001968	YHR087W	augustus_masked-scf7180000031422-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000031422-processed-gene-0.94&CDS=1-345
1969	OG0001969	YHR088W	augustus_masked-scf7180000031490-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031490-processed-gene-0.8&CDS=1-876
1970	OG0001970	YHR089C	augustus_masked-scf7180000031470-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031470-processed-gene-0.9&CDS=1-570
