	OrthologID	Candida_intermedia	Saccharomyces_cerevisiae
1658	OG0001658	-processed-gene-7.4-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.4&CDS=1-1869	YML127W
1659	OG0001659	-processed-gene-7.21-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.21&CDS=1-1356	YIL090W
1660	OG0001660	-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.82&CDS=1-2142	YIL091C
1661	OG0001661	-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.100&CDS=1-213	YNL024C-A
1662	OG0001662	-processed-gene-7.6-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.6&CDS=1-1041	YML095C
1663	OG0001663	-processed-gene-7.22-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.22&CDS=1-441	YML094W
1664	OG0001664	-processed-gene-7.25-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.25&CDS=1-1107	YPR035W
1665	OG0001665	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.49&CDS=1-5799	YJL005W
1666	OG0001666	-processed-gene-7.26-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.26&CDS=1-657	YJL097W
1667	OG0001667	-processed-gene-7.10-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.10&CDS=1-2442	YHR204W
1668	OG0001668	-processed-gene-7.11-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.11&CDS=1-1176	YJR148W
1669	OG0001669	-processed-gene-7.29-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.29&CDS=1-1008	YKL189W
1670	OG0001670	-processed-gene-7.12-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.12&CDS=1-1917	YLR417W
1671	OG0001671	-processed-gene-7.13-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.13&CDS=1-2163	YHL016C
1672	OG0001672	-processed-gene-7.14-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.14&CDS=1-5484	YBR208C
1673	OG0001673	-processed-gene-7.17-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.17&CDS=1-567	YDL046W
1674	OG0001674	-processed-gene-7.31-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.31&CDS=1-2925	YGR125W
1675	OG0001675	-processed-gene-8.89-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.89&CDS=1-2169	YAR014C
1676	OG0001676	-processed-gene-8.90-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.90&CDS=1-2745	YBR017C
1677	OG0001677	-processed-gene-8.91-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.91&CDS=1-3432	YJR109C
1678	OG0001678	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.94&CDS=1-879	YBL050W
1679	OG0001679	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.92&CDS=1-462	YJR112W
1680	OG0001680	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.95&CDS=1-921	YDR337W
1681	OG0001681	-processed-gene-8.97-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.97&CDS=1-1632	YKR034W
1682	OG0001682	-processed-gene-8.117-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.117&CDS=1-954	YBR141C
1683	OG0001683	-processed-gene-8.98-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.98&CDS=1-2427	YBR142W
1684	OG0001684	-processed-gene-8.119-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.119&CDS=1-1308	YBR143C
1685	OG0001685	-processed-gene-8.99-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.99&CDS=1-3258	YOL145C
1686	OG0001686	-processed-gene-8.120-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.120&CDS=1-522	YOL146W
1687	OG0001687	-processed-gene-8.100-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.100&CDS=1-738	YBR261C
1688	OG0001688	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.101&CDS=1-1308	YKL027W
1689	OG0001689	-processed-gene-8.102-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.102&CDS=1-621	YGR147C
1690	OG0001690	-processed-gene-8.121-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.121&CDS=1-1182	YHR002W
1691	OG0001691	-processed-gene-8.104-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.104&CDS=1-1083	YML048W
1692	OG0001692	-processed-gene-8.105-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.105&CDS=1-2301	YER091C
1693	OG0001693	-processed-gene-8.59-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.59&CDS=1-1089	YBL058W
1694	OG0001694	-processed-gene-8.60-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.60&CDS=1-4230	YER090W
1695	OG0001695	-processed-gene-8.107-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.107&CDS=1-1560	YBL054W
1696	OG0001696	-processed-gene-8.125-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.125&CDS=1-603	YBL057C
1697	OG0001697	-processed-gene-8.109-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.109&CDS=1-1371	YGR229C
1698	OG0001698	-processed-gene-8.80-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.80&CDS=1-1335	YGR227W
1699	OG0001699	-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.21&CDS=1-1350	YGR225W
1700	OG0001700	-processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.111&CDS=1-1023	YGR163W
1701	OG0001701	-processed-gene-8.130-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.130&CDS=1-363	YIL027C
1702	OG0001702	-processed-gene-9.1-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.1&CDS=1-1626	YIL099W
1703	OG0001703	-snap-gene-9.163-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-9.163&CDS=1-2919	YFR038W
1704	OG0001704	-processed-gene-9.0-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.0&CDS=1-894	YNL036W
1705	OG0001705	-processed-gene-9.3-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.3&CDS=1-669	YJL055W
1706	OG0001706	-processed-gene-9.6-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.6&CDS=1-810	YAL014C
1707	OG0001707	-processed-gene-9.27-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.27&CDS=1-420	YJR044C
1708	OG0001708	-processed-gene-9.28-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.28&CDS=1-981	YJL066C
1709	OG0001709	-processed-gene-9.7-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.7&CDS=1-1542	YOL033W
1710	OG0001710	-processed-gene-9.30-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.30&CDS=1-3234	YOL034W
1711	OG0001711	-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.113&CDS=1-426	YGL106W
1712	OG0001712	-snap-gene-9.164-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-9.164&CDS=1-2274	YNL001W
1713	OG0001713	-processed-gene-9.66-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.66&CDS=1-1443	YBR241C
1714	OG0001714	-snap-gene-9.160-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-9.160&CDS=1-447	YGL103W
1715	OG0001715	-processed-gene-9.14-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.14&CDS=1-576	YGR029W
1716	OG0001716	-processed-gene-9.38-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.38&CDS=1-2241	YDR109C
1717	OG0001717	-processed-gene-9.39-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.39&CDS=1-465	YER159C
1718	OG0001718	-processed-gene-9.40-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.40&CDS=1-1155	YLR105C
1719	OG0001719	-processed-gene-9.43-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.43&CDS=1-1704	YBR200W
1720	OG0001720	-processed-gene-9.45-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.45&CDS=1-894	YCL009C
1721	OG0001721	-processed-gene-9.46-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.46&CDS=1-456	YJL143W
1722	OG0001722	-processed-gene-9.47-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.47&CDS=1-2178	YKL174C
1723	OG0001723	-processed-gene-9.48-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.48&CDS=1-819	YKR060W
1724	OG0001724	-processed-gene-9.20-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.20&CDS=1-693	YPL078C
1725	OG0001725	-processed-gene-9.49-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.49&CDS=1-1260	YBR195C
1726	OG0001726	-augustus-gene-9.156-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-augustus-gene-9.156&CDS=1-732	YIL064W
1727	OG0001727	-processed-gene-9.51-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.51&CDS=1-1029	YIL063C
1728	OG0001728	-processed-gene-9.22-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.22&CDS=1-984	YOL054W
1729	OG0001729	-processed-gene-9.23-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.23&CDS=1-2076	YMR258C
1730	OG0001730	-processed-gene-9.52-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.52&CDS=1-525	YKL016C
1731	OG0001731	-processed-gene-9.25-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.25&CDS=1-2994	YBL037W
1732	OG0001732	-processed-gene-10.3-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.3&CDS=1-1059	YKL018W
1733	OG0001733	-processed-gene-10.0-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.0&CDS=1-3165	YJL020C
1734	OG0001734	-processed-gene-10.1-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.1&CDS=1-2517	YBR086C
1735	OG0001735	-processed-gene-10.4-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.4&CDS=1-741	YBL036C
1736	OG0001736	-processed-gene-10.5-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.5&CDS=1-834	YDL051W
1737	OG0001737	-augustus-gene-10.49-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-augustus-gene-10.49&CDS=1-5286	YDR331W
1738	OG0001738	-processed-gene-10.29-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.29&CDS=1-1425	YHR084W
1739	OG0001739	-snap-gene-10.53-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-10.53&CDS=1-1911	YKL125W
1740	OG0001740	-processed-gene-10.33-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.33&CDS=1-630	YOL032W
1741	OG0001741	-processed-gene-10.34-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.34&CDS=1-1032	YAL020C
1742	OG0001742	-processed-gene-10.15-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.15&CDS=1-3126	YAL019W
1743	OG0001743	-processed-gene-10.17-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.17&CDS=1-1176	YPL146C
1744	OG0001744	-processed-gene-10.38-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.38&CDS=1-2913	YOR217W
1745	OG0001745	-processed-gene-10.39-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.39&CDS=1-1725	YOR216C
1746	OG0001746	-processed-gene-10.42-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.42&CDS=1-1440	YJL091C
1747	OG0001747	-processed-gene-10.18-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.18&CDS=1-1242	YAL009W
1748	OG0001748	-snap-gene-10.54-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-10.54&CDS=1-2655	YPR066W
1749	OG0001749	-processed-gene-10.44-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.44&CDS=1-1404	YGR110W
1750	OG0001750	-processed-gene-10.21-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.21&CDS=1-1848	YMR058W
1751	OG0001751	-processed-gene-10.22-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.22&CDS=1-1539	YBR288C
1752	OG0001752	-processed-gene-10.144-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.144&CDS=1-3702	YKL134C
1753	OG0001753	-processed-gene-10.27-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.27&CDS=1-597	YKR035W-A
1754	OG0001754	-processed-gene-11.3-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.3&CDS=1-1569	YOR132W
1755	OG0001755	-processed-gene-11.108-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.108&CDS=1-1584	YDR470C
1756	OG0001756	-processed-gene-11.109-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.109&CDS=1-273	YDR469W
1757	OG0001757	-processed-gene-11.0-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.0&CDS=1-684	YDR468C
1758	OG0001758	-processed-gene-11.1-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.1&CDS=1-975	YDR392W
1759	OG0001759	-processed-gene-11.110-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.110&CDS=1-2844	YOR144C
1760	OG0001760	-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.58&CDS=1-639	YOR148C
1761	OG0001761	-processed-gene-11.6-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.6&CDS=1-777	YOR145C
1762	OG0001762	-processed-gene-11.33-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.33&CDS=1-660	YHR013C
1763	OG0001763	-processed-gene-11.34-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.34&CDS=1-738	YDR472W
1764	OG0001764	-processed-gene-11.8-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.8&CDS=1-1365	YOR023C
1765	OG0001765	-processed-gene-11.36-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.36&CDS=1-1497	YHR109W
1766	OG0001766	-processed-gene-11.10-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.10&CDS=1-822	YLR192C
1767	OG0001767	-processed-gene-11.37-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.37&CDS=1-1221	YPL060W
1768	OG0001768	-processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.15&CDS=1-531	YOL129W
1769	OG0001769	-processed-gene-11.38-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.38&CDS=1-1110	YNL307C
1770	OG0001770	-processed-gene-11.16-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.16&CDS=1-1014	YOL127W
1771	OG0001771	-processed-gene-11.17-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.17&CDS=1-2565	YKR090W
1772	OG0001772	-processed-gene-11.39-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.39&CDS=1-1092	YKR088C
1773	OG0001773	-processed-gene-11.20-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.20&CDS=1-858	YJL068C
1774	OG0001774	-processed-gene-11.40-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.40&CDS=1-1092	YLR287C
1775	OG0001775	-processed-gene-11.41-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.41&CDS=1-2121	YOR181W
1776	OG0001776	-processed-gene-11.127-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.127&CDS=1-192	YLR262C-A
1777	OG0001777	-processed-gene-11.22-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.22&CDS=1-741	YJL063C
1778	OG0001778	-processed-gene-11.23-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.23&CDS=1-969	YBR265W
1779	OG0001779	-processed-gene-11.43-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.43&CDS=1-903	YLR439W
1780	OG0001780	-processed-gene-11.131-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.131&CDS=1-264	YLR438C-A
1781	OG0001781	-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.100&CDS=1-2517	YLR440C
1782	OG0001782	-processed-gene-11.46-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.46&CDS=1-6195	YML059C
1783	OG0001783	-processed-gene-11.27-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.27&CDS=1-1947	YLR352W
1784	OG0001784	-processed-gene-11.29-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.29&CDS=1-399	YPR017C
1785	OG0001785	-processed-gene-11.31-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.31&CDS=1-1302	YGL181W
1786	OG0001786	-processed-gene-12.0-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.0&CDS=1-2673	YLL026W
1787	OG0001787	-processed-gene-12.1-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.1&CDS=1-735	YPR016C
1788	OG0001788	-processed-gene-12.75-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.75&CDS=1-5820	YLR305C
1789	OG0001789	-processed-gene-12.76-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.76&CDS=1-2319	YAL053W
1790	OG0001790	-processed-gene-12.3-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.3&CDS=1-1305	YDR148C
1791	OG0001791	-processed-gene-12.25-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.25&CDS=1-2277	YER130C
1792	OG0001792	-processed-gene-12.5-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.5&CDS=1-1128	YGL148W
1793	OG0001793	-processed-gene-12.6-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.6&CDS=1-831	YKL154W
1794	OG0001794	-processed-gene-12.29-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.29&CDS=1-594	YGL200C
1795	OG0001795	-processed-gene-12.30-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.30&CDS=1-1185	YBL016W
1796	OG0001796	-processed-gene-12.31-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.31&CDS=1-561	YMR295C
1797	OG0001797	-processed-gene-12.32-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.32&CDS=1-2364	YDR320C
1798	OG0001798	-processed-gene-12.83-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.83&CDS=1-177	YHR072W-A
1799	OG0001799	-processed-gene-12.33-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.33&CDS=1-234	YDR320C-A
1800	OG0001800	-processed-gene-12.34-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.34&CDS=1-2562	YLR451W
1801	OG0001801	-processed-gene-12.10-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.10&CDS=1-1374	YJR124C
1802	OG0001802	-processed-gene-12.12-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.12&CDS=1-1068	YNL027W
1803	OG0001803	-processed-gene-12.21-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.21&CDS=1-4632	YNL050C
1804	OG0001804	-processed-gene-12.22-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.22&CDS=1-1179	YNL051W
1805	OG0001805	-processed-gene-12.36-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.36&CDS=1-2790	YNL049C
1806	OG0001806	-processed-gene-13.2-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.2&CDS=1-1503	YNL241C
1807	OG0001807	-processed-gene-13.3-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.3&CDS=1-2682	YNL238W
1808	OG0001808	-processed-gene-13.103-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.103&CDS=1-1329	YNL237W
1809	OG0001809	-processed-gene-13.7-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.7&CDS=1-930	YJR095W
1810	OG0001810	-processed-gene-13.8-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.8&CDS=1-1029	YJR100C
1811	OG0001811	-processed-gene-13.10-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.10&CDS=1-876	YOR288C
1812	OG0001812	-processed-gene-13.11-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.11&CDS=1-1443	YFR044C
1813	OG0001813	-processed-gene-13.15-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.15&CDS=1-1344	YER043C
1814	OG0001814	-processed-gene-13.16-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.16&CDS=1-1221	YPL123C
1815	OG0001815	-processed-gene-13.32-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.32&CDS=1-2364	YGR261C
1816	OG0001816	-processed-gene-13.33-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.33&CDS=1-2970	YGR258C
1817	OG0001817	-processed-gene-13.34-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.34&CDS=1-3222	YMR288W
1818	OG0001818	-processed-gene-13.17-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.17&CDS=1-861	YHR187W
1819	OG0001819	-processed-gene-13.36-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.36&CDS=1-1746	YHR188C
1820	OG0001820	-processed-gene-13.18-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.18&CDS=1-1449	YJL013C
1821	OG0001821	-processed-gene-13.20-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.20&CDS=1-4887	YMR162C
1822	OG0001822	-processed-gene-13.37-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.37&CDS=1-2154	YJL012C
1823	OG0001823	-augustus-gene-13.51-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-augustus-gene-13.51&CDS=1-3777	YDL108W
