	OrthologID	Nakaseomyces_castellii	Saccharomyces_cerevisiae
1614	OG0001614	genemark-CACA0S12-processed-gene-13.58-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.58&CDS=1-1125	YIL023C
1615	OG0001615	genemark-CACA0S12-processed-gene-13.59-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.59&CDS=1-3366	YIL026C
1616	OG0001616	snap_masked-CACA0S12-processed-gene-13.112-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-13.112&CDS=1-435	YIL027C
1617	OG0001617	maker-CACA0S12-augustus-gene-13.162-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-13.162&CDS=1-915	YGR036C
1618	OG0001618	genemark-CACA0S12-processed-gene-13.61-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.61&CDS=1-1098	YGR040W
1619	OG0001619	augustus_masked-CACA0S12-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.14&CDS=1-777	YGR042W
1620	OG0001620	augustus_masked-CACA0S12-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.15&CDS=1-1041	YGR052W
1621	OG0001621	augustus_masked-CACA0S12-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.34&CDS=1-711	YGR053C
1622	OG0001622	genemark-CACA0S12-processed-gene-13.65-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.65&CDS=1-1860	YGR054W
1623	OG0001623	genemark-CACA0S12-processed-gene-13.87-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.87&CDS=1-708	YGR057C
1624	OG0001624	genemark-CACA0S12-processed-gene-13.67-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.67&CDS=1-1047	YGR058W
1625	OG0001625	augustus_masked-CACA0S12-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.20&CDS=1-930	YGR060W
1626	OG0001626	genemark-CACA0S12-processed-gene-13.70-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.70&CDS=1-1596	YOR043W
1627	OG0001627	snap_masked-CACA0S12-processed-gene-13.125-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-13.125&CDS=1-186	YOR045W
1628	OG0001628	genemark-CACA0S12-processed-gene-13.88-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.88&CDS=1-1482	YOR046C
1629	OG0001629	augustus_masked-CACA0S12-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.38&CDS=1-3021	YOR048C
1630	OG0001630	augustus_masked-CACA0S12-processed-gene-13.39-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.39&CDS=1-1296	YOR049C
1631	OG0001631	maker-CACA0S12-augustus-gene-13.163-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-13.163&CDS=1-2328	YOR051C
1632	OG0001632	genemark-CACA0S12-processed-gene-13.72-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.72&CDS=1-1158	YOR057W
1633	OG0001633	augustus_masked-CACA0S12-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.42&CDS=1-2601	YOR058C
1634	OG0001634	genemark-CACA0S12-processed-gene-13.94-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.94&CDS=1-1881	YKL185W
1635	OG0001635	augustus_masked-CACA0S12-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.24&CDS=1-561	YKL186C
1636	OG0001636	genemark-CACA0S12-processed-gene-13.75-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.75&CDS=1-2334	YKL188C
1637	OG0001637	genemark-CACA0S12-processed-gene-13.95-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.95&CDS=1-1233	YKL189W
1638	OG0001638	genemark-CACA0S12-processed-gene-13.96-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.96&CDS=1-525	YKL190W
1639	OG0001639	augustus_masked-CACA0S12-processed-gene-13.46-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.46&CDS=1-1530	YKL191W
1640	OG0001640	genemark-CACA0S12-processed-gene-13.76-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.76&CDS=1-417	YKL192C
1641	OG0001641	maker-CACA0S12-augustus-gene-13.160-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-13.160&CDS=1-2274	YKL194C
1642	OG0001642	genemark-CACA0S12-processed-gene-13.79-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.79&CDS=1-600	YKL196C
1643	OG0001643	genemark-CACA0S12-processed-gene-13.80-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.80&CDS=1-1737	YML054C
1644	OG0001644	genemark-CACA0S12-processed-gene-13.98-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.98&CDS=1-516	YML055W
1645	OG0001645	genemark-CACA0S12-processed-gene-13.81-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.81&CDS=1-1887	YLR429W
1646	OG0001646	genemark-CACA0S12-processed-gene-14.90-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.90&CDS=1-1710	YLR433C
1647	OG0001647	genemark-CACA0S12-processed-gene-14.91-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.91&CDS=1-243	YML058W
1648	OG0001648	augustus_masked-CACA0S12-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-14.48&CDS=1-5031	YML059C
1649	OG0001649	genemark-CACA0S12-processed-gene-14.92-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.92&CDS=1-1371	YML060W
1650	OG0001650	genemark-CACA0S12-processed-gene-14.89-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.89&CDS=1-2691	YML061C
1651	OG0001651	augustus_masked-CACA0S12-processed-gene-14.53-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-14.53&CDS=1-1092	YML062C
1652	OG0001652	genemark-CACA0S12-processed-gene-14.94-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.94&CDS=1-684	YML064C
1653	OG0001653	genemark-CACA0S12-processed-gene-14.115-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.115&CDS=1-2931	YML065W
1654	OG0001654	genemark-CACA0S12-processed-gene-14.95-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.95&CDS=1-1107	YML066C
1655	OG0001655	genemark-CACA0S12-processed-gene-14.96-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.96&CDS=1-1071	YML067C
1656	OG0001656	maker-CACA0S12-augustus-gene-14.0-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-14.0&CDS=1-3414	YML069W
1657	OG0001657	genemark-CACA0S12-processed-gene-14.97-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.97&CDS=1-1800	YML071C
1658	OG0001658	genemark-CACA0S12-processed-gene-14.98-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.98&CDS=1-4809	YML072C
1659	OG0001659	genemark-CACA0S12-processed-gene-14.99-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.99&CDS=1-519	YML073C
1660	OG0001660	genemark-CACA0S12-processed-gene-14.100-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.100&CDS=1-1191	YLR449W
1661	OG0001661	genemark-CACA0S12-processed-gene-14.101-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.101&CDS=1-3225	YML075C
1662	OG0001662	genemark-CACA0S12-processed-gene-14.102-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.102&CDS=1-2622	YML076C
1663	OG0001663	genemark-CACA0S12-processed-gene-14.118-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.118&CDS=1-303	YML077W
1664	OG0001664	genemark-CACA0S12-processed-gene-14.119-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.119&CDS=1-1176	YJR125C
1665	OG0001665	maker-CACA0S12-augustus-gene-14.1-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-14.1&CDS=1-5169	YML081W
1666	OG0001666	snap_masked-CACA0S12-processed-gene-14.19-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-14.19&CDS=1-186	YML081C-A
1667	OG0001667	genemark-CACA0S12-processed-gene-14.103-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.103&CDS=1-1587	YML086C
1668	OG0001668	augustus_masked-CACA0S12-processed-gene-14.82-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-14.82&CDS=1-1977	YML088W
1669	OG0001669	snap_masked-CACA0S12-processed-gene-14.22-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-14.22&CDS=1-1392	YML126C
1670	OG0001670	augustus_masked-CACA0S12-processed-gene-14.64-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-14.64&CDS=1-3942	YML091C
1671	OG0001671	genemark-CACA0S12-processed-gene-14.105-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.105&CDS=1-750	YML092C
1672	OG0001672	genemark-CACA0S12-processed-gene-14.125-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.125&CDS=1-2724	YML093W
1673	OG0001673	genemark-CACA0S12-processed-gene-14.126-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.126&CDS=1-1539	YML096W
1674	OG0001674	genemark-CACA0S12-processed-gene-14.106-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.106&CDS=1-1371	YML097C
1675	OG0001675	snap_masked-CACA0S12-processed-gene-14.26-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-14.26&CDS=1-1731	YML130C
1676	OG0001676	genemark-CACA0S12-processed-gene-14.127-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.127&CDS=1-498	YML098W
1677	OG0001677	genemark-CACA0S12-processed-gene-14.108-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.108&CDS=1-2337	YML099C
1678	OG0001678	augustus_masked-CACA0S12-processed-gene-14.69-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-14.69&CDS=1-2535	YHR172W
1679	OG0001679	genemark-CACA0S12-processed-gene-14.111-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.111&CDS=1-456	YHR175W
1680	OG0001680	genemark-CACA0S12-processed-gene-14.112-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.112&CDS=1-1281	YHR176W
1681	OG0001681	augustus_masked-CACA0S12-processed-gene-14.72-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-14.72&CDS=1-2757	YHR178W
1682	OG0001682	genemark-CACA0S12-processed-gene-15.3-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.3&CDS=1-1467	YHR183W
1683	OG0001683	augustus_masked-CACA0S12-processed-gene-15.43-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.43&CDS=1-1983	YHR184W
1684	OG0001684	augustus_masked-CACA0S12-processed-gene-15.44-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.44&CDS=1-879	YHR185C
1685	OG0001685	genemark-CACA0S12-processed-gene-15.6-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.6&CDS=1-4689	YHR186C
1686	OG0001686	genemark-CACA0S12-processed-gene-15.7-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.7&CDS=1-915	YHR187W
1687	OG0001687	genemark-CACA0S12-processed-gene-15.27-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.27&CDS=1-1824	YHR188C
1688	OG0001688	genemark-CACA0S12-processed-gene-15.8-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.8&CDS=1-2670	YMR288W
1689	OG0001689	augustus_masked-CACA0S12-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.48&CDS=1-1074	YMR289W
1690	OG0001690	genemark-CACA0S12-processed-gene-15.28-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.28&CDS=1-1491	YMR290C
1691	OG0001691	genemark-CACA0S12-processed-gene-15.10-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.10&CDS=1-1809	YMR291W
1692	OG0001692	genemark-CACA0S12-processed-gene-15.11-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.11&CDS=1-1080	YMR024W
1693	OG0001693	genemark-CACA0S12-processed-gene-15.30-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.30&CDS=1-1173	YMR026C
1694	OG0001694	genemark-CACA0S12-processed-gene-15.12-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.12&CDS=1-1395	YMR027W
1695	OG0001695	genemark-CACA0S12-processed-gene-15.13-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.13&CDS=1-1113	YMR028W
1696	OG0001696	snap_masked-CACA0S12-processed-gene-15.106-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-15.106&CDS=1-1536	YMR029C
1697	OG0001697	augustus_masked-CACA0S12-processed-gene-15.66-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.66&CDS=1-2607	YMR031C
1698	OG0001698	augustus_masked-CACA0S12-processed-gene-15.55-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.55&CDS=1-1947	YMR032W
1699	OG0001699	maker-CACA0S12-augustus-gene-15.1-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-15.1&CDS=1-1464	YMR033W
1700	OG0001700	genemark-CACA0S12-processed-gene-15.33-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.33&CDS=1-1011	YMR036C
1701	OG0001701	maker-CACA0S12-augustus-gene-15.2-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-15.2&CDS=1-1206	YMR041C
1702	OG0001702	snap_masked-CACA0S12-processed-gene-15.91-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-15.91&CDS=1-279	YMR042W
1703	OG0001703	genemark-CACA0S12-processed-gene-15.18-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.18&CDS=1-1278	YLR438W
1704	OG0001704	snap_masked-CACA0S12-processed-gene-15.111-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-15.111&CDS=1-255	YLR438C-A
1705	OG0001705	genemark-CACA0S12-processed-gene-15.19-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.19&CDS=1-927	YLR439W
1706	OG0001706	augustus_masked-CACA0S12-processed-gene-15.70-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.70&CDS=1-2199	YLR440C
1707	OG0001707	genemark-CACA0S12-processed-gene-15.36-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.36&CDS=1-765	YLR441C
1708	OG0001708	augustus_masked-CACA0S12-processed-gene-15.59-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-15.59&CDS=1-1749	YLR443W
1709	OG0001709	genemark-CACA0S12-processed-gene-15.38-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.38&CDS=1-1035	YLR447C
1710	OG0001710	genemark-CACA0S12-processed-gene-15.39-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-15.39&CDS=1-2304	YJR126C
1711	OG0001711	snap_masked-CACA0S12-processed-gene-15.118-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-15.118&CDS=1-1011	YJR129C
1712	OG0001712	genemark-CACA0S15-processed-gene-0.54-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.54&CDS=1-444	YKL214C
1713	OG0001713	genemark-CACA0S15-processed-gene-0.55-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.55&CDS=1-2166	YKL213C
1714	OG0001714	genemark-CACA0S15-processed-gene-0.39-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.39&CDS=1-1869	YKL212W
1715	OG0001715	genemark-CACA0S15-processed-gene-0.40-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.40&CDS=1-3051	YKL210W
1716	OG0001716	genemark-CACA0S15-processed-gene-0.56-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.56&CDS=1-3840	YKL209C
1717	OG0001717	snap_masked-CACA0S15-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-0.9&CDS=1-786	YKL208W
1718	OG0001718	genemark-CACA0S15-processed-gene-0.42-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.42&CDS=1-831	YKL207W
1719	OG0001719	augustus_masked-CACA0S15-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-0.72&CDS=1-1152	YJR072C
1720	OG0001720	snap_masked-CACA0S15-processed-gene-0.27-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-0.27&CDS=1-798	YKL206C
1721	OG0001721	genemark-CACA0S15-processed-gene-0.44-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.44&CDS=1-3207	YKL205W
1722	OG0001722	augustus_masked-CACA0S15-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-0.89&CDS=1-2889	YKL197C
1723	OG0001723	snap_masked-CACA0S15-processed-gene-0.15-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-0.15&CDS=1-1506	YML128C
1724	OG0001724	snap_masked-CACA0S15-processed-gene-0.16-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-0.16&CDS=1-189	YML129C
1725	OG0001725	genemark-CACA0S15-processed-gene-0.61-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.61&CDS=1-450	YML094W
1726	OG0001726	genemark-CACA0S15-processed-gene-0.48-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.48&CDS=1-591	YML095C
1727	OG0001727	genemark-CACA0S15-processed-gene-0.50-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.50&CDS=1-612	YOL149W
1728	OG0001728	maker-CACA0S15-snap-gene-0.3-mRNA-1_1&gene=maker-CACA0S15-snap-gene-0.3&CDS=1-1593	YOL148C
1729	OG0001729	genemark-CACA0S15-processed-gene-0.63-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.63&CDS=1-660	YOL147C
1730	OG0001730	genemark-CACA0S15-processed-gene-0.51-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.51&CDS=1-558	YOL146W
1731	OG0001731	maker-CACA0S15-augustus-gene-0.2-mRNA-1_1&gene=maker-CACA0S15-augustus-gene-0.2&CDS=1-1866	YNL330C
1732	OG0001732	snap_masked-CACA0S15-processed-gene-1.95-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.95&CDS=1-639	YOL142W
1733	OG0001733	snap_masked-CACA0S15-processed-gene-1.96-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.96&CDS=1-1908	YOL141W
1734	OG0001734	genemark-CACA0S15-processed-gene-1.46-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.46&CDS=1-1311	YOL140W
1735	OG0001735	genemark-CACA0S15-processed-gene-1.48-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.48&CDS=1-633	YOL139C
1736	OG0001736	snap_masked-CACA0S15-processed-gene-1.100-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.100&CDS=1-3897	YOL138C
1737	OG0001737	genemark-CACA0S15-processed-gene-1.47-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.47&CDS=1-1482	YOL137W
1738	OG0001738	genemark-CACA0S15-processed-gene-1.50-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.50&CDS=1-597	YOL135C
1739	OG0001739	genemark-CACA0S15-processed-gene-1.51-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.51&CDS=1-330	YOL133W
1740	OG0001740	augustus_masked-CACA0S15-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.28&CDS=1-2736	YNL313C
1741	OG0001741	genemark-CACA0S15-processed-gene-1.53-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.53&CDS=1-510	YOL129W
1742	OG0001742	snap_masked-CACA0S15-processed-gene-1.104-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.104&CDS=1-1299	YOL125W
1743	OG0001743	genemark-CACA0S15-processed-gene-1.78-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.78&CDS=1-1299	YOL124C
1744	OG0001744	augustus_masked-CACA0S15-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.33&CDS=1-1992	YOL119C
1745	OG0001745	augustus_masked-CACA0S15-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.7&CDS=1-1716	YOL117W
1746	OG0001746	snap_masked-CACA0S15-processed-gene-1.135-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.135&CDS=1-516	YOL114C
1747	OG0001747	snap_masked-CACA0S15-processed-gene-1.136-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.136&CDS=1-579	YOL111C
1748	OG0001748	genemark-CACA0S15-processed-gene-1.59-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.59&CDS=1-888	YOL110W
1749	OG0001749	genemark-CACA0S15-processed-gene-1.60-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.60&CDS=1-810	YNL289W
1750	OG0001750	genemark-CACA0S15-processed-gene-1.83-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.83&CDS=1-357	YOL108C
1751	OG0001751	genemark-CACA0S15-processed-gene-1.61-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.61&CDS=1-960	YOL107W
1752	OG0001752	genemark-CACA0S15-processed-gene-1.85-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.85&CDS=1-690	YOL102C
1753	OG0001753	genemark-CACA0S15-processed-gene-1.87-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.87&CDS=1-3093	YOL098C
1754	OG0001754	genemark-CACA0S15-processed-gene-1.64-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.64&CDS=1-639	YDR487C
1755	OG0001755	augustus_masked-CACA0S15-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.39&CDS=1-2250	YOL097C
1756	OG0001756	snap_masked-CACA0S15-processed-gene-1.143-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.143&CDS=1-2118	YOL095C
1757	OG0001757	genemark-CACA0S15-processed-gene-1.65-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.65&CDS=1-1440	YMR283C
1758	OG0001758	snap_masked-CACA0S15-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.116&CDS=1-1584	YMR282C
1759	OG0001759	snap_masked-CACA0S15-processed-gene-1.144-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-1.144&CDS=1-876	YMR281W
1760	OG0001760	genemark-CACA0S15-processed-gene-1.67-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.67&CDS=1-4026	YMR280C
1761	OG0001761	genemark-CACA0S15-processed-gene-1.68-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.68&CDS=1-1569	YMR279C
1762	OG0001762	augustus_masked-CACA0S15-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.42&CDS=1-1875	YMR278W
1763	OG0001763	genemark-CACA0S15-processed-gene-1.93-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.93&CDS=1-2280	YMR277W
1764	OG0001764	genemark-CACA0S15-processed-gene-1.94-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.94&CDS=1-1101	YMR276W
1765	OG0001765	genemark-CACA0S15-processed-gene-1.69-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.69&CDS=1-2910	YMR275C
1766	OG0001766	genemark-CACA0S15-processed-gene-1.70-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.70&CDS=1-933	YMR274C
1767	OG0001767	augustus_masked-CACA0S15-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.23&CDS=1-1179	YMR272C
1768	OG0001768	genemark-CACA0S15-processed-gene-1.73-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.73&CDS=1-1629	YNL189W
1769	OG0001769	augustus_masked-CACA0S15-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-1.27&CDS=1-1239	YNL187W
1770	OG0001770	genemark-CACA0S15-processed-gene-2.80-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.80&CDS=1-2163	YNL186W
1771	OG0001771	genemark-CACA0S15-processed-gene-2.83-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.83&CDS=1-447	YNL185C
1772	OG0001772	snap_masked-CACA0S15-processed-gene-2.7-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-2.7&CDS=1-2118	YNL183C
1773	OG0001773	augustus_masked-CACA0S15-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.43&CDS=1-1179	YNL181W
1774	OG0001774	augustus_masked-CACA0S15-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.44&CDS=1-753	YNL178W
1775	OG0001775	genemark-CACA0S15-processed-gene-2.105-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.105&CDS=1-912	YNL177C
1776	OG0001776	snap_masked-CACA0S15-processed-gene-2.30-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-2.30&CDS=1-1488	YDL211C
1777	OG0001777	genemark-CACA0S15-processed-gene-2.107-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.107&CDS=1-1098	YNL175C
1778	OG0001778	genemark-CACA0S15-processed-gene-2.86-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.86&CDS=1-1035	YPR025C
1779	OG0001779	augustus_masked-CACA0S15-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.70&CDS=1-2121	YPR024W
1780	OG0001780	augustus_masked-CACA0S15-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.48&CDS=1-1467	YER122C
1781	OG0001781	augustus_masked-CACA0S15-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.49&CDS=1-1056	YBL092W
1782	OG0001782	genemark-CACA0S15-processed-gene-2.111-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.111&CDS=1-3732	YGR270W
1783	OG0001783	genemark-CACA0S15-processed-gene-2.89-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.89&CDS=1-627	YGR268C
1784	OG0001784	genemark-CACA0S15-processed-gene-2.90-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.90&CDS=1-732	YGR267C
1785	OG0001785	augustus_masked-CACA0S15-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.73&CDS=1-2115	YGR266W
1786	OG0001786	genemark-CACA0S15-processed-gene-2.91-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-2.91&CDS=1-2259	YGR264C
1787	OG0001787	snap_masked-CACA0S15-processed-gene-2.16-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-2.16&CDS=1-1266	YGR263C
