	OrthologID	Lachancea_fantastica	Saccharomyces_cerevisiae
2447	OG0002447	maker-LAFA0E-augustus-gene-18.1-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-18.1&CDS=1-1392	YPL129W
2448	OG0002448	snap_masked-LAFA0E-processed-gene-18.94-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.94&CDS=1-567	YOR215C
2449	OG0002449	snap_masked-LAFA0E-processed-gene-18.95-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.95&CDS=1-1386	YOR216C
2450	OG0002450	snap_masked-LAFA0E-processed-gene-18.81-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.81&CDS=1-2607	YOR217W
2451	OG0002451	genemark-LAFA0E-processed-gene-18.25-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-18.25&CDS=1-2592	YOR219C
2452	OG0002452	snap_masked-LAFA0E-processed-gene-18.97-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.97&CDS=1-885	YPL131W
2453	OG0002453	augustus_masked-LAFA0E-processed-gene-18.46-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-18.46&CDS=1-645	YOR220W
2454	OG0002454	snap_masked-LAFA0E-processed-gene-18.98-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.98&CDS=1-639	YPL132W
2455	OG0002455	snap_masked-LAFA0E-processed-gene-18.83-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.83&CDS=1-1077	YPL133C
2456	OG0002456	augustus_masked-LAFA0E-processed-gene-18.61-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-18.61&CDS=1-951	YOR221C
2457	OG0002457	augustus_masked-LAFA0E-processed-gene-18.62-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-18.62&CDS=1-3525	YPR164W
2458	OG0002458	snap_masked-LAFA0E-processed-gene-18.101-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.101&CDS=1-8280	YLR454W
2459	OG0002459	snap_masked-LAFA0E-processed-gene-18.84-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.84&CDS=1-1299	YPR163C
2460	OG0002460	snap_masked-LAFA0E-processed-gene-18.102-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.102&CDS=1-3540	YKR096W
2461	OG0002461	augustus_masked-LAFA0E-processed-gene-18.65-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-18.65&CDS=1-264	YKR095W-A
2462	OG0002462	augustus_masked-LAFA0E-processed-gene-18.66-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-18.66&CDS=1-1758	YIL150C
2463	OG0002463	augustus_masked-LAFA0E-processed-gene-18.67-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-18.67&CDS=1-5355	YKR095W
2464	OG0002464	genemark-LAFA0E-processed-gene-18.33-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-18.33&CDS=1-3411	YIL147C
2465	OG0002465	genemark-LAFA0E-processed-gene-18.34-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-18.34&CDS=1-1572	YIL146C
2466	OG0002466	snap_masked-LAFA0E-processed-gene-18.108-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.108&CDS=1-921	YIL145C
2467	OG0002467	snap_masked-LAFA0E-processed-gene-18.87-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.87&CDS=1-2034	YIL144W
2468	OG0002468	snap_masked-LAFA0E-processed-gene-19.83-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.83&CDS=1-2559	YIL143C
2469	OG0002469	snap_masked-LAFA0E-processed-gene-19.84-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.84&CDS=1-2151	YOR084W
2470	OG0002470	snap_masked-LAFA0E-processed-gene-19.85-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.85&CDS=1-1029	YOR083W
2471	OG0002471	snap_masked-LAFA0E-processed-gene-19.86-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.86&CDS=1-2205	YKR090W
2472	OG0002472	snap_masked-LAFA0E-processed-gene-19.87-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.87&CDS=1-1365	YJR117W
2473	OG0002473	snap_masked-LAFA0E-processed-gene-19.88-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.88&CDS=1-813	YJR116W
2474	OG0002474	snap_masked-LAFA0E-processed-gene-19.89-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.89&CDS=1-1038	YJR105W
2475	OG0002475	genemark-LAFA0E-processed-gene-19.8-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-19.8&CDS=1-1122	YJR107W
2476	OG0002476	snap_masked-LAFA0E-processed-gene-19.110-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.110&CDS=1-1326	YER020W
2477	OG0002477	snap_masked-LAFA0E-processed-gene-19.113-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.113&CDS=1-3351	YJR109C
2478	OG0002478	augustus_masked-LAFA0E-processed-gene-19.53-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-19.53&CDS=1-222	YDR156W
2479	OG0002479	snap_masked-LAFA0E-processed-gene-19.91-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.91&CDS=1-1095	YDR158W
2480	OG0002480	snap_masked-LAFA0E-processed-gene-19.92-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.92&CDS=1-996	YLR137W
2481	OG0002481	augustus_masked-LAFA0E-processed-gene-19.56-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-19.56&CDS=1-10227	YLR138W
2482	OG0002482	snap_masked-LAFA0E-processed-gene-19.114-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.114&CDS=1-831	YDR162C
2483	OG0002483	augustus_masked-LAFA0E-processed-gene-19.57-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-19.57&CDS=1-672	YDR163W
2484	OG0002484	snap_masked-LAFA0E-processed-gene-19.115-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.115&CDS=1-1464	YLR141W
2485	OG0002485	augustus_masked-LAFA0E-processed-gene-19.58-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-19.58&CDS=1-2058	YLR139C
2486	OG0002486	snap_masked-LAFA0E-processed-gene-19.99-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.99&CDS=1-1425	YLR142W
2487	OG0002487	snap_masked-LAFA0E-processed-gene-19.100-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.100&CDS=1-2103	YLR143W
2488	OG0002488	snap_masked-LAFA0E-processed-gene-19.116-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.116&CDS=1-1845	YDR164C
2489	OG0002489	snap_masked-LAFA0E-processed-gene-19.102-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.102&CDS=1-534	YLR145W
2490	OG0002490	snap_masked-LAFA0E-processed-gene-19.118-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.118&CDS=1-900	YLR146C
2491	OG0002491	snap_masked-LAFA0E-processed-gene-19.103-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.103&CDS=1-1356	YDR165W
2492	OG0002492	snap_masked-LAFA0E-processed-gene-19.120-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.120&CDS=1-2688	YDR166C
2493	OG0002493	snap_masked-LAFA0E-processed-gene-19.121-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.121&CDS=1-306	YLR147C
2494	OG0002494	snap_masked-LAFA0E-processed-gene-19.105-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.105&CDS=1-2730	YLR148W
2495	OG0002495	snap_masked-LAFA0E-processed-gene-19.106-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.106&CDS=1-594	YDR167W
2496	OG0002496	snap_masked-LAFA0E-processed-gene-19.107-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.107&CDS=1-1470	YDR168W
2497	OG0002497	snap_masked-LAFA0E-processed-gene-19.122-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.122&CDS=1-2025	YLR149C
2498	OG0002498	augustus_masked-LAFA0E-processed-gene-19.79-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-19.79&CDS=1-1464	YDR169C
2499	OG0002499	augustus_masked-LAFA0E-processed-gene-19.66-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-19.66&CDS=1-819	YLR150W
2500	OG0002500	maker-LAFA0E-augustus-gene-19.44-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-19.44&CDS=1-2751	YLR152C
2501	OG0002501	snap_masked-LAFA0E-processed-gene-19.126-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-19.126&CDS=1-2043	YLR153C
2502	OG0002502	snap_masked-LAFA0E-processed-gene-20.101-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.101&CDS=1-4251	YGL150C
2503	OG0002503	snap_masked-LAFA0E-processed-gene-20.104-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.104&CDS=1-3216	YGL151W
2504	OG0002504	snap_masked-LAFA0E-processed-gene-20.105-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.105&CDS=1-1020	YGL153W
2505	OG0002505	augustus_masked-LAFA0E-processed-gene-20.194-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.194&CDS=1-1692	YDL119C
2506	OG0002506	augustus_masked-LAFA0E-processed-gene-20.197-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.197&CDS=1-4656	YGL156W
2507	OG0002507	genemark-LAFA0E-processed-gene-20.46-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.46&CDS=1-468	YDL120W
2508	OG0002508	maker-LAFA0E-snap-gene-20.89-mRNA-1_1&gene=maker-LAFA0E-snap-gene-20.89&CDS=1-1986	YDL122W
2509	OG0002509	snap_masked-LAFA0E-processed-gene-20.152-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.152&CDS=1-1401	YNL016W
2510	OG0002510	snap_masked-LAFA0E-processed-gene-20.109-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.109&CDS=1-1041	YIL083C
2511	OG0002511	snap_masked-LAFA0E-processed-gene-20.153-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.153&CDS=1-1488	YNL026W
2512	OG0002512	snap_masked-LAFA0E-processed-gene-20.154-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.154&CDS=1-1653	YNL027W
2513	OG0002513	snap_masked-LAFA0E-processed-gene-20.155-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.155&CDS=1-1266	YML005W
2514	OG0002514	snap_masked-LAFA0E-processed-gene-20.110-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.110&CDS=1-894	YIL084C
2515	OG0002515	snap_masked-LAFA0E-processed-gene-20.112-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.112&CDS=1-411	YIL087C
2516	OG0002516	snap_masked-LAFA0E-processed-gene-20.157-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.157&CDS=1-858	YNL032W
2517	OG0002517	snap_masked-LAFA0E-processed-gene-20.113-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.113&CDS=1-1410	YIL088C
2518	OG0002518	snap_masked-LAFA0E-processed-gene-20.159-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.159&CDS=1-897	YNL025C
2519	OG0002519	snap_masked-LAFA0E-processed-gene-20.160-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.160&CDS=1-1434	YIL090W
2520	OG0002520	augustus_masked-LAFA0E-processed-gene-20.204-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.204&CDS=1-2187	YIL091C
2521	OG0002521	snap_masked-LAFA0E-processed-gene-20.115-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.115&CDS=1-783	YIL093C
2522	OG0002522	snap_masked-LAFA0E-processed-gene-20.161-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.161&CDS=1-747	YNL024C
2523	OG0002523	genemark-LAFA0E-processed-gene-20.58-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.58&CDS=1-2166	YNL023C
2524	OG0002524	snap_masked-LAFA0E-processed-gene-20.117-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.117&CDS=1-1104	YIL094C
2525	OG0002525	snap_masked-LAFA0E-processed-gene-20.163-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.163&CDS=1-1461	YNL022C
2526	OG0002526	snap_masked-LAFA0E-processed-gene-20.118-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.118&CDS=1-2118	YNL021W
2527	OG0002527	snap_masked-LAFA0E-processed-gene-20.164-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.164&CDS=1-2331	YIL095W
2528	OG0002528	augustus_masked-LAFA0E-processed-gene-20.208-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.208&CDS=1-2811	YNL035C
2529	OG0002529	snap_masked-LAFA0E-processed-gene-20.121-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.121&CDS=1-465	YNL038W
2530	OG0002530	snap_masked-LAFA0E-processed-gene-20.122-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.122&CDS=1-981	YIL096C
2531	OG0002531	snap_masked-LAFA0E-processed-gene-20.165-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.165&CDS=1-1494	YIL097W
2532	OG0002532	snap_masked-LAFA0E-processed-gene-20.166-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.166&CDS=1-1083	YNL037C
2533	OG0002533	snap_masked-LAFA0E-processed-gene-20.123-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.123&CDS=1-495	YIL098C
2534	OG0002534	snap_masked-LAFA0E-processed-gene-20.167-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.167&CDS=1-1854	YIL099W
2535	OG0002535	snap_masked-LAFA0E-processed-gene-20.168-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.168&CDS=1-648	YNL036W
2536	OG0002536	snap_masked-LAFA0E-processed-gene-20.125-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.125&CDS=1-1932	YIL101C
2537	OG0002537	snap_masked-LAFA0E-processed-gene-20.126-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.126&CDS=1-2442	YNL041C
2538	OG0002538	snap_masked-LAFA0E-processed-gene-20.169-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.169&CDS=1-1257	YIL103W
2539	OG0002539	snap_masked-LAFA0E-processed-gene-20.127-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.127&CDS=1-1500	YIL104C
2540	OG0002540	snap_masked-LAFA0E-processed-gene-20.170-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.170&CDS=1-1035	YNL042W
2541	OG0002541	maker-LAFA0E-augustus-gene-20.96-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-20.96&CDS=1-2250	YNL045W
2542	OG0002542	snap_masked-LAFA0E-processed-gene-20.173-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.173&CDS=1-1722	YNL048W
2543	OG0002543	maker-LAFA0E-augustus-gene-20.97-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-20.97&CDS=1-813	YIL106W
2544	OG0002544	genemark-LAFA0E-processed-gene-20.26-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.26&CDS=1-1452	YMR283C
2545	OG0002545	snap_masked-LAFA0E-processed-gene-20.130-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.130&CDS=1-1614	YMR282C
2546	OG0002546	snap_masked-LAFA0E-processed-gene-20.174-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.174&CDS=1-762	YMR281W
2547	OG0002547	snap_masked-LAFA0E-processed-gene-20.131-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.131&CDS=1-3636	YMR280C
2548	OG0002548	snap_masked-LAFA0E-processed-gene-20.132-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.132&CDS=1-3021	YML117W
2549	OG0002549	snap_masked-LAFA0E-processed-gene-20.133-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.133&CDS=1-1560	YML116W
2550	OG0002550	snap_masked-LAFA0E-processed-gene-20.175-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.175&CDS=1-1281	YML115C
2551	OG0002551	snap_masked-LAFA0E-processed-gene-20.177-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.177&CDS=1-1866	YMR278W
2552	OG0002552	snap_masked-LAFA0E-processed-gene-20.178-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.178&CDS=1-2217	YMR277W
2553	OG0002553	snap_masked-LAFA0E-processed-gene-20.179-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.179&CDS=1-1653	YML114C
2554	OG0002554	snap_masked-LAFA0E-processed-gene-20.180-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.180&CDS=1-1203	YMR276W
2555	OG0002555	snap_masked-LAFA0E-processed-gene-20.134-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.134&CDS=1-981	YML113W
2556	OG0002556	snap_masked-LAFA0E-processed-gene-20.135-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.135&CDS=1-882	YML112W
2557	OG0002557	snap_masked-LAFA0E-processed-gene-20.181-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.181&CDS=1-903	YML110C
2558	OG0002558	snap_masked-LAFA0E-processed-gene-20.137-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.137&CDS=1-888	YMR274C
2559	OG0002559	snap_masked-LAFA0E-processed-gene-20.138-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.138&CDS=1-2757	YML109W
2560	OG0002560	snap_masked-LAFA0E-processed-gene-20.139-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.139&CDS=1-456	YML108W
2561	OG0002561	maker-LAFA0E-snap-gene-20.91-mRNA-1_1&gene=maker-LAFA0E-snap-gene-20.91&CDS=1-1974	YDR419W
2562	OG0002562	snap_masked-LAFA0E-processed-gene-20.185-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.185&CDS=1-2283	YEL053C
2563	OG0002563	snap_masked-LAFA0E-processed-gene-20.140-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.140&CDS=1-1416	YEL052W
2564	OG0002564	genemark-LAFA0E-processed-gene-20.39-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.39&CDS=1-1989	YML006C
2565	OG0002565	genemark-LAFA0E-processed-gene-20.82-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.82&CDS=1-2145	YDR422C
2566	OG0002566	snap_masked-LAFA0E-processed-gene-20.187-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.187&CDS=1-1683	YML007W
2567	OG0002567	augustus_masked-LAFA0F-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-1.21&CDS=1-1617	YFL055W
2568	OG0002568	snap_masked-LAFA0F-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.46&CDS=1-783	YNL168C
2569	OG0002569	snap_masked-LAFA0F-processed-gene-1.67-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.67&CDS=1-1047	YMR315W
2570	OG0002570	snap_masked-LAFA0F-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.68&CDS=1-2559	YML099C
2571	OG0002571	snap_masked-LAFA0F-processed-gene-1.47-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.47&CDS=1-477	YML098W
2572	OG0002572	snap_masked-LAFA0F-processed-gene-1.69-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.69&CDS=1-1902	YML130C
2573	OG0002573	snap_masked-LAFA0F-processed-gene-1.70-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.70&CDS=1-1341	YML097C
2574	OG0002574	snap_masked-LAFA0F-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.48&CDS=1-1551	YML096W
2575	OG0002575	snap_masked-LAFA0F-processed-gene-1.71-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.71&CDS=1-660	YML095C
2576	OG0002576	maker-LAFA0F-augustus-gene-1.88-mRNA-1_1&gene=maker-LAFA0F-augustus-gene-1.88&CDS=1-3009	YML093W
2577	OG0002577	augustus_masked-LAFA0F-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-1.28&CDS=1-1215	YML092C
2578	OG0002578	snap_masked-LAFA0F-processed-gene-1.74-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.74&CDS=1-183	YML129C
2579	OG0002579	maker-LAFA0F-snap-gene-1.94-mRNA-1_1&gene=maker-LAFA0F-snap-gene-1.94&CDS=1-1581	YML128C
2580	OG0002580	snap_masked-LAFA0F-processed-gene-1.53-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.53&CDS=1-1680	YML127W
2581	OG0002581	snap_masked-LAFA0F-processed-gene-1.76-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.76&CDS=1-3666	YML091C
2582	OG0002582	snap_masked-LAFA0F-processed-gene-1.77-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.77&CDS=1-1392	YML126C
2583	OG0002583	snap_masked-LAFA0F-processed-gene-1.78-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.78&CDS=1-3696	YAR042W
2584	OG0002584	snap_masked-LAFA0F-processed-gene-1.79-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.79&CDS=1-1959	YAR035W
2585	OG0002585	maker-LAFA0F-snap-gene-1.91-mRNA-1_1&gene=maker-LAFA0F-snap-gene-1.91&CDS=1-2097	YAR018C
2586	OG0002586	snap_masked-LAFA0F-processed-gene-1.80-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.80&CDS=1-912	YAR015W
2587	OG0002587	snap_masked-LAFA0F-processed-gene-1.56-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.56&CDS=1-2100	YAR014C
2588	OG0002588	snap_masked-LAFA0F-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.57&CDS=1-2709	YBR017C
2589	OG0002589	snap_masked-LAFA0F-processed-gene-1.58-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.58&CDS=1-1647	YIR027C
2590	OG0002590	snap_masked-LAFA0F-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.81&CDS=1-663	YDL018C
2591	OG0002591	snap_masked-LAFA0F-processed-gene-1.59-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.59&CDS=1-1410	YDL017W
2592	OG0002592	snap_masked-LAFA0F-processed-gene-1.82-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.82&CDS=1-915	YDL015C
2593	OG0002593	augustus_masked-LAFA0F-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-1.16&CDS=1-948	YDL014W
2594	OG0002594	snap_masked-LAFA0F-processed-gene-1.61-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.61&CDS=1-1731	YDL013W
2595	OG0002595	snap_masked-LAFA0F-processed-gene-1.63-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.63&CDS=1-1335	YBR138C
2596	OG0002596	snap_masked-LAFA0F-processed-gene-1.84-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.84&CDS=1-540	YBR137W
2597	OG0002597	snap_masked-LAFA0F-processed-gene-1.85-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.85&CDS=1-3747	YOL075C
2598	OG0002598	snap_masked-LAFA0F-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.64&CDS=1-561	YGR078C
2599	OG0002599	snap_masked-LAFA0F-processed-gene-1.86-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.86&CDS=1-840	YOL073C
2600	OG0002600	augustus_masked-LAFA0F-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-2.54&CDS=1-1716	YGR077C
2601	OG0002601	genemark-LAFA0F-processed-gene-2.1-mRNA-1_1&gene=genemark-LAFA0F-processed-gene-2.1&CDS=1-1044	YBR034C
2602	OG0002602	snap_masked-LAFA0F-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.105&CDS=1-1155	YKR038C
2603	OG0002603	snap_masked-LAFA0F-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.108&CDS=1-819	YKR037C
2604	OG0002604	snap_masked-LAFA0F-processed-gene-2.109-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.109&CDS=1-2184	YJL112W
2605	OG0002605	snap_masked-LAFA0F-processed-gene-2.110-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.110&CDS=1-1653	YJL111W
2606	OG0002606	snap_masked-LAFA0F-processed-gene-2.138-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.138&CDS=1-612	YKR035W-A
2607	OG0002607	snap_masked-LAFA0F-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.111&CDS=1-3285	YML002W
2608	OG0002608	genemark-LAFA0F-processed-gene-2.33-mRNA-1_1&gene=genemark-LAFA0F-processed-gene-2.33&CDS=1-1014	YOR007C
2609	OG0002609	snap_masked-LAFA0F-processed-gene-2.139-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.139&CDS=1-1608	YOR002W
2610	OG0002610	snap_masked-LAFA0F-processed-gene-2.112-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.112&CDS=1-624	YML001W
2611	OG0002611	snap_masked-LAFA0F-processed-gene-2.113-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.113&CDS=1-915	YOL001W
2612	OG0002612	snap_masked-LAFA0F-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.115&CDS=1-2199	YOR001W
2613	OG0002613	snap_masked-LAFA0F-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.118&CDS=1-1131	YOL003C
2614	OG0002614	snap_masked-LAFA0F-processed-gene-2.141-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.141&CDS=1-4302	YOL004W
2615	OG0002615	snap_masked-LAFA0F-processed-gene-2.119-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.119&CDS=1-366	YOL005C
2616	OG0002616	snap_masked-LAFA0F-processed-gene-2.142-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.142&CDS=1-2094	YMR001C
2617	OG0002617	snap_masked-LAFA0F-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.120&CDS=1-2322	YOL006C
