	OrthologID	Candida_versatilis	Saccharomyces_cerevisiae
1707	OG0001707	-processed-gene-5.142-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.142&CDS=1-972	YDR075W
1708	OG0001708	-processed-gene-5.143-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.143&CDS=1-723	YDR005C
1709	OG0001709	-processed-gene-5.169-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.169&CDS=1-2517	YBL023C
1710	OG0001710	-processed-gene-5.171-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.171&CDS=1-1464	YBR006W
1711	OG0001711	-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.113&CDS=1-2937	YBL022C
1712	OG0001712	-processed-gene-6.2-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.2&CDS=1-942	YBR011C
1713	OG0001713	-processed-gene-6.7-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.7&CDS=1-654	YDR007W
1714	OG0001714	-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.59&CDS=1-4029	YML103C
1715	OG0001715	-processed-gene-6.9-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.9&CDS=1-1146	YEL002C
1716	OG0001716	-processed-gene-6.11-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.11&CDS=1-648	YBL040C
1717	OG0001717	-processed-gene-6.12-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.12&CDS=1-669	YBL041W
1718	OG0001718	-augustus-gene-6.113-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-6.113&CDS=1-1116	YBR153W
1719	OG0001719	-processed-gene-6.41-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.41&CDS=1-1452	YNL218W
1720	OG0001720	-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.95&CDS=1-2091	YBL080C
1721	OG0001721	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.15&CDS=1-2004	YPR024W
1722	OG0001722	-processed-gene-6.130-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.130&CDS=1-582	YDR489W
1723	OG0001723	-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.72&CDS=1-2259	YOL138C
1724	OG0001724	-processed-gene-6.20-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.20&CDS=1-1023	YDR198C
1725	OG0001725	-processed-gene-6.160-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.160&CDS=1-1872	YJR090C
1726	OG0001726	-processed-gene-6.22-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.22&CDS=1-3573	YDL145C
1727	OG0001727	-processed-gene-6.50-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.50&CDS=1-1176	YPR041W
1728	OG0001728	-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.78&CDS=1-3336	YGL131C
1729	OG0001729	-processed-gene-6.51-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.51&CDS=1-516	YPL213W
1730	OG0001730	-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.79&CDS=1-861	YKL108W
1731	OG0001731	-processed-gene-6.52-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.52&CDS=1-927	YPL215W
1732	OG0001732	-processed-gene-6.27-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.27&CDS=1-876	YJR088C
1733	OG0001733	-processed-gene-6.165-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.165&CDS=1-684	YPR040W
1734	OG0001734	-processed-gene-6.30-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.30&CDS=1-1317	YLR023C
1735	OG0001735	-processed-gene-6.144-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.144&CDS=1-1086	YLR325C
1736	OG0001736	-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.108&CDS=1-2133	YKL184W
1737	OG0001737	-processed-gene-6.34-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.34&CDS=1-966	YPR169W
1738	OG0001738	-processed-gene-6.56-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.56&CDS=1-957	YNR041C
1739	OG0001739	-processed-gene-6.148-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.148&CDS=1-1698	YNL275W
1740	OG0001740	-processed-gene-6.149-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.149&CDS=1-1134	YNR043W
1741	OG0001741	-processed-gene-6.37-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.37&CDS=1-3000	YLR032W
1742	OG0001742	-processed-gene-6.57-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-6.57&CDS=1-5532	YGR271W
1743	OG0001743	-processed-gene-7.132-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.132&CDS=1-1413	YMR293C
1744	OG0001744	-processed-gene-7.134-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.134&CDS=1-3276	YGR270W
1745	OG0001745	-processed-gene-7.1-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.1&CDS=1-1734	YDR292C
1746	OG0001746	-processed-gene-7.135-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.135&CDS=1-603	YFL038C
1747	OG0001747	-processed-gene-7.166-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.166&CDS=1-1926	YER103W
1748	OG0001748	-processed-gene-7.167-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.167&CDS=1-1707	YGR186W
1749	OG0001749	-processed-gene-7.137-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.137&CDS=1-726	YKL154W
1750	OG0001750	-processed-gene-7.138-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.138&CDS=1-369	YMR039C
1751	OG0001751	-processed-gene-7.139-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.139&CDS=1-1530	YGL179C
1752	OG0001752	-processed-gene-7.141-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.141&CDS=1-1359	YKL045W
1753	OG0001753	-processed-gene-7.143-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.143&CDS=1-2856	YGL207W
1754	OG0001754	-processed-gene-7.144-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.144&CDS=1-1380	YER151C
1755	OG0001755	-processed-gene-7.172-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.172&CDS=1-951	YER156C
1756	OG0001756	-processed-gene-7.174-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.174&CDS=1-1191	YGL035C
1757	OG0001757	-processed-gene-7.175-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.175&CDS=1-1632	YGL216W
1758	OG0001758	-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.83&CDS=1-1074	YER154W
1759	OG0001759	-processed-gene-7.178-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.178&CDS=1-1074	YOR084W
1760	OG0001760	-processed-gene-7.179-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.179&CDS=1-2928	YOL145C
1761	OG0001761	-processed-gene-7.181-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.181&CDS=1-594	YOR174W
1762	OG0001762	-processed-gene-7.148-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.148&CDS=1-789	YGL050W
1763	OG0001763	-processed-gene-7.182-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.182&CDS=1-1881	YIR023W
1764	OG0001764	-processed-gene-7.183-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.183&CDS=1-1284	YKL012W
1765	OG0001765	-processed-gene-7.150-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.150&CDS=1-510	YKL013C
1766	OG0001766	-processed-gene-7.184-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.184&CDS=1-519	YIR022W
1767	OG0001767	-processed-gene-7.151-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.151&CDS=1-1389	YFR010W
1768	OG0001768	-processed-gene-7.185-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.185&CDS=1-465	YFR011C
1769	OG0001769	-processed-gene-7.153-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.153&CDS=1-858	YKL088W
1770	OG0001770	-processed-gene-7.23-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.23&CDS=1-693	YPL078C
1771	OG0001771	-processed-gene-7.57-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.57&CDS=1-666	YOR332W
1772	OG0001772	-processed-gene-7.188-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.188&CDS=1-768	YJR113C
1773	OG0001773	-processed-gene-7.155-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.155&CDS=1-927	YDR175C
1774	OG0001774	-processed-gene-7.156-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.156&CDS=1-846	YGR031W
1775	OG0001775	-processed-gene-7.190-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.190&CDS=1-2205	YPR095C
1776	OG0001776	-processed-gene-7.157-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.157&CDS=1-1341	YEL062W
1777	OG0001777	-processed-gene-7.158-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.158&CDS=1-933	YNR035C
1778	OG0001778	-processed-gene-7.191-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.191&CDS=1-1392	YIR027C
1779	OG0001779	-processed-gene-7.159-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.159&CDS=1-1776	YAL016W
1780	OG0001780	-processed-gene-7.192-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.192&CDS=1-2325	YGR264C
1781	OG0001781	-processed-gene-7.194-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.194&CDS=1-1437	YBR030W
1782	OG0001782	-processed-gene-7.163-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.163&CDS=1-720	YOR278W
1783	OG0001783	-processed-gene-8.49-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.49&CDS=1-2325	YDR258C
1784	OG0001784	-processed-gene-8.53-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.53&CDS=1-1200	YJL123C
1785	OG0001785	-processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.55&CDS=1-1509	YDL178W
1786	OG0001786	-processed-gene-8.56-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.56&CDS=1-909	YCR066W
1787	OG0001787	-processed-gene-8.59-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.59&CDS=1-402	YJR034W
1788	OG0001788	-processed-gene-8.60-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.60&CDS=1-2970	YJR035W
1789	OG0001789	-processed-gene-8.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.79&CDS=1-2667	YHR073W
1790	OG0001790	-processed-gene-8.82-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.82&CDS=1-4494	YER155C
1791	OG0001791	-processed-gene-8.63-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.63&CDS=1-1182	YGR185C
1792	OG0001792	-processed-gene-8.32-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.32&CDS=1-6468	YGR189C
1793	OG0001793	-processed-gene-8.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.66&CDS=1-1143	YGR202C
1794	OG0001794	-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.137&CDS=1-366	YGR203W
1795	OG0001795	-snap-gene-8.100-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-8.100&CDS=1-2841	YGR258C
1796	OG0001796	-processed-gene-8.67-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.67&CDS=1-774	YHR187W
1797	OG0001797	-processed-gene-8.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.68&CDS=1-2025	YGR261C
1798	OG0001798	-processed-gene-8.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.90&CDS=1-2643	YDR490C
1799	OG0001799	-processed-gene-8.70-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.70&CDS=1-2988	YCR092C
1800	OG0001800	-processed-gene-8.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.71&CDS=1-1032	YMR315W
1801	OG0001801	-processed-gene-8.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.72&CDS=1-888	YOR239W
1802	OG0001802	-processed-gene-8.94-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.94&CDS=1-1398	YOR241W
1803	OG0001803	-processed-gene-8.95-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.95&CDS=1-792	YPL149W
1804	OG0001804	-processed-gene-8.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.73&CDS=1-1719	YPL150W
1805	OG0001805	-processed-gene-8.96-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.96&CDS=1-3273	YPL160W
1806	OG0001806	-processed-gene-8.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.97&CDS=1-1356	YOR260W
1807	OG0001807	-processed-gene-9.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.71&CDS=1-1245	YOR259C
1808	OG0001808	-processed-gene-9.5-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.5&CDS=1-756	YLR285W
1809	OG0001809	-processed-gene-9.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.74&CDS=1-573	YDL072C
1810	OG0001810	-processed-gene-9.151-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.151&CDS=1-2787	YLR401C
1811	OG0001811	-processed-gene-9.75-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.75&CDS=1-1311	YOR303W
1812	OG0001812	-processed-gene-9.104-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.104&CDS=1-411	YMR073C
1813	OG0001813	-processed-gene-9.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.80&CDS=1-1329	YPL072W
1814	OG0001814	-processed-gene-9.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.107&CDS=1-2181	YPR049C
1815	OG0001815	-processed-gene-9.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.81&CDS=1-543	YPR051W
1816	OG0001816	-processed-gene-9.108-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.108&CDS=1-1902	YBR094W
1817	OG0001817	-processed-gene-9.16-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.16&CDS=1-585	YHR005C-A
1818	OG0001818	-processed-gene-9.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.109&CDS=1-1827	YOR233W
1819	OG0001819	-processed-gene-9.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.85&CDS=1-1044	YBR087W
1820	OG0001820	-processed-gene-9.110-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.110&CDS=1-672	YBL038W
1821	OG0001821	-processed-gene-9.159-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.159&CDS=1-1299	YPR047W
1822	OG0001822	-processed-gene-9.111-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.111&CDS=1-648	YOR232W
1823	OG0001823	-processed-gene-9.87-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.87&CDS=1-1692	YPR048W
1824	OG0001824	-processed-gene-9.113-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.113&CDS=1-1800	YIL067C
1825	OG0001825	-processed-gene-9.115-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.115&CDS=1-1248	YPL120W
1826	OG0001826	-processed-gene-9.89-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.89&CDS=1-4272	YNL271C
1827	OG0001827	-processed-gene-9.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.119&CDS=1-645	YLR293C
1828	OG0001828	-processed-gene-9.120-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.120&CDS=1-342	YLR298C
1829	OG0001829	-processed-gene-9.122-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.122&CDS=1-3459	YOR191W
1830	OG0001830	-processed-gene-9.124-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.124&CDS=1-1509	YDR481C
1831	OG0001831	-processed-gene-9.125-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.125&CDS=1-609	YPL051W
1832	OG0001832	-processed-gene-9.127-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.127&CDS=1-945	YPR011C
1833	OG0001833	-processed-gene-9.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.92&CDS=1-738	YPL237W
1834	OG0001834	-processed-gene-9.128-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.128&CDS=1-1335	YMR029C
1835	OG0001835	-processed-gene-9.130-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.130&CDS=1-1029	YPL236C
1836	OG0001836	-processed-gene-9.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.93&CDS=1-1383	YPL235W
1837	OG0001837	-processed-gene-9.131-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.131&CDS=1-483	YPL234C
1838	OG0001838	-processed-gene-9.132-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.132&CDS=1-2067	YPR089W
1839	OG0001839	-processed-gene-9.133-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.133&CDS=1-618	YMR188C
1840	OG0001840	-augustus-gene-9.3-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-9.3&CDS=1-3504	YJL141C
1841	OG0001841	-processed-gene-9.137-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.137&CDS=1-2667	YJR033C
1842	OG0001842	-processed-gene-9.67-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.67&CDS=1-900	YNR027W
1843	OG0001843	-processed-gene-9.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.97&CDS=1-3645	YPR055W
1844	OG0001844	-processed-gene-9.102-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.102&CDS=1-1059	YBR019C
1845	OG0001845	-processed-gene-10.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.71&CDS=1-1122	YNL005C
1846	OG0001846	-processed-gene-10.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.72&CDS=1-2685	YDR060W
1847	OG0001847	-processed-gene-10.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.74&CDS=1-306	YER112W
1848	OG0001848	-processed-gene-10.2-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.2&CDS=1-1854	YBL084C
1849	OG0001849	-processed-gene-10.75-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.75&CDS=1-477	YPL178W
1850	OG0001850	-processed-gene-10.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.79&CDS=1-1278	YOR155C
1851	OG0001851	-processed-gene-10.110-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.110&CDS=1-777	YMR048W
1852	OG0001852	-processed-gene-10.111-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.111&CDS=1-816	YJR144W
1853	OG0001853	-processed-gene-10.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.81&CDS=1-2205	YJR143C
1854	OG0001854	-processed-gene-10.112-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.112&CDS=1-738	YDR405W
1855	OG0001855	-processed-gene-10.174-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.174&CDS=1-1140	YLR268W
1856	OG0001856	-processed-gene-10.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.117&CDS=1-627	YAR008W
1857	OG0001857	-snap-gene-10.67-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-10.67&CDS=1-4365	YOR330C
1858	OG0001858	-processed-gene-10.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.119&CDS=1-5298	YPL082C
1859	OG0001859	-processed-gene-10.120-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.120&CDS=1-1638	YPL169C
1860	OG0001860	-augustus-gene-10.65-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-10.65&CDS=1-3087	YOR254C
1861	OG0001861	-processed-gene-10.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.93&CDS=1-660	YHR008C
1862	OG0001862	-processed-gene-10.94-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.94&CDS=1-1254	YOL097C
1863	OG0001863	-processed-gene-10.123-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.123&CDS=1-612	YDR487C
1864	OG0001864	-processed-gene-10.95-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.95&CDS=1-636	YDR486C
1865	OG0001865	-processed-gene-10.51-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.51&CDS=1-744	YOL096C
1866	OG0001866	-processed-gene-10.124-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.124&CDS=1-969	YDR214W
1867	OG0001867	-processed-gene-10.125-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.125&CDS=1-1662	YDR212W
1868	OG0001868	-processed-gene-10.98-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.98&CDS=1-795	YFR041C
1869	OG0001869	-processed-gene-10.126-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.126&CDS=1-2337	YKR028W
