	OrthologID	Kluyveromyces_marxianus	Saccharomyces_cerevisiae
1980	OG0001980	genemark-BBIL01000005.1-processed-gene-11.66-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.66&CDS=1-468	YML036W
1981	OG0001981	genemark-BBIL01000005.1-processed-gene-11.83-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.83&CDS=1-954	YDR460W
1982	OG0001982	snap_masked-BBIL01000005.1-processed-gene-11.115-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-11.115&CDS=1-1935	YDR307W
1983	OG0001983	genemark-BBIL01000005.1-processed-gene-11.85-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.85&CDS=1-432	YDR308C
1984	OG0001984	genemark-BBIL01000005.1-processed-gene-11.68-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.68&CDS=1-504	YHR060W
1985	OG0001985	snap_masked-BBIL01000005.1-processed-gene-11.136-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-11.136&CDS=1-1119	YDR309C
1986	OG0001986	genemark-BBIL01000005.1-processed-gene-11.88-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.88&CDS=1-855	YHR062C
1987	OG0001987	genemark-BBIL01000005.1-processed-gene-11.89-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.89&CDS=1-2817	YDR310C
1988	OG0001988	genemark-BBIL01000005.1-processed-gene-11.90-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.90&CDS=1-1113	YHR063C
1989	OG0001989	genemark-BBIL01000005.1-processed-gene-11.91-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.91&CDS=1-1632	YHR064C
1990	OG0001990	genemark-BBIL01000005.1-processed-gene-11.69-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.69&CDS=1-1854	YDR311W
1991	OG0001991	genemark-BBIL01000005.1-processed-gene-11.92-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.92&CDS=1-1461	YHR065C
1992	OG0001992	genemark-BBIL01000005.1-processed-gene-11.93-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.93&CDS=1-462	YJR055W
1993	OG0001993	genemark-BBIL01000005.1-processed-gene-11.94-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.94&CDS=1-984	YDR313C
1994	OG0001994	genemark-BBIL01000005.1-processed-gene-11.71-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.71&CDS=1-2292	YBR080C
1995	OG0001995	augustus_masked-BBIL01000005.1-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-11.18&CDS=1-3321	YBR079C
1996	OG0001996	snap_masked-BBIL01000005.1-processed-gene-11.145-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-11.145&CDS=1-1260	YBR078W
1997	OG0001997	genemark-BBIL01000005.1-processed-gene-11.96-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.96&CDS=1-1701	YMR250W
1998	OG0001998	genemark-BBIL01000005.1-processed-gene-11.97-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.97&CDS=1-1089	YOL052C
1999	OG0001999	genemark-BBIL01000005.1-processed-gene-11.74-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.74&CDS=1-615	YOR319W
2000	OG0002000	snap_masked-BBIL01000005.1-processed-gene-11.149-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-11.149&CDS=1-4560	YMR247C
2001	OG0002001	genemark-BBIL01000005.1-processed-gene-11.75-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.75&CDS=1-546	YKL117W
2002	OG0002002	genemark-BBIL01000005.1-processed-gene-11.99-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.99&CDS=1-888	YMR099C
2003	OG0002003	genemark-BBIL01000005.1-processed-gene-11.100-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.100&CDS=1-1659	YKL116C
2004	OG0002004	genemark-BBIL01000005.1-processed-gene-11.101-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.101&CDS=1-1071	YKL114C
2005	OG0002005	genemark-BBIL01000005.1-processed-gene-11.102-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.102&CDS=1-1143	YKL113C
2006	OG0002006	genemark-BBIL01000005.1-processed-gene-12.89-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.89&CDS=1-1458	YKL112W
2007	OG0002007	genemark-BBIL01000005.1-processed-gene-12.90-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.90&CDS=1-1701	YMR098C
2008	OG0002008	genemark-BBIL01000005.1-processed-gene-12.92-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.92&CDS=1-936	YKL110C
2009	OG0002009	snap_masked-BBIL01000005.1-processed-gene-12.47-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-12.47&CDS=1-1146	YMR097C
2010	OG0002010	genemark-BBIL01000005.1-processed-gene-12.93-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.93&CDS=1-2361	YKR029C
2011	OG0002011	genemark-BBIL01000005.1-processed-gene-12.95-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.95&CDS=1-2355	YJL106W
2012	OG0002012	genemark-BBIL01000005.1-processed-gene-12.96-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.96&CDS=1-2907	YJL108C
2013	OG0002013	snap_masked-BBIL01000005.1-processed-gene-12.53-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-12.53&CDS=1-867	YOL088C
2014	OG0002014	genemark-BBIL01000005.1-processed-gene-12.115-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.115&CDS=1-921	YBR151W
2015	OG0002015	genemark-BBIL01000005.1-processed-gene-12.116-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.116&CDS=1-987	YBR149W
2016	OG0002016	genemark-BBIL01000005.1-processed-gene-12.117-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.117&CDS=1-2868	YOL090W
2017	OG0002017	augustus_masked-BBIL01000005.1-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-12.29&CDS=1-1497	YDR476C
2018	OG0002018	genemark-BBIL01000005.1-processed-gene-12.99-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.99&CDS=1-1818	YDR477W
2019	OG0002019	genemark-BBIL01000005.1-processed-gene-12.100-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.100&CDS=1-1800	YOL122C
2020	OG0002020	genemark-BBIL01000005.1-processed-gene-12.119-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.119&CDS=1-492	YOR357C
2021	OG0002021	genemark-BBIL01000005.1-processed-gene-12.101-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.101&CDS=1-474	YOR358W
2022	OG0002022	augustus_masked-BBIL01000005.1-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-12.12&CDS=1-2487	YAL043C
2023	OG0002023	augustus_masked-BBIL01000005.1-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-12.13&CDS=1-1392	YOR359W
2024	OG0002024	snap_masked-BBIL01000005.1-processed-gene-12.79-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-12.79&CDS=1-1755	YOR360C
2025	OG0002025	genemark-BBIL01000005.1-processed-gene-12.104-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.104&CDS=1-525	YAL044C
2026	OG0002026	genemark-BBIL01000005.1-processed-gene-12.121-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.121&CDS=1-330	YAL044W-A
2027	OG0002027	snap_masked-BBIL01000005.1-processed-gene-12.61-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-12.61&CDS=1-273	YAL046C
2028	OG0002028	genemark-BBIL01000005.1-processed-gene-12.122-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.122&CDS=1-2208	YOR361C
2029	OG0002029	augustus_masked-BBIL01000005.1-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-12.16&CDS=1-2187	YAL047C
2030	OG0002030	augustus_masked-BBIL01000005.1-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-12.34&CDS=1-828	YOR362C
2031	OG0002031	genemark-BBIL01000005.1-processed-gene-12.107-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.107&CDS=1-1983	YAL048C
2032	OG0002032	genemark-BBIL01000005.1-processed-gene-12.108-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.108&CDS=1-759	YAL049C
2033	OG0002033	genemark-BBIL01000005.1-processed-gene-12.127-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.127&CDS=1-2349	YAL053W
2034	OG0002034	genemark-BBIL01000005.1-processed-gene-12.109-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.109&CDS=1-2121	YAL054C
2035	OG0002035	augustus_masked-BBIL01000005.1-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-12.20&CDS=1-1083	YJR149W
2036	OG0002036	genemark-BBIL01000005.1-processed-gene-12.111-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.111&CDS=1-726	YDL202W
2037	OG0002037	genemark-BBIL01000005.1-processed-gene-12.112-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.112&CDS=1-840	YDL201W
2038	OG0002038	genemark-BBIL01000005.1-processed-gene-13.49-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.49&CDS=1-2811	YGL167C
2039	OG0002039	genemark-BBIL01000005.1-processed-gene-13.52-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.52&CDS=1-1191	YGL169W
2040	OG0002040	augustus_masked-BBIL01000005.1-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.3&CDS=1-807	YGL161C
2041	OG0002041	genemark-BBIL01000005.1-processed-gene-13.51-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.51&CDS=1-2748	YGL163C
2042	OG0002042	genemark-BBIL01000005.1-processed-gene-13.71-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.71&CDS=1-1197	YER145C
2043	OG0002043	augustus_masked-BBIL01000005.1-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.26&CDS=1-648	YFR008W
2044	OG0002044	augustus_masked-BBIL01000005.1-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.7&CDS=1-1893	YPR007C
2045	OG0002045	genemark-BBIL01000005.1-processed-gene-13.73-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.73&CDS=1-1671	YKR008W
2046	OG0002046	augustus_masked-BBIL01000005.1-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.28&CDS=1-453	YKR007W
2047	OG0002047	augustus_masked-BBIL01000005.1-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.8&CDS=1-768	YKR006C
2048	OG0002048	genemark-BBIL01000005.1-processed-gene-13.76-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.76&CDS=1-1356	YHR001W
2049	OG0002049	genemark-BBIL01000005.1-processed-gene-13.77-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.77&CDS=1-1776	YGR054W
2050	OG0002050	augustus_masked-BBIL01000005.1-processed-gene-13.10-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.10&CDS=1-624	YGR053C
2051	OG0002051	genemark-BBIL01000005.1-processed-gene-13.78-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.78&CDS=1-1251	YGR052W
2052	OG0002052	genemark-BBIL01000005.1-processed-gene-13.58-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.58&CDS=1-1203	YLR355C
2053	OG0002053	augustus_masked-BBIL01000005.1-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.13&CDS=1-1614	YGR044C
2054	OG0002054	genemark-BBIL01000005.1-processed-gene-13.61-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.61&CDS=1-1002	YLR354C
2055	OG0002055	augustus_masked-BBIL01000005.1-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.34&CDS=1-2313	YGR042W
2056	OG0002056	augustus_masked-BBIL01000005.1-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.35&CDS=1-2316	YLR352W
2057	OG0002057	genemark-BBIL01000005.1-processed-gene-13.83-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.83&CDS=1-1086	YGR040W
2058	OG0002058	genemark-BBIL01000005.1-processed-gene-13.64-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.64&CDS=1-870	YLR351C
2059	OG0002059	genemark-BBIL01000005.1-processed-gene-13.85-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.85&CDS=1-1266	YOR155C
2060	OG0002060	genemark-BBIL01000005.1-processed-gene-13.65-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.65&CDS=1-1617	YOR161C
2061	OG0002061	genemark-BBIL01000005.1-processed-gene-13.86-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.86&CDS=1-2883	YOR160W
2062	OG0002062	snap_masked-BBIL01000005.1-processed-gene-13.114-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-13.114&CDS=1-279	YOR159C
2063	OG0002063	genemark-BBIL01000005.1-processed-gene-13.87-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.87&CDS=1-912	YOR158W
2064	OG0002064	augustus_masked-BBIL01000005.1-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.40&CDS=1-3669	YDR407C
2065	OG0002065	genemark-BBIL01000005.1-processed-gene-13.66-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.66&CDS=1-855	YOR157C
2066	OG0002066	genemark-BBIL01000005.1-processed-gene-13.89-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.89&CDS=1-645	YDR408C
2067	OG0002067	genemark-BBIL01000005.1-processed-gene-13.67-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.67&CDS=1-2412	YDR409W
2068	OG0002068	genemark-BBIL01000005.1-processed-gene-13.90-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.90&CDS=1-741	YDR410C
2069	OG0002069	genemark-BBIL01000005.1-processed-gene-13.91-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.91&CDS=1-750	YML041C
2070	OG0002070	genemark-BBIL01000005.1-processed-gene-13.92-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.92&CDS=1-1998	YML042W
2071	OG0002071	augustus_masked-BBIL01000005.1-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-13.43&CDS=1-855	YDR411C
2072	OG0002072	genemark-BBIL01000005.1-processed-gene-13.68-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.68&CDS=1-759	YDR412W
2073	OG0002073	genemark-BBIL01000005.1-processed-gene-13.94-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.94&CDS=1-1131	YDR414C
2074	OG0002074	genemark-BBIL01000005.1-processed-gene-13.69-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.69&CDS=1-1194	YEL050C
2075	OG0002075	snap_masked-BBIL01000005.1-processed-gene-13.142-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-13.142&CDS=1-1125	YDR415C
2076	OG0002076	genemark-BBIL01000005.1-processed-gene-13.96-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.96&CDS=1-879	YEL051W
2077	OG0002077	genemark-BBIL01000005.1-processed-gene-14.0-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.0&CDS=1-2499	YDR416W
2078	OG0002078	genemark-BBIL01000005.1-processed-gene-14.4-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.4&CDS=1-1452	YEL052W
2079	OG0002079	snap_masked-BBIL01000005.1-processed-gene-14.72-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.72&CDS=1-2340	YEL053C
2080	OG0002080	snap_masked-BBIL01000005.1-processed-gene-14.76-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.76&CDS=1-1899	YDR419W
2081	OG0002081	genemark-BBIL01000005.1-processed-gene-14.6-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.6&CDS=1-2772	YDR421W
2082	OG0002082	genemark-BBIL01000005.1-processed-gene-14.7-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.7&CDS=1-1599	YML006C
2083	OG0002083	genemark-BBIL01000005.1-processed-gene-14.39-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.39&CDS=1-1857	YML007W
2084	OG0002084	genemark-BBIL01000005.1-processed-gene-14.8-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.8&CDS=1-1125	YML008C
2085	OG0002085	genemark-BBIL01000005.1-processed-gene-14.40-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.40&CDS=1-1053	YGL212W
2086	OG0002086	genemark-BBIL01000005.1-processed-gene-14.11-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.11&CDS=1-1206	YGL213C
2087	OG0002087	snap_masked-BBIL01000005.1-processed-gene-14.114-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.114&CDS=1-1401	YGL215W
2088	OG0002088	genemark-BBIL01000005.1-processed-gene-14.42-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.42&CDS=1-2505	YGL216W
2089	OG0002089	genemark-BBIL01000005.1-processed-gene-14.12-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.12&CDS=1-1686	YGL219C
2090	OG0002090	snap_masked-BBIL01000005.1-processed-gene-14.116-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.116&CDS=1-255	YGL220W
2091	OG0002091	augustus_masked-BBIL01000005.1-processed-gene-14.158-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-14.158&CDS=1-861	YGL221C
2092	OG0002092	snap_masked-BBIL01000005.1-processed-gene-14.85-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.85&CDS=1-555	YER034W
2093	OG0002093	genemark-BBIL01000005.1-processed-gene-14.43-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.43&CDS=1-1821	YER036C
2094	OG0002094	snap_masked-BBIL01000005.1-processed-gene-14.87-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.87&CDS=1-1167	YGL223C
2095	OG0002095	genemark-BBIL01000005.1-processed-gene-14.17-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.17&CDS=1-840	YGL224C
2096	OG0002096	snap_masked-BBIL01000005.1-processed-gene-14.118-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.118&CDS=1-1122	YER038C
2097	OG0002097	genemark-BBIL01000005.1-processed-gene-14.45-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.45&CDS=1-1011	YGL225W
2098	OG0002098	genemark-BBIL01000005.1-processed-gene-14.18-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.18&CDS=1-2391	YER040W
2099	OG0002099	snap_masked-BBIL01000005.1-processed-gene-14.90-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.90&CDS=1-1776	YER041W
2100	OG0002100	genemark-BBIL01000005.1-processed-gene-14.20-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.20&CDS=1-552	YER042W
2101	OG0002101	genemark-BBIL01000005.1-processed-gene-14.46-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.46&CDS=1-426	YGL226W
2102	OG0002102	snap_masked-BBIL01000005.1-processed-gene-14.92-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.92&CDS=1-291	YGL226C-A
2103	OG0002103	genemark-BBIL01000005.1-processed-gene-14.47-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.47&CDS=1-2628	YGL227W
2104	OG0002104	genemark-BBIL01000005.1-processed-gene-14.48-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.48&CDS=1-1347	YER043C
2105	OG0002105	genemark-BBIL01000005.1-processed-gene-14.49-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.49&CDS=1-1950	YGL228W
2106	OG0002106	genemark-BBIL01000005.1-processed-gene-14.21-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.21&CDS=1-2934	YFR040W
2107	OG0002107	genemark-BBIL01000005.1-processed-gene-14.50-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.50&CDS=1-819	YFR041C
2108	OG0002108	genemark-BBIL01000005.1-processed-gene-14.22-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.22&CDS=1-330	YFR042W
2109	OG0002109	genemark-BBIL01000005.1-processed-gene-14.51-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.51&CDS=1-744	YFR043C
2110	OG0002110	snap_masked-BBIL01000005.1-processed-gene-14.95-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.95&CDS=1-540	YGL231C
2111	OG0002111	genemark-BBIL01000005.1-processed-gene-14.52-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.52&CDS=1-906	YGL232W
2112	OG0002112	genemark-BBIL01000005.1-processed-gene-14.53-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.53&CDS=1-2580	YGL233W
2113	OG0002113	genemark-BBIL01000005.1-processed-gene-14.54-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.54&CDS=1-1458	YFR044C
2114	OG0002114	genemark-BBIL01000005.1-processed-gene-14.24-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.24&CDS=1-1029	YFR045W
2115	OG0002115	genemark-BBIL01000005.1-processed-gene-14.55-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.55&CDS=1-2379	YGL234W
2116	OG0002116	maker-BBIL01000005.1-snap-gene-14.143-mRNA-1_1&gene=maker-BBIL01000005.1-snap-gene-14.143&CDS=1-2775	YGL236C
2117	OG0002117	genemark-BBIL01000005.1-processed-gene-14.57-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.57&CDS=1-2880	YGL238W
2118	OG0002118	genemark-BBIL01000005.1-processed-gene-14.58-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.58&CDS=1-762	YGL240W
2119	OG0002119	augustus_masked-BBIL01000005.1-processed-gene-14.205-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-14.205&CDS=1-3330	YGL241W
2120	OG0002120	genemark-BBIL01000005.1-processed-gene-14.27-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.27&CDS=1-513	YGL242C
2121	OG0002121	genemark-BBIL01000005.1-processed-gene-14.60-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.60&CDS=1-1143	YGL243W
2122	OG0002122	genemark-BBIL01000005.1-processed-gene-14.61-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.61&CDS=1-1707	YGL244W
2123	OG0002123	genemark-BBIL01000005.1-processed-gene-14.28-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.28&CDS=1-1797	YFR048W
2124	OG0002124	genemark-BBIL01000005.1-processed-gene-14.62-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.62&CDS=1-2118	YGL245W
2125	OG0002125	snap_masked-BBIL01000005.1-processed-gene-14.100-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.100&CDS=1-1539	YIL146C
2126	OG0002126	maker-BBIL01000005.1-snap-gene-14.144-mRNA-1_1&gene=maker-BBIL01000005.1-snap-gene-14.144&CDS=1-3447	YIL147C
2127	OG0002127	snap_masked-BBIL01000005.1-processed-gene-14.102-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.102&CDS=1-5244	YKR095W
2128	OG0002128	snap_masked-BBIL01000005.1-processed-gene-14.103-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.103&CDS=1-1746	YIL150C
2129	OG0002129	snap_masked-BBIL01000005.1-processed-gene-14.104-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.104&CDS=1-258	YKR095W-A
2130	OG0002130	snap_masked-BBIL01000005.1-processed-gene-14.105-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.105&CDS=1-3693	YKR096W
2131	OG0002131	genemark-BBIL01000005.1-processed-gene-14.33-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.33&CDS=1-1629	YKR097W
2132	OG0002132	genemark-BBIL01000005.1-processed-gene-14.66-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.66&CDS=1-1101	YIL153W
2133	OG0002133	snap_masked-BBIL01000005.1-processed-gene-14.107-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.107&CDS=1-1089	YIL154C
2134	OG0002134	genemark-BBIL01000005.1-processed-gene-14.35-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.35&CDS=1-1926	YIL155C
2135	OG0002135	genemark-BBIL01000005.1-processed-gene-14.67-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.67&CDS=1-3054	YIL156W
2136	OG0002136	genemark-BBIL01000005.1-processed-gene-14.37-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.37&CDS=1-3672	YJL074C
