	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_phaffii
2426	OG0002426	YJR112W	genemark-NC_016524.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-0.8&CDS=1-606
2427	OG0002427	YJR112W-A	snap_masked-NC_016528.1-processed-gene-6.106-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.106&CDS=1-483
2428	OG0002428	YJR113C	genemark-NC_016528.1-processed-gene-6.130-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-6.130&CDS=1-777
2429	OG0002429	YJR115W	snap_masked-NC_016524.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.48&CDS=1-339
2430	OG0002430	YJR116W	snap_masked-NC_016528.1-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.75&CDS=1-843
2431	OG0002431	YJR117W	snap_masked-NC_016524.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.69&CDS=1-1371
2432	OG0002432	YJR118C	snap_masked-NC_016524.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.46&CDS=1-567
2433	OG0002433	YJR119C	snap_masked-NC_016524.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.45&CDS=1-2190
2434	OG0002434	YJR121W	snap_masked-NC_016528.1-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.78&CDS=1-1515
2435	OG0002435	YJR122W	augustus_masked-NC_016526.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NC_016526.1-processed-gene-0.59&CDS=1-1491
2436	OG0002436	YJR124C	genemark-NC_016526.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NC_016526.1-processed-gene-0.11&CDS=1-1194
2437	OG0002437	YJR125C	snap_masked-NC_016521.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.76&CDS=1-1197
2438	OG0002438	YJR126C	snap_masked-NC_016530.1-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NC_016530.1-processed-gene-1.56&CDS=1-2397
2439	OG0002439	YJR129C	genemark-NC_016531.1-processed-gene-0.70-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-0.70&CDS=1-1023
2440	OG0002440	YJR131W	snap_masked-NC_016531.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-0.56&CDS=1-1701
2441	OG0002441	YJR132W	snap_masked-NC_016531.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-0.55&CDS=1-3138
2442	OG0002442	YJR134C	snap_masked-NC_016531.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-0.36&CDS=1-2196
2443	OG0002443	YJR135C	snap_masked-NC_016531.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-0.35&CDS=1-720
2444	OG0002444	YJR135W-A	snap_masked-NC_016531.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-0.52&CDS=1-261
2445	OG0002445	YJR136C	snap_masked-NC_016521.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.74&CDS=1-1296
2446	OG0002446	YJR137C	genemark-NC_016531.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-0.64&CDS=1-4293
2447	OG0002447	YJR138W	snap_masked-NC_016521.1-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.96&CDS=1-4773
2448	OG0002448	YJR139C	snap_masked-NC_016531.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-0.32&CDS=1-1074
2449	OG0002449	YJR140C	snap_masked-NC_016521.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.72&CDS=1-5082
2450	OG0002450	YJR141W	snap_masked-NC_016521.1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.95&CDS=1-1368
2451	OG0002451	YJR142W	snap_masked-NC_016521.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.94&CDS=1-1044
2452	OG0002452	YJR143C	snap_masked-NC_016521.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.71&CDS=1-2268
2453	OG0002453	YJR144W	snap_masked-NC_016521.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.93&CDS=1-903
2454	OG0002454	YKL001C	snap_masked-NC_016522.1-processed-gene-8.140-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.140&CDS=1-600
2455	OG0002455	YKL002W	maker-NC_016526.1-snap-gene-7.56-mRNA-1_1&gene=maker-NC_016526.1-snap-gene-7.56&CDS=1-693
2456	OG0002456	YKL003C	snap_masked-NC_016526.1-processed-gene-7.84-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.84&CDS=1-387
2457	OG0002457	YKL004W	snap_masked-NC_016526.1-processed-gene-7.64-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.64&CDS=1-1239
2458	OG0002458	YKL006C-A	snap_masked-NC_016522.1-processed-gene-8.114-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.114&CDS=1-291
2459	OG0002459	YKL007W	snap_masked-NC_016522.1-processed-gene-8.133-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.133&CDS=1-795
2460	OG0002460	YKL009W	snap_masked-NC_016522.1-processed-gene-8.135-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.135&CDS=1-714
2461	OG0002461	YKL010C	snap_masked-NC_016522.1-processed-gene-8.116-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.116&CDS=1-4419
2462	OG0002462	YKL011C	snap_masked-NC_016533.1-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.137&CDS=1-2394
2463	OG0002463	YKL012W	snap_masked-NC_016531.1-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.127&CDS=1-1749
2464	OG0002464	YKL013C	snap_masked-NC_016531.1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.110&CDS=1-513
2465	OG0002465	YKL014C	snap_masked-NC_016533.1-processed-gene-3.139-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.139&CDS=1-5067
2466	OG0002466	YKL015W	snap_masked-NC_016531.1-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.129&CDS=1-2640
2467	OG0002467	YKL016C	snap_masked-NC_016533.1-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.140&CDS=1-522
2468	OG0002468	YKL017C	genemark-NC_016533.1-processed-gene-3.20-mRNA-1_1&gene=genemark-NC_016533.1-processed-gene-3.20&CDS=1-2031
2469	OG0002469	YKL018W	genemark-NC_016533.1-processed-gene-3.50-mRNA-1_1&gene=genemark-NC_016533.1-processed-gene-3.50&CDS=1-987
2470	OG0002470	YKL019W	snap_masked-NC_016533.1-processed-gene-3.178-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.178&CDS=1-1002
2471	OG0002471	YKL021C	genemark-NC_016533.1-processed-gene-3.22-mRNA-1_1&gene=genemark-NC_016533.1-processed-gene-3.22&CDS=1-1218
2472	OG0002472	YKL022C	snap_masked-NC_016533.1-processed-gene-3.144-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.144&CDS=1-2562
2473	OG0002473	YKL024C	snap_masked-NC_016533.1-processed-gene-3.145-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.145&CDS=1-600
2474	OG0002474	YKL025C	snap_masked-NC_016533.1-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.146&CDS=1-2340
2475	OG0002475	YKL027W	genemark-NC_016522.1-processed-gene-9.4-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-9.4&CDS=1-1317
2476	OG0002476	YKL028W	snap_masked-NC_016526.1-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.91&CDS=1-1464
2477	OG0002477	YKL032C	snap_masked-NC_016526.1-processed-gene-7.76-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.76&CDS=1-1356
2478	OG0002478	YKL033W	snap_masked-NC_016526.1-processed-gene-7.96-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.96&CDS=1-3153
2479	OG0002479	YKL033W-A	snap_masked-NC_016526.1-processed-gene-7.97-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.97&CDS=1-708
2480	OG0002480	YKL034W	genemark-NC_016522.1-processed-gene-9.47-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-9.47&CDS=1-2271
2481	OG0002481	YKL035W	snap_masked-NC_016522.1-processed-gene-9.224-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-9.224&CDS=1-1500
2482	OG0002482	YKL038W	augustus_masked-NC_016522.1-processed-gene-9.135-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-9.135&CDS=1-3387
2483	OG0002483	YKL039W	snap_masked-NC_016528.1-processed-gene-5.32-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-5.32&CDS=1-1536
2484	OG0002484	YKL040C	snap_masked-NC_016533.1-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-2.28&CDS=1-795
2485	OG0002485	YKL041W	snap_masked-NC_016528.1-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-5.34&CDS=1-678
2486	OG0002486	YKL042W	snap_masked-NC_016533.1-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.124&CDS=1-996
2487	OG0002487	YKL043W	snap_masked-NC_016533.1-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.125&CDS=1-1095
2488	OG0002488	YKL045W	snap_masked-NC_016528.1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-5.38&CDS=1-1551
2489	OG0002489	YKL046C	snap_masked-NC_016528.1-processed-gene-5.14-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-5.14&CDS=1-1356
2490	OG0002490	YKL047W	augustus_masked-NC_016528.1-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NC_016528.1-processed-gene-5.83&CDS=1-1557
2491	OG0002491	YKL048C	snap_masked-NC_016533.1-processed-gene-3.157-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.157&CDS=1-2250
2492	OG0002492	YKL049C	snap_masked-NC_016533.1-processed-gene-3.155-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.155&CDS=1-717
2493	OG0002493	YKL051W	snap_masked-NC_016522.1-processed-gene-5.145-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.145&CDS=1-1074
2494	OG0002494	YKL053C-A	genemark-NC_016522.1-processed-gene-5.25-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-5.25&CDS=1-1014
2495	OG0002495	YKL054C	snap_masked-NC_016522.1-processed-gene-5.123-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.123&CDS=1-2175
2496	OG0002496	YKL055C	snap_masked-NC_016522.1-processed-gene-5.124-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.124&CDS=1-864
2497	OG0002497	YKL056C	snap_masked-NC_016522.1-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.42&CDS=1-501
2498	OG0002498	YKL057C	augustus_masked-NC_016533.1-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NC_016533.1-processed-gene-3.91&CDS=1-3075
2499	OG0002499	YKL058W	snap_masked-NC_016522.1-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.47&CDS=1-387
2500	OG0002500	YKL059C	snap_masked-NC_016522.1-processed-gene-6.43-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.43&CDS=1-1446
2501	OG0002501	YKL061W	snap_masked-NC_016528.1-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-5.15&CDS=1-345
2502	OG0002502	YKL063C	snap_masked-NC_016522.1-processed-gene-5.142-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.142&CDS=1-531
2503	OG0002503	YKL064W	maker-NC_016533.1-augustus-gene-3.122-mRNA-1_1&gene=maker-NC_016533.1-augustus-gene-3.122&CDS=1-3711
2504	OG0002504	YKL067W	snap_masked-NC_016522.1-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.118&CDS=1-456
2505	OG0002505	YKL068W	snap_masked-NC_016522.1-processed-gene-5.117-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.117&CDS=1-2592
2506	OG0002506	YKL069W	snap_masked-NC_016522.1-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.115&CDS=1-537
2507	OG0002507	YKL074C	snap_masked-NC_016531.1-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.101&CDS=1-1821
2508	OG0002508	YKL075C	snap_masked-NC_016533.1-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.132&CDS=1-1452
2509	OG0002509	YKL077W	snap_masked-NC_016533.1-processed-gene-3.167-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.167&CDS=1-1191
2510	OG0002510	YKL078W	snap_masked-NC_016531.1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.122&CDS=1-2190
2511	OG0002511	YKL079W	snap_masked-NC_016533.1-processed-gene-3.170-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.170&CDS=1-2046
2512	OG0002512	YKL080W	snap_masked-NC_016533.1-processed-gene-3.171-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.171&CDS=1-1170
2513	OG0002513	YKL082C	snap_masked-NC_016533.1-processed-gene-3.135-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.135&CDS=1-1305
2514	OG0002514	YKL084W	snap_masked-NC_016533.1-processed-gene-3.172-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.172&CDS=1-369
2515	OG0002515	YKL085W	snap_masked-NC_016531.1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.125&CDS=1-1017
2516	OG0002516	YKL086W	snap_masked-NC_016531.1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.126&CDS=1-402
2517	OG0002517	YKL087C	snap_masked-NC_016533.1-processed-gene-3.136-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.136&CDS=1-837
2518	OG0002518	YKL088W	snap_masked-NC_016533.1-processed-gene-3.175-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.175&CDS=1-1689
2519	OG0002519	YKL089W	snap_masked-NC_016526.1-processed-gene-7.82-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.82&CDS=1-1857
2520	OG0002520	YKL090W	augustus_masked-NC_016522.1-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-8.86&CDS=1-1422
2521	OG0002521	YKL092C	augustus_masked-NC_016522.1-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-8.79&CDS=1-2886
2522	OG0002522	YKL094W	snap_masked-NC_016522.1-processed-gene-8.112-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.112&CDS=1-927
2523	OG0002523	YKL095W	snap_masked-NC_016522.1-processed-gene-8.111-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.111&CDS=1-822
2524	OG0002524	YKL098W	augustus_masked-NC_016522.1-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-8.57&CDS=1-987
2525	OG0002525	YKL099C	snap_masked-NC_016526.1-processed-gene-7.59-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.59&CDS=1-759
2526	OG0002526	YKL100C	snap_masked-NC_016522.1-processed-gene-8.127-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.127&CDS=1-1713
2527	OG0002527	YKL103C	genemark-NC_016526.1-processed-gene-6.144-mRNA-1_1&gene=genemark-NC_016526.1-processed-gene-6.144&CDS=1-1620
2528	OG0002528	YKL104C	genemark-NC_016526.1-processed-gene-6.143-mRNA-1_1&gene=genemark-NC_016526.1-processed-gene-6.143&CDS=1-2205
2529	OG0002529	YKL106W	genemark-NC_016526.1-processed-gene-6.123-mRNA-1_1&gene=genemark-NC_016526.1-processed-gene-6.123&CDS=1-1329
2530	OG0002530	YKL108W	augustus_masked-NC_016526.1-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-NC_016526.1-processed-gene-6.19&CDS=1-1341
2531	OG0002531	YKL110C	snap_masked-NC_016526.1-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.91&CDS=1-924
2532	OG0002532	YKL112W	snap_masked-NC_016526.1-processed-gene-6.68-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.68&CDS=1-1653
2533	OG0002533	YKL113C	snap_masked-NC_016526.1-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.89&CDS=1-1140
2534	OG0002534	YKL114C	snap_masked-NC_016526.1-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.88&CDS=1-1089
2535	OG0002535	YKL116C	snap_masked-NC_016526.1-processed-gene-6.87-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.87&CDS=1-1608
2536	OG0002536	YKL117W	snap_masked-NC_016526.1-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.67&CDS=1-570
2537	OG0002537	YKL119C	snap_masked-NC_016526.1-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-5.74&CDS=1-627
2538	OG0002538	YKL120W	snap_masked-NC_016526.1-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-5.57&CDS=1-963
2539	OG0002539	YKL122C	snap_masked-NC_016526.1-processed-gene-6.84-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.84&CDS=1-435
2540	OG0002540	YKL124W	snap_masked-NC_016526.1-processed-gene-5.55-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-5.55&CDS=1-1890
2541	OG0002541	YKL125W	snap_masked-NC_016526.1-processed-gene-6.64-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.64&CDS=1-1926
2542	OG0002542	YKL128C	snap_masked-NC_016526.1-processed-gene-5.72-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-5.72&CDS=1-894
2543	OG0002543	YKL130C	snap_masked-NC_016526.1-processed-gene-6.77-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.77&CDS=1-741
2544	OG0002544	YKL134C	genemark-NC_016526.1-processed-gene-5.4-mRNA-1_1&gene=genemark-NC_016526.1-processed-gene-5.4&CDS=1-2385
2545	OG0002545	YKL135C	snap_masked-NC_016526.1-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.75&CDS=1-2151
2546	OG0002546	YKL137W	snap_masked-NC_016526.1-processed-gene-4.132-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-4.132&CDS=1-303
2547	OG0002547	YKL138C	snap_masked-NC_016526.1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-4.110&CDS=1-393
2548	OG0002548	YKL138C-A	snap_masked-NC_016526.1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.58&CDS=1-300
2549	OG0002549	YKL140W	snap_masked-NC_016526.1-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-4.133&CDS=1-1713
2550	OG0002550	YKL141W	snap_masked-NC_016526.1-processed-gene-6.54-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.54&CDS=1-552
2551	OG0002551	YKL142W	snap_masked-NC_016533.1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-2.34&CDS=1-633
2552	OG0002552	YKL143W	snap_masked-NC_016533.1-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-2.35&CDS=1-1443
2553	OG0002553	YKL144C	snap_masked-NC_016533.1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-2.12&CDS=1-615
2554	OG0002554	YKL145W	snap_masked-NC_016521.1-processed-gene-5.66-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-5.66&CDS=1-1389
2555	OG0002555	YKL146W	snap_masked-NC_016521.1-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-5.64&CDS=1-1788
2556	OG0002556	YKL149C	snap_masked-NC_016521.1-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-5.86&CDS=1-1224
2557	OG0002557	YKL150W	snap_masked-NC_016524.1-processed-gene-5.49-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-5.49&CDS=1-897
2558	OG0002558	YKL151C	snap_masked-NC_016524.1-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-5.68&CDS=1-1011
2559	OG0002559	YKL152C	snap_masked-NC_016524.1-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-5.67&CDS=1-741
2560	OG0002560	YKL154W	snap_masked-NC_016521.1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-5.63&CDS=1-789
2561	OG0002561	YKL155C	genemark-NC_016521.1-processed-gene-5.128-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-5.128&CDS=1-2121
2562	OG0002562	YKL157W	snap_masked-NC_016523.1-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.16&CDS=1-2628
2563	OG0002563	YKL159C	augustus_masked-NC_016523.1-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-3.127&CDS=1-708
2564	OG0002564	YKL160W	snap_masked-NC_016524.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-4.82&CDS=1-432
2565	OG0002565	YKL162C	snap_masked-NC_016522.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-0.69&CDS=1-1275
2566	OG0002566	YKL165C	snap_masked-NC_016520.1-processed-gene-6.82-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.82&CDS=1-2760
2567	OG0002567	YKL167C	snap_masked-NC_016524.1-processed-gene-7.85-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.85&CDS=1-393
2568	OG0002568	YKL170W	snap_masked-NC_016524.1-processed-gene-7.123-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.123&CDS=1-402
2569	OG0002569	YKL171W	genemark-NC_016520.1-processed-gene-6.2-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-6.2&CDS=1-3018
2570	OG0002570	YKL172W	snap_masked-NC_016520.1-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.67&CDS=1-1200
2571	OG0002571	YKL173W	snap_masked-NC_016520.1-processed-gene-6.66-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.66&CDS=1-2886
2572	OG0002572	YKL174C	snap_masked-NC_016524.1-processed-gene-7.86-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.86&CDS=1-1941
2573	OG0002573	YKL175W	snap_masked-NC_016520.1-processed-gene-5.60-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.60&CDS=1-1572
2574	OG0002574	YKL176C	maker-NC_016524.1-snap-gene-7.162-mRNA-1_1&gene=maker-NC_016524.1-snap-gene-7.162&CDS=1-2685
2575	OG0002575	YKL178C	snap_masked-NC_016520.1-processed-gene-5.78-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.78&CDS=1-1359
2576	OG0002576	YKL179C	snap_masked-NC_016524.1-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.90&CDS=1-2055
2577	OG0002577	YKL181W	snap_masked-NC_016521.1-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.59&CDS=1-1275
2578	OG0002578	YKL182W	snap_masked-NC_016521.1-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.58&CDS=1-6240
2579	OG0002579	YKL183W	snap_masked-NC_016521.1-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.57&CDS=1-900
2580	OG0002580	YKL184W	snap_masked-NC_016521.1-processed-gene-4.56-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.56&CDS=1-1374
2581	OG0002581	YKL185W	snap_masked-NC_016521.1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.55&CDS=1-1791
2582	OG0002582	YKL186C	snap_masked-NC_016521.1-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-1.117&CDS=1-519
2583	OG0002583	YKL188C	genemark-NC_016521.1-processed-gene-4.15-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-4.15&CDS=1-2553
2584	OG0002584	YKL189W	snap_masked-NC_016521.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-1.94&CDS=1-1263
2585	OG0002585	YKL190W	snap_masked-NC_016521.1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.51&CDS=1-525
2586	OG0002586	YKL191W	snap_masked-NC_016521.1-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.50&CDS=1-1710
2587	OG0002587	YKL192C	snap_masked-NC_016521.1-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.68&CDS=1-363
2588	OG0002588	YKL193C	snap_masked-NC_016521.1-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-1.115&CDS=1-1038
2589	OG0002589	YKL194C	snap_masked-NC_016521.1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.67&CDS=1-1395
2590	OG0002590	YKL195W	snap_masked-NC_016521.1-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-4.47&CDS=1-996
