	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034594_Starmera_quercuum
1804	OG0001804	YGR286C	snap_masked-flattened_line_4-processed-gene-4.246-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.246&CDS=1-1215
1805	OG0001805	YHL002W	snap_masked-flattened_line_135-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.26&CDS=1-1566
1806	OG0001806	YHL003C	genemark-flattened_line_195-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_195-processed-gene-0.2&CDS=1-1191
1807	OG0001807	YHL004W	maker-flattened_line_87-snap-gene-0.42-mRNA-1_1&gene=maker-flattened_line_87-snap-gene-0.42&CDS=1-1224
1808	OG0001808	YHL007C	snap_masked-flattened_line_87-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.52&CDS=1-3153
1809	OG0001809	YHL008C	genemark-flattened_line_89-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.43&CDS=1-1812
1810	OG0001810	YHL009C	snap_masked-flattened_line_2-processed-gene-3.85-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.85&CDS=1-870
1811	OG0001811	YHL011C	snap_masked-flattened_line_35-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.44&CDS=1-960
1812	OG0001812	YHL016C	augustus_masked-flattened_line_135-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_135-processed-gene-0.12&CDS=1-3510
1813	OG0001813	YHL018W	maker-flattened_line_59-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_59-snap-gene-0.8&CDS=1-324
1814	OG0001814	YHL020C	snap_masked-flattened_line_29-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.32&CDS=1-1326
1815	OG0001815	YHL021C	snap_masked-flattened_line_11-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.117&CDS=1-1353
1816	OG0001816	YHL023C	snap_masked-flattened_line_93-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.87&CDS=1-2214
1817	OG0001817	YHL024W	maker-flattened_line_33-snap-gene-0.165-mRNA-1_1&gene=maker-flattened_line_33-snap-gene-0.165&CDS=1-2016
1818	OG0001818	YHL028W	maker-flattened_line_73-snap-gene-0.171-mRNA-1_1&gene=maker-flattened_line_73-snap-gene-0.171&CDS=1-1185
1819	OG0001819	YHL029C	snap_masked-flattened_line_15-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.59&CDS=1-1650
1820	OG0001820	YHL030W	snap_masked-flattened_line_35-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.56&CDS=1-5487
1821	OG0001821	YHL031C	snap_masked-flattened_line_2-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.26&CDS=1-651
1822	OG0001822	YHL032C	snap_masked-flattened_line_2-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.27&CDS=1-1812
1823	OG0001823	YHL036W	snap_masked-flattened_line_95-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.28&CDS=1-1689
1824	OG0001824	YHL040C	maker-flattened_line_0-augustus-gene-0.44-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.44&CDS=1-3306
1825	OG0001825	YHR002W	snap_masked-flattened_line_33-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.80&CDS=1-1128
1826	OG0001826	YHR004C	snap_masked-flattened_line_33-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.132&CDS=1-1284
1827	OG0001827	YHR005C	snap_masked-flattened_line_33-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.142&CDS=1-1341
1828	OG0001828	YHR005C-A	snap_masked-flattened_line_79-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.103&CDS=1-276
1829	OG0001829	YHR007C	snap_masked-flattened_line_0-processed-gene-4.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.23&CDS=1-1578
1830	OG0001830	YHR008C	snap_masked-flattened_line_81-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.63&CDS=1-660
1831	OG0001831	YHR009C	snap_masked-flattened_line_81-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.62&CDS=1-1425
1832	OG0001832	YHR011W	snap_masked-flattened_line_81-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.87&CDS=1-1347
1833	OG0001833	YHR012W	genemark-flattened_line_81-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.20&CDS=1-783
1834	OG0001834	YHR013C	snap_masked-flattened_line_81-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.97&CDS=1-633
1835	OG0001835	YHR016C	snap_masked-flattened_line_51-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.154&CDS=1-1326
1836	OG0001836	YHR017W	snap_masked-flattened_line_51-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.118&CDS=1-1179
1837	OG0001837	YHR018C	genemark-flattened_line_51-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.77&CDS=1-1329
1838	OG0001838	YHR019C	genemark-flattened_line_51-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.78&CDS=1-1650
1839	OG0001839	YHR020W	snap_masked-flattened_line_51-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.121&CDS=1-2037
1840	OG0001840	YHR023W	maker-flattened_line_2-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.1&CDS=1-5715
1841	OG0001841	YHR024C	snap_masked-flattened_line_2-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.81&CDS=1-1440
1842	OG0001842	YHR025W	snap_masked-flattened_line_2-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.61&CDS=1-1077
1843	OG0001843	YHR026W	snap_masked-flattened_line_2-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.62&CDS=1-525
1844	OG0001844	YHR027C	snap_masked-flattened_line_2-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.82&CDS=1-2811
1845	OG0001845	YHR028C	snap_masked-flattened_line_2-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.83&CDS=1-2385
1846	OG0001846	YHR030C	genemark-flattened_line_2-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.127&CDS=1-1428
1847	OG0001847	YHR034C	snap_masked-flattened_line_0-processed-gene-3.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.58&CDS=1-912
1848	OG0001848	YHR037W	maker-flattened_line_87-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_87-augustus-gene-0.46&CDS=1-3600
1849	OG0001849	YHR038W	snap_masked-flattened_line_23-processed-gene-1.232-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.232&CDS=1-726
1850	OG0001850	YHR039C	snap_masked-flattened_line_23-processed-gene-1.200-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.200&CDS=1-1881
1851	OG0001851	YHR039C-A	maker-flattened_line_23-augustus-gene-1.160-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.160&CDS=1-336
1852	OG0001852	YHR040W	snap_masked-flattened_line_23-processed-gene-1.201-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.201&CDS=1-924
1853	OG0001853	YHR041C	maker-flattened_line_21-augustus-gene-0.145-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-0.145&CDS=1-1599
1854	OG0001854	YHR042W	snap_masked-flattened_line_0-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.115&CDS=1-2010
1855	OG0001855	YHR045W	snap_masked-flattened_line_99-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.46&CDS=1-1530
1856	OG0001856	YHR048W	snap_masked-flattened_line_2-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.66&CDS=1-1518
1857	OG0001857	YHR049W	snap_masked-flattened_line_43-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.101&CDS=1-705
1858	OG0001858	YHR051W	snap_masked-flattened_line_2-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.88&CDS=1-474
1859	OG0001859	YHR052W	snap_masked-flattened_line_2-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.87&CDS=1-1167
1860	OG0001860	YHR058C	maker-flattened_line_147-snap-gene-0.14-mRNA-1_1&gene=maker-flattened_line_147-snap-gene-0.14&CDS=1-729
1861	OG0001861	YHR059W	genemark-flattened_line_147-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_147-processed-gene-0.21&CDS=1-561
1862	OG0001862	YHR062C	snap_masked-flattened_line_59-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.131&CDS=1-837
1863	OG0001863	YHR064C	snap_masked-flattened_line_0-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.89&CDS=1-1632
1864	OG0001864	YHR065C	maker-flattened_line_133-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_133-augustus-gene-0.8&CDS=1-2094
1865	OG0001865	YHR067W	snap_masked-flattened_line_0-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.106&CDS=1-831
1866	OG0001866	YHR068W	snap_masked-flattened_line_0-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.120&CDS=1-1131
1867	OG0001867	YHR069C	snap_masked-flattened_line_0-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.92&CDS=1-1035
1868	OG0001868	YHR070W	genemark-flattened_line_0-processed-gene-1.175-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.175&CDS=1-1407
1869	OG0001869	YHR071W	snap_masked-flattened_line_99-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.64&CDS=1-678
1870	OG0001870	YHR072W	snap_masked-flattened_line_0-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.119&CDS=1-2178
1871	OG0001871	YHR072W-A	snap_masked-flattened_line_0-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.113&CDS=1-192
1872	OG0001872	YHR073W	snap_masked-flattened_line_113-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.42&CDS=1-2715
1873	OG0001873	YHR074W	snap_masked-flattened_line_0-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.59&CDS=1-2190
1874	OG0001874	YHR075C	snap_masked-flattened_line_0-processed-gene-3.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.77&CDS=1-1119
1875	OG0001875	YHR076W	augustus_masked-flattened_line_75-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.129&CDS=1-1068
1876	OG0001876	YHR077C	snap_masked-flattened_line_75-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.161&CDS=1-2967
1877	OG0001877	YHR078W	snap_masked-flattened_line_15-processed-gene-2.234-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.234&CDS=1-1665
1878	OG0001878	YHR079C	snap_masked-flattened_line_63-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.6&CDS=1-3213
1879	OG0001879	YHR079C-A	maker-flattened_line_23-snap-gene-1.247-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.247&CDS=1-276
1880	OG0001880	YHR081W	maker-flattened_line_23-snap-gene-1.256-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.256&CDS=1-597
1881	OG0001881	YHR082C	snap_masked-flattened_line_23-processed-gene-1.218-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.218&CDS=1-1989
1882	OG0001882	YHR083W	snap_masked-flattened_line_23-processed-gene-1.220-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.220&CDS=1-1041
1883	OG0001883	YHR084W	snap_masked-flattened_line_23-processed-gene-1.219-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.219&CDS=1-1653
1884	OG0001884	YHR085W	maker-flattened_line_23-snap-gene-1.254-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.254&CDS=1-1035
1885	OG0001885	YHR086W	snap_masked-flattened_line_23-processed-gene-1.244-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.244&CDS=1-1458
1886	OG0001886	YHR087W	snap_masked-flattened_line_23-processed-gene-1.198-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.198&CDS=1-324
1887	OG0001887	YHR088W	snap_masked-flattened_line_0-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.105&CDS=1-873
1888	OG0001888	YHR089C	snap_masked-flattened_line_0-processed-gene-2.136-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.136&CDS=1-621
1889	OG0001889	YHR090C	snap_masked-flattened_line_23-processed-gene-1.235-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.235&CDS=1-933
1890	OG0001890	YHR098C	snap_masked-flattened_line_81-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.57&CDS=1-2784
1891	OG0001891	YHR099W	snap_masked-flattened_line_0-processed-gene-4.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.56&CDS=1-11250
1892	OG0001892	YHR100C	snap_masked-flattened_line_0-processed-gene-4.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.45&CDS=1-621
1893	OG0001893	YHR101C	snap_masked-flattened_line_37-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.207&CDS=1-921
1894	OG0001894	YHR102W	genemark-flattened_line_23-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.42&CDS=1-2469
1895	OG0001895	YHR104W	snap_masked-flattened_line_185-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.0&CDS=1-957
1896	OG0001896	YHR107C	snap_masked-flattened_line_35-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.68&CDS=1-1134
1897	OG0001897	YHR108W	maker-flattened_line_35-snap-gene-0.9-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.9&CDS=1-1740
1898	OG0001898	YHR109W	snap_masked-flattened_line_37-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.212&CDS=1-1860
1899	OG0001899	YHR110W	augustus_masked-flattened_line_37-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.129&CDS=1-1536
1900	OG0001900	YHR111W	snap_masked-flattened_line_37-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.209&CDS=1-1281
1901	OG0001901	YHR112C	snap_masked-flattened_line_37-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.174&CDS=1-1128
1902	OG0001902	YHR113W	snap_masked-flattened_line_6-processed-gene-4.108-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.108&CDS=1-1521
1903	OG0001903	YHR114W	snap_masked-flattened_line_0-processed-gene-8.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.64&CDS=1-1890
1904	OG0001904	YHR116W	snap_masked-flattened_line_11-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.115&CDS=1-420
1905	OG0001905	YHR118C	snap_masked-flattened_line_11-processed-gene-3.71-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.71&CDS=1-1059
1906	OG0001906	YHR120W	augustus_masked-flattened_line_11-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.131&CDS=1-5937
1907	OG0001907	YHR121W	snap_masked-flattened_line_8-processed-gene-3.158-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.158&CDS=1-579
1908	OG0001908	YHR122W	genemark-flattened_line_11-processed-gene-3.9-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.9&CDS=1-609
1909	OG0001909	YHR123W	maker-flattened_line_11-snap-gene-3.59-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-3.59&CDS=1-1170
1910	OG0001910	YHR124W	snap_masked-flattened_line_11-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.104&CDS=1-1761
1911	OG0001911	YHR128W	genemark-flattened_line_25-processed-gene-1.266-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.266&CDS=1-648
1912	OG0001912	YHR132C	snap_masked-flattened_line_33-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.115&CDS=1-1386
1913	OG0001913	YHR134W	snap_masked-flattened_line_83-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.73&CDS=1-879
1914	OG0001914	YHR137W	snap_masked-flattened_line_33-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.155&CDS=1-1569
1915	OG0001915	YHR140W	snap_masked-flattened_line_33-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.150&CDS=1-675
1916	OG0001916	YHR144C	snap_masked-flattened_line_119-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.43&CDS=1-990
1917	OG0001917	YHR147C	snap_masked-flattened_line_15-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.46&CDS=1-651
1918	OG0001918	YHR148W	genemark-flattened_line_15-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.25&CDS=1-552
1919	OG0001919	YHR150W	snap_masked-flattened_line_6-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.68&CDS=1-1407
1920	OG0001920	YHR151C	snap_masked-flattened_line_19-processed-gene-1.270-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.270&CDS=1-1629
1921	OG0001921	YHR154W	snap_masked-flattened_line_0-processed-gene-2.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.133&CDS=1-2568
1922	OG0001922	YHR156C	snap_masked-flattened_line_75-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.160&CDS=1-1230
1923	OG0001923	YHR159W	augustus_masked-flattened_line_59-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.189&CDS=1-1368
1924	OG0001924	YHR164C	snap_masked-flattened_line_101-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.93&CDS=1-4470
1925	OG0001925	YHR165C	maker-flattened_line_97-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_97-snap-gene-0.1&CDS=1-8811
1926	OG0001926	YHR169W	maker-flattened_line_8-snap-gene-3.307-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.307&CDS=1-2910
1927	OG0001927	YHR170W	snap_masked-flattened_line_2-processed-gene-3.64-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.64&CDS=1-1518
1928	OG0001928	YHR171W	genemark-flattened_line_2-processed-gene-3.125-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.125&CDS=1-1866
1929	OG0001929	YHR172W	genemark-flattened_line_2-processed-gene-3.127-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.127&CDS=1-2292
1930	OG0001930	YHR175W	genemark-flattened_line_97-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.78&CDS=1-489
1931	OG0001931	YHR177W	snap_masked-flattened_line_11-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.73&CDS=1-1554
1932	OG0001932	YHR178W	genemark-flattened_line_19-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.8&CDS=1-2094
1933	OG0001933	YHR181W	snap_masked-flattened_line_0-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.135&CDS=1-669
1934	OG0001934	YHR183W	snap_masked-flattened_line_8-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.41&CDS=1-1617
1935	OG0001935	YHR186C	snap_masked-flattened_line_11-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.105&CDS=1-4107
1936	OG0001936	YHR187W	snap_masked-flattened_line_113-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.30&CDS=1-876
1937	OG0001937	YHR188C	genemark-flattened_line_87-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_87-processed-gene-0.10&CDS=1-1836
1938	OG0001938	YHR189W	maker-flattened_line_101-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_101-snap-gene-0.6&CDS=1-1050
1939	OG0001939	YHR190W	snap_masked-flattened_line_11-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.94&CDS=1-1335
1940	OG0001940	YHR191C	snap_masked-flattened_line_13-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.169&CDS=1-408
1941	OG0001941	YHR192W	snap_masked-flattened_line_13-processed-gene-2.122-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.122&CDS=1-846
1942	OG0001942	YHR193C	snap_masked-flattened_line_13-processed-gene-2.170-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.170&CDS=1-543
1943	OG0001943	YHR194W	snap_masked-flattened_line_53-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.7&CDS=1-1557
1944	OG0001944	YHR196W	snap_masked-flattened_line_53-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.9&CDS=1-1641
1945	OG0001945	YHR197W	snap_masked-flattened_line_0-processed-gene-8.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.88&CDS=1-2301
1946	OG0001946	YHR200W	snap_masked-flattened_line_67-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.24&CDS=1-846
