	OrthologID	Lipomyces_starkeyi	Saccharomyces_cerevisiae
1715	OG0001715	augustus_masked-scaffold_2-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.49&CDS=1-882	YDR284C
1716	OG0001716	maker-scaffold_2-augustus-gene-11.151-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.151&CDS=1-789	YOL135C
1717	OG0001717	maker-scaffold_2-snap-gene-11.16-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.16&CDS=1-3210	YCR092C
1718	OG0001718	maker-scaffold_2-augustus-gene-11.165-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.165&CDS=1-1254	YLR316C
1719	OG0001719	maker-scaffold_2-augustus-gene-11.153-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.153&CDS=1-1134	YBR249C
1720	OG0001720	maker-scaffold_2-augustus-gene-11.166-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.166&CDS=1-1446	YLR359W
1721	OG0001721	augustus_masked-scaffold_2-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.40&CDS=1-1935	YMR140W
1722	OG0001722	maker-scaffold_2-augustus-gene-11.156-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.156&CDS=1-1704	YNL193W
1723	OG0001723	maker-scaffold_2-augustus-gene-11.170-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.170&CDS=1-630	YCL001W
1724	OG0001724	genemark-scaffold_2-processed-gene-11.144-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.144&CDS=1-768	YMR073C
1725	OG0001725	maker-scaffold_2-augustus-gene-11.172-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.172&CDS=1-849	YMR149W
1726	OG0001726	maker-scaffold_2-augustus-gene-11.157-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.157&CDS=1-213	YIL156W-B
1727	OG0001727	augustus_masked-scaffold_2-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.44&CDS=1-1053	YJR013W
1728	OG0001728	maker-scaffold_2-snap-gene-12.34-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.34&CDS=1-2949	YHR190W
1729	OG0001729	maker-scaffold_2-augustus-gene-12.125-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.125&CDS=1-1041	YNL056W
1730	OG0001730	genemark-scaffold_2-processed-gene-12.43-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.43&CDS=1-3822	YMR109W
1731	OG0001731	maker-scaffold_2-augustus-gene-12.126-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.126&CDS=1-1020	YPR110C
1732	OG0001732	snap_masked-scaffold_2-processed-gene-12.89-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.89&CDS=1-777	YPR107C
1733	OG0001733	maker-scaffold_2-augustus-gene-12.127-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.127&CDS=1-1923	YKL078W
1734	OG0001734	maker-scaffold_2-augustus-gene-12.128-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.128&CDS=1-1686	YPR103W
1735	OG0001735	genemark-scaffold_2-processed-gene-12.54-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.54&CDS=1-3345	YMR190C
1736	OG0001736	maker-scaffold_2-augustus-gene-12.129-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.129&CDS=1-1941	YGL124C
1737	OG0001737	maker-scaffold_2-augustus-gene-12.120-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.120&CDS=1-5307	YDR141C
1738	OG0001738	augustus_masked-scaffold_2-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.22&CDS=1-666	YDR140W
1739	OG0001739	augustus_masked-scaffold_2-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.9&CDS=1-3060	YHR120W
1740	OG0001740	augustus_masked-scaffold_2-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.23&CDS=1-324	YMR123W
1741	OG0001741	augustus_masked-scaffold_2-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.11&CDS=1-477	YMR035W
1742	OG0001742	augustus_masked-scaffold_2-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.25&CDS=1-1029	YEL029C
1743	OG0001743	augustus_masked-scaffold_2-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.14&CDS=1-1113	YGL212W
1744	OG0001744	maker-scaffold_2-augustus-gene-12.131-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.131&CDS=1-1236	YNL064C
1745	OG0001745	augustus_masked-scaffold_2-processed-gene-12.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.15&CDS=1-942	YLR340W
1746	OG0001746	snap_masked-scaffold_2-processed-gene-12.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.115&CDS=1-2205	YJL029C
1747	OG0001747	maker-scaffold_2-augustus-gene-12.122-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.122&CDS=1-258	YEL020W-A
1748	OG0001748	augustus_masked-scaffold_2-processed-gene-13.29-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.29&CDS=1-294	YLL018C-A
1749	OG0001749	augustus_masked-scaffold_2-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.48&CDS=1-4794	YIL115C
1750	OG0001750	maker-scaffold_2-augustus-gene-13.106-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.106&CDS=1-2142	YNL021W
1751	OG0001751	maker-scaffold_2-augustus-gene-13.118-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.118&CDS=1-474	YMR039C
1752	OG0001752	maker-scaffold_2-augustus-gene-13.119-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.119&CDS=1-1458	YLR203C
1753	OG0001753	augustus_masked-scaffold_2-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.35&CDS=1-1101	YOR301W
1754	OG0001754	augustus_masked-scaffold_2-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.36&CDS=1-1320	YOR323C
1755	OG0001755	maker-scaffold_2-augustus-gene-13.111-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.111&CDS=1-1143	YMR262W
1756	OG0001756	augustus_masked-scaffold_2-processed-gene-13.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.56&CDS=1-1500	YLR195C
1757	OG0001757	augustus_masked-scaffold_2-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.41&CDS=1-456	YGL058W
1758	OG0001758	snap_masked-scaffold_2-processed-gene-13.99-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.99&CDS=1-600	YDR373W
1759	OG0001759	augustus_masked-scaffold_2-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.42&CDS=1-3891	YDR127W
1760	OG0001760	augustus_masked-scaffold_2-processed-gene-13.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.58&CDS=1-462	YJL143W
1761	OG0001761	maker-scaffold_2-augustus-gene-13.114-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.114&CDS=1-1908	YNL219C
1762	OG0001762	augustus_masked-scaffold_2-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.61&CDS=1-1620	YER082C
1763	OG0001763	maker-scaffold_2-augustus-gene-13.115-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.115&CDS=1-2358	YDL060W
1764	OG0001764	maker-scaffold_2-augustus-gene-14.62-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.62&CDS=1-402	YBR269C
1765	OG0001765	snap_masked-scaffold_2-processed-gene-14.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.4&CDS=1-1434	YOL140W
1766	OG0001766	maker-scaffold_2-augustus-gene-14.54-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.54&CDS=1-2706	YDR083W
1767	OG0001767	augustus_masked-scaffold_2-processed-gene-14.87-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.87&CDS=1-612	YJL003W
1768	OG0001768	snap_masked-scaffold_2-processed-gene-14.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.22&CDS=1-2202	YBR086C
1769	OG0001769	maker-scaffold_2-augustus-gene-14.55-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.55&CDS=1-1452	YBR083W
1770	OG0001770	maker-scaffold_2-augustus-gene-14.67-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.67&CDS=1-1305	YML038C
1771	OG0001771	maker-scaffold_2-augustus-gene-14.57-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.57&CDS=1-7092	YGL195W
1772	OG0001772	snap_masked-scaffold_2-processed-gene-14.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.12&CDS=1-1386	YKL043W
1773	OG0001773	augustus_masked-scaffold_2-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.85&CDS=1-3117	YMR078C
1774	OG0001774	augustus_masked-scaffold_2-processed-gene-15.111-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.111&CDS=1-1188	YFL024C
1775	OG0001775	maker-scaffold_2-augustus-gene-15.104-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.104&CDS=1-1158	YGR091W
1776	OG0001776	augustus_masked-scaffold_2-processed-gene-15.114-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.114&CDS=1-3252	YKR086W
1777	OG0001777	augustus_masked-scaffold_2-processed-gene-15.137-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.137&CDS=1-3477	YPL217C
1778	OG0001778	maker-scaffold_2-augustus-gene-15.95-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.95&CDS=1-219	YHR138C
1779	OG0001779	genemark-scaffold_2-processed-gene-15.57-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.57&CDS=1-2688	YDR166C
1780	OG0001780	maker-scaffold_2-augustus-gene-15.97-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.97&CDS=1-1263	YIL042C
1781	OG0001781	snap_masked-scaffold_2-processed-gene-15.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.33&CDS=1-1359	YNL061W
1782	OG0001782	maker-scaffold_2-augustus-gene-15.106-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.106&CDS=1-552	YLR370C
1783	OG0001783	augustus_masked-scaffold_2-processed-gene-15.140-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.140&CDS=1-630	YBR106W
1784	OG0001784	maker-scaffold_2-augustus-gene-15.98-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.98&CDS=1-954	YMR029C
1785	OG0001785	augustus_masked-scaffold_2-processed-gene-15.142-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.142&CDS=1-1074	YNL290W
1786	OG0001786	augustus_masked-scaffold_2-processed-gene-15.124-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.124&CDS=1-1212	YDR004W
1787	OG0001787	augustus_masked-scaffold_2-processed-gene-15.125-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.125&CDS=1-495	YOL071W
1788	OG0001788	augustus_masked-scaffold_2-processed-gene-15.143-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.143&CDS=1-318	YOR020C
1789	OG0001789	maker-scaffold_2-augustus-gene-15.99-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.99&CDS=1-675	YML012W
1790	OG0001790	snap_masked-scaffold_2-processed-gene-15.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.43&CDS=1-1401	YNL062C
1791	OG0001791	augustus_masked-scaffold_2-processed-gene-15.147-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.147&CDS=1-933	YOL077C
1792	OG0001792	augustus_masked-scaffold_2-processed-gene-15.148-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.148&CDS=1-2919	YML020W
1793	OG0001793	augustus_masked-scaffold_2-processed-gene-15.129-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.129&CDS=1-735	YDR449C
1794	OG0001794	maker-scaffold_2-snap-gene-15.167-mRNA-1_1&gene=maker-scaffold_2-snap-gene-15.167&CDS=1-1341	YML085C
1795	OG0001795	maker-scaffold_2-augustus-gene-15.110-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.110&CDS=1-903	YMR201C
1796	OG0001796	augustus_masked-scaffold_2-processed-gene-15.130-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.130&CDS=1-1533	YGL073W
1797	OG0001797	augustus_masked-scaffold_2-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.131&CDS=1-1113	YHR068W
1798	OG0001798	maker-scaffold_2-augustus-gene-15.101-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.101&CDS=1-3651	YCR033W
1799	OG0001799	maker-scaffold_2-augustus-gene-16.114-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.114&CDS=1-4080	YBL047C
1800	OG0001800	augustus_masked-scaffold_2-processed-gene-16.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.4&CDS=1-1635	YAL067C
1801	OG0001801	maker-scaffold_2-snap-gene-16.35-mRNA-1_1&gene=maker-scaffold_2-snap-gene-16.35&CDS=1-2259	YJR010W
1802	OG0001802	augustus_masked-scaffold_2-processed-gene-16.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.7&CDS=1-843	YPR167C
1803	OG0001803	maker-scaffold_2-augustus-gene-16.106-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.106&CDS=1-2445	YMR302C
1804	OG0001804	maker-scaffold_2-augustus-gene-16.115-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.115&CDS=1-615	YOL111C
1805	OG0001805	maker-scaffold_2-augustus-gene-16.107-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.107&CDS=1-963	YLL050C
1806	OG0001806	augustus_masked-scaffold_2-processed-gene-16.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.11&CDS=1-1044	YGR048W
1807	OG0001807	maker-scaffold_2-snap-gene-16.38-mRNA-1_1&gene=maker-scaffold_2-snap-gene-16.38&CDS=1-1764	YLR259C
1808	OG0001808	maker-scaffold_2-augustus-gene-16.109-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.109&CDS=1-390	YOL012C
1809	OG0001809	augustus_masked-scaffold_2-processed-gene-16.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.24&CDS=1-1365	YBR257W
1810	OG0001810	augustus_masked-scaffold_2-processed-gene-16.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.25&CDS=1-1635	YIL099W
1811	OG0001811	maker-scaffold_2-snap-gene-17.95-mRNA-1_1&gene=maker-scaffold_2-snap-gene-17.95&CDS=1-1419	YPL235W
1812	OG0001812	maker-scaffold_2-augustus-gene-17.215-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.215&CDS=1-2118	YER169W
1813	OG0001813	maker-scaffold_2-augustus-gene-17.218-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.218&CDS=1-3573	YBR295W
1814	OG0001814	maker-scaffold_22-augustus-gene-0.31-mRNA-1_1&gene=maker-scaffold_22-augustus-gene-0.31&CDS=1-3330	YPR095C
1815	OG0001815	snap_masked-scaffold_22-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scaffold_22-processed-gene-0.20&CDS=1-933	YGR033C
1816	OG0001816	genemark-scaffold_22-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.9&CDS=1-513	YFL017C
1817	OG0001817	augustus_masked-scaffold_22-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scaffold_22-processed-gene-0.47&CDS=1-2451	YLR424W
1818	OG0001818	maker-scaffold_22-augustus-gene-0.30-mRNA-1_1&gene=maker-scaffold_22-augustus-gene-0.30&CDS=1-546	YOL146W
1819	OG0001819	maker-scaffold_22-augustus-gene-0.35-mRNA-1_1&gene=maker-scaffold_22-augustus-gene-0.35&CDS=1-912	YOL073C
1820	OG0001820	maker-scaffold_22-augustus-gene-0.36-mRNA-1_1&gene=maker-scaffold_22-augustus-gene-0.36&CDS=1-669	YHR008C
1821	OG0001821	augustus_masked-scaffold_3-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.116&CDS=1-2493	YPR003C
1822	OG0001822	augustus_masked-scaffold_3-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.103&CDS=1-573	YJR017C
1823	OG0001823	maker-scaffold_3-snap-gene-1.92-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.92&CDS=1-288	YJR135W-A
1824	OG0001824	augustus_masked-scaffold_3-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.118&CDS=1-3420	YOR144C
1825	OG0001825	augustus_masked-scaffold_3-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.106&CDS=1-2451	YMR004W
1826	OG0001826	maker-scaffold_3-augustus-gene-1.76-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-1.76&CDS=1-2268	YKL034W
1827	OG0001827	augustus_masked-scaffold_3-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.110&CDS=1-2763	YHR178W
1828	OG0001828	augustus_masked-scaffold_3-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.113&CDS=1-1872	YMR290C
1829	OG0001829	maker-scaffold_3-augustus-gene-2.87-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.87&CDS=1-3849	YMR128W
1830	OG0001830	maker-scaffold_3-augustus-gene-2.97-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.97&CDS=1-954	YPR025C
1831	OG0001831	augustus_masked-scaffold_3-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.109&CDS=1-1110	YAL020C
1832	OG0001832	augustus_masked-scaffold_3-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.110&CDS=1-1440	YLR019W
1833	OG0001833	augustus_masked-scaffold_3-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.111&CDS=1-1758	YPL155C
1834	OG0001834	maker-scaffold_3-augustus-gene-2.98-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.98&CDS=1-1257	YGR012W
1835	OG0001835	maker-scaffold_3-augustus-gene-2.88-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.88&CDS=1-1794	YKL162C
1836	OG0001836	maker-scaffold_3-augustus-gene-2.89-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.89&CDS=1-2991	YDR159W
1837	OG0001837	maker-scaffold_3-augustus-gene-2.90-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.90&CDS=1-3270	YAL019W
1838	OG0001838	maker-scaffold_3-augustus-gene-2.99-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.99&CDS=1-624	YDL208W
1839	OG0001839	snap_masked-scaffold_3-processed-gene-2.56-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.56&CDS=1-1017	YIL034C
1840	OG0001840	augustus_masked-scaffold_3-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.119&CDS=1-924	YGL043W
1841	OG0001841	augustus_masked-scaffold_3-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.136&CDS=1-1578	YFR028C
1842	OG0001842	augustus_masked-scaffold_3-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.123&CDS=1-1323	YER063W
1843	OG0001843	augustus_masked-scaffold_3-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.139&CDS=1-1362	YHR207C
1844	OG0001844	augustus_masked-scaffold_3-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.124&CDS=1-789	YGR207C
1845	OG0001845	augustus_masked-scaffold_3-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.140&CDS=1-1161	YDL108W
1846	OG0001846	augustus_masked-scaffold_3-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.125&CDS=1-1185	YNL175C
1847	OG0001847	maker-scaffold_3-augustus-gene-2.103-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.103&CDS=1-5133	YKR031C
1848	OG0001848	maker-scaffold_3-augustus-gene-3.162-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.162&CDS=1-873	YLR165C
1849	OG0001849	augustus_masked-scaffold_3-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.30&CDS=1-1833	YBL020W
1850	OG0001850	maker-scaffold_3-augustus-gene-3.150-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.150&CDS=1-1398	YDR105C
1851	OG0001851	augustus_masked-scaffold_3-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.51&CDS=1-669	YBR213W
1852	OG0001852	snap_masked-scaffold_3-processed-gene-3.135-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.135&CDS=1-333	YGL030W
1853	OG0001853	snap_masked-scaffold_3-processed-gene-3.113-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.113&CDS=1-1008	YKL059C
1854	OG0001854	maker-scaffold_3-augustus-gene-3.152-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.152&CDS=1-552	YLR009W
1855	OG0001855	maker-scaffold_3-augustus-gene-3.169-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.169&CDS=1-4353	YDR301W
1856	OG0001856	snap_masked-scaffold_3-processed-gene-3.139-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.139&CDS=1-1095	YGR277C
1857	OG0001857	augustus_masked-scaffold_3-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.58&CDS=1-558	YOR367W
1858	OG0001858	maker-scaffold_3-augustus-gene-3.154-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.154&CDS=1-807	YML114C
1859	OG0001859	maker-scaffold_3-augustus-gene-3.156-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.156&CDS=1-681	YLR075W
1860	OG0001860	augustus_masked-scaffold_3-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.59&CDS=1-708	YMR197C
1861	OG0001861	maker-scaffold_3-augustus-gene-3.173-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.173&CDS=1-1833	YHL024W
1862	OG0001862	maker-scaffold_3-augustus-gene-3.157-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.157&CDS=1-894	YAR015W
1863	OG0001863	augustus_masked-scaffold_3-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.45&CDS=1-1362	YIL104C
1864	OG0001864	maker-scaffold_3-augustus-gene-3.174-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.174&CDS=1-1407	YBR273C
1865	OG0001865	maker-scaffold_3-snap-gene-3.9-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.9&CDS=1-1131	YGR112W
1866	OG0001866	augustus_masked-scaffold_3-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.48&CDS=1-1638	YKR090W
1867	OG0001867	maker-scaffold_3-augustus-gene-4.13-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.13&CDS=1-1110	YPR140W
1868	OG0001868	augustus_masked-scaffold_3-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.105&CDS=1-945	YPR139C
1869	OG0001869	maker-scaffold_3-augustus-gene-4.14-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.14&CDS=1-2613	YPR141C
1870	OG0001870	augustus_masked-scaffold_3-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.125&CDS=1-633	YDR454C
1871	OG0001871	maker-scaffold_3-snap-gene-4.141-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.141&CDS=1-1143	YLR116W
1872	OG0001872	augustus_masked-scaffold_3-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.128&CDS=1-936	YPL266W
1873	OG0001873	augustus_masked-scaffold_3-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.112&CDS=1-2742	YBR055C
1874	OG0001874	snap_masked-scaffold_3-processed-gene-4.54-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.54&CDS=1-2010	YHR171W
1875	OG0001875	augustus_masked-scaffold_3-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.113&CDS=1-2160	YJL057C
1876	OG0001876	snap_masked-scaffold_3-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.37&CDS=1-1536	YOR241W
1877	OG0001877	snap_masked-scaffold_3-processed-gene-4.56-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.56&CDS=1-729	YBR261C
1878	OG0001878	snap_masked-scaffold_3-processed-gene-4.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.38&CDS=1-792	YGL011C
1879	OG0001879	maker-scaffold_3-augustus-gene-4.4-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.4&CDS=1-3924	YLR384C
1880	OG0001880	augustus_masked-scaffold_3-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.133&CDS=1-1173	YNR043W
1881	OG0001881	maker-scaffold_3-augustus-gene-4.7-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.7&CDS=1-858	YMR099C
1882	OG0001882	maker-scaffold_3-augustus-gene-4.8-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.8&CDS=1-207	YPL183W-A
1883	OG0001883	maker-scaffold_3-augustus-gene-4.20-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.20&CDS=1-3042	YPL183C
1884	OG0001884	augustus_masked-scaffold_3-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.120&CDS=1-711	YKL087C
1885	OG0001885	augustus_masked-scaffold_3-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.136&CDS=1-1830	YML031W
