	OrthologID	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
1712	OG0001712	augustus_masked-NC_027863.1-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.134&CDS=1-408	YLR245C
1713	OG0001713	augustus_masked-NC_027863.1-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.137&CDS=1-1626	YNL189W
1714	OG0001714	augustus_masked-NC_027863.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.115&CDS=1-483	YDL219W
1715	OG0001715	augustus_masked-NC_027863.1-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.116&CDS=1-1056	YNL191W
1716	OG0001716	augustus_masked-NC_027863.1-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.117&CDS=1-981	YOR271C
1717	OG0001717	augustus_masked-NC_027863.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.118&CDS=1-678	YHR134W
1718	OG0001718	augustus_masked-NC_027863.1-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.140&CDS=1-4248	YBL079W
1719	OG0001719	augustus_masked-NC_027863.1-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.119&CDS=1-1419	YOL049W
1720	OG0001720	augustus_masked-NC_027863.1-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.141&CDS=1-795	YMR003W
1721	OG0001721	augustus_masked-NC_027863.1-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.120&CDS=1-8850	YPR184W
1722	OG0001722	augustus_masked-NC_027863.1-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.142&CDS=1-5412	YDR060W
1723	OG0001723	maker-NC_027863.1-augustus-gene-1.7-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-1.7&CDS=1-657	YDR381W
1724	OG0001724	augustus_masked-NC_027863.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.82&CDS=1-309	YDR381C-A
1725	OG0001725	augustus_masked-NC_027863.1-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.83&CDS=1-885	YOR130C
1726	OG0001726	snap_masked-NC_027863.1-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-1.26&CDS=1-2328	YML093W
1727	OG0001727	snap_masked-NC_027863.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-1.19&CDS=1-1125	YHR112C
1728	OG0001728	snap_masked-NC_027863.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-1.20&CDS=1-1878	YDR362C
1729	OG0001729	genemark-NC_027863.1-processed-gene-1.156-mRNA-1_1&gene=genemark-NC_027863.1-processed-gene-1.156&CDS=1-1167	YHR111W
1730	OG0001730	maker-NC_027863.1-augustus-gene-1.13-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-1.13&CDS=1-2349	YDR365C
1731	OG0001731	augustus_masked-NC_027863.1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.86&CDS=1-1749	YOR118W
1732	OG0001732	augustus_masked-NC_027863.1-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.107&CDS=1-1386	YOR119C
1733	OG0001733	augustus_masked-NC_027863.1-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.109&CDS=1-1335	YDR375C
1734	OG0001734	augustus_masked-NC_027863.1-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.88&CDS=1-3834	YOR124C
1735	OG0001735	maker-NC_027863.1-augustus-gene-1.9-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-1.9&CDS=1-1248	YDR372C
1736	OG0001736	maker-NC_027863.1-augustus-gene-1.14-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-1.14&CDS=1-378	YOR122C
1737	OG0001737	augustus_masked-NC_027863.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.112&CDS=1-1128	YOR123C
1738	OG0001738	augustus_masked-NC_027863.1-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.91&CDS=1-867	YER016W
1739	OG0001739	augustus_masked-NC_027863.1-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.113&CDS=1-1791	YHR188C
1740	OG0001740	snap_masked-NC_027863.1-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-1.38&CDS=1-3885	YOL075C
1741	OG0001741	augustus_masked-NC_027863.1-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.96&CDS=1-4884	YDR301W
1742	OG0001742	augustus_masked-NC_027863.1-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.116&CDS=1-2724	YMR155W
1743	OG0001743	augustus_masked-NC_027863.1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.117&CDS=1-3726	YDR335W
1744	OG0001744	augustus_masked-NC_027863.1-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.98&CDS=1-1311	YDR316W
1745	OG0001745	augustus_masked-NC_027863.1-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.99&CDS=1-5130	YDL090C
1746	OG0001746	augustus_masked-NC_027863.1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.119&CDS=1-1140	YAL060W
1747	OG0001747	snap_masked-NC_027863.1-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-1.75&CDS=1-657	YDR472W
1748	OG0001748	augustus_masked-NC_027863.1-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.103&CDS=1-645	YHR013C
1749	OG0001749	maker-NC_027863.1-snap-gene-1.6-mRNA-1_1&gene=maker-NC_027863.1-snap-gene-1.6&CDS=1-885	YHR012W
1750	OG0001750	genemark-NC_027863.1-processed-gene-1.155-mRNA-1_1&gene=genemark-NC_027863.1-processed-gene-1.155&CDS=1-309	YOR020C
1751	OG0001751	augustus_masked-NC_027863.1-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.70&CDS=1-1233	YDR473C
1752	OG0001752	augustus_masked-NC_027863.1-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.71&CDS=1-10104	YDR457W
1753	OG0001753	augustus_masked-NC_027863.1-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.98&CDS=1-1620	YDR049W
1754	OG0001754	augustus_masked-NC_027863.1-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.100&CDS=1-3504	YAL001C
1755	OG0001755	augustus_masked-NC_027863.1-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.101&CDS=1-1707	YOL115W
1756	OG0001756	augustus_masked-NC_027863.1-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.77&CDS=1-738	YML092C
1757	OG0001757	maker-NC_027863.1-snap-gene-2.5-mRNA-1_1&gene=maker-NC_027863.1-snap-gene-2.5&CDS=1-5754	YHR113W
1758	OG0001758	augustus_masked-NC_027863.1-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.102&CDS=1-1368	YJR078W
1759	OG0001759	maker-NC_027863.1-augustus-gene-2.3-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-2.3&CDS=1-1743	YPL152W
1760	OG0001760	augustus_masked-NC_027863.1-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.104&CDS=1-2529	YBR281C
1761	OG0001761	augustus_masked-NC_027863.1-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.105&CDS=1-1167	YMR034C
1762	OG0001762	snap_masked-NC_027863.1-processed-gene-2.163-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-2.163&CDS=1-2067	YOL057W
1763	OG0001763	snap_masked-NC_027863.1-processed-gene-2.164-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-2.164&CDS=1-180	YHR072W-A
1764	OG0001764	augustus_masked-NC_027863.1-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.84&CDS=1-1716	YDR320C
1765	OG0001765	augustus_masked-NC_027863.1-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.107&CDS=1-1860	YDR311W
1766	OG0001766	augustus_masked-NC_027863.1-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.85&CDS=1-579	YIL157C
1767	OG0001767	augustus_masked-NC_027863.1-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.109&CDS=1-873	YEL004W
1768	OG0001768	snap_masked-NC_027863.1-processed-gene-2.167-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-2.167&CDS=1-801	YIL003W
1769	OG0001769	augustus_masked-NC_027863.1-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.112&CDS=1-807	YKL011C
1770	OG0001770	augustus_masked-NC_027863.1-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.89&CDS=1-1188	YMR010W
1771	OG0001771	augustus_masked-NC_027863.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.90&CDS=1-1713	YGL166W
1772	OG0001772	maker-NC_027863.1-snap-gene-2.9-mRNA-1_1&gene=maker-NC_027863.1-snap-gene-2.9&CDS=1-2910	YHR065C
1773	OG0001773	augustus_masked-NC_027863.1-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.117&CDS=1-939	YDL209C
1774	OG0001774	augustus_masked-NC_027863.1-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.94&CDS=1-4326	YDR128W
1775	OG0001775	maker-NC_027863.1-augustus-gene-2.1-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-2.1&CDS=1-1923	YDR129C
1776	OG0001776	augustus_masked-NC_027863.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.118&CDS=1-1053	YLR100W
1777	OG0001777	augustus_masked-NC_027863.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.55&CDS=1-696	YML079W
1778	OG0001778	maker-NC_027863.1-augustus-gene-3.161-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-3.161&CDS=1-5268	YDR026C
1779	OG0001779	augustus_masked-NC_027863.1-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.78&CDS=1-2634	YDR166C
1780	OG0001780	augustus_masked-NC_027863.1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.59&CDS=1-858	YJL117W
1781	OG0001781	augustus_masked-NC_027863.1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.79&CDS=1-858	YNL036W
1782	OG0001782	augustus_masked-NC_027863.1-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.60&CDS=1-543	YER183C
1783	OG0001783	augustus_masked-NC_027863.1-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.80&CDS=1-744	YER182W
1784	OG0001784	augustus_masked-NC_027863.1-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.61&CDS=1-276	YHR005C-A
1785	OG0001785	augustus_masked-NC_027863.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.81&CDS=1-4422	YNL218W
1786	OG0001786	augustus_masked-NC_027863.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.62&CDS=1-288	YMR225C
1787	OG0001787	augustus_masked-NC_027863.1-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.63&CDS=1-1500	YGR171C
1788	OG0001788	snap_masked-NC_027863.1-processed-gene-3.134-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-3.134&CDS=1-1464	YJR006W
1789	OG0001789	augustus_masked-NC_027863.1-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.64&CDS=1-1653	YCR088W
1790	OG0001790	genemark-NC_027863.1-processed-gene-3.36-mRNA-1_1&gene=genemark-NC_027863.1-processed-gene-3.36&CDS=1-1362	YOR059C
1791	OG0001791	augustus_masked-NC_027863.1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.65&CDS=1-4746	YMR220W
1792	OG0001792	augustus_masked-NC_027863.1-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.84&CDS=1-222	YJR058C
1793	OG0001793	augustus_masked-NC_027863.1-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.67&CDS=1-2154	YNL186W
1794	OG0001794	augustus_masked-NC_027863.1-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.85&CDS=1-426	YNL185C
1795	OG0001795	snap_masked-NC_027863.1-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-3.114&CDS=1-249	YNL138W-A
1796	OG0001796	maker-NC_027863.1-augustus-gene-3.168-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-3.168&CDS=1-2055	YPR088C
1797	OG0001797	augustus_masked-NC_027863.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.71&CDS=1-504	YHR089C
1798	OG0001798	snap_masked-NC_027863.1-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-3.142&CDS=1-894	YBL050W
1799	OG0001799	maker-NC_027863.1-augustus-gene-3.169-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-3.169&CDS=1-3456	YER171W
1800	OG0001800	augustus_masked-NC_027863.1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.72&CDS=1-1011	YGL155W
1801	OG0001801	augustus_masked-NC_027863.1-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.92&CDS=1-882	YDL119C
1802	OG0001802	maker-NC_027863.1-snap-gene-3.158-mRNA-1_1&gene=maker-NC_027863.1-snap-gene-3.158&CDS=1-576	YFL010C
1803	OG0001803	augustus_masked-NC_027863.1-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.94&CDS=1-2946	YDR430C
1804	OG0001804	augustus_masked-NC_027863.1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.74&CDS=1-1029	YPL138C
1805	OG0001805	augustus_masked-NC_027863.1-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.75&CDS=1-1224	YJL026W
1806	OG0001806	augustus_masked-NC_027863.1-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.76&CDS=1-1500	YOR241W
1807	OG0001807	augustus_masked-NC_027863.1-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.55&CDS=1-2526	YLR259C
1808	OG0001808	augustus_masked-NC_027863.1-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.56&CDS=1-1125	YJL059W
1809	OG0001809	snap_masked-NC_027863.1-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-4.12&CDS=1-1704	YGL124C
1810	OG0001810	maker-NC_027863.1-snap-gene-4.129-mRNA-1_1&gene=maker-NC_027863.1-snap-gene-4.129&CDS=1-3909	YNL252C
1811	OG0001811	snap_masked-NC_027863.1-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-4.33&CDS=1-1008	YDR058C
1812	OG0001812	snap_masked-NC_027863.1-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-4.18&CDS=1-1014	YDR057W
1813	OG0001813	snap_masked-NC_027863.1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-4.34&CDS=1-5088	YMR128W
1814	OG0001814	snap_masked-NC_027863.1-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-4.19&CDS=1-633	YMR127C
1815	OG0001815	augustus_masked-NC_027863.1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.72&CDS=1-1845	YLR032W
1816	OG0001816	augustus_masked-NC_027863.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.63&CDS=1-603	YNL265C
1817	OG0001817	augustus_masked-NC_027863.1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.74&CDS=1-2166	YDR258C
1818	OG0001818	augustus_masked-NC_027863.1-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.76&CDS=1-1011	YGL059W
1819	OG0001819	maker-NC_027863.1-augustus-gene-4.124-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-4.124&CDS=1-4071	YDL185W
1820	OG0001820	augustus_masked-NC_027863.1-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.77&CDS=1-999	YOR245C
1821	OG0001821	maker-NC_027863.1-snap-gene-4.136-mRNA-1_1&gene=maker-NC_027863.1-snap-gene-4.136&CDS=1-2208	YOL058W
1822	OG0001822	snap_masked-NC_027863.1-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-4.43&CDS=1-315	YBL001C
1823	OG0001823	snap_masked-NC_027863.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-4.25&CDS=1-3810	YOR093C
1824	OG0001824	augustus_masked-NC_027863.1-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.79&CDS=1-2058	YBR126C
1825	OG0001825	augustus_masked-NC_027863.1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.67&CDS=1-1017	YDL030W
1826	OG0001826	augustus_masked-NC_027863.1-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.80&CDS=1-2169	YAL043C
1827	OG0001827	maker-NC_027863.1-snap-gene-4.137-mRNA-1_1&gene=maker-NC_027863.1-snap-gene-4.137&CDS=1-630	YPL178W
1828	OG0001828	augustus_masked-NC_027863.1-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.68&CDS=1-870	YLR205C
1829	OG0001829	augustus_masked-NC_027863.1-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.82&CDS=1-588	YJR069C
1830	OG0001830	augustus_masked-NC_027863.1-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.69&CDS=1-1008	YBR046C
1831	OG0001831	snap_masked-NC_027863.1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-4.51&CDS=1-684	YKL002W
1832	OG0001832	maker-NC_027863.1-snap-gene-4.130-mRNA-1_1&gene=maker-NC_027863.1-snap-gene-4.130&CDS=1-387	YKL003C
1833	OG0001833	augustus_masked-NC_027863.1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.86&CDS=1-951	YKL090W
1834	OG0001834	augustus_masked-NC_027863.1-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.67&CDS=1-1329	YDL147W
1835	OG0001835	augustus_masked-NC_027863.1-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.68&CDS=1-2757	YIL042C
1836	OG0001836	augustus_masked-NC_027863.1-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.86&CDS=1-477	YER050C
1837	OG0001837	augustus_masked-NC_027863.1-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.69&CDS=1-1539	YER051W
1838	OG0001838	augustus_masked-NC_027863.1-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.87&CDS=1-3618	YDL145C
1839	OG0001839	augustus_masked-NC_027863.1-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.70&CDS=1-3918	YMR309C
1840	OG0001840	augustus_masked-NC_027863.1-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.71&CDS=1-570	YMR295C
1841	OG0001841	augustus_masked-NC_027863.1-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.72&CDS=1-855	YNL075W
1842	OG0001842	augustus_masked-NC_027863.1-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.90&CDS=1-651	YNL107W
1843	OG0001843	augustus_masked-NC_027863.1-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.92&CDS=1-1017	YLR377C
1844	OG0001844	augustus_masked-NC_027863.1-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.93&CDS=1-879	YHR198C
1845	OG0001845	maker-NC_027863.1-augustus-gene-5.1-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-5.1&CDS=1-2445	YOR378W
1846	OG0001846	maker-NC_027863.1-augustus-gene-5.4-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-5.4&CDS=1-3588	YKL197C
1847	OG0001847	augustus_masked-NC_027863.1-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.76&CDS=1-654	YDR121W
1848	OG0001848	augustus_masked-NC_027863.1-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.97&CDS=1-5754	YGR271W
1849	OG0001849	genemark-NC_027863.1-processed-gene-5.160-mRNA-1_1&gene=genemark-NC_027863.1-processed-gene-5.160&CDS=1-2013	YHR205W
1850	OG0001850	augustus_masked-NC_027863.1-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.99&CDS=1-4359	YHR204W
1851	OG0001851	genemark-NC_027863.1-processed-gene-5.164-mRNA-1_1&gene=genemark-NC_027863.1-processed-gene-5.164&CDS=1-1269	YPR119W
1852	OG0001852	snap_masked-NC_027863.1-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NC_027863.1-processed-gene-5.29&CDS=1-4965	YKL014C
1853	OG0001853	augustus_masked-NC_027863.1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.102&CDS=1-882	YDR068W
1854	OG0001854	genemark-NC_027863.1-processed-gene-5.139-mRNA-1_1&gene=genemark-NC_027863.1-processed-gene-5.139&CDS=1-537	YDR067C
1855	OG0001855	augustus_masked-NC_027863.1-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.103&CDS=1-1155	YER143W
1856	OG0001856	augustus_masked-NC_027863.1-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.80&CDS=1-906	YER142C
1857	OG0001857	augustus_masked-NC_027863.1-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.104&CDS=1-261	YER146W
1858	OG0001858	augustus_masked-NC_027863.1-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.81&CDS=1-690	YDR071C
1859	OG0001859	maker-NC_027863.1-augustus-gene-5.8-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-5.8&CDS=1-2628	YDR072C
1860	OG0001860	genemark-NC_027863.1-processed-gene-5.172-mRNA-1_1&gene=genemark-NC_027863.1-processed-gene-5.172&CDS=1-1536	YDR061W
1861	OG0001861	augustus_masked-NC_027863.1-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.84&CDS=1-1692	YDR062W
1862	OG0001862	augustus_masked-NC_027863.1-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-5.107&CDS=1-867	YDR337W
1863	OG0001863	augustus_masked-NC_027863.1-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-6.2&CDS=1-699	YJL121C
1864	OG0001864	augustus_masked-NC_027863.1-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-6.8&CDS=1-426	YJL122W
1865	OG0001865	augustus_masked-NC_027863.1-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-6.3&CDS=1-1143	YDL022W
1866	OG0001866	augustus_masked-NC_027863.1-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-6.4&CDS=1-594	YKR065C
