	OrthologID	Metschnikowia_hibisci	Saccharomyces_cerevisiae
1878	OG0001878	augustus_masked-hib_s71-processed-gene-16.133-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.133&CDS=1-1275	YOL097C
1879	OG0001879	augustus_masked-hib_s71-processed-gene-16.114-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.114&CDS=1-2595	YOL078W
1880	OG0001880	augustus_masked-hib_s71-processed-gene-16.115-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.115&CDS=1-198	YOL077W-A
1881	OG0001881	maker-hib_s71-augustus-gene-16.151-mRNA-1_1&gene=maker-hib_s71-augustus-gene-16.151&CDS=1-3267	YOL077C
1882	OG0001882	augustus_masked-hib_s71-processed-gene-16.138-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.138&CDS=1-627	YKL119C
1883	OG0001883	augustus_masked-hib_s71-processed-gene-16.118-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.118&CDS=1-1332	YNL040W
1884	OG0001884	augustus_masked-hib_s71-processed-gene-16.139-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.139&CDS=1-936	YBR146W
1885	OG0001885	augustus_masked-hib_s71-processed-gene-16.140-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.140&CDS=1-3177	YCR033W
1886	OG0001886	augustus_masked-hib_s71-processed-gene-16.141-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.141&CDS=1-1452	YJL194W
1887	OG0001887	augustus_masked-hib_s71-processed-gene-16.119-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.119&CDS=1-297	YOL086W-A
1888	OG0001888	augustus_masked-hib_s71-processed-gene-16.121-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.121&CDS=1-639	YBR154C
1889	OG0001889	augustus_masked-hib_s71-processed-gene-16.142-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.142&CDS=1-786	YBR153W
1890	OG0001890	augustus_masked-hib_s71-processed-gene-16.143-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.143&CDS=1-993	YCR036W
1891	OG0001891	augustus_masked-hib_s71-processed-gene-16.144-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.144&CDS=1-2784	YBR079C
1892	OG0001892	augustus_masked-hib_s71-processed-gene-16.145-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.145&CDS=1-3246	YDR361C
1893	OG0001893	augustus_masked-hib_s71-processed-gene-16.123-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.123&CDS=1-2109	YPR031W
1894	OG0001894	augustus_masked-hib_s71-processed-gene-16.124-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.124&CDS=1-1713	YBR083W
1895	OG0001895	augustus_masked-hib_s71-processed-gene-16.148-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.148&CDS=1-1683	YOR128C
1896	OG0001896	augustus_masked-hib_s71-processed-gene-16.149-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.149&CDS=1-1353	YOR301W
1897	OG0001897	maker-hib_s71-augustus-gene-16.153-mRNA-1_1&gene=maker-hib_s71-augustus-gene-16.153&CDS=1-657	YDR381W
1898	OG0001898	snap_masked-hib_s71-processed-gene-16.28-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-16.28&CDS=1-1881	YOR129C
1899	OG0001899	augustus_masked-hib_s71-processed-gene-16.129-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.129&CDS=1-849	YDL052C
1900	OG0001900	augustus_masked-hib_s71-processed-gene-17.99-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.99&CDS=1-3888	YLL021W
1901	OG0001901	augustus_masked-hib_s71-processed-gene-17.103-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.103&CDS=1-1140	YDR161W
1902	OG0001902	augustus_masked-hib_s71-processed-gene-17.101-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.101&CDS=1-756	YLR145W
1903	OG0001903	augustus_masked-hib_s71-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.105&CDS=1-915	YLR146C
1904	OG0001904	augustus_masked-hib_s71-processed-gene-17.127-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.127&CDS=1-1629	YJL201W
1905	OG0001905	augustus_masked-hib_s71-processed-gene-17.107-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.107&CDS=1-2817	YHR027C
1906	OG0001906	augustus_masked-hib_s71-processed-gene-17.128-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.128&CDS=1-588	YHR026W
1907	OG0001907	snap_masked-hib_s71-processed-gene-17.31-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-17.31&CDS=1-1134	YDR459C
1908	OG0001908	maker-hib_s71-augustus-gene-17.146-mRNA-1_1&gene=maker-hib_s71-augustus-gene-17.146&CDS=1-2616	YPL120W
1909	OG0001909	snap_masked-hib_s71-processed-gene-17.36-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-17.36&CDS=1-1644	YOR002W
1910	OG0001910	augustus_masked-hib_s71-processed-gene-17.113-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.113&CDS=1-1149	YPL096W
1911	OG0001911	maker-hib_s71-snap-gene-17.97-mRNA-1_1&gene=maker-hib_s71-snap-gene-17.97&CDS=1-1716	YPL097W
1912	OG0001912	snap_masked-hib_s71-processed-gene-17.39-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-17.39&CDS=1-1080	YOL064C
1913	OG0001913	augustus_masked-hib_s71-processed-gene-17.116-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.116&CDS=1-1323	YMR065W
1914	OG0001914	snap_masked-hib_s71-processed-gene-17.41-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-17.41&CDS=1-1794	YGL073W
1915	OG0001915	snap_masked-hib_s71-processed-gene-17.21-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-17.21&CDS=1-2859	YOR335C
1916	OG0001916	augustus_masked-hib_s71-processed-gene-17.137-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.137&CDS=1-885	YMR178W
1917	OG0001917	augustus_masked-hib_s71-processed-gene-17.138-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.138&CDS=1-1065	YOL001W
1918	OG0001918	augustus_masked-hib_s71-processed-gene-17.139-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.139&CDS=1-651	YGR042W
1919	OG0001919	augustus_masked-hib_s71-processed-gene-17.140-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.140&CDS=1-858	YDR237W
1920	OG0001920	augustus_masked-hib_s71-processed-gene-17.122-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.122&CDS=1-1452	YDL207W
1921	OG0001921	augustus_masked-hib_s71-processed-gene-17.141-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.141&CDS=1-3765	YMR076C
1922	OG0001922	augustus_masked-hib_s71-processed-gene-17.124-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.124&CDS=1-2787	YNL023C
1923	OG0001923	augustus_masked-hib_s71-processed-gene-17.142-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.142&CDS=1-849	YOR004W
1924	OG0001924	augustus_masked-hib_s71-processed-gene-17.125-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.125&CDS=1-363	YJR063W
1925	OG0001925	augustus_masked-hib_s71-processed-gene-17.143-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.143&CDS=1-951	YJR070C
1926	OG0001926	augustus_masked-hib_s71-processed-gene-18.0-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.0&CDS=1-1647	YJR064W
1927	OG0001927	augustus_masked-hib_s71-processed-gene-18.1-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.1&CDS=1-1257	YJR065C
1928	OG0001928	augustus_masked-hib_s71-processed-gene-18.2-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.2&CDS=1-7377	YKL203C
1929	OG0001929	augustus_masked-hib_s71-processed-gene-18.7-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.7&CDS=1-1098	YOL010W
1930	OG0001930	augustus_masked-hib_s71-processed-gene-18.3-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.3&CDS=1-1473	YMR005W
1931	OG0001931	augustus_masked-hib_s71-processed-gene-18.4-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.4&CDS=1-3486	YLR272C
1932	OG0001932	augustus_masked-hib_s71-processed-gene-18.5-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.5&CDS=1-1776	YOR175C
1933	OG0001933	augustus_masked-hib_s71-processed-gene-18.6-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.6&CDS=1-1146	YOR176W
1934	OG0001934	augustus_masked-hib_s71-processed-gene-18.49-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.49&CDS=1-945	YOR174W
1935	OG0001935	augustus_masked-hib_s71-processed-gene-18.8-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.8&CDS=1-816	YLR271W
1936	OG0001936	augustus_masked-hib_s71-processed-gene-18.11-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.11&CDS=1-4521	YDR334W
1937	OG0001937	augustus_masked-hib_s71-processed-gene-18.12-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.12&CDS=1-333	YHR039C-A
1938	OG0001938	augustus_masked-hib_s71-processed-gene-18.51-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.51&CDS=1-1845	YHR039C
1939	OG0001939	augustus_masked-hib_s71-processed-gene-18.52-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.52&CDS=1-2079	YDR333C
1940	OG0001940	augustus_masked-hib_s71-processed-gene-18.53-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.53&CDS=1-297	YHR087W
1941	OG0001941	augustus_masked-hib_s71-processed-gene-18.54-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.54&CDS=1-2952	YBR074W
1942	OG0001942	genemark-hib_s71-processed-gene-18.107-mRNA-1_1&gene=genemark-hib_s71-processed-gene-18.107&CDS=1-1083	YDR047W
1943	OG0001943	augustus_masked-hib_s71-processed-gene-18.14-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.14&CDS=1-1803	YDR049W
1944	OG0001944	augustus_masked-hib_s71-processed-gene-18.16-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.16&CDS=1-4014	YMR259C
1945	OG0001945	genemark-hib_s71-processed-gene-18.111-mRNA-1_1&gene=genemark-hib_s71-processed-gene-18.111&CDS=1-1020	YBR065C
1946	OG0001946	augustus_masked-hib_s71-processed-gene-18.18-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.18&CDS=1-684	YBR070C
1947	OG0001947	augustus_masked-hib_s71-processed-gene-18.57-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.57&CDS=1-303	YDR045C
1948	OG0001948	augustus_masked-hib_s71-processed-gene-18.21-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.21&CDS=1-2769	YNL313C
1949	OG0001949	augustus_masked-hib_s71-processed-gene-18.24-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.24&CDS=1-1248	YIL160C
1950	OG0001950	snap_masked-hib_s71-processed-gene-18.209-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-18.209&CDS=1-699	YBR256C
1951	OG0001951	augustus_masked-hib_s71-processed-gene-18.27-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.27&CDS=1-585	YER012W
1952	OG0001952	augustus_masked-hib_s71-processed-gene-18.29-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.29&CDS=1-2703	YIR007W
1953	OG0001953	augustus_masked-hib_s71-processed-gene-18.59-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.59&CDS=1-1389	YIR008C
1954	OG0001954	augustus_masked-hib_s71-processed-gene-18.60-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.60&CDS=1-1248	YIR012W
1955	OG0001955	augustus_masked-hib_s71-processed-gene-18.30-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.30&CDS=1-1089	YCL059C
1956	OG0001956	augustus_masked-hib_s71-processed-gene-18.62-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.62&CDS=1-3006	YCL061C
1957	OG0001957	augustus_masked-hib_s71-processed-gene-18.32-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.32&CDS=1-1146	YDR502C
1958	OG0001958	augustus_masked-hib_s71-processed-gene-18.35-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.35&CDS=1-1110	YOR042W
1959	OG0001959	augustus_masked-hib_s71-processed-gene-18.66-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.66&CDS=1-4191	YNL088W
1960	OG0001960	augustus_masked-hib_s71-processed-gene-18.68-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.68&CDS=1-1197	YFL030W
1961	OG0001961	augustus_masked-hib_s71-processed-gene-18.38-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.38&CDS=1-1248	YPR085C
1962	OG0001962	augustus_masked-hib_s71-processed-gene-18.40-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.40&CDS=1-684	YGL085W
1963	OG0001963	augustus_masked-hib_s71-processed-gene-18.73-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.73&CDS=1-1602	YEL058W
1964	OG0001964	augustus_masked-hib_s71-processed-gene-18.43-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.43&CDS=1-963	YPL266W
1965	OG0001965	augustus_masked-hib_s71-processed-gene-18.77-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.77&CDS=1-1860	YPL263C
1966	OG0001966	augustus_masked-hib_s71-processed-gene-18.78-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.78&CDS=1-1500	YMR131C
1967	OG0001967	augustus_masked-hib_s71-processed-gene-18.44-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.44&CDS=1-2607	YBR055C
1968	OG0001968	snap_masked-hib_s71-processed-gene-18.266-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-18.266&CDS=1-1986	YGL086W
1969	OG0001969	augustus_masked-hib_s71-processed-gene-18.45-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.45&CDS=1-411	YGL087C
1970	OG0001970	augustus_masked-hib_s71-processed-gene-18.81-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.81&CDS=1-1752	YGL084C
1971	OG0001971	snap_masked-hib_s71-processed-gene-18.230-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-18.230&CDS=1-1929	YDL206W
1972	OG0001972	snap_masked-hib_s71-processed-gene-18.231-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-18.231&CDS=1-507	YAL044C
1973	OG0001973	maker-hib_s80-augustus-gene-0.1-mRNA-1_1&gene=maker-hib_s80-augustus-gene-0.1&CDS=1-2793	YLL008W
1974	OG0001974	augustus_masked-hib_s80-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.26&CDS=1-1995	YLL007C
1975	OG0001975	snap_masked-hib_s80-processed-gene-0.46-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-0.46&CDS=1-1353	YJR117W
1976	OG0001976	augustus_masked-hib_s80-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.27&CDS=1-741	YDL087C
1977	OG0001977	augustus_masked-hib_s80-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.28&CDS=1-1326	YOL132W
1978	OG0001978	augustus_masked-hib_s80-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.29&CDS=1-2148	YGL245W
1979	OG0001979	augustus_masked-hib_s80-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.6&CDS=1-1812	YFR048W
1980	OG0001980	augustus_masked-hib_s80-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.7&CDS=1-1125	YOR166C
1981	OG0001981	augustus_masked-hib_s80-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.8&CDS=1-660	YFR007W
1982	OG0001982	augustus_masked-hib_s80-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.9&CDS=1-954	YDR044W
1983	OG0001983	augustus_masked-hib_s80-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.31&CDS=1-1827	YNL308C
1984	OG0001984	genemark-hib_s80-processed-gene-0.119-mRNA-1_1&gene=genemark-hib_s80-processed-gene-0.119&CDS=1-975	YIL061C
1985	OG0001985	augustus_masked-hib_s80-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.33&CDS=1-861	YLR126C
1986	OG0001986	augustus_masked-hib_s80-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.14&CDS=1-960	YNL229C
1987	OG0001987	snap_masked-hib_s80-processed-gene-0.78-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-0.78&CDS=1-3027	YPL009C
1988	OG0001988	snap_masked-hib_s80-processed-gene-0.57-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-0.57&CDS=1-993	YPL015C
1989	OG0001989	snap_masked-hib_s80-processed-gene-0.79-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-0.79&CDS=1-951	YLR063W
1990	OG0001990	augustus_masked-hib_s80-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.37&CDS=1-3774	YJL197W
1991	OG0001991	maker-hib_s80-augustus-gene-0.0-mRNA-1_1&gene=maker-hib_s80-augustus-gene-0.0&CDS=1-4632	YLR060W
1992	OG0001992	augustus_masked-hib_s80-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.18&CDS=1-612	YFL005W
1993	OG0001993	augustus_masked-hib_s80-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.39&CDS=1-621	YFL010C
1994	OG0001994	snap_masked-hib_s80-processed-gene-0.86-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-0.86&CDS=1-1431	YKL175W
1995	OG0001995	augustus_masked-hib_s80-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.42&CDS=1-1326	YKL077W
1996	OG0001996	augustus_masked-hib_s80-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.43&CDS=1-1023	YMR060C
1997	OG0001997	snap_masked-hib_s80-processed-gene-1.44-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-1.44&CDS=1-2214	YMR061W
1998	OG0001998	augustus_masked-hib_s80-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.8&CDS=1-1092	YMR228W
1999	OG0001999	augustus_masked-hib_s80-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.14&CDS=1-1224	YGR058W
2000	OG0002000	snap_masked-hib_s80-processed-gene-1.53-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-1.53&CDS=1-1686	YER086W
2001	OG0002001	augustus_masked-hib_s80-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.26&CDS=1-3123	YLR289W
2002	OG0002002	augustus_masked-hib_s80-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.28&CDS=1-5178	YLR277C
2003	OG0002003	augustus_masked-hib_s80-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.16&CDS=1-1404	YOL123W
2004	OG0002004	augustus_masked-hib_s80-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.29&CDS=1-2820	YDL031W
2005	OG0002005	augustus_masked-hib_s80-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.30&CDS=1-459	YLR170C
2006	OG0002006	augustus_masked-hib_s80-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.17&CDS=1-2160	YDR017C
2007	OG0002007	snap_masked-hib_s80-processed-gene-1.56-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-1.56&CDS=1-1446	YJL025W
2008	OG0002008	augustus_masked-hib_s80-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.35&CDS=1-1602	YCL031C
2009	OG0002009	augustus_masked-hib_s80-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.20&CDS=1-963	YMR055C
2010	OG0002010	snap_masked-hib_s80-processed-gene-1.82-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-1.82&CDS=1-1740	YKL074C
2011	OG0002011	snap_masked-hib_s80-processed-gene-1.83-mRNA-1_1&gene=snap_masked-hib_s80-processed-gene-1.83&CDS=1-2694	YKL073W
2012	OG0002012	augustus_masked-hib_s80-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.38&CDS=1-1065	YGR048W
2013	OG0002013	genemark-hib_s80-processed-gene-1.109-mRNA-1_1&gene=genemark-hib_s80-processed-gene-1.109&CDS=1-306	YER074W-A
2014	OG0002014	augustus_masked-hib_s80-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.40&CDS=1-453	YDR397C
2015	OG0002015	augustus_masked-hib_s80-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.22&CDS=1-1146	YPR186C
2016	OG0002016	augustus_masked-hib_s80-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.43&CDS=1-4707	YNL139C
2017	OG0002017	maker-hib_s80-augustus-gene-1.1-mRNA-1_1&gene=maker-hib_s80-augustus-gene-1.1&CDS=1-5985	YPR184W
2018	OG0002018	maker-hib_s80-augustus-gene-2.167-mRNA-1_1&gene=maker-hib_s80-augustus-gene-2.167&CDS=1-4392	YIR034C
2019	OG0002019	augustus_masked-hib_s80-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.174&CDS=1-2040	YKL022C
2020	OG0002020	augustus_masked-hib_s80-processed-gene-2.175-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.175&CDS=1-1290	YGR223C
2021	OG0002021	augustus_masked-hib_s80-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.176&CDS=1-2292	YLL013C
2022	OG0002022	augustus_masked-hib_s80-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.221&CDS=1-849	YIL043C
2023	OG0002023	augustus_masked-hib_s80-processed-gene-2.222-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.222&CDS=1-1818	YER049W
2024	OG0002024	augustus_masked-hib_s80-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.179&CDS=1-1599	YER052C
2025	OG0002025	augustus_masked-hib_s80-processed-gene-2.223-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.223&CDS=1-975	YIL041W
2026	OG0002026	maker-hib_s80-augustus-gene-2.169-mRNA-1_1&gene=maker-hib_s80-augustus-gene-2.169&CDS=1-1437	YLR212C
2027	OG0002027	augustus_masked-hib_s80-processed-gene-2.228-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.228&CDS=1-2421	YML076C
2028	OG0002028	augustus_masked-hib_s80-processed-gene-2.182-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.182&CDS=1-1956	YJR131W
2029	OG0002029	augustus_masked-hib_s80-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.185&CDS=1-3726	YOR188W
2030	OG0002030	augustus_masked-hib_s80-processed-gene-2.230-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.230&CDS=1-1905	YLR299W
2031	OG0002031	augustus_masked-hib_s80-processed-gene-2.231-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.231&CDS=1-1590	YDR052C
2032	OG0002032	augustus_masked-hib_s80-processed-gene-2.232-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.232&CDS=1-711	YDR054C
2033	OG0002033	augustus_masked-hib_s80-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.187&CDS=1-3156	YFR016C
2034	OG0002034	augustus_masked-hib_s80-processed-gene-2.188-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.188&CDS=1-3582	YJL080C
2035	OG0002035	augustus_masked-hib_s80-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.189&CDS=1-1620	YGR055W
2036	OG0002036	augustus_masked-hib_s80-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.190&CDS=1-426	YPR100W
2037	OG0002037	augustus_masked-hib_s80-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.192&CDS=1-2220	YLL057C
2038	OG0002038	augustus_masked-hib_s80-processed-gene-2.233-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.233&CDS=1-4059	YBL047C
