	OrthologID	Candida_sorboxylosa	Saccharomyces_cerevisiae
1247	OG0001247	-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.81&CDS=1-573	YJL140W
1248	OG0001248	-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.82&CDS=1-471	YJL143W
1249	OG0001249	-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.83&CDS=1-4056	YJL141C
1250	OG0001250	-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.85&CDS=1-711	YIL034C
1251	OG0001251	-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.59&CDS=1-423	YER044C
1252	OG0001252	-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.86&CDS=1-1035	YIL033C
1253	OG0001253	-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.61&CDS=1-1740	YAL058W
1254	OG0001254	-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.62&CDS=1-1332	YOL069W
1255	OG0001255	-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.87&CDS=1-576	YDL043C
1256	OG0001256	-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.63&CDS=1-1293	YOR187W
1257	OG0001257	-processed-gene-6.140-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.140&CDS=1-1197	YJL210W
1258	OG0001258	-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.67&CDS=1-1569	YBL015W
1259	OG0001259	-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.68&CDS=1-666	YDR226W
1260	OG0001260	-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.90&CDS=1-984	YJL053W
1261	OG0001261	-processed-gene-6.143-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.143&CDS=1-1257	YGL048C
1262	OG0001262	-processed-gene-6.145-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.145&CDS=1-2283	YBR080C
1263	OG0001263	-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.93&CDS=1-726	YBR261C
1264	OG0001264	-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.73&CDS=1-732	YOL147C
1265	OG0001265	-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.96&CDS=1-561	YOL114C
1266	OG0001266	-processed-gene-7.156-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.156&CDS=1-561	YDR339C
1267	OG0001267	-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.136&CDS=1-11307	YHR099W
1268	OG0001268	-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.137&CDS=1-1878	YDR266C
1269	OG0001269	-processed-gene-7.160-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.160&CDS=1-5556	YPL110C
1270	OG0001270	-processed-gene-7.161-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.161&CDS=1-549	YBR164C
1271	OG0001271	-processed-gene-7.162-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.162&CDS=1-1332	YBR166C
1272	OG0001272	-processed-gene-7.16-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.16&CDS=1-3732	YOR188W
1273	OG0001273	-processed-gene-7.165-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.165&CDS=1-1212	YER178W
1274	OG0001274	-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.141&CDS=1-8742	YER171W
1275	OG0001275	-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.142&CDS=1-1191	YPL028W
1276	OG0001276	-processed-gene-7.143-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.143&CDS=1-897	YBL050W
1277	OG0001277	-processed-gene-7.166-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.166&CDS=1-540	YHR089C
1278	OG0001278	-processed-gene-7.168-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.168&CDS=1-5232	YNL242W
1279	OG0001279	-processed-gene-7.170-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.170&CDS=1-1551	YPL212C
1280	OG0001280	-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.146&CDS=1-543	YPL211W
1281	OG0001281	-augustus-gene-7.2-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-augustus-gene-7.2&CDS=1-1740	YPL210C
1282	OG0001282	-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.147&CDS=1-1467	YGL064C
1283	OG0001283	-processed-gene-7.172-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.172&CDS=1-3627	YCL014W
1284	OG0001284	-processed-gene-7.173-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.173&CDS=1-1773	YPL222W
1285	OG0001285	-processed-gene-7.28-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.28&CDS=1-1653	YHR019C
1286	OG0001286	-augustus-gene-7.3-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-augustus-gene-7.3&CDS=1-6681	YIL116W
1287	OG0001287	-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.152&CDS=1-975	YOR079C
1288	OG0001288	-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.62&CDS=1-6453	YDL171C
1289	OG0001289	-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.63&CDS=1-1776	YLR196W
1290	OG0001290	-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.65&CDS=1-5001	YMR229C
1291	OG0001291	-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.46&CDS=1-2724	YKR079C
1292	OG0001292	-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.66&CDS=1-5856	YDR283C
1293	OG0001293	-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.47&CDS=1-1557	YJL091C
1294	OG0001294	-processed-gene-0.85-mRNA-1_1&gene=genemark-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.85&CDS=1-1878	YOR175C
1295	OG0001295	-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.70&CDS=1-735	YOR174W
1296	OG0001296	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.49&CDS=1-816	YHL009C
1297	OG0001297	-augustus-gene-0.45-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-augustus-gene-0.45&CDS=1-939	YMR116C
1298	OG0001298	-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.72&CDS=1-552	YHR148W
1299	OG0001299	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.50&CDS=1-645	YHR147C
1300	OG0001300	-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.52&CDS=1-1800	YMR092C
1301	OG0001301	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.53&CDS=1-738	YKL099C
1302	OG0001302	-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.75&CDS=1-885	YMR099C
1303	OG0001303	-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.55&CDS=1-1293	YEL002C
1304	OG0001304	-processed-gene-0.35-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.35&CDS=1-3264	YPL040C
1305	OG0001305	-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.79&CDS=1-666	YHR189W
1306	OG0001306	-processed-gene-0.41-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.41&CDS=1-876	YGL043W
1307	OG0001307	-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.59&CDS=1-1371	YGR156W
1308	OG0001308	-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.84&CDS=1-2949	YPL125W
1309	OG0001309	-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.85&CDS=1-2325	YDR258C
1310	OG0001310	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.83&CDS=1-723	YOL008W
1311	OG0001311	-snap-gene-1.125-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-snap-gene-1.125&CDS=1-2799	YHR137W
1312	OG0001312	-processed-gene-1.47-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.47&CDS=1-1905	YOL152W
1313	OG0001313	-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.91&CDS=1-1032	YDL100C
1314	OG0001314	-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.107&CDS=1-4800	YGR098C
1315	OG0001315	-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.95&CDS=1-627	YFR001W
1316	OG0001316	-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.109&CDS=1-1323	YNL280C
1317	OG0001317	-snap-gene-1.124-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-snap-gene-1.124&CDS=1-2661	YOR002W
1318	OG0001318	-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.99&CDS=1-2169	YLR319C
1319	OG0001319	-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.112&CDS=1-2595	YLR318W
1320	OG0001320	-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.113&CDS=1-2775	YLL031C
1321	OG0001321	-processed-gene-1.73-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.73&CDS=1-1659	YHL023C
1322	OG0001322	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.74&CDS=1-2907	YLL032C
1323	OG0001323	-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.101&CDS=1-2094	YLR133W
1324	OG0001324	-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.115&CDS=1-723	YGR271C-A
1325	OG0001325	-processed-gene-1.36-mRNA-1_1&gene=genemark-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.36&CDS=1-1548	YCR054C
1326	OG0001326	-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.117&CDS=1-2757	YCR057C
1327	OG0001327	-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.118&CDS=1-948	YCR059C
1328	OG0001328	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.104&CDS=1-570	YPL010W
1329	OG0001329	-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.120&CDS=1-3072	YPL009C
1330	OG0001330	-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-1.105&CDS=1-1062	YPL015C
1331	OG0001331	-processed-gene-2.85-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.85&CDS=1-1980	YPL020C
1332	OG0001332	-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.5&CDS=1-1005	YJR068W
1333	OG0001333	-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.4&CDS=1-564	YJL065C
1334	OG0001334	-processed-gene-2.90-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.90&CDS=1-435	YBR282W
1335	OG0001335	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.63&CDS=1-1332	YER152C
1336	OG0001336	-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.23&CDS=1-2211	YLL019C
1337	OG0001337	-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.24&CDS=1-279	YLL018C-A
1338	OG0001338	-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.26&CDS=1-1386	YDR182W
1339	OG0001339	-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.11&CDS=1-2781	YJL204C
1340	OG0001340	-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.29&CDS=1-627	YPR037C
1341	OG0001341	-processed-gene-2.98-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.98&CDS=1-1215	YDR376W
1342	OG0001342	-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.30&CDS=1-294	YDR377W
1343	OG0001343	-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.31&CDS=1-2493	YNL212W
1344	OG0001344	-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.15&CDS=1-792	YNL213C
1345	OG0001345	-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.34&CDS=1-3411	YGL156W
1346	OG0001346	-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.36&CDS=1-720	YGL123W
1347	OG0001347	-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.19&CDS=1-2838	YIL075C
1348	OG0001348	-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.37&CDS=1-1614	YER082C
1349	OG0001349	-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.39&CDS=1-600	YMR269W
1350	OG0001350	-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.21&CDS=1-681	YMR077C
1351	OG0001351	-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.5&CDS=1-1032	YGL040C
1352	OG0001352	-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.6&CDS=1-1875	YLL035W
1353	OG0001353	-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.2&CDS=1-249	YLR038C
1354	OG0001354	-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.3&CDS=1-2244	YKR063C
1355	OG0001355	-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.4&CDS=1-1962	YDR189W
1356	OG0001356	-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.8&CDS=1-1398	YDR190C
1357	OG0001357	-processed-gene-3.143-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.143&CDS=1-5499	YBR208C
1358	OG0001358	-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.33&CDS=1-2088	YDL074C
1359	OG0001359	-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.12&CDS=1-1158	YKL193C
1360	OG0001360	-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.14&CDS=1-1536	YMR137C
1361	OG0001361	-snap-gene-3.0-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-snap-gene-3.0&CDS=1-2634	YER070W
1362	OG0001362	-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.19&CDS=1-447	YBR109C
1363	OG0001363	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.36&CDS=1-726	YPL246C
1364	OG0001364	-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.20&CDS=1-477	YPL234C
1365	OG0001365	-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.37&CDS=1-1386	YPL235W
1366	OG0001366	-processed-gene-3.129-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.129&CDS=1-336	YNL328C
1367	OG0001367	-processed-gene-3.72-mRNA-1_1&gene=genemark-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.72&CDS=1-915	YPL244C
1368	OG0001368	-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.39&CDS=1-2136	YNR008W
1369	OG0001369	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.22&CDS=1-1059	YNR007C
1370	OG0001370	-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.40&CDS=1-1137	YPL151C
1371	OG0001371	-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.23&CDS=1-1299	YIR012W
1372	OG0001372	-processed-gene-3.153-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.153&CDS=1-705	YBR256C
1373	OG0001373	-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.43&CDS=1-411	YOL127W
1374	OG0001374	-processed-gene-3.157-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.157&CDS=1-432	YBR022W
1375	OG0001375	-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.26&CDS=1-1269	YMR283C
1376	OG0001376	-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.46&CDS=1-987	YMR157C
1377	OG0001377	-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.28&CDS=1-471	YMR158W
1378	OG0001378	-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.29&CDS=1-747	YMR156C
1379	OG0001379	-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.30&CDS=1-966	YLR017W
1380	OG0001380	-processed-gene-3.139-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-3.139&CDS=1-387	YDR493W
1381	OG0001381	-snap-gene-4.47-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-snap-gene-4.47&CDS=1-5244	YFL033C
1382	OG0001382	-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.55&CDS=1-1356	YGL065C
1383	OG0001383	-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.53&CDS=1-3222	YIL130W
1384	OG0001384	-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.54&CDS=1-2874	YNL113W
1385	OG0001385	-augustus-gene-4.0-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-augustus-gene-4.0&CDS=1-1611	YNL112W
1386	OG0001386	-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.57&CDS=1-1113	YOR358W
1387	OG0001387	-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.75&CDS=1-2049	YER173W
1388	OG0001388	-processed-gene-4.94-mRNA-1_1&gene=genemark-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.94&CDS=1-3117	YCR011C
1389	OG0001389	-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.61&CDS=1-1764	YPR075C
1390	OG0001390	-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.64&CDS=1-2199	YDR349C
1391	OG0001391	-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.65&CDS=1-3474	YDR091C
1392	OG0001392	-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.66&CDS=1-2574	YML035C
1393	OG0001393	-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.79&CDS=1-1380	YML036W
1394	OG0001394	-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.80&CDS=1-435	YDR462W
1395	OG0001395	-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.81&CDS=1-1056	YCR019W
1396	OG0001396	-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.69&CDS=1-843	YGL050W
1397	OG0001397	-processed-gene-4.26-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.26&CDS=1-1497	YNL241C
1398	OG0001398	-augustus-gene-4.1-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-augustus-gene-4.1&CDS=1-3354	YNL202W
1399	OG0001399	-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.83&CDS=1-2274	YLR117C
1400	OG0001400	-processed-gene-4.29-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.29&CDS=1-2808	YHR154W
1401	OG0001401	-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.84&CDS=1-2208	YJL176C
1402	OG0001402	-snap-gene-5.75-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-snap-gene-5.75&CDS=1-2232	YNL026W
1403	OG0001403	-processed-gene-5.82-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-5.82&CDS=1-1050	YIL083C
1404	OG0001404	-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-5.39&CDS=1-1512	YNL016W
1405	OG0001405	-processed-gene-5.80-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-5.80&CDS=1-1902	YJL127C
1406	OG0001406	-processed-gene-5.81-mRNA-1_1&gene=snap_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-5.81&CDS=1-3468	YKR050W
1407	OG0001407	-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-5.60&CDS=1-1503	YKL028W
1408	OG0001408	-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-5.42&CDS=1-1497	YHR009C
