	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041818_Magnusiomyces_tetrasperma
1766	OG0001766	YER172C	genemark-flattened_line_30-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.95&CDS=1-6456
1767	OG0001767	YER173W	snap_masked-flattened_line_44-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.24&CDS=1-2415
1768	OG0001768	YER178W	maker-flattened_line_22-snap-gene-1.6-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.6&CDS=1-1197
1769	OG0001769	YER179W	genemark-flattened_line_216-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.37&CDS=1-1113
1770	OG0001770	YER182W	genemark-flattened_line_150-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.132&CDS=1-837
1771	OG0001771	YER183C	genemark-flattened_line_220-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_220-processed-gene-0.54&CDS=1-681
1772	OG0001772	YFL002C	genemark-flattened_line_260-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_260-processed-gene-0.22&CDS=1-1746
1773	OG0001773	YFL003C	genemark-flattened_line_136-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.152&CDS=1-2370
1774	OG0001774	YFL007W	genemark-flattened_line_148-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.46&CDS=1-6051
1775	OG0001775	YFL008W	genemark-flattened_line_18-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.37&CDS=1-3750
1776	OG0001776	YFL010C	augustus_masked-flattened_line_354-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_354-processed-gene-0.39&CDS=1-705
1777	OG0001777	YFL013C	snap_masked-flattened_line_172-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.18&CDS=1-2805
1778	OG0001778	YFL016C	genemark-flattened_line_176-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_176-processed-gene-0.39&CDS=1-1677
1779	OG0001779	YFL017C	genemark-flattened_line_86-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.132&CDS=1-522
1780	OG0001780	YFL017W-A	genemark-flattened_line_542-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_542-processed-gene-0.9&CDS=1-231
1781	OG0001781	YFL018C	snap_masked-flattened_line_16-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.42&CDS=1-1506
1782	OG0001782	YFL022C	genemark-flattened_line_104-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.124&CDS=1-1497
1783	OG0001783	YFL025C	maker-flattened_line_2-snap-gene-2.0-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.0&CDS=1-3108
1784	OG0001784	YFL027C	snap_masked-flattened_line_574-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_574-processed-gene-0.12&CDS=1-2706
1785	OG0001785	YFL028C	genemark-flattened_line_302-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_302-processed-gene-0.58&CDS=1-948
1786	OG0001786	YFL029C	snap_masked-flattened_line_574-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_574-processed-gene-0.14&CDS=1-1179
1787	OG0001787	YFL030W	genemark-flattened_line_40-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.104&CDS=1-1347
1788	OG0001788	YFL034W	genemark-flattened_line_16-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.72&CDS=1-4113
1789	OG0001789	YFL036W	snap_masked-flattened_line_166-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.94&CDS=1-4440
1790	OG0001790	YFL037W	genemark-flattened_line_102-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.22&CDS=1-1344
1791	OG0001791	YFL045C	genemark-flattened_line_44-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.68&CDS=1-768
1792	OG0001792	YFL046W	genemark-flattened_line_48-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.77&CDS=1-657
1793	OG0001793	YFL053W	genemark-flattened_line_130-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.70&CDS=1-1947
1794	OG0001794	YFL055W	genemark-flattened_line_114-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.77&CDS=1-1653
1795	OG0001795	YFR001W	genemark-flattened_line_393-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_393-processed-gene-0.17&CDS=1-627
1796	OG0001796	YFR005C	genemark-flattened_line_122-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.30&CDS=1-1737
1797	OG0001797	YFR006W	genemark-flattened_line_276-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_276-processed-gene-0.0&CDS=1-1473
1798	OG0001798	YFR009W	genemark-flattened_line_420-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_420-processed-gene-0.24&CDS=1-2304
1799	OG0001799	YFR010W	maker-flattened_line_330-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_330-augustus-gene-0.36&CDS=1-1473
1800	OG0001800	YFR011C	genemark-flattened_line_172-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_172-processed-gene-0.71&CDS=1-510
1801	OG0001801	YFR018C	genemark-flattened_line_200-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.40&CDS=1-1281
1802	OG0001802	YFR021W	maker-flattened_line_176-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_176-snap-gene-0.78&CDS=1-1809
1803	OG0001803	YFR025C	genemark-flattened_line_350-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_350-processed-gene-0.6&CDS=1-1122
1804	OG0001804	YFR027W	genemark-flattened_line_276-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_276-processed-gene-0.1&CDS=1-2832
1805	OG0001805	YFR028C	genemark-flattened_line_170-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_170-processed-gene-0.41&CDS=1-2838
1806	OG0001806	YFR029W	snap_masked-flattened_line_58-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.85&CDS=1-2898
1807	OG0001807	YFR030W	genemark-flattened_line_98-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.93&CDS=1-3147
1808	OG0001808	YFR031C	genemark-flattened_line_28-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.70&CDS=1-3555
1809	OG0001809	YFR037C	genemark-flattened_line_136-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.156&CDS=1-2178
1810	OG0001810	YFR041C	genemark-flattened_line_244-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_244-processed-gene-0.22&CDS=1-1263
1811	OG0001811	YFR044C	genemark-flattened_line_82-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.171&CDS=1-1434
1812	OG0001812	YFR047C	genemark-flattened_line_272-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_272-processed-gene-0.40&CDS=1-891
1813	OG0001813	YFR048W	maker-flattened_line_242-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_242-snap-gene-0.70&CDS=1-2688
1814	OG0001814	YFR049W	genemark-flattened_line_94-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.50&CDS=1-321
1815	OG0001815	YFR051C	genemark-flattened_line_94-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.53&CDS=1-1572
1816	OG0001816	YGL001C	genemark-flattened_line_548-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_548-processed-gene-0.13&CDS=1-1233
1817	OG0001817	YGL004C	augustus_masked-flattened_line_42-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.14&CDS=1-1878
1818	OG0001818	YGL008C	genemark-flattened_line_367-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_367-processed-gene-0.35&CDS=1-2688
1819	OG0001819	YGL009C	genemark-flattened_line_132-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.22&CDS=1-2310
1820	OG0001820	YGL011C	genemark-flattened_line_68-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.76&CDS=1-741
1821	OG0001821	YGL012W	genemark-flattened_line_232-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_232-processed-gene-0.41&CDS=1-1476
1822	OG0001822	YGL017W	genemark-flattened_line_36-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.77&CDS=1-2307
1823	OG0001823	YGL019W	genemark-flattened_line_154-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.30&CDS=1-834
1824	OG0001824	YGL022W	genemark-flattened_line_90-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.29&CDS=1-2325
1825	OG0001825	YGL026C	genemark-flattened_line_84-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.85&CDS=1-2094
1826	OG0001826	YGL027C	genemark-flattened_line_0-processed-gene-2.69-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.69&CDS=1-2646
1827	OG0001827	YGL033W	genemark-flattened_line_230-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_230-processed-gene-0.41&CDS=1-624
1828	OG0001828	YGL037C	maker-flattened_line_330-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_330-snap-gene-0.34&CDS=1-672
1829	OG0001829	YGL040C	genemark-flattened_line_40-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.82&CDS=1-1023
1830	OG0001830	YGL043W	genemark-flattened_line_204-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.9&CDS=1-924
1831	OG0001831	YGL044C	genemark-flattened_line_204-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.26&CDS=1-969
1832	OG0001832	YGL045W	genemark-flattened_line_108-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.10&CDS=1-3561
1833	OG0001833	YGL047W	snap_masked-flattened_line_58-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.87&CDS=1-567
1834	OG0001834	YGL048C	genemark-flattened_line_0-processed-gene-4.114-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.114&CDS=1-1224
1835	OG0001835	YGL050W	genemark-flattened_line_16-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.60&CDS=1-963
1836	OG0001836	YGL058W	genemark-flattened_line_112-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.4&CDS=1-534
1837	OG0001837	YGL064C	genemark-flattened_line_18-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.33&CDS=1-1563
1838	OG0001838	YGL065C	genemark-flattened_line_62-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.112&CDS=1-1383
1839	OG0001839	YGL068W	genemark-flattened_line_70-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.155&CDS=1-519
1840	OG0001840	YGL070C	snap_masked-flattened_line_70-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.60&CDS=1-336
1841	OG0001841	YGL077C	genemark-flattened_line_118-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.99&CDS=1-1632
1842	OG0001842	YGL078C	genemark-flattened_line_4-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.53&CDS=1-1524
1843	OG0001843	YGL079W	genemark-flattened_line_126-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.98&CDS=1-1005
1844	OG0001844	YGL080W	snap_masked-flattened_line_367-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_367-processed-gene-0.5&CDS=1-405
1845	OG0001845	YGL083W	genemark-flattened_line_30-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.66&CDS=1-2784
1846	OG0001846	YGL084C	genemark-flattened_line_0-processed-gene-2.71-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.71&CDS=1-1680
1847	OG0001847	YGL086W	snap_masked-flattened_line_30-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.21&CDS=1-2232
1848	OG0001848	YGL087C	genemark-flattened_line_30-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.99&CDS=1-417
1849	OG0001849	YGL091C	genemark-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.64&CDS=1-1029
1850	OG0001850	YGL093W	augustus_masked-flattened_line_144-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.16&CDS=1-4014
1851	OG0001851	YGL094C	genemark-flattened_line_282-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_282-processed-gene-0.23&CDS=1-4419
1852	OG0001852	YGL095C	genemark-flattened_line_282-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_282-processed-gene-0.24&CDS=1-2073
1853	OG0001853	YGL097W	genemark-flattened_line_138-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.43&CDS=1-1992
1854	OG0001854	YGL099W	genemark-flattened_line_74-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.107&CDS=1-2445
1855	OG0001855	YGL100W	genemark-flattened_line_218-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_218-processed-gene-0.26&CDS=1-1230
1856	OG0001856	YGL102C	snap_masked-flattened_line_178-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.96&CDS=1-2736
1857	OG0001857	YGL105W	genemark-flattened_line_28-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.73&CDS=1-1413
1858	OG0001858	YGL106W	genemark-flattened_line_28-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.72&CDS=1-429
1859	OG0001859	YGL111W	augustus_masked-flattened_line_218-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_218-processed-gene-0.57&CDS=1-1824
1860	OG0001860	YGL112C	genemark-flattened_line_254-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_254-processed-gene-0.65&CDS=1-1572
1861	OG0001861	YGL114W	maker-flattened_line_140-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_140-snap-gene-0.111&CDS=1-2445
1862	OG0001862	YGL116W	genemark-flattened_line_399-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_399-processed-gene-0.18&CDS=1-1626
1863	OG0001863	YGL119W	genemark-flattened_line_164-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.43&CDS=1-1746
1864	OG0001864	YGL120C	genemark-flattened_line_164-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.57&CDS=1-2286
1865	OG0001865	YGL124C	genemark-flattened_line_367-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_367-processed-gene-0.40&CDS=1-3774
1866	OG0001866	YGL129C	genemark-flattened_line_14-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.81&CDS=1-1401
1867	OG0001867	YGL130W	maker-flattened_line_14-augustus-gene-1.36-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.36&CDS=1-1022
1868	OG0001868	YGL131C	genemark-flattened_line_168-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.61&CDS=1-4098
1869	OG0001869	YGL136C	snap_masked-flattened_line_308-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_308-processed-gene-0.89&CDS=1-804
1870	OG0001870	YGL137W	snap_masked-flattened_line_308-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_308-processed-gene-0.75&CDS=1-2592
1871	OG0001871	YGL140C	genemark-flattened_line_600-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_600-processed-gene-0.4&CDS=1-4038
1872	OG0001872	YGL141W	augustus_masked-flattened_line_256-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_256-processed-gene-0.70&CDS=1-3549
1873	OG0001873	YGL142C	maker-flattened_line_6-snap-gene-2.59-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.59&CDS=1-1788
1874	OG0001874	YGL143C	snap_masked-flattened_line_6-processed-gene-2.150-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.150&CDS=1-1164
1875	OG0001875	YGL148W	genemark-flattened_line_184-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_184-processed-gene-0.55&CDS=1-1149
1876	OG0001876	YGL155W	augustus_masked-flattened_line_148-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.66&CDS=1-1632
1877	OG0001877	YGL156W	genemark-flattened_line_20-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.42&CDS=1-3504
1878	OG0001878	YGL160W	snap_masked-flattened_line_6-processed-gene-2.175-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.175&CDS=1-1731
1879	OG0001879	YGL163C	genemark-flattened_line_130-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.72&CDS=1-2652
1880	OG0001880	YGL164C	genemark-flattened_line_298-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_298-processed-gene-0.20&CDS=1-1674
1881	OG0001881	YGL167C	genemark-flattened_line_168-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.56&CDS=1-2847
1882	OG0001882	YGL169W	genemark-flattened_line_168-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.39&CDS=1-1182
1883	OG0001883	YGL171W	genemark-flattened_line_369-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_369-processed-gene-0.1&CDS=1-1827
1884	OG0001884	YGL174W	augustus_masked-flattened_line_142-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.25&CDS=1-1083
1885	OG0001885	YGL183C	genemark-flattened_line_186-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.77&CDS=1-603
1886	OG0001886	YGL184C	genemark-flattened_line_164-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.62&CDS=1-1332
1887	OG0001887	YGL186C	genemark-flattened_line_16-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.73&CDS=1-1758
1888	OG0001888	YGL187C	augustus_masked-flattened_line_214-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_214-processed-gene-0.50&CDS=1-486
1889	OG0001889	YGL192W	maker-flattened_line_210-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_210-snap-gene-0.1&CDS=1-1263
1890	OG0001890	YGL194C	genemark-flattened_line_68-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.102&CDS=1-1368
1891	OG0001891	YGL195W	genemark-flattened_line_40-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.47&CDS=1-8172
1892	OG0001892	YGL196W	augustus_masked-flattened_line_152-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.137&CDS=1-1617
1893	OG0001893	YGL198W	genemark-flattened_line_10-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.33&CDS=1-897
1894	OG0001894	YGL201C	genemark-flattened_line_2-processed-gene-3.124-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.124&CDS=1-3006
1895	OG0001895	YGL202W	genemark-flattened_line_0-processed-gene-4.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.93&CDS=1-1470
1896	OG0001896	YGL206C	augustus_masked-flattened_line_630-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_630-processed-gene-0.1&CDS=1-4101
1897	OG0001897	YGL207W	genemark-flattened_line_10-processed-gene-2.64-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.64&CDS=1-3018
1898	OG0001898	YGL211W	genemark-flattened_line_202-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_202-processed-gene-0.91&CDS=1-1161
1899	OG0001899	YGL213C	genemark-flattened_line_324-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_324-processed-gene-0.2&CDS=1-945
1900	OG0001900	YGL216W	genemark-flattened_line_32-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.6&CDS=1-3873
1901	OG0001901	YGL220W	genemark-flattened_line_727-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_727-processed-gene-0.4&CDS=1-213
1902	OG0001902	YGL221C	genemark-flattened_line_28-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.87&CDS=1-900
1903	OG0001903	YGL225W	genemark-flattened_line_10-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.9&CDS=1-1095
1904	OG0001904	YGL226W	genemark-flattened_line_36-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.84&CDS=1-603
1905	OG0001905	YGL227W	augustus_masked-flattened_line_114-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.155&CDS=1-3021
