	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034667_Blastobotrys_serpentis
1650	OG0001650	YHL024W	maker-flattened_line_6-snap-gene-3.6-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.6&CDS=1-2649
1651	OG0001651	YHL027W	snap_masked-flattened_line_0-processed-gene-5.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.84&CDS=1-2271
1652	OG0001652	YHL028W	snap_masked-flattened_line_36-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.33&CDS=1-1104
1653	OG0001653	YHL029C	genemark-flattened_line_104-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.74&CDS=1-1344
1654	OG0001654	YHL030W	maker-flattened_line_104-snap-gene-0.99-mRNA-1_1&gene=maker-flattened_line_104-snap-gene-0.99&CDS=1-5415
1655	OG0001655	YHL031C	snap_masked-flattened_line_26-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.73&CDS=1-657
1656	OG0001656	YHL032C	snap_masked-flattened_line_26-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.17&CDS=1-1566
1657	OG0001657	YHR001W-A	snap_masked-flattened_line_165-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.35&CDS=1-240
1658	OG0001658	YHR002W	snap_masked-flattened_line_8-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.121&CDS=1-1071
1659	OG0001659	YHR004C	genemark-flattened_line_14-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.112&CDS=1-857
1660	OG0001660	YHR005C	snap_masked-flattened_line_108-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.96&CDS=1-1245
1661	OG0001661	YHR005C-A	genemark-flattened_line_40-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.84&CDS=1-288
1662	OG0001662	YHR007C	snap_masked-flattened_line_84-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.16&CDS=1-1620
1663	OG0001663	YHR008C	snap_masked-flattened_line_130-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.53&CDS=1-675
1664	OG0001664	YHR009C	genemark-flattened_line_130-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.26&CDS=1-1146
1665	OG0001665	YHR010W	snap_masked-flattened_line_32-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.63&CDS=1-408
1666	OG0001666	YHR011W	augustus_masked-flattened_line_54-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.118&CDS=1-1365
1667	OG0001667	YHR012W	snap_masked-flattened_line_34-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.70&CDS=1-552
1668	OG0001668	YHR013C	genemark-flattened_line_34-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.148&CDS=1-561
1669	OG0001669	YHR016C	maker-flattened_line_16-snap-gene-1.298-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.298&CDS=1-1260
1670	OG0001670	YHR018C	snap_masked-flattened_line_16-processed-gene-1.208-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.208&CDS=1-1383
1671	OG0001671	YHR019C	genemark-flattened_line_82-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.5&CDS=1-1686
1672	OG0001672	YHR020W	snap_masked-flattened_line_82-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.138&CDS=1-2091
1673	OG0001673	YHR023W	augustus_masked-flattened_line_0-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.56&CDS=1-6501
1674	OG0001674	YHR024C	snap_masked-flattened_line_0-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.2&CDS=1-1467
1675	OG0001675	YHR025W	snap_masked-flattened_line_0-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.6&CDS=1-1062
1676	OG0001676	YHR026W	maker-flattened_line_0-snap-gene-1.47-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.47&CDS=1-597
1677	OG0001677	YHR027C	snap_masked-flattened_line_0-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.12&CDS=1-2817
1678	OG0001678	YHR028C	snap_masked-flattened_line_0-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.10&CDS=1-2592
1679	OG0001679	YHR029C	augustus_masked-flattened_line_52-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.232&CDS=1-888
1680	OG0001680	YHR030C	snap_masked-flattened_line_0-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.9&CDS=1-1422
1681	OG0001681	YHR034C	genemark-flattened_line_54-processed-gene-0.186-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.186&CDS=1-882
1682	OG0001682	YHR037W	snap_masked-flattened_line_46-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.69&CDS=1-1704
1683	OG0001683	YHR038W	snap_masked-flattened_line_88-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.76&CDS=1-771
1684	OG0001684	YHR039C	snap_masked-flattened_line_88-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.105&CDS=1-1800
1685	OG0001685	YHR039C-A	genemark-flattened_line_88-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.45&CDS=1-345
1686	OG0001686	YHR040W	genemark-flattened_line_88-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.15&CDS=1-873
1687	OG0001687	YHR041C	snap_masked-flattened_line_28-processed-gene-1.207-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.207&CDS=1-561
1688	OG0001688	YHR042W	snap_masked-flattened_line_6-processed-gene-3.86-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.86&CDS=1-2121
1689	OG0001689	YHR048W	snap_masked-flattened_line_28-processed-gene-1.167-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.167&CDS=1-1674
1690	OG0001690	YHR051W	snap_masked-flattened_line_14-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.113&CDS=1-462
1691	OG0001691	YHR052W	genemark-flattened_line_4-processed-gene-3.101-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.101&CDS=1-807
1692	OG0001692	YHR058C	snap_masked-flattened_line_0-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.42&CDS=1-864
1693	OG0001693	YHR059W	snap_masked-flattened_line_0-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.31&CDS=1-399
1694	OG0001694	YHR062C	snap_masked-flattened_line_8-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.116&CDS=1-705
1695	OG0001695	YHR063C	maker-flattened_line_10-snap-gene-2.4-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.4&CDS=1-1119
1696	OG0001696	YHR064C	maker-flattened_line_0-snap-gene-4.55-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.55&CDS=1-1680
1697	OG0001697	YHR065C	snap_masked-flattened_line_0-processed-gene-4.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.37&CDS=1-1521
1698	OG0001698	YHR067W	snap_masked-flattened_line_144-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.10&CDS=1-975
1699	OG0001699	YHR068W	snap_masked-flattened_line_249-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_249-processed-gene-0.0&CDS=1-1038
1700	OG0001700	YHR069C	snap_masked-flattened_line_6-processed-gene-3.48-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.48&CDS=1-963
1701	OG0001701	YHR070W	snap_masked-flattened_line_6-processed-gene-3.88-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.88&CDS=1-1395
1702	OG0001702	YHR071W	snap_masked-flattened_line_48-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.145&CDS=1-741
1703	OG0001703	YHR072W-A	snap_masked-flattened_line_0-processed-gene-4.18-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.18&CDS=1-192
1704	OG0001704	YHR073W	snap_masked-flattened_line_40-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.119&CDS=1-2652
1705	OG0001705	YHR074W	snap_masked-flattened_line_54-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.12&CDS=1-2106
1706	OG0001706	YHR075C	genemark-flattened_line_54-processed-gene-0.230-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.230&CDS=1-1086
1707	OG0001707	YHR076W	genemark-flattened_line_52-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.45&CDS=1-1218
1708	OG0001708	YHR077C	maker-flattened_line_52-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.7&CDS=1-3486
1709	OG0001709	YHR078W	augustus_masked-flattened_line_106-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.55&CDS=1-1350
1710	OG0001710	YHR079C	maker-flattened_line_4-snap-gene-3.9-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.9&CDS=1-3456
1711	OG0001711	YHR082C	snap_masked-flattened_line_175-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.20&CDS=1-1413
1712	OG0001712	YHR084W	snap_masked-flattened_line_134-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.79&CDS=1-1704
1713	OG0001713	YHR085W	snap_masked-flattened_line_58-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.123&CDS=1-963
1714	OG0001714	YHR086W	snap_masked-flattened_line_190-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_190-processed-gene-0.1&CDS=1-1281
1715	OG0001715	YHR088W	snap_masked-flattened_line_144-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.11&CDS=1-882
1716	OG0001716	YHR089C	snap_masked-flattened_line_110-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.114&CDS=1-567
1717	OG0001717	YHR090C	maker-flattened_line_52-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.8&CDS=1-774
1718	OG0001718	YHR098C	snap_masked-flattened_line_8-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.33&CDS=1-2616
1719	OG0001719	YHR099W	maker-flattened_line_4-snap-gene-3.4-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.4&CDS=1-11418
1720	OG0001720	YHR100C	snap_masked-flattened_line_4-processed-gene-3.202-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.202&CDS=1-570
1721	OG0001721	YHR104W	snap_masked-flattened_line_167-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.28&CDS=1-1014
1722	OG0001722	YHR107C	snap_masked-flattened_line_14-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.56&CDS=1-1098
1723	OG0001723	YHR111W	snap_masked-flattened_line_62-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.135&CDS=1-1242
1724	OG0001724	YHR113W	snap_masked-flattened_line_64-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.35&CDS=1-1446
1725	OG0001725	YHR114W	maker-flattened_line_68-snap-gene-0.165-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.165&CDS=1-1881
1726	OG0001726	YHR116W	snap_masked-flattened_line_78-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.97&CDS=1-285
1727	OG0001727	YHR119W	maker-flattened_line_78-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.7&CDS=1-2778
1728	OG0001728	YHR120W	snap_masked-flattened_line_78-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.126&CDS=1-2832
1729	OG0001729	YHR121W	snap_masked-flattened_line_150-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.18&CDS=1-588
1730	OG0001730	YHR122W	snap_masked-flattened_line_78-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.122&CDS=1-639
1731	OG0001731	YHR128W	snap_masked-flattened_line_2-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.10&CDS=1-642
1732	OG0001732	YHR132C	snap_masked-flattened_line_26-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.55&CDS=1-1401
1733	OG0001733	YHR132W-A	snap_masked-flattened_line_62-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.123&CDS=1-228
1734	OG0001734	YHR134W	snap_masked-flattened_line_16-processed-gene-1.216-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.216&CDS=1-885
1735	OG0001735	YHR135C	snap_masked-flattened_line_8-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.115&CDS=1-1383
1736	OG0001736	YHR142W	snap_masked-flattened_line_36-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.37&CDS=1-972
1737	OG0001737	YHR143W-A	snap_masked-flattened_line_30-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.55&CDS=1-225
1738	OG0001738	YHR144C	snap_masked-flattened_line_10-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.21&CDS=1-1002
1739	OG0001739	YHR147C	snap_masked-flattened_line_38-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.137&CDS=1-717
1740	OG0001740	YHR148W	snap_masked-flattened_line_38-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.114&CDS=1-558
1741	OG0001741	YHR151C	augustus_masked-flattened_line_12-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.111&CDS=1-1440
1742	OG0001742	YHR164C	maker-flattened_line_42-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.2&CDS=1-4419
1743	OG0001743	YHR165C	maker-flattened_line_132-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_132-snap-gene-0.1&CDS=1-7149
1744	OG0001744	YHR166C	genemark-flattened_line_169-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_169-processed-gene-0.36&CDS=1-1593
1745	OG0001745	YHR168W	augustus_masked-flattened_line_34-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.23&CDS=1-1404
1746	OG0001746	YHR169W	snap_masked-flattened_line_86-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.7&CDS=1-1320
1747	OG0001747	YHR170W	snap_masked-flattened_line_18-processed-gene-1.138-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.138&CDS=1-1497
1748	OG0001748	YHR172W	augustus_masked-flattened_line_6-processed-gene-3.211-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.211&CDS=1-2376
1749	OG0001749	YHR175W	maker-flattened_line_42-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.1&CDS=1-501
1750	OG0001750	YHR176W	augustus_masked-flattened_line_16-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.169&CDS=1-1341
1751	OG0001751	YHR178W	augustus_masked-flattened_line_118-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.51&CDS=1-1764
1752	OG0001752	YHR181W	snap_masked-flattened_line_4-processed-gene-3.189-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.189&CDS=1-612
1753	OG0001753	YHR182C-A	snap_masked-flattened_line_40-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.38&CDS=1-3951
1754	OG0001754	YHR183W	augustus_masked-flattened_line_40-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.58&CDS=1-1470
1755	OG0001755	YHR186C	maker-flattened_line_54-snap-gene-0.169-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.169&CDS=1-4185
1756	OG0001756	YHR187W	maker-flattened_line_150-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_150-snap-gene-0.0&CDS=1-903
1757	OG0001757	YHR188C	snap_masked-flattened_line_150-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.4&CDS=1-1836
1758	OG0001758	YHR189W	snap_masked-flattened_line_112-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.86&CDS=1-645
1759	OG0001759	YHR190W	maker-flattened_line_26-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.0&CDS=1-1464
1760	OG0001760	YHR191C	snap_masked-flattened_line_159-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.20&CDS=1-474
1761	OG0001761	YHR192W	snap_masked-flattened_line_46-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.63&CDS=1-891
1762	OG0001762	YHR193C	snap_masked-flattened_line_6-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.33&CDS=1-651
1763	OG0001763	YHR197W	snap_masked-flattened_line_114-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.92&CDS=1-2010
1764	OG0001764	YHR200W	snap_masked-flattened_line_8-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.129&CDS=1-846
1765	OG0001765	YHR201C	maker-flattened_line_124-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_124-augustus-gene-0.55&CDS=1-1182
1766	OG0001766	YHR202W	genemark-flattened_line_112-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.43&CDS=1-1560
1767	OG0001767	YHR204W	snap_masked-flattened_line_112-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.124&CDS=1-2259
1768	OG0001768	YHR205W	genemark-flattened_line_112-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.40&CDS=1-2055
1769	OG0001769	YHR206W	snap_masked-flattened_line_112-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.119&CDS=1-1194
1770	OG0001770	YHR207C	snap_masked-flattened_line_112-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.98&CDS=1-1326
1771	OG0001771	YIL001W	maker-flattened_line_22-augustus-gene-1.179-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.179&CDS=1-1671
1772	OG0001772	YIL003W	snap_masked-flattened_line_6-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.94&CDS=1-792
1773	OG0001773	YIL004C	maker-flattened_line_190-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_190-snap-gene-0.7&CDS=1-417
1774	OG0001774	YIL007C	snap_masked-flattened_line_30-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.110&CDS=1-582
1775	OG0001775	YIL008W	snap_masked-flattened_line_30-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.148&CDS=1-285
1776	OG0001776	YIL010W	snap_masked-flattened_line_30-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.146&CDS=1-729
1777	OG0001777	YIL017C	genemark-flattened_line_50-processed-gene-0.251-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.251&CDS=1-2229
1778	OG0001778	YIL019W	snap_masked-flattened_line_42-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.158&CDS=1-693
1779	OG0001779	YIL020C	snap_masked-flattened_line_42-processed-gene-1.186-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.186&CDS=1-756
1780	OG0001780	YIL021W	maker-flattened_line_42-snap-gene-1.80-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-1.80&CDS=1-870
1781	OG0001781	YIL022W	snap_masked-flattened_line_6-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.54&CDS=1-1335
1782	OG0001782	YIL023C	genemark-flattened_line_36-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.116&CDS=1-1308
1783	OG0001783	YIL026C	snap_masked-flattened_line_50-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.67&CDS=1-3138
1784	OG0001784	YIL030C	genemark-flattened_line_50-processed-gene-0.211-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.211&CDS=1-3411
1785	OG0001785	YIL031W	snap_masked-flattened_line_6-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.29&CDS=1-2562
1786	OG0001786	YIL034C	genemark-flattened_line_30-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.105&CDS=1-816
1787	OG0001787	YIL038C	maker-flattened_line_100-snap-gene-0.122-mRNA-1_1&gene=maker-flattened_line_100-snap-gene-0.122&CDS=1-1800
1788	OG0001788	YIL039W	snap_masked-flattened_line_4-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.143&CDS=1-1173
1789	OG0001789	YIL041W	maker-flattened_line_136-snap-gene-0.24-mRNA-1_1&gene=maker-flattened_line_136-snap-gene-0.24&CDS=1-918
1790	OG0001790	YIL042C	snap_masked-flattened_line_8-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.102&CDS=1-1137
1791	OG0001791	YIL043C	snap_masked-flattened_line_28-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.140&CDS=1-843
1792	OG0001792	YIL044C	snap_masked-flattened_line_72-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.121&CDS=1-1281
