	OrthologID	Kazachstania_naganishii	Saccharomyces_cerevisiae
2102	OG0002102	augustus_masked-HE978318-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-0.71&CDS=1-3057	YOR349W
2103	OG0002103	genemark-HE978318-processed-gene-0.14-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.14&CDS=1-1797	YOR348C
2104	OG0002104	genemark-HE978318-processed-gene-0.34-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.34&CDS=1-2439	YOR346W
2105	OG0002105	genemark-HE978318-processed-gene-0.16-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.16&CDS=1-687	YOR344C
2106	OG0002106	genemark-HE978318-processed-gene-0.17-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.17&CDS=1-2949	YAL035W
2107	OG0002107	genemark-HE978318-processed-gene-0.18-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.18&CDS=1-957	YOR340C
2108	OG0002108	genemark-HE978318-processed-gene-0.35-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.35&CDS=1-6168	YOR336W
2109	OG0002109	genemark-HE978318-processed-gene-0.19-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.19&CDS=1-2868	YOR335C
2110	OG0002110	genemark-HE978318-processed-gene-0.36-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.36&CDS=1-1320	YOR334W
2111	OG0002111	genemark-HE978318-processed-gene-0.37-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.37&CDS=1-705	YOR332W
2112	OG0002112	genemark-HE978318-processed-gene-0.38-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.38&CDS=1-651	YHR147C
2113	OG0002113	genemark-HE978318-processed-gene-0.20-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.20&CDS=1-549	YHR148W
2114	OG0002114	snap_masked-HE978318-processed-gene-1.93-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-1.93&CDS=1-1410	YHR150W
2115	OG0002115	genemark-HE978318-processed-gene-1.55-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.55&CDS=1-1596	YHR151C
2116	OG0002116	snap_masked-HE978318-processed-gene-1.94-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-1.94&CDS=1-303	YGR230W
2117	OG0002117	augustus_masked-HE978318-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-1.10&CDS=1-2091	YHR159W
2118	OG0002118	genemark-HE978318-processed-gene-1.80-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.80&CDS=1-1812	YHR161C
2119	OG0002119	genemark-HE978318-processed-gene-1.81-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.81&CDS=1-1905	YGR246C
2120	OG0002120	genemark-HE978318-processed-gene-1.58-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.58&CDS=1-747	YHR163W
2121	OG0002121	snap_masked-HE978318-processed-gene-1.125-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-1.125&CDS=1-5442	YHR164C
2122	OG0002122	maker-HE978318-snap-gene-1.48-mRNA-1_1&gene=maker-HE978318-snap-gene-1.48&CDS=1-9021	YHR165C
2123	OG0002123	genemark-HE978318-processed-gene-1.59-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.59&CDS=1-786	YHR167W
2124	OG0002124	genemark-HE978318-processed-gene-1.60-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.60&CDS=1-1416	YHR168W
2125	OG0002125	genemark-HE978318-processed-gene-1.63-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.63&CDS=1-2496	YHR172W
2126	OG0002126	maker-HE978318-augustus-gene-1.1-mRNA-1_1&gene=maker-HE978318-augustus-gene-1.1&CDS=1-1683	YHR176W
2127	OG0002127	genemark-HE978318-processed-gene-1.67-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.67&CDS=1-2280	YHR178W
2128	OG0002128	genemark-HE978318-processed-gene-1.84-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.84&CDS=1-2544	YOR329C
2129	OG0002129	genemark-HE978318-processed-gene-1.85-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.85&CDS=1-3666	YOR330C
2130	OG0002130	genemark-HE978318-processed-gene-1.70-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.70&CDS=1-1959	YLR047C
2131	OG0002131	genemark-HE978318-processed-gene-1.87-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.87&CDS=1-2133	YMR001C
2132	OG0002132	maker-HE978318-snap-gene-1.47-mRNA-1_1&gene=maker-HE978318-snap-gene-1.47&CDS=1-2805	YOL006C
2133	OG0002133	snap_masked-HE978318-processed-gene-1.115-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-1.115&CDS=1-693	YMR003W
2134	OG0002134	genemark-HE978318-processed-gene-1.74-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.74&CDS=1-969	YMR005W
2135	OG0002135	snap_masked-HE978318-processed-gene-1.133-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-1.133&CDS=1-1458	YML043C
2136	OG0002136	genemark-HE978318-processed-gene-1.90-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.90&CDS=1-1593	YEL060C
2137	OG0002137	genemark-HE978318-processed-gene-1.91-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.91&CDS=1-381	YEL059C-A
2138	OG0002138	genemark-HE978318-processed-gene-1.75-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.75&CDS=1-1614	YEL058W
2139	OG0002139	genemark-HE978318-processed-gene-1.77-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.77&CDS=1-3036	YEL055C
2140	OG0002140	genemark-HE978318-processed-gene-1.92-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.92&CDS=1-1242	YEL056W
2141	OG0002141	augustus_masked-HE978318-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-2.80&CDS=1-2085	YLL032C
2142	OG0002142	snap_masked-HE978318-processed-gene-2.6-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-2.6&CDS=1-576	YLL033W
2143	OG0002143	genemark-HE978318-processed-gene-2.44-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.44&CDS=1-1965	YLL035W
2144	OG0002144	genemark-HE978318-processed-gene-2.48-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.48&CDS=1-2355	YLL034C
2145	OG0002145	genemark-HE978318-processed-gene-2.45-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.45&CDS=1-10812	YLL040C
2146	OG0002146	genemark-HE978318-processed-gene-2.49-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.49&CDS=1-792	YLL041C
2147	OG0002147	genemark-HE978318-processed-gene-2.69-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.69&CDS=1-1662	YCR098C
2148	OG0002148	maker-HE978318-snap-gene-2.41-mRNA-1_1&gene=maker-HE978318-snap-gene-2.41&CDS=1-5856	YLL048C
2149	OG0002149	genemark-HE978318-processed-gene-2.71-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.71&CDS=1-2787	YMR287C
2150	OG0002150	augustus_masked-HE978318-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-2.89&CDS=1-582	YHR189W
2151	OG0002151	genemark-HE978318-processed-gene-2.72-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.72&CDS=1-699	YMR314W
2152	OG0002152	snap_masked-HE978318-processed-gene-2.15-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-2.15&CDS=1-1755	YMR313C
2153	OG0002153	augustus_masked-HE978318-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-2.107&CDS=1-807	YMR312W
2154	OG0002154	genemark-HE978318-processed-gene-2.56-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.56&CDS=1-1302	YGR285C
2155	OG0002155	genemark-HE978318-processed-gene-2.57-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.57&CDS=1-636	YMR311C
2156	OG0002156	genemark-HE978318-processed-gene-2.58-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.58&CDS=1-1056	YMR310C
2157	OG0002157	genemark-HE978318-processed-gene-2.59-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.59&CDS=1-2505	YMR309C
2158	OG0002158	genemark-HE978318-processed-gene-2.60-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.60&CDS=1-3270	YMR308C
2159	OG0002159	genemark-HE978318-processed-gene-2.75-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.75&CDS=1-3588	YMR304W
2160	OG0002160	genemark-HE978318-processed-gene-2.62-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.62&CDS=1-2439	YMR302C
2161	OG0002161	genemark-HE978318-processed-gene-2.63-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.63&CDS=1-1977	YMR301C
2162	OG0002162	genemark-HE978318-processed-gene-2.64-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.64&CDS=1-1530	YMR300C
2163	OG0002163	snap_masked-HE978318-processed-gene-2.25-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-2.25&CDS=1-879	YMR299C
2164	OG0002164	snap_masked-HE978318-processed-gene-2.26-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-2.26&CDS=1-3402	YGR274C
2165	OG0002165	genemark-HE978318-processed-gene-2.76-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.76&CDS=1-468	YMR298W
2166	OG0002166	genemark-HE978318-processed-gene-2.77-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.77&CDS=1-2751	YPR160W
2167	OG0002167	genemark-HE978318-processed-gene-2.66-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.66&CDS=1-1719	YCR008W
2168	OG0002168	genemark-HE978318-processed-gene-2.78-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.78&CDS=1-795	YCR009C
2169	OG0002169	genemark-HE978318-processed-gene-2.68-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.68&CDS=1-1617	YIL162W
2170	OG0002170	genemark-HE978318-processed-gene-2.79-mRNA-1_1&gene=genemark-HE978318-processed-gene-2.79&CDS=1-396	YER029C
2171	OG0002171	genemark-HE978318-processed-gene-3.45-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.45&CDS=1-495	YER030W
2172	OG0002172	augustus_masked-HE978318-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.86&CDS=1-2520	YER032W
2173	OG0002173	snap_masked-HE978318-processed-gene-3.7-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-3.7&CDS=1-2619	YER033C
2174	OG0002174	snap_masked-HE978318-processed-gene-3.5-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-3.5&CDS=1-474	YMR292W
2175	OG0002175	genemark-HE978318-processed-gene-3.49-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.49&CDS=1-1416	YMR293C
2176	OG0002176	augustus_masked-HE978318-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.87&CDS=1-1095	YMR294W
2177	OG0002177	snap_masked-HE978318-processed-gene-3.28-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-3.28&CDS=1-570	YMR295C
2178	OG0002178	genemark-HE978318-processed-gene-3.50-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.50&CDS=1-1593	YMR297W
2179	OG0002179	genemark-HE978318-processed-gene-3.70-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.70&CDS=1-843	YER026C
2180	OG0002180	snap_masked-HE978318-processed-gene-3.31-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-3.31&CDS=1-1260	YER027C
2181	OG0002181	genemark-HE978318-processed-gene-3.72-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.72&CDS=1-1014	YGL209W
2182	OG0002182	genemark-HE978318-processed-gene-3.53-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.53&CDS=1-3573	YOR086C
2183	OG0002183	genemark-HE978318-processed-gene-3.73-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.73&CDS=1-1050	YOR085W
2184	OG0002184	augustus_masked-HE978318-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.91&CDS=1-4050	YIL142W
2185	OG0002185	augustus_masked-HE978318-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.92&CDS=1-2589	YIL140W
2186	OG0002186	genemark-HE978318-processed-gene-3.74-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.74&CDS=1-741	YIL139C
2187	OG0002187	augustus_masked-HE978318-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.109&CDS=1-2505	YIL137C
2188	OG0002188	genemark-HE978318-processed-gene-3.59-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.59&CDS=1-864	YIL134W
2189	OG0002189	snap_masked-HE978318-processed-gene-3.39-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-3.39&CDS=1-522	YIL132C
2190	OG0002190	genemark-HE978318-processed-gene-3.60-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.60&CDS=1-2706	YIL130W
2191	OG0002191	genemark-HE978318-processed-gene-3.81-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.81&CDS=1-7308	YIL129C
2192	OG0002192	genemark-HE978318-processed-gene-3.62-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.62&CDS=1-3051	YIL125W
2193	OG0002193	genemark-HE978318-processed-gene-3.63-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.63&CDS=1-882	YIL124W
2194	OG0002194	augustus_masked-HE978318-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.100&CDS=1-1056	YIL122W
2195	OG0002195	augustus_masked-HE978318-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.114&CDS=1-1893	YIL119C
2196	OG0002196	genemark-HE978318-processed-gene-3.66-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.66&CDS=1-660	YIL118W
2197	OG0002197	genemark-HE978318-processed-gene-3.67-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.67&CDS=1-1152	YIL116W
2198	OG0002198	augustus_masked-HE978318-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.115&CDS=1-4497	YIL115C
2199	OG0002199	genemark-HE978318-processed-gene-4.98-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.98&CDS=1-2976	YIL112W
2200	OG0002200	genemark-HE978318-processed-gene-4.101-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.101&CDS=1-2082	YIL108W
2201	OG0002201	snap_masked-HE978318-processed-gene-4.7-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-4.7&CDS=1-960	YIL106W
2202	OG0002202	genemark-HE978318-processed-gene-4.129-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.129&CDS=1-1605	YIL104C
2203	OG0002203	snap_masked-HE978318-processed-gene-4.8-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-4.8&CDS=1-1884	YMR149W
2204	OG0002204	genemark-HE978318-processed-gene-4.131-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.131&CDS=1-555	YMR150C
2205	OG0002205	genemark-HE978318-processed-gene-4.105-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.105&CDS=1-1038	YMR146C
2206	OG0002206	snap_masked-HE978318-processed-gene-4.35-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-4.35&CDS=1-204	YDL085C-A
2207	OG0002207	genemark-HE978318-processed-gene-4.134-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.134&CDS=1-1449	YMR140W
2208	OG0002208	genemark-HE978318-processed-gene-4.136-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.136&CDS=1-597	YMR138W
2209	OG0002209	snap_masked-HE978318-processed-gene-4.12-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-4.12&CDS=1-1671	YMR137C
2210	OG0002210	snap_masked-HE978318-processed-gene-4.13-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-4.13&CDS=1-1176	YMR135C
2211	OG0002211	genemark-HE978318-processed-gene-4.138-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.138&CDS=1-729	YMR134W
2212	OG0002212	augustus_masked-HE978318-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-4.86&CDS=1-1080	YMR133W
2213	OG0002213	genemark-HE978318-processed-gene-4.110-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.110&CDS=1-624	YMR132C
2214	OG0002214	genemark-HE978318-processed-gene-4.111-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.111&CDS=1-1551	YMR131C
2215	OG0002215	genemark-HE978318-processed-gene-4.140-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.140&CDS=1-903	YMR130W
2216	OG0002216	genemark-HE978318-processed-gene-4.141-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.141&CDS=1-4002	YMR129W
2217	OG0002217	genemark-HE978318-processed-gene-4.112-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.112&CDS=1-1080	YMR127C
2218	OG0002218	genemark-HE978318-processed-gene-4.113-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.113&CDS=1-1131	YMR126C
2219	OG0002219	genemark-HE978318-processed-gene-4.142-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.142&CDS=1-2592	YMR125W
2220	OG0002220	genemark-HE978318-processed-gene-4.143-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.143&CDS=1-2562	YMR124W
2221	OG0002221	genemark-HE978318-processed-gene-4.144-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.144&CDS=1-357	YMR123W
2222	OG0002222	augustus_masked-HE978318-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-4.93&CDS=1-1773	YMR119W
2223	OG0002223	augustus_masked-HE978318-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-4.67&CDS=1-762	YMR117C
2224	OG0002224	genemark-HE978318-processed-gene-4.118-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.118&CDS=1-957	YMR116C
2225	OG0002225	genemark-HE978318-processed-gene-4.146-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.146&CDS=1-1422	YMR115W
2226	OG0002226	genemark-HE978318-processed-gene-4.119-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.119&CDS=1-876	YMR114C
2227	OG0002227	genemark-HE978318-processed-gene-4.120-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.120&CDS=1-363	YMR112C
2228	OG0002228	genemark-HE978318-processed-gene-4.121-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.121&CDS=1-1596	YMR110C
2229	OG0002229	genemark-HE978318-processed-gene-4.148-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.148&CDS=1-312	YMR107W
2230	OG0002230	snap_masked-HE978318-processed-gene-4.26-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-4.26&CDS=1-1785	YMR106C
2231	OG0002231	genemark-HE978318-processed-gene-4.149-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.149&CDS=1-1872	YMR100W
2232	OG0002232	genemark-HE978318-processed-gene-4.126-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.126&CDS=1-687	YMR090W
2233	OG0002233	genemark-HE978318-processed-gene-5.3-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.3&CDS=1-1470	YMR091C
2234	OG0002234	genemark-HE978318-processed-gene-5.4-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.4&CDS=1-1815	YMR092C
2235	OG0002235	genemark-HE978318-processed-gene-5.0-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.0&CDS=1-1527	YMR093W
2236	OG0002236	snap_masked-HE978318-processed-gene-5.88-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.88&CDS=1-1479	YMR094W
2237	OG0002237	genemark-HE978318-processed-gene-5.5-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.5&CDS=1-1113	YMR097C
2238	OG0002238	augustus_masked-HE978318-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-5.54&CDS=1-1701	YMR098C
2239	OG0002239	maker-HE978318-snap-gene-5.47-mRNA-1_1&gene=maker-HE978318-snap-gene-5.47&CDS=1-1746	YKL112W
2240	OG0002240	genemark-HE978318-processed-gene-5.2-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.2&CDS=1-1140	YKL113C
2241	OG0002241	genemark-HE978318-processed-gene-5.8-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.8&CDS=1-888	YMR099C
2242	OG0002242	genemark-HE978318-processed-gene-5.30-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.30&CDS=1-870	YMR087W
2243	OG0002243	snap_masked-HE978318-processed-gene-5.117-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.117&CDS=1-3441	YMR086W
2244	OG0002244	genemark-HE978318-processed-gene-5.32-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.32&CDS=1-1122	YMR083W
2245	OG0002245	snap_masked-HE978318-processed-gene-5.119-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.119&CDS=1-1785	YKL100C
2246	OG0002246	snap_masked-HE978318-processed-gene-5.120-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.120&CDS=1-2142	YJL056C
2247	OG0002247	genemark-HE978318-processed-gene-5.11-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.11&CDS=1-684	YJL055W
2248	OG0002248	genemark-HE978318-processed-gene-5.12-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.12&CDS=1-1401	YJL054W
2249	OG0002249	genemark-HE978318-processed-gene-5.13-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.13&CDS=1-1053	YJL053W
2250	OG0002250	augustus_masked-HE978318-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-5.61&CDS=1-2637	YJL051W
2251	OG0002251	maker-HE978318-augustus-gene-5.135-mRNA-1_1&gene=maker-HE978318-augustus-gene-5.135&CDS=1-4488	YJL050W
2252	OG0002252	genemark-HE978318-processed-gene-5.34-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.34&CDS=1-1296	YBR273C
2253	OG0002253	snap_masked-HE978318-processed-gene-5.122-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.122&CDS=1-2406	YJL047C
2254	OG0002254	genemark-HE978318-processed-gene-5.36-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.36&CDS=1-837	YBR257W
2255	OG0002255	genemark-HE978318-processed-gene-5.17-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.17&CDS=1-1269	YJL046W
2256	OG0002256	genemark-HE978318-processed-gene-5.18-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.18&CDS=1-855	YLR262C
2257	OG0002257	snap_masked-HE978318-processed-gene-5.125-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.125&CDS=1-1668	YOL013C
2258	OG0002258	genemark-HE978318-processed-gene-5.19-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.19&CDS=1-1494	YPL262W
2259	OG0002259	genemark-HE978318-processed-gene-5.22-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.22&CDS=1-1524	YPL272C
2260	OG0002260	genemark-HE978318-processed-gene-5.40-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.40&CDS=1-1950	YPL263C
2261	OG0002261	maker-HE978318-augustus-gene-5.136-mRNA-1_1&gene=maker-HE978318-augustus-gene-5.136&CDS=1-2445	YPL270W
2262	OG0002262	snap_masked-HE978318-processed-gene-5.110-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.110&CDS=1-1929	YPL269W
2263	OG0002263	genemark-HE978318-processed-gene-5.25-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.25&CDS=1-2682	YPL268W
2264	OG0002264	snap_masked-HE978318-processed-gene-5.112-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.112&CDS=1-1374	YDL227C
2265	OG0002265	genemark-HE978318-processed-gene-5.41-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.41&CDS=1-999	YDL230W
2266	OG0002266	snap_masked-HE978318-processed-gene-5.113-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.113&CDS=1-3174	YDL231C
2267	OG0002267	genemark-HE978318-processed-gene-5.42-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.42&CDS=1-1440	YDL233W
2268	OG0002268	snap_masked-HE978318-processed-gene-5.130-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-5.130&CDS=1-708	YNL215W
2269	OG0002269	genemark-HE978318-processed-gene-5.28-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.28&CDS=1-2157	YDL234C
2270	OG0002270	genemark-HE978318-processed-gene-5.29-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.29&CDS=1-504	YDL235C
2271	OG0002271	augustus_masked-HE978318-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-5.86&CDS=1-1995	YNL220W
2272	OG0002272	genemark-HE978318-processed-gene-6.6-mRNA-1_1&gene=genemark-HE978318-processed-gene-6.6&CDS=1-1374	YDL238C
