	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035645_Yarrowia_divulgata
1803	OG0001803	YIL067C	augustus_masked-flattened_line_87-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.3&CDS=1-1983
1804	OG0001804	YIL068C	snap_masked-flattened_line_195-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.21&CDS=1-2496
1805	OG0001805	YIL070C	augustus_masked-flattened_line_228-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_228-processed-gene-0.16&CDS=1-798
1806	OG0001806	YIL075C	snap_masked-flattened_line_45-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.75&CDS=1-2817
1807	OG0001807	YIL076W	snap_masked-flattened_line_214-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.49&CDS=1-861
1808	OG0001808	YIL078W	snap_masked-flattened_line_197-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_197-processed-gene-0.22&CDS=1-2256
1809	OG0001809	YIL083C	snap_masked-flattened_line_137-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.29&CDS=1-999
1810	OG0001810	YIL084C	snap_masked-flattened_line_129-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.31&CDS=1-855
1811	OG0001811	YIL087C	snap_masked-flattened_line_39-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.26&CDS=1-390
1812	OG0001812	YIL090W	snap_masked-flattened_line_85-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.141&CDS=1-1212
1813	OG0001813	YIL091C	snap_masked-flattened_line_85-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.118&CDS=1-1935
1814	OG0001814	YIL093C	snap_masked-flattened_line_85-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.119&CDS=1-687
1815	OG0001815	YIL094C	snap_masked-flattened_line_39-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.22&CDS=1-1131
1816	OG0001816	YIL096C	snap_masked-flattened_line_15-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.31&CDS=1-1173
1817	OG0001817	YIL097W	snap_masked-flattened_line_15-processed-gene-2.54-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.54&CDS=1-1695
1818	OG0001818	YIL098C	snap_masked-flattened_line_113-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.122&CDS=1-411
1819	OG0001819	YIL099W	snap_masked-flattened_line_113-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.100&CDS=1-1539
1820	OG0001820	YIL101C	genemark-flattened_line_43-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-1.53&CDS=1-1623
1821	OG0001821	YIL103W	genemark-flattened_line_37-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-1.114&CDS=1-1317
1822	OG0001822	YIL104C	snap_masked-flattened_line_37-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.32&CDS=1-1782
1823	OG0001823	YIL106W	snap_masked-flattened_line_195-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.8&CDS=1-672
1824	OG0001824	YIL107C	snap_masked-flattened_line_33-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.40&CDS=1-2433
1825	OG0001825	YIL108W	snap_masked-flattened_line_17-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.68&CDS=1-2112
1826	OG0001826	YIL110W	snap_masked-flattened_line_234-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.4&CDS=1-1002
1827	OG0001827	YIL112W	snap_masked-flattened_line_143-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.27&CDS=1-3558
1828	OG0001828	YIL113W	snap_masked-flattened_line_143-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.25&CDS=1-1251
1829	OG0001829	YIL115C	snap_masked-flattened_line_63-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.57&CDS=1-4041
1830	OG0001830	YIL116W	snap_masked-flattened_line_63-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.17&CDS=1-1161
1831	OG0001831	YIL118W	snap_masked-flattened_line_43-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.153&CDS=1-612
1832	OG0001832	YIL125W	maker-flattened_line_51-snap-gene-1.47-mRNA-1_1&gene=maker-flattened_line_51-snap-gene-1.47&CDS=1-3003
1833	OG0001833	YIL126W	snap_masked-flattened_line_9-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.73&CDS=1-3726
1834	OG0001834	YIL128W	snap_masked-flattened_line_83-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.47&CDS=1-2952
1835	OG0001835	YIL129C	genemark-flattened_line_226-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_226-processed-gene-0.7&CDS=1-7263
1836	OG0001836	YIL130W	snap_masked-flattened_line_71-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.38&CDS=1-2568
1837	OG0001837	YIL133C	snap_masked-flattened_line_139-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.95&CDS=1-600
1838	OG0001838	YIL134W	snap_masked-flattened_line_25-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.19&CDS=1-897
1839	OG0001839	YIL140W	snap_masked-flattened_line_316-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_316-processed-gene-0.4&CDS=1-3351
1840	OG0001840	YIL143C	snap_masked-flattened_line_7-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.34&CDS=1-2484
1841	OG0001841	YIL144W	snap_masked-flattened_line_7-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.19&CDS=1-1674
1842	OG0001842	YIL145C	snap_masked-flattened_line_262-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_262-processed-gene-0.38&CDS=1-1023
1843	OG0001843	YIL147C	snap_masked-flattened_line_169-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.67&CDS=1-3726
1844	OG0001844	YIL153W	genemark-flattened_line_408-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_408-processed-gene-0.8&CDS=1-1272
1845	OG0001845	YIL154C	genemark-flattened_line_131-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_131-processed-gene-0.23&CDS=1-1914
1846	OG0001846	YIL155C	snap_masked-flattened_line_135-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.77&CDS=1-1839
1847	OG0001847	YIL156W-B	snap_masked-flattened_line_37-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.21&CDS=1-231
1848	OG0001848	YIL157C	snap_masked-flattened_line_45-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.56&CDS=1-675
1849	OG0001849	YIL160C	snap_masked-flattened_line_21-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.82&CDS=1-1242
1850	OG0001850	YIR001C	genemark-flattened_line_278-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_278-processed-gene-0.30&CDS=1-552
1851	OG0001851	YIR002C	snap_masked-flattened_line_177-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_177-processed-gene-0.10&CDS=1-2463
1852	OG0001852	YIR004W	snap_masked-flattened_line_159-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.27&CDS=1-1461
1853	OG0001853	YIR005W	snap_masked-flattened_line_109-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.99&CDS=1-462
1854	OG0001854	YIR006C	maker-flattened_line_131-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_131-snap-gene-0.1&CDS=1-4317
1855	OG0001855	YIR007W	snap_masked-flattened_line_5-processed-gene-3.19-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.19&CDS=1-2364
1856	OG0001856	YIR008C	snap_masked-flattened_line_7-processed-gene-2.183-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.183&CDS=1-1452
1857	OG0001857	YIR011C	snap_masked-flattened_line_25-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.54&CDS=1-891
1858	OG0001858	YIR012W	snap_masked-flattened_line_9-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.69&CDS=1-1332
1859	OG0001859	YIR015W	genemark-flattened_line_127-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_127-processed-gene-0.3&CDS=1-498
1860	OG0001860	YIR022W	snap_masked-flattened_line_342-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_342-processed-gene-0.9&CDS=1-516
1861	OG0001861	YIR023W	genemark-flattened_line_394-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_394-processed-gene-0.4&CDS=1-840
1862	OG0001862	YIR026C	maker-flattened_line_7-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-1.1&CDS=1-1209
1863	OG0001863	YIR027C	snap_masked-flattened_line_43-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.15&CDS=1-1371
1864	OG0001864	YIR029W	snap_masked-flattened_line_41-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.25&CDS=1-1032
1865	OG0001865	YIR030C	snap_masked-flattened_line_27-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.24&CDS=1-684
1866	OG0001866	YIR032C	snap_masked-flattened_line_145-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_145-processed-gene-0.4&CDS=1-612
1867	OG0001867	YIR034C	snap_masked-flattened_line_95-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.102&CDS=1-1107
1868	OG0001868	YIR035C	snap_masked-flattened_line_125-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.93&CDS=1-747
1869	OG0001869	YIR037W	snap_masked-flattened_line_133-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_133-processed-gene-0.6&CDS=1-501
1870	OG0001870	YIR042C	snap_masked-flattened_line_65-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.38&CDS=1-663
1871	OG0001871	YJL001W	genemark-flattened_line_79-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.62&CDS=1-651
1872	OG0001872	YJL002C	snap_masked-flattened_line_79-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.29&CDS=1-1398
1873	OG0001873	YJL003W	snap_masked-flattened_line_334-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_334-processed-gene-0.7&CDS=1-354
1874	OG0001874	YJL004C	snap_masked-flattened_line_105-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.23&CDS=1-489
1875	OG0001875	YJL005W	genemark-flattened_line_105-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.39&CDS=1-6195
1876	OG0001876	YJL006C	snap_masked-flattened_line_5-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.19&CDS=1-942
1877	OG0001877	YJL008C	snap_masked-flattened_line_61-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.51&CDS=1-1683
1878	OG0001878	YJL010C	snap_masked-flattened_line_61-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.50&CDS=1-2184
1879	OG0001879	YJL011C	snap_masked-flattened_line_248-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_248-processed-gene-0.16&CDS=1-417
1880	OG0001880	YJL012C	snap_masked-flattened_line_57-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.89&CDS=1-2208
1881	OG0001881	YJL014W	snap_masked-flattened_line_248-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_248-processed-gene-0.23&CDS=1-1581
1882	OG0001882	YJL020C	snap_masked-flattened_line_95-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.89&CDS=1-918
1883	OG0001883	YJL024C	snap_masked-flattened_line_15-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.23&CDS=1-567
1884	OG0001884	YJL025W	snap_masked-flattened_line_0-processed-gene-4.59-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.59&CDS=1-444
1885	OG0001885	YJL026W	snap_masked-flattened_line_19-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.65&CDS=1-1215
1886	OG0001886	YJL029C	snap_masked-flattened_line_61-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.19&CDS=1-2214
1887	OG0001887	YJL030W	genemark-flattened_line_5-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.58&CDS=1-627
1888	OG0001888	YJL031C	genemark-flattened_line_5-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.45&CDS=1-1038
1889	OG0001889	YJL033W	snap_masked-flattened_line_2-processed-gene-3.142-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.142&CDS=1-2220
1890	OG0001890	YJL034W	snap_masked-flattened_line_5-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.5&CDS=1-2010
1891	OG0001891	YJL035C	snap_masked-flattened_line_5-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.18&CDS=1-672
1892	OG0001892	YJL036W	genemark-flattened_line_5-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.27&CDS=1-1314
1893	OG0001893	YJL039C	snap_masked-flattened_line_408-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_408-processed-gene-0.3&CDS=1-4947
1894	OG0001894	YJL041W	genemark-flattened_line_238-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_238-processed-gene-0.30&CDS=1-1650
1895	OG0001895	YJL044C	augustus_masked-flattened_line_71-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.139&CDS=1-1740
1896	OG0001896	YJL045W	augustus_masked-flattened_line_61-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.149&CDS=1-1914
1897	OG0001897	YJL046W	augustus_masked-flattened_line_171-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.17&CDS=1-1119
1898	OG0001898	YJL049W	augustus_masked-flattened_line_39-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.161&CDS=1-1323
1899	OG0001899	YJL050W	snap_masked-flattened_line_322-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_322-processed-gene-0.19&CDS=1-3123
1900	OG0001900	YJL053W	snap_masked-flattened_line_292-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_292-processed-gene-0.9&CDS=1-900
1901	OG0001901	YJL054W	snap_masked-flattened_line_141-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.15&CDS=1-1722
1902	OG0001902	YJL055W	snap_masked-flattened_line_53-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.62&CDS=1-642
1903	OG0001903	YJL057C	genemark-flattened_line_33-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.80&CDS=1-1653
1904	OG0001904	YJL059W	snap_masked-flattened_line_17-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.64&CDS=1-1185
1905	OG0001905	YJL060W	snap_masked-flattened_line_15-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.15&CDS=1-1275
1906	OG0001906	YJL061W	augustus_masked-flattened_line_101-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.116&CDS=1-3825
1907	OG0001907	YJL062W	snap_masked-flattened_line_179-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.52&CDS=1-2595
1908	OG0001908	YJL062W-A	maker-flattened_line_55-snap-gene-0.95-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.95&CDS=1-318
1909	OG0001909	YJL063C	snap_masked-flattened_line_205-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_205-processed-gene-0.22&CDS=1-615
1910	OG0001910	YJL068C	snap_masked-flattened_line_173-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.72&CDS=1-852
1911	OG0001911	YJL069C	snap_masked-flattened_line_17-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.15&CDS=1-1722
1912	OG0001912	YJL071W	snap_masked-flattened_line_199-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.65&CDS=1-1836
1913	OG0001913	YJL072C	snap_masked-flattened_line_73-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.171&CDS=1-801
1914	OG0001914	YJL074C	snap_masked-flattened_line_326-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_326-processed-gene-0.24&CDS=1-3570
1915	OG0001915	YJL080C	augustus_masked-flattened_line_0-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.50&CDS=1-3657
1916	OG0001916	YJL085W	snap_masked-flattened_line_238-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.12&CDS=1-1809
1917	OG0001917	YJL087C	snap_masked-flattened_line_280-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_280-processed-gene-0.7&CDS=1-2457
1918	OG0001918	YJL088W	snap_masked-flattened_line_280-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_280-processed-gene-0.14&CDS=1-954
1919	OG0001919	YJL091C	snap_masked-flattened_line_115-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.31&CDS=1-1434
1920	OG0001920	YJL092W	snap_masked-flattened_line_27-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.70&CDS=1-2481
1921	OG0001921	YJL095W	maker-flattened_line_169-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_169-snap-gene-0.2&CDS=1-4107
1922	OG0001922	YJL096W	snap_masked-flattened_line_169-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.64&CDS=1-450
1923	OG0001923	YJL097W	snap_masked-flattened_line_159-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.6&CDS=1-621
1924	OG0001924	YJL100W	snap_masked-flattened_line_101-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.12&CDS=1-2313
1925	OG0001925	YJL101C	snap_masked-flattened_line_15-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.32&CDS=1-1881
1926	OG0001926	YJL102W	snap_masked-flattened_line_49-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-1.129&CDS=1-2463
1927	OG0001927	YJL104W	snap_masked-flattened_line_13-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.78&CDS=1-441
1928	OG0001928	YJL106W	snap_masked-flattened_line_13-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.77&CDS=1-2451
1929	OG0001929	YJL108C	snap_masked-flattened_line_167-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.41&CDS=1-4392
1930	OG0001930	YJL109C	snap_masked-flattened_line_15-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.45&CDS=1-4923
1931	OG0001931	YJL111W	snap_masked-flattened_line_177-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_177-processed-gene-0.20&CDS=1-1665
1932	OG0001932	YJL115W	maker-flattened_line_97-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_97-snap-gene-0.0&CDS=1-825
1933	OG0001933	YJL121C	snap_masked-flattened_line_238-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.4&CDS=1-741
1934	OG0001934	YJL124C	maker-flattened_line_25-snap-gene-1.60-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.60&CDS=1-432
1935	OG0001935	YJL125C	snap_masked-flattened_line_37-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.8&CDS=1-1158
1936	OG0001936	YJL126W	snap_masked-flattened_line_264-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_264-processed-gene-0.37&CDS=1-867
1937	OG0001937	YJL127C	maker-flattened_line_5-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-0.2&CDS=1-2079
1938	OG0001938	YJL128C	snap_masked-flattened_line_95-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.132&CDS=1-2205
1939	OG0001939	YJL130C	genemark-flattened_line_5-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.34&CDS=1-6582
1940	OG0001940	YJL132W	snap_masked-flattened_line_224-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_224-processed-gene-0.21&CDS=1-2499
1941	OG0001941	YJL140W	snap_masked-flattened_line_157-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.7&CDS=1-534
1942	OG0001942	YJL141C	snap_masked-flattened_line_109-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.76&CDS=1-2784
