	OrthologID	Candida_tenuis	Saccharomyces_cerevisiae
1926	OG0001926	snap_masked-scaffold_00021-processed-gene-1.4-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.4&CDS=1-2625	YML099C
1927	OG0001927	snap_masked-scaffold_00021-processed-gene-1.30-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.30&CDS=1-1647	YGL073W
1928	OG0001928	augustus_masked-scaffold_00021-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-1.67&CDS=1-2877	YOR335C
1929	OG0001929	augustus_masked-scaffold_00021-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-1.87&CDS=1-879	YMR178W
1930	OG0001930	snap_masked-scaffold_00021-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.8&CDS=1-1389	YNL317W
1931	OG0001931	snap_masked-scaffold_00021-processed-gene-1.9-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.9&CDS=1-534	YMR009W
1932	OG0001932	snap_masked-scaffold_00021-processed-gene-1.34-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.34&CDS=1-372	YEL003W
1933	OG0001933	snap_masked-scaffold_00021-processed-gene-1.35-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.35&CDS=1-1275	YEL002C
1934	OG0001934	snap_masked-scaffold_00021-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.10&CDS=1-300	YIL008W
1935	OG0001935	snap_masked-scaffold_00021-processed-gene-1.36-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.36&CDS=1-657	YIL007C
1936	OG0001936	snap_masked-scaffold_00021-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.40&CDS=1-582	YER012W
1937	OG0001937	snap_masked-scaffold_00021-processed-gene-1.41-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.41&CDS=1-714	YBR256C
1938	OG0001938	snap_masked-scaffold_00021-processed-gene-1.13-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.13&CDS=1-777	YJR113C
1939	OG0001939	snap_masked-scaffold_00021-processed-gene-1.15-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.15&CDS=1-1338	YBL045C
1940	OG0001940	maker-scaffold_00021-augustus-gene-1.124-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-1.124&CDS=1-2760	YHR005C
1941	OG0001941	snap_masked-scaffold_00021-processed-gene-1.16-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.16&CDS=1-1473	YHR045W
1942	OG0001942	snap_masked-scaffold_00021-processed-gene-1.46-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.46&CDS=1-1731	YKL025C
1943	OG0001943	maker-scaffold_00021-snap-gene-1.113-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-1.113&CDS=1-762	YIR035C
1944	OG0001944	maker-scaffold_00021-snap-gene-1.115-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-1.115&CDS=1-1635	YBL099W
1945	OG0001945	snap_masked-scaffold_00021-processed-gene-1.50-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.50&CDS=1-2382	YAL041W
1946	OG0001946	snap_masked-scaffold_00021-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.21&CDS=1-1227	YAL042W
1947	OG0001947	snap_masked-scaffold_00021-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.52&CDS=1-846	YNL252C
1948	OG0001948	maker-scaffold_00021-augustus-gene-1.121-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-1.121&CDS=1-3036	YNL251C
1949	OG0001949	augustus_masked-scaffold_00021-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-1.81&CDS=1-2769	YNL256W
1950	OG0001950	maker-scaffold_00021-augustus-gene-1.122-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-1.122&CDS=1-2382	YOR027W
1951	OG0001951	snap_masked-scaffold_00021-processed-gene-1.55-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.55&CDS=1-2451	YOR249C
1952	OG0001952	snap_masked-scaffold_00021-processed-gene-1.56-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.56&CDS=1-2172	YHR197W
1953	OG0001953	snap_masked-scaffold_00021-processed-gene-2.42-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.42&CDS=1-1608	YER168C
1954	OG0001954	snap_masked-scaffold_00021-processed-gene-2.43-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.43&CDS=1-4674	YDR127W
1955	OG0001955	snap_masked-scaffold_00021-processed-gene-2.45-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.45&CDS=1-14727	YLR106C
1956	OG0001956	snap_masked-scaffold_00021-processed-gene-2.46-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.46&CDS=1-729	YCL047C
1957	OG0001957	snap_masked-scaffold_00021-processed-gene-2.68-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.68&CDS=1-1161	YCL048W
1958	OG0001958	snap_masked-scaffold_00021-processed-gene-2.52-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.52&CDS=1-492	YPR098C
1959	OG0001959	snap_masked-scaffold_00021-processed-gene-2.53-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.53&CDS=1-495	YML030W
1960	OG0001960	snap_masked-scaffold_00021-processed-gene-2.54-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.54&CDS=1-882	YOR143C
1961	OG0001961	augustus_masked-scaffold_00021-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-2.11&CDS=1-576	YJR069C
1962	OG0001962	snap_masked-scaffold_00021-processed-gene-2.78-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.78&CDS=1-555	YDR339C
1963	OG0001963	snap_masked-scaffold_00021-processed-gene-2.79-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.79&CDS=1-1410	YOR137C
1964	OG0001964	augustus_masked-scaffold_00021-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-2.33&CDS=1-3078	YJL104W
1965	OG0001965	augustus_masked-scaffold_00021-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-2.14&CDS=1-1956	YBR030W
1966	OG0001966	snap_masked-scaffold_00021-processed-gene-2.60-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.60&CDS=1-1719	YKR017C
1967	OG0001967	augustus_masked-scaffold_00021-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-2.16&CDS=1-2364	YKR030W
1968	OG0001968	snap_masked-scaffold_00021-processed-gene-2.85-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.85&CDS=1-1638	YBR220C
1969	OG0001969	snap_masked-scaffold_00021-processed-gene-2.86-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.86&CDS=1-1161	YBR221C
1970	OG0001970	snap_masked-scaffold_00021-processed-gene-2.87-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.87&CDS=1-2481	YIL140W
1971	OG0001971	maker-scaffold_00021-snap-gene-2.104-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-2.104&CDS=1-1377	YGL126W
1972	OG0001972	snap_masked-scaffold_00021-processed-gene-2.90-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.90&CDS=1-3540	YGL062W
1973	OG0001973	snap_masked-scaffold_00021-processed-gene-3.46-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.46&CDS=1-1905	YIR027C
1974	OG0001974	snap_masked-scaffold_00021-processed-gene-3.47-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.47&CDS=1-1158	YBR026C
1975	OG0001975	snap_masked-scaffold_00021-processed-gene-3.43-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.43&CDS=1-726	YBL041W
1976	OG0001976	snap_masked-scaffold_00021-processed-gene-3.48-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.48&CDS=1-633	YBL040C
1977	OG0001977	snap_masked-scaffold_00021-processed-gene-3.45-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.45&CDS=1-3900	YDR301W
1978	OG0001978	maker-scaffold_00021-augustus-gene-3.92-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-3.92&CDS=1-3573	YGL156W
1979	OG0001979	augustus_masked-scaffold_00021-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-3.8&CDS=1-462	YJR104C
1980	OG0001980	snap_masked-scaffold_00021-processed-gene-3.54-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.54&CDS=1-885	YHR088W
1981	OG0001981	snap_masked-scaffold_00021-processed-gene-3.55-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.55&CDS=1-3699	YDR335W
1982	OG0001982	snap_masked-scaffold_00021-processed-gene-3.56-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.56&CDS=1-2421	YNL085W
1983	OG0001983	snap_masked-scaffold_00021-processed-gene-3.58-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.58&CDS=1-993	YDR315C
1984	OG0001984	snap_masked-scaffold_00021-processed-gene-3.79-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.79&CDS=1-2037	YHR042W
1985	OG0001985	snap_masked-scaffold_00021-processed-gene-3.80-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.80&CDS=1-1128	YDR288W
1986	OG0001986	maker-scaffold_00021-snap-gene-3.94-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-3.94&CDS=1-2202	YMR075W
1987	OG0001987	snap_masked-scaffold_00021-processed-gene-3.60-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.60&CDS=1-1308	YMR062C
1988	OG0001988	snap_masked-scaffold_00021-processed-gene-3.82-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.82&CDS=1-771	YKL094W
1989	OG0001989	augustus_masked-scaffold_00021-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-3.37&CDS=1-1029	YDL114W
1990	OG0001990	snap_masked-scaffold_00021-processed-gene-3.85-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.85&CDS=1-1134	YDR124W
1991	OG0001991	snap_masked-scaffold_00021-processed-gene-3.86-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.86&CDS=1-357	YDR511W
1992	OG0001992	augustus_masked-scaffold_00021-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-3.24&CDS=1-4905	YKL034W
1993	OG0001993	augustus_masked-scaffold_00021-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-3.26&CDS=1-2421	YLR207W
1994	OG0001994	snap_masked-scaffold_00021-processed-gene-3.88-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.88&CDS=1-4239	YHR164C
1995	OG0001995	maker-scaffold_00021-augustus-gene-3.91-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-3.91&CDS=1-2352	YOR310C
1996	OG0001996	augustus_masked-scaffold_00021-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.4&CDS=1-1167	YGR205W
1997	OG0001997	augustus_masked-scaffold_00021-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.5&CDS=1-3183	YGR207C
1998	OG0001998	snap_masked-scaffold_00021-processed-gene-4.43-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.43&CDS=1-975	YOR292C
1999	OG0001999	augustus_masked-scaffold_00021-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.7&CDS=1-795	YLR199C
2000	OG0002000	augustus_masked-scaffold_00021-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.1&CDS=1-753	YLR201C
2001	OG0002001	maker-scaffold_00021-augustus-gene-4.99-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-4.99&CDS=1-1038	YLR200W
2002	OG0002002	snap_masked-scaffold_00021-processed-gene-4.53-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.53&CDS=1-525	YLR193C
2003	OG0002003	snap_masked-scaffold_00021-processed-gene-4.54-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.54&CDS=1-624	YDL166C
2004	OG0002004	augustus_masked-scaffold_00021-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.3&CDS=1-606	YDL165W
2005	OG0002005	augustus_masked-scaffold_00021-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.23&CDS=1-879	YHR012W
2006	OG0002006	snap_masked-scaffold_00021-processed-gene-4.70-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.70&CDS=1-1572	YOR161C
2007	OG0002007	snap_masked-scaffold_00021-processed-gene-4.72-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.72&CDS=1-567	YJL004C
2008	OG0002008	maker-scaffold_00021-augustus-gene-4.100-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-4.100&CDS=1-4209	YLL008W
2009	OG0002009	snap_masked-scaffold_00021-processed-gene-4.59-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.59&CDS=1-5616	YJL005W
2010	OG0002010	snap_masked-scaffold_00021-processed-gene-4.60-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.60&CDS=1-2922	YBR276C
2011	OG0002011	snap_masked-scaffold_00021-processed-gene-4.75-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.75&CDS=1-1077	YJR068W
2012	OG0002012	snap_masked-scaffold_00021-processed-gene-4.76-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.76&CDS=1-1050	YOR043W
2013	OG0002013	maker-scaffold_00021-snap-gene-4.108-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-4.108&CDS=1-1938	YMR004W
2014	OG0002014	snap_masked-scaffold_00021-processed-gene-4.62-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.62&CDS=1-936	YDR284C
2015	OG0002015	snap_masked-scaffold_00021-processed-gene-4.78-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.78&CDS=1-4905	YDR283C
2016	OG0002016	augustus_masked-scaffold_00021-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.17&CDS=1-1980	YMR224C
2017	OG0002017	snap_masked-scaffold_00021-processed-gene-4.80-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.80&CDS=1-897	YNL315C
2018	OG0002018	augustus_masked-scaffold_00021-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.33&CDS=1-2154	YDR266C
2019	OG0002019	snap_masked-scaffold_00021-processed-gene-4.64-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.64&CDS=1-594	YHR100C
2020	OG0002020	augustus_masked-scaffold_00021-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.34&CDS=1-13272	YHR099W
2021	OG0002021	snap_masked-scaffold_00021-processed-gene-4.87-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.87&CDS=1-2193	YBR102C
2022	OG0002022	snap_masked-scaffold_00021-processed-gene-4.65-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.65&CDS=1-1569	YBR103W
2023	OG0002023	maker-scaffold_00021-snap-gene-4.110-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-4.110&CDS=1-351	YPR063C
2024	OG0002024	augustus_masked-scaffold_00021-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.38&CDS=1-5925	YBR097W
2025	OG0002025	maker-scaffold_00021-snap-gene-4.112-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-4.112&CDS=1-804	YDR064W
2026	OG0002026	augustus_masked-scaffold_00021-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-4.20&CDS=1-1701	YFR028C
2027	OG0002027	snap_masked-scaffold_00021-processed-gene-4.69-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.69&CDS=1-1722	YER140W
2028	OG0002028	snap_masked-scaffold_00021-processed-gene-4.95-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.95&CDS=1-1371	YER141W
2029	OG0002029	snap_masked-scaffold_00021-processed-gene-5.62-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.62&CDS=1-1764	YOL152W
2030	OG0002030	augustus_masked-scaffold_00021-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.16&CDS=1-1221	YKL070W
2031	OG0002031	augustus_masked-scaffold_00021-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.18&CDS=1-3021	YLR001C
2032	OG0002032	augustus_masked-scaffold_00021-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.19&CDS=1-1779	YJR001W
2033	OG0002033	snap_masked-scaffold_00021-processed-gene-5.68-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.68&CDS=1-1161	YML018C
2034	OG0002034	snap_masked-scaffold_00021-processed-gene-5.70-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.70&CDS=1-1056	YML021C
2035	OG0002035	snap_masked-scaffold_00021-processed-gene-5.96-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.96&CDS=1-3159	YDR440W
2036	OG0002036	snap_masked-scaffold_00021-processed-gene-5.97-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.97&CDS=1-2433	YML020W
2037	OG0002037	snap_masked-scaffold_00021-processed-gene-5.72-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.72&CDS=1-684	YML011C
2038	OG0002038	augustus_masked-scaffold_00021-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.45&CDS=1-636	YML012W
2039	OG0002039	snap_masked-scaffold_00021-processed-gene-5.74-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.74&CDS=1-213	YML009C
2040	OG0002040	snap_masked-scaffold_00021-processed-gene-5.98-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.98&CDS=1-3156	YDR430C
2041	OG0002041	snap_masked-scaffold_00021-processed-gene-5.75-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.75&CDS=1-972	YKL120W
2042	OG0002042	snap_masked-scaffold_00021-processed-gene-5.76-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.76&CDS=1-2436	YMR100W
2043	OG0002043	snap_masked-scaffold_00021-processed-gene-5.99-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.99&CDS=1-4983	YGR098C
2044	OG0002044	augustus_masked-scaffold_00021-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.29&CDS=1-1359	YAL014C
2045	OG0002045	augustus_masked-scaffold_00021-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.30&CDS=1-1470	YOL033W
2046	OG0002046	snap_masked-scaffold_00021-processed-gene-5.103-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.103&CDS=1-3279	YOL034W
2047	OG0002047	augustus_masked-scaffold_00021-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.31&CDS=1-444	YGL106W
2048	OG0002048	maker-scaffold_00021-snap-gene-5.12-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-5.12&CDS=1-2232	YNL001W
2049	OG0002049	augustus_masked-scaffold_00021-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.33&CDS=1-5205	YIL116W
2050	OG0002050	snap_masked-scaffold_00021-processed-gene-5.86-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.86&CDS=1-2946	YKL191W
2051	OG0002051	snap_masked-scaffold_00021-processed-gene-5.106-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.106&CDS=1-1857	YLR427W
2052	OG0002052	snap_masked-scaffold_00021-processed-gene-5.107-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.107&CDS=1-726	YER163C
2053	OG0002053	snap_masked-scaffold_00021-processed-gene-5.88-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.88&CDS=1-2667	YLR138W
2054	OG0002054	snap_masked-scaffold_00021-processed-gene-5.108-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.108&CDS=1-1299	YLR438W
2055	OG0002055	snap_masked-scaffold_00021-processed-gene-5.90-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.90&CDS=1-1509	YLR443W
2056	OG0002056	snap_masked-scaffold_00021-processed-gene-5.91-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.91&CDS=1-771	YPL149W
2057	OG0002057	snap_masked-scaffold_00021-processed-gene-5.109-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.109&CDS=1-960	YOR239W
2058	OG0002058	augustus_masked-scaffold_00021-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.39&CDS=1-2064	YBR019C
2059	OG0002059	augustus_masked-scaffold_00021-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.58&CDS=1-1131	YBR018C
2060	OG0002060	augustus_masked-scaffold_00021-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-5.59&CDS=1-438	YDR246W
2061	OG0002061	snap_masked-scaffold_00021-processed-gene-5.94-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.94&CDS=1-597	YLR292C
2062	OG0002062	snap_masked-scaffold_00021-processed-gene-5.95-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.95&CDS=1-3303	YOR191W
2063	OG0002063	snap_masked-scaffold_00021-processed-gene-5.111-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.111&CDS=1-1275	YML071C
2064	OG0002064	snap_masked-scaffold_00021-processed-gene-6.60-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-6.60&CDS=1-1053	YLR447C
2065	OG0002065	snap_masked-scaffold_00021-processed-gene-6.61-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-6.61&CDS=1-963	YOR368W
2066	OG0002066	snap_masked-scaffold_00021-processed-gene-6.63-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-6.63&CDS=1-1722	YPL265W
2067	OG0002067	snap_masked-scaffold_00021-processed-gene-6.96-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-6.96&CDS=1-702	YGR095C
2068	OG0002068	maker-scaffold_00021-snap-gene-6.7-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-6.7&CDS=1-4605	YGR094W
2069	OG0002069	snap_masked-scaffold_00021-processed-gene-6.98-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-6.98&CDS=1-3675	YEL031W
2070	OG0002070	augustus_masked-scaffold_00021-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-6.21&CDS=1-1836	YGR096W
2071	OG0002071	maker-scaffold_00021-augustus-gene-6.1-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-6.1&CDS=1-2058	YGL084C
2072	OG0002072	augustus_masked-scaffold_00021-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-6.46&CDS=1-414	YGL087C
2073	OG0002073	augustus_masked-scaffold_00021-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-6.47&CDS=1-2622	YBR055C
2074	OG0002074	snap_masked-scaffold_00021-processed-gene-6.75-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-6.75&CDS=1-1548	YMR131C
2075	OG0002075	snap_masked-scaffold_00021-processed-gene-6.76-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-6.76&CDS=1-1869	YPL263C
