	OrthologID	Geotrichum_candidum	Saccharomyces_cerevisiae
1488	OG0001488	genemark-CCBN010000003.1-processed-gene-13.38-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-13.38&CDS=1-1281	YIL033C
1489	OG0001489	genemark-CCBN010000003.1-processed-gene-13.48-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-13.48&CDS=1-426	YER044C
1490	OG0001490	maker-CCBN010000003.1-snap-gene-13.25-mRNA-1_1&gene=maker-CCBN010000003.1-snap-gene-13.25&CDS=1-2238	YFR038W
1491	OG0001491	snap_masked-CCBN010000003.1-processed-gene-14.65-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-14.65&CDS=1-1602	YFR037C
1492	OG0001492	snap_masked-CCBN010000003.1-processed-gene-14.78-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-14.78&CDS=1-1836	YDR386W
1493	OG0001493	genemark-CCBN010000003.1-processed-gene-14.15-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-14.15&CDS=1-702	YER182W
1494	OG0001494	genemark-CCBN010000003.1-processed-gene-14.16-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-14.16&CDS=1-273	YOR159C
1495	OG0001495	genemark-CCBN010000003.1-processed-gene-14.25-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-14.25&CDS=1-648	YER183C
1496	OG0001496	genemark-CCBN010000003.1-processed-gene-14.27-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-14.27&CDS=1-1515	YGR255C
1497	OG0001497	genemark-CCBN010000003.1-processed-gene-14.18-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-14.18&CDS=1-2559	YNL256W
1498	OG0001498	genemark-CCBN010000003.1-processed-gene-14.28-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-14.28&CDS=1-1044	YER179W
1499	OG0001499	genemark-CCBN010000003.1-processed-gene-14.30-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-14.30&CDS=1-1992	YDR108W
1500	OG0001500	augustus_masked-CCBN010000003.1-processed-gene-15.41-mRNA-1_1&gene=augustus_masked-CCBN010000003.1-processed-gene-15.41&CDS=1-1959	YJR013W
1501	OG0001501	snap_masked-CCBN010000003.1-processed-gene-15.96-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-15.96&CDS=1-2487	YJL087C
1502	OG0001502	genemark-CCBN010000003.1-processed-gene-15.18-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-15.18&CDS=1-1026	YJL088W
1503	OG0001503	genemark-CCBN010000003.1-processed-gene-15.34-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-15.34&CDS=1-549	YKR065C
1504	OG0001504	genemark-CCBN010000003.1-processed-gene-15.37-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-15.37&CDS=1-1374	YNL330C
1505	OG0001505	genemark-CCBN010000003.1-processed-gene-15.38-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-15.38&CDS=1-1770	YLR060W
1506	OG0001506	genemark-CCBN010000003.1-processed-gene-15.25-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-15.25&CDS=1-615	YFL005W
1507	OG0001507	snap_masked-CCBN010000003.1-processed-gene-16.53-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-16.53&CDS=1-2316	YGL086W
1508	OG0001508	genemark-CCBN010000003.1-processed-gene-16.73-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.73&CDS=1-417	YGL087C
1509	OG0001509	genemark-CCBN010000003.1-processed-gene-16.81-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.81&CDS=1-1077	YLR113W
1510	OG0001510	genemark-CCBN010000003.1-processed-gene-16.82-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.82&CDS=1-3399	YDR060W
1511	OG0001511	snap_masked-CCBN010000003.1-processed-gene-16.27-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-16.27&CDS=1-1650	YPR006C
1512	OG0001512	genemark-CCBN010000003.1-processed-gene-16.88-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.88&CDS=1-4593	YDR135C
1513	OG0001513	genemark-CCBN010000003.1-processed-gene-16.115-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.115&CDS=1-1635	YBR223C
1514	OG0001514	snap_masked-CCBN010000003.1-processed-gene-16.36-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-16.36&CDS=1-1896	YDR106W
1515	OG0001515	genemark-CCBN010000003.1-processed-gene-16.95-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.95&CDS=1-1074	YPL152W
1516	OG0001516	genemark-CCBN010000003.1-processed-gene-16.117-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.117&CDS=1-1389	YOR244W
1517	OG0001517	genemark-CCBN010000003.1-processed-gene-16.119-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.119&CDS=1-918	YGR208W
1518	OG0001518	genemark-CCBN010000003.1-processed-gene-16.120-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-16.120&CDS=1-906	YMR289W
1519	OG0001519	snap_masked-CCBN010000003.1-processed-gene-16.64-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-16.64&CDS=1-4143	YLR309C
1520	OG0001520	genemark-CCBN010000004.1-processed-gene-0.62-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-0.62&CDS=1-810	YBR002C
1521	OG0001521	snap_masked-CCBN010000004.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-0.0&CDS=1-1536	YLR127C
1522	OG0001522	genemark-CCBN010000004.1-processed-gene-0.47-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-0.47&CDS=1-936	YDR498C
1523	OG0001523	genemark-CCBN010000004.1-processed-gene-0.63-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-0.63&CDS=1-1110	YKR038C
1524	OG0001524	genemark-CCBN010000004.1-processed-gene-0.48-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-0.48&CDS=1-1644	YJL111W
1525	OG0001525	genemark-CCBN010000004.1-processed-gene-0.64-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-0.64&CDS=1-4593	YNL172W
1526	OG0001526	genemark-CCBN010000004.1-processed-gene-0.66-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-0.66&CDS=1-2799	YBL037W
1527	OG0001527	genemark-CCBN010000004.1-processed-gene-0.54-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-0.54&CDS=1-948	YDL051W
1528	OG0001528	augustus_masked-CCBN010000004.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-CCBN010000004.1-processed-gene-0.36&CDS=1-2049	YBL035C
1529	OG0001529	genemark-CCBN010000004.1-processed-gene-1.76-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.76&CDS=1-4950	YKR031C
1530	OG0001530	genemark-CCBN010000004.1-processed-gene-1.79-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.79&CDS=1-1962	YJL101C
1531	OG0001531	genemark-CCBN010000004.1-processed-gene-1.77-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.77&CDS=1-684	YPL178W
1532	OG0001532	genemark-CCBN010000004.1-processed-gene-1.81-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.81&CDS=1-1371	YPL181W
1533	OG0001533	genemark-CCBN010000004.1-processed-gene-1.95-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.95&CDS=1-1803	YGL095C
1534	OG0001534	snap_masked-CCBN010000004.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-1.7&CDS=1-2244	YPL180W
1535	OG0001535	genemark-CCBN010000004.1-processed-gene-1.96-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.96&CDS=1-3255	YGL094C
1536	OG0001536	genemark-CCBN010000004.1-processed-gene-1.97-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.97&CDS=1-885	YKR030W
1537	OG0001537	snap_masked-CCBN010000004.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-1.25&CDS=1-1128	YOR084W
1538	OG0001538	genemark-CCBN010000004.1-processed-gene-1.101-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.101&CDS=1-1083	YPR025C
1539	OG0001539	genemark-CCBN010000004.1-processed-gene-1.88-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.88&CDS=1-423	YGL191W
1540	OG0001540	snap_masked-CCBN010000004.1-processed-gene-1.28-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-1.28&CDS=1-1539	YDL150W
1541	OG0001541	maker-CCBN010000004.1-snap-gene-1.42-mRNA-1_1&gene=maker-CCBN010000004.1-snap-gene-1.42&CDS=1-4179	YLR419W
1542	OG0001542	genemark-CCBN010000004.1-processed-gene-1.107-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.107&CDS=1-168	YJL127C-B
1543	OG0001543	genemark-CCBN010000004.1-processed-gene-1.108-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.108&CDS=1-1959	YJR045C
1544	OG0001544	genemark-CCBN010000004.1-processed-gene-1.93-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-1.93&CDS=1-690	YIR032C
1545	OG0001545	genemark-CCBN010000004.1-processed-gene-2.32-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-2.32&CDS=1-3633	YEL031W
1546	OG0001546	genemark-CCBN010000004.1-processed-gene-2.29-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-2.29&CDS=1-627	YPL127C
1547	OG0001547	genemark-CCBN010000004.1-processed-gene-2.46-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-2.46&CDS=1-840	YOR095C
1548	OG0001548	genemark-CCBN010000004.1-processed-gene-2.36-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-2.36&CDS=1-1479	YGR123C
1549	OG0001549	genemark-CCBN010000004.1-processed-gene-2.47-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-2.47&CDS=1-1929	YHR114W
1550	OG0001550	genemark-CCBN010000004.1-processed-gene-2.49-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-2.49&CDS=1-1773	YCR023C
1551	OG0001551	genemark-CCBN010000004.1-processed-gene-2.52-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-2.52&CDS=1-1311	YMR055C
1552	OG0001552	genemark-CCBN010000004.1-processed-gene-3.83-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.83&CDS=1-366	YHL015W
1553	OG0001553	genemark-CCBN010000004.1-processed-gene-3.87-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.87&CDS=1-462	YLR167W
1554	OG0001554	genemark-CCBN010000004.1-processed-gene-3.88-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.88&CDS=1-444	YNL185C
1555	OG0001555	genemark-CCBN010000004.1-processed-gene-3.90-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.90&CDS=1-1683	YNR030W
1556	OG0001556	genemark-CCBN010000004.1-processed-gene-3.94-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.94&CDS=1-3201	YFR030W
1557	OG0001557	maker-CCBN010000004.1-snap-gene-3.125-mRNA-1_1&gene=maker-CCBN010000004.1-snap-gene-3.125&CDS=1-894	YMR156C
1558	OG0001558	genemark-CCBN010000004.1-processed-gene-3.108-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.108&CDS=1-2874	YOL090W
1559	OG0001559	genemark-CCBN010000004.1-processed-gene-3.109-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.109&CDS=1-1521	YKL162C
1560	OG0001560	snap_masked-CCBN010000004.1-processed-gene-3.13-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-3.13&CDS=1-2187	YER014W
1561	OG0001561	genemark-CCBN010000004.1-processed-gene-3.97-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.97&CDS=1-1107	YNL016W
1562	OG0001562	genemark-CCBN010000004.1-processed-gene-3.98-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.98&CDS=1-864	YOR194C
1563	OG0001563	augustus_masked-CCBN010000004.1-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-CCBN010000004.1-processed-gene-3.63&CDS=1-657	YLR025W
1564	OG0001564	genemark-CCBN010000004.1-processed-gene-3.117-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-3.117&CDS=1-1095	YLR026C
1565	OG0001565	snap_masked-CCBN010000004.1-processed-gene-3.36-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-3.36&CDS=1-354	YBL028C
1566	OG0001566	maker-CCBN010000004.1-augustus-gene-4.72-mRNA-1_1&gene=maker-CCBN010000004.1-augustus-gene-4.72&CDS=1-1053	YBR087W
1567	OG0001567	genemark-CCBN010000004.1-processed-gene-4.57-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.57&CDS=1-657	YBL038W
1568	OG0001568	snap_masked-CCBN010000004.1-processed-gene-4.79-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-4.79&CDS=1-1377	YPR047W
1569	OG0001569	genemark-CCBN010000004.1-processed-gene-4.58-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.58&CDS=1-684	YOR232W
1570	OG0001570	snap_masked-CCBN010000004.1-processed-gene-4.80-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-4.80&CDS=1-1875	YPR048W
1571	OG0001571	genemark-CCBN010000004.1-processed-gene-4.60-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.60&CDS=1-1653	YMR023C
1572	OG0001572	genemark-CCBN010000004.1-processed-gene-4.48-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.48&CDS=1-1044	YDR161W
1573	OG0001573	genemark-CCBN010000004.1-processed-gene-4.61-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.61&CDS=1-1350	YML080W
1574	OG0001574	genemark-CCBN010000004.1-processed-gene-4.62-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.62&CDS=1-1689	YGL171W
1575	OG0001575	genemark-CCBN010000004.1-processed-gene-4.50-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.50&CDS=1-696	YLR312W-A
1576	OG0001576	genemark-CCBN010000004.1-processed-gene-4.66-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.66&CDS=1-1107	YAL036C
1577	OG0001577	genemark-CCBN010000004.1-processed-gene-4.52-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.52&CDS=1-3048	YAL035W
1578	OG0001578	snap_masked-CCBN010000004.1-processed-gene-4.103-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-4.103&CDS=1-10212	YLR087C
1579	OG0001579	genemark-CCBN010000004.1-processed-gene-4.69-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.69&CDS=1-1440	YDR388W
1580	OG0001580	snap_masked-CCBN010000004.1-processed-gene-4.92-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-4.92&CDS=1-3963	YGL093W
1581	OG0001581	genemark-CCBN010000004.1-processed-gene-4.54-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-4.54&CDS=1-741	YIR030C
1582	OG0001582	genemark-CCBN010000004.1-processed-gene-5.36-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.36&CDS=1-2481	YGL027C
1583	OG0001583	genemark-CCBN010000004.1-processed-gene-5.54-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.54&CDS=1-375	YFR033C
1584	OG0001584	maker-CCBN010000004.1-augustus-gene-5.113-mRNA-1_1&gene=maker-CCBN010000004.1-augustus-gene-5.113&CDS=1-315	YIL008W
1585	OG0001585	genemark-CCBN010000004.1-processed-gene-5.40-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.40&CDS=1-999	YOL094C
1586	OG0001586	genemark-CCBN010000004.1-processed-gene-5.41-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.41&CDS=1-2349	YNL221C
1587	OG0001587	genemark-CCBN010000004.1-processed-gene-5.58-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.58&CDS=1-1623	YPL003W
1588	OG0001588	genemark-CCBN010000004.1-processed-gene-5.42-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.42&CDS=1-1275	YKL143W
1589	OG0001589	genemark-CCBN010000004.1-processed-gene-5.43-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.43&CDS=1-1443	YDR299W
1590	OG0001590	genemark-CCBN010000004.1-processed-gene-5.44-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.44&CDS=1-1923	YKL148C
1591	OG0001591	genemark-CCBN010000004.1-processed-gene-5.60-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.60&CDS=1-2307	YKL149C
1592	OG0001592	genemark-CCBN010000004.1-processed-gene-5.61-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.61&CDS=1-1278	YHR075C
1593	OG0001593	genemark-CCBN010000004.1-processed-gene-5.49-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-5.49&CDS=1-570	YNR036C
1594	OG0001594	genemark-CCBN010000004.1-processed-gene-6.27-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.27&CDS=1-3471	YER162C
1595	OG0001595	maker-CCBN010000004.1-snap-gene-6.55-mRNA-1_1&gene=maker-CCBN010000004.1-snap-gene-6.55&CDS=1-1026	YDL226C
1596	OG0001596	snap_masked-CCBN010000004.1-processed-gene-6.66-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-6.66&CDS=1-984	YLR137W
1597	OG0001597	genemark-CCBN010000004.1-processed-gene-6.46-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.46&CDS=1-1197	YGR007W
1598	OG0001598	genemark-CCBN010000004.1-processed-gene-6.34-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.34&CDS=1-903	YLR209C
1599	OG0001599	genemark-CCBN010000004.1-processed-gene-6.36-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.36&CDS=1-2862	YLR129W
1600	OG0001600	genemark-CCBN010000004.1-processed-gene-6.49-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.49&CDS=1-2751	YLR138W
1601	OG0001601	genemark-CCBN010000004.1-processed-gene-6.50-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.50&CDS=1-921	YIL041W
1602	OG0001602	genemark-CCBN010000004.1-processed-gene-6.41-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.41&CDS=1-1908	YGR216C
1603	OG0001603	genemark-CCBN010000004.1-processed-gene-6.53-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.53&CDS=1-1029	YGL225W
1604	OG0001604	genemark-CCBN010000004.1-processed-gene-6.42-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.42&CDS=1-429	YOR224C
1605	OG0001605	genemark-CCBN010000004.1-processed-gene-6.43-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-6.43&CDS=1-765	YPL129W
1606	OG0001606	genemark-CCBN010000004.1-processed-gene-7.34-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-7.34&CDS=1-1101	YNL007C
1607	OG0001607	genemark-CCBN010000004.1-processed-gene-7.37-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-7.37&CDS=1-2760	YAL011W
1608	OG0001608	genemark-CCBN010000004.1-processed-gene-7.36-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-7.36&CDS=1-3372	YOL034W
1609	OG0001609	augustus_masked-CCBN010000004.1-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-CCBN010000004.1-processed-gene-7.69&CDS=1-507	YER030W
1610	OG0001610	genemark-CCBN010000004.1-processed-gene-7.42-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-7.42&CDS=1-486	YDR092W
1611	OG0001611	augustus_masked-CCBN010000004.1-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-CCBN010000004.1-processed-gene-7.73&CDS=1-909	YDL183C
1612	OG0001612	augustus_masked-CCBN010000004.1-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-CCBN010000004.1-processed-gene-7.74&CDS=1-657	YOL110W
1613	OG0001613	genemark-CCBN010000004.1-processed-gene-7.58-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-7.58&CDS=1-870	YLR205C
1614	OG0001614	genemark-CCBN010000004.1-processed-gene-7.47-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-7.47&CDS=1-690	YNL032W
1615	OG0001615	genemark-CCBN010000004.1-processed-gene-7.61-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-7.61&CDS=1-1032	YJR100C
1616	OG0001616	genemark-CCBN010000004.1-processed-gene-8.56-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-8.56&CDS=1-732	YJR111C
1617	OG0001617	genemark-CCBN010000004.1-processed-gene-8.58-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-8.58&CDS=1-1305	YLR303W
1618	OG0001618	genemark-CCBN010000004.1-processed-gene-8.70-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-8.70&CDS=1-1677	YDR481C
1619	OG0001619	genemark-CCBN010000004.1-processed-gene-8.71-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-8.71&CDS=1-297	YER048W-A
1620	OG0001620	genemark-CCBN010000004.1-processed-gene-8.72-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-8.72&CDS=1-2241	YGR264C
1621	OG0001621	genemark-CCBN010000004.1-processed-gene-8.66-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-8.66&CDS=1-1113	YNL037C
1622	OG0001622	snap_masked-CCBN010000004.1-processed-gene-8.24-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-8.24&CDS=1-2148	YIL096C
1623	OG0001623	genemark-CCBN010000004.1-processed-gene-8.67-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-8.67&CDS=1-957	YDR044W
1624	OG0001624	snap_masked-CCBN010000004.1-processed-gene-9.9-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-9.9&CDS=1-879	YDR262W
1625	OG0001625	genemark-CCBN010000004.1-processed-gene-9.53-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-9.53&CDS=1-633	YJR073C
1626	OG0001626	genemark-CCBN010000004.1-processed-gene-9.62-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-9.62&CDS=1-2136	YGR145W
1627	OG0001627	genemark-CCBN010000004.1-processed-gene-9.63-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-9.63&CDS=1-2274	YHL029C
1628	OG0001628	snap_masked-CCBN010000004.1-processed-gene-9.18-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-9.18&CDS=1-786	YLR390W-A
1629	OG0001629	genemark-CCBN010000004.1-processed-gene-10.45-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.45&CDS=1-2025	YPR021C
1630	OG0001630	genemark-CCBN010000004.1-processed-gene-10.46-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.46&CDS=1-1368	YGL194C
1631	OG0001631	genemark-CCBN010000004.1-processed-gene-10.34-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.34&CDS=1-735	YGL011C
1632	OG0001632	genemark-CCBN010000004.1-processed-gene-10.35-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.35&CDS=1-1737	YDR523C
1633	OG0001633	genemark-CCBN010000004.1-processed-gene-10.36-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.36&CDS=1-1101	YHR076W
1634	OG0001634	genemark-CCBN010000004.1-processed-gene-10.47-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.47&CDS=1-1953	YDR323C
1635	OG0001635	genemark-CCBN010000004.1-processed-gene-10.49-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.49&CDS=1-831	YFR052W
1636	OG0001636	genemark-CCBN010000004.1-processed-gene-10.50-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.50&CDS=1-1323	YGL184C
1637	OG0001637	genemark-CCBN010000004.1-processed-gene-10.43-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.43&CDS=1-1590	YEL052W
1638	OG0001638	genemark-CCBN010000004.1-processed-gene-10.53-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.53&CDS=1-8073	YGL195W
1639	OG0001639	genemark-CCBN010000004.1-processed-gene-10.54-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-10.54&CDS=1-1398	YNL292W
1640	OG0001640	genemark-CCBN010000004.1-processed-gene-11.37-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-11.37&CDS=1-1341	YLR027C
1641	OG0001641	genemark-CCBN010000004.1-processed-gene-11.39-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-11.39&CDS=1-651	YMR269W
1642	OG0001642	genemark-CCBN010000004.1-processed-gene-11.58-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-11.58&CDS=1-1233	YPL001W
1643	OG0001643	genemark-CCBN010000004.1-processed-gene-11.61-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-11.61&CDS=1-618	YJL055W
1644	OG0001644	genemark-CCBN010000004.1-processed-gene-11.48-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-11.48&CDS=1-396	YNL113W
1645	OG0001645	snap_masked-CCBN010000004.1-processed-gene-11.17-mRNA-1_1&gene=snap_masked-CCBN010000004.1-processed-gene-11.17&CDS=1-2193	YOR112W
1646	OG0001646	genemark-CCBN010000004.1-processed-gene-12.35-mRNA-1_1&gene=genemark-CCBN010000004.1-processed-gene-12.35&CDS=1-2394	YLR188W
