	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034902_Ogataea_minuta
1517	OG0001517	YIL005W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.131&CDS=1-4263
1518	OG0001518	YIL007C	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.72&CDS=1-606
1519	OG0001519	YIL008W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.91&CDS=1-303
1520	OG0001520	YIL016W	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.110&CDS=1-594
1521	OG0001521	YIL017C	maker-NODE_8_length_429335_cov_42.3132_ID_15-augustus-gene-1.7-mRNA-1_1&gene=maker-NODE_8_length_429335_cov_42.3132_ID_15-augustus-gene-1.7&CDS=1-4308
1522	OG0001522	YIL019W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.153&CDS=1-675
1523	OG0001523	YIL020C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.133&CDS=1-801
1524	OG0001524	YIL021W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.88&CDS=1-2283
1525	OG0001525	YIL022W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-0.78&CDS=1-1236
1526	OG0001526	YIL023C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.23&CDS=1-1629
1527	OG0001527	YIL026C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.94&CDS=1-3090
1528	OG0001528	YIL030C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.92&CDS=1-3213
1529	OG0001529	YIL031W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-0.101&CDS=1-2316
1530	OG0001530	YIL033C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.135-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.135&CDS=1-1326
1531	OG0001531	YIL039W	genemark-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.155-mRNA-1_1&gene=genemark-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.155&CDS=1-3486
1532	OG0001532	YIL041W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-1.52&CDS=1-978
1533	OG0001533	YIL042C	maker-NODE_3_length_1291677_cov_39.2896_ID_5-augustus-gene-10.5-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-augustus-gene-10.5&CDS=1-2883
1534	OG0001534	YIL043C	augustus_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-2.36&CDS=1-834
1535	OG0001535	YIL046W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.72&CDS=1-2172
1536	OG0001536	YIL048W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.56&CDS=1-4353
1537	OG0001537	YIL049W	genemark-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.146&CDS=1-723
1538	OG0001538	YIL050W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.57&CDS=1-1515
1539	OG0001539	YIL061C	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.76&CDS=1-771
1540	OG0001540	YIL062C	maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-2.112-mRNA-1_1&gene=maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-2.112&CDS=1-927
1541	OG0001541	YIL063C	augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-3.103&CDS=1-1047
1542	OG0001542	YIL064W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-3.32&CDS=1-675
1543	OG0001543	YIL065C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.115-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.115&CDS=1-468
1544	OG0001544	YIL067C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.145-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.145&CDS=1-1968
1545	OG0001545	YIL068C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-7.105&CDS=1-2268
1546	OG0001546	YIL072W	maker-NODE_5_length_1023165_cov_41.5042_ID_9-snap-gene-6.122-mRNA-1_1&gene=maker-NODE_5_length_1023165_cov_41.5042_ID_9-snap-gene-6.122&CDS=1-1014
1547	OG0001547	YIL075C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.103&CDS=1-4257
1548	OG0001548	YIL078W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.0-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.0&CDS=1-2145
1549	OG0001549	YIL083C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.80&CDS=1-1035
1550	OG0001550	YIL084C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.162-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.162&CDS=1-993
1551	OG0001551	YIL090W	genemark-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.147&CDS=1-1548
1552	OG0001552	YIL091C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.64&CDS=1-2199
1553	OG0001553	YIL093C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-2.137&CDS=1-777
1554	OG0001554	YIL094C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.69&CDS=1-1077
1555	OG0001555	YIL095W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.48-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.48&CDS=1-1554
1556	OG0001556	YIL098C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.162&CDS=1-420
1557	OG0001557	YIL099W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.69-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.69&CDS=1-1731
1558	OG0001558	YIL101C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.42&CDS=1-1098
1559	OG0001559	YIL102C-A	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.43&CDS=1-2523
1560	OG0001560	YIL103W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.119-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.119&CDS=1-1239
1561	OG0001561	YIL104C	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.92&CDS=1-1368
1562	OG0001562	YIL105C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.128&CDS=1-1860
1563	OG0001563	YIL108W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.105&CDS=1-2019
1564	OG0001564	YIL110W	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-8.110&CDS=1-4401
1565	OG0001565	YIL116W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.84&CDS=1-1206
1566	OG0001566	YIL118W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-2.92&CDS=1-648
1567	OG0001567	YIL125W	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.21&CDS=1-2985
1568	OG0001568	YIL128W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.157-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.157&CDS=1-3078
1569	OG0001569	YIL130W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-4.145&CDS=1-2835
1570	OG0001570	YIL137C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.68-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.68&CDS=1-2763
1571	OG0001571	YIL139C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.93&CDS=1-624
1572	OG0001572	YIL140W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.94-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.94&CDS=1-2223
1573	OG0001573	YIL142W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.1-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.1&CDS=1-1578
1574	OG0001574	YIL143C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.125-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.125&CDS=1-2556
1575	OG0001575	YIL144W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.108-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.108&CDS=1-2148
1576	OG0001576	YIL147C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.120&CDS=1-3348
1577	OG0001577	YIL150C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.96-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.96&CDS=1-1545
1578	OG0001578	YIL153W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.152&CDS=1-3090
1579	OG0001579	YIL155C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.149&CDS=1-4800
1580	OG0001580	YIL156W-B	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.102&CDS=1-219
1581	OG0001581	YIL157C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.37&CDS=1-537
1582	OG0001582	YIL160C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.147&CDS=1-2466
1583	OG0001583	YIL166C	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.68&CDS=1-2874
1584	OG0001584	YIR001C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.93&CDS=1-387
1585	OG0001585	YIR002C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.17&CDS=1-8619
1586	OG0001586	YIR004W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.153-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.153&CDS=1-1890
1587	OG0001587	YIR005W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.16-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.16&CDS=1-513
1588	OG0001588	YIR006C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.95&CDS=1-6756
1589	OG0001589	YIR007W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.64&CDS=1-2379
1590	OG0001590	YIR008C	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.93&CDS=1-3189
1591	OG0001591	YIR011C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-2.12&CDS=1-930
1592	OG0001592	YIR012W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.36&CDS=1-1215
1593	OG0001593	YIR015W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.76&CDS=1-399
1594	OG0001594	YIR022W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.61&CDS=1-528
1595	OG0001595	YIR023W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.61&CDS=1-2475
1596	OG0001596	YIR026C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.96&CDS=1-1020
1597	OG0001597	YIR027C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.129-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.129&CDS=1-1569
1598	OG0001598	YIR029W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-10.8-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-10.8&CDS=1-4599
1599	OG0001599	YIR030C	genemark-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.141-mRNA-1_1&gene=genemark-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.141&CDS=1-672
1600	OG0001600	YIR032C	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.56&CDS=1-606
1601	OG0001601	YIR034C	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-0.54&CDS=1-1128
1602	OG0001602	YIR035C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.153-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.153&CDS=1-756
1603	OG0001603	YJL001W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.88-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.88&CDS=1-1857
1604	OG0001604	YJL002C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.124&CDS=1-2106
1605	OG0001605	YJL004C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-6.91&CDS=1-576
1606	OG0001606	YJL005W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.83&CDS=1-5406
1607	OG0001607	YJL006C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-11.11-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-11.11&CDS=1-1275
1608	OG0001608	YJL008C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.133-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.133&CDS=1-1665
1609	OG0001609	YJL010C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.28&CDS=1-1833
1610	OG0001610	YJL011C	maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-3.13-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-3.13&CDS=1-561
1611	OG0001611	YJL012C	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.64&CDS=1-3093
1612	OG0001612	YJL020C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.135-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.135&CDS=1-2778
1613	OG0001613	YJL024C	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-6.15&CDS=1-480
1614	OG0001614	YJL026W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-5.143-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-5.143&CDS=1-1221
1615	OG0001615	YJL029C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.114&CDS=1-2469
1616	OG0001616	YJL030W	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-11.220-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-11.220&CDS=1-1554
1617	OG0001617	YJL031C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-11.116&CDS=1-1005
1618	OG0001618	YJL033W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.92&CDS=1-9636
1619	OG0001619	YJL034W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.114-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.114&CDS=1-1998
1620	OG0001620	YJL035C	genemark-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.71&CDS=1-675
1621	OG0001621	YJL036W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.147&CDS=1-1695
1622	OG0001622	YJL039C	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.186-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.186&CDS=1-5424
1623	OG0001623	YJL041W	genemark-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.151&CDS=1-1719
1624	OG0001624	YJL042W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.126&CDS=1-8544
1625	OG0001625	YJL045W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-11.45-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-11.45&CDS=1-1908
1626	OG0001626	YJL046W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.75&CDS=1-1497
1627	OG0001627	YJL050W	augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.60&CDS=1-5517
1628	OG0001628	YJL053W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.35-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.35&CDS=1-909
1629	OG0001629	YJL057C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.77&CDS=1-2571
1630	OG0001630	YJL059W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-8.73&CDS=1-1017
1631	OG0001631	YJL060W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-5.115&CDS=1-1269
1632	OG0001632	YJL061W	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.72&CDS=1-2109
1633	OG0001633	YJL062W	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.73&CDS=1-2532
1634	OG0001634	YJL062W-A	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.101&CDS=1-273
