	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034884_Peterozyma_toletana
2061	OG0002061	YJL059W	genemark-flattened_line_36-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.145&CDS=1-1266
2062	OG0002062	YJL060W	genemark-flattened_line_12-processed-gene-4.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.127&CDS=1-1278
2063	OG0002063	YJL062W	genemark-flattened_line_14-processed-gene-3.43-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.43&CDS=1-2634
2064	OG0002064	YJL062W-A	genemark-flattened_line_4-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.53&CDS=1-327
2065	OG0002065	YJL063C	genemark-flattened_line_63-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.87&CDS=1-663
2066	OG0002066	YJL066C	genemark-flattened_line_57-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.36&CDS=1-1104
2067	OG0002067	YJL069C	genemark-flattened_line_4-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.51&CDS=1-1665
2068	OG0002068	YJL071W	genemark-flattened_line_0-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.35&CDS=1-1812
2069	OG0002069	YJL072C	genemark-flattened_line_0-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.36&CDS=1-600
2070	OG0002070	YJL074C	maker-flattened_line_40-snap-gene-1.119-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.119&CDS=1-5595
2071	OG0002071	YJL080C	genemark-flattened_line_10-processed-gene-3.77-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.77&CDS=1-3594
2072	OG0002072	YJL085W	genemark-flattened_line_73-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.83&CDS=1-1827
2073	OG0002073	YJL087C	genemark-flattened_line_73-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.104&CDS=1-2502
2074	OG0002074	YJL088W	genemark-flattened_line_88-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.21&CDS=1-1017
2075	OG0002075	YJL090C	genemark-flattened_line_14-processed-gene-3.57-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.57&CDS=1-2118
2076	OG0002076	YJL091C	genemark-flattened_line_6-processed-gene-5.148-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.148&CDS=1-1542
2077	OG0002077	YJL092W	genemark-flattened_line_36-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.50&CDS=1-2700
2078	OG0002078	YJL093C	genemark-flattened_line_10-processed-gene-4.107-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.107&CDS=1-2241
2079	OG0002079	YJL094C	genemark-flattened_line_2-processed-gene-4.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.41&CDS=1-2418
2080	OG0002080	YJL096W	genemark-flattened_line_26-processed-gene-2.195-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.195&CDS=1-513
2081	OG0002081	YJL097W	genemark-flattened_line_26-processed-gene-2.196-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.196&CDS=1-651
2082	OG0002082	YJL100W	snap_masked-flattened_line_4-processed-gene-3.3-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.3&CDS=1-2151
2083	OG0002083	YJL101C	genemark-flattened_line_4-processed-gene-4.40-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.40&CDS=1-1965
2084	OG0002084	YJL102W	maker-flattened_line_49-augustus-gene-0.182-mRNA-1_1&gene=maker-flattened_line_49-augustus-gene-0.182&CDS=1-3315
2085	OG0002085	YJL104W	genemark-flattened_line_45-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.54&CDS=1-411
2086	OG0002086	YJL106W	genemark-flattened_line_10-processed-gene-3.57-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.57&CDS=1-1695
2087	OG0002087	YJL108C	genemark-flattened_line_10-processed-gene-3.78-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.78&CDS=1-2805
2088	OG0002088	YJL109C	genemark-flattened_line_6-processed-gene-6.22-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.22&CDS=1-5331
2089	OG0002089	YJL111W	genemark-flattened_line_0-processed-gene-4.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.3&CDS=1-1659
2090	OG0002090	YJL115W	genemark-flattened_line_14-processed-gene-3.88-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.88&CDS=1-780
2091	OG0002091	YJL116C	genemark-flattened_line_67-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.88&CDS=1-1140
2092	OG0002092	YJL117W	snap_masked-flattened_line_45-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-1.132&CDS=1-984
2093	OG0002093	YJL121C	genemark-flattened_line_32-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.98&CDS=1-723
2094	OG0002094	YJL122W	genemark-flattened_line_32-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.133&CDS=1-459
2095	OG0002095	YJL123C	genemark-flattened_line_32-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.125&CDS=1-1365
2096	OG0002096	YJL124C	genemark-flattened_line_32-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.99&CDS=1-468
2097	OG0002097	YJL125C	genemark-flattened_line_18-processed-gene-1.49-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.49&CDS=1-1095
2098	OG0002098	YJL126W	genemark-flattened_line_32-processed-gene-1.167-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.167&CDS=1-897
2099	OG0002099	YJL128C	genemark-flattened_line_16-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.65&CDS=1-1653
2100	OG0002100	YJL130C	genemark-flattened_line_10-processed-gene-4.100-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.100&CDS=1-6654
2101	OG0002101	YJL131C	augustus_masked-flattened_line_14-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.90&CDS=1-1200
2102	OG0002102	YJL132W	augustus_masked-flattened_line_16-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.14&CDS=1-2316
2103	OG0002103	YJL140W	genemark-flattened_line_2-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.60&CDS=1-591
2104	OG0002104	YJL141C	genemark-flattened_line_2-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.85&CDS=1-2205
2105	OG0002105	YJL143W	genemark-flattened_line_2-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.59&CDS=1-465
2106	OG0002106	YJL145W	genemark-flattened_line_2-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.97&CDS=1-873
2107	OG0002107	YJL148W	genemark-flattened_line_2-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.73&CDS=1-696
2108	OG0002108	YJL153C	genemark-flattened_line_30-processed-gene-1.254-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.254&CDS=1-1575
2109	OG0002109	YJL154C	genemark-flattened_line_16-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.59&CDS=1-2397
2110	OG0002110	YJL155C	genemark-flattened_line_36-processed-gene-1.181-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.181&CDS=1-1332
2111	OG0002111	YJL156C	genemark-flattened_line_10-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.110&CDS=1-2634
2112	OG0002112	YJL158C	augustus_masked-flattened_line_184-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.4&CDS=1-408
2113	OG0002113	YJL166W	snap_masked-flattened_line_10-processed-gene-4.22-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.22&CDS=1-285
2114	OG0002114	YJL167W	genemark-flattened_line_10-processed-gene-4.122-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.122&CDS=1-1053
2115	OG0002115	YJL168C	genemark-flattened_line_6-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.102&CDS=1-2319
2116	OG0002116	YJL171C	genemark-flattened_line_45-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.80&CDS=1-1206
2117	OG0002117	YJL174W	genemark-flattened_line_38-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.113&CDS=1-837
2118	OG0002118	YJL176C	genemark-flattened_line_10-processed-gene-4.120-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.120&CDS=1-2505
2119	OG0002119	YJL178C	augustus_masked-flattened_line_2-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.111&CDS=1-849
2120	OG0002120	YJL179W	genemark-flattened_line_2-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.90&CDS=1-369
2121	OG0002121	YJL180C	augustus_masked-flattened_line_2-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.63&CDS=1-1011
2122	OG0002122	YJL183W	genemark-flattened_line_2-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.64&CDS=1-1305
2123	OG0002123	YJL184W	genemark-flattened_line_2-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.63&CDS=1-357
2124	OG0002124	YJL187C	genemark-flattened_line_49-processed-gene-0.256-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.256&CDS=1-2877
2125	OG0002125	YJL190C	genemark-flattened_line_6-processed-gene-7.139-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.139&CDS=1-390
2126	OG0002126	YJL192C	augustus_masked-flattened_line_0-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.89&CDS=1-759
2127	OG0002127	YJL194W	genemark-flattened_line_6-processed-gene-7.142-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.142&CDS=1-1671
2128	OG0002128	YJL197W	genemark-flattened_line_0-processed-gene-5.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.47&CDS=1-3243
2129	OG0002129	YJL200C	genemark-flattened_line_12-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.106&CDS=1-2406
2130	OG0002130	YJL201W	augustus_masked-flattened_line_36-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.114&CDS=1-2070
2131	OG0002131	YJL203W	genemark-flattened_line_2-processed-gene-3.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.38&CDS=1-1458
2132	OG0002132	YJL204C	genemark-flattened_line_36-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.162&CDS=1-2868
2133	OG0002133	YJL205C	snap_masked-flattened_line_36-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.109&CDS=1-177
2134	OG0002134	YJL207C	snap_masked-flattened_line_26-processed-gene-2.83-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.83&CDS=1-6588
2135	OG0002135	YJL208C	genemark-flattened_line_0-processed-gene-6.42-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.42&CDS=1-1020
2136	OG0002136	YJL209W	augustus_masked-flattened_line_0-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.71&CDS=1-2412
2137	OG0002137	YJL212C	genemark-flattened_line_18-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.76&CDS=1-2388
2138	OG0002138	YJL213W	genemark-flattened_line_112-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.2&CDS=1-1359
2139	OG0002139	YJL218W	genemark-flattened_line_14-processed-gene-3.46-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.46&CDS=1-696
2140	OG0002140	YJR001W	genemark-flattened_line_28-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.162&CDS=1-1827
2141	OG0002141	YJR003C	snap_masked-flattened_line_4-processed-gene-6.125-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.125&CDS=1-1677
2142	OG0002142	YJR005W	genemark-flattened_line_88-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.3&CDS=1-2097
2143	OG0002143	YJR006W	genemark-flattened_line_4-processed-gene-7.264-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.264&CDS=1-1503
2144	OG0002144	YJR007W	genemark-flattened_line_88-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.1&CDS=1-915
2145	OG0002145	YJR008W	genemark-flattened_line_88-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.2&CDS=1-957
2146	OG0002146	YJR010C-A	snap_masked-flattened_line_10-processed-gene-5.166-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.166&CDS=1-270
2147	OG0002147	YJR010W	genemark-flattened_line_22-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.121&CDS=1-1644
2148	OG0002148	YJR012C	genemark-flattened_line_8-processed-gene-6.109-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.109&CDS=1-675
2149	OG0002149	YJR013W	genemark-flattened_line_8-processed-gene-6.106-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.106&CDS=1-1245
2150	OG0002150	YJR014W	augustus_masked-flattened_line_8-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.76&CDS=1-768
2151	OG0002151	YJR016C	genemark-flattened_line_0-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.19&CDS=1-1794
2152	OG0002152	YJR017C	genemark-flattened_line_32-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.163&CDS=1-495
2153	OG0002153	YJR022W	genemark-flattened_line_6-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.128&CDS=1-291
2154	OG0002154	YJR024C	genemark-flattened_line_6-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.109&CDS=1-843
2155	OG0002155	YJR025C	genemark-flattened_line_90-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.3&CDS=1-528
2156	OG0002156	YJR032W	genemark-flattened_line_34-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.26&CDS=1-1143
2157	OG0002157	YJR033C	genemark-flattened_line_45-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.64&CDS=1-4632
2158	OG0002158	YJR034W	genemark-flattened_line_45-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.91&CDS=1-324
2159	OG0002159	YJR035W	genemark-flattened_line_45-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.90&CDS=1-3483
2160	OG0002160	YJR036C	genemark-flattened_line_79-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.74&CDS=1-2667
2161	OG0002161	YJR040W	genemark-flattened_line_79-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.53&CDS=1-2382
2162	OG0002162	YJR041C	snap_masked-flattened_line_28-processed-gene-1.266-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.266&CDS=1-3705
2163	OG0002163	YJR044C	genemark-flattened_line_57-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.35&CDS=1-408
2164	OG0002164	YJR045C	genemark-flattened_line_30-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.82&CDS=1-1932
2165	OG0002165	YJR046W	snap_masked-flattened_line_30-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.23&CDS=1-978
2166	OG0002166	YJR050W	genemark-flattened_line_38-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.81&CDS=1-870
2167	OG0002167	YJR052W	genemark-flattened_line_34-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.31&CDS=1-1755
2168	OG0002168	YJR053W	snap_masked-flattened_line_40-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.18&CDS=1-2370
2169	OG0002169	YJR055W	genemark-flattened_line_40-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.154&CDS=1-465
2170	OG0002170	YJR056C	genemark-flattened_line_59-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.17&CDS=1-678
2171	OG0002171	YJR057W	genemark-flattened_line_4-processed-gene-4.29-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.29&CDS=1-639
2172	OG0002172	YJR058C	genemark-flattened_line_16-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.29&CDS=1-435
2173	OG0002173	YJR060W	genemark-flattened_line_34-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.67&CDS=1-783
2174	OG0002174	YJR062C	genemark-flattened_line_34-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.65&CDS=1-1146
2175	OG0002175	YJR063W	genemark-flattened_line_12-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.132&CDS=1-372
2176	OG0002176	YJR064W	genemark-flattened_line_12-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.111&CDS=1-1671
2177	OG0002177	YJR065C	snap_masked-flattened_line_4-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.118&CDS=1-1239
2178	OG0002178	YJR068W	genemark-flattened_line_79-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.52&CDS=1-1134
2179	OG0002179	YJR069C	maker-flattened_line_45-augustus-gene-1.108-mRNA-1_1&gene=maker-flattened_line_45-augustus-gene-1.108&CDS=1-591
2180	OG0002180	YJR070C	genemark-flattened_line_12-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.110&CDS=1-957
2181	OG0002181	YJR072C	genemark-flattened_line_24-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.99&CDS=1-1140
2182	OG0002182	YJR073C	genemark-flattened_line_45-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.103&CDS=1-678
2183	OG0002183	YJR076C	genemark-flattened_line_4-processed-gene-7.237-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.237&CDS=1-1134
2184	OG0002184	YJR077C	genemark-flattened_line_18-processed-gene-2.174-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.174&CDS=1-936
2185	OG0002185	YJR078W	genemark-flattened_line_75-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.87&CDS=1-1419
2186	OG0002186	YJR080C	genemark-flattened_line_69-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.68&CDS=1-1275
2187	OG0002187	YJR082C	genemark-flattened_line_75-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.84&CDS=1-441
2188	OG0002188	YJR084W	genemark-flattened_line_4-processed-gene-5.125-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.125&CDS=1-1290
2189	OG0002189	YJR085C	genemark-flattened_line_6-processed-gene-7.156-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.156&CDS=1-309
2190	OG0002190	YJR088C	augustus_masked-flattened_line_26-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.82&CDS=1-1248
2191	OG0002191	YJR090C	genemark-flattened_line_26-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.22&CDS=1-2067
2192	OG0002192	YJR092W	augustus_masked-flattened_line_20-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.47&CDS=1-3846
2193	OG0002193	YJR093C	genemark-flattened_line_20-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.103&CDS=1-1086
2194	OG0002194	YJR095W	genemark-flattened_line_22-processed-gene-2.101-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.101&CDS=1-960
2195	OG0002195	YJR096W	genemark-flattened_line_30-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.56&CDS=1-855
2196	OG0002196	YJR097W	genemark-flattened_line_22-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.57&CDS=1-522
2197	OG0002197	YJR098C	genemark-flattened_line_0-processed-gene-6.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.20&CDS=1-2013
2198	OG0002198	YJR099W	genemark-flattened_line_6-processed-gene-5.113-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.113&CDS=1-738
2199	OG0002199	YJR100C	genemark-flattened_line_69-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.99&CDS=1-999
2200	OG0002200	YJR101W	genemark-flattened_line_69-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.73&CDS=1-789
2201	OG0002201	YJR102C	genemark-flattened_line_69-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.74&CDS=1-558
2202	OG0002202	YJR104C	genemark-flattened_line_61-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.33&CDS=1-462
2203	OG0002203	YJR105W	genemark-flattened_line_12-processed-gene-3.28-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.28&CDS=1-1023
