	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034597_Candida_stellimalicola
1854	OG0001854	YIL004C	augustus_masked-flattened_line_20-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.150&CDS=1-354
1855	OG0001855	YIL005W	snap_masked-flattened_line_0-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.149&CDS=1-2064
1856	OG0001856	YIL006W	genemark-flattened_line_4-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.31&CDS=1-882
1857	OG0001857	YIL007C	augustus_masked-flattened_line_4-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.155&CDS=1-627
1858	OG0001858	YIL008W	genemark-flattened_line_4-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.53&CDS=1-312
1859	OG0001859	YIL009C-A	augustus_masked-flattened_line_30-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.84&CDS=1-495
1860	OG0001860	YIL010W	augustus_masked-flattened_line_165-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.0&CDS=1-585
1861	OG0001861	YIL016W	snap_masked-flattened_line_118-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.8&CDS=1-366
1862	OG0001862	YIL017C	snap_masked-flattened_line_118-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.9&CDS=1-2268
1863	OG0001863	YIL019W	augustus_masked-flattened_line_20-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.190&CDS=1-816
1864	OG0001864	YIL020C	augustus_masked-flattened_line_20-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.136&CDS=1-771
1865	OG0001865	YIL021W	augustus_masked-flattened_line_20-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.191&CDS=1-792
1866	OG0001866	YIL022W	augustus_masked-flattened_line_40-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.192&CDS=1-1227
1867	OG0001867	YIL023C	augustus_masked-flattened_line_2-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.9&CDS=1-1314
1868	OG0001868	YIL026C	augustus_masked-flattened_line_2-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.170&CDS=1-3009
1869	OG0001869	YIL027C	snap_masked-flattened_line_0-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.49&CDS=1-393
1870	OG0001870	YIL030C	augustus_masked-flattened_line_40-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.190&CDS=1-4035
1871	OG0001871	YIL031W	snap_masked-flattened_line_147-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.10&CDS=1-2331
1872	OG0001872	YIL033C	augustus_masked-flattened_line_2-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.11&CDS=1-1362
1873	OG0001873	YIL034C	augustus_masked-flattened_line_2-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.12&CDS=1-804
1874	OG0001874	YIL039W	augustus_masked-flattened_line_30-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.57&CDS=1-1395
1875	OG0001875	YIL041W	augustus_masked-flattened_line_30-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.55&CDS=1-960
1876	OG0001876	YIL042C	augustus_masked-flattened_line_38-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.60&CDS=1-1113
1877	OG0001877	YIL043C	augustus_masked-flattened_line_28-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.53&CDS=1-840
1878	OG0001878	YIL044C	augustus_masked-flattened_line_38-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.62&CDS=1-807
1879	OG0001879	YIL046W	augustus_masked-flattened_line_20-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.132&CDS=1-1848
1880	OG0001880	YIL047C	snap_masked-flattened_line_52-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.5&CDS=1-2577
1881	OG0001881	YIL048W	augustus_masked-flattened_line_52-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.114&CDS=1-3408
1882	OG0001882	YIL049W	augustus_masked-flattened_line_52-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.81&CDS=1-870
1883	OG0001883	YIL050W	augustus_masked-flattened_line_58-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.167&CDS=1-1302
1884	OG0001884	YIL062C	augustus_masked-flattened_line_114-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.9&CDS=1-453
1885	OG0001885	YIL063C	augustus_masked-flattened_line_62-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.218&CDS=1-999
1886	OG0001886	YIL064W	maker-flattened_line_62-augustus-gene-0.84-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.84&CDS=1-1683
1887	OG0001887	YIL065C	maker-flattened_line_114-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_114-augustus-gene-0.0&CDS=1-465
1888	OG0001888	YIL067C	genemark-flattened_line_92-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.59&CDS=1-2040
1889	OG0001889	YIL068C	augustus_masked-flattened_line_12-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.157&CDS=1-2355
1890	OG0001890	YIL070C	augustus_masked-flattened_line_36-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.172&CDS=1-750
1891	OG0001891	YIL072W	snap_masked-flattened_line_12-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.137&CDS=1-1791
1892	OG0001892	YIL075C	augustus_masked-flattened_line_40-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.232&CDS=1-2904
1893	OG0001893	YIL076W	snap_masked-flattened_line_80-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.13&CDS=1-798
1894	OG0001894	YIL083C	augustus_masked-flattened_line_6-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.128&CDS=1-1020
1895	OG0001895	YIL084C	augustus_masked-flattened_line_6-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.127&CDS=1-855
1896	OG0001896	YIL087C	augustus_masked-flattened_line_46-processed-gene-0.247-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.247&CDS=1-411
1897	OG0001897	YIL090W	augustus_masked-flattened_line_20-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.115&CDS=1-1242
1898	OG0001898	YIL091C	augustus_masked-flattened_line_20-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.95&CDS=1-2181
1899	OG0001899	YIL093C	augustus_masked-flattened_line_32-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.78&CDS=1-669
1900	OG0001900	YIL094C	augustus_masked-flattened_line_84-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.55&CDS=1-1131
1901	OG0001901	YIL096C	augustus_masked-flattened_line_84-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.73&CDS=1-981
1902	OG0001902	YIL098C	augustus_masked-flattened_line_84-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.45&CDS=1-414
1903	OG0001903	YIL099W	augustus_masked-flattened_line_56-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.51&CDS=1-1548
1904	OG0001904	YIL101C	augustus_masked-flattened_line_56-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.15&CDS=1-762
1905	OG0001905	YIL102C-A	genemark-flattened_line_6-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.17&CDS=1-216
1906	OG0001906	YIL103W	augustus_masked-flattened_line_56-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.52&CDS=1-1086
1907	OG0001907	YIL104C	augustus_masked-flattened_line_56-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.17&CDS=1-1440
1908	OG0001908	YIL106W	augustus_masked-flattened_line_84-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.71&CDS=1-696
1909	OG0001909	YIL107C	augustus_masked-flattened_line_84-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.50&CDS=1-2127
1910	OG0001910	YIL108W	augustus_masked-flattened_line_84-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.72&CDS=1-2142
1911	OG0001911	YIL109C	augustus_masked-flattened_line_84-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.51&CDS=1-2820
1912	OG0001912	YIL110W	augustus_masked-flattened_line_84-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.53&CDS=1-1092
1913	OG0001913	YIL112W	augustus_masked-flattened_line_84-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.44&CDS=1-3285
1914	OG0001914	YIL113W	augustus_masked-flattened_line_0-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.100&CDS=1-1173
1915	OG0001915	YIL115C	augustus_masked-flattened_line_14-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.11&CDS=1-4164
1916	OG0001916	YIL116W	maker-flattened_line_14-augustus-gene-2.3-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.3&CDS=1-1167
1917	OG0001917	YIL118W	augustus_masked-flattened_line_2-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.131&CDS=1-609
1918	OG0001918	YIL124W	augustus_masked-flattened_line_20-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.97&CDS=1-876
1919	OG0001919	YIL125W	augustus_masked-flattened_line_20-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.96&CDS=1-3012
1920	OG0001920	YIL127C	augustus_masked-flattened_line_24-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.75&CDS=1-576
1921	OG0001921	YIL128W	augustus_masked-flattened_line_24-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.57&CDS=1-3108
1922	OG0001922	YIL129C	augustus_masked-flattened_line_2-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.163&CDS=1-7440
1923	OG0001923	YIL134W	augustus_masked-flattened_line_24-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.53&CDS=1-864
1924	OG0001924	YIL139C	snap_masked-flattened_line_68-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.27&CDS=1-648
1925	OG0001925	YIL140W	genemark-flattened_line_68-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.74&CDS=1-2208
1926	OG0001926	YIL142W	maker-flattened_line_22-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.91&CDS=1-1578
1927	OG0001927	YIL143C	augustus_masked-flattened_line_0-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.9&CDS=1-2532
1928	OG0001928	YIL144W	augustus_masked-flattened_line_0-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.6&CDS=1-2067
1929	OG0001929	YIL145C	augustus_masked-flattened_line_0-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.87&CDS=1-933
1930	OG0001930	YIL147C	augustus_masked-flattened_line_56-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.46&CDS=1-3153
1931	OG0001931	YIL150C	snap_masked-flattened_line_56-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.180&CDS=1-1965
1932	OG0001932	YIL153W	augustus_masked-flattened_line_0-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.21&CDS=1-1143
1933	OG0001933	YIL154C	snap_masked-flattened_line_0-processed-gene-4.109-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.109&CDS=1-1257
1934	OG0001934	YIL155C	augustus_masked-flattened_line_0-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.47&CDS=1-1848
1935	OG0001935	YIL156W	augustus_masked-flattened_line_46-processed-gene-0.245-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.245&CDS=1-3096
1936	OG0001936	YIL156W-B	augustus_masked-flattened_line_0-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.30&CDS=1-222
1937	OG0001937	YIL157C	augustus_masked-flattened_line_0-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.59&CDS=1-594
1938	OG0001938	YIL160C	augustus_masked-flattened_line_0-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.46&CDS=1-1200
1939	OG0001939	YIL164C	augustus_masked-flattened_line_0-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.82&CDS=1-918
1940	OG0001940	YIR002C	maker-flattened_line_28-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.0&CDS=1-8343
1941	OG0001941	YIR005W	augustus_masked-flattened_line_28-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.24&CDS=1-558
1942	OG0001942	YIR007W	augustus_masked-flattened_line_32-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.86&CDS=1-2352
1943	OG0001943	YIR008C	augustus_masked-flattened_line_32-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.118&CDS=1-1374
1944	OG0001944	YIR011C	augustus_masked-flattened_line_22-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.113&CDS=1-1047
1945	OG0001945	YIR012W	augustus_masked-flattened_line_32-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.117&CDS=1-1302
1946	OG0001946	YIR015W	genemark-flattened_line_4-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.25&CDS=1-402
1947	OG0001947	YIR022W	augustus_masked-flattened_line_94-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.41&CDS=1-501
1948	OG0001948	YIR023W	augustus_masked-flattened_line_94-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.43&CDS=1-2763
1949	OG0001949	YIR024C	augustus_masked-flattened_line_94-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.61&CDS=1-735
1950	OG0001950	YIR026C	augustus_masked-flattened_line_96-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.42&CDS=1-1050
1951	OG0001951	YIR027C	augustus_masked-flattened_line_18-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.47&CDS=1-1698
1952	OG0001952	YIR029W	augustus_masked-flattened_line_42-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.128&CDS=1-999
1953	OG0001953	YIR030C	augustus_masked-flattened_line_4-processed-gene-3.279-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.279&CDS=1-723
1954	OG0001954	YIR032C	augustus_masked-flattened_line_76-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.28&CDS=1-591
1955	OG0001955	YIR033W	augustus_masked-flattened_line_68-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.116&CDS=1-3180
1956	OG0001956	YIR034C	augustus_masked-flattened_line_68-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.147&CDS=1-1122
1957	OG0001957	YIR035C	maker-flattened_line_68-augustus-gene-0.167-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.167&CDS=1-753
1958	OG0001958	YIR037W	augustus_masked-flattened_line_40-processed-gene-0.263-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.263&CDS=1-483
1959	OG0001959	YIR038C	maker-flattened_line_32-augustus-gene-1.138-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.138&CDS=1-768
1960	OG0001960	YJL001W	augustus_masked-flattened_line_30-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.35&CDS=1-651
1961	OG0001961	YJL002C	augustus_masked-flattened_line_30-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.64&CDS=1-1407
1962	OG0001962	YJL003W	augustus_masked-flattened_line_30-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.34&CDS=1-351
1963	OG0001963	YJL004C	augustus_masked-flattened_line_124-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.6&CDS=1-558
1964	OG0001964	YJL005W	augustus_masked-flattened_line_26-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.67&CDS=1-4929
1965	OG0001965	YJL006C	augustus_masked-flattened_line_36-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.199&CDS=1-1074
1966	OG0001966	YJL008C	augustus_masked-flattened_line_36-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.175&CDS=1-1656
1967	OG0001967	YJL010C	augustus_masked-flattened_line_36-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.176&CDS=1-1935
1968	OG0001968	YJL011C	augustus_masked-flattened_line_64-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.102&CDS=1-468
1969	OG0001969	YJL012C	genemark-flattened_line_64-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.133&CDS=1-2121
1970	OG0001970	YJL014W	augustus_masked-flattened_line_64-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.75&CDS=1-1584
1971	OG0001971	YJL019W	augustus_masked-flattened_line_64-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.77&CDS=1-2067
1972	OG0001972	YJL024C	maker-flattened_line_141-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_141-augustus-gene-0.0&CDS=1-603
1973	OG0001973	YJL025W	augustus_masked-flattened_line_92-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.83&CDS=1-1437
1974	OG0001974	YJL026W	augustus_masked-flattened_line_48-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.104&CDS=1-1212
1975	OG0001975	YJL029C	augustus_masked-flattened_line_36-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.180&CDS=1-2559
1976	OG0001976	YJL030W	augustus_masked-flattened_line_36-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.198&CDS=1-615
1977	OG0001977	YJL031C	augustus_masked-flattened_line_36-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.165&CDS=1-1005
1978	OG0001978	YJL033W	augustus_masked-flattened_line_36-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.200&CDS=1-2268
1979	OG0001979	YJL034W	augustus_masked-flattened_line_36-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.164&CDS=1-2031
1980	OG0001980	YJL035C	augustus_masked-flattened_line_36-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.197&CDS=1-759
1981	OG0001981	YJL036W	augustus_masked-flattened_line_36-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.163&CDS=1-1293
1982	OG0001982	YJL039C	augustus_masked-flattened_line_36-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.189&CDS=1-4989
1983	OG0001983	YJL041W	snap_masked-flattened_line_36-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.148&CDS=1-1929
