	OrthologID	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
2532	OG0002532	augustus_masked-CANI0S17-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-6.35&CDS=1-1779	YMR098C
2533	OG0002533	maker-CANI0S17-snap-gene-6.87-mRNA-1_1&gene=maker-CANI0S17-snap-gene-6.87&CDS=1-1293	YKL112W
2534	OG0002534	snap_masked-CANI0S17-processed-gene-6.115-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.115&CDS=1-3798	YMR012W
2535	OG0002535	snap_masked-CANI0S17-processed-gene-6.129-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.129&CDS=1-1440	YMR013C
2536	OG0002536	snap_masked-CANI0S17-processed-gene-6.116-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.116&CDS=1-1425	YMR014W
2537	OG0002537	snap_masked-CANI0S17-processed-gene-6.130-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.130&CDS=1-1557	YMR015C
2538	OG0002538	snap_masked-CANI0S17-processed-gene-6.117-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.117&CDS=1-1605	YMR020W
2539	OG0002539	snap_masked-CANI0S17-processed-gene-6.132-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.132&CDS=1-918	YMR021C
2540	OG0002540	augustus_masked-CANI0S17-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-6.25&CDS=1-495	YMR022W
2541	OG0002541	snap_masked-CANI0S17-processed-gene-6.133-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.133&CDS=1-1497	YMR023C
2542	OG0002542	snap_masked-CANI0S17-processed-gene-6.118-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.118&CDS=1-1107	YMR024W
2543	OG0002543	snap_masked-CANI0S17-processed-gene-6.119-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.119&CDS=1-876	YMR025W
2544	OG0002544	snap_masked-CANI0S17-processed-gene-6.134-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.134&CDS=1-1269	YMR026C
2545	OG0002545	snap_masked-CANI0S17-processed-gene-7.83-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.83&CDS=1-1410	YMR027W
2546	OG0002546	snap_masked-CANI0S17-processed-gene-7.84-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.84&CDS=1-1113	YMR028W
2547	OG0002547	snap_masked-CANI0S17-processed-gene-7.87-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.87&CDS=1-741	YPL052W
2548	OG0002548	snap_masked-CANI0S17-processed-gene-7.88-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.88&CDS=1-477	YPL054W
2549	OG0002549	snap_masked-CANI0S17-processed-gene-7.103-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.103&CDS=1-444	YPL059W
2550	OG0002550	snap_masked-CANI0S17-processed-gene-7.104-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.104&CDS=1-1029	YPL060W
2551	OG0002551	snap_masked-CANI0S17-processed-gene-7.106-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.106&CDS=1-1419	YPL063W
2552	OG0002552	snap_masked-CANI0S17-processed-gene-7.107-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.107&CDS=1-753	YPL065W
2553	OG0002553	snap_masked-CANI0S17-processed-gene-7.108-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.108&CDS=1-1407	YPL066W
2554	OG0002554	snap_masked-CANI0S17-processed-gene-7.91-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.91&CDS=1-600	YPL067C
2555	OG0002555	snap_masked-CANI0S17-processed-gene-7.93-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.93&CDS=1-993	YPL069C
2556	OG0002556	snap_masked-CANI0S17-processed-gene-7.109-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.109&CDS=1-1689	YPL070W
2557	OG0002557	snap_masked-CANI0S17-processed-gene-7.94-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.94&CDS=1-411	YPL071C
2558	OG0002558	snap_masked-CANI0S17-processed-gene-7.110-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.110&CDS=1-1398	YPL072W
2559	OG0002559	snap_masked-CANI0S17-processed-gene-7.112-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.112&CDS=1-2943	YPL075W
2560	OG0002560	augustus_masked-CANI0S17-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-7.72&CDS=1-834	YPL076W
2561	OG0002561	snap_masked-CANI0S17-processed-gene-7.97-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.97&CDS=1-1665	YBR196C
2562	OG0002562	snap_masked-CANI0S17-processed-gene-7.98-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.98&CDS=1-717	YPL078C
2563	OG0002563	augustus_masked-CANI0S17-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-7.57&CDS=1-5607	YPL082C
2564	OG0002564	augustus_masked-CANI0S17-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-7.58&CDS=1-1308	YPL083C
2565	OG0002565	snap_masked-CANI0S17-processed-gene-7.114-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.114&CDS=1-6897	YPL085W
2566	OG0002566	augustus_masked-CANI0S17-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-7.76&CDS=1-3015	YDR028C
2567	OG0002567	augustus_masked-CANI0S17-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-7.77&CDS=1-1407	YDR030C
2568	OG0002568	snap_masked-CANI0S17-processed-gene-7.117-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.117&CDS=1-594	YDR032C
2569	OG0002569	snap_masked-CANI0S17-processed-gene-7.118-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.118&CDS=1-2382	YDR034C
2570	OG0002570	snap_masked-CANI0S17-processed-gene-7.120-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.120&CDS=1-1440	YDR036C
2571	OG0002571	snap_masked-CANI0S17-processed-gene-8.79-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.79&CDS=1-1776	YDR037W
2572	OG0002572	augustus_masked-CANI0S17-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-8.1&CDS=1-684	YDR041W
2573	OG0002573	snap_masked-CANI0S17-processed-gene-8.82-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.82&CDS=1-1005	YDR044W
2574	OG0002574	snap_masked-CANI0S17-processed-gene-8.83-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.83&CDS=1-1839	YBR098W
2575	OG0002575	genemark-CANI0S17-processed-gene-8.61-mRNA-1_1&gene=genemark-CANI0S17-processed-gene-8.61&CDS=1-876	YBR101C
2576	OG0002576	snap_masked-CANI0S17-processed-gene-8.103-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.103&CDS=1-2277	YBR102C
2577	OG0002577	snap_masked-CANI0S17-processed-gene-8.84-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.84&CDS=1-1623	YBR103W
2578	OG0002578	snap_masked-CANI0S17-processed-gene-8.104-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.104&CDS=1-780	YPR060C
2579	OG0002579	snap_masked-CANI0S17-processed-gene-8.105-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.105&CDS=1-981	YBR105C
2580	OG0002580	snap_masked-CANI0S17-processed-gene-8.86-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.86&CDS=1-588	YBR106W
2581	OG0002581	snap_masked-CANI0S17-processed-gene-8.88-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.88&CDS=1-1350	YBR110W
2582	OG0002582	snap_masked-CANI0S17-processed-gene-8.107-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.107&CDS=1-708	YBR111C
2583	OG0002583	augustus_masked-CANI0S17-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-8.10&CDS=1-297	YBR111W-A
2584	OG0002584	augustus_masked-CANI0S17-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-8.11&CDS=1-2466	YBR114W
2585	OG0002585	snap_masked-CANI0S17-processed-gene-8.108-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.108&CDS=1-4158	YBR115C
2586	OG0002586	snap_masked-CANI0S17-processed-gene-8.109-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.109&CDS=1-432	YPR082C
2587	OG0002587	snap_masked-CANI0S17-processed-gene-8.90-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.90&CDS=1-1692	YPR083W
2588	OG0002588	snap_masked-CANI0S17-processed-gene-8.91-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.91&CDS=1-1449	YPR084W
2589	OG0002589	snap_masked-CANI0S17-processed-gene-8.110-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.110&CDS=1-1434	YPR085C
2590	OG0002590	snap_masked-CANI0S17-processed-gene-8.111-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.111&CDS=1-1101	YBR130C
2591	OG0002591	snap_masked-CANI0S17-processed-gene-8.92-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.92&CDS=1-1089	YPR086W
2592	OG0002592	snap_masked-CANI0S17-processed-gene-8.112-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.112&CDS=1-1590	YPR088C
2593	OG0002593	snap_masked-CANI0S17-processed-gene-8.93-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.93&CDS=1-2697	YPR089W
2594	OG0002594	augustus_masked-CANI0S17-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-8.33&CDS=1-2295	YPR091C
2595	OG0002595	augustus_masked-CANI0S17-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-8.34&CDS=1-981	YPR093C
2596	OG0002596	augustus_masked-CANI0S17-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-8.35&CDS=1-3411	YPR095C
2597	OG0002597	snap_masked-CANI0S17-processed-gene-8.95-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.95&CDS=1-3150	YPR097W
2598	OG0002598	augustus_masked-CANI0S17-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-8.17&CDS=1-591	YKR068C
2599	OG0002599	augustus_masked-CANI0S17-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-8.36&CDS=1-2139	YKR067W
2600	OG0002600	snap_masked-CANI0S17-processed-gene-8.99-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.99&CDS=1-1071	YKR066C
2601	OG0002601	snap_masked-CANI0S17-processed-gene-8.100-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.100&CDS=1-3537	YGL140C
2602	OG0002602	genemark-CANI0S17-processed-gene-8.59-mRNA-1_1&gene=genemark-CANI0S17-processed-gene-8.59&CDS=1-1212	YKR051W
2603	OG0002603	augustus_masked-CANI0S17-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.120&CDS=1-11946	YKR054C
2604	OG0002604	snap_masked-CANI0S17-processed-gene-9.30-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.30&CDS=1-1350	YPR125W
2605	OG0002605	augustus_masked-CANI0S17-processed-gene-9.147-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.147&CDS=1-1125	YPR124W
2606	OG0002606	snap_masked-CANI0S17-processed-gene-9.33-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.33&CDS=1-3741	YPR122W
2607	OG0002607	snap_masked-CANI0S17-processed-gene-9.34-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.34&CDS=1-1419	YPR119W
2608	OG0002608	snap_masked-CANI0S17-processed-gene-9.7-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.7&CDS=1-1239	YPR118W
2609	OG0002609	snap_masked-CANI0S17-processed-gene-9.35-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.35&CDS=1-7476	YPR117W
2610	OG0002610	snap_masked-CANI0S17-processed-gene-9.36-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.36&CDS=1-774	YPR116W
2611	OG0002611	snap_masked-CANI0S17-processed-gene-9.38-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.38&CDS=1-897	YPR114W
2612	OG0002612	snap_masked-CANI0S17-processed-gene-9.8-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.8&CDS=1-2565	YPR112C
2613	OG0002613	snap_masked-CANI0S17-processed-gene-9.9-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.9&CDS=1-1002	YPR110C
2614	OG0002614	snap_masked-CANI0S17-processed-gene-9.40-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.40&CDS=1-837	YPR109W
2615	OG0002615	snap_masked-CANI0S17-processed-gene-9.41-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.41&CDS=1-1251	YPR108W
2616	OG0002616	snap_masked-CANI0S17-processed-gene-9.10-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.10&CDS=1-624	YPR107C
2617	OG0002617	snap_masked-CANI0S17-processed-gene-9.42-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.42&CDS=1-1164	YPR106W
2618	OG0002618	snap_masked-CANI0S17-processed-gene-9.12-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.12&CDS=1-2565	YPR105C
2619	OG0002619	snap_masked-CANI0S17-processed-gene-9.13-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.13&CDS=1-4827	YPR104C
2620	OG0002620	augustus_masked-CANI0S17-processed-gene-9.159-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.159&CDS=1-861	YPR103W
2621	OG0002621	snap_masked-CANI0S17-processed-gene-9.14-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.14&CDS=1-1368	YDR449C
2622	OG0002622	snap_masked-CANI0S17-processed-gene-9.43-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.43&CDS=1-1338	YDR448W
2623	OG0002623	snap_masked-CANI0S17-processed-gene-9.44-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.44&CDS=1-1224	YDR446W
2624	OG0002624	snap_masked-CANI0S17-processed-gene-9.15-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.15&CDS=1-1719	YLR267W
2625	OG0002625	snap_masked-CANI0S17-processed-gene-9.17-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.17&CDS=1-192	YLR262C-A
2626	OG0002626	snap_masked-CANI0S17-processed-gene-9.18-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.18&CDS=1-654	YLR262C
2627	OG0002627	snap_masked-CANI0S17-processed-gene-9.19-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.19&CDS=1-1725	YLR259C
2628	OG0002628	snap_masked-CANI0S17-processed-gene-9.20-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.20&CDS=1-2151	YDR211W
2629	OG0002629	snap_masked-CANI0S17-processed-gene-9.48-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.48&CDS=1-1068	YLR226W
2630	OG0002630	snap_masked-CANI0S17-processed-gene-9.49-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.49&CDS=1-939	YLR224W
2631	OG0002631	snap_masked-CANI0S17-processed-gene-9.22-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.22&CDS=1-2403	YLR223C
2632	OG0002632	snap_masked-CANI0S17-processed-gene-9.23-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.23&CDS=1-2466	YLR222C
2633	OG0002633	snap_masked-CANI0S17-processed-gene-9.24-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.24&CDS=1-564	YLR221C
2634	OG0002634	snap_masked-CANI0S17-processed-gene-9.50-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.50&CDS=1-939	YLR220W
2635	OG0002635	snap_masked-CANI0S17-processed-gene-9.51-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.51&CDS=1-2601	YLR219W
2636	OG0002636	snap_masked-CANI0S17-processed-gene-9.52-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.52&CDS=1-1533	YBR127C
2637	OG0002637	snap_masked-CANI0S17-processed-gene-9.53-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.53&CDS=1-1146	YBR128C
2638	OG0002638	snap_masked-CANI0S17-processed-gene-9.54-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.54&CDS=1-951	YBR129C
2639	OG0002639	snap_masked-CANI0S17-processed-gene-9.25-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.25&CDS=1-2019	YBR131W
2640	OG0002640	snap_masked-CANI0S17-processed-gene-9.56-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.56&CDS=1-1731	YBR132C
2641	OG0002641	snap_masked-CANI0S17-processed-gene-9.57-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.57&CDS=1-2379	YBR133C
2642	OG0002642	snap_masked-CANI0S17-processed-gene-9.26-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.26&CDS=1-375	YBR135W
2643	OG0002643	augustus_masked-CANI0S17-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.142&CDS=1-7140	YBR136W
2644	OG0002644	snap_masked-CANI0S17-processed-gene-9.28-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.28&CDS=1-534	YBR137W
2645	OG0002645	augustus_masked-CANI0S17-processed-gene-9.176-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.176&CDS=1-696	YLR093C
2646	OG0002646	augustus_masked-CANI0S17-processed-gene-9.177-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.177&CDS=1-1659	YLR094C
2647	OG0002647	augustus_masked-CANI0S17-processed-gene-9.178-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.178&CDS=1-2247	YLR095C
2648	OG0002648	snap_masked-CANI0S17-processed-gene-9.29-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.29&CDS=1-825	YJL174W
2649	OG0002649	snap_masked-CANI0S17-processed-gene-9.59-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.59&CDS=1-348	YJL173C
2650	OG0002650	augustus_masked-CANI0S17-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.145&CDS=1-1689	YJL172W
2651	OG0002651	augustus_masked-CANI0S17-processed-gene-9.180-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-9.180&CDS=1-2079	YJL168C
2652	OG0002652	augustus_masked-CANI0S18-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-0.62&CDS=1-792	YFR052W
2653	OG0002653	snap_masked-CANI0S18-processed-gene-0.25-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.25&CDS=1-1788	YGL252C
2654	OG0002654	snap_masked-CANI0S18-processed-gene-0.7-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.7&CDS=1-1626	YFR051C
2655	OG0002655	snap_masked-CANI0S18-processed-gene-0.8-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.8&CDS=1-795	YFR050C
2656	OG0002656	snap_masked-CANI0S18-processed-gene-0.26-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.26&CDS=1-360	YFR049W
2657	OG0002657	snap_masked-CANI0S18-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.9&CDS=1-348	YBL078C
2658	OG0002658	augustus_masked-CANI0S18-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-0.48&CDS=1-1623	YBL080C
2659	OG0002659	augustus_masked-CANI0S18-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-0.65&CDS=1-1065	YBL081W
2660	OG0002660	snap_masked-CANI0S18-processed-gene-0.27-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.27&CDS=1-1335	YBL082C
2661	OG0002661	snap_masked-CANI0S18-processed-gene-0.28-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.28&CDS=1-3126	YER111C
2662	OG0002662	augustus_masked-CANI0S18-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-0.68&CDS=1-1038	YBL074C
2663	OG0002663	snap_masked-CANI0S18-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.11&CDS=1-243	YBL071W-A
2664	OG0002664	snap_masked-CANI0S18-processed-gene-0.32-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.32&CDS=1-3276	YBL066C
2665	OG0002665	snap_masked-CANI0S18-processed-gene-0.33-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.33&CDS=1-774	YBL064C
2666	OG0002666	snap_masked-CANI0S18-processed-gene-0.34-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.34&CDS=1-1965	YBL061C
2667	OG0002667	augustus_masked-CANI0S18-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-0.74&CDS=1-303	YBL059C-A
2668	OG0002668	snap_masked-CANI0S18-processed-gene-0.12-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.12&CDS=1-321	YBL059W
2669	OG0002669	snap_masked-CANI0S18-processed-gene-0.13-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.13&CDS=1-1176	YBL058W
2670	OG0002670	snap_masked-CANI0S18-processed-gene-0.35-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.35&CDS=1-642	YBL057C
2671	OG0002671	augustus_masked-CANI0S18-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-0.76&CDS=1-1146	YBL055C
2672	OG0002672	snap_masked-CANI0S18-processed-gene-0.36-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.36&CDS=1-2037	YBL052C
2673	OG0002673	snap_masked-CANI0S18-processed-gene-0.37-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.37&CDS=1-1824	YBL051C
2674	OG0002674	snap_masked-CANI0S18-processed-gene-0.17-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.17&CDS=1-1650	YLR190W
2675	OG0002675	augustus_masked-CANI0S18-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-0.56&CDS=1-1152	YLR191W
2676	OG0002676	genemark-CANI0S18-processed-gene-0.117-mRNA-1_1&gene=genemark-CANI0S18-processed-gene-0.117&CDS=1-792	YLR192C
2677	OG0002677	snap_masked-CANI0S18-processed-gene-0.39-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.39&CDS=1-549	YLR193C
2678	OG0002678	snap_masked-CANI0S18-processed-gene-0.19-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.19&CDS=1-1689	YGL244W
2679	OG0002679	augustus_masked-CANI0S18-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-0.58&CDS=1-1152	YGL243W
2680	OG0002680	snap_masked-CANI0S18-processed-gene-0.40-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.40&CDS=1-513	YGL242C
2681	OG0002681	snap_masked-CANI0S18-processed-gene-0.21-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.21&CDS=1-3066	YGL241W
2682	OG0002682	snap_masked-CANI0S18-processed-gene-0.22-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.22&CDS=1-741	YGL240W
2683	OG0002683	snap_masked-CANI0S18-processed-gene-0.23-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-0.23&CDS=1-2880	YGL238W
2684	OG0002684	maker-CANI0S18-snap-gene-0.125-mRNA-1_1&gene=maker-CANI0S18-snap-gene-0.125&CDS=1-2673	YGL236C
2685	OG0002685	snap_masked-CANI0S18-processed-gene-1.76-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.76&CDS=1-2376	YGL234W
2686	OG0002686	snap_masked-CANI0S18-processed-gene-1.77-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.77&CDS=1-2640	YGL233W
2687	OG0002687	snap_masked-CANI0S18-processed-gene-1.78-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.78&CDS=1-804	YGL232W
2688	OG0002688	snap_masked-CANI0S18-processed-gene-1.80-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.80&CDS=1-549	YGL231C
2689	OG0002689	snap_masked-CANI0S18-processed-gene-1.79-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.79&CDS=1-837	YDL051W
2690	OG0002690	augustus_masked-CANI0S18-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-1.5&CDS=1-789	YDL049C
2691	OG0002691	snap_masked-CANI0S18-processed-gene-1.82-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.82&CDS=1-1290	YNL207W
2692	OG0002692	snap_masked-CANI0S18-processed-gene-1.98-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.98&CDS=1-1365	YNL206C
2693	OG0002693	snap_masked-CANI0S18-processed-gene-1.83-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.83&CDS=1-873	YNL202W
2694	OG0002694	snap_masked-CANI0S18-processed-gene-1.99-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.99&CDS=1-2517	YNL201C
2695	OG0002695	snap_masked-CANI0S18-processed-gene-1.100-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.100&CDS=1-738	YNL200C
2696	OG0002696	snap_masked-CANI0S18-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.101&CDS=1-1659	YNL199C
2697	OG0002697	snap_masked-CANI0S18-processed-gene-1.105-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.105&CDS=1-1275	YNL195C
2698	OG0002698	snap_masked-CANI0S18-processed-gene-1.84-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.84&CDS=1-1728	YNL193W
2699	OG0002699	maker-CANI0S18-augustus-gene-1.74-mRNA-1_1&gene=maker-CANI0S18-augustus-gene-1.74&CDS=1-4548	YNL192W
2700	OG0002700	maker-CANI0S18-snap-gene-1.71-mRNA-1_1&gene=maker-CANI0S18-snap-gene-1.71&CDS=1-393	YNL190W
2701	OG0002701	snap_masked-CANI0S18-processed-gene-1.88-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.88&CDS=1-1629	YNL189W
