	OrthologID	Saccharomyces_cerevisiae	Spathaspora_passalidarum
1415	OG0001415	YGL048C	augustus_masked-scaffold_3-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.72&CDS=1-1206
1416	OG0001416	YGL050W	augustus_masked-scaffold_2-processed-gene-14.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.47&CDS=1-801
1417	OG0001417	YGL054C	augustus_masked-scaffold_5-processed-gene-15.158-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.158&CDS=1-408
1418	OG0001418	YGL055W	augustus_masked-scaffold_6-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.8&CDS=1-1455
1419	OG0001419	YGL058W	augustus_masked-scaffold_8-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.34&CDS=1-492
1420	OG0001420	YGL059W	augustus_masked-scaffold_4-processed-gene-15.58-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.58&CDS=1-1455
1421	OG0001421	YGL064C	augustus_masked-scaffold_7-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.93&CDS=1-1722
1422	OG0001422	YGL065C	augustus_masked-scaffold_7-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.46&CDS=1-1419
1423	OG0001423	YGL066W	augustus_masked-scaffold_7-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.47&CDS=1-1503
1424	OG0001424	YGL067W	augustus_masked-scaffold_7-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.92&CDS=1-1359
1425	OG0001425	YGL068W	augustus_masked-scaffold_3-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.69&CDS=1-507
1426	OG0001426	YGL070C	augustus_masked-scaffold_3-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.90&CDS=1-336
1427	OG0001427	YGL073W	augustus_masked-scaffold_4-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.50&CDS=1-1881
1428	OG0001428	YGL078C	augustus_masked-scaffold_4-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.56&CDS=1-1662
1429	OG0001429	YGL079W	augustus_masked-scaffold_5-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.110&CDS=1-666
1430	OG0001430	YGL080W	augustus_masked-scaffold_5-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.108&CDS=1-366
1431	OG0001431	YGL083W	augustus_masked-scaffold_1-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.28&CDS=1-2700
1432	OG0001432	YGL084C	augustus_masked-scaffold_4-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.41&CDS=1-1704
1433	OG0001433	YGL085W	augustus_masked-scaffold_4-processed-gene-16.36-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.36&CDS=1-699
1434	OG0001434	YGL086W	augustus_masked-scaffold_4-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.39&CDS=1-2013
1435	OG0001435	YGL087C	augustus_masked-scaffold_4-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.16&CDS=1-411
1436	OG0001436	YGL091C	augustus_masked-scaffold_1-processed-gene-23.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.5&CDS=1-4824
1437	OG0001437	YGL094C	augustus_masked-scaffold_4-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.60&CDS=1-3546
1438	OG0001438	YGL095C	augustus_masked-scaffold_7-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.126&CDS=1-1833
1439	OG0001439	YGL097W	augustus_masked-scaffold_8-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.27&CDS=1-1491
1440	OG0001440	YGL099W	augustus_masked-scaffold_7-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.50&CDS=1-1974
1441	OG0001441	YGL100W	augustus_masked-scaffold_3-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.49&CDS=1-1050
1442	OG0001442	YGL103W	maker-scaffold_2-augustus-gene-15.7-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.7&CDS=1-447
1443	OG0001443	YGL105W	augustus_masked-scaffold_2-processed-gene-15.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.56&CDS=1-1125
1444	OG0001444	YGL106W	maker-scaffold_2-augustus-gene-14.101-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.101&CDS=1-429
1445	OG0001445	YGL111W	augustus_masked-scaffold_3-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.13&CDS=1-1311
1446	OG0001446	YGL112C	augustus_masked-scaffold_5-processed-gene-14.125-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.125&CDS=1-1488
1447	OG0001447	YGL113W	augustus_masked-scaffold_5-processed-gene-14.105-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.105&CDS=1-1983
1448	OG0001448	YGL114W	augustus_masked-scaffold_7-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.75&CDS=1-2082
1449	OG0001449	YGL115W	augustus_masked-scaffold_7-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.74&CDS=1-993
1450	OG0001450	YGL116W	augustus_masked-scaffold_7-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.60&CDS=1-1716
1451	OG0001451	YGL119W	augustus_masked-scaffold_1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.118&CDS=1-1686
1452	OG0001452	YGL122C	augustus_masked-scaffold_1-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.116&CDS=1-1356
1453	OG0001453	YGL123W	augustus_masked-scaffold_1-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.101&CDS=1-753
1454	OG0001454	YGL125W	augustus_masked-scaffold_5-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.112&CDS=1-1842
1455	OG0001455	YGL126W	augustus_masked-scaffold_1-processed-gene-22.102-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-22.102&CDS=1-900
1456	OG0001456	YGL129C	augustus_masked-scaffold_7-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.73&CDS=1-1413
1457	OG0001457	YGL130W	snap_masked-scaffold_1-processed-gene-24.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.74&CDS=1-1419
1458	OG0001458	YGL131C	augustus_masked-scaffold_1-processed-gene-24.96-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.96&CDS=1-5733
1459	OG0001459	YGL133W	augustus_masked-scaffold_7-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.90&CDS=1-3516
1460	OG0001460	YGL136C	augustus_masked-scaffold_2-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.64&CDS=1-777
1461	OG0001461	YGL137W	augustus_masked-scaffold_7-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.70&CDS=1-2916
1462	OG0001462	YGL141W	augustus_masked-scaffold_6-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.135&CDS=1-2853
1463	OG0001463	YGL142C	augustus_masked-scaffold_6-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.18&CDS=1-1647
1464	OG0001464	YGL143C	augustus_masked-scaffold_1-processed-gene-19.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.4&CDS=1-1155
1465	OG0001465	YGL148W	augustus_masked-scaffold_2-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.63&CDS=1-1134
1466	OG0001466	YGL150C	augustus_masked-scaffold_2-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.11&CDS=1-4020
1467	OG0001467	YGL151W	augustus_masked-scaffold_2-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.30&CDS=1-2715
1468	OG0001468	YGL153W	augustus_masked-scaffold_2-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.32&CDS=1-1230
1469	OG0001469	YGL156W	augustus_masked-scaffold_1-processed-gene-17.84-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-17.84&CDS=1-3303
1470	OG0001470	YGL160W	augustus_masked-scaffold_3-processed-gene-17.83-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.83&CDS=1-1611
1471	OG0001471	YGL163C	augustus_masked-scaffold_4-processed-gene-16.5-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.5&CDS=1-2493
1472	OG0001472	YGL164C	augustus_masked-scaffold_4-processed-gene-16.30-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.30&CDS=1-1242
1473	OG0001473	YGL167C	augustus_masked-scaffold_8-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.58&CDS=1-2796
1474	OG0001474	YGL169W	genemark-scaffold_8-processed-gene-7.136-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-7.136&CDS=1-4314
1475	OG0001475	YGL171W	augustus_masked-scaffold_4-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.19&CDS=1-1638
1476	OG0001476	YGL172W	augustus_masked-scaffold_4-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.36&CDS=1-1323
1477	OG0001477	YGL173C	augustus_masked-scaffold_4-processed-gene-15.52-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.52&CDS=1-4470
1478	OG0001478	YGL174W	augustus_masked-scaffold_4-processed-gene-15.37-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.37&CDS=1-720
1479	OG0001479	YGL178W	augustus_masked-scaffold_4-processed-gene-15.35-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.35&CDS=1-2778
1480	OG0001480	YGL179C	augustus_masked-scaffold_5-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.9&CDS=1-1767
1481	OG0001481	YGL180W	maker-scaffold_1-snap-gene-21.91-mRNA-1_1&gene=maker-scaffold_1-snap-gene-21.91&CDS=1-6564
1482	OG0001482	YGL181W	augustus_masked-scaffold_2-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.50&CDS=1-1308
1483	OG0001483	YGL187C	augustus_masked-scaffold_3-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.66&CDS=1-483
1484	OG0001484	YGL190C	augustus_masked-scaffold_3-processed-gene-11.87-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.87&CDS=1-1533
1485	OG0001485	YGL191W	augustus_masked-scaffold_3-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.65&CDS=1-402
1486	OG0001486	YGL192W	augustus_masked-scaffold_3-processed-gene-12.1-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.1&CDS=1-1578
1487	OG0001487	YGL195W	augustus_masked-scaffold_3-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.17&CDS=1-8070
1488	OG0001488	YGL196W	maker-scaffold_8-augustus-gene-3.97-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.97&CDS=1-4716
1489	OG0001489	YGL198W	augustus_masked-scaffold_5-processed-gene-15.169-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.169&CDS=1-972
1490	OG0001490	YGL200C	augustus_masked-scaffold_2-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.64&CDS=1-591
1491	OG0001491	YGL201C	augustus_masked-scaffold_2-processed-gene-16.81-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.81&CDS=1-2805
1492	OG0001492	YGL202W	augustus_masked-scaffold_3-processed-gene-19.149-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.149&CDS=1-1482
1493	OG0001493	YGL203C	augustus_masked-scaffold_8-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.66&CDS=1-2100
1494	OG0001494	YGL206C	augustus_masked-scaffold_7-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.77&CDS=1-5016
1495	OG0001495	YGL207W	augustus_masked-scaffold_1-processed-gene-24.117-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.117&CDS=1-3039
1496	OG0001496	YGL211W	augustus_masked-scaffold_6-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.126&CDS=1-1140
1497	OG0001497	YGL213C	augustus_masked-scaffold_7-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.133&CDS=1-1143
1498	OG0001498	YGL215W	augustus_masked-scaffold_2-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.31&CDS=1-1116
1499	OG0001499	YGL216W	augustus_masked-scaffold_5-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.41&CDS=1-2619
1500	OG0001500	YGL220W	augustus_masked-scaffold_2-processed-gene-19.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.60&CDS=1-261
1501	OG0001501	YGL221C	maker-scaffold_1-augustus-gene-20.38-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-20.38&CDS=1-825
1502	OG0001502	YGL227W	augustus_masked-scaffold_6-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.18&CDS=1-2607
1503	OG0001503	YGL231C	augustus_masked-scaffold_8-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.38&CDS=1-495
1504	OG0001504	YGL232W	augustus_masked-scaffold_8-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.18&CDS=1-894
1505	OG0001505	YGL233W	augustus_masked-scaffold_1-processed-gene-19.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.14&CDS=1-2541
1506	OG0001506	YGL234W	augustus_masked-scaffold_1-processed-gene-11.87-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.87&CDS=1-2391
1507	OG0001507	YGL236C	augustus_masked-scaffold_1-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.71&CDS=1-2013
1508	OG0001508	YGL237C	augustus_masked-scaffold_1-processed-gene-11.79-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.79&CDS=1-600
1509	OG0001509	YGL238W	augustus_masked-scaffold_1-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.69&CDS=1-2916
1510	OG0001510	YGL240W	augustus_masked-scaffold_1-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.84&CDS=1-996
1511	OG0001511	YGL242C	augustus_masked-scaffold_8-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.61&CDS=1-555
1512	OG0001512	YGL243W	augustus_masked-scaffold_8-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.21&CDS=1-1146
1513	OG0001513	YGL244W	augustus_masked-scaffold_8-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.146&CDS=1-1647
1514	OG0001514	YGL245W	augustus_masked-scaffold_8-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.129&CDS=1-2175
1515	OG0001515	YGL246C	augustus_masked-scaffold_6-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.140&CDS=1-1173
1516	OG0001516	YGL247W	augustus_masked-scaffold_5-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.33&CDS=1-798
1517	OG0001517	YGL248W	augustus_masked-scaffold_4-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.8&CDS=1-1176
1518	OG0001518	YGL250W	augustus_masked-scaffold_3-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.8&CDS=1-1251
1519	OG0001519	YGR001C	augustus_masked-scaffold_1-processed-gene-21.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-21.93&CDS=1-750
1520	OG0001520	YGR002C	snap_masked-scaffold_2-processed-gene-19.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.41&CDS=1-1794
1521	OG0001521	YGR003W	augustus_masked-scaffold_2-processed-gene-19.80-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.80&CDS=1-2586
1522	OG0001522	YGR005C	augustus_masked-scaffold_3-processed-gene-19.143-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.143&CDS=1-1167
1523	OG0001523	YGR006W	augustus_masked-scaffold_3-processed-gene-19.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.98&CDS=1-894
1524	OG0001524	YGR007W	maker-scaffold_3-augustus-gene-19.180-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-19.180&CDS=1-1137
1525	OG0001525	YGR009C	augustus_masked-scaffold_7-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.58&CDS=1-1293
1526	OG0001526	YGR012W	augustus_masked-scaffold_7-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.102&CDS=1-1173
1527	OG0001527	YGR013W	augustus_masked-scaffold_3-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.28&CDS=1-1599
1528	OG0001528	YGR014W	augustus_masked-scaffold_3-processed-gene-12.10-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.10&CDS=1-3354
1529	OG0001529	YGR017W	augustus_masked-scaffold_8-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.101&CDS=1-933
1530	OG0001530	YGR019W	augustus_masked-scaffold_3-processed-gene-15.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.45&CDS=1-1413
1531	OG0001531	YGR020C	augustus_masked-scaffold_3-processed-gene-15.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.43&CDS=1-375
1532	OG0001532	YGR021W	augustus_masked-scaffold_3-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.22&CDS=1-831
1533	OG0001533	YGR024C	augustus_masked-scaffold_8-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.149&CDS=1-801
1534	OG0001534	YGR026W	augustus_masked-scaffold_2-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.40&CDS=1-819
1535	OG0001535	YGR028W	snap_masked-scaffold_2-processed-gene-13.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.29&CDS=1-1068
1536	OG0001536	YGR029W	maker-scaffold_2-augustus-gene-15.8-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.8&CDS=1-570
1537	OG0001537	YGR031W	augustus_masked-scaffold_3-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.50&CDS=1-975
1538	OG0001538	YGR032W	augustus_masked-scaffold_1-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.29&CDS=1-5664
1539	OG0001539	YGR033C	augustus_masked-scaffold_1-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.6&CDS=1-819
1540	OG0001540	YGR036C	augustus_masked-scaffold_1-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.2&CDS=1-600
1541	OG0001541	YGR037C	augustus_masked-scaffold_8-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.143&CDS=1-258
1542	OG0001542	YGR042W	augustus_masked-scaffold_3-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.79&CDS=1-849
1543	OG0001543	YGR044C	augustus_masked-scaffold_1-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.47&CDS=1-1584
1544	OG0001544	YGR046W	augustus_masked-scaffold_4-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.25&CDS=1-1296
1545	OG0001545	YGR047C	augustus_masked-scaffold_5-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.115&CDS=1-3312
1546	OG0001546	YGR048W	augustus_masked-scaffold_3-processed-gene-16.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.49&CDS=1-1056
1547	OG0001547	YGR052W	augustus_masked-scaffold_7-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.68&CDS=1-1377
1548	OG0001548	YGR053C	augustus_masked-scaffold_7-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.88&CDS=1-927
1549	OG0001549	YGR054W	augustus_masked-scaffold_1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.30&CDS=1-1872
1550	OG0001550	YGR055W	augustus_masked-scaffold_4-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.86&CDS=1-1638
1551	OG0001551	YGR057C	augustus_masked-scaffold_8-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.78&CDS=1-675
1552	OG0001552	YGR058W	augustus_masked-scaffold_3-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.65&CDS=1-912
1553	OG0001553	YGR060W	snap_masked-scaffold_6-processed-gene-3.10-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.10&CDS=1-984
1554	OG0001554	YGR061C	augustus_masked-scaffold_2-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.7&CDS=1-4752
1555	OG0001555	YGR062C	maker-scaffold_6-augustus-gene-9.95-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-9.95&CDS=1-2076
1556	OG0001556	YGR063C	augustus_masked-scaffold_6-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.19&CDS=1-336
1557	OG0001557	YGR068C	augustus_masked-scaffold_1-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.39&CDS=1-1908
1558	OG0001558	YGR074W	augustus_masked-scaffold_2-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.13&CDS=1-369
1559	OG0001559	YGR076C	augustus_masked-scaffold_2-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.40&CDS=1-468
1560	OG0001560	YGR080W	augustus_masked-scaffold_3-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.23&CDS=1-1071
1561	OG0001561	YGR082W	augustus_masked-scaffold_1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.15&CDS=1-516
1562	OG0001562	YGR083C	augustus_masked-scaffold_5-processed-gene-15.163-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.163&CDS=1-1539
1563	OG0001563	YGR086C	augustus_masked-scaffold_3-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.21&CDS=1-930
1564	OG0001564	YGR090W	augustus_masked-scaffold_3-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.19&CDS=1-3456
1565	OG0001565	YGR091W	augustus_masked-scaffold_3-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.28&CDS=1-1611
1566	OG0001566	YGR093W	augustus_masked-scaffold_1-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.5&CDS=1-1473
