	OrthologID	Millerozyma_acaciae	Saccharomyces_cerevisiae
1253	OG0001253	-snap-gene-4.123-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-snap-gene-4.123&CDS=1-888	YDR064W
1254	OG0001254	-processed-gene-4.83-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.83&CDS=1-4647	YBR097W
1255	OG0001255	-processed-gene-4.84-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.84&CDS=1-1182	YPR056W
1256	OG0001256	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.86&CDS=1-375	YPR063C
1257	OG0001257	-processed-gene-4.89-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.89&CDS=1-1776	YBR103W
1258	OG0001258	-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.5&CDS=1-2232	YBR102C
1259	OG0001259	-processed-gene-4.90-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.90&CDS=1-2025	YBR043C
1260	OG0001260	-processed-gene-4.88-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.88&CDS=1-1257	YBR042C
1261	OG0001261	-processed-gene-4.91-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.91&CDS=1-762	YBR040W
1262	OG0001262	-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.10&CDS=1-11331	YHR099W
1263	OG0001263	-processed-gene-4.105-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.105&CDS=1-591	YHR100C
1264	OG0001264	-processed-gene-4.93-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.93&CDS=1-1818	YDR266C
1265	OG0001265	-augustus-gene-4.130-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-4.130&CDS=1-1542	YNL315C
1266	OG0001266	-processed-gene-4.106-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.106&CDS=1-1995	YMR224C
1267	OG0001267	-processed-gene-4.96-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.96&CDS=1-5196	YDR283C
1268	OG0001268	-processed-gene-4.108-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.108&CDS=1-927	YDR284C
1269	OG0001269	-processed-gene-4.97-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.97&CDS=1-1941	YMR004W
1270	OG0001270	-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.27&CDS=1-453	YJR067C
1271	OG0001271	-processed-gene-4.56-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.56&CDS=1-2139	YJR068W
1272	OG0001272	-processed-gene-4.100-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.100&CDS=1-2169	YAL043C
1273	OG0001273	-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.31&CDS=1-4905	YJL069C
1274	OG0001274	-processed-gene-4.102-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.102&CDS=1-729	YDR043C
1275	OG0001275	-processed-gene-4.74-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.74&CDS=1-1818	YMR258C
1276	OG0001276	-processed-gene-4.75-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.75&CDS=1-219	YMR256C
1277	OG0001277	-processed-gene-4.76-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.76&CDS=1-3258	YOL054W
1278	OG0001278	-processed-gene-4.104-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.104&CDS=1-1713	YNL308C
1279	OG0001279	-processed-gene-4.121-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-4.121&CDS=1-969	YDR044W
1280	OG0001280	-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.113&CDS=1-12483	YKR054C
1281	OG0001281	-processed-gene-5.8-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.8&CDS=1-1008	YOL073C
1282	OG0001282	-processed-gene-5.29-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.29&CDS=1-606	YGR078C
1283	OG0001283	-processed-gene-5.30-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.30&CDS=1-963	YGR144W
1284	OG0001284	-processed-gene-5.31-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.31&CDS=1-1311	YOL124C
1285	OG0001285	-processed-gene-5.66-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.66&CDS=1-1467	YOL123W
1286	OG0001286	-processed-gene-5.32-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.32&CDS=1-2814	YDL031W
1287	OG0001287	-processed-gene-5.10-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.10&CDS=1-2355	YDR017C
1288	OG0001288	-processed-gene-5.11-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.11&CDS=1-303	YDR016C
1289	OG0001289	-processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.12&CDS=1-606	YDR032C
1290	OG0001290	-processed-gene-5.37-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.37&CDS=1-693	YBR035C
1291	OG0001291	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.39&CDS=1-582	YCR003W
1292	OG0001292	-augustus-gene-5.54-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-5.54&CDS=1-2373	YCR002C
1293	OG0001293	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.16&CDS=1-324	YBL001C
1294	OG0001294	-processed-gene-5.17-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.17&CDS=1-3063	YKL210W
1295	OG0001295	-processed-gene-5.41-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.41&CDS=1-3795	YKL209C
1296	OG0001296	-processed-gene-5.42-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.42&CDS=1-1245	YGL247W
1297	OG0001297	-processed-gene-5.44-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.44&CDS=1-927	YOR352W
1298	OG0001298	-processed-gene-5.45-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.45&CDS=1-627	YJR073C
1299	OG0001299	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.20&CDS=1-1335	YNR050C
1300	OG0001300	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.46&CDS=1-1461	YMR211W
1301	OG0001301	-processed-gene-5.21-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.21&CDS=1-1092	YMR214W
1302	OG0001302	-processed-gene-5.82-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.82&CDS=1-459	YJR074W
1303	OG0001303	-processed-gene-5.51-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.51&CDS=1-741	YOL135C
1304	OG0001304	-processed-gene-5.25-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.25&CDS=1-351	YOL133W
1305	OG0001305	-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.158&CDS=1-1473	YKR065C
1306	OG0001306	-processed-gene-5.27-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-5.27&CDS=1-1068	YKR066C
1307	OG0001307	-processed-gene-6.51-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.51&CDS=1-2991	YIL125W
1308	OG0001308	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.55&CDS=1-873	YIL124W
1309	OG0001309	-processed-gene-6.78-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.78&CDS=1-348	YDR286C
1310	OG0001310	-processed-gene-6.58-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.58&CDS=1-2142	YDR208W
1311	OG0001311	-processed-gene-6.13-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.13&CDS=1-687	YDR476C
1312	OG0001312	-processed-gene-6.80-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.80&CDS=1-669	YDR167W
1313	OG0001313	-snap-gene-6.101-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-snap-gene-6.101&CDS=1-4734	YDR128W
1314	OG0001314	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.81&CDS=1-1035	YLR100W
1315	OG0001315	-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.119&CDS=1-5589	YKL010C
1316	OG0001316	-processed-gene-6.34-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.34&CDS=1-294	YKL006C-A
1317	OG0001317	-processed-gene-6.83-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.83&CDS=1-1494	YHL002W
1318	OG0001318	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.84&CDS=1-1368	YHL004W
1319	OG0001319	-processed-gene-6.85-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.85&CDS=1-621	YKL117W
1320	OG0001320	-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.122&CDS=1-4482	YNL325C
1321	OG0001321	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.68&CDS=1-810	YLR348C
1322	OG0001322	-processed-gene-6.86-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.86&CDS=1-372	YDR529C
1323	OG0001323	-processed-gene-6.89-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.89&CDS=1-2451	YCL054W
1324	OG0001324	-processed-gene-6.90-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.90&CDS=1-3279	YLR148W
1325	OG0001325	-processed-gene-6.69-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.69&CDS=1-1950	YDR129C
1326	OG0001326	-processed-gene-6.72-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.72&CDS=1-693	YKL009W
1327	OG0001327	-processed-gene-6.91-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.91&CDS=1-1611	YKL089W
1328	OG0001328	-augustus-gene-6.3-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-6.3&CDS=1-2580	YOL063C
1329	OG0001329	-processed-gene-6.73-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.73&CDS=1-531	YKL069W
1330	OG0001330	-processed-gene-6.93-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.93&CDS=1-1017	YBL032W
1331	OG0001331	-processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.74&CDS=1-1716	YKL100C
1332	OG0001332	-processed-gene-6.76-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.76&CDS=1-1668	YPR088C
1333	OG0001333	-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.146&CDS=1-3288	YKL160W
1334	OG0001334	-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-6.147&CDS=1-2607	YHR007C
1335	OG0001335	-augustus-gene-7.144-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-7.144&CDS=1-2868	YHR024C
1336	OG0001336	-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.5&CDS=1-4134	YJL204C
1337	OG0001337	-processed-gene-7.73-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.73&CDS=1-537	YBR122C
1338	OG0001338	-processed-gene-7.50-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.50&CDS=1-1620	YJL111W
1339	OG0001339	-augustus-gene-7.147-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-augustus-gene-7.147&CDS=1-4188	YNL267W
1340	OG0001340	-processed-gene-7.52-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.52&CDS=1-1671	YKR002W
1341	OG0001341	-processed-gene-7.77-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.77&CDS=1-1359	YOL065C
1342	OG0001342	-processed-gene-7.53-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.53&CDS=1-1530	YDL030W
1343	OG0001343	-processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.54&CDS=1-1740	YOL066C
1344	OG0001344	-processed-gene-7.78-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.78&CDS=1-1662	YNL294C
1345	OG0001345	-processed-gene-7.55-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.55&CDS=1-1698	YNL293W
1346	OG0001346	-processed-gene-7.131-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.131&CDS=1-684	YOL111C
1347	OG0001347	-processed-gene-7.80-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.80&CDS=1-2274	YDL040C
1348	OG0001348	-processed-gene-7.81-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.81&CDS=1-1725	YOR027W
1349	OG0001349	-processed-gene-7.82-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.82&CDS=1-954	YHL009C
1350	OG0001350	-snap-gene-7.97-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-snap-gene-7.97&CDS=1-3765	YNL256W
1351	OG0001351	-processed-gene-7.86-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.86&CDS=1-2004	YNL251C
1352	OG0001352	-processed-gene-7.59-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.59&CDS=1-816	YNL252C
1353	OG0001353	-processed-gene-7.87-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.87&CDS=1-1218	YAL042W
1354	OG0001354	-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.17&CDS=1-4404	YOR356W
1355	OG0001355	-snap-gene-7.98-mRNA-1_1&gene=maker-gi|1002316184|dbj|BCKO01000005.1|-snap-gene-7.98&CDS=1-3099	YOR355W
1356	OG0001356	-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.18&CDS=1-936	YHL013C
1357	OG0001357	-processed-gene-7.64-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.64&CDS=1-807	YAL039C
1358	OG0001358	-processed-gene-7.70-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.70&CDS=1-2064	YKR001C
1359	OG0001359	-processed-gene-7.71-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.71&CDS=1-1260	YOL052C
1360	OG0001360	-processed-gene-7.92-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-7.92&CDS=1-900	YBR085W
1361	OG0001361	-processed-gene-8.2-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.2&CDS=1-456	YDR092W
1362	OG0001362	-processed-gene-8.23-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.23&CDS=1-2847	YMR080C
1363	OG0001363	-processed-gene-8.4-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.4&CDS=1-3471	YKL092C
1364	OG0001364	-processed-gene-8.5-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.5&CDS=1-900	YMR079W
1365	OG0001365	-processed-gene-8.98-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.98&CDS=1-1392	YPR085C
1366	OG0001366	-processed-gene-8.26-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.26&CDS=1-2916	YDR166C
1367	OG0001367	-processed-gene-8.27-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.27&CDS=1-2118	YDR026C
1368	OG0001368	-processed-gene-8.13-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.13&CDS=1-684	YKL002W
1369	OG0001369	-processed-gene-8.28-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.28&CDS=1-597	YKL001C
1370	OG0001370	-processed-gene-8.14-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.14&CDS=1-369	YKL003C
1371	OG0001371	-processed-gene-8.29-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.29&CDS=1-1503	YKL004W
1372	OG0001372	-processed-gene-8.15-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.15&CDS=1-906	YMR099C
1373	OG0001373	-processed-gene-8.31-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.31&CDS=1-3204	YLR071C
1374	OG0001374	-processed-gene-8.32-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.32&CDS=1-1638	YKL116C
1375	OG0001375	-processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.33&CDS=1-1506	YOL070C
1376	OG0001376	-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.56&CDS=1-2568	YDR257C
1377	OG0001377	-processed-gene-8.36-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-8.36&CDS=1-873	YNL289W
1378	OG0001378	-processed-gene-9.4-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.4&CDS=1-3915	YNL273W
1379	OG0001379	-processed-gene-9.7-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.7&CDS=1-1500	YEL064C
1380	OG0001380	-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.98&CDS=1-3462	YLR253W
1381	OG0001381	-processed-gene-9.11-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.11&CDS=1-318	YLR147C
1382	OG0001382	-processed-gene-9.28-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.28&CDS=1-1467	YPL091W
1383	OG0001383	-processed-gene-9.15-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.15&CDS=1-840	YOL067C
1384	OG0001384	-processed-gene-9.33-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.33&CDS=1-831	YDL045C
1385	OG0001385	-processed-gene-9.34-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.34&CDS=1-732	YDL043C
1386	OG0001386	-processed-gene-9.16-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.16&CDS=1-2193	YLR182W
1387	OG0001387	-processed-gene-9.35-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.35&CDS=1-573	YDR373W
1388	OG0001388	-processed-gene-9.17-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.17&CDS=1-426	YOL071W
1389	OG0001389	-processed-gene-9.18-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.18&CDS=1-1182	YLR181C
1390	OG0001390	-processed-gene-9.19-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.19&CDS=1-3141	YLR187W
1391	OG0001391	-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.125&CDS=1-282	YDR510W
1392	OG0001392	-processed-gene-9.20-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.20&CDS=1-1908	YNL279W
1393	OG0001393	-processed-gene-9.41-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.41&CDS=1-2187	YDR499W
1394	OG0001394	-processed-gene-9.22-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.22&CDS=1-747	YLR186W
1395	OG0001395	-processed-gene-9.23-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.23&CDS=1-1116	YCL059C
1396	OG0001396	-processed-gene-9.44-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.44&CDS=1-3621	YCL061C
1397	OG0001397	-processed-gene-9.25-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.25&CDS=1-1146	YLR180W
1398	OG0001398	-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.131&CDS=1-2445	YML123C
1399	OG0001399	-processed-gene-9.26-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-9.26&CDS=1-1944	YNL272C
1400	OG0001400	-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.48&CDS=1-3336	YLR067C
1401	OG0001401	-processed-gene-10.93-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.93&CDS=1-561	YLR066W
1402	OG0001402	-processed-gene-10.94-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.94&CDS=1-2292	YNL247W
1403	OG0001403	-processed-gene-10.95-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.95&CDS=1-2313	YLR069C
1404	OG0001404	-processed-gene-10.114-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.114&CDS=1-3522	YBR023C
1405	OG0001405	-processed-gene-10.115-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.115&CDS=1-4764	YNL297C
1406	OG0001406	-processed-gene-10.116-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.116&CDS=1-2550	YGR255C
1407	OG0001407	-processed-gene-10.117-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.117&CDS=1-1038	YPR086W
1408	OG0001408	-processed-gene-10.28-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.28&CDS=1-2088	YNL248C
1409	OG0001409	-processed-gene-10.99-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.99&CDS=1-486	YJR097W
1410	OG0001410	-processed-gene-10.120-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.120&CDS=1-2100	YJR098C
1411	OG0001411	-processed-gene-10.101-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.101&CDS=1-1413	YMR091C
1412	OG0001412	-processed-gene-10.32-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.32&CDS=1-1542	YKL140W
1413	OG0001413	-processed-gene-10.123-mRNA-1_1&gene=genemark-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.123&CDS=1-1470	YOL069W
1414	OG0001414	-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.75&CDS=1-1482	YOR125C
1415	OG0001415	-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.61&CDS=1-5136	YDR477W
1416	OG0001416	-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.77&CDS=1-2712	YCL045C
1417	OG0001417	-processed-gene-10.19-mRNA-1_1&gene=snap_masked-gi|1002316184|dbj|BCKO01000005.1|-processed-gene-10.19&CDS=1-240	YDR525W-A
