	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035659_Saturnispora_dispora
1566	OG0001566	YHR081W	augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.37&CDS=1-570
1567	OG0001567	YHR084W	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.57&CDS=1-1962
1568	OG0001568	YHR085W	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.134&CDS=1-1050
1569	OG0001569	YHR087W	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-2.70&CDS=1-342
1570	OG0001570	YHR088W	augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.34&CDS=1-885
1571	OG0001571	YHR089C	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.12&CDS=1-603
1572	OG0001572	YHR090C	augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.127&CDS=1-840
1573	OG0001573	YHR098C	augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.222&CDS=1-2745
1574	OG0001574	YHR099W	snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.95&CDS=1-11259
1575	OG0001575	YHR100C	snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.115&CDS=1-573
1576	OG0001576	YHR102W	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.41&CDS=1-2487
1577	OG0001577	YHR104W	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.165&CDS=1-954
1578	OG0001578	YHR107C	maker-NODE_4_length_384069_cov_13.5194_ID_7-snap-gene-2.270-mRNA-1_1&gene=maker-NODE_4_length_384069_cov_13.5194_ID_7-snap-gene-2.270&CDS=1-1425
1579	OG0001579	YHR109W	snap_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.120&CDS=1-1521
1580	OG0001580	YHR110W	augustus_masked-NODE_57_length_34857_cov_28.8247_ID_113-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_57_length_34857_cov_28.8247_ID_113-processed-gene-0.2&CDS=1-642
1581	OG0001581	YHR111W	augustus_masked-NODE_57_length_34857_cov_28.8247_ID_113-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_57_length_34857_cov_28.8247_ID_113-processed-gene-0.3&CDS=1-1194
1582	OG0001582	YHR112C	snap_masked-NODE_57_length_34857_cov_28.8247_ID_113-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_57_length_34857_cov_28.8247_ID_113-processed-gene-0.52&CDS=1-1122
1583	OG0001583	YHR113W	augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.50&CDS=1-5889
1584	OG0001584	YHR114W	augustus_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.85&CDS=1-1896
1585	OG0001585	YHR116W	augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.83&CDS=1-369
1586	OG0001586	YHR119W	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.123&CDS=1-2793
1587	OG0001587	YHR120W	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.121&CDS=1-2703
1588	OG0001588	YHR122W	maker-NODE_10_length_245165_cov_16.6148_ID_19-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_10_length_245165_cov_16.6148_ID_19-augustus-gene-1.0&CDS=1-1143
1589	OG0001589	YHR132C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.110&CDS=1-1467
1590	OG0001590	YHR134W	augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.145&CDS=1-810
1591	OG0001591	YHR140W	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.109&CDS=1-681
1592	OG0001592	YHR142W	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.89&CDS=1-924
1593	OG0001593	YHR143W-A	snap_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.57&CDS=1-216
1594	OG0001594	YHR144C	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.140&CDS=1-945
1595	OG0001595	YHR147C	augustus_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.152&CDS=1-636
1596	OG0001596	YHR148W	augustus_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.154&CDS=1-552
1597	OG0001597	YHR151C	augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.132&CDS=1-1791
1598	OG0001598	YHR154W	snap_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-0.78&CDS=1-1884
1599	OG0001599	YHR164C	augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.18&CDS=1-4062
1600	OG0001600	YHR165C	genemark-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.37&CDS=1-8904
1601	OG0001601	YHR168W	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.3&CDS=1-1482
1602	OG0001602	YHR169W	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.27&CDS=1-1326
1603	OG0001603	YHR170W	augustus_masked-NODE_59_length_32954_cov_23.2226_ID_117-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_59_length_32954_cov_23.2226_ID_117-processed-gene-0.31&CDS=1-3339
1604	OG0001604	YHR171W	augustus_masked-NODE_38_length_80193_cov_14.4369_ID_75-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_38_length_80193_cov_14.4369_ID_75-processed-gene-0.20&CDS=1-1698
1605	OG0001605	YHR172W	augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.26&CDS=1-2079
1606	OG0001606	YHR175W	snap_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.234-mRNA-1_1&gene=snap_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.234&CDS=1-462
1607	OG0001607	YHR176W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.65&CDS=1-1356
1608	OG0001608	YHR181W	augustus_masked-NODE_53_length_46141_cov_13.7266_ID_105-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_53_length_46141_cov_13.7266_ID_105-processed-gene-0.11&CDS=1-678
1609	OG0001609	YHR183W	snap_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.157&CDS=1-1479
1610	OG0001610	YHR186C	augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.74&CDS=1-8340
1611	OG0001611	YHR187W	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.111&CDS=1-912
1612	OG0001612	YHR189W	snap_masked-NODE_40_length_77596_cov_13.3017_ID_79-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_40_length_77596_cov_13.3017_ID_79-processed-gene-0.125&CDS=1-693
1613	OG0001613	YHR190W	maker-NODE_3_length_385180_cov_19.4344_ID_5-augustus-gene-2.191-mRNA-1_1&gene=maker-NODE_3_length_385180_cov_19.4344_ID_5-augustus-gene-2.191&CDS=1-2952
1614	OG0001614	YHR191C	genemark-NODE_41_length_76539_cov_14.5249_ID_81-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_41_length_76539_cov_14.5249_ID_81-processed-gene-0.31&CDS=1-450
1615	OG0001615	YHR192W	augustus_masked-NODE_37_length_88312_cov_15.5914_ID_73-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_37_length_88312_cov_15.5914_ID_73-processed-gene-0.150&CDS=1-846
1616	OG0001616	YHR193C	augustus_masked-NODE_37_length_88312_cov_15.5914_ID_73-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_37_length_88312_cov_15.5914_ID_73-processed-gene-0.129&CDS=1-531
1617	OG0001617	YHR194W	snap_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.168&CDS=1-1545
1618	OG0001618	YHR197W	augustus_masked-NODE_64_length_27081_cov_16.0418_ID_127-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_64_length_27081_cov_16.0418_ID_127-processed-gene-0.29&CDS=1-2196
1619	OG0001619	YHR200W	augustus_masked-NODE_42_length_74290_cov_15.8314_ID_83-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_42_length_74290_cov_15.8314_ID_83-processed-gene-0.54&CDS=1-816
1620	OG0001620	YHR201C	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.136&CDS=1-1083
1621	OG0001621	YHR204W	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.242&CDS=1-2514
1622	OG0001622	YIL003W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-0.92&CDS=1-843
1623	OG0001623	YIL004C	genemark-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.180-mRNA-1_1&gene=genemark-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.180&CDS=1-408
1624	OG0001624	YIL007C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.132&CDS=1-318
1625	OG0001625	YIL008W	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.169&CDS=1-315
1626	OG0001626	YIL010W	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.207-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.207&CDS=1-855
1627	OG0001627	YIL017C	snap_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.78&CDS=1-2088
1628	OG0001628	YIL019W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.27&CDS=1-711
1629	OG0001629	YIL020C	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.6&CDS=1-783
1630	OG0001630	YIL021W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.7&CDS=1-993
1631	OG0001631	YIL022W	genemark-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.62&CDS=1-1209
1632	OG0001632	YIL023C	genemark-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.17&CDS=1-1056
1633	OG0001633	YIL026C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.160&CDS=1-3561
1634	OG0001634	YIL030C	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.81&CDS=1-3408
1635	OG0001635	YIL031W	snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.127&CDS=1-2826
1636	OG0001636	YIL033C	augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.139&CDS=1-987
1637	OG0001637	YIL039W	snap_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.40&CDS=1-1389
1638	OG0001638	YIL041W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.58&CDS=1-1056
1639	OG0001639	YIL043C	augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.9&CDS=1-849
1640	OG0001640	YIL044C	augustus_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.34&CDS=1-939
1641	OG0001641	YIL046W	augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-0.7&CDS=1-2112
1642	OG0001642	YIL047C	maker-NODE_45_length_63284_cov_14.6394_ID_89-snap-gene-0.54-mRNA-1_1&gene=maker-NODE_45_length_63284_cov_14.6394_ID_89-snap-gene-0.54&CDS=1-4392
1643	OG0001643	YIL048W	augustus_masked-NODE_45_length_63284_cov_14.6394_ID_89-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_45_length_63284_cov_14.6394_ID_89-processed-gene-0.37&CDS=1-2904
1644	OG0001644	YIL061C	snap_masked-NODE_49_length_57152_cov_18.9998_ID_97-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_49_length_57152_cov_18.9998_ID_97-processed-gene-0.23&CDS=1-825
1645	OG0001645	YIL062C	augustus_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.112&CDS=1-459
1646	OG0001646	YIL063C	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.166&CDS=1-1002
1647	OG0001647	YIL064W	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.127&CDS=1-693
1648	OG0001648	YIL065C	snap_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.32&CDS=1-474
1649	OG0001649	YIL070C	maker-NODE_9_length_256851_cov_14.1922_ID_17-augustus-gene-0.45-mRNA-1_1&gene=maker-NODE_9_length_256851_cov_14.1922_ID_17-augustus-gene-0.45&CDS=1-1068
1650	OG0001650	YIL072W	augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.149&CDS=1-1668
1651	OG0001651	YIL075C	genemark-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.223-mRNA-1_1&gene=genemark-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.223&CDS=1-2847
1652	OG0001652	YIL083C	genemark-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.78&CDS=1-924
1653	OG0001653	YIL084C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-0.73&CDS=1-891
1654	OG0001654	YIL087C	augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.115&CDS=1-399
1655	OG0001655	YIL088C	augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.106&CDS=1-1362
1656	OG0001656	YIL090W	augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.116&CDS=1-1386
1657	OG0001657	YIL091C	augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.138&CDS=1-2298
1658	OG0001658	YIL093C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.8&CDS=1-801
1659	OG0001659	YIL094C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.1&CDS=1-1107
1660	OG0001660	YIL096C	maker-NODE_6_length_370912_cov_13.7352_ID_11-augustus-gene-2.264-mRNA-1_1&gene=maker-NODE_6_length_370912_cov_13.7352_ID_11-augustus-gene-2.264&CDS=1-2499
1661	OG0001661	YIL098C	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.98&CDS=1-429
1662	OG0001662	YIL099W	augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.69&CDS=1-1632
1663	OG0001663	YIL103W	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.232-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.232&CDS=1-1263
1664	OG0001664	YIL104C	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.271-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.271&CDS=1-1428
1665	OG0001665	YIL106W	augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.130&CDS=1-735
1666	OG0001666	YIL108W	augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.86&CDS=1-2019
1667	OG0001667	YIL110W	augustus_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.21&CDS=1-1908
1668	OG0001668	YIL115C	maker-NODE_5_length_372571_cov_13.8421_ID_9-augustus-gene-1.57-mRNA-1_1&gene=maker-NODE_5_length_372571_cov_13.8421_ID_9-augustus-gene-1.57&CDS=1-3948
1669	OG0001669	YIL116W	augustus_masked-NODE_53_length_46141_cov_13.7266_ID_105-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_53_length_46141_cov_13.7266_ID_105-processed-gene-0.8&CDS=1-1167
1670	OG0001670	YIL118W	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.36&CDS=1-615
1671	OG0001671	YIL124W	augustus_masked-NODE_61_length_30044_cov_18.0526_ID_121-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_61_length_30044_cov_18.0526_ID_121-processed-gene-0.14&CDS=1-879
1672	OG0001672	YIL125W	maker-NODE_15_length_230213_cov_14.9326_ID_29-augustus-gene-1.83-mRNA-1_1&gene=maker-NODE_15_length_230213_cov_14.9326_ID_29-augustus-gene-1.83&CDS=1-4209
1673	OG0001673	YIL128W	snap_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.14&CDS=1-2847
1674	OG0001674	YIL129C	snap_masked-NODE_41_length_76539_cov_14.5249_ID_81-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_41_length_76539_cov_14.5249_ID_81-processed-gene-0.76&CDS=1-7569
1675	OG0001675	YIL130W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.41&CDS=1-3324
1676	OG0001676	YIL134W	augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.89&CDS=1-903
1677	OG0001677	YIL140W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.27&CDS=1-2025
