	OrthologID	Clavispora_lusitaniae	Saccharomyces_cerevisiae
1967	OG0001967	genemark-NW_003101576.1-processed-gene-7.133-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.133&CDS=1-360	YKL003C
1968	OG0001968	genemark-NW_003101576.1-processed-gene-7.116-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.116&CDS=1-2967	YOL090W
1969	OG0001969	genemark-NW_003101576.1-processed-gene-8.5-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.5&CDS=1-711	YPR167C
1970	OG0001970	genemark-NW_003101576.1-processed-gene-8.1-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.1&CDS=1-603	YLR411W
1971	OG0001971	genemark-NW_003101576.1-processed-gene-8.2-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.2&CDS=1-663	YIL007C
1972	OG0001972	genemark-NW_003101576.1-processed-gene-8.27-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.27&CDS=1-300	YIL008W
1973	OG0001973	genemark-NW_003101576.1-processed-gene-8.6-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.6&CDS=1-1332	YEL002C
1974	OG0001974	genemark-NW_003101576.1-processed-gene-8.7-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.7&CDS=1-372	YEL003W
1975	OG0001975	genemark-NW_003101576.1-processed-gene-8.28-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.28&CDS=1-534	YMR009W
1976	OG0001976	genemark-NW_003101576.1-processed-gene-8.9-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.9&CDS=1-1326	YNL317W
1977	OG0001977	genemark-NW_003101576.1-processed-gene-8.30-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.30&CDS=1-2457	YOR017W
1978	OG0001978	genemark-NW_003101576.1-processed-gene-8.32-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.32&CDS=1-1389	YPL063W
1979	OG0001979	genemark-NW_003101576.1-processed-gene-8.33-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.33&CDS=1-801	YER026C
1980	OG0001980	augustus_masked-NW_003101576.1-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-8.77&CDS=1-555	YDL200C
1981	OG0001981	genemark-NW_003101576.1-processed-gene-8.37-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.37&CDS=1-1125	YKL080W
1982	OG0001982	maker-NW_003101576.1-snap-gene-8.0-mRNA-1_1&gene=maker-NW_003101576.1-snap-gene-8.0&CDS=1-1227	YKL082C
1983	OG0001983	genemark-NW_003101576.1-processed-gene-8.13-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.13&CDS=1-525	YPR028W
1984	OG0001984	genemark-NW_003101576.1-processed-gene-8.38-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.38&CDS=1-2475	YPR029C
1985	OG0001985	genemark-NW_003101576.1-processed-gene-8.14-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.14&CDS=1-1062	YPL064C
1986	OG0001986	genemark-NW_003101576.1-processed-gene-8.39-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.39&CDS=1-345	YPR166C
1987	OG0001987	snap_masked-NW_003101576.1-processed-gene-8.104-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-8.104&CDS=1-4440	YOR093C
1988	OG0001988	genemark-NW_003101576.1-processed-gene-8.19-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.19&CDS=1-1341	YML126C
1989	OG0001989	genemark-NW_003101576.1-processed-gene-8.20-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.20&CDS=1-1344	YML085C
1990	OG0001990	snap_masked-NW_003101576.1-processed-gene-8.129-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-8.129&CDS=1-3852	YMR012W
1991	OG0001991	augustus_masked-NW_003101576.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-8.67&CDS=1-2475	YML088W
1992	OG0001992	genemark-NW_003101576.1-processed-gene-8.26-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.26&CDS=1-2796	YNL287W
1993	OG0001993	genemark-NW_003101576.1-processed-gene-8.42-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.42&CDS=1-783	YPR079W
1994	OG0001994	genemark-NW_003101576.1-processed-gene-9.75-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.75&CDS=1-2250	YOR112W
1995	OG0001995	genemark-NW_003101576.1-processed-gene-9.76-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.76&CDS=1-2619	YIL130W
1996	OG0001996	genemark-NW_003101576.1-processed-gene-9.78-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.78&CDS=1-1563	YKR051W
1997	OG0001997	snap_masked-NW_003101576.1-processed-gene-9.21-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-9.21&CDS=1-1581	YNL240C
1998	OG0001998	genemark-NW_003101576.1-processed-gene-9.79-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.79&CDS=1-2439	YPR089W
1999	OG0001999	genemark-NW_003101576.1-processed-gene-9.95-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.95&CDS=1-297	YBR268W
2000	OG0002000	snap_masked-NW_003101576.1-processed-gene-9.23-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-9.23&CDS=1-261	YMR194C-B
2001	OG0002001	genemark-NW_003101576.1-processed-gene-9.97-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.97&CDS=1-900	YLR283W
2002	OG0002002	genemark-NW_003101576.1-processed-gene-9.98-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.98&CDS=1-3810	YPL110C
2003	OG0002003	genemark-NW_003101576.1-processed-gene-9.99-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.99&CDS=1-954	YPL111W
2004	OG0002004	genemark-NW_003101576.1-processed-gene-9.85-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.85&CDS=1-2271	YML035C
2005	OG0002005	genemark-NW_003101576.1-processed-gene-9.87-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.87&CDS=1-4539	YIR006C
2006	OG0002006	genemark-NW_003101576.1-processed-gene-9.88-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.88&CDS=1-2250	YGR150C
2007	OG0002007	genemark-NW_003101576.1-processed-gene-9.101-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.101&CDS=1-2799	YLR382C
2008	OG0002008	genemark-NW_003101576.1-processed-gene-9.103-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.103&CDS=1-1146	YGL213C
2009	OG0002009	genemark-NW_003101576.1-processed-gene-9.105-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.105&CDS=1-1362	YLR116W
2010	OG0002010	genemark-NW_003101576.1-processed-gene-9.106-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.106&CDS=1-630	YDR140W
2011	OG0002011	genemark-NW_003101576.1-processed-gene-9.107-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.107&CDS=1-2130	YLR117C
2012	OG0002012	genemark-NW_003101576.1-processed-gene-9.93-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.93&CDS=1-378	YKL086W
2013	OG0002013	genemark-NW_003101576.1-processed-gene-9.112-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.112&CDS=1-861	YOR065W
2014	OG0002014	genemark-NW_003101576.1-processed-gene-10.37-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.37&CDS=1-1188	YAL012W
2015	OG0002015	maker-NW_003101576.1-snap-gene-10.118-mRNA-1_1&gene=maker-NW_003101576.1-snap-gene-10.118&CDS=1-3414	YGL006W
2016	OG0002016	augustus_masked-NW_003101576.1-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-10.3&CDS=1-738	YGL005C
2017	OG0002017	augustus_masked-NW_003101576.1-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-10.1&CDS=1-1290	YGL004C
2018	OG0002018	genemark-NW_003101576.1-processed-gene-10.39-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.39&CDS=1-582	YIL127C
2019	OG0002019	genemark-NW_003101576.1-processed-gene-10.67-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.67&CDS=1-3147	YIL128W
2020	OG0002020	maker-NW_003101576.1-augustus-gene-10.115-mRNA-1_1&gene=maker-NW_003101576.1-augustus-gene-10.115&CDS=1-3612	YIL129C
2021	OG0002021	genemark-NW_003101576.1-processed-gene-10.43-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.43&CDS=1-1092	YOR091W
2022	OG0002022	snap_masked-NW_003101576.1-processed-gene-10.108-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-10.108&CDS=1-2217	YNL094W
2023	OG0002023	genemark-NW_003101576.1-processed-gene-10.46-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.46&CDS=1-1788	YHR114W
2024	OG0002024	genemark-NW_003101576.1-processed-gene-10.47-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.47&CDS=1-705	YOR095C
2025	OG0002025	genemark-NW_003101576.1-processed-gene-10.49-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.49&CDS=1-1671	YGL119W
2026	OG0002026	genemark-NW_003101576.1-processed-gene-10.52-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.52&CDS=1-1590	YNL083W
2027	OG0002027	genemark-NW_003101576.1-processed-gene-10.53-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.53&CDS=1-2634	YNL082W
2028	OG0002028	genemark-NW_003101576.1-processed-gene-10.56-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.56&CDS=1-1194	YNL092W
2029	OG0002029	maker-NW_003101576.1-snap-gene-10.122-mRNA-1_1&gene=maker-NW_003101576.1-snap-gene-10.122&CDS=1-858	YDL230W
2030	OG0002030	augustus_masked-NW_003101576.1-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-10.21&CDS=1-795	YNL210W
2031	OG0002031	genemark-NW_003101576.1-processed-gene-10.73-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.73&CDS=1-1266	YNL207W
2032	OG0002032	genemark-NW_003101576.1-processed-gene-10.74-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.74&CDS=1-2364	YNL118C
2033	OG0002033	genemark-NW_003101576.1-processed-gene-10.64-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.64&CDS=1-828	YLR393W
2034	OG0002034	genemark-NW_003101576.1-processed-gene-10.65-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-10.65&CDS=1-354	YHL015W
2035	OG0002035	snap_masked-NW_003101576.1-processed-gene-11.93-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-11.93&CDS=1-1632	YOR090C
2036	OG0002036	genemark-NW_003101576.1-processed-gene-11.47-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.47&CDS=1-3639	YLR398C
2037	OG0002037	genemark-NW_003101576.1-processed-gene-11.48-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.48&CDS=1-2427	YLR397C
2038	OG0002038	genemark-NW_003101576.1-processed-gene-11.50-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.50&CDS=1-891	YDL065C
2039	OG0002039	genemark-NW_003101576.1-processed-gene-11.51-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.51&CDS=1-474	YDL064W
2040	OG0002040	genemark-NW_003101576.1-processed-gene-11.52-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.52&CDS=1-2322	YJL156C
2041	OG0002041	genemark-NW_003101576.1-processed-gene-11.74-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.74&CDS=1-1911	YDL063C
2042	OG0002042	genemark-NW_003101576.1-processed-gene-11.75-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.75&CDS=1-261	YLR390W
2043	OG0002043	genemark-NW_003101576.1-processed-gene-11.53-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.53&CDS=1-729	YPR143W
2044	OG0002044	genemark-NW_003101576.1-processed-gene-11.55-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.55&CDS=1-1014	YOR057W
2045	OG0002045	genemark-NW_003101576.1-processed-gene-11.76-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.76&CDS=1-408	YKL122C
2046	OG0002046	genemark-NW_003101576.1-processed-gene-11.57-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.57&CDS=1-1251	YGR193C
2047	OG0002047	snap_masked-NW_003101576.1-processed-gene-11.108-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-11.108&CDS=1-2289	YPL008W
2048	OG0002048	genemark-NW_003101576.1-processed-gene-11.80-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.80&CDS=1-699	YNL110C
2049	OG0002049	genemark-NW_003101576.1-processed-gene-11.81-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.81&CDS=1-639	YOR111W
2050	OG0002050	genemark-NW_003101576.1-processed-gene-11.83-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.83&CDS=1-1401	YNL071W
2051	OG0002051	genemark-NW_003101576.1-processed-gene-11.84-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.84&CDS=1-2016	YNL072W
2052	OG0002052	genemark-NW_003101576.1-processed-gene-11.63-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.63&CDS=1-657	YNL107W
2053	OG0002053	augustus_masked-NW_003101576.1-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-11.42&CDS=1-2013	YPL172C
2054	OG0002054	genemark-NW_003101576.1-processed-gene-11.64-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.64&CDS=1-939	YOR262W
2055	OG0002055	genemark-NW_003101576.1-processed-gene-11.89-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.89&CDS=1-300	YOR265W
2056	OG0002056	snap_masked-NW_003101576.1-processed-gene-11.112-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-11.112&CDS=1-2910	YFL023W
2057	OG0002057	genemark-NW_003101576.1-processed-gene-11.66-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.66&CDS=1-1569	YBL015W
2058	OG0002058	genemark-NW_003101576.1-processed-gene-11.67-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.67&CDS=1-1416	YFL016C
2059	OG0002059	genemark-NW_003101576.1-processed-gene-11.70-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.70&CDS=1-549	YOL008W
2060	OG0002060	genemark-NW_003101576.1-processed-gene-12.36-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.36&CDS=1-1362	YKL046C
2061	OG0002061	genemark-NW_003101576.1-processed-gene-12.37-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.37&CDS=1-1788	YJL036W
2062	OG0002062	genemark-NW_003101576.1-processed-gene-12.48-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.48&CDS=1-1212	YDR427W
2063	OG0002063	augustus_masked-NW_003101576.1-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-12.17&CDS=1-1059	YDR435C
2064	OG0002064	genemark-NW_003101576.1-processed-gene-12.51-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.51&CDS=1-762	YML014W
2065	OG0002065	genemark-NW_003101576.1-processed-gene-12.40-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.40&CDS=1-693	YML015C
2066	OG0002066	genemark-NW_003101576.1-processed-gene-12.53-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.53&CDS=1-777	YPR060C
2067	OG0002067	genemark-NW_003101576.1-processed-gene-12.54-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.54&CDS=1-861	YPR061C
2068	OG0002068	genemark-NW_003101576.1-processed-gene-12.58-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.58&CDS=1-2502	YOR165W
2069	OG0002069	genemark-NW_003101576.1-processed-gene-12.59-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.59&CDS=1-2484	YJL102W
2070	OG0002070	snap_masked-NW_003101576.1-processed-gene-12.97-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-12.97&CDS=1-1014	YEL004W
2071	OG0002071	genemark-NW_003101576.1-processed-gene-12.44-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.44&CDS=1-1593	YLL055W
2072	OG0002072	genemark-NW_003101576.1-processed-gene-12.45-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.45&CDS=1-1722	YKR093W
2073	OG0002073	augustus_masked-NW_003101576.1-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-13.41&CDS=1-2160, snap_masked-NW_003101577.1-processed-gene-15.93-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-15.93&CDS=1-2712	
2074	OG0002074	genemark-NW_003101576.1-processed-gene-13.1-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.1&CDS=1-2418	YPL153C
2075	OG0002075	genemark-NW_003101576.1-processed-gene-13.3-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.3&CDS=1-1917	YPL155C
2076	OG0002076	genemark-NW_003101576.1-processed-gene-13.4-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.4&CDS=1-978	YOR242C
2077	OG0002077	genemark-NW_003101576.1-processed-gene-13.2-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.2&CDS=1-2097	YOR243C
2078	OG0002078	genemark-NW_003101576.1-processed-gene-13.5-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.5&CDS=1-903	YOR251C
2079	OG0002079	augustus_masked-NW_003101576.1-processed-gene-13.62-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-13.62&CDS=1-1272	YOR269W
2080	OG0002080	augustus_masked-NW_003101576.1-processed-gene-13.63-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-13.63&CDS=1-717	YNL265C
2081	OG0002081	genemark-NW_003101576.1-processed-gene-13.25-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.25&CDS=1-1365	YLL011W
2082	OG0002082	genemark-NW_003101576.1-processed-gene-13.7-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.7&CDS=1-1389	YOR250C
2083	OG0002083	genemark-NW_003101576.1-processed-gene-13.27-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.27&CDS=1-1017	YPL152W
2084	OG0002084	genemark-NW_003101576.1-processed-gene-13.28-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.28&CDS=1-1401	YPL151C
2085	OG0002085	genemark-NW_003101576.1-processed-gene-13.30-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.30&CDS=1-1545	YMR223W
2086	OG0002086	genemark-NW_003101576.1-processed-gene-13.31-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.31&CDS=1-768	YOR281C
2087	OG0002087	genemark-NW_003101576.1-processed-gene-13.13-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.13&CDS=1-480	YCR090C
2088	OG0002088	genemark-NW_003101576.1-processed-gene-13.15-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.15&CDS=1-840	YGR277C
2089	OG0002089	snap_masked-NW_003101576.1-processed-gene-13.119-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-13.119&CDS=1-3837	YMR304W
2090	OG0002090	genemark-NW_003101576.1-processed-gene-13.16-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.16&CDS=1-1056	YMR305C
2091	OG0002091	genemark-NW_003101576.1-processed-gene-13.35-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.35&CDS=1-1848	YNL216W
2092	OG0002092	genemark-NW_003101576.1-processed-gene-13.17-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.17&CDS=1-1038	YPR127W
2093	OG0002093	genemark-NW_003101576.1-processed-gene-13.36-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.36&CDS=1-1203	YNL217W
2094	OG0002094	genemark-NW_003101576.1-processed-gene-13.37-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.37&CDS=1-2190	YDL234C
2095	OG0002095	genemark-NW_003101576.1-processed-gene-13.38-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.38&CDS=1-3126	YJL050W
2096	OG0002096	genemark-NW_003101576.1-processed-gene-14.0-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.0&CDS=1-3045	YNL236W
2097	OG0002097	genemark-NW_003101576.1-processed-gene-14.4-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.4&CDS=1-2808	YBL060W
2098	OG0002098	genemark-NW_003101576.1-processed-gene-14.5-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.5&CDS=1-618	YER094C
2099	OG0002099	genemark-NW_003101576.1-processed-gene-14.24-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.24&CDS=1-297	YBL059C-A
2100	OG0002100	genemark-NW_003101576.1-processed-gene-14.6-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.6&CDS=1-1194	YER178W
2101	OG0002101	genemark-NW_003101576.1-processed-gene-14.8-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.8&CDS=1-1101	YDR354W
2102	OG0002102	genemark-NW_003101576.1-processed-gene-14.25-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.25&CDS=1-4938	YOR116C
2103	OG0002103	genemark-NW_003101576.1-processed-gene-14.26-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.26&CDS=1-1275	YOR117W
2104	OG0002104	genemark-NW_003101576.1-processed-gene-14.11-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.11&CDS=1-2055	YDR205W
2105	OG0002105	genemark-NW_003101576.1-processed-gene-14.12-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.12&CDS=1-819	YLR243W
2106	OG0002106	genemark-NW_003101576.1-processed-gene-14.13-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.13&CDS=1-1371	YDR190C
2107	OG0002107	genemark-NW_003101576.1-processed-gene-14.27-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.27&CDS=1-1923	YDR189W
2108	OG0002108	genemark-NW_003101576.1-processed-gene-14.29-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.29&CDS=1-1671	YDR188W
2109	OG0002109	genemark-NW_003101576.1-processed-gene-14.30-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.30&CDS=1-1110	YLR244C
2110	OG0002110	augustus_masked-NW_003101576.1-processed-gene-14.71-mRNA-1_1&gene=augustus_masked-NW_003101576.1-processed-gene-14.71&CDS=1-411	YLR245C
2111	OG0002111	genemark-NW_003101576.1-processed-gene-14.15-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.15&CDS=1-3066	YLR240W
2112	OG0002112	genemark-NW_003101576.1-processed-gene-14.32-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.32&CDS=1-720	YDR196C
2113	OG0002113	genemark-NW_003101576.1-processed-gene-14.16-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.16&CDS=1-1044	YHR063C
2114	OG0002114	genemark-NW_003101576.1-processed-gene-14.33-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.33&CDS=1-1290	YDR198C
2115	OG0002115	genemark-NW_003101576.1-processed-gene-14.17-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.17&CDS=1-1881	YLR234W
2116	OG0002116	genemark-NW_003101576.1-processed-gene-14.19-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.19&CDS=1-855	YLR242C
2117	OG0002117	genemark-NW_003101576.1-processed-gene-14.35-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.35&CDS=1-330	YDR382W
2118	OG0002118	genemark-NW_003101576.1-processed-gene-14.21-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.21&CDS=1-426	YOL040C
2119	OG0002119	genemark-NW_003101576.1-processed-gene-14.22-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.22&CDS=1-930	YOR130C
2120	OG0002120	snap_masked-NW_003101576.1-processed-gene-14.121-mRNA-1_1&gene=snap_masked-NW_003101576.1-processed-gene-14.121&CDS=1-942	YDL237W
2121	OG0002121	genemark-NW_003101576.1-processed-gene-14.38-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.38&CDS=1-633	YLR312W-A
2122	OG0002122	genemark-NW_003101576.1-processed-gene-14.23-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.23&CDS=1-1683	YGL171W
2123	OG0002123	genemark-NW_003101576.1-processed-gene-14.39-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.39&CDS=1-375	YPR020W
2124	OG0002124	genemark-NW_003101576.1-processed-gene-14.40-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.40&CDS=1-1293	YDR105C
