	OrthologID	Nadsonia_fulvescens_var_elongata	Saccharomyces_cerevisiae
1363	OG0001363	maker-scaffold_2-snap-gene-3.43-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.43&CDS=1-6927	YJL208C
1364	OG0001364	maker-scaffold_2-snap-gene-3.49-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.49&CDS=1-615	YER094C
1365	OG0001365	snap_masked-scaffold_2-processed-gene-3.129-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.129&CDS=1-2436	YDL164C
1366	OG0001366	snap_masked-scaffold_2-processed-gene-3.130-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.130&CDS=1-1137	YER095W
1367	OG0001367	snap_masked-scaffold_2-processed-gene-3.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.113&CDS=1-870	YJL068C
1368	OG0001368	maker-scaffold_2-augustus-gene-3.5-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.5&CDS=1-549	YJR069C
1369	OG0001369	snap_masked-scaffold_2-processed-gene-3.134-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.134&CDS=1-3615	YBR023C
1370	OG0001370	snap_masked-scaffold_2-processed-gene-3.117-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.117&CDS=1-378	YLR242C
1371	OG0001371	snap_masked-scaffold_2-processed-gene-3.135-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.135&CDS=1-774	YLR192C
1372	OG0001372	snap_masked-scaffold_2-processed-gene-3.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.118&CDS=1-1359	YHR109W
1373	OG0001373	snap_masked-scaffold_2-processed-gene-4.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.14&CDS=1-1935	YBR200W
1374	OG0001374	snap_masked-scaffold_2-processed-gene-4.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.10&CDS=1-1014	YOL064C
1375	OG0001375	snap_masked-scaffold_2-processed-gene-4.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.16&CDS=1-1212	YNL292W
1376	OG0001376	snap_masked-scaffold_2-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.17&CDS=1-1386	YOR250C
1377	OG0001377	snap_masked-scaffold_2-processed-gene-4.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.35&CDS=1-537	YLR074C
1378	OG0001378	snap_masked-scaffold_2-processed-gene-4.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.36&CDS=1-870	YOR281C
1379	OG0001379	snap_masked-scaffold_2-processed-gene-4.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.19&CDS=1-660	YLR075W
1380	OG0001380	snap_masked-scaffold_2-processed-gene-4.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.20&CDS=1-759	YFL045C
1381	OG0001381	snap_masked-scaffold_2-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.37&CDS=1-1653	YMR307W
1382	OG0001382	snap_masked-scaffold_2-processed-gene-4.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.21&CDS=1-5784	YGR032W
1383	OG0001383	augustus_masked-scaffold_2-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.70&CDS=1-1089	YFL044C
1384	OG0001384	maker-scaffold_2-snap-gene-4.56-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.56&CDS=1-741	YLR078C
1385	OG0001385	snap_masked-scaffold_2-processed-gene-4.40-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.40&CDS=1-1314	YKL021C
1386	OG0001386	snap_masked-scaffold_2-processed-gene-4.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.22&CDS=1-333	YLR147C
1387	OG0001387	snap_masked-scaffold_2-processed-gene-4.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.41&CDS=1-4701	YDR127W
1388	OG0001388	snap_masked-scaffold_2-processed-gene-4.42-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.42&CDS=1-2151	YGL203C
1389	OG0001389	snap_masked-scaffold_2-processed-gene-4.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.45&CDS=1-1095	YGL001C
1390	OG0001390	maker-scaffold_2-snap-gene-4.53-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.53&CDS=1-4773	YAL001C
1391	OG0001391	snap_masked-scaffold_2-processed-gene-4.28-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.28&CDS=1-1344	YMR020W
1392	OG0001392	snap_masked-scaffold_2-processed-gene-4.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.29&CDS=1-849	YGR001C
1393	OG0001393	snap_masked-scaffold_2-processed-gene-4.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.31&CDS=1-1428	YLR283W
1394	OG0001394	snap_masked-scaffold_2-processed-gene-5.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.97&CDS=1-4452	YBR097W
1395	OG0001395	maker-scaffold_2-snap-gene-5.70-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.70&CDS=1-3120	YPR055W
1396	OG0001396	snap_masked-scaffold_2-processed-gene-5.111-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.111&CDS=1-2064	YDR049W
1397	OG0001397	maker-scaffold_2-snap-gene-5.74-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.74&CDS=1-1119	YDR047W
1398	OG0001398	snap_masked-scaffold_2-processed-gene-5.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.102&CDS=1-693	YBR256C
1399	OG0001399	snap_masked-scaffold_2-processed-gene-5.114-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.114&CDS=1-2493	YKL134C
1400	OG0001400	snap_masked-scaffold_2-processed-gene-5.117-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.117&CDS=1-8409	YIL129C
1401	OG0001401	maker-scaffold_2-snap-gene-5.77-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.77&CDS=1-2670	YMR078C
1402	OG0001402	maker-scaffold_2-snap-gene-5.71-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.71&CDS=1-3066	YIL128W
1403	OG0001403	snap_masked-scaffold_2-processed-gene-5.120-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.120&CDS=1-4794	YNL088W
1404	OG0001404	snap_masked-scaffold_2-processed-gene-5.123-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.123&CDS=1-3051	YMR080C
1405	OG0001405	genemark-scaffold_2-processed-gene-5.9-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.9&CDS=1-849	YNL075W
1406	OG0001406	snap_masked-scaffold_2-processed-gene-5.125-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.125&CDS=1-1410	YNL071W
1407	OG0001407	maker-scaffold_2-snap-gene-5.81-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.81&CDS=1-939	YNL072W
1408	OG0001408	maker-scaffold_2-snap-gene-5.73-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.73&CDS=1-861	YLL023C
1409	OG0001409	snap_masked-scaffold_2-processed-gene-5.128-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.128&CDS=1-1491	YLR314C
1410	OG0001410	snap_masked-scaffold_2-processed-gene-5.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.108&CDS=1-492	YLR221C
1411	OG0001411	snap_masked-scaffold_2-processed-gene-5.110-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.110&CDS=1-2625	YDR074W
1412	OG0001412	snap_masked-scaffold_2-processed-gene-6.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.95&CDS=1-1452	YFR010W
1413	OG0001413	snap_masked-scaffold_2-processed-gene-6.98-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.98&CDS=1-900	YDR090C
1414	OG0001414	maker-scaffold_2-snap-gene-6.51-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.51&CDS=1-6291	YCL014W
1415	OG0001415	snap_masked-scaffold_2-processed-gene-6.100-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.100&CDS=1-1059	YCL016C
1416	OG0001416	snap_masked-scaffold_2-processed-gene-6.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.119&CDS=1-831	YNL003C
1417	OG0001417	snap_masked-scaffold_2-processed-gene-6.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.101&CDS=1-1377	YCL017C
1418	OG0001418	maker-scaffold_2-snap-gene-6.45-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.45&CDS=1-3552	YDR421W
1419	OG0001419	snap_masked-scaffold_2-processed-gene-6.104-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.104&CDS=1-1374	YBR003W
1420	OG0001420	snap_masked-scaffold_2-processed-gene-6.121-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.121&CDS=1-1092	YCL018W
1421	OG0001421	snap_masked-scaffold_2-processed-gene-6.123-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.123&CDS=1-786	YCR009C
1422	OG0001422	maker-scaffold_2-snap-gene-6.47-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.47&CDS=1-714	YJR024C
1423	OG0001423	maker-scaffold_2-snap-gene-6.48-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.48&CDS=1-4137	YNL273W
1424	OG0001424	snap_masked-scaffold_2-processed-gene-6.125-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.125&CDS=1-1560	YEL064C
1425	OG0001425	genemark-scaffold_2-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.33&CDS=1-318	YGL030W
1426	OG0001426	maker-scaffold_2-snap-gene-6.49-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.49&CDS=1-1308	YGR254W
1427	OG0001427	snap_masked-scaffold_2-processed-gene-6.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.118&CDS=1-2082	YDR137W
1428	OG0001428	snap_masked-scaffold_2-processed-gene-7.100-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.100&CDS=1-3393	YLR114C
1429	OG0001429	snap_masked-scaffold_2-processed-gene-7.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.102&CDS=1-3057	YER151C
1430	OG0001430	snap_masked-scaffold_2-processed-gene-7.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.118&CDS=1-2433	YPL184C
1431	OG0001431	maker-scaffold_2-augustus-gene-7.52-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.52&CDS=1-2148	YGL099W
1432	OG0001432	augustus_masked-scaffold_2-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.22&CDS=1-3297	YPL160W
1433	OG0001433	snap_masked-scaffold_2-processed-gene-7.122-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.122&CDS=1-1017	YOR246C
1434	OG0001434	maker-scaffold_2-snap-gene-7.41-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.41&CDS=1-852	YPL149W
1435	OG0001435	augustus_masked-scaffold_2-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.24&CDS=1-999	YOR239W
1436	OG0001436	augustus_masked-scaffold_2-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.10&CDS=1-2067	YKL104C
1437	OG0001437	snap_masked-scaffold_2-processed-gene-7.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.124&CDS=1-1443	YOR272W
1438	OG0001438	maker-scaffold_2-snap-gene-7.45-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.45&CDS=1-975	YIR026C
1439	OG0001439	snap_masked-scaffold_2-processed-gene-7.126-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.126&CDS=1-942	YKL019W
1440	OG0001440	snap_masked-scaffold_2-processed-gene-7.110-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.110&CDS=1-984	YOR271C
1441	OG0001441	snap_masked-scaffold_2-processed-gene-7.128-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.128&CDS=1-1488	YPL172C
1442	OG0001442	maker-scaffold_2-snap-gene-7.46-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.46&CDS=1-1443	YOR260W
1443	OG0001443	snap_masked-scaffold_2-processed-gene-7.111-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.111&CDS=1-1275	YOR259C
1444	OG0001444	snap_masked-scaffold_2-processed-gene-7.131-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.131&CDS=1-744	YOR258W
1445	OG0001445	maker-scaffold_2-snap-gene-7.42-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.42&CDS=1-2496	YPL150W
1446	OG0001446	snap_masked-scaffold_2-processed-gene-7.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.115&CDS=1-315	YOR265W
1447	OG0001447	snap_masked-scaffold_2-processed-gene-7.136-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.136&CDS=1-1041	YOR262W
1448	OG0001448	snap_masked-scaffold_2-processed-gene-7.116-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.116&CDS=1-1032	YOR261C
1449	OG0001449	snap_masked-scaffold_2-processed-gene-7.138-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.138&CDS=1-630	YNR017W
1450	OG0001450	snap_masked-scaffold_2-processed-gene-7.139-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.139&CDS=1-1965	YLR299W
1451	OG0001451	maker-scaffold_2-snap-gene-8.116-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.116&CDS=1-6873	YNR016C
1452	OG0001452	snap_masked-scaffold_2-processed-gene-8.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.2&CDS=1-1956	YPL212C
1453	OG0001453	maker-scaffold_2-snap-gene-8.117-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.117&CDS=1-546	YPL211W
1454	OG0001454	snap_masked-scaffold_2-processed-gene-8.3-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.3&CDS=1-1911	YPL210C
1455	OG0001455	snap_masked-scaffold_2-processed-gene-8.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.4&CDS=1-1875	YGL064C
1456	OG0001456	maker-scaffold_2-snap-gene-8.123-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.123&CDS=1-1275	YPL209C
1457	OG0001457	maker-scaffold_2-snap-gene-8.118-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.118&CDS=1-1620	YPL208W
1458	OG0001458	augustus_masked-scaffold_2-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.101&CDS=1-1311	YOL124C
1459	OG0001459	augustus_masked-scaffold_2-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.84&CDS=1-1875	YOL123W
1460	OG0001460	snap_masked-scaffold_2-processed-gene-8.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.7&CDS=1-1845	YKL175W
1461	OG0001461	maker-scaffold_2-snap-gene-8.119-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.119&CDS=1-1005	YDR051C
1462	OG0001462	snap_masked-scaffold_2-processed-gene-8.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.24&CDS=1-1350	YIL103W
1463	OG0001463	snap_masked-scaffold_2-processed-gene-8.9-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.9&CDS=1-1491	YIL104C
1464	OG0001464	maker-scaffold_2-augustus-gene-8.131-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.131&CDS=1-312	YJR085C
1465	OG0001465	maker-scaffold_2-snap-gene-8.121-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.121&CDS=1-279	YJR086W
1466	OG0001466	snap_masked-scaffold_2-processed-gene-8.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.12&CDS=1-3534	YPL217C
1467	OG0001467	maker-scaffold_2-snap-gene-8.125-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.125&CDS=1-570	YPL218W
1468	OG0001468	maker-scaffold_2-snap-gene-8.122-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.122&CDS=1-2640	YGL137W
1469	OG0001469	maker-scaffold_2-snap-gene-8.126-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.126&CDS=1-969	YGL136C
1470	OG0001470	snap_masked-scaffold_2-processed-gene-8.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.29&CDS=1-747	YPR037C
1471	OG0001471	snap_masked-scaffold_2-processed-gene-8.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.16&CDS=1-876	YPR040W
1472	OG0001472	snap_masked-scaffold_2-processed-gene-8.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.30&CDS=1-885	YJR088C
1473	OG0001473	augustus_masked-scaffold_2-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.94&CDS=1-918	YPL215W
1474	OG0001474	snap_masked-scaffold_2-processed-gene-8.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.31&CDS=1-1644	YPL214C
1475	OG0001475	snap_masked-scaffold_2-processed-gene-8.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.17&CDS=1-714	YPL213W
1476	OG0001476	snap_masked-scaffold_2-processed-gene-8.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.32&CDS=1-5502	YGL131C
1477	OG0001477	snap_masked-scaffold_2-processed-gene-8.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.18&CDS=1-1194	YPR041W
1478	OG0001478	snap_masked-scaffold_2-processed-gene-8.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.35&CDS=1-1836	YER130C
1479	OG0001479	snap_masked-scaffold_2-processed-gene-8.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.22&CDS=1-3000	YJR090C
1480	OG0001480	augustus_masked-scaffold_2-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.53&CDS=1-651	YGL183C
1481	OG0001481	snap_masked-scaffold_2-processed-gene-9.1-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.1&CDS=1-3075	YGL180W
1482	OG0001482	snap_masked-scaffold_2-processed-gene-9.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.2&CDS=1-1068	YGR159C
1483	OG0001483	maker-scaffold_2-snap-gene-9.93-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.93&CDS=1-606	YNL090W
1484	OG0001484	augustus_masked-scaffold_2-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.54&CDS=1-4605	YNL091W
1485	OG0001485	maker-scaffold_2-snap-gene-9.94-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.94&CDS=1-2391	YMR167W
1486	OG0001486	snap_masked-scaffold_2-processed-gene-9.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.6&CDS=1-939	YDL105W
1487	OG0001487	snap_masked-scaffold_2-processed-gene-9.28-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.28&CDS=1-681	YKR043C
1488	OG0001488	snap_masked-scaffold_2-processed-gene-9.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.29&CDS=1-2163	YOR243C
1489	OG0001489	snap_masked-scaffold_2-processed-gene-9.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.31&CDS=1-1548	YOR056C
1490	OG0001490	maker-scaffold_2-snap-gene-9.89-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.89&CDS=1-1113	YOR057W
1491	OG0001491	snap_masked-scaffold_2-processed-gene-9.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.32&CDS=1-1461	YGR005C
1492	OG0001492	snap_masked-scaffold_2-processed-gene-9.11-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.11&CDS=1-978	YGR006W
1493	OG0001493	snap_masked-scaffold_2-processed-gene-9.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.33&CDS=1-2625	YOR058C
1494	OG0001494	augustus_masked-scaffold_2-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.61&CDS=1-945	YMR289W
1495	OG0001495	snap_masked-scaffold_2-processed-gene-9.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.35&CDS=1-456	YOR298C-A
1496	OG0001496	snap_masked-scaffold_2-processed-gene-9.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.13&CDS=1-1875	YGL017W
1497	OG0001497	snap_masked-scaffold_2-processed-gene-9.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.36&CDS=1-1158	YKR071C
1498	OG0001498	snap_masked-scaffold_2-processed-gene-9.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.15&CDS=1-1602	YGL215W
1499	OG0001499	snap_masked-scaffold_2-processed-gene-9.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.41&CDS=1-3120	YKR050W
1500	OG0001500	snap_masked-scaffold_2-processed-gene-9.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.19&CDS=1-1029	YKL095W
1501	OG0001501	snap_masked-scaffold_2-processed-gene-9.42-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.42&CDS=1-2070	YMR044W
1502	OG0001502	maker-scaffold_2-snap-gene-9.91-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.91&CDS=1-693	YNL024C
1503	OG0001503	maker-scaffold_2-snap-gene-9.92-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.92&CDS=1-6189	YBL088C
1504	OG0001504	snap_masked-scaffold_2-processed-gene-10.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.2&CDS=1-735	YIL093C
1505	OG0001505	maker-scaffold_2-augustus-gene-10.52-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.52&CDS=1-210	YNL024C-A
1506	OG0001506	snap_masked-scaffold_2-processed-gene-10.3-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.3&CDS=1-2193	YIL091C
1507	OG0001507	snap_masked-scaffold_2-processed-gene-10.1-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.1&CDS=1-1521	YIL090W
1508	OG0001508	snap_masked-scaffold_2-processed-gene-10.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.4&CDS=1-1104	YNL025C
1509	OG0001509	maker-scaffold_2-snap-gene-10.116-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.116&CDS=1-1158	YER118C
1510	OG0001510	snap_masked-scaffold_2-processed-gene-10.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.6&CDS=1-1842	YNL209W
1511	OG0001511	snap_masked-scaffold_2-processed-gene-10.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.35&CDS=1-936	YDL124W
1512	OG0001512	maker-scaffold_2-snap-gene-10.120-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.120&CDS=1-339	YFR049W
1513	OG0001513	snap_masked-scaffold_2-processed-gene-10.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.38&CDS=1-495	YHR059W
1514	OG0001514	maker-scaffold_2-snap-gene-10.111-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.111&CDS=1-1221	YOR245C
1515	OG0001515	snap_masked-scaffold_2-processed-gene-10.39-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.39&CDS=1-3231	YOL098C
1516	OG0001516	maker-scaffold_2-snap-gene-10.112-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.112&CDS=1-852	YHR058C
1517	OG0001517	maker-scaffold_2-snap-gene-10.113-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.113&CDS=1-1341	YNR029C
1518	OG0001518	snap_masked-scaffold_2-processed-gene-10.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.18&CDS=1-1719	YLR259C
1519	OG0001519	snap_masked-scaffold_2-processed-gene-10.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.19&CDS=1-408	YOL012C
1520	OG0001520	snap_masked-scaffold_2-processed-gene-10.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.20&CDS=1-1236	YDR019C
1521	OG0001521	snap_masked-scaffold_2-processed-gene-10.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.22&CDS=1-864	YBR039W
1522	OG0001522	snap_masked-scaffold_2-processed-gene-10.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.41&CDS=1-915	YBR042C
1523	OG0001523	snap_masked-scaffold_2-processed-gene-10.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.45&CDS=1-4794	YNL118C
1524	OG0001524	snap_masked-scaffold_2-processed-gene-10.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.27&CDS=1-933	YAL039C
1525	OG0001525	maker-scaffold_2-snap-gene-10.121-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.121&CDS=1-972	YHL013C
1526	OG0001526	snap_masked-scaffold_2-processed-gene-10.47-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.47&CDS=1-933	YOR043W
1527	OG0001527	snap_masked-scaffold_2-processed-gene-10.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.29&CDS=1-2220	YMR213W
1528	OG0001528	snap_masked-scaffold_2-processed-gene-10.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.30&CDS=1-537	YOR252W
1529	OG0001529	snap_masked-scaffold_2-processed-gene-11.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.80&CDS=1-1536	YPL097W
1530	OG0001530	snap_masked-scaffold_2-processed-gene-11.81-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.81&CDS=1-2340	YOR275C
1531	OG0001531	augustus_masked-scaffold_2-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.48&CDS=1-1575	YOR274W
1532	OG0001532	snap_masked-scaffold_2-processed-gene-11.85-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.85&CDS=1-1143	YLR130C
1533	OG0001533	snap_masked-scaffold_2-processed-gene-11.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.102&CDS=1-1002	YCR002C
1534	OG0001534	snap_masked-scaffold_2-processed-gene-11.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.87&CDS=1-534	YCR003W
