	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_lignosus
1582	OG0001582	YGL216W	-processed-gene-1.54-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-1.54&CDS=1-2754
1583	OG0001583	YGL220W	-processed-gene-6.78-mRNA-1_1&gene=snap_masked-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-6.78&CDS=1-258
1584	OG0001584	YGL221C	-processed-gene-7.103-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-7.103&CDS=1-822
1585	OG0001585	YGL225W	-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.31&CDS=1-1074
1586	OG0001586	YGL231C	-processed-gene-14.33-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-14.33&CDS=1-552
1587	OG0001587	YGL232W	-processed-gene-14.4-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-14.4&CDS=1-930
1588	OG0001588	YGL233W	-processed-gene-8.128-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-8.128&CDS=1-2601
1589	OG0001589	YGL234W	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.45&CDS=1-2394
1590	OG0001590	YGL236C	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.66&CDS=1-2082
1591	OG0001591	YGL237C	-processed-gene-2.53-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.53&CDS=1-753
1592	OG0001592	YGL238W	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.68&CDS=1-2967
1593	OG0001593	YGL240W	-processed-gene-2.48-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.48&CDS=1-1308
1594	OG0001594	YGL241W	-processed-gene-30.180-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-30.180&CDS=1-3120
1595	OG0001595	YGL242C	-processed-gene-30.181-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-30.181&CDS=1-576
1596	OG0001596	YGL243W	-processed-gene-30.144-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-30.144&CDS=1-1194
1597	OG0001597	YGL244W	-processed-gene-4.54-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-4.54&CDS=1-1710
1598	OG0001598	YGL245W	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-4.64&CDS=1-2172
1599	OG0001599	YGL246C	-processed-gene-4.63-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-4.63&CDS=1-1191
1600	OG0001600	YGL247W	-processed-gene-0.84-mRNA-1_1&gene=genemark-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-0.84&CDS=1-1386
1601	OG0001601	YGL248W	-processed-gene-16.120-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-16.120&CDS=1-1209
1602	OG0001602	YGL253W	-processed-gene-17.74-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-17.74&CDS=1-1446
1603	OG0001603	YGR001C	-processed-gene-7.98-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-7.98&CDS=1-735
1604	OG0001604	YGR002C	-processed-gene-6.4-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-6.4&CDS=1-1785
1605	OG0001605	YGR005C	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.8&CDS=1-1239
1606	OG0001606	YGR006W	-processed-gene-2.28-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.28&CDS=1-1053
1607	OG0001607	YGR007W	-processed-gene-2.3-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.3&CDS=1-1152
1608	OG0001608	YGR012W	-processed-gene-21.62-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-21.62&CDS=1-1176
1609	OG0001609	YGR013W	-processed-gene-21.51-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-21.51&CDS=1-1911
1610	OG0001610	YGR014W	-processed-gene-21.67-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-21.67&CDS=1-3813
1611	OG0001611	YGR017W	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-0.7&CDS=1-936
1612	OG0001612	YGR019W	-processed-gene-10.43-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-10.43&CDS=1-1413
1613	OG0001613	YGR020C	-processed-gene-10.39-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-10.39&CDS=1-375
1614	OG0001614	YGR021W	-processed-gene-10.65-mRNA-1_1&gene=snap_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-10.65&CDS=1-825
1615	OG0001615	YGR024C	-processed-gene-4.52-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-4.52&CDS=1-807
1616	OG0001616	YGR026W	-processed-gene-4.19-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-4.19&CDS=1-810
1617	OG0001617	YGR028W	-processed-gene-19.12-mRNA-1_1&gene=snap_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-19.12&CDS=1-1089
1618	OG0001618	YGR029W	-snap-gene-1.9-mRNA-1_1&gene=maker-gi|1002316368|dbj|BCGS01000005.1|-snap-gene-1.9&CDS=1-570
1619	OG0001619	YGR031W	-processed-gene-6.8-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-6.8&CDS=1-1038
1620	OG0001620	YGR032W	-processed-gene-17.39-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-17.39&CDS=1-5685
1621	OG0001621	YGR033C	-processed-gene-17.20-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-17.20&CDS=1-867
1622	OG0001622	YGR036C	-processed-gene-17.17-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-17.17&CDS=1-708
1623	OG0001623	YGR037C	-processed-gene-5.2-mRNA-1_1&gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-5.2&CDS=1-258
1624	OG0001624	YGR044C	-processed-gene-23.71-mRNA-1_1&gene=augustus_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-23.71&CDS=1-1737
1625	OG0001625	YGR046W	-processed-gene-16.109-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-16.109&CDS=1-1287
1626	OG0001626	YGR047C	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-4.86&CDS=1-2946
1627	OG0001627	YGR048W	-processed-gene-17.49-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.49&CDS=1-1077
1628	OG0001628	YGR052W	-processed-gene-6.87-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-6.87&CDS=1-1590
1629	OG0001629	YGR053C	-processed-gene-6.100-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-6.100&CDS=1-1008
1630	OG0001630	YGR054W	-processed-gene-18.66-mRNA-1_1&gene=snap_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-18.66&CDS=1-2904
1631	OG0001631	YGR055W	-processed-gene-7.88-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-7.88&CDS=1-1653
1632	OG0001632	YGR057C	-processed-gene-4.56-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-4.56&CDS=1-675
1633	OG0001633	YGR058W	-processed-gene-15.72-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-15.72&CDS=1-1254
1634	OG0001634	YGR060W	-processed-gene-14.63-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-14.63&CDS=1-990
1635	OG0001635	YGR061C	-processed-gene-16.2-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-16.2&CDS=1-4038
1636	OG0001636	YGR062C	-processed-gene-6.89-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.89&CDS=1-909
1637	OG0001637	YGR063C	-processed-gene-6.102-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.102&CDS=1-336
1638	OG0001638	YGR074W	-processed-gene-1.171-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.171&CDS=1-381
1639	OG0001639	YGR076C	-processed-gene-1.135-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.135&CDS=1-468
1640	OG0001640	YGR080W	-processed-gene-6.44-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-6.44&CDS=1-1095
1641	OG0001641	YGR082W	-processed-gene-18.13-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-18.13&CDS=1-510
1642	OG0001642	YGR083C	-processed-gene-2.84-mRNA-1_1&gene=genemark-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-2.84&CDS=1-1614
1643	OG0001643	YGR086C	-processed-gene-6.42-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-6.42&CDS=1-933
1644	OG0001644	YGR090W	-processed-gene-13.80-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-13.80&CDS=1-3570
1645	OG0001645	YGR091W	-processed-gene-6.49-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-6.49&CDS=1-1668
1646	OG0001646	YGR093W	-processed-gene-19.7-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.7&CDS=1-1536
1647	OG0001647	YGR094W	-processed-gene-6.50-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-6.50&CDS=1-3153
1648	OG0001648	YGR095C	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-6.68&CDS=1-672
1649	OG0001649	YGR096W	-processed-gene-7.1-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-7.1&CDS=1-912
1650	OG0001650	YGR098C	-processed-gene-26.86-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-26.86&CDS=1-4830
1651	OG0001651	YGR099W	-processed-gene-30.185-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-30.185&CDS=1-2523
1652	OG0001652	YGR100W	-processed-gene-8.27-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-8.27&CDS=1-2850
1653	OG0001653	YGR103W	-processed-gene-12.13-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-12.13&CDS=1-1797
1654	OG0001654	YGR104C	-processed-gene-12.35-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-12.35&CDS=1-1131
1655	OG0001655	YGR105W	-processed-gene-12.36-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-12.36&CDS=1-240
1656	OG0001656	YGR110W	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-5.56&CDS=1-1416
1657	OG0001657	YGR112W	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-3.98&CDS=1-1197
1658	OG0001658	YGR116W	-processed-gene-11.19-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-11.19&CDS=1-4332
1659	OG0001659	YGR117C	-processed-gene-15.76-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-15.76&CDS=1-1332
1660	OG0001660	YGR119C	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-2.50&CDS=1-1911
1661	OG0001661	YGR123C	-processed-gene-29.32-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-29.32&CDS=1-1851
1662	OG0001662	YGR124W	-processed-gene-14.44-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-14.44&CDS=1-1728
1663	OG0001663	YGR125W	-processed-gene-19.111-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-19.111&CDS=1-3219
1664	OG0001664	YGR127W	-snap-gene-0.29-mRNA-1_1&gene=maker-gi|1002316368|dbj|BCGS01000005.1|-snap-gene-0.29&CDS=1-1062
1665	OG0001665	YGR128C	-processed-gene-16.66-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-16.66&CDS=1-2244
1666	OG0001666	YGR129W	-processed-gene-11.20-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-11.20&CDS=1-660
1667	OG0001667	YGR132C	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-2.11&CDS=1-846
1668	OG0001668	YGR135W	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-2.13&CDS=1-759
1669	OG0001669	YGR140W	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-5.46&CDS=1-1848
1670	OG0001670	YGR144W	-snap-gene-3.59-mRNA-1_1&gene=maker-gi|1002316366|dbj|BCGS01000007.1|-snap-gene-3.59&CDS=1-1614
1671	OG0001671	YGR145W	-processed-gene-10.27-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-10.27&CDS=1-2085
1672	OG0001672	YGR147C	-processed-gene-2.12-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-2.12&CDS=1-711
1673	OG0001673	YGR149W	-snap-gene-5.0-mRNA-1_1&gene=maker-gi|1002316366|dbj|BCGS01000007.1|-snap-gene-5.0&CDS=1-2421
1674	OG0001674	YGR150C	-processed-gene-20.44-mRNA-1_1&gene=augustus_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-20.44&CDS=1-2259
1675	OG0001675	YGR152C	-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-3.101&CDS=1-774
1676	OG0001676	YGR155W	-processed-gene-19.6-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.6&CDS=1-1485
1677	OG0001677	YGR157W	-processed-gene-1.76-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-1.76&CDS=1-2688
1678	OG0001678	YGR158C	-processed-gene-1.65-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-1.65&CDS=1-894
1679	OG0001679	YGR159C	-processed-gene-16.124-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-16.124&CDS=1-1407
1680	OG0001680	YGR163W	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-1.50&CDS=1-1197
1681	OG0001681	YGR165W	-processed-gene-13.87-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-13.87&CDS=1-972
1682	OG0001682	YGR166W	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-1.14&CDS=1-2070
1683	OG0001683	YGR167W	-processed-gene-13.81-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-13.81&CDS=1-654
1684	OG0001684	YGR170W	-processed-gene-6.100-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.100&CDS=1-3453
1685	OG0001685	YGR172C	-processed-gene-6.86-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.86&CDS=1-747
1686	OG0001686	YGR173W	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.79&CDS=1-1101
1687	OG0001687	YGR174C	-processed-gene-14.77-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-14.77&CDS=1-444
1688	OG0001688	YGR175C	-snap-gene-15.47-mRNA-1_1&gene=maker-gi|1002316371|dbj|BCGS01000002.1|-snap-gene-15.47&CDS=1-3657
1689	OG0001689	YGR177C, YOR377W	
1690	OG0001690	YGR178C	-processed-gene-16.58-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-16.58&CDS=1-2688
1691	OG0001691	YGR181W	-processed-gene-10.30-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.30&CDS=1-303
1692	OG0001692	YGR184C	-processed-gene-11.4-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-11.4&CDS=1-5517
1693	OG0001693	YGR185C	-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-11.49&CDS=1-1218
1694	OG0001694	YGR186W	-processed-gene-10.18-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.18&CDS=1-1839
1695	OG0001695	YGR187C	-processed-gene-10.36-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.36&CDS=1-1095
1696	OG0001696	YGR188C	-processed-gene-10.8-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.8&CDS=1-2763
1697	OG0001697	YGR189C	-processed-gene-11.7-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-11.7&CDS=1-1413
1698	OG0001698	YGR193C	-processed-gene-11.24-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.24&CDS=1-1296
1699	OG0001699	YGR194C	-processed-gene-9.87-mRNA-1_1&gene=snap_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-9.87&CDS=1-1869
1700	OG0001700	YGR195W	-processed-gene-10.33-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.33&CDS=1-735
1701	OG0001701	YGR198W	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-0.15&CDS=1-3060
1702	OG0001702	YGR200C	-processed-gene-13.80-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-13.80&CDS=1-2442
1703	OG0001703	YGR202C	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-1.16&CDS=1-1425
1704	OG0001704	YGR203W	-processed-gene-1.5-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-1.5&CDS=1-453
1705	OG0001705	YGR205W	-processed-gene-5.63-mRNA-1_1&gene=snap_masked-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-5.63&CDS=1-882
1706	OG0001706	YGR207C	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-5.20&CDS=1-765
1707	OG0001707	YGR208W	-processed-gene-17.47-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.47&CDS=1-918
1708	OG0001708	YGR210C	-processed-gene-3.87-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-3.87&CDS=1-1239
1709	OG0001709	YGR211W	-processed-gene-25.18-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-25.18&CDS=1-1503
1710	OG0001710	YGR215W	-processed-gene-25.17-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-25.17&CDS=1-312
1711	OG0001711	YGR216C	-processed-gene-4.99-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-4.99&CDS=1-1926
1712	OG0001712	YGR217W	-processed-gene-25.4-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-25.4&CDS=1-7248
1713	OG0001713	YGR218W	-processed-gene-6.25-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-6.25&CDS=1-3237
1714	OG0001714	YGR220C	-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-6.39&CDS=1-849
1715	OG0001715	YGR222W	-processed-gene-9.9-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-9.9&CDS=1-1104
1716	OG0001716	YGR223C	-processed-gene-9.17-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-9.17&CDS=1-1479
1717	OG0001717	YGR225W	-processed-gene-4.30-mRNA-1_1&gene=snap_masked-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-4.30&CDS=1-1497
1718	OG0001718	YGR227W	-processed-gene-4.83-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-4.83&CDS=1-1392
1719	OG0001719	YGR229C	-processed-gene-4.96-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-4.96&CDS=1-1509
1720	OG0001720	YGR231C	-processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-4.82&CDS=1-906
1721	OG0001721	YGR233C	-processed-gene-6.11-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-6.11&CDS=1-3945
1722	OG0001722	YGR234W	-processed-gene-10.130-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-10.130&CDS=1-1230
1723	OG0001723	YGR235C	-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-1.97&CDS=1-1977
1724	OG0001724	YGR240C	-processed-gene-5.18-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-5.18&CDS=1-2949
1725	OG0001725	YGR244C	-processed-gene-13.110-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-13.110&CDS=1-1242
1726	OG0001726	YGR245C	-processed-gene-14.90-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-14.90&CDS=1-2292
1727	OG0001727	YGR246C	-processed-gene-14.91-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-14.91&CDS=1-1797
1728	OG0001728	YGR247W	-processed-gene-13.32-mRNA-1_1&gene=snap_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-13.32&CDS=1-804
1729	OG0001729	YGR251W	-processed-gene-5.35-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-5.35&CDS=1-630
1730	OG0001730	YGR252W	-processed-gene-13.108-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-13.108&CDS=1-1380
1731	OG0001731	YGR253C	-processed-gene-13.109-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-13.109&CDS=1-768
1732	OG0001732	YGR255C	-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-8.12&CDS=1-2376
1733	OG0001733	YGR256W	-processed-gene-11.25-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-11.25&CDS=1-1482
1734	OG0001734	YGR257C	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-1.11&CDS=1-1212
1735	OG0001735	YGR258C	-processed-gene-9.92-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-9.92&CDS=1-3120
1736	OG0001736	YGR260W	-processed-gene-15.93-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-15.93&CDS=1-1524
1737	OG0001737	YGR261C	-processed-gene-9.93-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-9.93&CDS=1-2403
1738	OG0001738	YGR262C	-processed-gene-6.91-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.91&CDS=1-786
1739	OG0001739	YGR264C	-processed-gene-6.12-mRNA-1_1&gene=snap_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.12&CDS=1-2262
1740	OG0001740	YGR266W	-processed-gene-5.31-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-5.31&CDS=1-2112
1741	OG0001741	YGR267C	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.84&CDS=1-825
1742	OG0001742	YGR268C	-processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.75&CDS=1-960
1743	OG0001743	YGR270W	-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.51&CDS=1-5739
1744	OG0001744	YGR271C-A	-processed-gene-6.80-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.80&CDS=1-693
1745	OG0001745	YGR271W	-processed-gene-6.98-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.98&CDS=1-5820
1746	OG0001746	YGR274C	-processed-gene-2.57-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.57&CDS=1-3525
1747	OG0001747	YGR276C	-processed-gene-2.72-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.72&CDS=1-1983
1748	OG0001748	YGR277C	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-4.10&CDS=1-915
