	OrthologID	Ogataea_polymorpha	Saccharomyces_cerevisiae
1553	OG0001553	genemark-scaffold_3-processed-gene-11.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.42&CDS=1-630	YDR002W
1554	OG0001554	augustus_masked-scaffold_3-processed-gene-11.168-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.168&CDS=1-6822	YLR384C
1555	OG0001555	genemark-scaffold_3-processed-gene-11.46-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.46&CDS=1-1113	YDR347W
1556	OG0001556	augustus_masked-scaffold_3-processed-gene-11.170-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.170&CDS=1-990	YDR404C
1557	OG0001557	genemark-scaffold_3-processed-gene-11.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.15&CDS=1-528	YOR150W
1558	OG0001558	genemark-scaffold_3-processed-gene-11.49-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.49&CDS=1-3825	YOR151C
1559	OG0001559	genemark-scaffold_3-processed-gene-11.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.16&CDS=1-747	YDR405W
1560	OG0001560	genemark-scaffold_3-processed-gene-11.51-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.51&CDS=1-1284	YOR155C
1561	OG0001561	genemark-scaffold_3-processed-gene-11.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.18&CDS=1-1458	YKL211C
1562	OG0001562	genemark-scaffold_3-processed-gene-11.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.19&CDS=1-801	YJL174W
1563	OG0001563	augustus_masked-scaffold_3-processed-gene-11.154-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.154&CDS=1-2370	YHR007C
1564	OG0001564	genemark-scaffold_3-processed-gene-11.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.53&CDS=1-933	YDR280W
1565	OG0001565	genemark-scaffold_3-processed-gene-11.54-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.54&CDS=1-912	YDR279W
1566	OG0001566	augustus_masked-scaffold_3-processed-gene-11.156-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.156&CDS=1-7188	YLR069C
1567	OG0001567	maker-scaffold_3-augustus-gene-11.189-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-11.189&CDS=1-1599	YML001W
1568	OG0001568	genemark-scaffold_3-processed-gene-11.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.57&CDS=1-603	YBR072W
1569	OG0001569	genemark-scaffold_3-processed-gene-11.29-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.29&CDS=1-1896	YNL054W
1570	OG0001570	genemark-scaffold_3-processed-gene-11.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.30&CDS=1-3105	YDL215C
1571	OG0001571	augustus_masked-scaffold_3-processed-gene-11.181-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.181&CDS=1-6144	YNL241C
1572	OG0001572	genemark-scaffold_3-processed-gene-11.31-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.31&CDS=1-1551	YBL061C
1573	OG0001573	genemark-scaffold_3-processed-gene-12.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.0&CDS=1-1086	YGR044C
1574	OG0001574	genemark-scaffold_3-processed-gene-12.1-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.1&CDS=1-678	YER100W
1575	OG0001575	snap_masked-scaffold_3-processed-gene-12.251-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.251&CDS=1-219	YBL071W-A
1576	OG0001576	genemark-scaffold_3-processed-gene-12.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.4&CDS=1-1515	YHR170W
1577	OG0001577	genemark-scaffold_3-processed-gene-12.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.8&CDS=1-1884	YHR171W
1578	OG0001578	snap_masked-scaffold_3-processed-gene-12.306-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.306&CDS=1-1647	YDR292C
1579	OG0001579	genemark-scaffold_3-processed-gene-12.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.9&CDS=1-1284	YHR169W
1580	OG0001580	genemark-scaffold_3-processed-gene-12.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.62&CDS=1-2223	YGR245C
1581	OG0001581	genemark-scaffold_3-processed-gene-12.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.10&CDS=1-2337	YHR172W
1582	OG0001582	genemark-scaffold_3-processed-gene-12.63-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.63&CDS=1-1578	YHR168W
1583	OG0001583	genemark-scaffold_3-processed-gene-12.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.64&CDS=1-1701	YOR128C
1584	OG0001584	genemark-scaffold_3-processed-gene-12.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.66&CDS=1-2304	YOR195W
1585	OG0001585	augustus_masked-scaffold_3-processed-gene-12.129-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.129&CDS=1-1248	YOR194C
1586	OG0001586	genemark-scaffold_3-processed-gene-12.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.67&CDS=1-1263	YGR285C
1587	OG0001587	genemark-scaffold_3-processed-gene-12.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.13&CDS=1-753	YMR312W
1588	OG0001588	snap_masked-scaffold_3-processed-gene-12.312-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.312&CDS=1-1638	YMR313C
1589	OG0001589	genemark-scaffold_3-processed-gene-12.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.14&CDS=1-582	YER012W
1590	OG0001590	augustus_masked-scaffold_3-processed-gene-12.177-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.177&CDS=1-2544	YIL061C
1591	OG0001591	augustus_masked-scaffold_3-processed-gene-12.132-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.132&CDS=1-5028	YCL054W
1592	OG0001592	maker-scaffold_3-snap-gene-12.216-mRNA-1_1&gene=maker-scaffold_3-snap-gene-12.216&CDS=1-4158	YER157W
1593	OG0001593	genemark-scaffold_3-processed-gene-12.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.72&CDS=1-213	YDR079C-A
1594	OG0001594	augustus_masked-scaffold_3-processed-gene-12.134-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.134&CDS=1-3993	YDR080W
1595	OG0001595	genemark-scaffold_3-processed-gene-12.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.73&CDS=1-561	YDR084C
1596	OG0001596	genemark-scaffold_3-processed-gene-12.74-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.74&CDS=1-282	YDR079W
1597	OG0001597	maker-scaffold_3-augustus-gene-12.235-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-12.235&CDS=1-5973	YER156C
1598	OG0001598	augustus_masked-scaffold_3-processed-gene-12.136-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.136&CDS=1-603	YIR032C
1599	OG0001599	genemark-scaffold_3-processed-gene-12.76-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.76&CDS=1-834	YMR314W
1600	OG0001600	genemark-scaffold_3-processed-gene-12.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.25&CDS=1-420	YJR044C
1601	OG0001601	genemark-scaffold_3-processed-gene-12.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.77&CDS=1-372	YDR511W
1602	OG0001602	genemark-scaffold_3-processed-gene-12.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.27&CDS=1-1035	YGR111W
1603	OG0001603	genemark-scaffold_3-processed-gene-12.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.78&CDS=1-543	YCR043C
1604	OG0001604	augustus_masked-scaffold_3-processed-gene-12.186-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.186&CDS=1-1896	YNL064C
1605	OG0001605	augustus_masked-scaffold_3-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.140&CDS=1-1806	YGR007W
1606	OG0001606	genemark-scaffold_3-processed-gene-12.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.30&CDS=1-594	YOR028C
1607	OG0001607	genemark-scaffold_3-processed-gene-12.31-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.31&CDS=1-2037	YJR098C
1608	OG0001608	snap_masked-scaffold_3-processed-gene-12.325-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.325&CDS=1-465	YJR097W
1609	OG0001609	genemark-scaffold_3-processed-gene-12.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.32&CDS=1-1194	YNL248C
1610	OG0001610	genemark-scaffold_3-processed-gene-12.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.85&CDS=1-1767	YCR061W
1611	OG0001611	genemark-scaffold_3-processed-gene-12.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.33&CDS=1-606	YMR311C
1612	OG0001612	augustus_masked-scaffold_3-processed-gene-12.191-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.191&CDS=1-2244	YBR234C
1613	OG0001613	genemark-scaffold_3-processed-gene-12.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.36&CDS=1-894	YGL126W
1614	OG0001614	augustus_masked-scaffold_3-processed-gene-12.192-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.192&CDS=1-1946	YBR220C
1615	OG0001615	genemark-scaffold_3-processed-gene-12.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.93&CDS=1-3525	YGL062W
1616	OG0001616	genemark-scaffold_3-processed-gene-12.94-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.94&CDS=1-1443	YLR359W
1617	OG0001617	genemark-scaffold_3-processed-gene-12.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.38&CDS=1-750	YGR026W
1618	OG0001618	maker-scaffold_3-snap-gene-12.228-mRNA-1_1&gene=maker-scaffold_3-snap-gene-12.228&CDS=1-3594	YPL128C
1619	OG0001619	snap_masked-scaffold_3-processed-gene-12.283-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.283&CDS=1-2169	YLR274W
1620	OG0001620	genemark-scaffold_3-processed-gene-12.100-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.100&CDS=1-1386	YFR006W
1621	OG0001621	genemark-scaffold_3-processed-gene-12.41-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.41&CDS=1-1275	YFR005C
1622	OG0001622	genemark-scaffold_3-processed-gene-12.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.42&CDS=1-1677	YCL038C
1623	OG0001623	snap_masked-scaffold_3-processed-gene-12.343-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.343&CDS=1-1731	YCL039W
1624	OG0001624	genemark-scaffold_3-processed-gene-12.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.43&CDS=1-1545	YCL043C
1625	OG0001625	genemark-scaffold_3-processed-gene-12.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.103&CDS=1-1140	YGL169W
1626	OG0001626	genemark-scaffold_3-processed-gene-12.44-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.44&CDS=1-1170	YDR517W
1627	OG0001627	genemark-scaffold_3-processed-gene-12.104-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.104&CDS=1-504	YGR036C
1628	OG0001628	snap_masked-scaffold_3-processed-gene-12.289-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.289&CDS=1-2286	YGR099W
1629	OG0001629	genemark-scaffold_3-processed-gene-12.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.105&CDS=1-864	YJR096W
1630	OG0001630	genemark-scaffold_3-processed-gene-12.46-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.46&CDS=1-1497	YKL217W
1631	OG0001631	augustus_masked-scaffold_4-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.71&CDS=1-3864	YGR187C
1632	OG0001632	maker-scaffold_4-snap-gene-0.6-mRNA-1_1&gene=maker-scaffold_4-snap-gene-0.6&CDS=1-252	YGR183C
1633	OG0001633	maker-scaffold_4-snap-gene-0.7-mRNA-1_1&gene=maker-scaffold_4-snap-gene-0.7&CDS=1-2709	YGL078C
1634	OG0001634	genemark-scaffold_4-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.44&CDS=1-2412	YLL005C
1635	OG0001635	augustus_masked-scaffold_4-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.73&CDS=1-648	YPL196W
1636	OG0001636	genemark-scaffold_4-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.20&CDS=1-2103	YJL012C
1637	OG0001637	snap_masked-scaffold_4-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.116&CDS=1-1002	YLL006W
1638	OG0001638	augustus_masked-scaffold_4-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.95&CDS=1-1572	YHR187W
1639	OG0001639	snap_masked-scaffold_4-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.117&CDS=1-3018	YGR258C
1640	OG0001640	genemark-scaffold_4-processed-gene-0.48-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.48&CDS=1-1518	YGR202C
1641	OG0001641	augustus_masked-scaffold_4-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.77&CDS=1-4881	YGR261C
1642	OG0001642	genemark-scaffold_4-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.27&CDS=1-1332	YML126C
1643	OG0001643	genemark-scaffold_4-processed-gene-0.49-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.49&CDS=1-750	YMR200W
1644	OG0001644	augustus_masked-scaffold_4-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.79&CDS=1-4455	YMR288W
1645	OG0001645	genemark-scaffold_4-processed-gene-0.50-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.50&CDS=1-780	YPL129W
1646	OG0001646	augustus_masked-scaffold_4-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.80&CDS=1-2205	YDR188W
1647	OG0001647	augustus_masked-scaffold_4-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.81&CDS=1-1005	YBL078C
1648	OG0001648	genemark-scaffold_4-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.15&CDS=1-1452	YBL080C
1649	OG0001649	genemark-scaffold_4-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.18&CDS=1-1035	YOL041C
1650	OG0001650	genemark-scaffold_4-processed-gene-1.44-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.44&CDS=1-420	YOL040C
1651	OG0001651	augustus_masked-scaffold_4-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.90&CDS=1-2847	YNL141W
1652	OG0001652	augustus_masked-scaffold_4-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.110&CDS=1-2652	YLR005W
1653	OG0001653	genemark-scaffold_4-processed-gene-1.22-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.22&CDS=1-1833	YJL010C
1654	OG0001654	genemark-scaffold_4-processed-gene-1.23-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.23&CDS=1-2025	YHR084W
1655	OG0001655	genemark-scaffold_4-processed-gene-1.47-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.47&CDS=1-1965	YLR002C
1656	OG0001656	augustus_masked-scaffold_4-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.94&CDS=1-1035	YGR193C
1657	OG0001657	genemark-scaffold_4-processed-gene-1.51-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.51&CDS=1-702	YBR035C
1658	OG0001658	snap_masked-scaffold_4-processed-gene-1.174-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.174&CDS=1-312	YBR091C
1659	OG0001659	genemark-scaffold_4-processed-gene-1.53-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.53&CDS=1-1509	YMR239C
1660	OG0001660	genemark-scaffold_4-processed-gene-1.54-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.54&CDS=1-1395	YMR240C
1661	OG0001661	genemark-scaffold_4-processed-gene-1.34-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.34&CDS=1-774	YOR305W
1662	OG0001662	genemark-scaffold_4-processed-gene-1.56-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.56&CDS=1-1473	YBR255W
1663	OG0001663	genemark-scaffold_4-processed-gene-1.37-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.37&CDS=1-426	YBR254C
1664	OG0001664	augustus_masked-scaffold_4-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.105&CDS=1-2292	YKR056W
1665	OG0001665	genemark-scaffold_4-processed-gene-1.64-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.64&CDS=1-1932	YKL054C
1666	OG0001666	augustus_masked-scaffold_4-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.127&CDS=1-2331	YKL060C
1667	OG0001667	maker-scaffold_4-snap-gene-1.8-mRNA-1_1&gene=maker-scaffold_4-snap-gene-1.8&CDS=1-4272	YOR211C
1668	OG0001668	genemark-scaffold_4-processed-gene-1.43-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.43&CDS=1-669	YJR056C
1669	OG0001669	augustus_masked-scaffold_4-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.84&CDS=1-7440	YBR034C
1670	OG0001670	maker-scaffold_4-snap-gene-2.77-mRNA-1_1&gene=maker-scaffold_4-snap-gene-2.77&CDS=1-4806	YBL104C
1671	OG0001671	genemark-scaffold_4-processed-gene-2.140-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.140&CDS=1-3135	YJL050W
1672	OG0001672	genemark-scaffold_4-processed-gene-2.164-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.164&CDS=1-1281	YBR272C
1673	OG0001673	snap_masked-scaffold_4-processed-gene-2.39-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.39&CDS=1-951	YHR144C
1674	OG0001674	genemark-scaffold_4-processed-gene-2.166-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.166&CDS=1-3741	YPL006W
1675	OG0001675	genemark-scaffold_4-processed-gene-2.143-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.143&CDS=1-1821	YML042W
1676	OG0001676	snap_masked-scaffold_4-processed-gene-2.41-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.41&CDS=1-1701	YLR055C
1677	OG0001677	maker-scaffold_4-augustus-gene-2.65-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.65&CDS=1-1455	YFL028C
1678	OG0001678	snap_masked-scaffold_4-processed-gene-2.42-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.42&CDS=1-264	YKL053C-A
1679	OG0001679	maker-scaffold_4-snap-gene-2.78-mRNA-1_1&gene=maker-scaffold_4-snap-gene-2.78&CDS=1-1803	YLR056W
1680	OG0001680	genemark-scaffold_4-processed-gene-2.171-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.171&CDS=1-2193	YIL140W
1681	OG0001681	genemark-scaffold_4-processed-gene-2.149-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.149&CDS=1-3120	YFL025C
1682	OG0001682	augustus_masked-scaffold_4-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.94&CDS=1-3375	YNL082W
1683	OG0001683	genemark-scaffold_4-processed-gene-2.152-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.152&CDS=1-606	YBL049W
1684	OG0001684	maker-scaffold_4-snap-gene-2.79-mRNA-1_1&gene=maker-scaffold_4-snap-gene-2.79&CDS=1-3447	YER069W
1685	OG0001685	genemark-scaffold_4-processed-gene-2.153-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.153&CDS=1-489	YGL242C
1686	OG0001686	snap_masked-scaffold_4-processed-gene-2.49-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.49&CDS=1-1515	YML096W
1687	OG0001687	snap_masked-scaffold_4-processed-gene-2.26-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.26&CDS=1-972	YML121W
1688	OG0001688	augustus_masked-scaffold_4-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.118&CDS=1-4728	YHR042W
1689	OG0001689	maker-scaffold_4-augustus-gene-2.69-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.69&CDS=1-1269	YGR144W
1690	OG0001690	augustus_masked-scaffold_4-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.98&CDS=1-2736	YNL142W
1691	OG0001691	snap_masked-scaffold_4-processed-gene-2.30-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.30&CDS=1-3048	YLR240W
1692	OG0001692	snap_masked-scaffold_4-processed-gene-2.54-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.54&CDS=1-1869	YDR332W
1693	OG0001693	snap_masked-scaffold_4-processed-gene-2.31-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.31&CDS=1-1128	YDR331W
1694	OG0001694	snap_masked-scaffold_4-processed-gene-2.55-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.55&CDS=1-1287	YFL027C
1695	OG0001695	snap_masked-scaffold_4-processed-gene-2.56-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.56&CDS=1-2409	YMR302C
1696	OG0001696	genemark-scaffold_4-processed-gene-2.185-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.185&CDS=1-1677	YJR064W
1697	OG0001697	snap_masked-scaffold_4-processed-gene-2.34-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.34&CDS=1-369	YJR063W
1698	OG0001698	genemark-scaffold_4-processed-gene-2.186-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.186&CDS=1-933	YJR070C
1699	OG0001699	augustus_masked-scaffold_4-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.104&CDS=1-1722	YKL206C
1700	OG0001700	snap_masked-scaffold_4-processed-gene-2.59-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.59&CDS=1-1038	YJR068W
1701	OG0001701	genemark-scaffold_4-processed-gene-2.163-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.163&CDS=1-453	YBR278W
1702	OG0001702	augustus_masked-scaffold_4-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.126&CDS=1-3306	YBR276C
1703	OG0001703	maker-scaffold_4-snap-gene-2.81-mRNA-1_1&gene=maker-scaffold_4-snap-gene-2.81&CDS=1-3522	YKL205W
1704	OG0001704	genemark-scaffold_4-processed-gene-3.119-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.119&CDS=1-1044	YNR041C
1705	OG0001705	maker-scaffold_4-snap-gene-3.186-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.186&CDS=1-2256	YLR290C
1706	OG0001706	augustus_masked-scaffold_4-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.1&CDS=1-993	YOR163W
1707	OG0001707	augustus_masked-scaffold_4-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.6&CDS=1-2046	YOR164C
1708	OG0001708	genemark-scaffold_4-processed-gene-3.122-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.122&CDS=1-2268	YOR165W
1709	OG0001709	snap_masked-scaffold_4-processed-gene-3.70-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.70&CDS=1-1365	YBR213W
1710	OG0001710	genemark-scaffold_4-processed-gene-3.160-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.160&CDS=1-411	YGL054C
1711	OG0001711	maker-scaffold_4-snap-gene-3.180-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.180&CDS=1-1656	YLR287C
1712	OG0001712	genemark-scaffold_4-processed-gene-3.161-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.161&CDS=1-1797	YOR181W
1713	OG0001713	maker-scaffold_4-snap-gene-3.181-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.181&CDS=1-789	YLR262C
1714	OG0001714	genemark-scaffold_4-processed-gene-3.162-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.162&CDS=1-1269	YJL060W
1715	OG0001715	genemark-scaffold_4-processed-gene-3.135-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.135&CDS=1-1038	YML043C
1716	OG0001716	genemark-scaffold_4-processed-gene-3.136-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.136&CDS=1-1197	YOL013C
1717	OG0001717	snap_masked-scaffold_4-processed-gene-3.106-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.106&CDS=1-1860	YPR084W
1718	OG0001718	genemark-scaffold_4-processed-gene-3.169-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.169&CDS=1-2589	YDR324C
1719	OG0001719	snap_masked-scaffold_4-processed-gene-3.80-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.80&CDS=1-1428	YEL052W
