	OrthologID	Saccharomyces_cerevisiae	yHAB134_Kazachstania_turicensis
1749	OG0001749	YGL254W	maker-scf7180000049472-snap-gene-0.65-mRNA-1_1&gene=maker-scf7180000049472-snap-gene-0.65&CDS=1-1110
1750	OG0001750	YGL262W	genemark-scf7180000049530-processed-gene-1.20-mRNA-1_1&gene=genemark-scf7180000049530-processed-gene-1.20&CDS=1-777
1751	OG0001751	YGR001C	augustus_masked-scf7180000049588-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.45&CDS=1-735
1752	OG0001752	YGR002C	maker-scf7180000049588-snap-gene-1.90-mRNA-1_1&gene=maker-scf7180000049588-snap-gene-1.90&CDS=1-1842
1753	OG0001753	YGR005C	augustus_masked-scf7180000049588-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.26&CDS=1-1203
1754	OG0001754	YGR006W	augustus_masked-scf7180000049588-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.41&CDS=1-765
1755	OG0001755	YGR007W	augustus_masked-scf7180000049588-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.40&CDS=1-987
1756	OG0001756	YGR009C	maker-scf7180000049553-snap-gene-0.85-mRNA-1_1&gene=maker-scf7180000049553-snap-gene-0.85&CDS=1-2349
1757	OG0001757	YGR012W	augustus_masked-scf7180000049588-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.13&CDS=1-1665
1758	OG0001758	YGR013W	augustus_masked-scf7180000049527-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000049527-processed-gene-0.41&CDS=1-1800
1759	OG0001759	YGR015C	augustus_masked-scf7180000049588-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.31&CDS=1-855
1760	OG0001760	YGR016W	augustus_masked-scf7180000049588-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-2.15&CDS=1-555
1761	OG0001761	YGR019W	augustus_masked-scf7180000049553-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.41&CDS=1-1422
1762	OG0001762	YGR020C	augustus_masked-scf7180000049553-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.54&CDS=1-354
1763	OG0001763	YGR021W	snap_masked-scf7180000049553-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000049553-processed-gene-0.70&CDS=1-747
1764	OG0001764	YGR024C	augustus_masked-scf7180000049555-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.22&CDS=1-711
1765	OG0001765	YGR026W	augustus_masked-scf7180000049555-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.4&CDS=1-831
1766	OG0001766	YGR028W	augustus_masked-scf7180000049555-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.5&CDS=1-1092
1767	OG0001767	YGR029W	augustus_masked-scf7180000049498-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049498-processed-gene-0.10&CDS=1-552
1768	OG0001768	YGR031W	augustus_masked-scf7180000049555-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.8&CDS=1-906
1769	OG0001769	YGR033C	augustus_masked-scf7180000049555-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.25&CDS=1-675
1770	OG0001770	YGR037C	genemark-scf7180000049555-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000049555-processed-gene-0.60&CDS=1-915
1771	OG0001771	YGR038W	augustus_masked-scf7180000049555-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.11&CDS=1-723
1772	OG0001772	YGR040W	augustus_masked-scf7180000049583-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000049583-processed-gene-0.116&CDS=1-1065
1773	OG0001773	YGR042W	genemark-scf7180000049583-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000049583-processed-gene-0.178&CDS=1-822
1774	OG0001774	YGR044C	snap_masked-scf7180000049583-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000049583-processed-gene-0.16&CDS=1-1338
1775	OG0001775	YGR046W	augustus_masked-scf7180000049520-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.12&CDS=1-1164
1776	OG0001776	YGR048W	augustus_masked-scf7180000049497-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.34&CDS=1-1077
1777	OG0001777	YGR049W	augustus_masked-scf7180000049583-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scf7180000049583-processed-gene-0.114&CDS=1-558
1778	OG0001778	YGR053C	augustus_masked-scf7180000049583-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000049583-processed-gene-0.84&CDS=1-729
1779	OG0001779	YGR054W	augustus_masked-scf7180000049557-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000049557-processed-gene-0.42&CDS=1-1869
1780	OG0001780	YGR055W	snap_masked-scf7180000048663-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000048663-processed-gene-0.0&CDS=1-1086
1781	OG0001781	YGR057C	augustus_masked-scf7180000049515-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-0.17&CDS=1-723
1782	OG0001782	YGR058W	augustus_masked-scf7180000049515-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-0.5&CDS=1-1053
1783	OG0001783	YGR059W	augustus_masked-scf7180000049515-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-0.6&CDS=1-1626
1784	OG0001784	YGR060W	augustus_masked-scf7180000049515-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-0.7&CDS=1-927
1785	OG0001785	YGR061C	augustus_masked-scf7180000049515-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-0.18&CDS=1-4080
1786	OG0001786	YGR063C	maker-scf7180000049515-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000049515-augustus-gene-0.1&CDS=1-1209
1787	OG0001787	YGR065C	augustus_masked-scf7180000049515-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-0.20&CDS=1-1779
1788	OG0001788	YGR067C	snap_masked-scf7180000049515-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000049515-processed-gene-0.80&CDS=1-3111
1789	OG0001789	YGR068C	augustus_masked-scf7180000049515-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049515-processed-gene-0.22&CDS=1-2016
1790	OG0001790	YGR072W	augustus_masked-scf7180000049514-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.100&CDS=1-1308
1791	OG0001791	YGR074W	augustus_masked-scf7180000049582-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-scf7180000049582-processed-gene-2.38&CDS=1-429
1792	OG0001792	YGR075C	genemark-scf7180000049514-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000049514-processed-gene-0.80&CDS=1-660
1793	OG0001793	YGR078C	maker-scf7180000049582-augustus-gene-2.8-mRNA-1_1&gene=maker-scf7180000049582-augustus-gene-2.8&CDS=1-1026
1794	OG0001794	YGR079W	augustus_masked-scf7180000049489-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.52&CDS=1-1020
1795	OG0001795	YGR080W	augustus_masked-scf7180000049489-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.53&CDS=1-975
1796	OG0001796	YGR081C	augustus_masked-scf7180000049489-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.75&CDS=1-633
1797	OG0001797	YGR082W	augustus_masked-scf7180000049489-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.54&CDS=1-513
1798	OG0001798	YGR083C	maker-scf7180000049489-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000049489-snap-gene-0.1&CDS=1-1740
1799	OG0001799	YGR084C	augustus_masked-scf7180000049489-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.77&CDS=1-945
1800	OG0001800	YGR086C	augustus_masked-scf7180000049489-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.78&CDS=1-1035
1801	OG0001801	YGR089W	augustus_masked-scf7180000049489-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.55&CDS=1-2178
1802	OG0001802	YGR090W	augustus_masked-scf7180000049489-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.56&CDS=1-3645
1803	OG0001803	YGR091W	augustus_masked-scf7180000049489-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.57&CDS=1-1419
1804	OG0001804	YGR092W	augustus_masked-scf7180000049489-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.58&CDS=1-1746
1805	OG0001805	YGR093W	snap_masked-scf7180000049489-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000049489-processed-gene-0.14&CDS=1-1479
1806	OG0001806	YGR095C	genemark-scf7180000049489-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000049489-processed-gene-0.123&CDS=1-630
1807	OG0001807	YGR096W	genemark-scf7180000049489-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000049489-processed-gene-0.98&CDS=1-1020
1808	OG0001808	YGR097W	snap_masked-scf7180000049489-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000049489-processed-gene-0.17&CDS=1-3633
1809	OG0001809	YGR098C	snap_masked-scf7180000049489-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000049489-processed-gene-0.41&CDS=1-4017
1810	OG0001810	YGR099W	augustus_masked-scf7180000049489-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.61&CDS=1-1710
1811	OG0001811	YGR100W	augustus_masked-scf7180000049489-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.62&CDS=1-2853
1812	OG0001812	YGR101W	augustus_masked-scf7180000049489-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.63&CDS=1-1035
1813	OG0001813	YGR102C	augustus_masked-scf7180000049489-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.81&CDS=1-546
1814	OG0001814	YGR103W	maker-scf7180000049489-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000049489-snap-gene-0.0&CDS=1-2028
1815	OG0001815	YGR104C	augustus_masked-scf7180000049489-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.82&CDS=1-798
1816	OG0001816	YGR105W	augustus_masked-scf7180000049489-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.65&CDS=1-228
1817	OG0001817	YGR106C	augustus_masked-scf7180000049489-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000049489-processed-gene-0.83&CDS=1-792
1818	OG0001818	YGR110W	snap_masked-scf7180000049489-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000049489-processed-gene-0.23&CDS=1-1353
1819	OG0001819	YGR112W	maker-scf7180000049453-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000049453-augustus-gene-0.0&CDS=1-2142
1820	OG0001820	YGR113W	snap_masked-scf7180000049453-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000049453-processed-gene-0.18&CDS=1-1026
1821	OG0001821	YGR116W	augustus_masked-scf7180000049490-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000049490-processed-gene-0.95&CDS=1-4308
1822	OG0001822	YGR117C	augustus_masked-scf7180000049453-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049453-processed-gene-0.2&CDS=1-1419
1823	OG0001823	YGR119C	augustus_masked-scf7180000049579-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.195&CDS=1-1587
1824	OG0001824	YGR120C	snap_masked-scf7180000049453-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000049453-processed-gene-0.13&CDS=1-768
1825	OG0001825	YGR122W	snap_masked-scf7180000049519-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000049519-processed-gene-0.4&CDS=1-1239
1826	OG0001826	YGR125W	augustus_masked-scf7180000049519-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.25&CDS=1-3273
1827	OG0001827	YGR126W	augustus_masked-scf7180000049519-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.26&CDS=1-660
1828	OG0001828	YGR127W	augustus_masked-scf7180000049519-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.27&CDS=1-942
1829	OG0001829	YGR128C	augustus_masked-scf7180000049519-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.37&CDS=1-1851
1830	OG0001830	YGR129W	augustus_masked-scf7180000049519-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.28&CDS=1-507
1831	OG0001831	YGR130C	augustus_masked-scf7180000049519-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.38&CDS=1-2079
1832	OG0001832	YGR132C	maker-scf7180000049519-augustus-gene-0.42-mRNA-1_1&gene=maker-scf7180000049519-augustus-gene-0.42&CDS=1-810
1833	OG0001833	YGR133W	augustus_masked-scf7180000049519-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.30&CDS=1-438
1834	OG0001834	YGR134W	augustus_masked-scf7180000049519-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.31&CDS=1-3546
1835	OG0001835	YGR135W	augustus_masked-scf7180000049519-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000049519-processed-gene-0.32&CDS=1-756
1836	OG0001836	YGR141W	genemark-scf7180000049519-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000049519-processed-gene-0.55&CDS=1-1347
1837	OG0001837	YGR144W	augustus_masked-scf7180000049486-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000049486-processed-gene-0.29&CDS=1-972
1838	OG0001838	YGR145W	augustus_masked-scf7180000049553-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.51&CDS=1-2121
1839	OG0001839	YGR146C	snap_masked-scf7180000049553-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000049553-processed-gene-0.65&CDS=1-654
1840	OG0001840	YGR147C	augustus_masked-scf7180000049538-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-1.61&CDS=1-684
1841	OG0001841	YGR149W	augustus_masked-scf7180000049538-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-1.63&CDS=1-1320
1842	OG0001842	YGR150C	augustus_masked-scf7180000049538-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-1.59&CDS=1-2331
1843	OG0001843	YGR152C	augustus_masked-scf7180000049553-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.53&CDS=1-828
1844	OG0001844	YGR155W	augustus_masked-scf7180000049538-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-0.73&CDS=1-1503
1845	OG0001845	YGR156W	augustus_masked-scf7180000049538-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-0.74&CDS=1-1071
1846	OG0001846	YGR157W	augustus_masked-scf7180000049538-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000049538-processed-gene-0.75&CDS=1-2544
1847	OG0001847	YGR158C	snap_masked-scf7180000049490-processed-gene-0.123-mRNA-1_1&gene=snap_masked-scf7180000049490-processed-gene-0.123&CDS=1-759
1848	OG0001848	YGR159C	augustus_masked-scf7180000049490-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000049490-processed-gene-0.78&CDS=1-1275
1849	OG0001849	YGR161C	augustus_masked-scf7180000049580-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000049580-processed-gene-0.69&CDS=1-627
1850	OG0001850	YGR163W	augustus_masked-scf7180000049475-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049475-processed-gene-0.5&CDS=1-885
1851	OG0001851	YGR165W	augustus_masked-scf7180000049590-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-0.124&CDS=1-1041
1852	OG0001852	YGR166W	augustus_masked-scf7180000049590-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-0.123&CDS=1-1653
1853	OG0001853	YGR167W	augustus_masked-scf7180000049590-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-0.122&CDS=1-645
1854	OG0001854	YGR169C	maker-scf7180000049590-augustus-gene-0.88-mRNA-1_1&gene=maker-scf7180000049590-augustus-gene-0.88&CDS=1-1497
1855	OG0001855	YGR170W	augustus_masked-scf7180000049590-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-0.121&CDS=1-3627
1856	OG0001856	YGR171C	snap_masked-scf7180000049590-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000049590-processed-gene-0.16&CDS=1-1689
1857	OG0001857	YGR172C	augustus_masked-scf7180000049590-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-0.104&CDS=1-741
1858	OG0001858	YGR174C	augustus_masked-scf7180000049587-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000049587-processed-gene-0.80&CDS=1-438
1859	OG0001859	YGR175C	augustus_masked-scf7180000049587-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000049587-processed-gene-0.79&CDS=1-1497
1860	OG0001860	YGR177C	snap_masked-scf7180000049587-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000049587-processed-gene-0.8&CDS=1-1575
1861	OG0001861	YGR178C	snap_masked-scf7180000049587-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000049587-processed-gene-0.7&CDS=1-2301
1862	OG0001862	YGR180C	augustus_masked-scf7180000049587-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000049587-processed-gene-0.76&CDS=1-1053
1863	OG0001863	YGR181W	augustus_masked-scf7180000049587-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000049587-processed-gene-0.93&CDS=1-315
1864	OG0001864	YGR184C	snap_masked-scf7180000049587-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000049587-processed-gene-0.4&CDS=1-6075
1865	OG0001865	YGR185C	augustus_masked-scf7180000049563-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049563-processed-gene-0.31&CDS=1-1209
1866	OG0001866	YGR186W	augustus_masked-scf7180000049587-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000049587-processed-gene-0.92&CDS=1-2214
1867	OG0001867	YGR187C	augustus_masked-scf7180000049587-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000049587-processed-gene-0.74&CDS=1-1215
1868	OG0001868	YGR189C	augustus_masked-scf7180000049566-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-0.83&CDS=1-1293
1869	OG0001869	YGR191W	augustus_masked-scf7180000049533-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000049533-processed-gene-0.14&CDS=1-2775
1870	OG0001870	YGR195W	augustus_masked-scf7180000049566-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-0.99&CDS=1-744
1871	OG0001871	YGR198W	snap_masked-scf7180000049502-processed-gene-0.135-mRNA-1_1&gene=snap_masked-scf7180000049502-processed-gene-0.135&CDS=1-2358
1872	OG0001872	YGR199W	snap_masked-scf7180000049502-processed-gene-0.134-mRNA-1_1&gene=snap_masked-scf7180000049502-processed-gene-0.134&CDS=1-2196
1873	OG0001873	YGR200C	augustus_masked-scf7180000049502-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.60&CDS=1-2352
1874	OG0001874	YGR202C	snap_masked-scf7180000049566-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000049566-processed-gene-0.6&CDS=1-1329
1875	OG0001875	YGR203W	snap_masked-scf7180000049502-processed-gene-0.133-mRNA-1_1&gene=snap_masked-scf7180000049502-processed-gene-0.133&CDS=1-414
1876	OG0001876	YGR205W	snap_masked-scf7180000049502-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scf7180000049502-processed-gene-0.131&CDS=1-858
1877	OG0001877	YGR206W	maker-scf7180000049502-snap-gene-0.146-mRNA-1_1&gene=maker-scf7180000049502-snap-gene-0.146&CDS=1-303
1878	OG0001878	YGR207C	augustus_masked-scf7180000049502-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.58&CDS=1-762
1879	OG0001879	YGR208W	augustus_masked-scf7180000049502-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.79&CDS=1-894
1880	OG0001880	YGR210C	augustus_masked-scf7180000049502-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.56&CDS=1-1236
1881	OG0001881	YGR211W	augustus_masked-scf7180000049502-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.77&CDS=1-1434
1882	OG0001882	YGR212W	snap_masked-scf7180000049530-processed-gene-0.76-mRNA-1_1&gene=snap_masked-scf7180000049530-processed-gene-0.76&CDS=1-1491
1883	OG0001883	YGR213C	augustus_masked-scf7180000049530-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000049530-processed-gene-0.56&CDS=1-1008
1884	OG0001884	YGR215W	snap_masked-scf7180000049530-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000049530-processed-gene-0.78&CDS=1-318
1885	OG0001885	YGR216C	genemark-scf7180000049530-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000049530-processed-gene-0.26&CDS=1-1860
