	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034646_Wickerhamiella_cacticola
1261	OG0001261	YGL030W	genemark-flattened_line_2-processed-gene-4.251-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.251&CDS=1-327
1262	OG0001262	YGL035C	genemark-flattened_line_28-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.111&CDS=1-1140
1263	OG0001263	YGL037C	genemark-flattened_line_48-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.102&CDS=1-615
1264	OG0001264	YGL040C	genemark-flattened_line_16-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.61&CDS=1-981
1265	OG0001265	YGL041W-A	augustus_masked-flattened_line_16-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.33&CDS=1-390
1266	OG0001266	YGL043W	augustus_masked-flattened_line_30-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.135&CDS=1-864
1267	OG0001267	YGL044C	genemark-flattened_line_0-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.144&CDS=1-786
1268	OG0001268	YGL045W	augustus_masked-flattened_line_32-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.150&CDS=1-1506
1269	OG0001269	YGL047W	genemark-flattened_line_18-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.111&CDS=1-486
1270	OG0001270	YGL048C	genemark-flattened_line_2-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.125&CDS=1-1197
1271	OG0001271	YGL050W	genemark-flattened_line_46-processed-gene-0.229-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.229&CDS=1-768
1272	OG0001272	YGL054C	augustus_masked-flattened_line_186-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.4&CDS=1-408
1273	OG0001273	YGL055W	genemark-flattened_line_0-processed-gene-5.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.37&CDS=1-1443
1274	OG0001274	YGL058W	genemark-flattened_line_54-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.44&CDS=1-399
1275	OG0001275	YGL059W	genemark-flattened_line_0-processed-gene-2.164-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.164&CDS=1-1257
1276	OG0001276	YGL064C	genemark-flattened_line_2-processed-gene-3.119-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.119&CDS=1-1266
1277	OG0001277	YGL065C	genemark-flattened_line_66-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.30&CDS=1-1401
1278	OG0001278	YGL067W	genemark-flattened_line_18-processed-gene-1.320-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.320&CDS=1-999
1279	OG0001279	YGL068W	genemark-flattened_line_80-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.22&CDS=1-483
1280	OG0001280	YGL070C	genemark-flattened_line_80-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.3&CDS=1-342
1281	OG0001281	YGL073W	genemark-flattened_line_2-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.111&CDS=1-1125
1282	OG0001282	YGL078C	genemark-flattened_line_76-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.32&CDS=1-1554
1283	OG0001283	YGL080W	genemark-flattened_line_22-processed-gene-1.245-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.245&CDS=1-375
1284	OG0001284	YGL083W	snap_masked-flattened_line_2-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.37&CDS=1-2343
1285	OG0001285	YGL084C	genemark-flattened_line_80-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.9&CDS=1-1440
1286	OG0001286	YGL087C	genemark-flattened_line_60-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.110&CDS=1-417
1287	OG0001287	YGL091C	genemark-flattened_line_2-processed-gene-3.151-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.151&CDS=1-957
1288	OG0001288	YGL094C	genemark-flattened_line_4-processed-gene-4.62-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.62&CDS=1-2997
1289	OG0001289	YGL095C	genemark-flattened_line_10-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.147&CDS=1-1728
1290	OG0001290	YGL097W	genemark-flattened_line_40-processed-gene-0.213-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.213&CDS=1-1362
1291	OG0001291	YGL098W	genemark-flattened_line_22-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.192&CDS=1-603
1292	OG0001292	YGL099W	genemark-flattened_line_18-processed-gene-1.277-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.277&CDS=1-1713
1293	OG0001293	YGL100W	genemark-flattened_line_22-processed-gene-1.183-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.183&CDS=1-852
1294	OG0001294	YGL103W	genemark-flattened_line_22-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.69&CDS=1-447
1295	OG0001295	YGL105W	genemark-flattened_line_10-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.151&CDS=1-1050
1296	OG0001296	YGL106W	genemark-flattened_line_10-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.124&CDS=1-423
1297	OG0001297	YGL112C	genemark-flattened_line_98-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.82&CDS=1-1302
1298	OG0001298	YGL114W	genemark-flattened_line_72-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.24&CDS=1-1782
1299	OG0001299	YGL115W	genemark-flattened_line_112-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.25&CDS=1-936
1300	OG0001300	YGL119W	genemark-flattened_line_68-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.48&CDS=1-1386
1301	OG0001301	YGL120C	genemark-flattened_line_68-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.65&CDS=1-2106
1302	OG0001302	YGL123W	genemark-flattened_line_104-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.6&CDS=1-765
1303	OG0001303	YGL124C	augustus_masked-flattened_line_30-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.134&CDS=1-1230
1304	OG0001304	YGL125W	genemark-flattened_line_46-processed-gene-0.203-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.203&CDS=1-1755
1305	OG0001305	YGL126W	genemark-flattened_line_74-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.90&CDS=1-801
1306	OG0001306	YGL129C	snap_masked-flattened_line_62-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.91&CDS=1-1110
1307	OG0001307	YGL131C	snap_masked-flattened_line_22-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.130&CDS=1-2649
1308	OG0001308	YGL136C	maker-flattened_line_7-snap-gene-2.147-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-2.147&CDS=1-936
1309	OG0001309	YGL138C	augustus_masked-flattened_line_18-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.124&CDS=1-810
1310	OG0001310	YGL141W	maker-flattened_line_4-augustus-gene-2.100-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.100&CDS=1-2187
1311	OG0001311	YGL142C	genemark-flattened_line_46-processed-gene-0.238-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.238&CDS=1-318
1312	OG0001312	YGL143C	genemark-flattened_line_48-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.113&CDS=1-1116
1313	OG0001313	YGL148W	genemark-flattened_line_30-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.91&CDS=1-1101
1314	OG0001314	YGL150C	genemark-flattened_line_4-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.125&CDS=1-3168
1315	OG0001315	YGL153W	genemark-flattened_line_10-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.143&CDS=1-990
1316	OG0001316	YGL156W	genemark-flattened_line_7-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.46&CDS=1-3036
1317	OG0001317	YGL163C	genemark-flattened_line_68-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.42&CDS=1-2307
1318	OG0001318	YGL166W	genemark-flattened_line_0-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.90&CDS=1-630
1319	OG0001319	YGL167C	genemark-flattened_line_66-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.3&CDS=1-2670
1320	OG0001320	YGL169W	genemark-flattened_line_66-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.26&CDS=1-1470
1321	OG0001321	YGL172W	genemark-flattened_line_14-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.12&CDS=1-1596
1322	OG0001322	YGL173C	genemark-flattened_line_98-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.85&CDS=1-4389
1323	OG0001323	YGL178W	genemark-flattened_line_2-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.99&CDS=1-1413
1324	OG0001324	YGL179C	genemark-flattened_line_30-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.73&CDS=1-1593
1325	OG0001325	YGL180W	genemark-flattened_line_48-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.105&CDS=1-2100
1326	OG0001326	YGL184C	genemark-flattened_line_16-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.52&CDS=1-1236
1327	OG0001327	YGL186C	genemark-flattened_line_2-processed-gene-4.236-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.236&CDS=1-1554
1328	OG0001328	YGL187C	genemark-flattened_line_104-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.9&CDS=1-474
1329	OG0001329	YGL190C	genemark-flattened_line_38-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.3&CDS=1-1326
1330	OG0001330	YGL191W	genemark-flattened_line_38-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.39&CDS=1-366
1331	OG0001331	YGL192W	augustus_masked-flattened_line_0-processed-gene-5.198-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.198&CDS=1-1407
1332	OG0001332	YGL194C	genemark-flattened_line_7-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.73&CDS=1-1278
1333	OG0001333	YGL195W	genemark-flattened_line_44-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.7&CDS=1-7431
1334	OG0001334	YGL200C	genemark-flattened_line_22-processed-gene-1.235-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.235&CDS=1-591
1335	OG0001335	YGL201C	genemark-flattened_line_46-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.177&CDS=1-2658
1336	OG0001336	YGL203C	snap_masked-flattened_line_12-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.60&CDS=1-1608
1337	OG0001337	YGL206C	augustus_masked-flattened_line_78-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.0&CDS=1-4926
1338	OG0001338	YGL207W	genemark-flattened_line_0-processed-gene-4.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.51&CDS=1-2901
1339	OG0001339	YGL211W	genemark-flattened_line_24-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.17&CDS=1-1338
1340	OG0001340	YGL212W	augustus_masked-flattened_line_22-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.1&CDS=1-879
1341	OG0001341	YGL215W	augustus_masked-flattened_line_28-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.36&CDS=1-1134
1342	OG0001342	YGL216W	snap_masked-flattened_line_2-processed-gene-3.18-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.18&CDS=1-1377
1343	OG0001343	YGL220W	snap_masked-flattened_line_44-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.99&CDS=1-246
1344	OG0001344	YGL221C	genemark-flattened_line_44-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.54&CDS=1-822
1345	OG0001345	YGL224C	genemark-flattened_line_126-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.15&CDS=1-816
1346	OG0001346	YGL225W	genemark-flattened_line_78-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.111&CDS=1-966
1347	OG0001347	YGL227W	snap_masked-flattened_line_68-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.103&CDS=1-1380
1348	OG0001348	YGL231C	augustus_masked-flattened_line_38-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.122&CDS=1-798
1349	OG0001349	YGL232W	genemark-flattened_line_38-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.26&CDS=1-972
1350	OG0001350	YGL233W	snap_masked-flattened_line_50-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.68&CDS=1-2271
1351	OG0001351	YGL234W	genemark-flattened_line_98-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.71&CDS=1-2337
1352	OG0001352	YGL236C	genemark-flattened_line_2-processed-gene-4.261-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.261&CDS=1-6882
1353	OG0001353	YGL237C	genemark-flattened_line_18-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.146&CDS=1-348
1354	OG0001354	YGL238W	genemark-flattened_line_104-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.16&CDS=1-2904
1355	OG0001355	YGL240W	genemark-flattened_line_32-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.25&CDS=1-477
1356	OG0001356	YGL242C	genemark-flattened_line_122-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.3&CDS=1-516
1357	OG0001357	YGL244W	genemark-flattened_line_122-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.2&CDS=1-1461
1358	OG0001358	YGL245W	genemark-flattened_line_48-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.137&CDS=1-2124
1359	OG0001359	YGL246C	genemark-flattened_line_2-processed-gene-4.189-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.189&CDS=1-1134
1360	OG0001360	YGL247W	genemark-flattened_line_7-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.54&CDS=1-657
1361	OG0001361	YGL252C	augustus_masked-flattened_line_26-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.25&CDS=1-1587
1362	OG0001362	YGL256W	genemark-flattened_line_32-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.16&CDS=1-1476
1363	OG0001363	YGR002C	maker-flattened_line_14-augustus-gene-1.141-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.141&CDS=1-1185
1364	OG0001364	YGR003W	snap_masked-flattened_line_0-processed-gene-5.128-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.128&CDS=1-2244
1365	OG0001365	YGR005C	genemark-flattened_line_80-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.28&CDS=1-1032
1366	OG0001366	YGR007W	augustus_masked-flattened_line_16-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.25&CDS=1-1134
1367	OG0001367	YGR009C	genemark-flattened_line_70-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.56&CDS=1-1599
1368	OG0001368	YGR014W	snap_masked-flattened_line_66-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.125&CDS=1-3318
1369	OG0001369	YGR019W	genemark-flattened_line_92-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.108&CDS=1-1452
1370	OG0001370	YGR020C	genemark-flattened_line_92-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.87&CDS=1-360
1371	OG0001371	YGR021W	snap_masked-flattened_line_92-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.63&CDS=1-744
1372	OG0001372	YGR024C	augustus_masked-flattened_line_22-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.28&CDS=1-795
1373	OG0001373	YGR028W	augustus_masked-flattened_line_12-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.20&CDS=1-1062
1374	OG0001374	YGR029W	genemark-flattened_line_4-processed-gene-4.54-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.54&CDS=1-525
1375	OG0001375	YGR031W	genemark-flattened_line_54-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.10&CDS=1-822
1376	OG0001376	YGR033C	snap_masked-flattened_line_12-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.66&CDS=1-573
1377	OG0001377	YGR036C	genemark-flattened_line_200-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.8&CDS=1-639
1378	OG0001378	YGR037C	genemark-flattened_line_4-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.139&CDS=1-1077
1379	OG0001379	YGR046W	genemark-flattened_line_82-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.50&CDS=1-954
1380	OG0001380	YGR052W	genemark-flattened_line_72-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.15&CDS=1-1257
1381	OG0001381	YGR054W	genemark-flattened_line_36-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.47&CDS=1-1677
1382	OG0001382	YGR058W	genemark-flattened_line_14-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.139&CDS=1-1545
1383	OG0001383	YGR060W	genemark-flattened_line_22-processed-gene-1.255-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.255&CDS=1-924
1384	OG0001384	YGR061C	genemark-flattened_line_28-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.125&CDS=1-3900
1385	OG0001385	YGR062C	augustus_masked-flattened_line_42-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.184&CDS=1-915
1386	OG0001386	YGR063C	genemark-flattened_line_42-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.15&CDS=1-330
1387	OG0001387	YGR066C	snap_masked-flattened_line_22-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.83&CDS=1-570
1388	OG0001388	YGR074W	genemark-flattened_line_4-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.114&CDS=1-327
1389	OG0001389	YGR076C	genemark-flattened_line_10-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.67&CDS=1-555
1390	OG0001390	YGR078C	genemark-flattened_line_4-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.122&CDS=1-531
1391	OG0001391	YGR080W	snap_masked-flattened_line_0-processed-gene-3.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.133&CDS=1-948
1392	OG0001392	YGR082W	genemark-flattened_line_132-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.9&CDS=1-495
1393	OG0001393	YGR083C	genemark-flattened_line_138-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.18&CDS=1-1089
1394	OG0001394	YGR086C	genemark-flattened_line_18-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.152&CDS=1-918
1395	OG0001395	YGR090W	genemark-flattened_line_2-processed-gene-4.202-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.202&CDS=1-3252
1396	OG0001396	YGR091W	snap_masked-flattened_line_94-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.51&CDS=1-1026
1397	OG0001397	YGR094W	genemark-flattened_line_2-processed-gene-3.150-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.150&CDS=1-3096
1398	OG0001398	YGR095C	snap_masked-flattened_line_2-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.2&CDS=1-654
1399	OG0001399	YGR096W	genemark-flattened_line_2-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.101&CDS=1-888
1400	OG0001400	YGR098C	snap_masked-flattened_line_2-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.41&CDS=1-3270
