	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
1748	OG0001748	YJL141C	augustus_masked-flattened_line_26-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.184&CDS=1-2682
1749	OG0001749	YJL143W	augustus_masked-flattened_line_26-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.217&CDS=1-462
1750	OG0001750	YJL148W	augustus_masked-flattened_line_26-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.220&CDS=1-645
1751	OG0001751	YJL149W	augustus_masked-flattened_line_100-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.19&CDS=1-2895
1752	OG0001752	YJL154C	augustus_masked-flattened_line_100-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.24&CDS=1-2628
1753	OG0001753	YJL155C	augustus_masked-flattened_line_100-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.23&CDS=1-1368
1754	OG0001754	YJL156C	augustus_masked-flattened_line_100-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.22&CDS=1-2154
1755	OG0001755	YJL163C	augustus_masked-flattened_line_18-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.63&CDS=1-1929
1756	OG0001756	YJL167W	augustus_masked-flattened_line_64-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.50&CDS=1-1278
1757	OG0001757	YJL171C	augustus_masked-flattened_line_64-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.72&CDS=1-1209
1758	OG0001758	YJL180C	augustus_masked-flattened_line_64-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.66&CDS=1-981
1759	OG0001759	YJL183W	genemark-flattened_line_64-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.0&CDS=1-1323
1760	OG0001760	YJL184W	augustus_masked-flattened_line_242-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_242-processed-gene-0.4&CDS=1-351
1761	OG0001761	YJL187C	augustus_masked-flattened_line_64-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.57&CDS=1-3345
1762	OG0001762	YJL189W	snap_masked-flattened_line_64-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.120&CDS=1-237
1763	OG0001763	YJL190C	augustus_masked-flattened_line_64-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.58&CDS=1-390
1764	OG0001764	YJL192C	augustus_masked-flattened_line_64-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.59&CDS=1-720
1765	OG0001765	YJL193W	augustus_masked-flattened_line_64-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.79&CDS=1-1098
1766	OG0001766	YJL194W	augustus_masked-flattened_line_64-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.80&CDS=1-2502
1767	OG0001767	YJL197W	augustus_masked-flattened_line_64-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.82&CDS=1-3387
1768	OG0001768	YJL201W	augustus_masked-flattened_line_174-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.26&CDS=1-2364
1769	OG0001769	YJL204C	genemark-flattened_line_64-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.43&CDS=1-2601
1770	OG0001770	YJL207C	augustus_masked-flattened_line_174-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.24&CDS=1-5766
1771	OG0001771	YJL208C	augustus_masked-flattened_line_174-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.23&CDS=1-1008
1772	OG0001772	YJL212C	augustus_masked-flattened_line_118-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.37&CDS=1-2388
1773	OG0001773	YJR001W	augustus_masked-flattened_line_8-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.76&CDS=1-1941
1774	OG0001774	YJR002W	augustus_masked-flattened_line_8-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.77&CDS=1-1875
1775	OG0001775	YJR006W	genemark-flattened_line_20-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.91&CDS=1-1398
1776	OG0001776	YJR007W	augustus_masked-flattened_line_134-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.39&CDS=1-969
1777	OG0001777	YJR008W	snap_masked-flattened_line_134-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.13&CDS=1-1086
1778	OG0001778	YJR010W	augustus_masked-flattened_line_94-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.46&CDS=1-1530
1779	OG0001779	YJR013W	genemark-flattened_line_94-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.13&CDS=1-1272
1780	OG0001780	YJR014W	augustus_masked-flattened_line_94-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.41&CDS=1-609
1781	OG0001781	YJR016C	augustus_masked-flattened_line_8-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.71&CDS=1-1791
1782	OG0001782	YJR032W	augustus_masked-flattened_line_68-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.114&CDS=1-1173
1783	OG0001783	YJR033C	augustus_masked-flattened_line_68-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.94&CDS=1-3324
1784	OG0001784	YJR034W	augustus_masked-flattened_line_24-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.182&CDS=1-324
1785	OG0001785	YJR035W	augustus_masked-flattened_line_24-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.183&CDS=1-3099
1786	OG0001786	YJR040W	maker-flattened_line_52-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.151&CDS=1-2412
1787	OG0001787	YJR041C	augustus_masked-flattened_line_52-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.69&CDS=1-3327
1788	OG0001788	YJR042W	augustus_masked-flattened_line_52-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.94&CDS=1-1914
1789	OG0001789	YJR044C	augustus_masked-flattened_line_52-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.57&CDS=1-531
1790	OG0001790	YJR045C	augustus_masked-flattened_line_108-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.29&CDS=1-1905
1791	OG0001791	YJR055W	augustus_masked-flattened_line_110-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.46&CDS=1-567
1792	OG0001792	YJR057W	augustus_masked-flattened_line_2-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.69&CDS=1-645
1793	OG0001793	YJR060W	augustus_masked-flattened_line_2-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.87&CDS=1-774
1794	OG0001794	YJR062C	augustus_masked-flattened_line_46-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.19&CDS=1-1020
1795	OG0001795	YJR063W	augustus_masked-flattened_line_24-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.238&CDS=1-408
1796	OG0001796	YJR064W	augustus_masked-flattened_line_24-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.237&CDS=1-1632
1797	OG0001797	YJR065C	augustus_masked-flattened_line_24-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.199&CDS=1-1389
1798	OG0001798	YJR068W	augustus_masked-flattened_line_24-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.235&CDS=1-1101
1799	OG0001799	YJR069C	augustus_masked-flattened_line_24-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.195&CDS=1-588
1800	OG0001800	YJR070C	augustus_masked-flattened_line_24-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.194&CDS=1-978
1801	OG0001801	YJR072C	augustus_masked-flattened_line_24-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.193&CDS=1-1161
1802	OG0001802	YJR073C	augustus_masked-flattened_line_24-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.191&CDS=1-702
1803	OG0001803	YJR074W	augustus_masked-flattened_line_36-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.74&CDS=1-489
1804	OG0001804	YJR075W	augustus_masked-flattened_line_36-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.75&CDS=1-1176
1805	OG0001805	YJR076C	augustus_masked-flattened_line_72-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.13&CDS=1-1302
1806	OG0001806	YJR077C	augustus_masked-flattened_line_120-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.8&CDS=1-930
1807	OG0001807	YJR085C	augustus_masked-flattened_line_40-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.53&CDS=1-333
1808	OG0001808	YJR086W	genemark-flattened_line_16-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.137&CDS=1-387
1809	OG0001809	YJR088C	augustus_masked-flattened_line_16-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.104&CDS=1-840
1810	OG0001810	YJR090C	augustus_masked-flattened_line_166-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.20&CDS=1-3552
1811	OG0001811	YJR092W	augustus_masked-flattened_line_40-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.62&CDS=1-3183
1812	OG0001812	YJR093C	augustus_masked-flattened_line_40-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.85&CDS=1-1065
1813	OG0001813	YJR096W	augustus_masked-flattened_line_16-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.106&CDS=1-876
1814	OG0001814	YJR097W	augustus_masked-flattened_line_178-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.27&CDS=1-459
1815	OG0001815	YJR098C	augustus_masked-flattened_line_12-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.94&CDS=1-2040
1816	OG0001816	YJR100C	augustus_masked-flattened_line_48-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.62&CDS=1-969
1817	OG0001817	YJR101W	augustus_masked-flattened_line_12-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.23&CDS=1-810
1818	OG0001818	YJR103W	augustus_masked-flattened_line_12-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.24&CDS=1-1737
1819	OG0001819	YJR104C	augustus_masked-flattened_line_12-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.58&CDS=1-468
1820	OG0001820	YJR105W	genemark-flattened_line_126-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.65&CDS=1-1005
1821	OG0001821	YJR106W	augustus_masked-flattened_line_46-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.44&CDS=1-2406
1822	OG0001822	YJR110W	maker-flattened_line_40-snap-gene-0.100-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.100&CDS=1-1710
1823	OG0001823	YJR113C	genemark-flattened_line_40-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.8&CDS=1-930
1824	OG0001824	YJR116W	augustus_masked-flattened_line_126-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.29&CDS=1-894
1825	OG0001825	YJR117W	augustus_masked-flattened_line_126-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.30&CDS=1-1413
1826	OG0001826	YJR118C	augustus_masked-flattened_line_126-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.33&CDS=1-501
1827	OG0001827	YJR119C	augustus_masked-flattened_line_126-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.32&CDS=1-2490
1828	OG0001828	YJR121W	augustus_masked-flattened_line_126-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.35&CDS=1-1491
1829	OG0001829	YJR122W	augustus_masked-flattened_line_126-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.36&CDS=1-1584
1830	OG0001830	YJR123W	augustus_masked-flattened_line_126-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.37&CDS=1-648
1831	OG0001831	YJR124C	augustus_masked-flattened_line_188-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.16&CDS=1-1518
1832	OG0001832	YJR125C	augustus_masked-flattened_line_84-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.57&CDS=1-1113
1833	OG0001833	YJR126C	augustus_masked-flattened_line_138-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.1&CDS=1-2484
1834	OG0001834	YJR129C	genemark-flattened_line_10-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.54&CDS=1-1083
1835	OG0001835	YJR131W	augustus_masked-flattened_line_10-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.50&CDS=1-2079
1836	OG0001836	YJR133W	augustus_masked-flattened_line_94-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.54&CDS=1-633
1837	OG0001837	YJR135W-A	augustus_masked-flattened_line_10-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.167&CDS=1-288
1838	OG0001838	YJR137C	augustus_masked-flattened_line_10-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.133&CDS=1-3849
1839	OG0001839	YJR138W	augustus_masked-flattened_line_10-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.136&CDS=1-5118
1840	OG0001840	YJR139C	augustus_masked-flattened_line_10-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.62&CDS=1-1077
1841	OG0001841	YJR140C	snap_masked-flattened_line_10-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.100&CDS=1-5292
1842	OG0001842	YJR141W	snap_masked-flattened_line_10-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.99&CDS=1-1128
1843	OG0001843	YJR142W	augustus_masked-flattened_line_10-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.75&CDS=1-1053
1844	OG0001844	YJR143C	augustus_masked-flattened_line_10-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.59&CDS=1-2283
1845	OG0001845	YJR144W	genemark-flattened_line_10-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.35&CDS=1-1032
1846	OG0001846	YJR152W	augustus_masked-flattened_line_6-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.101&CDS=1-1632
1847	OG0001847	YKL001C	augustus_masked-flattened_line_20-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.129&CDS=1-594
1848	OG0001848	YKL002W	augustus_masked-flattened_line_20-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.106&CDS=1-681
1849	OG0001849	YKL003C	augustus_masked-flattened_line_20-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.109&CDS=1-366
1850	OG0001850	YKL004W	augustus_masked-flattened_line_6-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.46&CDS=1-1257
1851	OG0001851	YKL009W	augustus_masked-flattened_line_20-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.19&CDS=1-723
1852	OG0001852	YKL013C	augustus_masked-flattened_line_132-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.23&CDS=1-522
1853	OG0001853	YKL014C	augustus_masked-flattened_line_132-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.25&CDS=1-5085
1854	OG0001854	YKL015W	augustus_masked-flattened_line_132-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.37&CDS=1-3006
1855	OG0001855	YKL016C	augustus_masked-flattened_line_132-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.26&CDS=1-537
1856	OG0001856	YKL017C	augustus_masked-flattened_line_132-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.27&CDS=1-2130
1857	OG0001857	YKL018W	augustus_masked-flattened_line_132-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.38&CDS=1-1095
1858	OG0001858	YKL019W	augustus_masked-flattened_line_132-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.28&CDS=1-1062
1859	OG0001859	YKL021C	augustus_masked-flattened_line_132-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.30&CDS=1-1299
1860	OG0001860	YKL022C	augustus_masked-flattened_line_132-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.31&CDS=1-2430
1861	OG0001861	YKL024C	augustus_masked-flattened_line_132-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.42&CDS=1-585
1862	OG0001862	YKL025C	augustus_masked-flattened_line_132-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.32&CDS=1-1752
1863	OG0001863	YKL027W	genemark-flattened_line_58-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.133&CDS=1-1392
1864	OG0001864	YKL028W	maker-flattened_line_58-augustus-gene-0.156-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.156&CDS=1-3504
1865	OG0001865	YKL029C	augustus_masked-flattened_line_48-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.102&CDS=1-1752
1866	OG0001866	YKL033W-A	genemark-flattened_line_164-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.30&CDS=1-756
1867	OG0001867	YKL034W	augustus_masked-flattened_line_46-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.24&CDS=1-2562
1868	OG0001868	YKL035W	augustus_masked-flattened_line_46-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.23&CDS=1-1494
1869	OG0001869	YKL039W	genemark-flattened_line_80-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.84&CDS=1-1425
1870	OG0001870	YKL040C	augustus_masked-flattened_line_80-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.49&CDS=1-963
1871	OG0001871	YKL041W	augustus_masked-flattened_line_50-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.49&CDS=1-762
1872	OG0001872	YKL045W	augustus_masked-flattened_line_10-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.152&CDS=1-1617
1873	OG0001873	YKL046C	augustus_masked-flattened_line_10-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.162&CDS=1-1353
1874	OG0001874	YKL051W	augustus_masked-flattened_line_20-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.140&CDS=1-834
1875	OG0001875	YKL053C-A	maker-flattened_line_20-snap-gene-0.85-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.85&CDS=1-570
