	OrthologID	Metschnikowia_proteae	Saccharomyces_cerevisiae
1767	OG0001767	snap_masked-proT_s19-processed-gene-3.45-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.45&CDS=1-1203	YGL184C
1768	OG0001768	snap_masked-proT_s19-processed-gene-3.46-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.46&CDS=1-1836	YAR007C
1769	OG0001769	snap_masked-proT_s19-processed-gene-3.56-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.56&CDS=1-3003	YGL016W
1770	OG0001770	genemark-proT_s19-processed-gene-3.74-mRNA-1_1&gene=genemark-proT_s19-processed-gene-3.74&CDS=1-2094	YLL029W
1771	OG0001771	snap_masked-proT_s19-processed-gene-3.49-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.49&CDS=1-822	YLL027W
1772	OG0001772	snap_masked-proT_s19-processed-gene-4.43-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.43&CDS=1-816	YIL106W
1773	OG0001773	snap_masked-proT_s19-processed-gene-4.44-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.44&CDS=1-1629	YDR498C
1774	OG0001774	snap_masked-proT_s19-processed-gene-4.53-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.53&CDS=1-1035	YMR315W
1775	OG0001775	snap_masked-proT_s19-processed-gene-4.45-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.45&CDS=1-1917	YPL190C
1776	OG0001776	snap_masked-proT_s19-processed-gene-4.54-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.54&CDS=1-1713	YDR168W
1777	OG0001777	genemark-proT_s19-processed-gene-4.91-mRNA-1_1&gene=genemark-proT_s19-processed-gene-4.91&CDS=1-9870	YCR042C
1778	OG0001778	snap_masked-proT_s19-processed-gene-4.46-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.46&CDS=1-3240	YBL076C
1779	OG0001779	snap_masked-proT_s19-processed-gene-4.60-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.60&CDS=1-2961	YPL183C
1780	OG0001780	genemark-proT_s19-processed-gene-4.81-mRNA-1_1&gene=genemark-proT_s19-processed-gene-4.81&CDS=1-690	YNL168C
1781	OG0001781	snap_masked-proT_s19-processed-gene-4.64-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.64&CDS=1-975	YHR144C
1782	OG0001782	snap_masked-proT_s19-processed-gene-4.48-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.48&CDS=1-3771	YPL006W
1783	OG0001783	snap_masked-proT_s19-processed-gene-4.65-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.65&CDS=1-219	YHR143W-A
1784	OG0001784	snap_masked-proT_s19-processed-gene-4.67-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.67&CDS=1-1344	YDR449C
1785	OG0001785	maker-proT_s19-augustus-gene-4.37-mRNA-1_1&gene=maker-proT_s19-augustus-gene-4.37&CDS=1-1848	YHR009C
1786	OG0001786	snap_masked-proT_s19-processed-gene-4.72-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.72&CDS=1-1443	YHR113W
1787	OG0001787	snap_masked-proT_s19-processed-gene-5.65-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.65&CDS=1-1269	YBL103C
1788	OG0001788	snap_masked-proT_s19-processed-gene-5.66-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.66&CDS=1-1413	YOR119C
1789	OG0001789	snap_masked-proT_s19-processed-gene-5.62-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.62&CDS=1-690	YDR367W
1790	OG0001790	snap_masked-proT_s19-processed-gene-5.63-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.63&CDS=1-2214	YOR118W
1791	OG0001791	snap_masked-proT_s19-processed-gene-5.64-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.64&CDS=1-2025	YDR365C
1792	OG0001792	snap_masked-proT_s19-processed-gene-5.67-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.67&CDS=1-639	YHR110W
1793	OG0001793	snap_masked-proT_s19-processed-gene-5.91-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.91&CDS=1-1314	YDR448W
1794	OG0001794	maker-proT_s19-snap-gene-5.125-mRNA-1_1&gene=maker-proT_s19-snap-gene-5.125&CDS=1-3885	YHR132C
1795	OG0001795	snap_masked-proT_s19-processed-gene-5.69-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.69&CDS=1-1635	YNL189W
1796	OG0001796	maker-proT_s19-augustus-gene-5.58-mRNA-1_1&gene=maker-proT_s19-augustus-gene-5.58&CDS=1-3510	YCR028C
1797	OG0001797	snap_masked-proT_s19-processed-gene-5.97-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.97&CDS=1-2502	YGL163C
1798	OG0001798	snap_masked-proT_s19-processed-gene-5.73-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.73&CDS=1-1326	YGL164C
1799	OG0001799	genemark-proT_s19-processed-gene-5.38-mRNA-1_1&gene=genemark-proT_s19-processed-gene-5.38&CDS=1-1611	YGL166W
1800	OG0001800	snap_masked-proT_s19-processed-gene-5.76-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.76&CDS=1-4641	YOR326W
1801	OG0001801	snap_masked-proT_s19-processed-gene-5.101-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.101&CDS=1-339	YAL044W-A
1802	OG0001802	augustus_masked-proT_s19-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-5.140&CDS=1-2097	YPL072W
1803	OG0001803	maker-proT_s19-augustus-gene-5.61-mRNA-1_1&gene=maker-proT_s19-augustus-gene-5.61&CDS=1-1890	YHR207C
1804	OG0001804	snap_masked-proT_s19-processed-gene-5.106-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.106&CDS=1-1119	YDR005C
1805	OG0001805	snap_masked-proT_s19-processed-gene-5.108-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.108&CDS=1-852	YBR011C
1806	OG0001806	snap_masked-proT_s19-processed-gene-5.109-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.109&CDS=1-729	YHL022C
1807	OG0001807	snap_masked-proT_s19-processed-gene-5.78-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.78&CDS=1-2661	YOL084W
1808	OG0001808	snap_masked-proT_s19-processed-gene-5.110-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.110&CDS=1-1476	YCR098C
1809	OG0001809	snap_masked-proT_s19-processed-gene-5.111-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.111&CDS=1-3069	YIL002C
1810	OG0001810	snap_masked-proT_s19-processed-gene-5.112-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.112&CDS=1-711	YEL001C
1811	OG0001811	snap_masked-proT_s19-processed-gene-5.82-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.82&CDS=1-387	YNR046W
1812	OG0001812	snap_masked-proT_s19-processed-gene-5.83-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.83&CDS=1-945	YEL051W
1813	OG0001813	snap_masked-proT_s19-processed-gene-5.84-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.84&CDS=1-1887	YKL148C
1814	OG0001814	snap_masked-proT_s19-processed-gene-5.113-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.113&CDS=1-2514	YGL083W
1815	OG0001815	genemark-proT_s19-processed-gene-5.23-mRNA-1_1&gene=genemark-proT_s19-processed-gene-5.23&CDS=1-597	YPL178W
1816	OG0001816	snap_masked-proT_s19-processed-gene-5.116-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.116&CDS=1-1746	YAL067C
1817	OG0001817	snap_masked-proT_s19-processed-gene-5.85-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.85&CDS=1-978	YML121W
1818	OG0001818	snap_masked-proT_s19-processed-gene-5.86-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.86&CDS=1-1335	YHR190W
1819	OG0001819	snap_masked-proT_s19-processed-gene-5.117-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.117&CDS=1-1269	YBR279W
1820	OG0001820	snap_masked-proT_s19-processed-gene-5.119-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.119&CDS=1-954	YJR096W
1821	OG0001821	genemark-proT_s19-processed-gene-5.27-mRNA-1_1&gene=genemark-proT_s19-processed-gene-5.27&CDS=1-642	YML001W
1822	OG0001822	snap_masked-proT_s19-processed-gene-5.120-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.120&CDS=1-702	YPL199C
1823	OG0001823	snap_masked-proT_s193-processed-gene-0.78-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.78&CDS=1-1512	YLR004C
1824	OG0001824	snap_masked-proT_s193-processed-gene-0.80-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.80&CDS=1-1770	YAR018C
1825	OG0001825	snap_masked-proT_s193-processed-gene-0.114-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.114&CDS=1-915	YAR015W
1826	OG0001826	genemark-proT_s193-processed-gene-0.157-mRNA-1_1&gene=genemark-proT_s193-processed-gene-0.157&CDS=1-597	YKL001C
1827	OG0001827	augustus_masked-proT_s193-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-proT_s193-processed-gene-0.43&CDS=1-9231	YJL207C
1828	OG0001828	snap_masked-proT_s193-processed-gene-0.81-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.81&CDS=1-2907	YDR166C
1829	OG0001829	snap_masked-proT_s193-processed-gene-0.83-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.83&CDS=1-252	YLR038C
1830	OG0001830	snap_masked-proT_s193-processed-gene-0.119-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.119&CDS=1-696	YMR132C
1831	OG0001831	snap_masked-proT_s193-processed-gene-0.84-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.84&CDS=1-8304	YCR093W
1832	OG0001832	snap_masked-proT_s193-processed-gene-0.85-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.85&CDS=1-660	YDR177W
1833	OG0001833	snap_masked-proT_s193-processed-gene-0.120-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.120&CDS=1-2583	YIL143C
1834	OG0001834	snap_masked-proT_s193-processed-gene-0.121-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.121&CDS=1-1044	YKR092C
1835	OG0001835	augustus_masked-proT_s193-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-proT_s193-processed-gene-0.47&CDS=1-1122	YOR084W
1836	OG0001836	snap_masked-proT_s193-processed-gene-0.89-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.89&CDS=1-924	YIL145C
1837	OG0001837	snap_masked-proT_s193-processed-gene-0.123-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.123&CDS=1-3285	YKR086W
1838	OG0001838	snap_masked-proT_s193-processed-gene-0.124-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.124&CDS=1-1938	YGR119C
1839	OG0001839	augustus_masked-proT_s193-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-proT_s193-processed-gene-0.18&CDS=1-1200	YPR065W
1840	OG0001840	snap_masked-proT_s193-processed-gene-0.127-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.127&CDS=1-1089	YKR071C
1841	OG0001841	snap_masked-proT_s193-processed-gene-0.92-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.92&CDS=1-1908	YIL144W
1842	OG0001842	snap_masked-proT_s193-processed-gene-0.129-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.129&CDS=1-552	YKR085C
1843	OG0001843	snap_masked-proT_s193-processed-gene-0.130-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.130&CDS=1-657	YJL097W
1844	OG0001844	snap_masked-proT_s193-processed-gene-0.131-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.131&CDS=1-1545	YNL152W
1845	OG0001845	snap_masked-proT_s193-processed-gene-0.93-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.93&CDS=1-642	YNL151C
1846	OG0001846	snap_masked-proT_s193-processed-gene-0.132-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.132&CDS=1-1512	YPR137W
1847	OG0001847	snap_masked-proT_s193-processed-gene-0.133-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.133&CDS=1-393	YNL149C
1848	OG0001848	snap_masked-proT_s193-processed-gene-0.134-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.134&CDS=1-717	YNL148C
1849	OG0001849	snap_masked-proT_s193-processed-gene-0.94-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.94&CDS=1-399	YNL147W
1850	OG0001850	snap_masked-proT_s193-processed-gene-0.95-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.95&CDS=1-648	YHR128W
1851	OG0001851	snap_masked-proT_s193-processed-gene-0.136-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.136&CDS=1-468	YPR187W
1852	OG0001852	snap_masked-proT_s193-processed-gene-0.137-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.137&CDS=1-1119	YPR191W
1853	OG0001853	snap_masked-proT_s193-processed-gene-0.138-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.138&CDS=1-1278	YLR459W
1854	OG0001854	genemark-proT_s193-processed-gene-0.173-mRNA-1_1&gene=genemark-proT_s193-processed-gene-0.173&CDS=1-315	YPR182W
1855	OG0001855	snap_masked-proT_s193-processed-gene-0.139-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.139&CDS=1-1290	YPR173C
1856	OG0001856	augustus_masked-proT_s193-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-proT_s193-processed-gene-0.26&CDS=1-1803	YNL125C
1857	OG0001857	snap_masked-proT_s193-processed-gene-0.140-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.140&CDS=1-669	YJR123W
1858	OG0001858	snap_masked-proT_s193-processed-gene-0.101-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.101&CDS=1-2163	YPR162C
1859	OG0001859	genemark-proT_s193-processed-gene-0.178-mRNA-1_1&gene=genemark-proT_s193-processed-gene-0.178&CDS=1-1893	YLR452C
1860	OG0001860	snap_masked-proT_s193-processed-gene-0.142-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.142&CDS=1-1587	YER025W
1861	OG0001861	snap_masked-proT_s193-processed-gene-0.144-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.144&CDS=1-2277	YKL213C
1862	OG0001862	snap_masked-proT_s193-processed-gene-0.149-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.149&CDS=1-1317	YJR124C
1863	OG0001863	genemark-proT_s193-processed-gene-0.180-mRNA-1_1&gene=genemark-proT_s193-processed-gene-0.180&CDS=1-2427	YLR451W
1864	OG0001864	augustus_masked-proT_s193-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-proT_s193-processed-gene-0.32&CDS=1-222	YDR320C-A
1865	OG0001865	snap_masked-proT_s193-processed-gene-0.150-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.150&CDS=1-396	YHR072W-A
1866	OG0001866	snap_masked-proT_s193-processed-gene-0.106-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.106&CDS=1-2430	YDR320C
1867	OG0001867	snap_masked-proT_s193-processed-gene-0.107-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.107&CDS=1-516	YMR295C
1868	OG0001868	snap_masked-proT_s193-processed-gene-0.109-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.109&CDS=1-591	YGL200C
1869	OG0001869	snap_masked-proT_s194-processed-gene-0.38-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.38&CDS=1-1719	YHR166C
1870	OG0001870	snap_masked-proT_s194-processed-gene-0.60-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.60&CDS=1-1698	YMR296C
1871	OG0001871	snap_masked-proT_s194-processed-gene-0.39-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.39&CDS=1-7299	YHR165C
1872	OG0001872	genemark-proT_s194-processed-gene-0.23-mRNA-1_1&gene=genemark-proT_s194-processed-gene-0.23&CDS=1-2151	YHL023C
1873	OG0001873	snap_masked-proT_s194-processed-gene-0.63-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.63&CDS=1-825	YLR284C
1874	OG0001874	snap_masked-proT_s194-processed-gene-0.41-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.41&CDS=1-2658	YFL047W
1875	OG0001875	snap_masked-proT_s194-processed-gene-0.67-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.67&CDS=1-1812	YJL085W
1876	OG0001876	genemark-proT_s194-processed-gene-0.6-mRNA-1_1&gene=genemark-proT_s194-processed-gene-0.6&CDS=1-5862	YDR531W
1877	OG0001877	snap_masked-proT_s194-processed-gene-0.68-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.68&CDS=1-1161	YGR012W
1878	OG0001878	snap_masked-proT_s194-processed-gene-0.47-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.47&CDS=1-687	YEL038W
1879	OG0001879	snap_masked-proT_s194-processed-gene-0.71-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.71&CDS=1-1017	YEL037C
1880	OG0001880	snap_masked-proT_s194-processed-gene-0.49-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.49&CDS=1-3699	YFL008W
1881	OG0001881	snap_masked-proT_s194-processed-gene-0.72-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.72&CDS=1-2826	YLR336C
1882	OG0001882	snap_masked-proT_s194-processed-gene-0.51-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.51&CDS=1-1077	YGR028W
1883	OG0001883	snap_masked-proT_s194-processed-gene-0.52-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.52&CDS=1-2580	YMR302C
1884	OG0001884	snap_masked-proT_s194-processed-gene-0.73-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.73&CDS=1-1530	YPL020C
1885	OG0001885	snap_masked-proT_s194-processed-gene-0.54-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.54&CDS=1-573	YPL010W
1886	OG0001886	snap_masked-proT_s194-processed-gene-0.55-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.55&CDS=1-1626	YPL011C
1887	OG0001887	snap_masked-proT_s194-processed-gene-0.74-mRNA-1_1&gene=snap_masked-proT_s194-processed-gene-0.74&CDS=1-921	YLR226W
1888	OG0001888	genemark-proT_s194-processed-gene-0.18-mRNA-1_1&gene=genemark-proT_s194-processed-gene-0.18&CDS=1-912	YLR308W
1889	OG0001889	snap_masked-proT_s199-processed-gene-0.46-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.46&CDS=1-1113	YPL096W
1890	OG0001890	snap_masked-proT_s199-processed-gene-0.69-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.69&CDS=1-2487	YKL078W
1891	OG0001891	snap_masked-proT_s199-processed-gene-0.47-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.47&CDS=1-1572	YPL097W
1892	OG0001892	snap_masked-proT_s199-processed-gene-0.70-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.70&CDS=1-1197	YOL064C
1893	OG0001893	snap_masked-proT_s199-processed-gene-0.48-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.48&CDS=1-957	YMR063W
1894	OG0001894	snap_masked-proT_s199-processed-gene-0.72-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.72&CDS=1-1959	YGL073W
1895	OG0001895	augustus_masked-proT_s199-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-proT_s199-processed-gene-0.7&CDS=1-2889	YOR335C
1896	OG0001896	augustus_masked-proT_s199-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-proT_s199-processed-gene-0.25&CDS=1-876	YMR178W
1897	OG0001897	snap_masked-proT_s199-processed-gene-0.75-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.75&CDS=1-1101	YOL001W
1898	OG0001898	snap_masked-proT_s199-processed-gene-0.76-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.76&CDS=1-666	YGR042W
1899	OG0001899	snap_masked-proT_s199-processed-gene-0.77-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.77&CDS=1-858	YDR237W
1900	OG0001900	snap_masked-proT_s199-processed-gene-0.54-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.54&CDS=1-1470	YDL207W
1901	OG0001901	snap_masked-proT_s199-processed-gene-0.78-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.78&CDS=1-3789	YMR076C
1902	OG0001902	snap_masked-proT_s199-processed-gene-0.56-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.56&CDS=1-768	YNL023C
1903	OG0001903	snap_masked-proT_s199-processed-gene-0.79-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.79&CDS=1-876	YOR004W
1904	OG0001904	snap_masked-proT_s199-processed-gene-0.57-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.57&CDS=1-369	YJR063W
1905	OG0001905	snap_masked-proT_s199-processed-gene-0.80-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.80&CDS=1-951	YJR070C
1906	OG0001906	snap_masked-proT_s199-processed-gene-0.58-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.58&CDS=1-1647	YJR064W
1907	OG0001907	genemark-proT_s199-processed-gene-0.104-mRNA-1_1&gene=genemark-proT_s199-processed-gene-0.104&CDS=1-8694	YKL203C
1908	OG0001908	snap_masked-proT_s199-processed-gene-0.81-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.81&CDS=1-1101	YOL010W
1909	OG0001909	snap_masked-proT_s199-processed-gene-0.61-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.61&CDS=1-1620	YMR005W
1910	OG0001910	snap_masked-proT_s199-processed-gene-0.62-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.62&CDS=1-3393	YLR272C
1911	OG0001911	maker-proT_s199-augustus-gene-0.90-mRNA-1_1&gene=maker-proT_s199-augustus-gene-0.90&CDS=1-2895	YOR176W
1912	OG0001912	snap_masked-proT_s199-processed-gene-0.82-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.82&CDS=1-939	YOR174W
1913	OG0001913	genemark-proT_s199-processed-gene-0.127-mRNA-1_1&gene=genemark-proT_s199-processed-gene-0.127&CDS=1-1092	YHR086W
1914	OG0001914	augustus_masked-proT_s199-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-proT_s199-processed-gene-0.20&CDS=1-4974	YDR334W
1915	OG0001915	snap_masked-proT_s199-processed-gene-0.84-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.84&CDS=1-1848	YHR039C
1916	OG0001916	snap_masked-proT_s199-processed-gene-0.85-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.85&CDS=1-2049	YDR333C
1917	OG0001917	snap_masked-proT_s199-processed-gene-0.86-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-0.86&CDS=1-294	YHR087W
1918	OG0001918	snap_masked-proT_s199-processed-gene-1.74-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.74&CDS=1-2958	YBR074W
1919	OG0001919	snap_masked-proT_s199-processed-gene-1.70-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.70&CDS=1-1083	YDR047W
1920	OG0001920	snap_masked-proT_s199-processed-gene-1.71-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.71&CDS=1-1803	YDR049W
1921	OG0001921	snap_masked-proT_s199-processed-gene-1.75-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.75&CDS=1-2664	YBR073W
1922	OG0001922	snap_masked-proT_s199-processed-gene-1.73-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.73&CDS=1-4092	YMR259C
1923	OG0001923	snap_masked-proT_s199-processed-gene-1.78-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.78&CDS=1-693	YBR070C
1924	OG0001924	snap_masked-proT_s199-processed-gene-1.113-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.113&CDS=1-303	YDR045C
1925	OG0001925	genemark-proT_s199-processed-gene-1.147-mRNA-1_1&gene=genemark-proT_s199-processed-gene-1.147&CDS=1-2088	YBR060C
1926	OG0001926	snap_masked-proT_s199-processed-gene-1.82-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.82&CDS=1-2784	YNL313C
1927	OG0001927	snap_masked-proT_s199-processed-gene-1.85-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.85&CDS=1-1248	YIL160C
1928	OG0001928	snap_masked-proT_s199-processed-gene-1.88-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.88&CDS=1-699	YBR256C
1929	OG0001929	snap_masked-proT_s199-processed-gene-1.89-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.89&CDS=1-585	YER012W
1930	OG0001930	snap_masked-proT_s199-processed-gene-1.90-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.90&CDS=1-3264	YER013W
1931	OG0001931	snap_masked-proT_s199-processed-gene-1.91-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.91&CDS=1-2742	YIR007W
1932	OG0001932	maker-proT_s199-snap-gene-1.0-mRNA-1_1&gene=maker-proT_s199-snap-gene-1.0&CDS=1-2772	YIR008C
1933	OG0001933	snap_masked-proT_s199-processed-gene-1.92-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.92&CDS=1-1119	YCL059C
1934	OG0001934	snap_masked-proT_s199-processed-gene-1.117-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.117&CDS=1-3174	YCL061C
1935	OG0001935	snap_masked-proT_s199-processed-gene-1.94-mRNA-1_1&gene=snap_masked-proT_s199-processed-gene-1.94&CDS=1-1146	YDR502C
