	OrthologID	Saccharomyces_cerevisiae	yHAB153_Kazachstania_rosinii
1915	OG0001915	YHL018W	snap_masked-scf7180000099649-processed-gene-3.169-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.169&CDS=1-354
1916	OG0001916	YHL019C	augustus_masked-scf7180000099649-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-scf7180000099649-processed-gene-3.134&CDS=1-1773
1917	OG0001917	YHL020C	maker-scf7180000099649-snap-gene-3.12-mRNA-1_1&gene=maker-scf7180000099649-snap-gene-3.12&CDS=1-963
1918	OG0001918	YHL021C	snap_masked-scf7180000099580-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.72&CDS=1-1434
1919	OG0001919	YHL022C	augustus_masked-scf7180000099580-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000099580-processed-gene-0.117&CDS=1-1074
1920	OG0001920	YHL023C	genemark-scf7180000099716-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000099716-processed-gene-0.87&CDS=1-2835
1921	OG0001921	YHL024W	genemark-scf7180000099629-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000099629-processed-gene-0.4&CDS=1-1980
1922	OG0001922	YHL025W	snap_masked-scf7180000099716-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.38&CDS=1-1380
1923	OG0001923	YHL027W	snap_masked-scf7180000099716-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.36&CDS=1-1860
1924	OG0001924	YHL028W	augustus_masked-scf7180000099711-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-scf7180000099711-processed-gene-7.155&CDS=1-1554
1925	OG0001925	YHL029C	maker-scf7180000099716-snap-gene-0.93-mRNA-1_1&gene=maker-scf7180000099716-snap-gene-0.93&CDS=1-2514
1926	OG0001926	YHL030W	snap_masked-scf7180000099716-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.35&CDS=1-5637
1927	OG0001927	YHL031C	genemark-scf7180000099716-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000099716-processed-gene-0.81&CDS=1-678
1928	OG0001928	YHL032C	snap_masked-scf7180000099716-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.51&CDS=1-2118
1929	OG0001929	YHL036W	snap_masked-scf7180000099716-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.33&CDS=1-1716
1930	OG0001930	YHL038C	snap_masked-scf7180000099716-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.48&CDS=1-1857
1931	OG0001931	YHL039W	snap_masked-scf7180000099716-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.32&CDS=1-1815
1932	OG0001932	YHL040C	augustus_masked-scf7180000099716-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000099716-processed-gene-0.18&CDS=1-1995
1933	OG0001933	YHR001W	snap_masked-scf7180000099672-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000099672-processed-gene-0.46&CDS=1-1332
1934	OG0001934	YHR002W	genemark-scf7180000099672-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000099672-processed-gene-0.13&CDS=1-1074
1935	OG0001935	YHR004C	snap_masked-scf7180000099672-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000099672-processed-gene-0.38&CDS=1-1302
1936	OG0001936	YHR005C	snap_masked-scf7180000099541-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000099541-processed-gene-0.3&CDS=1-1410
1937	OG0001937	YHR005C-A	maker-scf7180000099541-augustus-gene-0.12-mRNA-1_1&gene=maker-scf7180000099541-augustus-gene-0.12&CDS=1-1662
1938	OG0001938	YHR007C	snap_masked-scf7180000099669-processed-gene-0.123-mRNA-1_1&gene=snap_masked-scf7180000099669-processed-gene-0.123&CDS=1-1605
1939	OG0001939	YHR008C	snap_masked-scf7180000099669-processed-gene-0.124-mRNA-1_1&gene=snap_masked-scf7180000099669-processed-gene-0.124&CDS=1-714
1940	OG0001940	YHR009C	maker-scf7180000099669-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000099669-snap-gene-0.5&CDS=1-1401
1941	OG0001941	YHR011W	augustus_masked-scf7180000099669-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000099669-processed-gene-0.63&CDS=1-1794
1942	OG0001942	YHR012W	maker-scf7180000099669-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000099669-snap-gene-0.2&CDS=1-786
1943	OG0001943	YHR013C	snap_masked-scf7180000099669-processed-gene-0.126-mRNA-1_1&gene=snap_masked-scf7180000099669-processed-gene-0.126&CDS=1-690
1944	OG0001944	YHR017W	snap_masked-scf7180000099685-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000099685-processed-gene-0.14&CDS=1-1149
1945	OG0001945	YHR018C	snap_masked-scf7180000099685-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000099685-processed-gene-0.16&CDS=1-1395
1946	OG0001946	YHR019C	snap_masked-scf7180000099685-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000099685-processed-gene-0.17&CDS=1-1662
1947	OG0001947	YHR020W	snap_masked-scf7180000099685-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000099685-processed-gene-0.15&CDS=1-2022
1948	OG0001948	YHR022C	snap_masked-scf7180000099634-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000099634-processed-gene-0.4&CDS=1-1101
1949	OG0001949	YHR023W	snap_masked-scf7180000099634-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000099634-processed-gene-0.14&CDS=1-5682
1950	OG0001950	YHR024C	snap_masked-scf7180000099634-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000099634-processed-gene-0.3&CDS=1-1461
1951	OG0001951	YHR025W	snap_masked-scf7180000099634-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000099634-processed-gene-0.13&CDS=1-1071
1952	OG0001952	YHR026W	snap_masked-scf7180000099601-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000099601-processed-gene-0.21&CDS=1-639
1953	OG0001953	YHR027C	snap_masked-scf7180000099601-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000099601-processed-gene-0.19&CDS=1-2961
1954	OG0001954	YHR028C	snap_masked-scf7180000099601-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000099601-processed-gene-0.18&CDS=1-2520
1955	OG0001955	YHR029C	snap_masked-scf7180000099601-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000099601-processed-gene-0.17&CDS=1-879
1956	OG0001956	YHR030C	snap_masked-scf7180000099601-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000099601-processed-gene-0.16&CDS=1-1458
1957	OG0001957	YHR031C	snap_masked-scf7180000099601-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000099601-processed-gene-0.15&CDS=1-2286
1958	OG0001958	YHR032W	snap_masked-scf7180000099645-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.101&CDS=1-1923
1959	OG0001959	YHR034C	snap_masked-scf7180000099645-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.112&CDS=1-996
1960	OG0001960	YHR036W	snap_masked-scf7180000099645-processed-gene-0.144-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.144&CDS=1-1263
1961	OG0001961	YHR037W	snap_masked-scf7180000099645-processed-gene-0.143-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.143&CDS=1-1752
1962	OG0001962	YHR038W	snap_masked-scf7180000099645-processed-gene-0.142-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.142&CDS=1-693
1963	OG0001963	YHR039C	augustus_masked-scf7180000099645-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-scf7180000099645-processed-gene-0.177&CDS=1-2901
1964	OG0001964	YHR040W	snap_masked-scf7180000099576-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000099576-processed-gene-0.4&CDS=1-1263
1965	OG0001965	YHR045W	snap_masked-scf7180000099645-processed-gene-0.140-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.140&CDS=1-1698
1966	OG0001966	YHR048W	maker-scf7180000099645-snap-gene-0.93-mRNA-1_1&gene=maker-scf7180000099645-snap-gene-0.93&CDS=1-1467
1967	OG0001967	YHR050W	maker-scf7180000099645-snap-gene-0.92-mRNA-1_1&gene=maker-scf7180000099645-snap-gene-0.92&CDS=1-2508
1968	OG0001968	YHR051W	genemark-scf7180000099645-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000099645-processed-gene-0.54&CDS=1-483
1969	OG0001969	YHR052W	snap_masked-scf7180000099645-processed-gene-0.136-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.136&CDS=1-1149
1970	OG0001970	YHR059W	augustus_masked-scf7180000099645-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-scf7180000099645-processed-gene-0.180&CDS=1-369
1971	OG0001971	YHR060W	augustus_masked-scf7180000099645-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-scf7180000099645-processed-gene-0.181&CDS=1-552
1972	OG0001972	YHR062C	snap_masked-scf7180000099645-processed-gene-0.150-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.150&CDS=1-885
1973	OG0001973	YHR063C	snap_masked-scf7180000099645-processed-gene-0.153-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.153&CDS=1-1137
1974	OG0001974	YHR064C	maker-scf7180000099645-snap-gene-0.95-mRNA-1_1&gene=maker-scf7180000099645-snap-gene-0.95&CDS=1-1599
1975	OG0001975	YHR065C	snap_masked-scf7180000099645-processed-gene-0.155-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.155&CDS=1-1482
1976	OG0001976	YHR067W	snap_masked-scf7180000099645-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.116&CDS=1-855
1977	OG0001977	YHR068W	snap_masked-scf7180000099645-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.117&CDS=1-1158
1978	OG0001978	YHR069C	maker-scf7180000099645-snap-gene-0.96-mRNA-1_1&gene=maker-scf7180000099645-snap-gene-0.96&CDS=1-1089
1979	OG0001979	YHR070W	snap_masked-scf7180000099619-processed-gene-1.202-mRNA-1_1&gene=snap_masked-scf7180000099619-processed-gene-1.202&CDS=1-1476
1980	OG0001980	YHR071W	snap_masked-scf7180000099619-processed-gene-1.203-mRNA-1_1&gene=snap_masked-scf7180000099619-processed-gene-1.203&CDS=1-735
1981	OG0001981	YHR072W	snap_masked-scf7180000099645-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.118&CDS=1-1197
1982	OG0001982	YHR072W-A	snap_masked-scf7180000099612-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000099612-processed-gene-0.55&CDS=1-180
1983	OG0001983	YHR073W	maker-scf7180000099645-snap-gene-0.87-mRNA-1_1&gene=maker-scf7180000099645-snap-gene-0.87&CDS=1-2535
1984	OG0001984	YHR074W	snap_masked-scf7180000099645-processed-gene-0.121-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.121&CDS=1-2139
1985	OG0001985	YHR075C	snap_masked-scf7180000099645-processed-gene-0.159-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.159&CDS=1-1137
1986	OG0001986	YHR076W	genemark-scf7180000099645-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000099645-processed-gene-0.38&CDS=1-1128
1987	OG0001987	YHR077C	genemark-scf7180000099645-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000099645-processed-gene-0.77&CDS=1-3144
1988	OG0001988	YHR078W	genemark-scf7180000099645-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000099645-processed-gene-0.39&CDS=1-1470
1989	OG0001989	YHR079C	snap_masked-scf7180000099645-processed-gene-0.162-mRNA-1_1&gene=snap_masked-scf7180000099645-processed-gene-0.162&CDS=1-3288
1990	OG0001990	YHR081W	genemark-scf7180000099645-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000099645-processed-gene-0.40&CDS=1-414
1991	OG0001991	YHR082C	genemark-scf7180000099645-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000099645-processed-gene-0.80&CDS=1-3168
1992	OG0001992	YHR083W	snap_masked-scf7180000099469-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000099469-processed-gene-0.1&CDS=1-711
1993	OG0001993	YHR085W	snap_masked-scf7180000099612-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000099612-processed-gene-0.62&CDS=1-1017
1994	OG0001994	YHR086W	snap_masked-scf7180000099631-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.22&CDS=1-1200
1995	OG0001995	YHR087W	snap_masked-scf7180000099631-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.21&CDS=1-312
1996	OG0001996	YHR088W	snap_masked-scf7180000099631-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.20&CDS=1-924
1997	OG0001997	YHR089C	snap_masked-scf7180000099631-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.12&CDS=1-669
1998	OG0001998	YHR090C	snap_masked-scf7180000099631-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.11&CDS=1-834
1999	OG0001999	YHR098C	snap_masked-scf7180000099631-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.7&CDS=1-2880
2000	OG0002000	YHR099W	maker-scf7180000099612-snap-gene-0.182-mRNA-1_1&gene=maker-scf7180000099612-snap-gene-0.182&CDS=1-11289
2001	OG0002001	YHR100C	snap_masked-scf7180000099631-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.6&CDS=1-564
2002	OG0002002	YHR101C	genemark-scf7180000099631-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000099631-processed-gene-0.51&CDS=1-852
2003	OG0002003	YHR102W	snap_masked-scf7180000099631-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.18&CDS=1-3699
2004	OG0002004	YHR103W	genemark-scf7180000099631-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000099631-processed-gene-0.65&CDS=1-2481
2005	OG0002005	YHR104W	snap_masked-scf7180000099719-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000099719-processed-gene-0.27&CDS=1-981
2006	OG0002006	YHR107C	genemark-scf7180000099631-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000099631-processed-gene-0.50&CDS=1-1278
2007	OG0002007	YHR108W	snap_masked-scf7180000099612-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000099612-processed-gene-0.72&CDS=1-1818
2008	OG0002008	YHR109W	augustus_masked-scf7180000099631-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000099631-processed-gene-0.37&CDS=1-1848
2009	OG0002009	YHR110W	snap_masked-scf7180000099631-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000099631-processed-gene-0.14&CDS=1-636
2010	OG0002010	YHR111W	snap_masked-scf7180000099612-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scf7180000099612-processed-gene-0.73&CDS=1-1326
2011	OG0002011	YHR112C	snap_masked-scf7180000099612-processed-gene-0.108-mRNA-1_1&gene=snap_masked-scf7180000099612-processed-gene-0.108&CDS=1-1137
2012	OG0002012	YHR113W	augustus_masked-scf7180000099631-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000099631-processed-gene-0.35&CDS=1-1578
2013	OG0002013	YHR114W	snap_masked-scf7180000099676-processed-gene-3.117-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.117&CDS=1-1938
2014	OG0002014	YHR115C	snap_masked-scf7180000099676-processed-gene-3.160-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.160&CDS=1-1545
2015	OG0002015	YHR116W	snap_masked-scf7180000099676-processed-gene-3.118-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.118&CDS=1-393
2016	OG0002016	YHR118C	snap_masked-scf7180000099676-processed-gene-3.161-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.161&CDS=1-1440
2017	OG0002017	YHR120W	augustus_masked-scf7180000099676-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-scf7180000099676-processed-gene-3.34&CDS=1-6642
2018	OG0002018	YHR121W	snap_masked-scf7180000099640-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.72&CDS=1-579
2019	OG0002019	YHR124W	genemark-scf7180000099676-processed-gene-3.210-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-3.210&CDS=1-1956
2020	OG0002020	YHR127W	snap_masked-scf7180000099676-processed-gene-3.124-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.124&CDS=1-771
2021	OG0002021	YHR128W	snap_masked-scf7180000099676-processed-gene-3.126-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.126&CDS=1-648
2022	OG0002022	YHR129C	genemark-scf7180000099676-processed-gene-3.252-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-3.252&CDS=1-1128
2023	OG0002023	YHR132C	snap_masked-scf7180000099618-processed-gene-1.159-mRNA-1_1&gene=snap_masked-scf7180000099618-processed-gene-1.159&CDS=1-1356
2024	OG0002024	YHR132W-A	snap_masked-scf7180000099618-processed-gene-1.118-mRNA-1_1&gene=snap_masked-scf7180000099618-processed-gene-1.118&CDS=1-417
2025	OG0002025	YHR134W	snap_masked-scf7180000099618-processed-gene-1.119-mRNA-1_1&gene=snap_masked-scf7180000099618-processed-gene-1.119&CDS=1-750
2026	OG0002026	YHR138C	snap_masked-scf7180000099618-processed-gene-1.163-mRNA-1_1&gene=snap_masked-scf7180000099618-processed-gene-1.163&CDS=1-276
2027	OG0002027	YHR140W	snap_masked-scf7180000099618-processed-gene-1.120-mRNA-1_1&gene=snap_masked-scf7180000099618-processed-gene-1.120&CDS=1-729
2028	OG0002028	YHR142W	genemark-scf7180000099618-processed-gene-1.28-mRNA-1_1&gene=genemark-scf7180000099618-processed-gene-1.28&CDS=1-951
2029	OG0002029	YHR143W	augustus_masked-scf7180000099621-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-scf7180000099621-processed-gene-0.184&CDS=1-723
2030	OG0002030	YHR143W-A	snap_masked-scf7180000099621-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.116&CDS=1-210
2031	OG0002031	YHR144C	snap_masked-scf7180000099621-processed-gene-0.153-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.153&CDS=1-969
2032	OG0002032	YHR146W	snap_masked-scf7180000099621-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.117&CDS=1-1122
2033	OG0002033	YHR147C	snap_masked-scf7180000099671-processed-gene-1.13-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.13&CDS=1-642
2034	OG0002034	YHR148W	snap_masked-scf7180000099671-processed-gene-1.42-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.42&CDS=1-549
2035	OG0002035	YHR150W	snap_masked-scf7180000099671-processed-gene-1.41-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.41&CDS=1-1668
2036	OG0002036	YHR151C	genemark-scf7180000099671-processed-gene-1.124-mRNA-1_1&gene=genemark-scf7180000099671-processed-gene-1.124&CDS=1-1653
2037	OG0002037	YHR153C	snap_masked-scf7180000099671-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.10&CDS=1-564
2038	OG0002038	YHR156C	genemark-scf7180000099638-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000099638-processed-gene-0.63&CDS=1-1053
2039	OG0002039	YHR158C	snap_masked-scf7180000099708-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.34&CDS=1-3417
2040	OG0002040	YHR159W	snap_masked-scf7180000099671-processed-gene-1.38-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.38&CDS=1-1593
2041	OG0002041	YHR161C	genemark-scf7180000099671-processed-gene-1.121-mRNA-1_1&gene=genemark-scf7180000099671-processed-gene-1.121&CDS=1-1893
2042	OG0002042	YHR162W	snap_masked-scf7180000099671-processed-gene-1.37-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.37&CDS=1-393
2043	OG0002043	YHR163W	snap_masked-scf7180000099671-processed-gene-1.36-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.36&CDS=1-747
2044	OG0002044	YHR164C	snap_masked-scf7180000099671-processed-gene-1.6-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.6&CDS=1-4269
2045	OG0002045	YHR165C	maker-scf7180000099671-snap-gene-1.170-mRNA-1_1&gene=maker-scf7180000099671-snap-gene-1.170&CDS=1-9093
2046	OG0002046	YHR168W	augustus_masked-scf7180000099671-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scf7180000099671-processed-gene-1.89&CDS=1-2427
2047	OG0002047	YHR169W	augustus_masked-scf7180000099708-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000099708-processed-gene-0.105&CDS=1-1896
2048	OG0002048	YHR170W	snap_masked-scf7180000099671-processed-gene-1.33-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.33&CDS=1-1581
2049	OG0002049	YHR171W	genemark-scf7180000099671-processed-gene-1.146-mRNA-1_1&gene=genemark-scf7180000099671-processed-gene-1.146&CDS=1-1920
2050	OG0002050	YHR172W	augustus_masked-scf7180000099671-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scf7180000099671-processed-gene-1.86&CDS=1-2475
2051	OG0002051	YHR175W	snap_masked-scf7180000099671-processed-gene-1.30-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.30&CDS=1-411
2052	OG0002052	YHR176W	snap_masked-scf7180000099671-processed-gene-1.29-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.29&CDS=1-1401
2053	OG0002053	YHR178W	snap_masked-scf7180000099671-processed-gene-1.28-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.28&CDS=1-2409
2054	OG0002054	YHR181W	snap_masked-scf7180000099689-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000099689-processed-gene-0.45&CDS=1-702
2055	OG0002055	YHR182W	augustus_masked-scf7180000099689-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000099689-processed-gene-0.105&CDS=1-2499
2056	OG0002056	YHR183W	snap_masked-scf7180000099689-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000099689-processed-gene-0.43&CDS=1-1467
2057	OG0002057	YHR184W	snap_masked-scf7180000099689-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000099689-processed-gene-0.42&CDS=1-1584
