	OrthologID	Saccharomyces_cerevisiae	Schizosaccharomyces_pomb
2844	OG0002844	YPR191W	SPCC613.10_pep
2845	OG0002845	Q0045	SPMIT.01_pep
2846	OG0002846	Q0075	SPMIT.03_pep
2847	OG0002847	Q0080	SPMIT.09_pep
2848	OG0002848	Q0085	SPMIT.07_pep
2849	OG0002849	Q0105	SPMIT.05_pep
2850	OG0002850	Q0130	SPMIT.10_pep
2851	OG0002851	Q0250	SPMIT.11_pep
2852	OG0002852	Q0255	SPMIT.02_pep
2853	OG0002853	Q0275	SPMIT.04_pep
2854	OG0002854		SPAC3H8.08c_pep, SPBC16G5.17_pep
