	OrthologID	Metschnikowia_hamakuensis	Saccharomyces_cerevisiae
1503	OG0001503	genemark-ham-_s279-processed-gene-4.205-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-4.205&CDS=1-2355	YLR222C
1504	OG0001504	genemark-ham-_s281-processed-gene-0.24-mRNA-1_1&gene=genemark-ham-_s281-processed-gene-0.24&CDS=1-510	YJL096W
1505	OG0001505	snap_masked-ham-_s281-processed-gene-0.54-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.54&CDS=1-3027	YLL003W
1506	OG0001506	snap_masked-ham-_s281-processed-gene-0.69-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.69&CDS=1-1833	YNR030W
1507	OG0001507	snap_masked-ham-_s281-processed-gene-0.55-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.55&CDS=1-1161	YNR029C
1508	OG0001508	snap_masked-ham-_s281-processed-gene-0.56-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.56&CDS=1-1428	YJL054W
1509	OG0001509	snap_masked-ham-_s281-processed-gene-0.72-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.72&CDS=1-822	YGL221C
1510	OG0001510	snap_masked-ham-_s281-processed-gene-0.59-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.59&CDS=1-1527	YOL137W
1511	OG0001511	snap_masked-ham-_s281-processed-gene-0.73-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.73&CDS=1-258	YGL220W
1512	OG0001512	snap_masked-ham-_s281-processed-gene-0.74-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.74&CDS=1-4287	YDL240W
1513	OG0001513	snap_masked-ham-_s281-processed-gene-0.75-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.75&CDS=1-660	YNL038W
1514	OG0001514	snap_masked-ham-_s281-processed-gene-0.76-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.76&CDS=1-2016	YNL039W
1515	OG0001515	snap_masked-ham-_s281-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.60&CDS=1-1164	YNL035C
1516	OG0001516	snap_masked-ham-_s281-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.61&CDS=1-2721	YNL021W
1517	OG0001517	snap_masked-ham-_s281-processed-gene-0.62-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.62&CDS=1-1419	YNL022C
1518	OG0001518	snap_masked-ham-_s281-processed-gene-0.78-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.78&CDS=1-1122	YIL094C
1519	OG0001519	snap_masked-ham-_s281-processed-gene-0.63-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.63&CDS=1-699	YOR232W
1520	OG0001520	snap_masked-ham-_s281-processed-gene-0.66-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.66&CDS=1-828	YPL107W
1521	OG0001521	snap_masked-ham-_s282-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s282-processed-gene-0.17&CDS=1-1212	YPR140W
1522	OG0001522	snap_masked-ham-_s282-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ham-_s282-processed-gene-0.26&CDS=1-1872	YPR141C
1523	OG0001523	snap_masked-ham-_s282-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ham-_s282-processed-gene-0.21&CDS=1-909	YPR143W
1524	OG0001524	snap_masked-ham-_s284-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.4&CDS=1-1035	YMR315W
1525	OG0001525	snap_masked-ham-_s284-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.18&CDS=1-2382	YDR498C
1526	OG0001526	snap_masked-ham-_s284-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.20&CDS=1-816	YIL106W
1527	OG0001527	augustus_masked-ham-_s284-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-ham-_s284-processed-gene-0.55&CDS=1-891	YLL027W
1528	OG0001528	snap_masked-ham-_s284-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.24&CDS=1-1848	YAR007C
1529	OG0001529	snap_masked-ham-_s284-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.25&CDS=1-1203	YGL184C
1530	OG0001530	maker-ham-_s284-snap-gene-0.0-mRNA-1_1&gene=maker-ham-_s284-snap-gene-0.0&CDS=1-1899	YIR029W
1531	OG0001531	genemark-ham-_s284-processed-gene-0.99-mRNA-1_1&gene=genemark-ham-_s284-processed-gene-0.99&CDS=1-471	YLL050C
1532	OG0001532	snap_masked-ham-_s284-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.14&CDS=1-9438	YLR087C
1533	OG0001533	snap_masked-ham-_s286-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.65&CDS=1-2118	YLR117C
1534	OG0001534	snap_masked-ham-_s286-processed-gene-0.54-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.54&CDS=1-375	YKL086W
1535	OG0001535	snap_masked-ham-_s286-processed-gene-0.70-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.70&CDS=1-855	YOR065W
1536	OG0001536	snap_masked-ham-_s286-processed-gene-0.71-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.71&CDS=1-1176	YAL012W
1537	OG0001537	snap_masked-ham-_s286-processed-gene-0.56-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.56&CDS=1-3360	YGL006W
1538	OG0001538	snap_masked-ham-_s286-processed-gene-0.75-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.75&CDS=1-3177	YIL128W
1539	OG0001539	snap_masked-ham-_s286-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.60&CDS=1-8238	YIL129C
1540	OG0001540	snap_masked-ham-_s286-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.61&CDS=1-1083	YOR091W
1541	OG0001541	snap_masked-ham-_s286-processed-gene-0.76-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.76&CDS=1-1959	YNL094W
1542	OG0001542	snap_masked-ham-_s286-processed-gene-0.62-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.62&CDS=1-1809	YHR114W
1543	OG0001543	snap_masked-ham-_s286-processed-gene-0.64-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.64&CDS=1-789	YOR095C
1544	OG0001544	snap_masked-ham-_s286-processed-gene-1.78-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.78&CDS=1-1761	YGL119W
1545	OG0001545	snap_masked-ham-_s286-processed-gene-1.80-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.80&CDS=1-1659	YNL083W
1546	OG0001546	snap_masked-ham-_s286-processed-gene-1.81-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.81&CDS=1-2727	YNL082W
1547	OG0001547	snap_masked-ham-_s286-processed-gene-1.84-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.84&CDS=1-1140	YNL092W
1548	OG0001548	snap_masked-ham-_s286-processed-gene-1.106-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.106&CDS=1-1242	YNL207W
1549	OG0001549	snap_masked-ham-_s286-processed-gene-1.91-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.91&CDS=1-843	YLR393W
1550	OG0001550	snap_masked-ham-_s286-processed-gene-1.92-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.92&CDS=1-354	YHL015W
1551	OG0001551	snap_masked-ham-_s286-processed-gene-1.93-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.93&CDS=1-1689	YOR090C
1552	OG0001552	snap_masked-ham-_s286-processed-gene-1.94-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.94&CDS=1-3636	YLR398C
1553	OG0001553	snap_masked-ham-_s286-processed-gene-1.95-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.95&CDS=1-2295	YLR397C
1554	OG0001554	snap_masked-ham-_s286-processed-gene-1.109-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.109&CDS=1-861	YDL065C
1555	OG0001555	genemark-ham-_s286-processed-gene-1.54-mRNA-1_1&gene=genemark-ham-_s286-processed-gene-1.54&CDS=1-474	YDL064W
1556	OG0001556	snap_masked-ham-_s286-processed-gene-1.110-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.110&CDS=1-1362	YJL155C
1557	OG0001557	snap_masked-ham-_s286-processed-gene-1.97-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.97&CDS=1-2331	YJL156C
1558	OG0001558	snap_masked-ham-_s286-processed-gene-1.111-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.111&CDS=1-1917	YDL063C
1559	OG0001559	maker-ham-_s286-snap-gene-1.76-mRNA-1_1&gene=maker-ham-_s286-snap-gene-1.76&CDS=1-270	YLR390W
1560	OG0001560	maker-ham-_s286-snap-gene-1.74-mRNA-1_1&gene=maker-ham-_s286-snap-gene-1.74&CDS=1-3573	YDL060W
1561	OG0001561	snap_masked-ham-_s286-processed-gene-1.101-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.101&CDS=1-2838	YLR386W
1562	OG0001562	snap_masked-ham-_s286-processed-gene-1.103-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.103&CDS=1-1470	YDR376W
1563	OG0001563	genemark-ham-_s286-processed-gene-1.70-mRNA-1_1&gene=genemark-ham-_s286-processed-gene-1.70&CDS=1-984	YJR107W
1564	OG0001564	augustus_masked-ham-_s286-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-ham-_s286-processed-gene-1.35&CDS=1-255	YKL053C-A
1565	OG0001565	augustus_masked-ham-_s286-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-ham-_s286-processed-gene-2.71&CDS=1-3702	YMR218C
1566	OG0001566	snap_masked-ham-_s286-processed-gene-2.13-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.13&CDS=1-1902	YGL110C
1567	OG0001567	augustus_masked-ham-_s286-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-ham-_s286-processed-gene-2.75&CDS=1-1032	YBR246W
1568	OG0001568	snap_masked-ham-_s286-processed-gene-2.44-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.44&CDS=1-1932	YLR337C
1569	OG0001569	snap_masked-ham-_s286-processed-gene-2.45-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.45&CDS=1-507	YDL120W
1570	OG0001570	snap_masked-ham-_s286-processed-gene-2.19-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.19&CDS=1-795	YIL093C
1571	OG0001571	augustus_masked-ham-_s286-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-ham-_s286-processed-gene-2.81&CDS=1-1902	YOL060C
1572	OG0001572	snap_masked-ham-_s286-processed-gene-2.24-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.24&CDS=1-1623	YKR051W
1573	OG0001573	augustus_masked-ham-_s286-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-ham-_s286-processed-gene-2.106&CDS=1-1209	YJL131C
1574	OG0001574	snap_masked-ham-_s286-processed-gene-2.48-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.48&CDS=1-1590	YNL240C
1575	OG0001575	snap_masked-ham-_s286-processed-gene-2.25-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.25&CDS=1-2487	YIL130W
1576	OG0001576	snap_masked-ham-_s286-processed-gene-2.49-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.49&CDS=1-2241	YOR112W
1577	OG0001577	maker-ham-_s286-augustus-gene-2.6-mRNA-1_1&gene=maker-ham-_s286-augustus-gene-2.6&CDS=1-915	YLR283W
1578	OG0001578	snap_masked-ham-_s286-processed-gene-2.26-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.26&CDS=1-249	YMR194C-B
1579	OG0001579	snap_masked-ham-_s286-processed-gene-2.27-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.27&CDS=1-306	YBR268W
1580	OG0001580	snap_masked-ham-_s286-processed-gene-2.52-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.52&CDS=1-2454	YPR089W
1581	OG0001581	snap_masked-ham-_s286-processed-gene-2.28-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.28&CDS=1-852	YPR079W
1582	OG0001582	snap_masked-ham-_s286-processed-gene-2.53-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.53&CDS=1-2808	YNL287W
1583	OG0001583	snap_masked-ham-_s286-processed-gene-2.54-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.54&CDS=1-3837	YML091C
1584	OG0001584	snap_masked-ham-_s286-processed-gene-2.55-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.55&CDS=1-1923	YML088W
1585	OG0001585	snap_masked-ham-_s286-processed-gene-2.30-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.30&CDS=1-3909	YMR012W
1586	OG0001586	snap_masked-ham-_s286-processed-gene-2.58-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.58&CDS=1-921	YML125C
1587	OG0001587	maker-ham-_s286-snap-gene-2.2-mRNA-1_1&gene=maker-ham-_s286-snap-gene-2.2&CDS=1-1344	YML085C
1588	OG0001588	snap_masked-ham-_s286-processed-gene-2.60-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.60&CDS=1-1341	YML126C
1589	OG0001589	snap_masked-ham-_s286-processed-gene-2.63-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.63&CDS=1-4524	YOR093C
1590	OG0001590	snap_masked-ham-_s286-processed-gene-2.64-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.64&CDS=1-300	YOL108C
1591	OG0001591	genemark-ham-_s286-processed-gene-2.147-mRNA-1_1&gene=genemark-ham-_s286-processed-gene-2.147&CDS=1-345	YPR166C
1592	OG0001592	snap_masked-ham-_s286-processed-gene-2.65-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.65&CDS=1-828	YPL064C
1593	OG0001593	snap_masked-ham-_s286-processed-gene-2.33-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.33&CDS=1-2442	YPR029C
1594	OG0001594	maker-ham-_s286-snap-gene-2.4-mRNA-1_1&gene=maker-ham-_s286-snap-gene-2.4&CDS=1-525	YPR028W
1595	OG0001595	maker-ham-_s286-snap-gene-2.3-mRNA-1_1&gene=maker-ham-_s286-snap-gene-2.3&CDS=1-1323	YKL082C
1596	OG0001596	snap_masked-ham-_s286-processed-gene-2.34-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.34&CDS=1-1119	YKL080W
1597	OG0001597	augustus_masked-ham-_s286-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-ham-_s286-processed-gene-2.95&CDS=1-555	YDL200C
1598	OG0001598	snap_masked-ham-_s286-processed-gene-2.38-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.38&CDS=1-798	YER026C
1599	OG0001599	snap_masked-ham-_s286-processed-gene-2.39-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.39&CDS=1-1416	YPL063W
1600	OG0001600	snap_masked-ham-_s286-processed-gene-2.42-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.42&CDS=1-882	YOL136C
1601	OG0001601	genemark-ham-_s29-processed-gene-0.10-mRNA-1_1&gene=genemark-ham-_s29-processed-gene-0.10&CDS=1-648	YMR202W
1602	OG0001602	snap_masked-ham-_s293-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s293-processed-gene-0.15&CDS=1-4881	YDR283C
1603	OG0001603	snap_masked-ham-_s293-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ham-_s293-processed-gene-0.23&CDS=1-864	YDR284C
1604	OG0001604	maker-ham-_s293-snap-gene-0.41-mRNA-1_1&gene=maker-ham-_s293-snap-gene-0.41&CDS=1-1914	YMR004W
1605	OG0001605	snap_masked-ham-_s293-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ham-_s293-processed-gene-0.24&CDS=1-432	YJR067C
1606	OG0001606	snap_masked-ham-_s293-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s293-processed-gene-0.17&CDS=1-1041	YOR043W
1607	OG0001607	snap_masked-ham-_s293-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s293-processed-gene-0.18&CDS=1-1032	YJR068W
1608	OG0001608	snap_masked-ham-_s293-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ham-_s293-processed-gene-0.26&CDS=1-3195	YBR276C
1609	OG0001609	snap_masked-ham-_s293-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s293-processed-gene-0.19&CDS=1-2178	YAL043C
1610	OG0001610	augustus_masked-ham-_s293-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ham-_s293-processed-gene-0.12&CDS=1-258	YJL062W-A
1611	OG0001611	snap_masked-ham-_s296-processed-gene-0.174-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.174&CDS=1-684	YCR020C
1612	OG0001612	snap_masked-ham-_s296-processed-gene-0.175-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.175&CDS=1-285	YMR225C
1613	OG0001613	snap_masked-ham-_s296-processed-gene-0.176-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.176&CDS=1-1125	YJR149W
1614	OG0001614	snap_masked-ham-_s296-processed-gene-0.177-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.177&CDS=1-1161	YGR234W
1615	OG0001615	snap_masked-ham-_s296-processed-gene-0.178-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.178&CDS=1-780	YLL041C
1616	OG0001616	snap_masked-ham-_s296-processed-gene-0.179-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.179&CDS=1-1128	YOR388C
1617	OG0001617	snap_masked-ham-_s296-processed-gene-0.223-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.223&CDS=1-822	YLR407W
1618	OG0001618	snap_masked-ham-_s296-processed-gene-0.224-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.224&CDS=1-1587	YDL076C
1619	OG0001619	snap_masked-ham-_s296-processed-gene-0.225-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.225&CDS=1-3162	YDL077C
1620	OG0001620	snap_masked-ham-_s296-processed-gene-0.226-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.226&CDS=1-2808	YLR409C
1621	OG0001621	snap_masked-ham-_s296-processed-gene-0.181-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.181&CDS=1-1836	YLR401C
1622	OG0001622	snap_masked-ham-_s296-processed-gene-0.227-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.227&CDS=1-588	YDL072C
1623	OG0001623	snap_masked-ham-_s296-processed-gene-0.228-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.228&CDS=1-1752	YLR152C
1624	OG0001624	snap_masked-ham-_s296-processed-gene-0.230-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.230&CDS=1-1626	YML069W
1625	OG0001625	snap_masked-ham-_s296-processed-gene-0.182-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.182&CDS=1-1095	YDR158W
1626	OG0001626	augustus_masked-ham-_s296-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ham-_s296-processed-gene-0.9&CDS=1-6309	YDR159W
1627	OG0001627	snap_masked-ham-_s296-processed-gene-0.232-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.232&CDS=1-675	YDL098C
1628	OG0001628	augustus_masked-ham-_s296-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-ham-_s296-processed-gene-0.54&CDS=1-783	YMR157C
1629	OG0001629	genemark-ham-_s296-processed-gene-0.97-mRNA-1_1&gene=genemark-ham-_s296-processed-gene-0.97&CDS=1-468	YMR158W
1630	OG0001630	snap_masked-ham-_s296-processed-gene-0.189-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.189&CDS=1-1011	YGL115W
1631	OG0001631	snap_masked-ham-_s296-processed-gene-0.190-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.190&CDS=1-2088	YGL114W
1632	OG0001632	snap_masked-ham-_s296-processed-gene-0.236-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.236&CDS=1-936	YBR231C
1633	OG0001633	snap_masked-ham-_s296-processed-gene-0.237-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.237&CDS=1-345	YLL014W
1634	OG0001634	snap_masked-ham-_s296-processed-gene-0.238-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.238&CDS=1-5358	YGR184C
1635	OG0001635	snap_masked-ham-_s296-processed-gene-0.192-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.192&CDS=1-1197	YGR185C
1636	OG0001636	snap_masked-ham-_s296-processed-gene-0.193-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.193&CDS=1-213	YGR183C
1637	OG0001637	maker-ham-_s296-snap-gene-0.84-mRNA-1_1&gene=maker-ham-_s296-snap-gene-0.84&CDS=1-4797	YDR301W
1638	OG0001638	genemark-ham-_s296-processed-gene-0.104-mRNA-1_1&gene=genemark-ham-_s296-processed-gene-0.104&CDS=1-636	YBL040C
1639	OG0001639	snap_masked-ham-_s296-processed-gene-0.243-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.243&CDS=1-723	YBL041W
1640	OG0001640	snap_masked-ham-_s296-processed-gene-0.244-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.244&CDS=1-294	YGR181W
1641	OG0001641	maker-ham-_s296-snap-gene-0.83-mRNA-1_1&gene=maker-ham-_s296-snap-gene-0.83&CDS=1-2259	YPL109C
1642	OG0001642	snap_masked-ham-_s296-processed-gene-0.198-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.198&CDS=1-717	YAL049C
1643	OG0001643	snap_masked-ham-_s296-processed-gene-0.200-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.200&CDS=1-1095	YGR187C
1644	OG0001644	snap_masked-ham-_s296-processed-gene-0.245-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.245&CDS=1-1722	YGR186W
1645	OG0001645	genemark-ham-_s296-processed-gene-0.111-mRNA-1_1&gene=genemark-ham-_s296-processed-gene-0.111&CDS=1-1230	YJR013W
1646	OG0001646	snap_masked-ham-_s296-processed-gene-0.203-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.203&CDS=1-732	YGR195W
1647	OG0001647	maker-ham-_s296-augustus-gene-0.267-mRNA-1_1&gene=maker-ham-_s296-augustus-gene-0.267&CDS=1-1767	YKL087C
1648	OG0001648	snap_masked-ham-_s296-processed-gene-0.249-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.249&CDS=1-1317	YMR220W
1649	OG0001649	snap_masked-ham-_s296-processed-gene-0.206-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.206&CDS=1-1347	YBR166C
1650	OG0001650	snap_masked-ham-_s296-processed-gene-0.250-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.250&CDS=1-555	YBR164C
1651	OG0001651	snap_masked-ham-_s296-processed-gene-0.207-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.207&CDS=1-639	YMR311C
1652	OG0001652	snap_masked-ham-_s296-processed-gene-0.251-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.251&CDS=1-1272	YGR285C
1653	OG0001653	snap_masked-ham-_s296-processed-gene-0.208-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.208&CDS=1-1782	YBR158W
1654	OG0001654	snap_masked-ham-_s296-processed-gene-0.253-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.253&CDS=1-2268	YOL076W
1655	OG0001655	snap_masked-ham-_s296-processed-gene-0.254-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.254&CDS=1-678	YOR283W
1656	OG0001656	snap_masked-ham-_s296-processed-gene-0.257-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.257&CDS=1-1725	YNL115C
1657	OG0001657	snap_masked-ham-_s296-processed-gene-0.258-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.258&CDS=1-1299	YER152C
1658	OG0001658	snap_masked-ham-_s296-processed-gene-0.259-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.259&CDS=1-1470	YNL206C
1659	OG0001659	snap_masked-ham-_s296-processed-gene-0.219-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.219&CDS=1-2904	YER151C
1660	OG0001660	snap_masked-ham-_s296-processed-gene-0.262-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.262&CDS=1-675	YNL222W
1661	OG0001661	snap_masked-ham-_s296-processed-gene-0.263-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.263&CDS=1-1152	YNL223W
1662	OG0001662	snap_masked-ham-_s298-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s298-processed-gene-0.0&CDS=1-1254	YML005W
1663	OG0001663	snap_masked-ham-_s299-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s299-processed-gene-0.3&CDS=1-2601	YGR157W
1664	OG0001664	genemark-ham-_s299-processed-gene-0.5-mRNA-1_1&gene=genemark-ham-_s299-processed-gene-0.5&CDS=1-4560	YNL297C
1665	OG0001665	snap_masked-ham-_s3-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s3-processed-gene-0.8&CDS=1-453	YBR109C
1666	OG0001666	genemark-ham-_s30-processed-gene-0.2-mRNA-1_1&gene=genemark-ham-_s30-processed-gene-0.2&CDS=1-360	YAL046C
1667	OG0001667	snap_masked-ham-_s30-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s30-processed-gene-0.6&CDS=1-1938	YAL048C
1668	OG0001668	snap_masked-ham-_s300-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s300-processed-gene-0.15&CDS=1-1509	YKL185W
1669	OG0001669	snap_masked-ham-_s300-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s300-processed-gene-0.13&CDS=1-552	YKL186C
1670	OG0001670	snap_masked-ham-_s300-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s300-processed-gene-0.17&CDS=1-2358	YPL249C
1671	OG0001671	snap_masked-ham-_s300-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s300-processed-gene-0.19&CDS=1-1065	YPL248C
1672	OG0001672	snap_masked-ham-_s304-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s304-processed-gene-0.2&CDS=1-819	YPL065W
1673	OG0001673	genemark-ham-_s304-processed-gene-0.6-mRNA-1_1&gene=genemark-ham-_s304-processed-gene-0.6&CDS=1-828	YFR052W
1674	OG0001674	maker-ham-_s307-snap-gene-0.29-mRNA-1_1&gene=maker-ham-_s307-snap-gene-0.29&CDS=1-4788	YKL010C
