	OrthologID	Kazachstania_africana	Saccharomyces_cerevisiae
2136	OG0002136	snap_masked-scaffold_3-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.17&CDS=1-2655	YGL093W
2137	OG0002137	snap_masked-scaffold_3-processed-gene-4.18-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.18&CDS=1-3729	YGL092W
2138	OG0002138	genemark-scaffold_3-processed-gene-4.133-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.133&CDS=1-501	YGL010W
2139	OG0002139	genemark-scaffold_3-processed-gene-4.134-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.134&CDS=1-987	YGL091C
2140	OG0002140	snap_masked-scaffold_3-processed-gene-4.19-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.19&CDS=1-1149	YGL090W
2141	OG0002141	augustus_masked-scaffold_3-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.86&CDS=1-414	YGL087C
2142	OG0002142	genemark-scaffold_3-processed-gene-4.115-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.115&CDS=1-2067	YGL086W
2143	OG0002143	genemark-scaffold_3-processed-gene-4.116-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.116&CDS=1-801	YGL085W
2144	OG0002144	genemark-scaffold_3-processed-gene-4.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.117&CDS=1-2388	YGL083W
2145	OG0002145	genemark-scaffold_3-processed-gene-4.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.120&CDS=1-387	YGL080W
2146	OG0002146	genemark-scaffold_3-processed-gene-4.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.121&CDS=1-657	YGL079W
2147	OG0002147	genemark-scaffold_3-processed-gene-4.137-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.137&CDS=1-1533	YGL078C
2148	OG0002148	genemark-scaffold_3-processed-gene-4.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.122&CDS=1-1839	YGL073W
2149	OG0002149	augustus_masked-scaffold_3-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.90&CDS=1-366	YGL070C
2150	OG0002150	genemark-scaffold_3-processed-gene-4.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.124&CDS=1-501	YGL068W
2151	OG0002151	snap_masked-scaffold_3-processed-gene-4.47-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.47&CDS=1-1209	YGR122W
2152	OG0002152	genemark-scaffold_3-processed-gene-4.125-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.125&CDS=1-783	YGR120C
2153	OG0002153	snap_masked-scaffold_3-processed-gene-4.31-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.31&CDS=1-1419	YGR117C
2154	OG0002154	genemark-scaffold_3-processed-gene-4.144-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.144&CDS=1-1074	YPR129W
2155	OG0002155	genemark-scaffold_3-processed-gene-4.145-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.145&CDS=1-969	YGR113W
2156	OG0002156	genemark-scaffold_3-processed-gene-4.146-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.146&CDS=1-1098	YGR112W
2157	OG0002157	genemark-scaffold_3-processed-gene-4.147-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.147&CDS=1-1185	YGR111W
2158	OG0002158	genemark-scaffold_3-processed-gene-4.127-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.127&CDS=1-1236	YOL022C
2159	OG0002159	genemark-scaffold_3-processed-gene-4.149-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.149&CDS=1-1863	YOL023W
2160	OG0002160	snap_masked-scaffold_3-processed-gene-4.54-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.54&CDS=1-1797	YOL025W
2161	OG0002161	augustus_masked-scaffold_3-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.81&CDS=1-5751	YIL039W
2162	OG0002162	genemark-scaffold_3-processed-gene-4.151-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.151&CDS=1-2391	YIL038C
2163	OG0002163	genemark-scaffold_3-processed-gene-5.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.0&CDS=1-2433	YDR081C
2164	OG0002164	augustus_masked-scaffold_3-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.44&CDS=1-2685	YDR080W
2165	OG0002165	snap_masked-scaffold_3-processed-gene-5.88-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.88&CDS=1-216	YDR079C-A
2166	OG0002166	genemark-scaffold_3-processed-gene-5.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.5&CDS=1-354	YDR079W
2167	OG0002167	genemark-scaffold_3-processed-gene-5.1-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.1&CDS=1-762	YDR078C
2168	OG0002168	snap_masked-scaffold_3-processed-gene-5.90-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.90&CDS=1-840	YDR065W
2169	OG0002169	genemark-scaffold_3-processed-gene-5.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.22&CDS=1-672	YDR067C
2170	OG0002170	genemark-scaffold_3-processed-gene-5.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.6&CDS=1-945	YDR068W
2171	OG0002171	genemark-scaffold_3-processed-gene-5.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.23&CDS=1-2934	YDR069C
2172	OG0002172	genemark-scaffold_3-processed-gene-5.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.24&CDS=1-312	YDR070C
2173	OG0002173	genemark-scaffold_3-processed-gene-5.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.25&CDS=1-588	YDR071C
2174	OG0002174	genemark-scaffold_3-processed-gene-5.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.26&CDS=1-1473	YDR072C
2175	OG0002175	genemark-scaffold_3-processed-gene-5.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.7&CDS=1-426	YDR073W
2176	OG0002176	genemark-scaffold_3-processed-gene-5.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.8&CDS=1-2670	YDR074W
2177	OG0002177	genemark-scaffold_3-processed-gene-5.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.9&CDS=1-1161	YDR076W
2178	OG0002178	maker-scaffold_3-snap-gene-5.78-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.78&CDS=1-843	YDR064W
2179	OG0002179	genemark-scaffold_3-processed-gene-5.31-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.31&CDS=1-1680	YDR062W
2180	OG0002180	genemark-scaffold_3-processed-gene-5.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.32&CDS=1-1596	YDR061W
2181	OG0002181	genemark-scaffold_3-processed-gene-5.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.12&CDS=1-285	YBL026W
2182	OG0002182	genemark-scaffold_3-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.33&CDS=1-447	YER137C
2183	OG0002183	genemark-scaffold_3-processed-gene-5.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.34&CDS=1-2634	YBL023C
2184	OG0002184	genemark-scaffold_3-processed-gene-5.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.35&CDS=1-3129	YBL022C
2185	OG0002185	genemark-scaffold_3-processed-gene-5.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.36&CDS=1-390	YBL021C
2186	OG0002186	augustus_masked-scaffold_3-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.53&CDS=1-3216	YBL019W
2187	OG0002187	genemark-scaffold_3-processed-gene-5.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.15&CDS=1-1050	YBL016W
2188	OG0002188	genemark-scaffold_3-processed-gene-5.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.16&CDS=1-1578	YBL015W
2189	OG0002189	genemark-scaffold_3-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.39&CDS=1-606	YGL200C
2190	OG0002190	snap_masked-scaffold_3-processed-gene-5.106-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.106&CDS=1-8022	YGL195W
2191	OG0002191	snap_masked-scaffold_3-processed-gene-5.128-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.128&CDS=1-225	YGL194C-A
2192	OG0002192	genemark-scaffold_3-processed-gene-5.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.40&CDS=1-1359	YGL194C
2193	OG0002193	genemark-scaffold_3-processed-gene-5.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.19&CDS=1-1839	YGL192W
2194	OG0002194	genemark-scaffold_3-processed-gene-5.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.20&CDS=1-411	YGL191W
2195	OG0002195	genemark-scaffold_3-processed-gene-6.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.4&CDS=1-1449	YGL190C
2196	OG0002196	genemark-scaffold_3-processed-gene-6.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.5&CDS=1-492	YGL187C
2197	OG0002197	genemark-scaffold_3-processed-gene-6.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.6&CDS=1-1608	YGL186C
2198	OG0002198	snap_masked-scaffold_3-processed-gene-6.87-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.87&CDS=1-618	YGL183C
2199	OG0002199	genemark-scaffold_3-processed-gene-6.2-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.2&CDS=1-1191	YGL181W
2200	OG0002200	genemark-scaffold_3-processed-gene-6.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.3&CDS=1-2370	YGL180W
2201	OG0002201	genemark-scaffold_3-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.8&CDS=1-2109	YGL178W
2202	OG0002202	augustus_masked-scaffold_3-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.63&CDS=1-1404	YGL176C
2203	OG0002203	snap_masked-scaffold_3-processed-gene-6.104-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.104&CDS=1-1092	YGL175C
2204	OG0002204	snap_masked-scaffold_3-processed-gene-6.89-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.89&CDS=1-708	YGL174W
2205	OG0002205	genemark-scaffold_3-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.25&CDS=1-4497	YGL173C
2206	OG0002206	genemark-scaffold_3-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.10&CDS=1-1524	YGL172W
2207	OG0002207	augustus_masked-scaffold_3-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.66&CDS=1-4989	YPR019W
2208	OG0002208	snap_masked-scaffold_3-processed-gene-6.108-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.108&CDS=1-1365	YGL170C
2209	OG0002209	genemark-scaffold_3-processed-gene-6.31-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.31&CDS=1-1494	YFL016C
2210	OG0002210	genemark-scaffold_3-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.12&CDS=1-354	YFL014W
2211	OG0002211	genemark-scaffold_3-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.32&CDS=1-1947	YFL013C
2212	OG0002212	genemark-scaffold_3-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.33&CDS=1-2016	YFL009W
2213	OG0002213	snap_masked-scaffold_3-processed-gene-6.95-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.95&CDS=1-924	YGL161C
2214	OG0002214	augustus_masked-scaffold_3-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.56&CDS=1-3903	YGL163C
2215	OG0002215	snap_masked-scaffold_3-processed-gene-6.115-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.115&CDS=1-627	YFR008W
2216	OG0002216	genemark-scaffold_3-processed-gene-6.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.37&CDS=1-1032	YFR007W
2217	OG0002217	genemark-scaffold_3-processed-gene-6.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.38&CDS=1-3114	YPL009C
2218	OG0002218	genemark-scaffold_3-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.18&CDS=1-1233	YGL169W
2219	OG0002219	genemark-scaffold_3-processed-gene-6.39-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.39&CDS=1-3618	YPR010C
2220	OG0002220	genemark-scaffold_3-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.19&CDS=1-630	YFL005W
2221	OG0002221	genemark-scaffold_3-processed-gene-6.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.20&CDS=1-2487	YFL004W
2222	OG0002222	genemark-scaffold_3-processed-gene-6.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.40&CDS=1-2616	YFL003C
2223	OG0002223	genemark-scaffold_3-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.21&CDS=1-468	YFL017C
2224	OG0002224	snap_masked-scaffold_3-processed-gene-6.120-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.120&CDS=1-228	YFL017W-A
2225	OG0002225	augustus_masked-scaffold_3-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.48&CDS=1-708	YLR052W
2226	OG0002226	genemark-scaffold_3-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.97&CDS=1-1494	YFL022C
2227	OG0002227	maker-scaffold_3-snap-gene-7.47-mRNA-1_1&gene=maker-scaffold_3-snap-gene-7.47&CDS=1-2616	YFL023W
2228	OG0002228	snap_masked-scaffold_3-processed-gene-7.2-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.2&CDS=1-2487	YFL024C
2229	OG0002229	augustus_masked-scaffold_3-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.53&CDS=1-3084	YFL025C
2230	OG0002230	genemark-scaffold_3-processed-gene-7.118-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.118&CDS=1-1266	YFL026W
2231	OG0002231	augustus_masked-scaffold_3-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.54&CDS=1-1398	YFL027C
2232	OG0002232	genemark-scaffold_3-processed-gene-7.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.102&CDS=1-894	YFL028C
2233	OG0002233	augustus_masked-scaffold_3-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.56&CDS=1-1089	YFL029C
2234	OG0002234	genemark-scaffold_3-processed-gene-7.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.120&CDS=1-1149	YFL030W
2235	OG0002235	genemark-scaffold_3-processed-gene-7.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.121&CDS=1-798	YFL031W
2236	OG0002236	genemark-scaffold_3-processed-gene-7.104-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.104&CDS=1-4350	YFL033C
2237	OG0002237	genemark-scaffold_3-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.105&CDS=1-1785	YLR060W
2238	OG0002238	genemark-scaffold_3-processed-gene-7.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.122&CDS=1-2955	YFL034W
2239	OG0002239	snap_masked-scaffold_3-processed-gene-7.9-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.9&CDS=1-879	YFL034C-B
2240	OG0002240	genemark-scaffold_3-processed-gene-7.123-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.123&CDS=1-3852	YFL036W
2241	OG0002241	genemark-scaffold_3-processed-gene-7.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.124&CDS=1-1350	YFL037W
2242	OG0002242	genemark-scaffold_3-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.107&CDS=1-636	YFL038C
2243	OG0002243	genemark-scaffold_3-processed-gene-7.125-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.125&CDS=1-1536	YFL040W
2244	OG0002244	genemark-scaffold_3-processed-gene-7.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.108&CDS=1-582	YLR066W
2245	OG0002245	augustus_masked-scaffold_3-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.79&CDS=1-1857	YFL041W
2246	OG0002246	genemark-scaffold_3-processed-gene-7.127-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.127&CDS=1-612	YLR073C
2247	OG0002247	genemark-scaffold_3-processed-gene-7.110-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.110&CDS=1-762	YFL045C
2248	OG0002248	genemark-scaffold_3-processed-gene-7.128-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.128&CDS=1-636	YFL046W
2249	OG0002249	genemark-scaffold_3-processed-gene-7.131-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.131&CDS=1-2151	YFL047W
2250	OG0002250	genemark-scaffold_3-processed-gene-7.111-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.111&CDS=1-1308	YFL048C
2251	OG0002251	genemark-scaffold_3-processed-gene-7.132-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.132&CDS=1-1764	YFL049W
2252	OG0002252	genemark-scaffold_3-processed-gene-7.134-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.134&CDS=1-804	YJL210W
2253	OG0002253	augustus_masked-scaffold_3-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.65&CDS=1-2373	YER184C
2254	OG0002254	genemark-scaffold_3-processed-gene-7.136-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.136&CDS=1-1911	YKL025C
2255	OG0002255	genemark-scaffold_3-processed-gene-7.114-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.114&CDS=1-762	YIR035C
2256	OG0002256	genemark-scaffold_3-processed-gene-7.137-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.137&CDS=1-606	YKL024C
2257	OG0002257	genemark-scaffold_3-processed-gene-7.138-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.138&CDS=1-2112	YKL022C
2258	OG0002258	genemark-scaffold_3-processed-gene-7.139-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.139&CDS=1-1143	YKL021C
2259	OG0002259	genemark-scaffold_3-processed-gene-7.116-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.116&CDS=1-972	YKL019W
2260	OG0002260	genemark-scaffold_3-processed-gene-7.141-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.141&CDS=1-297	YKL018C-A
2261	OG0002261	genemark-scaffold_3-processed-gene-7.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.117&CDS=1-987	YKL018W
2262	OG0002262	augustus_masked-scaffold_3-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.95&CDS=1-2505	YKL017C
2263	OG0002263	genemark-scaffold_3-processed-gene-8.55-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.55&CDS=1-2454	YKL015W
2264	OG0002264	genemark-scaffold_3-processed-gene-8.59-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.59&CDS=1-513	YKL013C
2265	OG0002265	genemark-scaffold_3-processed-gene-8.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.60&CDS=1-504	YIR022W
2266	OG0002266	snap_masked-scaffold_3-processed-gene-8.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.11&CDS=1-891	YKL011C
2267	OG0002267	genemark-scaffold_3-processed-gene-8.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.62&CDS=1-885	YPR192W
2268	OG0002268	maker-scaffold_3-augustus-gene-8.0-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.0&CDS=1-1353	YKL085W
2269	OG0002269	genemark-scaffold_3-processed-gene-8.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.64&CDS=1-1260	YKL082C
2270	OG0002270	genemark-scaffold_3-processed-gene-8.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.65&CDS=1-1185	YKL080W
2271	OG0002271	snap_masked-scaffold_3-processed-gene-8.16-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.16&CDS=1-2001	YKL079W
2272	OG0002272	genemark-scaffold_3-processed-gene-8.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.67&CDS=1-2169	YKL078W
2273	OG0002273	genemark-scaffold_3-processed-gene-8.91-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.91&CDS=1-372	YMR059W
2274	OG0002274	augustus_masked-scaffold_3-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.120&CDS=1-1170	YKL077W
2275	OG0002275	genemark-scaffold_3-processed-gene-8.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.92&CDS=1-1119	YKL075C
2276	OG0002276	snap_masked-scaffold_3-processed-gene-8.44-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.44&CDS=1-1461	YKL074C
2277	OG0002277	genemark-scaffold_3-processed-gene-8.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.69&CDS=1-2643	YKL073W
2278	OG0002278	genemark-scaffold_3-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.94&CDS=1-615	YMR052W
2279	OG0002279	genemark-scaffold_3-processed-gene-8.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.71&CDS=1-537	YKL069W
2280	OG0002280	genemark-scaffold_3-processed-gene-8.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.73&CDS=1-2394	YMR049C
2281	OG0002281	snap_masked-scaffold_3-processed-gene-8.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.24&CDS=1-204	YKL068W-A
2282	OG0002282	genemark-scaffold_3-processed-gene-8.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.75&CDS=1-2511	YBR276C
2283	OG0002283	genemark-scaffold_3-processed-gene-8.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.95&CDS=1-729	YJL063C
2284	OG0002284	genemark-scaffold_3-processed-gene-8.76-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.76&CDS=1-1188	YBR265W
2285	OG0002285	genemark-scaffold_3-processed-gene-8.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.77&CDS=1-1245	YBR267W
2286	OG0002286	genemark-scaffold_3-processed-gene-8.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.78&CDS=1-303	YBR268W
2287	OG0002287	augustus_masked-scaffold_3-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.149&CDS=1-2184	YBR270C
2288	OG0002288	genemark-scaffold_3-processed-gene-8.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.80&CDS=1-1173	YBR271W
2289	OG0002289	snap_masked-scaffold_3-processed-gene-8.49-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.49&CDS=1-2148	YBR272C
2290	OG0002290	genemark-scaffold_3-processed-gene-8.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.81&CDS=1-1602	YBR274W
2291	OG0002291	snap_masked-scaffold_3-processed-gene-8.50-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.50&CDS=1-5544	YBR275C
2292	OG0002292	genemark-scaffold_3-processed-gene-8.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.82&CDS=1-597	YBR264C
2293	OG0002293	genemark-scaffold_3-processed-gene-8.101-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.101&CDS=1-1488	YBR263W
2294	OG0002294	genemark-scaffold_3-processed-gene-8.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.83&CDS=1-309	YBR262C
2295	OG0002295	genemark-scaffold_3-processed-gene-8.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.84&CDS=1-705	YBR261C
2296	OG0002296	genemark-scaffold_3-processed-gene-8.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.85&CDS=1-1989	YBR260C
2297	OG0002297	genemark-scaffold_3-processed-gene-8.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.86&CDS=1-402	YBR258C
2298	OG0002298	genemark-scaffold_3-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.103&CDS=1-726	YFR027W
2299	OG0002299	snap_masked-scaffold_3-processed-gene-8.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.37&CDS=1-1008	YFR025C
2300	OG0002300	snap_masked-scaffold_3-processed-gene-8.54-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.54&CDS=1-603	YFR017C
2301	OG0002301	genemark-scaffold_3-processed-gene-8.106-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.106&CDS=1-1023	YFR018C
2302	OG0002302	genemark-scaffold_3-processed-gene-8.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.88&CDS=1-6459	YFR019W
