	OrthologID	Metschnikowia_mauinuiana	Saccharomyces_cerevisiae
1387	OG0001387	augustus_masked-mau_s165-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.218&CDS=1-1185	YHR123W
1388	OG0001388	augustus_masked-mau_s165-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.221&CDS=1-435	YNL131W
1389	OG0001389	augustus_masked-mau_s165-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.222&CDS=1-2583	YNL127W
1390	OG0001390	augustus_masked-mau_s165-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.225&CDS=1-2247	YNL258C
1391	OG0001391	augustus_masked-mau_s165-processed-gene-1.276-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.276&CDS=1-219	YNL259C
1392	OG0001392	augustus_masked-mau_s165-processed-gene-1.277-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.277&CDS=1-858	YDR405W
1393	OG0001393	augustus_masked-mau_s165-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.227&CDS=1-3705	YOR151C
1394	OG0001394	augustus_masked-mau_s165-processed-gene-1.278-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.278&CDS=1-519	YOR150W
1395	OG0001395	augustus_masked-mau_s165-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.228&CDS=1-519	YDR404C
1396	OG0001396	augustus_masked-mau_s165-processed-gene-1.280-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.280&CDS=1-1812	YDR341C
1397	OG0001397	augustus_masked-mau_s165-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.231&CDS=1-558	YDR339C
1398	OG0001398	augustus_masked-mau_s165-processed-gene-1.281-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.281&CDS=1-576	YJR069C
1399	OG0001399	augustus_masked-mau_s165-processed-gene-1.282-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.282&CDS=1-1053	YOR143C
1400	OG0001400	augustus_masked-mau_s165-processed-gene-1.283-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.283&CDS=1-486	YML030W
1401	OG0001401	augustus_masked-mau_s165-processed-gene-1.284-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.284&CDS=1-2232	YDR006C
1402	OG0001402	augustus_masked-mau_s165-processed-gene-1.285-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.285&CDS=1-1338	YDR375C
1403	OG0001403	genemark-mau_s165-processed-gene-1.139-mRNA-1_1&gene=genemark-mau_s165-processed-gene-1.139&CDS=1-3045	YCR011C
1404	OG0001404	augustus_masked-mau_s165-processed-gene-1.287-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.287&CDS=1-1128	YDR346C
1405	OG0001405	augustus_masked-mau_s165-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.242&CDS=1-2451	YOR141C
1406	OG0001406	augustus_masked-mau_s165-processed-gene-1.243-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.243&CDS=1-972	YOR142W
1407	OG0001407	augustus_masked-mau_s165-processed-gene-1.244-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.244&CDS=1-471	YHR059W
1408	OG0001408	augustus_masked-mau_s165-processed-gene-1.288-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.288&CDS=1-801	YHR058C
1409	OG0001409	augustus_masked-mau_s165-processed-gene-1.289-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.289&CDS=1-531	YDR305C
1410	OG0001410	augustus_masked-mau_s165-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.246&CDS=1-2349	YBR080C
1411	OG0001411	augustus_masked-mau_s165-processed-gene-1.249-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.249&CDS=1-918	YDR175C
1412	OG0001412	augustus_masked-mau_s165-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.250&CDS=1-1875	YDR176W
1413	OG0001413	augustus_masked-mau_s165-processed-gene-1.291-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.291&CDS=1-1413	YLR163C
1414	OG0001414	augustus_masked-mau_s165-processed-gene-1.253-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.253&CDS=1-654	YDR183W
1415	OG0001415	augustus_masked-mau_s165-processed-gene-1.254-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.254&CDS=1-2481	YLR166C
1416	OG0001416	augustus_masked-mau_s165-processed-gene-1.292-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.292&CDS=1-1314	YDR182W
1417	OG0001417	augustus_masked-mau_s165-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.255&CDS=1-804	YDR181C
1418	OG0001418	augustus_masked-mau_s165-processed-gene-1.293-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.293&CDS=1-4491	YDR180W
1419	OG0001419	augustus_masked-mau_s165-processed-gene-1.294-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.294&CDS=1-1074	YLR246W
1420	OG0001420	augustus_masked-mau_s165-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.258&CDS=1-897	YLR239C
1421	OG0001421	genemark-mau_s165-processed-gene-1.160-mRNA-1_1&gene=genemark-mau_s165-processed-gene-1.160&CDS=1-1605	YDR204W
1422	OG0001422	augustus_masked-mau_s165-processed-gene-1.301-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.301&CDS=1-6363	YDL171C
1423	OG0001423	augustus_masked-mau_s165-processed-gene-1.263-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.263&CDS=1-1056	YCR035C
1424	OG0001424	augustus_masked-mau_s165-processed-gene-1.264-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.264&CDS=1-8283	YCR032W
1425	OG0001425	augustus_masked-mau_s165-processed-gene-1.304-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.304&CDS=1-390	YJL190C
1426	OG0001426	genemark-mau_s165-processed-gene-1.165-mRNA-1_1&gene=genemark-mau_s165-processed-gene-1.165&CDS=1-207	YJL189W
1427	OG0001427	maker-mau_s165-augustus-gene-1.12-mRNA-1_1&gene=maker-mau_s165-augustus-gene-1.12&CDS=1-525	YNL044W
1428	OG0001428	augustus_masked-mau_s165-processed-gene-1.306-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.306&CDS=1-1857	YNL045W
1429	OG0001429	augustus_masked-mau_s165-processed-gene-1.266-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.266&CDS=1-1638	YBR007C
1430	OG0001430	augustus_masked-mau_s165-processed-gene-1.267-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.267&CDS=1-1488	YPR045C
1431	OG0001431	augustus_masked-mau_s165-processed-gene-1.308-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.308&CDS=1-708	YJR099W
1432	OG0001432	augustus_masked-mau_s165-processed-gene-1.270-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.270&CDS=1-1995	YDL167C
1433	OG0001433	augustus_masked-mau_s165-processed-gene-1.271-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.271&CDS=1-714	YPR183W
1434	OG0001434	augustus_masked-mau_s165-processed-gene-1.272-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.272&CDS=1-1764	YDR390C
1435	OG0001435	augustus_masked-mau_s165-processed-gene-1.273-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.273&CDS=1-378	YOR122C
1436	OG0001436	augustus_masked-mau_s168-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mau_s168-processed-gene-0.14&CDS=1-11439	YHR099W
1437	OG0001437	genemark-mau_s168-processed-gene-0.9-mRNA-1_1&gene=genemark-mau_s168-processed-gene-0.9&CDS=1-705	YBR040W
1438	OG0001438	augustus_masked-mau_s168-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mau_s168-processed-gene-0.16&CDS=1-1251	YBR042C
1439	OG0001439	augustus_masked-mau_s168-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mau_s168-processed-gene-0.11&CDS=1-2184	YBR043C
1440	OG0001440	augustus_masked-mau_s170-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s170-processed-gene-0.24&CDS=1-1419	YJL002C
1441	OG0001441	augustus_masked-mau_s170-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-mau_s170-processed-gene-0.25&CDS=1-651	YJL001W
1442	OG0001442	augustus_masked-mau_s170-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mau_s170-processed-gene-0.37&CDS=1-852	YGR205W
1443	OG0001443	augustus_masked-mau_s170-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mau_s170-processed-gene-0.40&CDS=1-765	YGR207C
1444	OG0001444	augustus_masked-mau_s170-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-mau_s170-processed-gene-0.41&CDS=1-2535	YLR045C
1445	OG0001445	augustus_masked-mau_s170-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s170-processed-gene-0.28&CDS=1-1017	YOR292C
1446	OG0001446	genemark-mau_s170-processed-gene-0.52-mRNA-1_1&gene=genemark-mau_s170-processed-gene-0.52&CDS=1-732	YLR201C
1447	OG0001447	augustus_masked-mau_s170-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-mau_s170-processed-gene-0.44&CDS=1-351	YLR200W
1448	OG0001448	augustus_masked-mau_s172-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-mau_s172-processed-gene-0.23&CDS=1-711	YPL002C
1449	OG0001449	augustus_masked-mau_s172-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mau_s172-processed-gene-0.16&CDS=1-1092	YMR152W
1450	OG0001450	augustus_masked-mau_s172-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s172-processed-gene-0.24&CDS=1-897	YLR172C
1451	OG0001451	augustus_masked-mau_s172-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-mau_s172-processed-gene-0.25&CDS=1-1272	YPL069C
1452	OG0001452	augustus_masked-mau_s172-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mau_s172-processed-gene-0.20&CDS=1-4275	YGR116W
1453	OG0001453	augustus_masked-mau_s172-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-mau_s172-processed-gene-0.27&CDS=1-2883	YJL108C
1454	OG0001454	augustus_masked-mau_s172-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s172-processed-gene-0.28&CDS=1-1299	YOL022C
1455	OG0001455	augustus_masked-mau_s18-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.14&CDS=1-642	YLR390W-A
1456	OG0001456	augustus_masked-mau_s18-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.3&CDS=1-1089	YDR202C
1457	OG0001457	augustus_masked-mau_s18-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.5&CDS=1-1860	YGL095C
1458	OG0001458	augustus_masked-mau_s18-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.17&CDS=1-1113	YPL181W
1459	OG0001459	genemark-mau_s18-processed-gene-0.30-mRNA-1_1&gene=genemark-mau_s18-processed-gene-0.30&CDS=1-1665	YML086C
1460	OG0001460	augustus_masked-mau_s18-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.18&CDS=1-2715	YML093W
1461	OG0001461	augustus_masked-mau_s18-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.19&CDS=1-4254	YPL226W
1462	OG0001462	snap_masked-mau_s18-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mau_s18-processed-gene-0.69&CDS=1-948	YMR029C
1463	OG0001463	augustus_masked-mau_s18-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.21&CDS=1-435	YPL225W
1464	OG0001464	augustus_masked-mau_s18-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.24&CDS=1-498	YMR022W
1465	OG0001465	augustus_masked-mau_s18-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.9&CDS=1-576	YBR106W
1466	OG0001466	augustus_masked-mau_s18-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.26&CDS=1-1737	YPL208W
1467	OG0001467	augustus_masked-mau_s18-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-0.10&CDS=1-999	YBR037C
1468	OG0001468	augustus_masked-mau_s18-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-1.40&CDS=1-3024	YOL148C
1469	OG0001469	augustus_masked-mau_s18-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-1.41&CDS=1-504	YOL149W
1470	OG0001470	augustus_masked-mau_s18-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-1.29&CDS=1-618	YOL114C
1471	OG0001471	genemark-mau_s18-processed-gene-1.7-mRNA-1_1&gene=genemark-mau_s18-processed-gene-1.7&CDS=1-2145	YJL057C
1472	OG0001472	augustus_masked-mau_s18-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-1.46&CDS=1-492	YOL143C
1473	OG0001473	snap_masked-mau_s18-processed-gene-1.79-mRNA-1_1&gene=snap_masked-mau_s18-processed-gene-1.79&CDS=1-321	YKL084W
1474	OG0001474	augustus_masked-mau_s18-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-1.37&CDS=1-768	YIL070C
1475	OG0001475	augustus_masked-mau_s18-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-1.48&CDS=1-2574	YPR112C
1476	OG0001476	augustus_masked-mau_s18-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-1.49&CDS=1-3891	YNL250W
1477	OG0001477	augustus_masked-mau_s18-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-1.50&CDS=1-2661	YOR113W
1478	OG0001478	augustus_masked-mau_s18-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.91&CDS=1-378	YNL113W
1479	OG0001479	augustus_masked-mau_s18-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.81&CDS=1-858	YGR158C
1480	OG0001480	augustus_masked-mau_s18-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.97&CDS=1-2622	YGR157W
1481	OG0001481	snap_masked-mau_s18-processed-gene-2.10-mRNA-1_1&gene=snap_masked-mau_s18-processed-gene-2.10&CDS=1-4572	YNL297C
1482	OG0001482	augustus_masked-mau_s18-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.83&CDS=1-3408	YBR023C
1483	OG0001483	augustus_masked-mau_s18-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.85&CDS=1-2292	YLR069C
1484	OG0001484	augustus_masked-mau_s18-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.86&CDS=1-2280	YNL247W
1485	OG0001485	augustus_masked-mau_s18-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.87&CDS=1-570	YLR066W
1486	OG0001486	augustus_masked-mau_s18-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.100&CDS=1-3510	YLR067C
1487	OG0001487	augustus_masked-mau_s18-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.88&CDS=1-1542	YJR152W
1488	OG0001488	genemark-mau_s18-processed-gene-2.70-mRNA-1_1&gene=genemark-mau_s18-processed-gene-2.70&CDS=1-900	YGL161C
1489	OG0001489	augustus_masked-mau_s18-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-mau_s18-processed-gene-2.103&CDS=1-2139	YNL272C
1490	OG0001490	augustus_masked-mau_s181-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mau_s181-processed-gene-0.8&CDS=1-495	YLR281C
1491	OG0001491	augustus_masked-mau_s181-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s181-processed-gene-0.7&CDS=1-2187	YLR274W
1492	OG0001492	maker-mau_s183-augustus-gene-0.10-mRNA-1_1&gene=maker-mau_s183-augustus-gene-0.10&CDS=1-468	YOR357C
1493	OG0001493	augustus_masked-mau_s183-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mau_s183-processed-gene-0.17&CDS=1-1455	YGL055W
1494	OG0001494	augustus_masked-mau_s185-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.105&CDS=1-2142	YOR243C
1495	OG0001495	augustus_masked-mau_s185-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.88&CDS=1-948	YOR242C
1496	OG0001496	augustus_masked-mau_s185-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.106&CDS=1-2322	YPL153C
1497	OG0001497	augustus_masked-mau_s185-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.91&CDS=1-1002	YEL004W
1498	OG0001498	augustus_masked-mau_s185-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.92&CDS=1-2520	YJL102W
1499	OG0001499	augustus_masked-mau_s185-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.93&CDS=1-2667	YOR165W
1500	OG0001500	augustus_masked-mau_s185-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.96&CDS=1-876	YPR061C
1501	OG0001501	augustus_masked-mau_s185-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.97&CDS=1-777	YPR060C
1502	OG0001502	snap_masked-mau_s185-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mau_s185-processed-gene-0.29&CDS=1-798	YML015C
1503	OG0001503	augustus_masked-mau_s185-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.99&CDS=1-855	YML014W
1504	OG0001504	augustus_masked-mau_s185-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.100&CDS=1-1209	YDR435C
1505	OG0001505	augustus_masked-mau_s185-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.102&CDS=1-1221	YDR427W
1506	OG0001506	augustus_masked-mau_s185-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-mau_s185-processed-gene-0.119&CDS=1-2115	YJL036W
1507	OG0001507	genemark-mau_s185-processed-gene-0.85-mRNA-1_1&gene=genemark-mau_s185-processed-gene-0.85&CDS=1-2580	YHR154W
1508	OG0001508	augustus_masked-mau_s190-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-mau_s190-processed-gene-0.22&CDS=1-3582	YDR291W
1509	OG0001509	augustus_masked-mau_s190-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mau_s190-processed-gene-0.14&CDS=1-1506	YBR056W
1510	OG0001510	augustus_masked-mau_s190-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-mau_s190-processed-gene-0.15&CDS=1-1212	YPL154C
1511	OG0001511	maker-mau_s190-snap-gene-0.27-mRNA-1_1&gene=maker-mau_s190-snap-gene-0.27&CDS=1-1257	YOL116W
1512	OG0001512	augustus_masked-mau_s190-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mau_s190-processed-gene-0.18&CDS=1-1239	YPL165C
1513	OG0001513	augustus_masked-mau_s190-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-mau_s190-processed-gene-0.26&CDS=1-1419	YGR093W
1514	OG0001514	augustus_masked-mau_s190-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mau_s190-processed-gene-0.20&CDS=1-1668	YPR144C
1515	OG0001515	augustus_masked-mau_s190-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mau_s190-processed-gene-0.21&CDS=1-2484	YEL032W
1516	OG0001516	genemark-mau_s193-processed-gene-0.2-mRNA-1_1&gene=genemark-mau_s193-processed-gene-0.2&CDS=1-2520	YCL061C
1517	OG0001517	augustus_masked-mau_s193-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.37&CDS=1-1122	YCL059C
1518	OG0001518	augustus_masked-mau_s193-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.30&CDS=1-1248	YIR012W
1519	OG0001519	augustus_masked-mau_s193-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.31&CDS=1-1413	YIR008C
1520	OG0001520	augustus_masked-mau_s193-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.38&CDS=1-2742	YIR007W
1521	OG0001521	augustus_masked-mau_s193-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.40&CDS=1-585	YER012W
1522	OG0001522	augustus_masked-mau_s193-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.41&CDS=1-699	YBR256C
1523	OG0001523	augustus_masked-mau_s193-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.43&CDS=1-1248	YIL160C
1524	OG0001524	augustus_masked-mau_s193-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.46&CDS=1-2784	YNL313C
1525	OG0001525	augustus_masked-mau_s193-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.48&CDS=1-2220	YBR060C
1526	OG0001526	augustus_masked-mau_s193-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.33&CDS=1-333	YDR045C
1527	OG0001527	augustus_masked-mau_s193-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.49&CDS=1-3792	YBR065C
1528	OG0001528	augustus_masked-mau_s193-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.50&CDS=1-4083	YMR259C
1529	OG0001529	augustus_masked-mau_s193-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.52&CDS=1-1812	YDR049W
1530	OG0001530	maker-mau_s193-augustus-gene-0.57-mRNA-1_1&gene=maker-mau_s193-augustus-gene-0.57&CDS=1-1128	YDR047W
1531	OG0001531	augustus_masked-mau_s193-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mau_s193-processed-gene-0.35&CDS=1-2955	YBR074W
1532	OG0001532	augustus_masked-mau_s194-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s194-processed-gene-0.9&CDS=1-558	YGR078C
1533	OG0001533	augustus_masked-mau_s194-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mau_s194-processed-gene-0.11&CDS=1-1023	YOL073C
1534	OG0001534	augustus_masked-mau_s194-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mau_s194-processed-gene-0.12&CDS=1-1692	YGR103W
1535	OG0001535	augustus_masked-mau_s195-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.2&CDS=1-2007	YHR194W
1536	OG0001536	augustus_masked-mau_s195-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.28&CDS=1-1068	YLR418C
1537	OG0001537	augustus_masked-mau_s195-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.8&CDS=1-798	YKL195W
1538	OG0001538	augustus_masked-mau_s195-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.9&CDS=1-597	YKL196C
1539	OG0001539	augustus_masked-mau_s195-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.30&CDS=1-1602	YOR359W
1540	OG0001540	augustus_masked-mau_s195-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.31&CDS=1-1740	YOR360C
1541	OG0001541	augustus_masked-mau_s195-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.34&CDS=1-4167	YBR115C
1542	OG0001542	genemark-mau_s195-processed-gene-0.83-mRNA-1_1&gene=genemark-mau_s195-processed-gene-0.83&CDS=1-2895	YBR114W
1543	OG0001543	augustus_masked-mau_s195-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.37&CDS=1-711	YML025C
1544	OG0001544	genemark-mau_s195-processed-gene-0.86-mRNA-1_1&gene=genemark-mau_s195-processed-gene-0.86&CDS=1-1902	YGL203C
1545	OG0001545	augustus_masked-mau_s195-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.39&CDS=1-2691	YPR160W
1546	OG0001546	augustus_masked-mau_s195-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mau_s195-processed-gene-0.16&CDS=1-5211	YFL033C
