	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035045_Barnettozyma_hawaiiensis
1522	OG0001522	YGL141W	snap_masked-flattened_line_20-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.60&CDS=1-2898
1523	OG0001523	YGL142C	genemark-flattened_line_100-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.3&CDS=1-1596
1524	OG0001524	YGL143C	genemark-flattened_line_100-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.20&CDS=1-1194
1525	OG0001525	YGL145W	snap_masked-flattened_line_100-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.69&CDS=1-2115
1526	OG0001526	YGL148W	snap_masked-flattened_line_70-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.145&CDS=1-1140
1527	OG0001527	YGL150C	snap_masked-flattened_line_12-processed-gene-2.182-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.182&CDS=1-3960
1528	OG0001528	YGL151W	augustus_masked-flattened_line_12-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.136&CDS=1-2751
1529	OG0001529	YGL153W	snap_masked-flattened_line_56-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.83&CDS=1-1218
1530	OG0001530	YGL154C	snap_masked-flattened_line_56-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.119&CDS=1-768
1531	OG0001531	YGL155W	genemark-flattened_line_56-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.43&CDS=1-1029
1532	OG0001532	YGL156W	snap_masked-flattened_line_56-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.86&CDS=1-3384
1533	OG0001533	YGL159W	snap_masked-flattened_line_12-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.115&CDS=1-975
1534	OG0001534	YGL161C	augustus_masked-flattened_line_10-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.75&CDS=1-831
1535	OG0001535	YGL166W	snap_masked-flattened_line_6-processed-gene-2.163-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.163&CDS=1-1395
1536	OG0001536	YGL167C	snap_masked-flattened_line_20-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.65&CDS=1-2742
1537	OG0001537	YGL169W	snap_masked-flattened_line_20-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.24&CDS=1-1104
1538	OG0001538	YGL171W	snap_masked-flattened_line_12-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.100&CDS=1-1725
1539	OG0001539	YGL172W	snap_masked-flattened_line_24-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.153&CDS=1-1323
1540	OG0001540	YGL173C	snap_masked-flattened_line_24-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.123&CDS=1-4419
1541	OG0001541	YGL174W	snap_masked-flattened_line_24-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.154&CDS=1-885
1542	OG0001542	YGL175C	augustus_masked-flattened_line_36-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.82&CDS=1-1557
1543	OG0001543	YGL180W	snap_masked-flattened_line_0-processed-gene-6.47-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.47&CDS=1-2445
1544	OG0001544	YGL181W	snap_masked-flattened_line_0-processed-gene-6.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.62&CDS=1-1233
1545	OG0001545	YGL183C	snap_masked-flattened_line_0-processed-gene-6.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.46&CDS=1-651
1546	OG0001546	YGL186C	augustus_masked-flattened_line_68-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.60&CDS=1-1605
1547	OG0001547	YGL187C	augustus_masked-flattened_line_28-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.140&CDS=1-462
1548	OG0001548	YGL190C	snap_masked-flattened_line_28-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.68&CDS=1-1368
1549	OG0001549	YGL192W	maker-flattened_line_28-snap-gene-0.113-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.113&CDS=1-1965
1550	OG0001550	YGL195W	snap_masked-flattened_line_0-processed-gene-6.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.39&CDS=1-8049
1551	OG0001551	YGL196W	snap_masked-flattened_line_0-processed-gene-6.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.38&CDS=1-1269
1552	OG0001552	YGL200C	snap_masked-flattened_line_82-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.74&CDS=1-603
1553	OG0001553	YGL201C	snap_masked-flattened_line_98-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.21&CDS=1-2775
1554	OG0001554	YGL203C	snap_masked-flattened_line_12-processed-gene-2.157-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.157&CDS=1-1791
1555	OG0001555	YGL206C	snap_masked-flattened_line_60-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.136&CDS=1-4989
1556	OG0001556	YGL207W	snap_masked-flattened_line_0-processed-gene-8.204-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.204&CDS=1-3042
1557	OG0001557	YGL211W	snap_masked-flattened_line_60-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.111&CDS=1-1098
1558	OG0001558	YGL212W	snap_masked-flattened_line_20-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.56&CDS=1-1023
1559	OG0001559	YGL213C	snap_masked-flattened_line_20-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.75&CDS=1-1149
1560	OG0001560	YGL215W	snap_masked-flattened_line_20-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.73&CDS=1-1173
1561	OG0001561	YGL216W	snap_masked-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.54&CDS=1-2568
1562	OG0001562	YGL220W	snap_masked-flattened_line_12-processed-gene-2.198-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.198&CDS=1-270
1563	OG0001563	YGL221C	snap_masked-flattened_line_12-processed-gene-2.192-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.192&CDS=1-837
1564	OG0001564	YGL224C	snap_masked-flattened_line_0-processed-gene-8.141-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.141&CDS=1-864
1565	OG0001565	YGL225W	snap_masked-flattened_line_4-processed-gene-3.168-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.168&CDS=1-945
1566	OG0001566	YGL231C	snap_masked-flattened_line_14-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.127&CDS=1-528
1567	OG0001567	YGL232W	maker-flattened_line_14-snap-gene-1.236-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.236&CDS=1-3303
1568	OG0001568	YGL234W	snap_masked-flattened_line_4-processed-gene-3.167-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.167&CDS=1-2376
1569	OG0001569	YGL236C	augustus_masked-flattened_line_42-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.172&CDS=1-2037
1570	OG0001570	YGL237C	snap_masked-flattened_line_42-processed-gene-0.221-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.221&CDS=1-846
1571	OG0001571	YGL238W	maker-flattened_line_42-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.2&CDS=1-3441
1572	OG0001572	YGL241W	augustus_masked-flattened_line_4-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.26&CDS=1-3054
1573	OG0001573	YGL242C	snap_masked-flattened_line_4-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.129&CDS=1-558
1574	OG0001574	YGL243W	snap_masked-flattened_line_4-processed-gene-1.160-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.160&CDS=1-1125
1575	OG0001575	YGL244W	snap_masked-flattened_line_4-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.161&CDS=1-1632
1576	OG0001576	YGL245W	snap_masked-flattened_line_8-processed-gene-2.270-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.270&CDS=1-2145
1577	OG0001577	YGL246C	snap_masked-flattened_line_4-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.130&CDS=1-1146
1578	OG0001578	YGL248W	augustus_masked-flattened_line_14-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.81&CDS=1-1122
1579	OG0001579	YGL251C	maker-flattened_line_14-snap-gene-0.103-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.103&CDS=1-3771
1580	OG0001580	YGL252C	snap_masked-flattened_line_54-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.149&CDS=1-1749
1581	OG0001581	YGR001C	augustus_masked-flattened_line_114-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.18&CDS=1-5175
1582	OG0001582	YGR002C	snap_masked-flattened_line_50-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.162&CDS=1-1548
1583	OG0001583	YGR005C	maker-flattened_line_0-snap-gene-7.45-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.45&CDS=1-1623
1584	OG0001584	YGR006W	snap_masked-flattened_line_0-processed-gene-7.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.62&CDS=1-591
1585	OG0001585	YGR009C	snap_masked-flattened_line_8-processed-gene-2.217-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.217&CDS=1-1431
1586	OG0001586	YGR012W	snap_masked-flattened_line_0-processed-gene-8.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.121&CDS=1-1164
1587	OG0001587	YGR013W	augustus_masked-flattened_line_0-processed-gene-8.265-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.265&CDS=1-1623
1588	OG0001588	YGR014W	snap_masked-flattened_line_0-processed-gene-8.159-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.159&CDS=1-2265
1589	OG0001589	YGR017W	snap_masked-flattened_line_116-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.19&CDS=1-732
1590	OG0001590	YGR019W	maker-flattened_line_116-augustus-gene-0.24-mRNA-1_1&gene=maker-flattened_line_116-augustus-gene-0.24&CDS=1-2136
1591	OG0001591	YGR020C	snap_masked-flattened_line_110-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.27&CDS=1-357
1592	OG0001592	YGR021W	snap_masked-flattened_line_110-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.19&CDS=1-819
1593	OG0001593	YGR024C	genemark-flattened_line_20-processed-gene-1.237-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.237&CDS=1-1287
1594	OG0001594	YGR026W	snap_masked-flattened_line_2-processed-gene-4.179-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.179&CDS=1-768
1595	OG0001595	YGR028W	snap_masked-flattened_line_22-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.18&CDS=1-1074
1596	OG0001596	YGR029W	maker-flattened_line_16-snap-gene-0.48-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.48&CDS=1-615
1597	OG0001597	YGR030C	snap_masked-flattened_line_4-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.148&CDS=1-534
1598	OG0001598	YGR031W	snap_masked-flattened_line_187-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.1&CDS=1-951
1599	OG0001599	YGR033C	snap_masked-flattened_line_98-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.20&CDS=1-672
1600	OG0001600	YGR036C	snap_masked-flattened_line_2-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.84&CDS=1-681
1601	OG0001601	YGR037C	snap_masked-flattened_line_16-processed-gene-1.226-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.226&CDS=1-258
1602	OG0001602	YGR042W	augustus_masked-flattened_line_46-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.98&CDS=1-891
1603	OG0001603	YGR044C	snap_masked-flattened_line_80-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.8&CDS=1-1341
1604	OG0001604	YGR046W	snap_masked-flattened_line_2-processed-gene-4.202-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.202&CDS=1-1119
1605	OG0001605	YGR047C	snap_masked-flattened_line_46-processed-gene-0.255-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.255&CDS=1-2904
1606	OG0001606	YGR048W	genemark-flattened_line_46-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.53&CDS=1-1056
1607	OG0001607	YGR054W	snap_masked-flattened_line_98-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.19&CDS=1-1893
1608	OG0001608	YGR055W	snap_masked-flattened_line_10-processed-gene-2.195-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.195&CDS=1-1689
1609	OG0001609	YGR057C	snap_masked-flattened_line_26-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.129&CDS=1-687
1610	OG0001610	YGR058W	maker-flattened_line_44-augustus-gene-0.184-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.184&CDS=1-930
1611	OG0001611	YGR061C	snap_masked-flattened_line_88-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.55&CDS=1-4017
1612	OG0001612	YGR062C	snap_masked-flattened_line_88-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.78&CDS=1-1035
1613	OG0001613	YGR063C	snap_masked-flattened_line_88-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.80&CDS=1-294
1614	OG0001614	YGR072W	augustus_masked-flattened_line_18-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.46&CDS=1-1173
1615	OG0001615	YGR074W	genemark-flattened_line_52-processed-gene-0.208-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.208&CDS=1-351
1616	OG0001616	YGR076C	snap_masked-flattened_line_8-processed-gene-2.297-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.297&CDS=1-525
1617	OG0001617	YGR077C	snap_masked-flattened_line_104-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.30&CDS=1-1941
1618	OG0001618	YGR078C	snap_masked-flattened_line_104-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.29&CDS=1-570
1619	OG0001619	YGR080W	snap_masked-flattened_line_22-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.34&CDS=1-1005
1620	OG0001620	YGR081C	genemark-flattened_line_24-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.8&CDS=1-549
1621	OG0001621	YGR082W	snap_masked-flattened_line_24-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.91&CDS=1-555
1622	OG0001622	YGR083C	snap_masked-flattened_line_32-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.113&CDS=1-1410
1623	OG0001623	YGR084C	snap_masked-flattened_line_32-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.112&CDS=1-939
1624	OG0001624	YGR089W	snap_masked-flattened_line_90-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.70&CDS=1-2157
1625	OG0001625	YGR090W	augustus_masked-flattened_line_44-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.8&CDS=1-6204
1626	OG0001626	YGR093W	snap_masked-flattened_line_76-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.29&CDS=1-1533
1627	OG0001627	YGR094W	snap_masked-flattened_line_76-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.28&CDS=1-3177
1628	OG0001628	YGR095C	genemark-flattened_line_76-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.108&CDS=1-669
1629	OG0001629	YGR096W	maker-flattened_line_76-snap-gene-0.99-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.99&CDS=1-888
1630	OG0001630	YGR098C	snap_masked-flattened_line_10-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.116&CDS=1-4938
1631	OG0001631	YGR099W	snap_masked-flattened_line_2-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.9&CDS=1-2046
1632	OG0001632	YGR100W	snap_masked-flattened_line_2-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.10&CDS=1-2799
1633	OG0001633	YGR101W	genemark-flattened_line_14-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.13&CDS=1-918
1634	OG0001634	YGR102C	augustus_masked-flattened_line_14-processed-gene-1.309-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.309&CDS=1-495
1635	OG0001635	YGR103W	snap_masked-flattened_line_14-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.139&CDS=1-1794
1636	OG0001636	YGR105W	augustus_masked-flattened_line_14-processed-gene-1.310-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.310&CDS=1-858
1637	OG0001637	YGR111W	snap_masked-flattened_line_114-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.34&CDS=1-1137
1638	OG0001638	YGR112W	snap_masked-flattened_line_60-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.91&CDS=1-1167
1639	OG0001639	YGR116W	snap_masked-flattened_line_0-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.3&CDS=1-4299
1640	OG0001640	YGR119C	snap_masked-flattened_line_8-processed-gene-2.225-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.225&CDS=1-1497
1641	OG0001641	YGR123C	snap_masked-flattened_line_0-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.125&CDS=1-1491
1642	OG0001642	YGR124W	snap_masked-flattened_line_60-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.87&CDS=1-1707
1643	OG0001643	YGR125W	snap_masked-flattened_line_2-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.15&CDS=1-2931
1644	OG0001644	YGR127W	snap_masked-flattened_line_2-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.16&CDS=1-915
1645	OG0001645	YGR128C	snap_masked-flattened_line_0-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.0&CDS=1-1716
1646	OG0001646	YGR129W	maker-flattened_line_0-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.97&CDS=1-630
1647	OG0001647	YGR132C	snap_masked-flattened_line_2-processed-gene-4.194-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.194&CDS=1-849
1648	OG0001648	YGR134W	snap_masked-flattened_line_2-processed-gene-4.228-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.228&CDS=1-2685
1649	OG0001649	YGR135W	maker-flattened_line_108-snap-gene-0.20-mRNA-1_1&gene=maker-flattened_line_108-snap-gene-0.20&CDS=1-750
1650	OG0001650	YGR145W	snap_masked-flattened_line_62-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.181&CDS=1-2142
1651	OG0001651	YGR147C	snap_masked-flattened_line_38-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.179&CDS=1-582
1652	OG0001652	YGR149W	snap_masked-flattened_line_8-processed-gene-2.287-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.287&CDS=1-1473
1653	OG0001653	YGR150C	snap_masked-flattened_line_72-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.2&CDS=1-2016
1654	OG0001654	YGR152C	genemark-flattened_line_60-processed-gene-0.208-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.208&CDS=1-1536
1655	OG0001655	YGR155W	maker-flattened_line_16-augustus-gene-0.102-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.102&CDS=1-2673
1656	OG0001656	YGR157W	snap_masked-flattened_line_116-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.14&CDS=1-2652
1657	OG0001657	YGR159C	augustus_masked-flattened_line_114-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.24&CDS=1-1173
1658	OG0001658	YGR161C	snap_masked-flattened_line_12-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.133&CDS=1-969
1659	OG0001659	YGR163W	snap_masked-flattened_line_36-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.140&CDS=1-993
1660	OG0001660	YGR165W	snap_masked-flattened_line_0-processed-gene-6.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.51&CDS=1-1005
1661	OG0001661	YGR167W	snap_masked-flattened_line_0-processed-gene-6.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.63&CDS=1-603
