	OrthologID	Metschnikowia_bowlesiae	Saccharomyces_cerevisiae
1542	OG0001542	augustus_masked-bow-b_s327-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.71&CDS=1-1452	YHR135C
1543	OG0001543	augustus_masked-bow-b_s327-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.73&CDS=1-720	YER100W
1544	OG0001544	augustus_masked-bow-b_s327-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.74&CDS=1-1629	YBL061C
1545	OG0001545	augustus_masked-bow-b_s327-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.94&CDS=1-2586	YGL216W
1546	OG0001546	augustus_masked-bow-b_s327-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.95&CDS=1-1044	YOR007C
1547	OG0001547	augustus_masked-bow-b_s327-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.96&CDS=1-3666	YML002W
1548	OG0001548	augustus_masked-bow-b_s327-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.97&CDS=1-930	YOR006C
1549	OG0001549	augustus_masked-bow-b_s327-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.98&CDS=1-1332	YJL026W
1550	OG0001550	genemark-bow-b_s327-processed-gene-1.131-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-1.131&CDS=1-1296	YDR393W
1551	OG0001551	augustus_masked-bow-b_s327-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.101&CDS=1-1299	YLR449W
1552	OG0001552	maker-bow-b_s327-augustus-gene-1.168-mRNA-1_1&gene=maker-bow-b_s327-augustus-gene-1.168&CDS=1-4713	YML072C
1553	OG0001553	genemark-bow-b_s333-processed-gene-0.25-mRNA-1_1&gene=genemark-bow-b_s333-processed-gene-0.25&CDS=1-1968	YLR352W
1554	OG0001554	maker-bow-b_s333-augustus-gene-0.0-mRNA-1_1&gene=maker-bow-b_s333-augustus-gene-0.0&CDS=1-6252	YML059C
1555	OG0001555	augustus_masked-bow-b_s333-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s333-processed-gene-0.17&CDS=1-2754	YML061C
1556	OG0001556	genemark-bow-b_s338-processed-gene-0.35-mRNA-1_1&gene=genemark-bow-b_s338-processed-gene-0.35&CDS=1-4272	YGR116W
1557	OG0001557	augustus_masked-bow-b_s338-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bow-b_s338-processed-gene-0.16&CDS=1-1257	YPL069C
1558	OG0001558	augustus_masked-bow-b_s338-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s338-processed-gene-0.17&CDS=1-897	YLR172C
1559	OG0001559	augustus_masked-bow-b_s338-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bow-b_s338-processed-gene-0.26&CDS=1-1083	YMR152W
1560	OG0001560	augustus_masked-bow-b_s338-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bow-b_s338-processed-gene-0.18&CDS=1-711	YPL002C
1561	OG0001561	augustus_masked-bow-b_s338-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s338-processed-gene-0.27&CDS=1-1209	YCR044C
1562	OG0001562	augustus_masked-bow-b_s344-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bow-b_s344-processed-gene-0.16&CDS=1-315	YGL030W
1563	OG0001563	augustus_masked-bow-b_s344-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s344-processed-gene-0.17&CDS=1-1113	YKR038C
1564	OG0001564	augustus_masked-bow-b_s344-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s344-processed-gene-0.21&CDS=1-1188	YKL090W
1565	OG0001565	genemark-bow-b_s346-processed-gene-0.24-mRNA-1_1&gene=genemark-bow-b_s346-processed-gene-0.24&CDS=1-4515	YLR419W
1566	OG0001566	augustus_masked-bow-b_s346-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s346-processed-gene-0.33&CDS=1-432	YMR002W
1567	OG0001567	genemark-bow-b_s346-processed-gene-0.30-mRNA-1_1&gene=genemark-bow-b_s346-processed-gene-0.30&CDS=1-2343	YOL006C
1568	OG0001568	augustus_masked-bow-b_s346-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s346-processed-gene-0.36&CDS=1-2019	YMR001C
1569	OG0001569	maker-bow-b_s347-augustus-gene-0.54-mRNA-1_1&gene=maker-bow-b_s347-augustus-gene-0.54&CDS=1-2502	YBR289W
1570	OG0001570	genemark-bow-b_s347-processed-gene-0.23-mRNA-1_1&gene=genemark-bow-b_s347-processed-gene-0.23&CDS=1-1908	YKL029C
1571	OG0001571	augustus_masked-bow-b_s347-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s347-processed-gene-0.41&CDS=1-741	YDR226W
1572	OG0001572	genemark-bow-b_s347-processed-gene-0.35-mRNA-1_1&gene=genemark-bow-b_s347-processed-gene-0.35&CDS=1-1620	YDR228C
1573	OG0001573	augustus_masked-bow-b_s347-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bow-b_s347-processed-gene-0.42&CDS=1-897	YDL198C
1574	OG0001574	augustus_masked-bow-b_s358-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.35&CDS=1-1191	YPL123C
1575	OG0001575	augustus_masked-bow-b_s358-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.36&CDS=1-1341	YER043C
1576	OG0001576	augustus_masked-bow-b_s358-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.40&CDS=1-1449	YFR044C
1577	OG0001577	maker-bow-b_s358-snap-gene-0.0-mRNA-1_1&gene=maker-bow-b_s358-snap-gene-0.0&CDS=1-1074	YOR288C
1578	OG0001578	augustus_masked-bow-b_s358-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.43&CDS=1-1752	YJR095W
1579	OG0001579	augustus_masked-bow-b_s358-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.44&CDS=1-1395	YNL237W
1580	OG0001580	augustus_masked-bow-b_s358-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.30&CDS=1-2622	YNL238W
1581	OG0001581	augustus_masked-bow-b_s358-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.31&CDS=1-1506	YNL241C
1582	OG0001582	augustus_masked-bow-b_s358-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.33&CDS=1-2790	YNL049C
1583	OG0001583	augustus_masked-bow-b_s358-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s358-processed-gene-0.46&CDS=1-1272	YNL051W
1584	OG0001584	augustus_masked-bow-b_s369-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bow-b_s369-processed-gene-0.7&CDS=1-2241	YDR164C
1585	OG0001585	augustus_masked-bow-b_s369-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s369-processed-gene-0.11&CDS=1-3669	YLR114C
1586	OG0001586	augustus_masked-bow-b_s369-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bow-b_s369-processed-gene-0.9&CDS=1-564	YLR109W
1587	OG0001587	augustus_masked-bow-b_s369-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s369-processed-gene-0.12&CDS=1-486	YDR155C
1588	OG0001588	augustus_masked-bow-b_s373-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.96&CDS=1-363	YJL104W
1589	OG0001589	snap_masked-bow-b_s373-processed-gene-0.5-mRNA-1_1&gene=snap_masked-bow-b_s373-processed-gene-0.5&CDS=1-2034	YBR030W
1590	OG0001590	augustus_masked-bow-b_s373-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.80&CDS=1-1974	YKR017C
1591	OG0001591	augustus_masked-bow-b_s373-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.82&CDS=1-954	YKR030W
1592	OG0001592	augustus_masked-bow-b_s373-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.98&CDS=1-699	YNL129W
1593	OG0001593	augustus_masked-bow-b_s373-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.84&CDS=1-798	YNL036W
1594	OG0001594	augustus_masked-bow-b_s373-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.100&CDS=1-669	YJL055W
1595	OG0001595	augustus_masked-bow-b_s373-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.86&CDS=1-798	YAL014C
1596	OG0001596	augustus_masked-bow-b_s373-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.101&CDS=1-420	YJR044C
1597	OG0001597	augustus_masked-bow-b_s373-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.87&CDS=1-1602	YOL033W
1598	OG0001598	augustus_masked-bow-b_s373-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.104&CDS=1-3225	YOL034W
1599	OG0001599	augustus_masked-bow-b_s373-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.88&CDS=1-426	YGL106W
1600	OG0001600	maker-bow-b_s373-snap-gene-0.3-mRNA-1_1&gene=maker-bow-b_s373-snap-gene-0.3&CDS=1-1173	YNL001W
1601	OG0001601	augustus_masked-bow-b_s373-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.106&CDS=1-1137	YGL105W
1602	OG0001602	maker-bow-b_s373-augustus-gene-0.43-mRNA-1_1&gene=maker-bow-b_s373-augustus-gene-0.43&CDS=1-510	YGR029W
1603	OG0001603	augustus_masked-bow-b_s373-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.94&CDS=1-2751	YJL187C
1604	OG0001604	augustus_masked-bow-b_s373-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.111&CDS=1-3849	YER008C
1605	OG0001605	augustus_masked-bow-b_s373-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-0.112&CDS=1-687	YBR171W
1606	OG0001606	augustus_masked-bow-b_s373-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.47&CDS=1-717	YPL051W
1607	OG0001607	augustus_masked-bow-b_s373-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.52&CDS=1-2889	YIL075C
1608	OG0001608	genemark-bow-b_s373-processed-gene-1.10-mRNA-1_1&gene=genemark-bow-b_s373-processed-gene-1.10&CDS=1-1617	YER014W
1609	OG0001609	augustus_masked-bow-b_s373-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.74&CDS=1-348	YIR009W
1610	OG0001610	augustus_masked-bow-b_s373-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.75&CDS=1-1158	YGL143C
1611	OG0001611	augustus_masked-bow-b_s373-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.76&CDS=1-1317	YDR316W
1612	OG0001612	augustus_masked-bow-b_s373-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.56&CDS=1-1272	YDL097C
1613	OG0001613	augustus_masked-bow-b_s373-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.77&CDS=1-2352	YDL116W
1614	OG0001614	genemark-bow-b_s373-processed-gene-1.13-mRNA-1_1&gene=genemark-bow-b_s373-processed-gene-1.13&CDS=1-2073	YDL113C
1615	OG0001615	augustus_masked-bow-b_s373-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.58&CDS=1-4230	YDL112W
1616	OG0001616	augustus_masked-bow-b_s373-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.79&CDS=1-867	YDL111C
1617	OG0001617	augustus_masked-bow-b_s373-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.61&CDS=1-1824	YOR208W
1618	OG0001618	genemark-bow-b_s373-processed-gene-1.18-mRNA-1_1&gene=genemark-bow-b_s373-processed-gene-1.18&CDS=1-1356	YDL090C
1619	OG0001619	augustus_masked-bow-b_s373-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.63&CDS=1-1335	YDL091C
1620	OG0001620	augustus_masked-bow-b_s373-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.81&CDS=1-369	YDL092W
1621	OG0001621	augustus_masked-bow-b_s373-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.64&CDS=1-1554	YMR155W
1622	OG0001622	augustus_masked-bow-b_s373-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.82&CDS=1-2610	YBR179C
1623	OG0001623	augustus_masked-bow-b_s373-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.65&CDS=1-648	YIR032C
1624	OG0001624	augustus_masked-bow-b_s373-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.67&CDS=1-2583	YGL233W
1625	OG0001625	augustus_masked-bow-b_s373-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.68&CDS=1-870	YMR314W
1626	OG0001626	augustus_masked-bow-b_s373-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.69&CDS=1-951	YGL232W
1627	OG0001627	augustus_masked-bow-b_s373-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.87&CDS=1-501	YGL231C
1628	OG0001628	augustus_masked-bow-b_s373-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.72&CDS=1-1191	YPL138C
1629	OG0001629	augustus_masked-bow-b_s373-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-1.88&CDS=1-1410	YDR403W
1630	OG0001630	augustus_masked-bow-b_s373-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.66&CDS=1-3501	YDR060W
1631	OG0001631	augustus_masked-bow-b_s373-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.69&CDS=1-5187	YBL104C
1632	OG0001632	snap_masked-bow-b_s373-processed-gene-2.17-mRNA-1_1&gene=snap_masked-bow-b_s373-processed-gene-2.17&CDS=1-4125	YKL101W
1633	OG0001633	genemark-bow-b_s373-processed-gene-2.38-mRNA-1_1&gene=genemark-bow-b_s373-processed-gene-2.38&CDS=1-3906	YFL036W
1634	OG0001634	augustus_masked-bow-b_s373-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.80&CDS=1-858	YFL034C-B
1635	OG0001635	augustus_masked-bow-b_s373-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.81&CDS=1-1800	YNL169C
1636	OG0001636	maker-bow-b_s373-augustus-gene-2.96-mRNA-1_1&gene=maker-bow-b_s373-augustus-gene-2.96&CDS=1-5943	YOR187W
1637	OG0001637	augustus_masked-bow-b_s373-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.86&CDS=1-3225	YBR155W
1638	OG0001638	augustus_masked-bow-b_s373-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.72&CDS=1-1908	YLR299W
1639	OG0001639	snap_masked-bow-b_s373-processed-gene-2.26-mRNA-1_1&gene=snap_masked-bow-b_s373-processed-gene-2.26&CDS=1-2928	YOR188W
1640	OG0001640	augustus_masked-bow-b_s373-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.89&CDS=1-1959	YJR131W
1641	OG0001641	augustus_masked-bow-b_s373-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.74&CDS=1-2439	YML076C
1642	OG0001642	augustus_masked-bow-b_s373-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.91&CDS=1-3075	YLR450W
1643	OG0001643	augustus_masked-bow-b_s373-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.76&CDS=1-2910	YHR137W
1644	OG0001644	augustus_masked-bow-b_s373-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.77&CDS=1-975	YIL041W
1645	OG0001645	augustus_masked-bow-b_s373-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.92&CDS=1-1599	YER052C
1646	OG0001646	augustus_masked-bow-b_s373-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-2.78&CDS=1-1821	YER049W
1647	OG0001647	augustus_masked-bow-b_s373-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.16&CDS=1-2295	YLL013C
1648	OG0001648	augustus_masked-bow-b_s373-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.17&CDS=1-1302	YGR223C
1649	OG0001649	augustus_masked-bow-b_s373-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.18&CDS=1-2049	YKL022C
1650	OG0001650	augustus_masked-bow-b_s373-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.19&CDS=1-1248	YKL021C
1651	OG0001651	genemark-bow-b_s373-processed-gene-3.87-mRNA-1_1&gene=genemark-bow-b_s373-processed-gene-3.87&CDS=1-1101	YIR034C
1652	OG0001652	maker-bow-b_s373-augustus-gene-3.5-mRNA-1_1&gene=maker-bow-b_s373-augustus-gene-3.5&CDS=1-3171	YGR194C
1653	OG0001653	augustus_masked-bow-b_s373-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.40&CDS=1-4488	YPR184W
1654	OG0001654	augustus_masked-bow-b_s373-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.20&CDS=1-4719	YNL139C
1655	OG0001655	augustus_masked-bow-b_s373-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.41&CDS=1-1209	YPR186C
1656	OG0001656	augustus_masked-bow-b_s373-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.22&CDS=1-1050	YML131W
1657	OG0001657	augustus_masked-bow-b_s373-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.23&CDS=1-453	YDR397C
1658	OG0001658	snap_masked-bow-b_s373-processed-gene-3.145-mRNA-1_1&gene=snap_masked-bow-b_s373-processed-gene-3.145&CDS=1-273	YER074W-A
1659	OG0001659	augustus_masked-bow-b_s373-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.24&CDS=1-4068	YGR048W
1660	OG0001660	augustus_masked-bow-b_s373-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.43&CDS=1-651	YDR399W
1661	OG0001661	augustus_masked-bow-b_s373-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.25&CDS=1-2685	YKL073W
1662	OG0001662	augustus_masked-bow-b_s373-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.26&CDS=1-1758	YKL074C
1663	OG0001663	genemark-bow-b_s373-processed-gene-3.95-mRNA-1_1&gene=genemark-bow-b_s373-processed-gene-3.95&CDS=1-963	YMR055C
1664	OG0001664	augustus_masked-bow-b_s373-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.27&CDS=1-861	YCL031C
1665	OG0001665	augustus_masked-bow-b_s373-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.28&CDS=1-810	YMR289W
1666	OG0001666	augustus_masked-bow-b_s373-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.44&CDS=1-906	YGR208W
1667	OG0001667	snap_masked-bow-b_s373-processed-gene-3.150-mRNA-1_1&gene=snap_masked-bow-b_s373-processed-gene-3.150&CDS=1-1422	YJL025W
1668	OG0001668	augustus_masked-bow-b_s373-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.30&CDS=1-1917	YOR374W
1669	OG0001669	augustus_masked-bow-b_s373-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.47&CDS=1-2148	YDR017C
1670	OG0001670	augustus_masked-bow-b_s373-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.32&CDS=1-2868	YDL031W
1671	OG0001671	augustus_masked-bow-b_s373-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.48&CDS=1-1533	YOL123W
1672	OG0001672	augustus_masked-bow-b_s373-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.33&CDS=1-1341	YOL124C
1673	OG0001673	augustus_masked-bow-b_s373-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.34&CDS=1-984	YGR144W
1674	OG0001674	augustus_masked-bow-b_s373-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.35&CDS=1-3666	YLR277C
1675	OG0001675	maker-bow-b_s373-augustus-gene-3.4-mRNA-1_1&gene=maker-bow-b_s373-augustus-gene-3.4&CDS=1-3078	YLR289W
1676	OG0001676	augustus_masked-bow-b_s373-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.49&CDS=1-1686	YER086W
1677	OG0001677	augustus_masked-bow-b_s373-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-3.50&CDS=1-1269	YGR058W
1678	OG0001678	maker-bow-b_s373-snap-gene-4.154-mRNA-1_1&gene=maker-bow-b_s373-snap-gene-4.154&CDS=1-1164	YLR363C
1679	OG0001679	maker-bow-b_s373-augustus-gene-4.151-mRNA-1_1&gene=maker-bow-b_s373-augustus-gene-4.151&CDS=1-4851	YOR290C
1680	OG0001680	augustus_masked-bow-b_s373-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.110&CDS=1-1092	YMR228W
1681	OG0001681	augustus_masked-bow-b_s373-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.132&CDS=1-2220	YMR061W
1682	OG0001682	augustus_masked-bow-b_s373-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.111&CDS=1-1032	YMR060C
1683	OG0001683	augustus_masked-bow-b_s373-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.112&CDS=1-1341	YKL077W
1684	OG0001684	genemark-bow-b_s373-processed-gene-4.60-mRNA-1_1&gene=genemark-bow-b_s373-processed-gene-4.60&CDS=1-1452	YKL175W
1685	OG0001685	augustus_masked-bow-b_s373-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.114&CDS=1-1173	YMR243C
1686	OG0001686	augustus_masked-bow-b_s373-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.115&CDS=1-606	YFL010C
1687	OG0001687	augustus_masked-bow-b_s373-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.136&CDS=1-612	YFL005W
1688	OG0001688	maker-bow-b_s373-augustus-gene-4.153-mRNA-1_1&gene=maker-bow-b_s373-augustus-gene-4.153&CDS=1-4623	YLR060W
1689	OG0001689	augustus_masked-bow-b_s373-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.117&CDS=1-3852	YJL197W
1690	OG0001690	augustus_masked-bow-b_s373-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.138&CDS=1-1083	YPL015C
1691	OG0001691	augustus_masked-bow-b_s373-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.119&CDS=1-3036	YPL009C
1692	OG0001692	augustus_masked-bow-b_s373-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.139&CDS=1-960	YNL229C
1693	OG0001693	augustus_masked-bow-b_s373-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.121&CDS=1-861	YLR126C
1694	OG0001694	augustus_masked-bow-b_s373-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.122&CDS=1-996	YIL061C
1695	OG0001695	augustus_masked-bow-b_s373-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.123&CDS=1-1704	YNL308C
1696	OG0001696	augustus_masked-bow-b_s373-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.144&CDS=1-954	YDR044W
1697	OG0001697	augustus_masked-bow-b_s373-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.145&CDS=1-702	YFR007W
1698	OG0001698	augustus_masked-bow-b_s373-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.146&CDS=1-2985	YFR048W
1699	OG0001699	augustus_masked-bow-b_s373-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.125&CDS=1-2148	YGL245W
1700	OG0001700	augustus_masked-bow-b_s373-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.126&CDS=1-1575	YOL132W
1701	OG0001701	augustus_masked-bow-b_s373-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-bow-b_s373-processed-gene-4.127&CDS=1-729	YDL087C
