	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
1502	OG0001502	YGL064C	augustus_masked-flattened_line_10-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.115&CDS=1-1650
1503	OG0001503	YGL065C	genemark-flattened_line_12-processed-gene-4.123-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.123&CDS=1-1485
1504	OG0001504	YGL066W	genemark-flattened_line_12-processed-gene-4.162-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.162&CDS=1-1143
1505	OG0001505	YGL068W	genemark-flattened_line_4-processed-gene-6.209-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.209&CDS=1-534
1506	OG0001506	YGL073W	genemark-flattened_line_36-processed-gene-0.281-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.281&CDS=1-1698
1507	OG0001507	YGL077C	augustus_masked-flattened_line_10-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.15&CDS=1-1650
1508	OG0001508	YGL078C	genemark-flattened_line_30-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.202&CDS=1-1590
1509	OG0001509	YGL079W	genemark-flattened_line_30-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.199&CDS=1-507
1510	OG0001510	YGL080W	genemark-flattened_line_36-processed-gene-0.246-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.246&CDS=1-381
1511	OG0001511	YGL083W	augustus_masked-flattened_line_16-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.62&CDS=1-2928
1512	OG0001512	YGL084C	genemark-flattened_line_14-processed-gene-4.34-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.34&CDS=1-1725
1513	OG0001513	YGL085W	maker-flattened_line_14-augustus-gene-4.324-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-4.324&CDS=1-2535
1514	OG0001514	YGL087C	genemark-flattened_line_14-processed-gene-4.35-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.35&CDS=1-414
1515	OG0001515	YGL091C	augustus_masked-flattened_line_20-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.106&CDS=1-975
1516	OG0001516	YGL094C	genemark-flattened_line_6-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.65&CDS=1-3249
1517	OG0001517	YGL095C	genemark-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.64&CDS=1-1809
1518	OG0001518	YGL097W	genemark-flattened_line_4-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.134&CDS=1-1428
1519	OG0001519	YGL098W	genemark-flattened_line_0-processed-gene-10.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.14&CDS=1-732
1520	OG0001520	YGL099W	genemark-flattened_line_14-processed-gene-4.74-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.74&CDS=1-1851
1521	OG0001521	YGL100W	genemark-flattened_line_20-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.72&CDS=1-1011
1522	OG0001522	YGL103W	genemark-flattened_line_20-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.68&CDS=1-447
1523	OG0001523	YGL106W	genemark-flattened_line_20-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.59&CDS=1-444
1524	OG0001524	YGL110C	genemark-flattened_line_20-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.77&CDS=1-1722
1525	OG0001525	YGL111W	genemark-flattened_line_20-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.53&CDS=1-1188
1526	OG0001526	YGL112C	genemark-flattened_line_0-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.147&CDS=1-1413
1527	OG0001527	YGL113W	genemark-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.121&CDS=1-1842
1528	OG0001528	YGL114W	genemark-flattened_line_44-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.1&CDS=1-1995
1529	OG0001529	YGL115W	genemark-flattened_line_44-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.0&CDS=1-1008
1530	OG0001530	YGL116W	genemark-flattened_line_44-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.37&CDS=1-1473
1531	OG0001531	YGL119W	snap_masked-flattened_line_8-processed-gene-3.172-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.172&CDS=1-1665
1532	OG0001532	YGL122C	genemark-flattened_line_0-processed-gene-12.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.124&CDS=1-1428
1533	OG0001533	YGL123W	genemark-flattened_line_0-processed-gene-12.172-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.172&CDS=1-774
1534	OG0001534	YGL124C	augustus_masked-flattened_line_0-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.108&CDS=1-2655
1535	OG0001535	YGL125W	genemark-flattened_line_22-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.5&CDS=1-1791
1536	OG0001536	YGL126W	genemark-flattened_line_0-processed-gene-12.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.110&CDS=1-804
1537	OG0001537	YGL129C	genemark-flattened_line_10-processed-gene-4.145-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.145&CDS=1-1287
1538	OG0001538	YGL130W	genemark-flattened_line_10-processed-gene-4.143-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.143&CDS=1-1287
1539	OG0001539	YGL131C	genemark-flattened_line_10-processed-gene-4.168-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.168&CDS=1-3807
1540	OG0001540	YGL136C	genemark-flattened_line_10-processed-gene-4.136-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.136&CDS=1-909
1541	OG0001541	YGL137W	genemark-flattened_line_10-processed-gene-4.162-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.162&CDS=1-2472
1542	OG0001542	YGL139W	genemark-flattened_line_10-processed-gene-4.163-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.163&CDS=1-2286
1543	OG0001543	YGL140C	genemark-flattened_line_10-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.1&CDS=1-3051
1544	OG0001544	YGL141W	genemark-flattened_line_44-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.15&CDS=1-2871
1545	OG0001545	YGL142C	genemark-flattened_line_83-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.13&CDS=1-1590
1546	OG0001546	YGL145W	genemark-flattened_line_54-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.94&CDS=1-2118
1547	OG0001547	YGL148W	maker-flattened_line_4-augustus-gene-6.112-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.112&CDS=1-2700
1548	OG0001548	YGL150C	genemark-flattened_line_4-processed-gene-3.149-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.149&CDS=1-3948
1549	OG0001549	YGL151W	genemark-flattened_line_4-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.129&CDS=1-2718
1550	OG0001550	YGL153W	genemark-flattened_line_0-processed-gene-10.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.4&CDS=1-1173
1551	OG0001551	YGL154C	maker-flattened_line_0-augustus-gene-10.168-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.168&CDS=1-858
1552	OG0001552	YGL156W	genemark-flattened_line_0-processed-gene-10.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.5&CDS=1-4524
1553	OG0001553	YGL161C	genemark-flattened_line_2-processed-gene-7.149-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.149&CDS=1-885
1554	OG0001554	YGL163C	maker-flattened_line_6-augustus-gene-5.336-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-5.336&CDS=1-3975
1555	OG0001555	YGL167C	genemark-flattened_line_2-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.74&CDS=1-2751
1556	OG0001556	YGL169W	genemark-flattened_line_2-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.51&CDS=1-1089
1557	OG0001557	YGL171W	genemark-flattened_line_2-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.128&CDS=1-1689
1558	OG0001558	YGL172W	genemark-flattened_line_0-processed-gene-4.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.3&CDS=1-1587
1559	OG0001559	YGL173C	genemark-flattened_line_0-processed-gene-4.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.1&CDS=1-4404
1560	OG0001560	YGL174W	genemark-flattened_line_0-processed-gene-4.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.4&CDS=1-864
1561	OG0001561	YGL175C	genemark-flattened_line_0-processed-gene-3.112-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.112&CDS=1-1473
1562	OG0001562	YGL178W	genemark-flattened_line_16-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.102&CDS=1-1860
1563	OG0001563	YGL180W	genemark-flattened_line_14-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.50&CDS=1-2427
1564	OG0001564	YGL181W	genemark-flattened_line_14-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.66&CDS=1-1209
1565	OG0001565	YGL183C	genemark-flattened_line_14-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.49&CDS=1-645
1566	OG0001566	YGL184C	genemark-flattened_line_16-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.151&CDS=1-1194
1567	OG0001567	YGL187C	maker-flattened_line_16-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-2.2&CDS=1-825
1568	OG0001568	YGL190C	genemark-flattened_line_16-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.128&CDS=1-1347
1569	OG0001569	YGL192W	maker-flattened_line_16-augustus-gene-1.63-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.63&CDS=1-1839
1570	OG0001570	YGL194C	genemark-flattened_line_0-processed-gene-12.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.133&CDS=1-1335
1571	OG0001571	YGL195W	genemark-flattened_line_14-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.43&CDS=1-8046
1572	OG0001572	YGL196W	genemark-flattened_line_14-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.42&CDS=1-1305
1573	OG0001573	YGL200C	augustus_masked-flattened_line_38-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.146&CDS=1-597
1574	OG0001574	YGL201C	genemark-flattened_line_2-processed-gene-7.111-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.111&CDS=1-2811
1575	OG0001575	YGL202W	genemark-flattened_line_18-processed-gene-3.249-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.249&CDS=1-1467
1576	OG0001576	YGL203C	genemark-flattened_line_0-processed-gene-7.153-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.153&CDS=1-1866
1577	OG0001577	YGL206C	genemark-flattened_line_4-processed-gene-4.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.84&CDS=1-4986
1578	OG0001578	YGL207W	genemark-flattened_line_4-processed-gene-3.141-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.141&CDS=1-3042
1579	OG0001579	YGL211W	genemark-flattened_line_4-processed-gene-4.101-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.101&CDS=1-1065
1580	OG0001580	YGL212W	genemark-flattened_line_0-processed-gene-8.156-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.156&CDS=1-1029
1581	OG0001581	YGL213C	genemark-flattened_line_0-processed-gene-8.136-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.136&CDS=1-1131
1582	OG0001582	YGL215W	genemark-flattened_line_0-processed-gene-9.115-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.115&CDS=1-1086
1583	OG0001583	YGL216W	genemark-flattened_line_0-processed-gene-9.119-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.119&CDS=1-2496
1584	OG0001584	YGL220W	snap_masked-flattened_line_0-processed-gene-10.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.77&CDS=1-261
1585	OG0001585	YGL221C	genemark-flattened_line_0-processed-gene-10.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.47&CDS=1-813
1586	OG0001586	YGL224C	augustus_masked-flattened_line_0-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.44&CDS=1-834
1587	OG0001587	YGL225W	genemark-flattened_line_0-processed-gene-9.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.135&CDS=1-948
1588	OG0001588	YGL226W	genemark-flattened_line_8-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.96&CDS=1-453
1589	OG0001589	YGL227W	genemark-flattened_line_8-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.97&CDS=1-1860
1590	OG0001590	YGL231C	augustus_masked-flattened_line_4-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.40&CDS=1-492
1591	OG0001591	YGL232W	genemark-flattened_line_4-processed-gene-3.118-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.118&CDS=1-900
1592	OG0001592	YGL233W	genemark-flattened_line_4-processed-gene-3.117-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.117&CDS=1-2274
1593	OG0001593	YGL234W	genemark-flattened_line_0-processed-gene-9.134-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.134&CDS=1-2349
1594	OG0001594	YGL236C	genemark-flattened_line_10-processed-gene-2.155-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.155&CDS=1-1989
1595	OG0001595	YGL237C	genemark-flattened_line_10-processed-gene-2.184-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.184&CDS=1-699
1596	OG0001596	YGL238W	genemark-flattened_line_10-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.154&CDS=1-2865
1597	OG0001597	YGL241W	genemark-flattened_line_0-processed-gene-7.160-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.160&CDS=1-2883
1598	OG0001598	YGL242C	genemark-flattened_line_0-processed-gene-7.134-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.134&CDS=1-561
1599	OG0001599	YGL243W	genemark-flattened_line_0-processed-gene-7.161-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.161&CDS=1-1113
1600	OG0001600	YGL244W	genemark-flattened_line_0-processed-gene-7.162-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.162&CDS=1-1590
1601	OG0001601	YGL245W	genemark-flattened_line_0-processed-gene-7.163-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.163&CDS=1-2151
1602	OG0001602	YGL246C	genemark-flattened_line_0-processed-gene-7.136-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.136&CDS=1-1125
1603	OG0001603	YGL248W	genemark-flattened_line_0-processed-gene-7.140-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.140&CDS=1-1092
1604	OG0001604	YGL251C	snap_masked-flattened_line_0-processed-gene-7.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.87&CDS=1-2805
1605	OG0001605	YGL252C	genemark-flattened_line_50-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.77&CDS=1-1704
1606	OG0001606	YGR001C	maker-flattened_line_2-augustus-gene-7.0-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-7.0&CDS=1-720
1607	OG0001607	YGR002C	genemark-flattened_line_16-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.88&CDS=1-1554
1608	OG0001608	YGR005C	maker-flattened_line_18-snap-gene-3.10-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-3.10&CDS=1-1395
1609	OG0001609	YGR006W	genemark-flattened_line_18-processed-gene-3.247-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.247&CDS=1-609
1610	OG0001610	YGR007W	genemark-flattened_line_0-processed-gene-11.102-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.102&CDS=1-954
1611	OG0001611	YGR009C	genemark-flattened_line_0-processed-gene-2.148-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.148&CDS=1-1515
1612	OG0001612	YGR012W	genemark-flattened_line_0-processed-gene-12.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.92&CDS=1-1146
1613	OG0001613	YGR013W	genemark-flattened_line_0-processed-gene-12.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.91&CDS=1-1503
1614	OG0001614	YGR014W	augustus_masked-flattened_line_0-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.50&CDS=1-2898
1615	OG0001615	YGR017W	genemark-flattened_line_58-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.44&CDS=1-750
1616	OG0001616	YGR019W	genemark-flattened_line_58-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.45&CDS=1-1413
1617	OG0001617	YGR020C	genemark-flattened_line_58-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.59&CDS=1-357
1618	OG0001618	YGR024C	genemark-flattened_line_2-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.52&CDS=1-708
1619	OG0001619	YGR026W	genemark-flattened_line_14-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.69&CDS=1-1311
1620	OG0001620	YGR028W	genemark-flattened_line_22-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.30&CDS=1-1065
1621	OG0001621	YGR030C	genemark-flattened_line_6-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.14&CDS=1-456
1622	OG0001622	YGR031W	augustus_masked-flattened_line_2-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.135&CDS=1-948
1623	OG0001623	YGR033C	genemark-flattened_line_2-processed-gene-7.112-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.112&CDS=1-699
1624	OG0001624	YGR036C	augustus_masked-flattened_line_2-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.12&CDS=1-681
1625	OG0001625	YGR042W	snap_masked-flattened_line_28-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.6&CDS=1-1242
1626	OG0001626	YGR044C	genemark-flattened_line_14-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.123&CDS=1-1260
1627	OG0001627	YGR046W	genemark-flattened_line_10-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.9&CDS=1-1122
1628	OG0001628	YGR047C	genemark-flattened_line_10-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.2&CDS=1-2898
1629	OG0001629	YGR048W	snap_masked-flattened_line_10-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.115&CDS=1-1134
1630	OG0001630	YGR053C	genemark-flattened_line_14-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.133&CDS=1-762
1631	OG0001631	YGR054W	genemark-flattened_line_2-processed-gene-7.113-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.113&CDS=1-1809
1632	OG0001632	YGR055W	genemark-flattened_line_50-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.58&CDS=1-1599
1633	OG0001633	YGR057C	genemark-flattened_line_2-processed-gene-6.42-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.42&CDS=1-510
1634	OG0001634	YGR058W	genemark-flattened_line_28-processed-gene-0.188-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.188&CDS=1-957
1635	OG0001635	YGR060W	genemark-flattened_line_10-processed-gene-5.212-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.212&CDS=1-936
1636	OG0001636	YGR061C	genemark-flattened_line_58-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.38&CDS=1-4032
1637	OG0001637	YGR062C	genemark-flattened_line_16-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.119&CDS=1-960
1638	OG0001638	YGR063C	genemark-flattened_line_16-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.120&CDS=1-294
1639	OG0001639	YGR072W	genemark-flattened_line_0-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.81&CDS=1-1242
1640	OG0001640	YGR074W	snap_masked-flattened_line_30-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.69&CDS=1-327
1641	OG0001641	YGR076C	genemark-flattened_line_36-processed-gene-0.272-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.272&CDS=1-513
1642	OG0001642	YGR077C	snap_masked-flattened_line_52-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.46&CDS=1-1809
1643	OG0001643	YGR078C	genemark-flattened_line_52-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.84&CDS=1-570
