	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_stipitis
1881	OG0001881	YIL062C	augustus_masked-chr_6.1-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-11.102&CDS=1-465
1882	OG0001882	YIL063C	snap_masked-chr_5.1-processed-gene-12.138-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-12.138&CDS=1-1212
1883	OG0001883	YIL064W	snap_masked-chr_5.1-processed-gene-12.117-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-12.117&CDS=1-765
1884	OG0001884	YIL065C	snap_masked-chr_8.1-processed-gene-8.22-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.22&CDS=1-465
1885	OG0001885	YIL067C	snap_masked-chr_2.1-processed-gene-4.28-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.28&CDS=1-2190
1886	OG0001886	YIL068C	snap_masked-chr_2.1-processed-gene-5.41-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.41&CDS=1-2523
1887	OG0001887	YIL070C	maker-chr_2.1-snap-gene-15.87-mRNA-1_1&gene=maker-chr_2.1-snap-gene-15.87&CDS=1-1140
1888	OG0001888	YIL075C	snap_masked-chr_2.1-processed-gene-17.35-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-17.35&CDS=1-2865
1889	OG0001889	YIL078W	snap_masked-chr_5.1-processed-gene-16.154-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-16.154&CDS=1-2190
1890	OG0001890	YIL083C	snap_masked-chr_2.1-processed-gene-19.31-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-19.31&CDS=1-1038
1891	OG0001891	YIL084C	maker-chr_6.1-snap-gene-10.98-mRNA-1_1&gene=maker-chr_6.1-snap-gene-10.98&CDS=1-1029
1892	OG0001892	YIL087C	augustus_masked-chr_6.1-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-10.26&CDS=1-456
1893	OG0001893	YIL088C	snap_masked-chr_2.1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.15&CDS=1-1347
1894	OG0001894	YIL090W	snap_masked-chr_6.1-processed-gene-10.90-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-10.90&CDS=1-1452
1895	OG0001895	YIL091C	snap_masked-chr_6.1-processed-gene-10.78-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-10.78&CDS=1-2190
1896	OG0001896	YIL093C	snap_masked-chr_7.1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-1.39&CDS=1-822
1897	OG0001897	YIL094C	snap_masked-chr_8.1-processed-gene-7.104-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-7.104&CDS=1-1131
1898	OG0001898	YIL097W	snap_masked-chr_2.1-processed-gene-19.6-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-19.6&CDS=1-1533
1899	OG0001899	YIL098C	snap_masked-chr_7.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-2.80&CDS=1-462
1900	OG0001900	YIL099W	snap_masked-chr_8.1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-3.10&CDS=1-1680
1901	OG0001901	YIL101C	snap_masked-chr_4.1-processed-gene-3.27-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-3.27&CDS=1-2175
1902	OG0001902	YIL103W	snap_masked-chr_4.1-processed-gene-4.3-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-4.3&CDS=1-1263
1903	OG0001903	YIL104C	snap_masked-chr_4.1-processed-gene-4.2-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-4.2&CDS=1-1557
1904	OG0001904	YIL106W	snap_masked-chr_4.1-processed-gene-7.95-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-7.95&CDS=1-861
1905	OG0001905	YIL107C	snap_masked-chr_7.1-processed-gene-1.37-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-1.37&CDS=1-3060
1906	OG0001906	YIL108W	snap_masked-chr_4.1-processed-gene-15.84-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-15.84&CDS=1-2187
1907	OG0001907	YIL110W	augustus_masked-chr_3.1-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-10.73&CDS=1-3936
1908	OG0001908	YIL115C	snap_masked-chr_1.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-0.15&CDS=1-3633
1909	OG0001909	YIL116W	snap_masked-chr_4.1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-1.23&CDS=1-1203
1910	OG0001910	YIL118W	snap_masked-chr_4.1-processed-gene-2.88-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-2.88&CDS=1-678
1911	OG0001911	YIL125W	snap_masked-chr_8.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-2.80&CDS=1-3045
1912	OG0001912	YIL126W	snap_masked-chr_8.1-processed-gene-2.96-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-2.96&CDS=1-3921
1913	OG0001913	YIL128W	snap_masked-chr_2.1-processed-gene-11.76-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-11.76&CDS=1-3288
1914	OG0001914	YIL129C	snap_masked-chr_2.1-processed-gene-11.95-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-11.95&CDS=1-8814
1915	OG0001915	YIL130W	snap_masked-chr_3.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-1.21&CDS=1-2769
1916	OG0001916	YIL133C	snap_masked-chr_1.1-processed-gene-5.84-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-5.84&CDS=1-600
1917	OG0001917	YIL134W	snap_masked-chr_3.1-processed-gene-15.6-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-15.6&CDS=1-1068
1918	OG0001918	YIL137C	snap_masked-chr_3.1-processed-gene-8.6-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-8.6&CDS=1-2844
1919	OG0001919	YIL140W	snap_masked-chr_7.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-0.64&CDS=1-2679
1920	OG0001920	YIL142W	snap_masked-chr_4.1-processed-gene-10.21-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-10.21&CDS=1-1578
1921	OG0001921	YIL143C	snap_masked-chr_3.1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-2.21&CDS=1-2514
1922	OG0001922	YIL144W	snap_masked-chr_3.1-processed-gene-2.11-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-2.11&CDS=1-2052
1923	OG0001923	YIL145C	augustus_masked-chr_3.1-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-2.81&CDS=1-936
1924	OG0001924	YIL147C	snap_masked-chr_6.1-processed-gene-9.104-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-9.104&CDS=1-3741
1925	OG0001925	YIL150C	snap_masked-chr_3.1-processed-gene-9.107-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-9.107&CDS=1-1848
1926	OG0001926	YIL153W	snap_masked-chr_8.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-0.73&CDS=1-1230
1927	OG0001927	YIL155C	snap_masked-chr_1.1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-2.34&CDS=1-1920
1928	OG0001928	YIL156W-B	snap_masked-chr_4.1-processed-gene-16.109-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-16.109&CDS=1-228
1929	OG0001929	YIL157C	snap_masked-chr_7.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-1.7&CDS=1-609
1930	OG0001930	YIL159W	maker-chr_8.1-snap-gene-0.78-mRNA-1_1&gene=maker-chr_8.1-snap-gene-0.78&CDS=1-5469
1931	OG0001931	YIL160C	snap_masked-chr_8.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-0.55&CDS=1-1239
1932	OG0001932	YIL164C	augustus_masked-chr_6.1-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-7.65&CDS=1-2865
1933	OG0001933	YIR002C	snap_masked-chr_1.2-processed-gene-2.3-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-2.3&CDS=1-3213
1934	OG0001934	YIR005W	augustus_masked-chr_6.1-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-6.142&CDS=1-699
1935	OG0001935	YIR006C	snap_masked-chr_2.1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.34&CDS=1-4314
1936	OG0001936	YIR007W	snap_masked-chr_2.1-processed-gene-26.50-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.50&CDS=1-2904
1937	OG0001937	YIR008C	snap_masked-chr_2.1-processed-gene-26.24-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.24&CDS=1-1434
1938	OG0001938	YIR009W	snap_masked-chr_2.1-processed-gene-18.86-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-18.86&CDS=1-372
1939	OG0001939	YIR011C	genemark-chr_2.1-processed-gene-18.48-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-18.48&CDS=1-1032
1940	OG0001940	YIR012W	snap_masked-chr_2.1-processed-gene-26.23-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.23&CDS=1-1251
1941	OG0001941	YIR015W	snap_masked-chr_8.1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.3&CDS=1-411
1942	OG0001942	YIR022W	snap_masked-chr_6.1-processed-gene-9.81-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-9.81&CDS=1-498
1943	OG0001943	YIR023W	snap_masked-chr_6.1-processed-gene-9.96-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-9.96&CDS=1-3225
1944	OG0001944	YIR026C	snap_masked-chr_8.1-processed-gene-7.92-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-7.92&CDS=1-978
1945	OG0001945	YIR027C	augustus_masked-chr_2.1-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-6.51&CDS=1-1902
1946	OG0001946	YIR029W	snap_masked-chr_2.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-0.21&CDS=1-2049
1947	OG0001947	YIR030C	snap_masked-chr_4.1-processed-gene-15.95-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-15.95&CDS=1-690
1948	OG0001948	YIR032C	snap_masked-chr_3.1-processed-gene-13.87-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-13.87&CDS=1-642
1949	OG0001949	YIR034C	snap_masked-chr_1.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-4.78&CDS=1-1113
1950	OG0001950	YIR037W	snap_masked-chr_5.1-processed-gene-2.89-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-2.89&CDS=1-480
1951	OG0001951	YIR038C	augustus_masked-chr_2.1-processed-gene-19.75-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-19.75&CDS=1-1419
1952	OG0001952	YJL001W	snap_masked-chr_2.1-processed-gene-10.96-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-10.96&CDS=1-651
1953	OG0001953	YJL002C	snap_masked-chr_2.1-processed-gene-10.97-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-10.97&CDS=1-1443
1954	OG0001954	YJL003W	snap_masked-chr_1.2-processed-gene-12.60-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.60&CDS=1-387
1955	OG0001955	YJL004C	snap_masked-chr_3.1-processed-gene-17.129-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.129&CDS=1-582
1956	OG0001956	YJL005W	snap_masked-chr_3.1-processed-gene-17.153-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.153&CDS=1-6330
1957	OG0001957	YJL006C	snap_masked-chr_6.1-processed-gene-6.24-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-6.24&CDS=1-1275
1958	OG0001958	YJL008C	snap_masked-chr_1.1-processed-gene-5.80-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-5.80&CDS=1-1647
1959	OG0001959	YJL010C	snap_masked-chr_6.1-processed-gene-6.27-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-6.27&CDS=1-2133
1960	OG0001960	YJL011C	snap_masked-chr_2.1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-8.77&CDS=1-486
1961	OG0001961	YJL012C	snap_masked-chr_4.1-processed-gene-8.26-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-8.26&CDS=1-2166
1962	OG0001962	YJL014W	augustus_masked-chr_2.1-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-7.119&CDS=1-1581
1963	OG0001963	YJL020C	snap_masked-chr_6.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-1.94&CDS=1-3063
1964	OG0001964	YJL024C	augustus_masked-chr_2.1-processed-gene-24.57-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-24.57&CDS=1-525
1965	OG0001965	YJL025W	snap_masked-chr_2.1-processed-gene-5.21-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.21&CDS=1-1629
1966	OG0001966	YJL026W	snap_masked-chr_2.1-processed-gene-5.8-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.8&CDS=1-1251
1967	OG0001967	YJL029C	snap_masked-chr_1.1-processed-gene-5.97-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-5.97&CDS=1-2331
1968	OG0001968	YJL030W	snap_masked-chr_6.1-processed-gene-6.51-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-6.51&CDS=1-642
1969	OG0001969	YJL031C	snap_masked-chr_6.1-processed-gene-6.25-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-6.25&CDS=1-1149
1970	OG0001970	YJL033W	snap_masked-chr_1.1-processed-gene-15.93-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-15.93&CDS=1-2295
1971	OG0001971	YJL034W	snap_masked-chr_2.1-processed-gene-2.103-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-2.103&CDS=1-2043
1972	OG0001972	YJL035C	snap_masked-chr_2.1-processed-gene-3.96-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-3.96&CDS=1-828
1973	OG0001973	YJL036W	snap_masked-chr_2.1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-3.66&CDS=1-1929
1974	OG0001974	YJL039C	augustus_masked-chr_3.1-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-11.16&CDS=1-5601
1975	OG0001975	YJL041W	snap_masked-chr_2.1-processed-gene-4.18-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.18&CDS=1-2274
1976	OG0001976	YJL042W	snap_masked-chr_6.1-processed-gene-12.5-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.5&CDS=1-4020
1977	OG0001977	YJL046W	snap_masked-chr_4.1-processed-gene-6.9-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-6.9&CDS=1-1449
1978	OG0001978	YJL049W	snap_masked-chr_1.1-processed-gene-4.71-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-4.71&CDS=1-1380
1979	OG0001979	YJL050W	snap_masked-chr_6.1-processed-gene-14.6-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.6&CDS=1-3204
1980	OG0001980	YJL053W	snap_masked-chr_8.1-processed-gene-3.14-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-3.14&CDS=1-900
1981	OG0001981	YJL055W	snap_masked-chr_8.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-3.26&CDS=1-669
1982	OG0001982	YJL059W	snap_masked-chr_1.1-processed-gene-11.39-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.39&CDS=1-1269
1983	OG0001983	YJL060W	snap_masked-chr_4.1-processed-gene-17.40-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-17.40&CDS=1-1302
1984	OG0001984	YJL062W	snap_masked-chr_1.1-processed-gene-12.83-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-12.83&CDS=1-2703
1985	OG0001985	YJL062W-A	maker-chr_5.1-snap-gene-16.108-mRNA-1_1&gene=maker-chr_5.1-snap-gene-16.108&CDS=1-270
1986	OG0001986	YJL063C	snap_masked-chr_7.1-processed-gene-4.4-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-4.4&CDS=1-753
1987	OG0001987	YJL068C	snap_masked-chr_3.1-processed-gene-12.96-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-12.96&CDS=1-867
1988	OG0001988	YJL069C	snap_masked-chr_5.1-processed-gene-16.149-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-16.149&CDS=1-1734
1989	OG0001989	YJL071W	snap_masked-chr_1.1-processed-gene-12.80-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-12.80&CDS=1-1743
1990	OG0001990	YJL072C	maker-chr_1.1-snap-gene-12.74-mRNA-1_1&gene=maker-chr_1.1-snap-gene-12.74&CDS=1-597
1991	OG0001991	YJL074C	snap_masked-chr_4.1-processed-gene-15.88-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-15.88&CDS=1-3618
1992	OG0001992	YJL080C	snap_masked-chr_1.2-processed-gene-6.119-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.119&CDS=1-3693
1993	OG0001993	YJL081C	snap_masked-chr_3.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-0.82&CDS=1-1482
1994	OG0001994	YJL085W	snap_masked-chr_5.1-processed-gene-15.3-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-15.3&CDS=1-1839
1995	OG0001995	YJL087C	genemark-chr_5.1-processed-gene-15.87-mRNA-1_1&gene=genemark-chr_5.1-processed-gene-15.87&CDS=1-2460
1996	OG0001996	YJL088W	snap_masked-chr_4.1-processed-gene-6.12-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-6.12&CDS=1-1020
1997	OG0001997	YJL089W	snap_masked-chr_4.1-processed-gene-16.85-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-16.85&CDS=1-3258
1998	OG0001998	YJL090C	augustus_masked-chr_4.1-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-9.123&CDS=1-2208
1999	OG0001999	YJL091C	snap_masked-chr_4.1-processed-gene-4.10-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-4.10&CDS=1-1500
2000	OG0002000	YJL092W	genemark-chr_8.1-processed-gene-0.34-mRNA-1_1&gene=genemark-chr_8.1-processed-gene-0.34&CDS=1-2724
2001	OG0002001	YJL093C	snap_masked-chr_4.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-1.25&CDS=1-2100
2002	OG0002002	YJL094C	snap_masked-chr_3.1-processed-gene-6.92-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-6.92&CDS=1-2448
2003	OG0002003	YJL095W	snap_masked-chr_3.1-processed-gene-17.122-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.122&CDS=1-5328
2004	OG0002004	YJL096W	snap_masked-chr_3.1-processed-gene-17.150-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.150&CDS=1-432
2005	OG0002005	YJL097W	maker-chr_3.1-snap-gene-17.101-mRNA-1_1&gene=maker-chr_3.1-snap-gene-17.101&CDS=1-1257
2006	OG0002006	YJL100W	snap_masked-chr_1.1-processed-gene-10.6-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-10.6&CDS=1-2232
2007	OG0002007	YJL101C	snap_masked-chr_6.1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-2.8&CDS=1-2301
2008	OG0002008	YJL102W	snap_masked-chr_6.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-1.81&CDS=1-2358
2009	OG0002009	YJL103C	augustus_masked-chr_6.1-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-2.72&CDS=1-1824
2010	OG0002010	YJL104W	snap_masked-chr_1.1-processed-gene-19.18-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-19.18&CDS=1-357
2011	OG0002011	YJL106W	snap_masked-chr_3.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-0.89&CDS=1-1695
2012	OG0002012	YJL108C	snap_masked-chr_6.1-processed-gene-12.36-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.36&CDS=1-2898
2013	OG0002013	YJL109C	maker-chr_1.1-snap-gene-19.2-mRNA-1_1&gene=maker-chr_1.1-snap-gene-19.2&CDS=1-5829
2014	OG0002014	YJL111W	snap_masked-chr_7.1-processed-gene-7.3-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-7.3&CDS=1-1626
2015	OG0002015	YJL115W	snap_masked-chr_6.1-processed-gene-11.3-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-11.3&CDS=1-807
2016	OG0002016	YJL117W	snap_masked-chr_5.1-processed-gene-10.127-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-10.127&CDS=1-1062
2017	OG0002017	YJL121C	snap_masked-chr_8.1-processed-gene-8.25-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.25&CDS=1-696
2018	OG0002018	YJL122W	snap_masked-chr_8.1-processed-gene-8.62-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.62&CDS=1-471
2019	OG0002019	YJL123C	snap_masked-chr_6.1-processed-gene-14.13-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.13&CDS=1-1329
2020	OG0002020	YJL124C	snap_masked-chr_6.1-processed-gene-14.33-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.33&CDS=1-498
2021	OG0002021	YJL125C	snap_masked-chr_6.1-processed-gene-14.18-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.18&CDS=1-1086
2022	OG0002022	YJL126W	snap_masked-chr_6.1-processed-gene-14.14-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.14&CDS=1-927
2023	OG0002023	YJL127C	maker-chr_6.1-augustus-gene-10.100-mRNA-1_1&gene=maker-chr_6.1-augustus-gene-10.100&CDS=1-2424
2024	OG0002024	YJL128C	snap_masked-chr_2.1-processed-gene-20.90-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-20.90&CDS=1-2199
2025	OG0002025	YJL130C	snap_masked-chr_6.1-processed-gene-10.94-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-10.94&CDS=1-6633
2026	OG0002026	YJL131C	snap_masked-chr_7.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-1.19&CDS=1-1281
2027	OG0002027	YJL140W	snap_masked-chr_4.1-processed-gene-14.81-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.81&CDS=1-570
2028	OG0002028	YJL141C	snap_masked-chr_5.1-processed-gene-12.124-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-12.124&CDS=1-2370
2029	OG0002029	YJL143W	snap_masked-chr_5.1-processed-gene-12.123-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-12.123&CDS=1-462
2030	OG0002030	YJL145W	snap_masked-chr_2.1-processed-gene-18.110-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-18.110&CDS=1-984
2031	OG0002031	YJL148W	snap_masked-chr_2.1-processed-gene-16.88-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-16.88&CDS=1-705
2032	OG0002032	YJL153C	snap_masked-chr_1.2-processed-gene-11.15-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-11.15&CDS=1-1611
2033	OG0002033	YJL154C	snap_masked-chr_4.1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-3.17&CDS=1-2910
2034	OG0002034	YJL155C	snap_masked-chr_7.1-processed-gene-5.77-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-5.77&CDS=1-1368
2035	OG0002035	YJL156C	snap_masked-chr_3.1-processed-gene-15.20-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-15.20&CDS=1-2523
2036	OG0002036	YJL157C	snap_masked-chr_8.1-processed-gene-8.27-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.27&CDS=1-2496
2037	OG0002037	YJL166W	snap_masked-chr_4.1-processed-gene-14.85-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.85&CDS=1-282
2038	OG0002038	YJL167W	snap_masked-chr_4.1-processed-gene-14.98-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.98&CDS=1-1050
2039	OG0002039	YJL168C	snap_masked-chr_4.1-processed-gene-14.77-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.77&CDS=1-2196
2040	OG0002040	YJL176C	snap_masked-chr_4.1-processed-gene-14.97-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.97&CDS=1-3195
2041	OG0002041	YJL179W	snap_masked-chr_3.1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.15&CDS=1-354
2042	OG0002042	YJL180C	snap_masked-chr_3.1-processed-gene-4.31-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.31&CDS=1-1116
2043	OG0002043	YJL183W	snap_masked-chr_3.1-processed-gene-4.38-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.38&CDS=1-1665
2044	OG0002044	YJL184W	snap_masked-chr_3.1-processed-gene-4.32-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.32&CDS=1-333
2045	OG0002045	YJL187C	snap_masked-chr_3.1-processed-gene-10.34-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-10.34&CDS=1-3384
2046	OG0002046	YJL189W	genemark-chr_2.1-processed-gene-25.111-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-25.111&CDS=1-207
2047	OG0002047	YJL194W	snap_masked-chr_1.2-processed-gene-9.105-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.105&CDS=1-1542
2048	OG0002048	YJL197W	snap_masked-chr_2.1-processed-gene-25.38-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-25.38&CDS=1-4020
2049	OG0002049	YJL200C	snap_masked-chr_6.1-processed-gene-12.12-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.12&CDS=1-2400
2050	OG0002050	YJL201W	snap_masked-chr_1.2-processed-gene-8.14-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-8.14&CDS=1-1728
2051	OG0002051	YJL203W	augustus_masked-chr_1.1-processed-gene-15.25-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-15.25&CDS=1-1227
