	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041822_Dipodascus_geniculatus
1569	OG0001569	YGL009C	genemark-flattened_line_169-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_169-processed-gene-0.27&CDS=1-2322
1570	OG0001570	YGL010W	genemark-flattened_line_54-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.94&CDS=1-579
1571	OG0001571	YGL011C	maker-flattened_line_34-augustus-gene-1.84-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.84&CDS=1-753
1572	OG0001572	YGL012W	genemark-flattened_line_10-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.127&CDS=1-1431
1573	OG0001573	YGL017W	genemark-flattened_line_10-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.78&CDS=1-1227
1574	OG0001574	YGL019W	genemark-flattened_line_130-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.17&CDS=1-798
1575	OG0001575	YGL020C	genemark-flattened_line_130-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.1&CDS=1-624
1576	OG0001576	YGL022W	genemark-flattened_line_84-processed-gene-0.193-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.193&CDS=1-2250
1577	OG0001577	YGL026C	genemark-flattened_line_4-processed-gene-3.136-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.136&CDS=1-2079
1578	OG0001578	YGL027C	genemark-flattened_line_42-processed-gene-1.206-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.206&CDS=1-2475
1579	OG0001579	YGL028C	genemark-flattened_line_34-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.39&CDS=1-1419
1580	OG0001580	YGL030W	genemark-flattened_line_28-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.148&CDS=1-318
1581	OG0001581	YGL033W	snap_masked-flattened_line_44-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.4&CDS=1-660
1582	OG0001582	YGL037C	genemark-flattened_line_40-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.107&CDS=1-663
1583	OG0001583	YGL040C	genemark-flattened_line_12-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.114&CDS=1-1020
1584	OG0001584	YGL043W	genemark-flattened_line_0-processed-gene-9.83-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.83&CDS=1-927
1585	OG0001585	YGL045W	snap_masked-flattened_line_6-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.129&CDS=1-2214
1586	OG0001586	YGL047W	maker-flattened_line_32-augustus-gene-0.124-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.124&CDS=1-423
1587	OG0001587	YGL048C	genemark-flattened_line_10-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.123&CDS=1-1191
1588	OG0001588	YGL050W	genemark-flattened_line_100-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.48&CDS=1-699
1589	OG0001589	YGL054C	maker-flattened_line_58-augustus-gene-0.263-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.263&CDS=1-396
1590	OG0001590	YGL055W	genemark-flattened_line_58-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.106&CDS=1-1479
1591	OG0001591	YGL058W	genemark-flattened_line_0-processed-gene-3.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.55&CDS=1-531
1592	OG0001592	YGL059W	augustus_masked-flattened_line_86-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.3&CDS=1-1383
1593	OG0001593	YGL064C	genemark-flattened_line_78-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.100&CDS=1-1500
1594	OG0001594	YGL065C	genemark-flattened_line_14-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.20&CDS=1-1380
1595	OG0001595	YGL068W	genemark-flattened_line_62-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.136&CDS=1-501
1596	OG0001596	YGL070C	genemark-flattened_line_12-processed-gene-2.3-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.3&CDS=1-336
1597	OG0001597	YGL078C	genemark-flattened_line_38-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.120&CDS=1-1638
1598	OG0001598	YGL079W	genemark-flattened_line_26-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.16&CDS=1-462
1599	OG0001599	YGL080W	snap_masked-flattened_line_134-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.16&CDS=1-375
1600	OG0001600	YGL083W	maker-flattened_line_36-augustus-gene-1.248-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-1.248&CDS=1-2538
1601	OG0001601	YGL084C	maker-flattened_line_76-snap-gene-0.73-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.73&CDS=1-1662
1602	OG0001602	YGL085W	snap_masked-flattened_line_76-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.174&CDS=1-696
1603	OG0001603	YGL086W	snap_masked-flattened_line_72-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.137&CDS=1-2277
1604	OG0001604	YGL087C	genemark-flattened_line_72-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.166&CDS=1-417
1605	OG0001605	YGL091C	genemark-flattened_line_44-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.76&CDS=1-960
1606	OG0001606	YGL092W	genemark-flattened_line_44-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.103&CDS=1-3738
1607	OG0001607	YGL093W	genemark-flattened_line_42-processed-gene-1.169-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.169&CDS=1-3885
1608	OG0001608	YGL094C	genemark-flattened_line_78-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.107&CDS=1-3234
1609	OG0001609	YGL095C	genemark-flattened_line_183-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_183-processed-gene-0.1&CDS=1-1734
1610	OG0001610	YGL097W	genemark-flattened_line_96-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.95&CDS=1-1662
1611	OG0001611	YGL099W	genemark-flattened_line_4-processed-gene-3.170-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.170&CDS=1-2115
1612	OG0001612	YGL100W	genemark-flattened_line_138-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.47&CDS=1-1014
1613	OG0001613	YGL106W	genemark-flattened_line_66-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.97&CDS=1-426
1614	OG0001614	YGL108C	snap_masked-flattened_line_0-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.101&CDS=1-387
1615	OG0001615	YGL110C	augustus_masked-flattened_line_138-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.101&CDS=1-1872
1616	OG0001616	YGL111W	snap_masked-flattened_line_128-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.43&CDS=1-1218
1617	OG0001617	YGL112C	genemark-flattened_line_86-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.150&CDS=1-1401
1618	OG0001618	YGL114W	genemark-flattened_line_60-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.26&CDS=1-2124
1619	OG0001619	YGL115W	genemark-flattened_line_60-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.54&CDS=1-1050
1620	OG0001620	YGL119W	genemark-flattened_line_30-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.129&CDS=1-1434
1621	OG0001621	YGL124C	genemark-flattened_line_26-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.7&CDS=1-1554
1622	OG0001622	YGL125W	genemark-flattened_line_80-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.79&CDS=1-1815
1623	OG0001623	YGL126W	genemark-flattened_line_0-processed-gene-7.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.107&CDS=1-954
1624	OG0001624	YGL127C	maker-flattened_line_0-augustus-gene-7.47-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.47&CDS=1-654
1625	OG0001625	YGL128C	genemark-flattened_line_38-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.145&CDS=1-798
1626	OG0001626	YGL129C	maker-flattened_line_14-augustus-gene-2.82-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.82&CDS=1-2208
1627	OG0001627	YGL130W	maker-flattened_line_82-snap-gene-0.132-mRNA-1_1&gene=maker-flattened_line_82-snap-gene-0.132&CDS=1-1212
1628	OG0001628	YGL136C	genemark-flattened_line_24-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.139&CDS=1-1248
1629	OG0001629	YGL137W	genemark-flattened_line_62-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.140&CDS=1-2613
1630	OG0001630	YGL138C	maker-flattened_line_72-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.8&CDS=1-1011
1631	OG0001631	YGL140C	genemark-flattened_line_108-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.92&CDS=1-3438
1632	OG0001632	YGL141W	genemark-flattened_line_16-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.128&CDS=1-3084
1633	OG0001633	YGL142C	genemark-flattened_line_14-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.132&CDS=1-1845
1634	OG0001634	YGL143C	genemark-flattened_line_160-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.33&CDS=1-1176
1635	OG0001635	YGL148W	genemark-flattened_line_134-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.84&CDS=1-1137
1636	OG0001636	YGL151W	snap_masked-flattened_line_6-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.130&CDS=1-2385
1637	OG0001637	YGL155W	genemark-flattened_line_62-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.123&CDS=1-1122
1638	OG0001638	YGL156W	genemark-flattened_line_22-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.120&CDS=1-3294
1639	OG0001639	YGL161C	genemark-flattened_line_20-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.104&CDS=1-840
1640	OG0001640	YGL164C	genemark-flattened_line_54-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.132&CDS=1-1344
1641	OG0001641	YGL166W	genemark-flattened_line_80-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.104&CDS=1-792
1642	OG0001642	YGL167C	genemark-flattened_line_26-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.0&CDS=1-2865
1643	OG0001643	YGL169W	genemark-flattened_line_26-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.28&CDS=1-1164
1644	OG0001644	YGL171W	genemark-flattened_line_42-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.28&CDS=1-1638
1645	OG0001645	YGL172W	genemark-flattened_line_4-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.93&CDS=1-1626
1646	OG0001646	YGL173C	maker-flattened_line_20-snap-gene-2.132-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.132&CDS=1-4530
1647	OG0001647	YGL174W	genemark-flattened_line_4-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.92&CDS=1-996
1648	OG0001648	YGL180W	genemark-flattened_line_20-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.64&CDS=1-2448
1649	OG0001649	YGL183C	genemark-flattened_line_100-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.3&CDS=1-615
1650	OG0001650	YGL184C	genemark-flattened_line_34-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.95&CDS=1-1320
1651	OG0001651	YGL186C	genemark-flattened_line_40-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.128&CDS=1-1590
1652	OG0001652	YGL187C	genemark-flattened_line_8-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.3&CDS=1-477
1653	OG0001653	YGL190C	genemark-flattened_line_18-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.123&CDS=1-1404
1654	OG0001654	YGL191W	genemark-flattened_line_88-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.80&CDS=1-399
1655	OG0001655	YGL192W	maker-flattened_line_46-snap-gene-0.279-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.279&CDS=1-1314
1656	OG0001656	YGL194C	genemark-flattened_line_34-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.107&CDS=1-1362
1657	OG0001657	YGL195W	genemark-flattened_line_34-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.93&CDS=1-8052
1658	OG0001658	YGL196W	genemark-flattened_line_2-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.53&CDS=1-1179
1659	OG0001659	YGL198W	genemark-flattened_line_50-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.139&CDS=1-843
1660	OG0001660	YGL200C	genemark-flattened_line_44-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.63&CDS=1-606
1661	OG0001661	YGL201C	snap_masked-flattened_line_166-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.37&CDS=1-2808
1662	OG0001662	YGL205W	genemark-flattened_line_2-processed-gene-2.58-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.58&CDS=1-2136
1663	OG0001663	YGL206C	genemark-flattened_line_4-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.103&CDS=1-5010
1664	OG0001664	YGL207W	genemark-flattened_line_14-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.6&CDS=1-3015
1665	OG0001665	YGL209W	genemark-flattened_line_44-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.60&CDS=1-1161
1666	OG0001666	YGL211W	genemark-flattened_line_36-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.120&CDS=1-1098
1667	OG0001667	YGL212W	genemark-flattened_line_26-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.125&CDS=1-963
1668	OG0001668	YGL213C	genemark-flattened_line_26-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.148&CDS=1-936
1669	OG0001669	YGL221C	genemark-flattened_line_86-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.146&CDS=1-867
1670	OG0001670	YGL224C	genemark-flattened_line_0-processed-gene-8.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.70&CDS=1-732
1671	OG0001671	YGL225W	genemark-flattened_line_2-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.61&CDS=1-1023
1672	OG0001672	YGL231C	maker-flattened_line_18-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-2.2&CDS=1-990
1673	OG0001673	YGL232W	maker-flattened_line_18-augustus-gene-2.3-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-2.3&CDS=1-834
1674	OG0001674	YGL233W	genemark-flattened_line_46-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.165&CDS=1-2652
1675	OG0001675	YGL234W	genemark-flattened_line_130-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.22&CDS=1-2349
1676	OG0001676	YGL236C	genemark-flattened_line_2-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.72&CDS=1-1971
1677	OG0001677	YGL237C	genemark-flattened_line_2-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.110&CDS=1-450
1678	OG0001678	YGL238W	genemark-flattened_line_6-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.11&CDS=1-2895
1679	OG0001679	YGL240W	genemark-flattened_line_6-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.10&CDS=1-624
1680	OG0001680	YGL241W	augustus_masked-flattened_line_86-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.40&CDS=1-3111
1681	OG0001681	YGL242C	genemark-flattened_line_86-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.144&CDS=1-540
1682	OG0001682	YGL243W	genemark-flattened_line_86-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.164&CDS=1-1530
1683	OG0001683	YGL244W	genemark-flattened_line_86-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.183&CDS=1-1644
1684	OG0001684	YGL245W	genemark-flattened_line_0-processed-gene-7.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.110&CDS=1-2193
1685	OG0001685	YGL246C	genemark-flattened_line_28-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.107&CDS=1-1116
1686	OG0001686	YGL247W	genemark-flattened_line_92-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.4&CDS=1-1230
1687	OG0001687	YGL248W	genemark-flattened_line_82-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.49&CDS=1-1269
1688	OG0001688	YGL252C	snap_masked-flattened_line_10-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.96&CDS=1-1794
1689	OG0001689	YGL255W	genemark-flattened_line_62-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.137&CDS=1-1125
1690	OG0001690	YGL256W	genemark-flattened_line_14-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.106&CDS=1-1440
1691	OG0001691	YGR001C	genemark-flattened_line_150-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.40&CDS=1-708
1692	OG0001692	YGR002C	genemark-flattened_line_96-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.126&CDS=1-1524
1693	OG0001693	YGR003W	augustus_masked-flattened_line_74-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.22&CDS=1-2286
1694	OG0001694	YGR005C	genemark-flattened_line_98-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.69&CDS=1-1074
1695	OG0001695	YGR006W	genemark-flattened_line_98-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.91&CDS=1-1011
1696	OG0001696	YGR007W	genemark-flattened_line_42-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.188&CDS=1-1194
1697	OG0001697	YGR009C	genemark-flattened_line_0-processed-gene-9.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.91&CDS=1-1428
1698	OG0001698	YGR012W	genemark-flattened_line_2-processed-gene-4.230-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.230&CDS=1-1230
1699	OG0001699	YGR017W	genemark-flattened_line_90-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.131&CDS=1-897
1700	OG0001700	YGR020C	genemark-flattened_line_10-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.89&CDS=1-378
1701	OG0001701	YGR021W	genemark-flattened_line_42-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.19&CDS=1-828
1702	OG0001702	YGR024C	genemark-flattened_line_173-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_173-processed-gene-0.26&CDS=1-804
1703	OG0001703	YGR028W	genemark-flattened_line_136-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.57&CDS=1-1083
1704	OG0001704	YGR029W	genemark-flattened_line_136-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.58&CDS=1-531
1705	OG0001705	YGR033C	genemark-flattened_line_34-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.87&CDS=1-672
1706	OG0001706	YGR036C	genemark-flattened_line_58-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.99&CDS=1-657
1707	OG0001707	YGR037C	genemark-flattened_line_24-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.99&CDS=1-258
1708	OG0001708	YGR047C	augustus_masked-flattened_line_44-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.137&CDS=1-2967
1709	OG0001709	YGR048W	genemark-flattened_line_108-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.69&CDS=1-1911
