	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026152_Torulaspora_franciscae
1691	OG0001691	YGL070C	snap_masked-flattened_line_14-processed-gene-3.64-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.64&CDS=1-330
1692	OG0001692	YGL071W	snap_masked-flattened_line_14-processed-gene-3.25-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.25&CDS=1-1434
1693	OG0001693	YGL073W	snap_masked-flattened_line_14-processed-gene-3.23-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.23&CDS=1-1638
1694	OG0001694	YGL075C	snap_masked-flattened_line_14-processed-gene-3.63-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.63&CDS=1-990
1695	OG0001695	YGL077C	snap_masked-flattened_line_44-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.99&CDS=1-1662
1696	OG0001696	YGL078C	snap_masked-flattened_line_44-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.98&CDS=1-1524
1697	OG0001697	YGL079W	snap_masked-flattened_line_44-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.80&CDS=1-582
1698	OG0001698	YGL080W	snap_masked-flattened_line_44-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.79&CDS=1-384
1699	OG0001699	YGL081W	snap_masked-flattened_line_44-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.78&CDS=1-939
1700	OG0001700	YGL082W	snap_masked-flattened_line_44-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.77&CDS=1-1113
1701	OG0001701	YGL083W	snap_masked-flattened_line_44-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.75&CDS=1-2328
1702	OG0001702	YGL084C	snap_masked-flattened_line_44-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.93&CDS=1-1764
1703	OG0001703	YGL086W	maker-flattened_line_44-snap-gene-0.35-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.35&CDS=1-2847
1704	OG0001704	YGL087C	snap_masked-flattened_line_44-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.92&CDS=1-414
1705	OG0001705	YGL090W	genemark-flattened_line_44-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.4&CDS=1-1158
1706	OG0001706	YGL091C	snap_masked-flattened_line_44-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.89&CDS=1-999
1707	OG0001707	YGL092W	snap_masked-flattened_line_44-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.70&CDS=1-3912
1708	OG0001708	YGL093W	snap_masked-flattened_line_44-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.69&CDS=1-2238
1709	OG0001709	YGL094C	snap_masked-flattened_line_3-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.65&CDS=1-3297
1710	OG0001710	YGL095C	snap_masked-flattened_line_3-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.66&CDS=1-1752
1711	OG0001711	YGL097W	snap_masked-flattened_line_12-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.43&CDS=1-1446
1712	OG0001712	YGL098W	snap_masked-flattened_line_12-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.42&CDS=1-744
1713	OG0001713	YGL099W	snap_masked-flattened_line_12-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.39&CDS=1-1932
1714	OG0001714	YGL100W	augustus_masked-flattened_line_12-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.0&CDS=1-1635
1715	OG0001715	YGL105W	snap_masked-flattened_line_12-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.69&CDS=1-1104
1716	OG0001716	YGL106W	snap_masked-flattened_line_12-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.68&CDS=1-438
1717	OG0001717	YGL108C	snap_masked-flattened_line_12-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.92&CDS=1-381
1718	OG0001718	YGL110C	snap_masked-flattened_line_12-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.46&CDS=1-1797
1719	OG0001719	YGL111W	snap_masked-flattened_line_12-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.28&CDS=1-1329
1720	OG0001720	YGL112C	snap_masked-flattened_line_12-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.44&CDS=1-1518
1721	OG0001721	YGL113W	snap_masked-flattened_line_12-processed-gene-2.26-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.26&CDS=1-1944
1722	OG0001722	YGL114W	snap_masked-flattened_line_12-processed-gene-2.24-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.24&CDS=1-2151
1723	OG0001723	YGL115W	snap_masked-flattened_line_12-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.23&CDS=1-966
1724	OG0001724	YGL116W	snap_masked-flattened_line_12-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.22&CDS=1-1785
1725	OG0001725	YGL119W	augustus_masked-flattened_line_12-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.69&CDS=1-1647
1726	OG0001726	YGL120C	snap_masked-flattened_line_12-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.41&CDS=1-2328
1727	OG0001727	YGL121C	snap_masked-flattened_line_12-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.40&CDS=1-396
1728	OG0001728	YGL122C	snap_masked-flattened_line_1-processed-gene-5.26-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.26&CDS=1-1497
1729	OG0001729	YGL123W	snap_masked-flattened_line_1-processed-gene-5.53-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.53&CDS=1-774
1730	OG0001730	YGL124C	snap_masked-flattened_line_1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.28&CDS=1-1710
1731	OG0001731	YGL125W	snap_masked-flattened_line_1-processed-gene-5.57-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.57&CDS=1-1800
1732	OG0001732	YGL126W	genemark-flattened_line_1-processed-gene-5.160-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.160&CDS=1-638
1733	OG0001733	YGL127C	snap_masked-flattened_line_1-processed-gene-5.36-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.36&CDS=1-366
1734	OG0001734	YGL128C	snap_masked-flattened_line_30-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.17&CDS=1-867
1735	OG0001735	YGL129C	snap_masked-flattened_line_14-processed-gene-3.33-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.33&CDS=1-1323
1736	OG0001736	YGL130W	snap_masked-flattened_line_14-processed-gene-3.71-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.71&CDS=1-1398
1737	OG0001737	YGL131C	snap_masked-flattened_line_14-processed-gene-3.34-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.34&CDS=1-2604
1738	OG0001738	YGL133W	snap_masked-flattened_line_14-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.74&CDS=1-3336
1739	OG0001739	YGL136C	snap_masked-flattened_line_14-processed-gene-3.37-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.37&CDS=1-921
1740	OG0001740	YGL137W	augustus_masked-flattened_line_14-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.152&CDS=1-2616
1741	OG0001741	YGL138C	snap_masked-flattened_line_14-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.38&CDS=1-1332
1742	OG0001742	YGL140C	snap_masked-flattened_line_30-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.18&CDS=1-3576
1743	OG0001743	YGL141W	snap_masked-flattened_line_18-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.55&CDS=1-2748
1744	OG0001744	YGL142C	genemark-flattened_line_18-processed-gene-2.199-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.199&CDS=1-1719
1745	OG0001745	YGL144C	maker-flattened_line_18-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-2.0&CDS=1-3258
1746	OG0001746	YGL145W	snap_masked-flattened_line_18-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.58&CDS=1-1938
1747	OG0001747	YGL146C	snap_masked-flattened_line_18-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.16&CDS=1-771
1748	OG0001748	YGL148W	snap_masked-flattened_line_18-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.63&CDS=1-1128
1749	OG0001749	YGL150C	snap_masked-flattened_line_18-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.20&CDS=1-4245
1750	OG0001750	YGL151W	maker-flattened_line_18-snap-gene-2.190-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-2.190&CDS=1-4245
1751	OG0001751	YGL154C	snap_masked-flattened_line_18-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.21&CDS=1-819
1752	OG0001752	YGL156W	augustus_masked-flattened_line_18-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.154&CDS=1-4437
1753	OG0001753	YGL161C	snap_masked-flattened_line_5-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.41&CDS=1-885
1754	OG0001754	YGL162W	snap_masked-flattened_line_5-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.22&CDS=1-867
1755	OG0001755	YGL163C	snap_masked-flattened_line_5-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.40&CDS=1-2607
1756	OG0001756	YGL164C	snap_masked-flattened_line_5-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.39&CDS=1-1287
1757	OG0001757	YGL167C	snap_masked-flattened_line_3-processed-gene-5.67-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.67&CDS=1-2832
1758	OG0001758	YGL169W	augustus_masked-flattened_line_3-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.5&CDS=1-1260
1759	OG0001759	YGL171W	maker-flattened_line_3-augustus-gene-5.92-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-5.92&CDS=1-2811
1760	OG0001760	YGL173C	snap_masked-flattened_line_3-processed-gene-5.52-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.52&CDS=1-4356
1761	OG0001761	YGL174W	snap_masked-flattened_line_3-processed-gene-5.76-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.76&CDS=1-813
1762	OG0001762	YGL175C	snap_masked-flattened_line_3-processed-gene-5.53-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.53&CDS=1-984
1763	OG0001763	YGL176C	snap_masked-flattened_line_3-processed-gene-5.56-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.56&CDS=1-1530
1764	OG0001764	YGL178W	snap_masked-flattened_line_3-processed-gene-5.81-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.81&CDS=1-2286
1765	OG0001765	YGL180W	snap_masked-flattened_line_3-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.8&CDS=1-2667
1766	OG0001766	YGL181W	snap_masked-flattened_line_3-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.7&CDS=1-1299
1767	OG0001767	YGL183C	augustus_masked-flattened_line_3-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.77&CDS=1-651
1768	OG0001768	YGL184C	augustus_masked-flattened_line_3-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.76&CDS=1-2463
1769	OG0001769	YGL186C	augustus_masked-flattened_line_3-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.75&CDS=1-2169
1770	OG0001770	YGL190C	snap_masked-flattened_line_3-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.27&CDS=1-1566
1771	OG0001771	YGL192W	maker-flattened_line_3-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-0.91&CDS=1-1965
1772	OG0001772	YGL194C	snap_masked-flattened_line_3-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.26&CDS=1-1338
1773	OG0001773	YGL195W	snap_masked-flattened_line_3-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.3&CDS=1-8013
1774	OG0001774	YGL197W	snap_masked-flattened_line_3-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.2&CDS=1-4794
1775	OG0001775	YGL198W	snap_masked-flattened_line_3-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.1&CDS=1-681
1776	OG0001776	YGL200C	snap_masked-flattened_line_3-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.24&CDS=1-612
1777	OG0001777	YGL201C	snap_masked-flattened_line_20-processed-gene-2.163-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.163&CDS=1-2997
1778	OG0001778	YGL202W	snap_masked-flattened_line_20-processed-gene-2.203-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.203&CDS=1-1491
1779	OG0001779	YGL203C	snap_masked-flattened_line_20-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.165&CDS=1-1974
1780	OG0001780	YGL205W	snap_masked-flattened_line_20-processed-gene-2.205-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.205&CDS=1-1419
1781	OG0001781	YGL206C	snap_masked-flattened_line_38-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.159&CDS=1-4956
1782	OG0001782	YGL207W	snap_masked-flattened_line_38-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.125&CDS=1-3072
1783	OG0001783	YGL210W	maker-flattened_line_38-snap-gene-0.220-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.220&CDS=1-651
1784	OG0001784	YGL211W	snap_masked-flattened_line_38-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.119&CDS=1-1134
1785	OG0001785	YGL212W	augustus_masked-flattened_line_38-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.185&CDS=1-1065
1786	OG0001786	YGL213C	snap_masked-flattened_line_38-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.156&CDS=1-1290
1787	OG0001787	YGL215W	snap_masked-flattened_line_38-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.117&CDS=1-1236
1788	OG0001788	YGL216W	augustus_masked-flattened_line_38-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.183&CDS=1-2232
1789	OG0001789	YGL219C	snap_masked-flattened_line_38-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.155&CDS=1-1677
1790	OG0001790	YGL220W	snap_masked-flattened_line_38-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.115&CDS=1-252
1791	OG0001791	YGL221C	snap_masked-flattened_line_38-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.154&CDS=1-882
1792	OG0001792	YGL222C	augustus_masked-flattened_line_38-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.211&CDS=1-1062
1793	OG0001793	YGL223C	snap_masked-flattened_line_38-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.151&CDS=1-1203
1794	OG0001794	YGL224C	snap_masked-flattened_line_38-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.150&CDS=1-837
1795	OG0001795	YGL225W	snap_masked-flattened_line_38-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.112&CDS=1-1008
1796	OG0001796	YGL226C-A	snap_masked-flattened_line_38-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.146&CDS=1-258
1797	OG0001797	YGL226W	snap_masked-flattened_line_38-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.111&CDS=1-381
1798	OG0001798	YGL227W	snap_masked-flattened_line_38-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.110&CDS=1-2562
1799	OG0001799	YGL228W	augustus_masked-flattened_line_38-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.177&CDS=1-1692
1800	OG0001800	YGL231C	snap_masked-flattened_line_38-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.143&CDS=1-555
1801	OG0001801	YGL233W	augustus_masked-flattened_line_38-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.174&CDS=1-3240
1802	OG0001802	YGL234W	snap_masked-flattened_line_38-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.102&CDS=1-2379
1803	OG0001803	YGL236C	maker-flattened_line_38-snap-gene-0.222-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.222&CDS=1-2484
1804	OG0001804	YGL238W	maker-flattened_line_38-augustus-gene-0.77-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.77&CDS=1-7461
1805	OG0001805	YGL242C	snap_masked-flattened_line_38-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.139&CDS=1-540
1806	OG0001806	YGL244W	maker-flattened_line_38-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.76&CDS=1-2883
1807	OG0001807	YGL245W	snap_masked-flattened_line_38-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.94&CDS=1-2121
1808	OG0001808	YGL246C	snap_masked-flattened_line_38-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.138&CDS=1-1134
1809	OG0001809	YGL247W	snap_masked-flattened_line_38-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.93&CDS=1-513
1810	OG0001810	YGL249W	snap_masked-flattened_line_38-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.89&CDS=1-2022
1811	OG0001811	YGL250W	snap_masked-flattened_line_38-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.88&CDS=1-840
1812	OG0001812	YGL251C	maker-flattened_line_38-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.81&CDS=1-3444
1813	OG0001813	YGL252C	snap_masked-flattened_line_38-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.135&CDS=1-1782
1814	OG0001814	YGL255W	snap_masked-flattened_line_38-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.130&CDS=1-1149
1815	OG0001815	YGL256W	snap_masked-flattened_line_1-processed-gene-7.82-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.82&CDS=1-1149
1816	OG0001816	YGL257C	augustus_masked-flattened_line_1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.24&CDS=1-1512
1817	OG0001817	YGR001C	genemark-flattened_line_3-processed-gene-3.106-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.106&CDS=1-552
1818	OG0001818	YGR002C	snap_masked-flattened_line_8-processed-gene-3.46-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.46&CDS=1-1437
1819	OG0001819	YGR003W	snap_masked-flattened_line_8-processed-gene-3.22-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.22&CDS=1-2250
1820	OG0001820	YGR005C	maker-flattened_line_8-snap-gene-3.66-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.66&CDS=1-1401
1821	OG0001821	YGR006W	snap_masked-flattened_line_8-processed-gene-3.24-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.24&CDS=1-795
1822	OG0001822	YGR007W	maker-flattened_line_8-snap-gene-3.63-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.63&CDS=1-1629
1823	OG0001823	YGR008C	snap_masked-flattened_line_8-processed-gene-3.50-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.50&CDS=1-258
1824	OG0001824	YGR042W	snap_masked-flattened_line_32-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.44&CDS=1-444
1825	OG0001825	YGR044C	snap_masked-flattened_line_32-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.18&CDS=1-816
1826	OG0001826	YGR047C	maker-flattened_line_30-snap-gene-0.71-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.71&CDS=1-3903
1827	OG0001827	YGR048W	snap_masked-flattened_line_30-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.35&CDS=1-1068
1828	OG0001828	YGR053C	snap_masked-flattened_line_32-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.16&CDS=1-717
1829	OG0001829	YGR054W	snap_masked-flattened_line_32-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.42&CDS=1-1959
1830	OG0001830	YGR055W	maker-flattened_line_32-augustus-gene-1.121-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.121&CDS=1-2733
