	OrthologID	Metschnikowia_similis	Saccharomyces_cerevisiae
1552	OG0001552	snap_masked-sim-_s246-processed-gene-0.57-mRNA-1_1&gene=snap_masked-sim-_s246-processed-gene-0.57&CDS=1-267	YHR005C-A
1553	OG0001553	augustus_masked-sim-_s246-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.124&CDS=1-747	YKL087C
1554	OG0001554	genemark-sim-_s246-processed-gene-0.27-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-0.27&CDS=1-996	YGR284C
1555	OG0001555	genemark-sim-_s246-processed-gene-0.28-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-0.28&CDS=1-732	YGR195W
1556	OG0001556	augustus_masked-sim-_s246-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.108&CDS=1-1680	YGR186W
1557	OG0001557	augustus_masked-sim-_s246-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.128&CDS=1-1086	YGR187C
1558	OG0001558	genemark-sim-_s246-processed-gene-0.33-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-0.33&CDS=1-723	YAL049C
1559	OG0001559	maker-sim-_s246-snap-gene-0.50-mRNA-1_1&gene=maker-sim-_s246-snap-gene-0.50&CDS=1-1974	YPL109C
1560	OG0001560	snap_masked-sim-_s246-processed-gene-0.87-mRNA-1_1&gene=snap_masked-sim-_s246-processed-gene-0.87&CDS=1-1548	YOR059C
1561	OG0001561	genemark-sim-_s246-processed-gene-0.9-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-0.9&CDS=1-324	YGR181W
1562	OG0001562	augustus_masked-sim-_s246-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.110&CDS=1-723	YBL041W
1563	OG0001563	augustus_masked-sim-_s246-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.131&CDS=1-636	YBL040C
1564	OG0001564	augustus_masked-sim-_s246-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.112&CDS=1-4092	YDR301W
1565	OG0001565	genemark-sim-_s246-processed-gene-0.13-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-0.13&CDS=1-702	YDR302W
1566	OG0001566	genemark-sim-_s246-processed-gene-0.38-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-0.38&CDS=1-1356	YGR185C
1567	OG0001567	snap_masked-sim-_s246-processed-gene-0.67-mRNA-1_1&gene=snap_masked-sim-_s246-processed-gene-0.67&CDS=1-348	YLL014W
1568	OG0001568	augustus_masked-sim-_s246-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.115&CDS=1-921	YBR231C
1569	OG0001569	augustus_masked-sim-_s246-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.116&CDS=1-1449	YBR233W
1570	OG0001570	augustus_masked-sim-_s246-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.135&CDS=1-2097	YGL114W
1571	OG0001571	augustus_masked-sim-_s246-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.136&CDS=1-1011	YGL115W
1572	OG0001572	augustus_masked-sim-_s246-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.137&CDS=1-1092	YLR130C
1573	OG0001573	augustus_masked-sim-_s246-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.138&CDS=1-468	YMR158W
1574	OG0001574	augustus_masked-sim-_s246-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.118&CDS=1-771	YMR157C
1575	OG0001575	augustus_masked-sim-_s246-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.139&CDS=1-732	YMR156C
1576	OG0001576	augustus_masked-sim-_s246-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.119&CDS=1-1362	YDL098C
1577	OG0001577	augustus_masked-sim-_s246-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.141&CDS=1-1095	YDR158W
1578	OG0001578	augustus_masked-sim-_s246-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-0.120&CDS=1-1623	YML069W
1579	OG0001579	augustus_masked-sim-_s246-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.92&CDS=1-1746	YLR152C
1580	OG0001580	augustus_masked-sim-_s246-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.93&CDS=1-588	YDL072C
1581	OG0001581	augustus_masked-sim-_s246-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.95&CDS=1-1836	YLR401C
1582	OG0001582	genemark-sim-_s246-processed-gene-1.163-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.163&CDS=1-6693	YLR409C
1583	OG0001583	snap_masked-sim-_s246-processed-gene-1.8-mRNA-1_1&gene=snap_masked-sim-_s246-processed-gene-1.8&CDS=1-813	YLR407W
1584	OG0001584	augustus_masked-sim-_s246-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.127&CDS=1-1128	YOR388C
1585	OG0001585	augustus_masked-sim-_s246-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.128&CDS=1-795	YLL041C
1586	OG0001586	augustus_masked-sim-_s246-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.129&CDS=1-1161	YGR234W
1587	OG0001587	augustus_masked-sim-_s246-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.130&CDS=1-1068	YJR149W
1588	OG0001588	snap_masked-sim-_s246-processed-gene-1.52-mRNA-1_1&gene=snap_masked-sim-_s246-processed-gene-1.52&CDS=1-285	YMR225C
1589	OG0001589	snap_masked-sim-_s246-processed-gene-1.53-mRNA-1_1&gene=snap_masked-sim-_s246-processed-gene-1.53&CDS=1-684	YCR020C
1590	OG0001590	augustus_masked-sim-_s246-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.98&CDS=1-930	YFR041C
1591	OG0001591	augustus_masked-sim-_s246-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.134&CDS=1-1431	YPR036W
1592	OG0001592	maker-sim-_s246-augustus-gene-1.156-mRNA-1_1&gene=maker-sim-_s246-augustus-gene-1.156&CDS=1-2364	YKR084C
1593	OG0001593	genemark-sim-_s246-processed-gene-1.212-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.212&CDS=1-996	YOR075W
1594	OG0001594	genemark-sim-_s246-processed-gene-1.172-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.172&CDS=1-3000	YLR188W
1595	OG0001595	augustus_masked-sim-_s246-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.101&CDS=1-4944	YLR189C
1596	OG0001596	augustus_masked-sim-_s246-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.102&CDS=1-1398	YNL277W
1597	OG0001597	augustus_masked-sim-_s246-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.104&CDS=1-2088	YCL039W
1598	OG0001598	augustus_masked-sim-_s246-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.137&CDS=1-1656	YCL043C
1599	OG0001599	augustus_masked-sim-_s246-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.105&CDS=1-3261	YLR214W
1600	OG0001600	genemark-sim-_s246-processed-gene-1.216-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.216&CDS=1-1404	YDR036C
1601	OG0001601	maker-sim-_s246-augustus-gene-1.159-mRNA-1_1&gene=maker-sim-_s246-augustus-gene-1.159&CDS=1-8106	YDR074W
1602	OG0001602	genemark-sim-_s246-processed-gene-1.222-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.222&CDS=1-1866	YER165W
1603	OG0001603	augustus_masked-sim-_s246-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.140&CDS=1-4080	YER164W
1604	OG0001604	augustus_masked-sim-_s246-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.106&CDS=1-1857	YDR091C
1605	OG0001605	genemark-sim-_s246-processed-gene-1.180-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.180&CDS=1-3255	YDR359C
1606	OG0001606	snap_masked-sim-_s246-processed-gene-1.69-mRNA-1_1&gene=snap_masked-sim-_s246-processed-gene-1.69&CDS=1-330	YMR059W
1607	OG0001607	augustus_masked-sim-_s246-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.108&CDS=1-852	YMR244W
1608	OG0001608	genemark-sim-_s246-processed-gene-1.224-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.224&CDS=1-3363	YHR107C
1609	OG0001609	augustus_masked-sim-_s246-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.144&CDS=1-1683	YDR101C
1610	OG0001610	augustus_masked-sim-_s246-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.145&CDS=1-1533	YMR239C
1611	OG0001611	augustus_masked-sim-_s246-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.110&CDS=1-759	YDL202W
1612	OG0001612	augustus_masked-sim-_s246-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.111&CDS=1-897	YDL201W
1613	OG0001613	genemark-sim-_s246-processed-gene-1.229-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.229&CDS=1-4266	YMR231W
1614	OG0001614	augustus_masked-sim-_s246-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.112&CDS=1-5325	YOL102C
1615	OG0001615	augustus_masked-sim-_s246-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.147&CDS=1-504	YOR276W
1616	OG0001616	augustus_masked-sim-_s246-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.113&CDS=1-516	YOR252W
1617	OG0001617	augustus_masked-sim-_s246-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.115&CDS=1-2574	YER069W
1618	OG0001618	augustus_masked-sim-_s246-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.116&CDS=1-1353	YCR095C
1619	OG0001619	augustus_masked-sim-_s246-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.117&CDS=1-2136	YDR194C
1620	OG0001620	augustus_masked-sim-_s246-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.150&CDS=1-1359	YOR154W
1621	OG0001621	augustus_masked-sim-_s246-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.118&CDS=1-1164	YGL246C
1622	OG0001622	augustus_masked-sim-_s246-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.119&CDS=1-1449	YDR256C
1623	OG0001623	genemark-sim-_s246-processed-gene-1.198-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.198&CDS=1-720	YDL209C
1624	OG0001624	snap_masked-sim-_s246-processed-gene-1.81-mRNA-1_1&gene=snap_masked-sim-_s246-processed-gene-1.81&CDS=1-3093	YDR243C
1625	OG0001625	augustus_masked-sim-_s246-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.122&CDS=1-444	YPL037C
1626	OG0001626	augustus_masked-sim-_s246-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.152&CDS=1-1611	YMR300C
1627	OG0001627	augustus_masked-sim-_s246-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.153&CDS=1-1629	YDL160C
1628	OG0001628	augustus_masked-sim-_s246-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-sim-_s246-processed-gene-1.123&CDS=1-3120	YNL163C
1629	OG0001629	genemark-sim-_s246-processed-gene-1.238-mRNA-1_1&gene=genemark-sim-_s246-processed-gene-1.238&CDS=1-1857	YGR276C
1630	OG0001630	augustus_masked-sim-_s247-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-sim-_s247-processed-gene-0.12&CDS=1-1068	YNL027W
1631	OG0001631	maker-sim-_s247-snap-gene-0.19-mRNA-1_1&gene=maker-sim-_s247-snap-gene-0.19&CDS=1-1461	YJR122W
1632	OG0001632	augustus_masked-sim-_s247-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-sim-_s247-processed-gene-0.15&CDS=1-2274	YKL213C
1633	OG0001633	augustus_masked-sim-_s247-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-sim-_s247-processed-gene-0.17&CDS=1-1581	YER025W
1634	OG0001634	augustus_masked-sim-_s248-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sim-_s248-processed-gene-0.0&CDS=1-5637	YLR422W
1635	OG0001635	augustus_masked-sim-_s249-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-sim-_s249-processed-gene-0.44&CDS=1-762	YIL070C
1636	OG0001636	genemark-sim-_s249-processed-gene-0.10-mRNA-1_1&gene=genemark-sim-_s249-processed-gene-0.10&CDS=1-1338	YDL155W
1637	OG0001637	genemark-sim-_s249-processed-gene-0.0-mRNA-1_1&gene=genemark-sim-_s249-processed-gene-0.0&CDS=1-324	YKL084W
1638	OG0001638	augustus_masked-sim-_s249-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-sim-_s249-processed-gene-0.37&CDS=1-495	YOL143C
1639	OG0001639	augustus_masked-sim-_s249-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-sim-_s249-processed-gene-0.38&CDS=1-1467	YBR283C
1640	OG0001640	augustus_masked-sim-_s249-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-sim-_s249-processed-gene-0.46&CDS=1-1833	YOL115W
1641	OG0001641	genemark-sim-_s249-processed-gene-0.5-mRNA-1_1&gene=genemark-sim-_s249-processed-gene-0.5&CDS=1-1023	YLR100W
1642	OG0001642	augustus_masked-sim-_s249-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-sim-_s249-processed-gene-0.47&CDS=1-1569	YJL057C
1643	OG0001643	augustus_masked-sim-_s249-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-sim-_s249-processed-gene-0.50&CDS=1-507	YOL114C
1644	OG0001644	augustus_masked-sim-_s251-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.3&CDS=1-729	YDL043C
1645	OG0001645	augustus_masked-sim-_s251-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.4&CDS=1-819	YDL045C
1646	OG0001646	augustus_masked-sim-_s251-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.20&CDS=1-753	YOL067C
1647	OG0001647	augustus_masked-sim-_s251-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.9&CDS=1-1464	YPL091W
1648	OG0001648	augustus_masked-sim-_s251-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.24&CDS=1-309	YLR147C
1649	OG0001649	augustus_masked-sim-_s251-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.10&CDS=1-4797	YLR253W
1650	OG0001650	augustus_masked-sim-_s251-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.11&CDS=1-1470	YEL064C
1651	OG0001651	augustus_masked-sim-_s251-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.26&CDS=1-3645	YNL273W
1652	OG0001652	genemark-sim-_s251-processed-gene-0.72-mRNA-1_1&gene=genemark-sim-_s251-processed-gene-0.72&CDS=1-867	YNL289W
1653	OG0001653	maker-sim-_s251-augustus-gene-0.1-mRNA-1_1&gene=maker-sim-_s251-augustus-gene-0.1&CDS=1-1791	YDL045W-A
1654	OG0001654	augustus_masked-sim-_s251-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.27&CDS=1-1839	YDR257C
1655	OG0001655	augustus_masked-sim-_s251-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.16&CDS=1-2097	YOL070C
1656	OG0001656	maker-sim-_s251-augustus-gene-0.2-mRNA-1_1&gene=maker-sim-_s251-augustus-gene-0.2&CDS=1-4902	YKL116C
1657	OG0001657	augustus_masked-sim-_s251-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sim-_s251-processed-gene-0.29&CDS=1-1761	YJR001W
1658	OG0001658	snap_masked-sim-_s252-processed-gene-0.28-mRNA-1_1&gene=snap_masked-sim-_s252-processed-gene-0.28&CDS=1-897	YDL198C
1659	OG0001659	augustus_masked-sim-_s252-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-sim-_s252-processed-gene-0.37&CDS=1-1620	YDR228C
1660	OG0001660	augustus_masked-sim-_s252-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-sim-_s252-processed-gene-0.45&CDS=1-741	YDR226W
1661	OG0001661	genemark-sim-_s252-processed-gene-0.10-mRNA-1_1&gene=genemark-sim-_s252-processed-gene-0.10&CDS=1-1908	YKL029C
1662	OG0001662	augustus_masked-sim-_s253-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.18&CDS=1-1545	YDR299W
1663	OG0001663	augustus_masked-sim-_s253-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.19&CDS=1-480	YLR074C
1664	OG0001664	augustus_masked-sim-_s253-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.0&CDS=1-660	YLR075W
1665	OG0001665	augustus_masked-sim-_s253-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.1&CDS=1-753	YFL045C
1666	OG0001666	genemark-sim-_s253-processed-gene-0.86-mRNA-1_1&gene=genemark-sim-_s253-processed-gene-0.86&CDS=1-597	YFL046W
1667	OG0001667	augustus_masked-sim-_s253-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.3&CDS=1-663	YLR078C
1668	OG0001668	maker-sim-_s253-augustus-gene-0.129-mRNA-1_1&gene=maker-sim-_s253-augustus-gene-0.129&CDS=1-3144	YPR091C
1669	OG0001669	genemark-sim-_s253-processed-gene-0.113-mRNA-1_1&gene=genemark-sim-_s253-processed-gene-0.113&CDS=1-7038	YBR136W
1670	OG0001670	augustus_masked-sim-_s253-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.26&CDS=1-864	YDR284C
1671	OG0001671	augustus_masked-sim-_s253-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.10&CDS=1-1923	YMR004W
1672	OG0001672	augustus_masked-sim-_s253-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.11&CDS=1-1047	YOR043W
1673	OG0001673	augustus_masked-sim-_s253-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.12&CDS=1-1035	YJR068W
1674	OG0001674	snap_masked-sim-_s253-processed-gene-0.75-mRNA-1_1&gene=snap_masked-sim-_s253-processed-gene-0.75&CDS=1-3180	YBR276C
1675	OG0001675	augustus_masked-sim-_s253-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.13&CDS=1-2175	YAL043C
1676	OG0001676	augustus_masked-sim-_s253-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.30&CDS=1-258	YJL062W-A
1677	OG0001677	augustus_masked-sim-_s253-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.31&CDS=1-1608	YJL069C
1678	OG0001678	augustus_masked-sim-_s253-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.32&CDS=1-2967	YKL205W
1679	OG0001679	snap_masked-sim-_s253-processed-gene-0.58-mRNA-1_1&gene=snap_masked-sim-_s253-processed-gene-0.58&CDS=1-507	YDR043C
1680	OG0001680	augustus_masked-sim-_s253-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-sim-_s253-processed-gene-0.16&CDS=1-483	YPL059W
1681	OG0001681	snap_masked-sim-_s253-processed-gene-0.60-mRNA-1_1&gene=snap_masked-sim-_s253-processed-gene-0.60&CDS=1-4665	YKL014C
1682	OG0001682	genemark-sim-_s260-processed-gene-0.11-mRNA-1_1&gene=genemark-sim-_s260-processed-gene-0.11&CDS=1-2049	YIL049W
1683	OG0001683	maker-sim-_s260-snap-gene-0.43-mRNA-1_1&gene=maker-sim-_s260-snap-gene-0.43&CDS=1-942	YDR173C
1684	OG0001684	augustus_masked-sim-_s260-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-sim-_s260-processed-gene-0.35&CDS=1-2079	YDR172W
1685	OG0001685	augustus_masked-sim-_s260-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-sim-_s260-processed-gene-0.26&CDS=1-1341	YCL034W
1686	OG0001686	genemark-sim-_s260-processed-gene-0.15-mRNA-1_1&gene=genemark-sim-_s260-processed-gene-0.15&CDS=1-444	YIL004C
1687	OG0001687	augustus_masked-sim-_s260-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-sim-_s260-processed-gene-0.28&CDS=1-924	YIL003W
1688	OG0001688	genemark-sim-_s260-processed-gene-0.16-mRNA-1_1&gene=genemark-sim-_s260-processed-gene-0.16&CDS=1-627	YER002W
1689	OG0001689	snap_masked-sim-_s260-processed-gene-0.60-mRNA-1_1&gene=snap_masked-sim-_s260-processed-gene-0.60&CDS=1-750	YIR001C
1690	OG0001690	genemark-sim-_s260-processed-gene-0.18-mRNA-1_1&gene=genemark-sim-_s260-processed-gene-0.18&CDS=1-1320	YER003C
1691	OG0001691	augustus_masked-sim-_s260-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-sim-_s260-processed-gene-0.38&CDS=1-2100	YIL005W
1692	OG0001692	augustus_masked-sim-_s260-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sim-_s260-processed-gene-0.30&CDS=1-3054	YKL210W
1693	OG0001693	augustus_masked-sim-_s260-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-sim-_s260-processed-gene-0.40&CDS=1-5997	YKL209C
1694	OG0001694	augustus_masked-sim-_s260-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-sim-_s260-processed-gene-0.41&CDS=1-1095	YGL247W
1695	OG0001695	augustus_masked-sim-_s262-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sim-_s262-processed-gene-0.8&CDS=1-1113	YKR038C
1696	OG0001696	genemark-sim-_s262-processed-gene-0.3-mRNA-1_1&gene=genemark-sim-_s262-processed-gene-0.3&CDS=1-315	YGL030W
1697	OG0001697	augustus_masked-sim-_s264-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.67&CDS=1-1743	YFR051C
1698	OG0001698	augustus_masked-sim-_s264-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.52&CDS=1-273	YDL157C
1699	OG0001699	augustus_masked-sim-_s264-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.54&CDS=1-1563	YDL159W
1700	OG0001700	augustus_masked-sim-_s264-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.70&CDS=1-1296	YMR140W
1701	OG0001701	augustus_masked-sim-_s264-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.74&CDS=1-882	YHR209W
1702	OG0001702	augustus_masked-sim-_s264-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.75&CDS=1-1071	YDR297W
1703	OG0001703	genemark-sim-_s264-processed-gene-0.94-mRNA-1_1&gene=genemark-sim-_s264-processed-gene-0.94&CDS=1-567	YKR068C
1704	OG0001704	augustus_masked-sim-_s264-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.57&CDS=1-519	YOR052C
1705	OG0001705	maker-sim-_s264-snap-gene-0.5-mRNA-1_1&gene=maker-sim-_s264-snap-gene-0.5&CDS=1-1398	YOR051C
1706	OG0001706	augustus_masked-sim-_s264-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.58&CDS=1-750	YJL065C
1707	OG0001707	augustus_masked-sim-_s264-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.77&CDS=1-3300	YKL033W
1708	OG0001708	genemark-sim-_s264-processed-gene-0.120-mRNA-1_1&gene=genemark-sim-_s264-processed-gene-0.120&CDS=1-1704	YOR037W
1709	OG0001709	augustus_masked-sim-_s264-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.60&CDS=1-564	YMR150C
1710	OG0001710	genemark-sim-_s264-processed-gene-0.121-mRNA-1_1&gene=genemark-sim-_s264-processed-gene-0.121&CDS=1-768	YMR149W
1711	OG0001711	augustus_masked-sim-_s264-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.61&CDS=1-498	YJR118C
1712	OG0001712	augustus_masked-sim-_s264-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.80&CDS=1-1722	YER022W
1713	OG0001713	augustus_masked-sim-_s264-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-sim-_s264-processed-gene-0.81&CDS=1-1440	YER021W
