	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034979_Cyberlindnera_misumaiensis
1659	OG0001659	YGR173W	maker-flattened_line_119-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_119-snap-gene-0.36&CDS=1-1101
1660	OG0001660	YGR174C	snap_masked-flattened_line_45-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.31&CDS=1-432
1661	OG0001661	YGR175C	snap_masked-flattened_line_45-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.8&CDS=1-1434
1662	OG0001662	YGR178C	snap_masked-flattened_line_0-processed-gene-6.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.93&CDS=1-1944
1663	OG0001663	YGR181W	maker-flattened_line_81-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_81-snap-gene-0.51&CDS=1-297
1664	OG0001664	YGR183C	augustus_masked-flattened_line_131-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.70&CDS=1-207
1665	OG0001665	YGR185C	snap_masked-flattened_line_127-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.7&CDS=1-1194
1666	OG0001666	YGR186W	snap_masked-flattened_line_127-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.19&CDS=1-1725
1667	OG0001667	YGR187C	snap_masked-flattened_line_127-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.6&CDS=1-1155
1668	OG0001668	YGR188C	snap_masked-flattened_line_14-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.115&CDS=1-2457
1669	OG0001669	YGR193C	maker-flattened_line_105-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_105-snap-gene-0.1&CDS=1-1212
1670	OG0001670	YGR194C	snap_masked-flattened_line_34-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.61&CDS=1-1734
1671	OG0001671	YGR195W	snap_masked-flattened_line_32-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.64&CDS=1-735
1672	OG0001672	YGR196C	snap_masked-flattened_line_32-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.22&CDS=1-2517
1673	OG0001673	YGR198W	snap_masked-flattened_line_32-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.23&CDS=1-2409
1674	OG0001674	YGR200C	snap_masked-flattened_line_41-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.38&CDS=1-2256
1675	OG0001675	YGR202C	maker-flattened_line_14-augustus-gene-0.84-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.84&CDS=1-1701
1676	OG0001676	YGR205W	snap_masked-flattened_line_2-processed-gene-4.76-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.76&CDS=1-855
1677	OG0001677	YGR207C	maker-flattened_line_2-augustus-gene-4.130-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.130&CDS=1-1275
1678	OG0001678	YGR208W	snap_masked-flattened_line_2-processed-gene-4.80-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.80&CDS=1-939
1679	OG0001679	YGR210C	snap_masked-flattened_line_0-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.89&CDS=1-1242
1680	OG0001680	YGR211W	snap_masked-flattened_line_6-processed-gene-2.188-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.188&CDS=1-1467
1681	OG0001681	YGR216C	snap_masked-flattened_line_6-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.59&CDS=1-1854
1682	OG0001682	YGR217W	snap_masked-flattened_line_6-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.84&CDS=1-5913
1683	OG0001683	YGR218W	snap_masked-flattened_line_89-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.19&CDS=1-3243
1684	OG0001684	YGR220C	snap_masked-flattened_line_89-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.2&CDS=1-792
1685	OG0001685	YGR223C	snap_masked-flattened_line_6-processed-gene-2.130-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.130&CDS=1-1131
1686	OG0001686	YGR225W	augustus_masked-flattened_line_6-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.35&CDS=1-1419
1687	OG0001687	YGR227W	snap_masked-flattened_line_6-processed-gene-2.136-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.136&CDS=1-1527
1688	OG0001688	YGR229C	snap_masked-flattened_line_6-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.83&CDS=1-1365
1689	OG0001689	YGR231C	snap_masked-flattened_line_6-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.57&CDS=1-915
1690	OG0001690	YGR232W	snap_masked-flattened_line_6-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.82&CDS=1-714
1691	OG0001691	YGR233C	maker-flattened_line_89-snap-gene-0.41-mRNA-1_1&gene=maker-flattened_line_89-snap-gene-0.41&CDS=1-3171
1692	OG0001692	YGR234W	snap_masked-flattened_line_14-processed-gene-1.355-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.355&CDS=1-1167
1693	OG0001693	YGR235C	snap_masked-flattened_line_34-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.37&CDS=1-648
1694	OG0001694	YGR244C	maker-flattened_line_2-snap-gene-1.132-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.132&CDS=1-1290
1695	OG0001695	YGR245C	snap_masked-flattened_line_2-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.109&CDS=1-2217
1696	OG0001696	YGR246C	maker-flattened_line_2-augustus-gene-1.129-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.129&CDS=1-2070
1697	OG0001697	YGR247W	genemark-flattened_line_6-processed-gene-2.9-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.9&CDS=1-633
1698	OG0001698	YGR252W	maker-flattened_line_2-augustus-gene-1.124-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.124&CDS=1-3192
1699	OG0001699	YGR253C	maker-flattened_line_2-snap-gene-1.141-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.141&CDS=1-762
1700	OG0001700	YGR255C	augustus_masked-flattened_line_0-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.163&CDS=1-3468
1701	OG0001701	YGR257C	snap_masked-flattened_line_34-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.87&CDS=1-675
1702	OG0001702	YGR258C	snap_masked-flattened_line_161-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.4&CDS=1-2883
1703	OG0001703	YGR260W	snap_masked-flattened_line_71-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.88&CDS=1-1374
1704	OG0001704	YGR261C	snap_masked-flattened_line_14-processed-gene-1.245-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.245&CDS=1-2355
1705	OG0001705	YGR262C	snap_masked-flattened_line_97-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.62&CDS=1-729
1706	OG0001706	YGR264C	snap_masked-flattened_line_97-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.63&CDS=1-2184
1707	OG0001707	YGR266W	snap_masked-flattened_line_6-processed-gene-2.164-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.164&CDS=1-2058
1708	OG0001708	YGR267C	snap_masked-flattened_line_6-processed-gene-2.181-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.181&CDS=1-822
1709	OG0001709	YGR270W	snap_masked-flattened_line_8-processed-gene-2.130-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.130&CDS=1-3399
1710	OG0001710	YGR271C-A	snap_masked-flattened_line_6-processed-gene-2.178-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.178&CDS=1-681
1711	OG0001711	YGR271W	snap_masked-flattened_line_6-processed-gene-2.126-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.126&CDS=1-5784
1712	OG0001712	YGR274C	snap_masked-flattened_line_159-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.5&CDS=1-2664
1713	OG0001713	YGR276C	snap_masked-flattened_line_159-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.4&CDS=1-1677
1714	OG0001714	YGR277C	snap_masked-flattened_line_4-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.69&CDS=1-885
1715	OG0001715	YGR278W	snap_masked-flattened_line_4-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.95&CDS=1-2019
1716	OG0001716	YGR279C	snap_masked-flattened_line_4-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.68&CDS=1-1146
1717	OG0001717	YGR282C	snap_masked-flattened_line_4-processed-gene-3.88-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.88&CDS=1-924
1718	OG0001718	YGR284C	snap_masked-flattened_line_26-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.167&CDS=1-894
1719	OG0001719	YGR285C	snap_masked-flattened_line_4-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.62&CDS=1-1287
1720	OG0001720	YGR286C	snap_masked-flattened_line_81-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.18&CDS=1-1131
1721	OG0001721	YHL002W	snap_masked-flattened_line_14-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.99&CDS=1-1245
1722	OG0001722	YHL003C	snap_masked-flattened_line_14-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.123&CDS=1-1185
1723	OG0001723	YHL004W	snap_masked-flattened_line_14-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.98&CDS=1-1188
1724	OG0001724	YHL007C	snap_masked-flattened_line_14-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.102&CDS=1-3060
1725	OG0001725	YHL009C	snap_masked-flattened_line_2-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.114&CDS=1-765
1726	OG0001726	YHL011C	snap_masked-flattened_line_39-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.165&CDS=1-957
1727	OG0001727	YHL015W	snap_masked-flattened_line_4-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.99&CDS=1-351
1728	OG0001728	YHL016C	snap_masked-flattened_line_119-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.26&CDS=1-2136
1729	OG0001729	YHL018W	maker-flattened_line_0-snap-gene-2.65-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.65&CDS=1-297
1730	OG0001730	YHL020C	snap_masked-flattened_line_0-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.67&CDS=1-1134
1731	OG0001731	YHL021C	snap_masked-flattened_line_109-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.31&CDS=1-1320
1732	OG0001732	YHL022C	genemark-flattened_line_51-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.4&CDS=1-816
1733	OG0001733	YHL023C	augustus_masked-flattened_line_182-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.3&CDS=1-2622
1734	OG0001734	YHL024W	snap_masked-flattened_line_32-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.59&CDS=1-1875
1735	OG0001735	YHL027W	snap_masked-flattened_line_10-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.162&CDS=1-1503
1736	OG0001736	YHL029C	snap_masked-flattened_line_24-processed-gene-0.256-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.256&CDS=1-1551
1737	OG0001737	YHL030W	genemark-flattened_line_85-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.23&CDS=1-6195
1738	OG0001738	YHL031C	snap_masked-flattened_line_18-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.139&CDS=1-648
1739	OG0001739	YHL032C	snap_masked-flattened_line_30-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.188&CDS=1-1824
1740	OG0001740	YHL036W	snap_masked-flattened_line_10-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.66&CDS=1-1626
1741	OG0001741	YHL039W	snap_masked-flattened_line_6-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.127&CDS=1-1671
1742	OG0001742	YHL040C	snap_masked-flattened_line_30-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.125&CDS=1-1863
1743	OG0001743	YHR001W-A	snap_masked-flattened_line_4-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.97&CDS=1-234
1744	OG0001744	YHR002W	snap_masked-flattened_line_93-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.98&CDS=1-1080
1745	OG0001745	YHR004C	snap_masked-flattened_line_32-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.79&CDS=1-1023
1746	OG0001746	YHR005C	snap_masked-flattened_line_32-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.81&CDS=1-1341
1747	OG0001747	YHR005C-A	snap_masked-flattened_line_16-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.96&CDS=1-273
1748	OG0001748	YHR007C	snap_masked-flattened_line_6-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.33&CDS=1-1572
1749	OG0001749	YHR009C	maker-flattened_line_153-augustus-gene-0.57-mRNA-1_1&gene=maker-flattened_line_153-augustus-gene-0.57&CDS=1-3444
1750	OG0001750	YHR011W	snap_masked-flattened_line_55-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.125&CDS=1-1362
1751	OG0001751	YHR012W	maker-flattened_line_55-snap-gene-0.65-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.65&CDS=1-777
1752	OG0001752	YHR013C	snap_masked-flattened_line_55-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.112&CDS=1-612
1753	OG0001753	YHR017W	snap_masked-flattened_line_121-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.16&CDS=1-1143
1754	OG0001754	YHR018C	maker-flattened_line_151-augustus-gene-0.54-mRNA-1_1&gene=maker-flattened_line_151-augustus-gene-0.54&CDS=1-2988
1755	OG0001755	YHR020W	snap_masked-flattened_line_151-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.39&CDS=1-2022
1756	OG0001756	YHR024C	snap_masked-flattened_line_123-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.14&CDS=1-1458
1757	OG0001757	YHR025W	snap_masked-flattened_line_123-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.25&CDS=1-1071
1758	OG0001758	YHR026W	maker-flattened_line_123-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_123-snap-gene-0.7&CDS=1-621
1759	OG0001759	YHR027C	snap_masked-flattened_line_123-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.13&CDS=1-2775
1760	OG0001760	YHR028C	snap_masked-flattened_line_123-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.12&CDS=1-2355
1761	OG0001761	YHR029C	snap_masked-flattened_line_20-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.112&CDS=1-864
1762	OG0001762	YHR030C	genemark-flattened_line_123-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_123-processed-gene-0.32&CDS=1-1488
1763	OG0001763	YHR034C	snap_masked-flattened_line_6-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.120&CDS=1-912
1764	OG0001764	YHR036W	snap_masked-flattened_line_0-processed-gene-4.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.50&CDS=1-1197
1765	OG0001765	YHR037W	augustus_masked-flattened_line_14-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.1&CDS=1-3462
1766	OG0001766	YHR038W	snap_masked-flattened_line_0-processed-gene-4.31-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.31&CDS=1-702
1767	OG0001767	YHR039C	snap_masked-flattened_line_0-processed-gene-4.53-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.53&CDS=1-1839
1768	OG0001768	YHR039C-A	augustus_masked-flattened_line_0-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.3&CDS=1-339
1769	OG0001769	YHR040W	genemark-flattened_line_0-processed-gene-4.71-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.71&CDS=1-945
1770	OG0001770	YHR041C	maker-flattened_line_41-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_41-snap-gene-0.88&CDS=1-609
1771	OG0001771	YHR042W	snap_masked-flattened_line_4-processed-gene-4.148-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.148&CDS=1-2013
1772	OG0001772	YHR045W	snap_masked-flattened_line_161-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.16&CDS=1-1530
1773	OG0001773	YHR048W	snap_masked-flattened_line_173-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.3&CDS=1-1458
1774	OG0001774	YHR049W	snap_masked-flattened_line_34-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.106&CDS=1-702
1775	OG0001775	YHR051W	snap_masked-flattened_line_173-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.4&CDS=1-444
1776	OG0001776	YHR052W	snap_masked-flattened_line_173-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.5&CDS=1-1119
1777	OG0001777	YHR058C	maker-flattened_line_55-snap-gene-0.68-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.68&CDS=1-753
1778	OG0001778	YHR059W	snap_masked-flattened_line_55-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.88&CDS=1-384
1779	OG0001779	YHR060W	snap_masked-flattened_line_131-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.33&CDS=1-552
1780	OG0001780	YHR062C	snap_masked-flattened_line_131-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.47&CDS=1-825
1781	OG0001781	YHR064C	snap_masked-flattened_line_4-processed-gene-4.98-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.98&CDS=1-1602
1782	OG0001782	YHR065C	snap_masked-flattened_line_8-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.114&CDS=1-1434
1783	OG0001783	YHR067W	snap_masked-flattened_line_4-processed-gene-4.102-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.102&CDS=1-795
1784	OG0001784	YHR068W	snap_masked-flattened_line_4-processed-gene-4.153-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.153&CDS=1-1131
1785	OG0001785	YHR069C	snap_masked-flattened_line_4-processed-gene-4.107-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.107&CDS=1-993
1786	OG0001786	YHR070W	snap_masked-flattened_line_4-processed-gene-4.150-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.150&CDS=1-1332
1787	OG0001787	YHR071W	snap_masked-flattened_line_161-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.2&CDS=1-615
1788	OG0001788	YHR072W	snap_masked-flattened_line_4-processed-gene-4.152-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.152&CDS=1-2151
1789	OG0001789	YHR072W-A	snap_masked-flattened_line_4-processed-gene-3.135-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.135&CDS=1-192
1790	OG0001790	YHR073W	snap_masked-flattened_line_119-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.7&CDS=1-2436
1791	OG0001791	YHR074W	snap_masked-flattened_line_6-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.121&CDS=1-2136
1792	OG0001792	YHR075C	snap_masked-flattened_line_6-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.169&CDS=1-1065
1793	OG0001793	YHR076W	genemark-flattened_line_69-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.137&CDS=1-969
1794	OG0001794	YHR077C	augustus_masked-flattened_line_69-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.62&CDS=1-2838
1795	OG0001795	YHR078W	augustus_masked-flattened_line_103-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.108&CDS=1-1506
1796	OG0001796	YHR079C	snap_masked-flattened_line_175-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.23&CDS=1-3174
1797	OG0001797	YHR079C-A	snap_masked-flattened_line_12-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.160&CDS=1-282
1798	OG0001798	YHR081W	snap_masked-flattened_line_12-processed-gene-2.157-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.157&CDS=1-498
