	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035691_Candida_salmanticensis
1745	OG0001745	YHR193C	genemark-flattened_line_18-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.102&CDS=1-633
1746	OG0001746	YHR194W	genemark-flattened_line_46-processed-gene-0.221-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.221&CDS=1-1689
1747	OG0001747	YHR200W	genemark-flattened_line_30-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.102&CDS=1-954
1748	OG0001748	YHR201C	augustus_masked-flattened_line_42-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.196&CDS=1-1209
1749	OG0001749	YHR202W	snap_masked-flattened_line_72-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.117&CDS=1-1881
1750	OG0001750	YHR204W	genemark-flattened_line_72-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.40&CDS=1-2184
1751	OG0001751	YHR205W	genemark-flattened_line_0-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.27&CDS=1-2619
1752	OG0001752	YHR206W	genemark-flattened_line_0-processed-gene-2.28-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.28&CDS=1-1515
1753	OG0001753	YHR207C	genemark-flattened_line_0-processed-gene-2.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.48&CDS=1-1308
1754	OG0001754	YIL003W	genemark-flattened_line_0-processed-gene-6.139-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.139&CDS=1-828
1755	OG0001755	YIL004C	genemark-flattened_line_6-processed-gene-3.7-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.7&CDS=1-468
1756	OG0001756	YIL005W	genemark-flattened_line_24-processed-gene-2.3-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.3&CDS=1-1989
1757	OG0001757	YIL007C	genemark-flattened_line_4-processed-gene-5.153-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.153&CDS=1-582
1758	OG0001758	YIL008W	genemark-flattened_line_4-processed-gene-5.131-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.131&CDS=1-273
1759	OG0001759	YIL010W	genemark-flattened_line_4-processed-gene-5.154-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.154&CDS=1-876
1760	OG0001760	YIL017C	genemark-flattened_line_40-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.38&CDS=1-2514
1761	OG0001761	YIL019W	genemark-flattened_line_30-processed-gene-1.195-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.195&CDS=1-828
1762	OG0001762	YIL020C	genemark-flattened_line_74-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.41&CDS=1-768
1763	OG0001763	YIL021W	genemark-flattened_line_74-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.21&CDS=1-897
1764	OG0001764	YIL022W	genemark-flattened_line_26-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.28&CDS=1-1341
1765	OG0001765	YIL023C	genemark-flattened_line_10-processed-gene-5.201-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.201&CDS=1-1335
1766	OG0001766	YIL026C	augustus_masked-flattened_line_40-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.150&CDS=1-3120
1767	OG0001767	YIL030C	genemark-flattened_line_40-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.13&CDS=1-3762
1768	OG0001768	YIL031W	snap_masked-flattened_line_26-processed-gene-1.166-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.166&CDS=1-2136
1769	OG0001769	YIL033C	genemark-flattened_line_10-processed-gene-5.226-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.226&CDS=1-1272
1770	OG0001770	YIL034C	genemark-flattened_line_68-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.89&CDS=1-804
1771	OG0001771	YIL038C	genemark-flattened_line_0-processed-gene-8.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.31&CDS=1-2043
1772	OG0001772	YIL039W	genemark-flattened_line_10-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.129&CDS=1-1155
1773	OG0001773	YIL041W	genemark-flattened_line_12-processed-gene-2.152-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.152&CDS=1-981
1774	OG0001774	YIL042C	maker-flattened_line_30-snap-gene-0.148-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.148&CDS=1-1059
1775	OG0001775	YIL043C	genemark-flattened_line_0-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.38&CDS=1-834
1776	OG0001776	YIL044C	maker-flattened_line_30-augustus-gene-1.288-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.288&CDS=1-1278
1777	OG0001777	YIL046W	genemark-flattened_line_2-processed-gene-2.98-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.98&CDS=1-2022
1778	OG0001778	YIL047C	genemark-flattened_line_70-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.99&CDS=1-3378
1779	OG0001779	YIL048W	genemark-flattened_line_70-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.116&CDS=1-3123
1780	OG0001780	YIL049W	snap_masked-flattened_line_0-processed-gene-8.136-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.136&CDS=1-435
1781	OG0001781	YIL061C	augustus_masked-flattened_line_20-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.107&CDS=1-1323
1782	OG0001782	YIL062C	genemark-flattened_line_10-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.30&CDS=1-465
1783	OG0001783	YIL063C	genemark-flattened_line_10-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.31&CDS=1-1923
1784	OG0001784	YIL064W	genemark-flattened_line_10-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.51&CDS=1-699
1785	OG0001785	YIL065C	augustus_masked-flattened_line_10-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.155&CDS=1-1509
1786	OG0001786	YIL067C	genemark-flattened_line_44-processed-gene-0.246-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.246&CDS=1-1896
1787	OG0001787	YIL068C	genemark-flattened_line_6-processed-gene-6.238-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.238&CDS=1-2295
1788	OG0001788	YIL070C	genemark-flattened_line_4-processed-gene-5.130-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.130&CDS=1-915
1789	OG0001789	YIL074C	genemark-flattened_line_14-processed-gene-2.23-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.23&CDS=1-1431
1790	OG0001790	YIL075C	genemark-flattened_line_103-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.1&CDS=1-3063
1791	OG0001791	YIL078W	genemark-flattened_line_54-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.132&CDS=1-2142
1792	OG0001792	YIL083C	genemark-flattened_line_2-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.102&CDS=1-1020
1793	OG0001793	YIL084C	genemark-flattened_line_0-processed-gene-7.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.3&CDS=1-942
1794	OG0001794	YIL087C	genemark-flattened_line_4-processed-gene-6.19-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.19&CDS=1-414
1795	OG0001795	YIL090W	genemark-flattened_line_12-processed-gene-4.26-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.26&CDS=1-1590
1796	OG0001796	YIL091C	genemark-flattened_line_12-processed-gene-4.51-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.51&CDS=1-2058
1797	OG0001797	YIL093C	augustus_masked-flattened_line_12-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.103&CDS=1-747
1798	OG0001798	YIL094C	genemark-flattened_line_4-processed-gene-3.153-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.153&CDS=1-1122
1799	OG0001799	YIL096C	genemark-flattened_line_66-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.111&CDS=1-903
1800	OG0001800	YIL097W	genemark-flattened_line_66-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.92&CDS=1-1215
1801	OG0001801	YIL098C	genemark-flattened_line_0-processed-gene-7.15-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.15&CDS=1-423
1802	OG0001802	YIL099W	genemark-flattened_line_0-processed-gene-7.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.29&CDS=1-1629
1803	OG0001803	YIL101C	maker-flattened_line_90-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.34&CDS=1-1662
1804	OG0001804	YIL102C-A	snap_masked-flattened_line_6-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.84&CDS=1-282
1805	OG0001805	YIL103W	genemark-flattened_line_24-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.140&CDS=1-1284
1806	OG0001806	YIL104C	genemark-flattened_line_24-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.124&CDS=1-1320
1807	OG0001807	YIL106W	genemark-flattened_line_38-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.25&CDS=1-687
1808	OG0001808	YIL107C	genemark-flattened_line_38-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.23&CDS=1-2607
1809	OG0001809	YIL108W	genemark-flattened_line_38-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.20&CDS=1-2085
1810	OG0001810	YIL110W	genemark-flattened_line_2-processed-gene-3.135-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.135&CDS=1-1005
1811	OG0001811	YIL112W	genemark-flattened_line_4-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.108&CDS=1-3795
1812	OG0001812	YIL115C	augustus_masked-flattened_line_46-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.53&CDS=1-4005
1813	OG0001813	YIL116W	genemark-flattened_line_46-processed-gene-0.227-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.227&CDS=1-1188
1814	OG0001814	YIL118W	genemark-flattened_line_16-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.94&CDS=1-651
1815	OG0001815	YIL125W	genemark-flattened_line_34-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.144&CDS=1-3012
1816	OG0001816	YIL128W	genemark-flattened_line_0-processed-gene-8.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.62&CDS=1-3018
1817	OG0001817	YIL129C	augustus_masked-flattened_line_0-processed-gene-8.188-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.188&CDS=1-8643
1818	OG0001818	YIL130W	genemark-flattened_line_6-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.25&CDS=1-3111
1819	OG0001819	YIL134W	genemark-flattened_line_18-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.107&CDS=1-786
1820	OG0001820	YIL140W	genemark-flattened_line_14-processed-gene-3.177-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.177&CDS=1-3012
1821	OG0001821	YIL142W	genemark-flattened_line_14-processed-gene-3.214-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.214&CDS=1-1578
1822	OG0001822	YIL143C	genemark-flattened_line_8-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.27&CDS=1-2511
1823	OG0001823	YIL144W	augustus_masked-flattened_line_6-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.104&CDS=1-2085
1824	OG0001824	YIL145C	augustus_masked-flattened_line_6-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.108&CDS=1-975
1825	OG0001825	YIL150C	augustus_masked-flattened_line_86-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.37&CDS=1-1584
1826	OG0001826	YIL153W	genemark-flattened_line_16-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.42&CDS=1-1104
1827	OG0001827	YIL154C	genemark-flattened_line_10-processed-gene-3.28-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.28&CDS=1-1557
1828	OG0001828	YIL155C	genemark-flattened_line_74-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.25&CDS=1-1845
1829	OG0001829	YIL156W-B	genemark-flattened_line_74-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.7&CDS=1-222
1830	OG0001830	YIL157C	genemark-flattened_line_2-processed-gene-4.118-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.118&CDS=1-675
1831	OG0001831	YIL160C	genemark-flattened_line_4-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.111&CDS=1-1245
1832	OG0001832	YIL164C	genemark-flattened_line_52-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.51&CDS=1-933
1833	OG0001833	YIL166C	maker-flattened_line_32-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.8&CDS=1-1662
1834	OG0001834	YIR001C	genemark-flattened_line_2-processed-gene-5.109-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.109&CDS=1-612
1835	OG0001835	YIR002C	genemark-flattened_line_40-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.99&CDS=1-2310
1836	OG0001836	YIR004W	genemark-flattened_line_12-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.147&CDS=1-1443
1837	OG0001837	YIR005W	genemark-flattened_line_2-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.119&CDS=1-582
1838	OG0001838	YIR006C	genemark-flattened_line_40-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.125&CDS=1-4344
1839	OG0001839	YIR007W	genemark-flattened_line_2-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.108&CDS=1-2124
1840	OG0001840	YIR008C	genemark-flattened_line_2-processed-gene-3.133-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.133&CDS=1-1326
1841	OG0001841	YIR011C	genemark-flattened_line_46-processed-gene-0.283-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.283&CDS=1-942
1842	OG0001842	YIR012W	genemark-flattened_line_18-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.44&CDS=1-1314
1843	OG0001843	YIR015W	genemark-flattened_line_10-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.146&CDS=1-399
1844	OG0001844	YIR022W	genemark-flattened_line_0-processed-gene-8.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.21&CDS=1-507
1845	OG0001845	YIR026C	genemark-flattened_line_12-processed-gene-3.141-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.141&CDS=1-936
1846	OG0001846	YIR027C	genemark-flattened_line_4-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.32&CDS=1-1431
1847	OG0001847	YIR029W	genemark-flattened_line_52-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.34&CDS=1-1056
1848	OG0001848	YIR030C	genemark-flattened_line_16-processed-gene-2.276-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.276&CDS=1-666
1849	OG0001849	YIR034C	maker-flattened_line_30-augustus-gene-1.277-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.277&CDS=1-2106
1850	OG0001850	YIR035C	genemark-flattened_line_0-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.46&CDS=1-738
1851	OG0001851	YIR037W	augustus_masked-flattened_line_8-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.6&CDS=1-489
1852	OG0001852	YIR038C	genemark-flattened_line_24-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.40&CDS=1-696
1853	OG0001853	YJL001W	maker-flattened_line_40-snap-gene-1.57-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.57&CDS=1-633
1854	OG0001854	YJL002C	genemark-flattened_line_40-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.21&CDS=1-1458
1855	OG0001855	YJL003W	genemark-flattened_line_44-processed-gene-0.278-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.278&CDS=1-363
1856	OG0001856	YJL004C	genemark-flattened_line_30-processed-gene-1.250-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.250&CDS=1-726
1857	OG0001857	YJL005W	genemark-flattened_line_0-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.29&CDS=1-6726
1858	OG0001858	YJL008C	maker-flattened_line_4-augustus-gene-4.149-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-4.149&CDS=1-3747
1859	OG0001859	YJL010C	genemark-flattened_line_14-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.40&CDS=1-2061
1860	OG0001860	YJL011C	genemark-flattened_line_4-processed-gene-6.85-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.85&CDS=1-405
1861	OG0001861	YJL012C	genemark-flattened_line_12-processed-gene-2.166-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.166&CDS=1-2145
1862	OG0001862	YJL014W	genemark-flattened_line_4-processed-gene-6.42-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.42&CDS=1-1584
1863	OG0001863	YJL020C	genemark-flattened_line_12-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.40&CDS=1-3687
1864	OG0001864	YJL024C	genemark-flattened_line_2-processed-gene-6.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.60&CDS=1-594
1865	OG0001865	YJL025W	snap_masked-flattened_line_4-processed-gene-6.139-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.139&CDS=1-1611
1866	OG0001866	YJL026W	genemark-flattened_line_40-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.2&CDS=1-1239
1867	OG0001867	YJL029C	augustus_masked-flattened_line_4-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.41&CDS=1-2565
1868	OG0001868	YJL030W	genemark-flattened_line_0-processed-gene-5.42-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.42&CDS=1-663
1869	OG0001869	YJL031C	genemark-flattened_line_0-processed-gene-5.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.21&CDS=1-1008
1870	OG0001870	YJL033W	genemark-flattened_line_4-processed-gene-4.140-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.140&CDS=1-2337
1871	OG0001871	YJL034W	genemark-flattened_line_0-processed-gene-5.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.18&CDS=1-2019
1872	OG0001872	YJL035C	genemark-flattened_line_0-processed-gene-5.41-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.41&CDS=1-753
1873	OG0001873	YJL036W	genemark-flattened_line_0-processed-gene-5.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.17&CDS=1-1392
1874	OG0001874	YJL039C	augustus_masked-flattened_line_16-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.103&CDS=1-5277
1875	OG0001875	YJL041W	genemark-flattened_line_16-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.43&CDS=1-2208
1876	OG0001876	YJL046W	genemark-flattened_line_2-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.114&CDS=1-1065
1877	OG0001877	YJL049W	snap_masked-flattened_line_14-processed-gene-2.54-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.54&CDS=1-1242
1878	OG0001878	YJL050W	genemark-flattened_line_26-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.114&CDS=1-3168
1879	OG0001879	YJL053W	augustus_masked-flattened_line_4-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.34&CDS=1-993
1880	OG0001880	YJL054W	genemark-flattened_line_26-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.102&CDS=1-1236
1881	OG0001881	YJL055W	genemark-flattened_line_4-processed-gene-4.133-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.133&CDS=1-609
1882	OG0001882	YJL057C	snap_masked-flattened_line_16-processed-gene-2.53-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.53&CDS=1-1599
1883	OG0001883	YJL059W	genemark-flattened_line_24-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.148&CDS=1-1185
1884	OG0001884	YJL060W	augustus_masked-flattened_line_6-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.117&CDS=1-1362
1885	OG0001885	YJL061W	snap_masked-flattened_line_6-processed-gene-5.170-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.170&CDS=1-2247
1886	OG0001886	YJL062W	genemark-flattened_line_24-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.147&CDS=1-2544
