	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034957_Hanseniaspora_osmophila
2154	OG0002154	YJR017C	genemark-flattened_line_47-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.64&CDS=1-510
2155	OG0002155	YJR019C	augustus_masked-flattened_line_81-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.89&CDS=1-1008
2156	OG0002156	YJR022W	genemark-flattened_line_45-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.67&CDS=1-372
2157	OG0002157	YJR032W	genemark-flattened_line_77-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.9&CDS=1-1200
2158	OG0002158	YJR033C	genemark-flattened_line_77-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.26&CDS=1-4140
2159	OG0002159	YJR034W	genemark-flattened_line_77-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.10&CDS=1-324
2160	OG0002160	YJR035W	genemark-flattened_line_77-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.11&CDS=1-3357
2161	OG0002161	YJR040W	genemark-flattened_line_33-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.86&CDS=1-2325
2162	OG0002162	YJR041C	augustus_masked-flattened_line_33-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.189&CDS=1-3414
2163	OG0002163	YJR042W	snap_masked-flattened_line_33-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.4&CDS=1-2559
2164	OG0002164	YJR044C	genemark-flattened_line_33-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.92&CDS=1-462
2165	OG0002165	YJR045C	genemark-flattened_line_33-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.91&CDS=1-1938
2166	OG0002166	YJR050W	augustus_masked-flattened_line_33-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.197&CDS=1-750
2167	OG0002167	YJR052W	genemark-flattened_line_19-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.29&CDS=1-1857
2168	OG0002168	YJR053W	snap_masked-flattened_line_19-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.124&CDS=1-2163
2169	OG0002169	YJR055W	genemark-flattened_line_19-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.24&CDS=1-486
2170	OG0002170	YJR057W	snap_masked-flattened_line_19-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.117&CDS=1-681
2171	OG0002171	YJR058C	genemark-flattened_line_19-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.4&CDS=1-504
2172	OG0002172	YJR060W	augustus_masked-flattened_line_19-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.23&CDS=1-1092
2173	OG0002173	YJR062C	snap_masked-flattened_line_19-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.94&CDS=1-1242
2174	OG0002174	YJR063W	genemark-flattened_line_43-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.153&CDS=1-378
2175	OG0002175	YJR064W	genemark-flattened_line_43-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.154&CDS=1-1674
2176	OG0002176	YJR065C	genemark-flattened_line_43-processed-gene-0.180-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.180&CDS=1-1368
2177	OG0002177	YJR067C	genemark-flattened_line_43-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.181&CDS=1-411
2178	OG0002178	YJR068W	genemark-flattened_line_43-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.157&CDS=1-1059
2179	OG0002179	YJR069C	genemark-flattened_line_43-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.184&CDS=1-564
2180	OG0002180	YJR070C	genemark-flattened_line_43-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.185&CDS=1-972
2181	OG0002181	YJR072C	genemark-flattened_line_43-processed-gene-0.186-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.186&CDS=1-1179
2182	OG0002182	YJR073C	genemark-flattened_line_43-processed-gene-0.190-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.190&CDS=1-633
2183	OG0002183	YJR074W	snap_masked-flattened_line_178-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.26&CDS=1-606
2184	OG0002184	YJR075W	genemark-flattened_line_178-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_178-processed-gene-0.3&CDS=1-1254
2185	OG0002185	YJR076C	genemark-flattened_line_93-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_93-processed-gene-0.75&CDS=1-1287
2186	OG0002186	YJR077C	genemark-flattened_line_4-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.123&CDS=1-939
2187	OG0002187	YJR080C	snap_masked-flattened_line_6-processed-gene-2.102-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.102&CDS=1-1449
2188	OG0002188	YJR082C	genemark-flattened_line_15-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.61&CDS=1-486
2189	OG0002189	YJR084W	augustus_masked-flattened_line_6-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.55&CDS=1-1509
2190	OG0002190	YJR085C	genemark-flattened_line_6-processed-gene-2.3-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.3&CDS=1-318
2191	OG0002191	YJR086W	genemark-flattened_line_6-processed-gene-2.7-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.7&CDS=1-321
2192	OG0002192	YJR088C	snap_masked-flattened_line_6-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.95&CDS=1-990
2193	OG0002193	YJR089W	augustus_masked-flattened_line_6-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.70&CDS=1-2724
2194	OG0002194	YJR090C	snap_masked-flattened_line_6-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.89&CDS=1-3996
2195	OG0002195	YJR091C	snap_masked-flattened_line_6-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.88&CDS=1-4392
2196	OG0002196	YJR092W	augustus_masked-flattened_line_6-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.69&CDS=1-3774
2197	OG0002197	YJR093C	genemark-flattened_line_6-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.16&CDS=1-1200
2198	OG0002198	YJR096W	genemark-flattened_line_6-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.29&CDS=1-882
2199	OG0002199	YJR097W	genemark-flattened_line_8-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.97&CDS=1-546
2200	OG0002200	YJR098C	genemark-flattened_line_55-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.59&CDS=1-2319
2201	OG0002201	YJR100C	snap_masked-flattened_line_41-processed-gene-0.217-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.217&CDS=1-900
2202	OG0002202	YJR101W	genemark-flattened_line_31-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.113&CDS=1-837
2203	OG0002203	YJR102C	snap_masked-flattened_line_31-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.32&CDS=1-612
2204	OG0002204	YJR104C	genemark-flattened_line_31-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.77&CDS=1-468
2205	OG0002205	YJR105W	genemark-flattened_line_119-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.51&CDS=1-1080
2206	OG0002206	YJR106W	augustus_masked-flattened_line_119-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.29&CDS=1-2226
2207	OG0002207	YJR107W	augustus_masked-flattened_line_119-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.31&CDS=1-1089
2208	OG0002208	YJR109C	genemark-flattened_line_119-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.71&CDS=1-3468
2209	OG0002209	YJR110W	augustus_masked-flattened_line_6-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.65&CDS=1-2079
2210	OG0002210	YJR111C	augustus_masked-flattened_line_6-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.49&CDS=1-816
2211	OG0002211	YJR112W	augustus_masked-flattened_line_6-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.64&CDS=1-672
2212	OG0002212	YJR113C	genemark-flattened_line_6-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.11&CDS=1-840
2213	OG0002213	YJR116W	genemark-flattened_line_119-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.68&CDS=1-858
2214	OG0002214	YJR117W	genemark-flattened_line_119-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.66&CDS=1-1422
2215	OG0002215	YJR118C	augustus_masked-flattened_line_119-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.27&CDS=1-543
2216	OG0002216	YJR119C	maker-flattened_line_119-snap-gene-0.73-mRNA-1_1&gene=maker-flattened_line_119-snap-gene-0.73&CDS=1-2550
2217	OG0002217	YJR121W	genemark-flattened_line_119-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.62&CDS=1-1521
2218	OG0002218	YJR122W	augustus_masked-flattened_line_119-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.38&CDS=1-1680
2219	OG0002219	YJR123W	genemark-flattened_line_119-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.60&CDS=1-687
2220	OG0002220	YJR124C	snap_masked-flattened_line_119-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.0&CDS=1-1356
2221	OG0002221	YJR126C	snap_masked-flattened_line_27-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.53&CDS=1-2373
2222	OG0002222	YJR131W	genemark-flattened_line_25-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.104&CDS=1-1914
2223	OG0002223	YJR135W-A	snap_masked-flattened_line_25-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.69&CDS=1-273
2224	OG0002224	YJR136C	augustus_masked-flattened_line_25-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.188&CDS=1-1050
2225	OG0002225	YJR137C	genemark-flattened_line_25-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.116&CDS=1-4761
2226	OG0002226	YJR138W	snap_masked-flattened_line_25-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.65&CDS=1-4593
2227	OG0002227	YJR139C	snap_masked-flattened_line_25-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.28&CDS=1-1080
2228	OG0002228	YJR140C	snap_masked-flattened_line_25-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.27&CDS=1-4815
2229	OG0002229	YJR142W	genemark-flattened_line_25-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.145&CDS=1-1020
2230	OG0002230	YJR143C	genemark-flattened_line_25-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.112&CDS=1-2292
2231	OG0002231	YJR144W	genemark-flattened_line_25-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.144&CDS=1-864
2232	OG0002232	YKL001C	genemark-flattened_line_71-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.65&CDS=1-594
2233	OG0002233	YKL002W	genemark-flattened_line_71-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.45&CDS=1-672
2234	OG0002234	YKL003C	genemark-flattened_line_71-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.64&CDS=1-393
2235	OG0002235	YKL004W	genemark-flattened_line_17-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.113&CDS=1-1086
2236	OG0002236	YKL006C-A	augustus_masked-flattened_line_71-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.4&CDS=1-291
2237	OG0002237	YKL007W	snap_masked-flattened_line_71-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.113&CDS=1-963
2238	OG0002238	YKL009W	genemark-flattened_line_71-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.70&CDS=1-714
2239	OG0002239	YKL010C	snap_masked-flattened_line_71-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.94&CDS=1-5130
2240	OG0002240	YKL011C	augustus_masked-flattened_line_2-processed-gene-2.207-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.207&CDS=1-1551
2241	OG0002241	YKL012W	snap_masked-flattened_line_2-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.77&CDS=1-2022
2242	OG0002242	YKL013C	genemark-flattened_line_2-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.118&CDS=1-516
2243	OG0002243	YKL014C	snap_masked-flattened_line_2-processed-gene-2.38-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.38&CDS=1-5097
2244	OG0002244	YKL015W	genemark-flattened_line_2-processed-gene-2.156-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.156&CDS=1-3285
2245	OG0002245	YKL016C	genemark-flattened_line_2-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.121&CDS=1-522
2246	OG0002246	YKL017C	genemark-flattened_line_2-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.122&CDS=1-2181
2247	OG0002247	YKL018W	genemark-flattened_line_2-processed-gene-2.157-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.157&CDS=1-978
2248	OG0002248	YKL019W	genemark-flattened_line_366-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_366-processed-gene-0.1&CDS=1-1071
2249	OG0002249	YKL021C	genemark-flattened_line_180-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.1&CDS=1-1269
2250	OG0002250	YKL022C	genemark-flattened_line_180-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.2&CDS=1-2274
2251	OG0002251	YKL024C	genemark-flattened_line_180-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.7&CDS=1-615
2252	OG0002252	YKL025C	genemark-flattened_line_180-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.3&CDS=1-2343
2253	OG0002253	YKL027W	genemark-flattened_line_2-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.108&CDS=1-1344
2254	OG0002254	YKL028W	genemark-flattened_line_2-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.107&CDS=1-1569
2255	OG0002255	YKL029C	genemark-flattened_line_132-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.20&CDS=1-1716
2256	OG0002256	YKL033W	augustus_masked-flattened_line_200-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_200-processed-gene-0.15&CDS=1-3144
2257	OG0002257	YKL033W-A	genemark-flattened_line_200-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.4&CDS=1-732
2258	OG0002258	YKL034W	snap_masked-flattened_line_200-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_200-processed-gene-0.23&CDS=1-2634
2259	OG0002259	YKL035W	genemark-flattened_line_200-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.2&CDS=1-1545
2260	OG0002260	YKL039W	maker-flattened_line_99-augustus-gene-0.31-mRNA-1_1&gene=maker-flattened_line_99-augustus-gene-0.31&CDS=1-2265
2261	OG0002261	YKL041W	genemark-flattened_line_99-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.24&CDS=1-726
2262	OG0002262	YKL043W	genemark-flattened_line_99-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.28&CDS=1-3000
2263	OG0002263	YKL045W	genemark-flattened_line_99-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.16&CDS=1-1509
2264	OG0002264	YKL046C	genemark-flattened_line_69-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.56&CDS=1-1428
2265	OG0002265	YKL047W	snap_masked-flattened_line_69-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.21&CDS=1-1299
2266	OG0002266	YKL049C	genemark-flattened_line_69-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.87&CDS=1-522
2267	OG0002267	YKL051W	genemark-flattened_line_69-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.85&CDS=1-1050
2268	OG0002268	YKL053C-A	genemark-flattened_line_69-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.82&CDS=1-297
2269	OG0002269	YKL054C	augustus_masked-flattened_line_69-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.125&CDS=1-2595
2270	OG0002270	YKL055C	snap_masked-flattened_line_69-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.29&CDS=1-1050
2271	OG0002271	YKL056C	genemark-flattened_line_69-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.79&CDS=1-501
2272	OG0002272	YKL057C	augustus_masked-flattened_line_69-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.122&CDS=1-4674
2273	OG0002273	YKL058W	genemark-flattened_line_69-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.59&CDS=1-414
2274	OG0002274	YKL059C	genemark-flattened_line_69-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.77&CDS=1-1413
2275	OG0002275	YKL060C	snap_masked-flattened_line_69-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.23&CDS=1-1083
2276	OG0002276	YKL064W	snap_masked-flattened_line_69-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.42&CDS=1-4257
2277	OG0002277	YKL067W	genemark-flattened_line_69-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.95&CDS=1-462
2278	OG0002278	YKL069W	genemark-flattened_line_71-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.79&CDS=1-570
2279	OG0002279	YKL073W	snap_masked-flattened_line_103-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.75&CDS=1-2778
2280	OG0002280	YKL074C	genemark-flattened_line_103-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.34&CDS=1-1911
2281	OG0002281	YKL075C	snap_masked-flattened_line_190-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_190-processed-gene-0.2&CDS=1-1566
2282	OG0002282	YKL077W	genemark-flattened_line_190-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.36&CDS=1-1248
2283	OG0002283	YKL078W	genemark-flattened_line_2-processed-gene-2.146-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.146&CDS=1-2274
2284	OG0002284	YKL080W	genemark-flattened_line_2-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.147&CDS=1-1179
2285	OG0002285	YKL081W	genemark-flattened_line_2-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.149&CDS=1-1236
2286	OG0002286	YKL082C	snap_masked-flattened_line_2-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.28&CDS=1-1398
2287	OG0002287	YKL084W	genemark-flattened_line_2-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.151&CDS=1-354
2288	OG0002288	YKL085W	genemark-flattened_line_2-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.114&CDS=1-1023
2289	OG0002289	YKL086W	genemark-flattened_line_2-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.113&CDS=1-432
2290	OG0002290	YKL087C	genemark-flattened_line_2-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.115&CDS=1-783
2291	OG0002291	YKL088W	augustus_masked-flattened_line_2-processed-gene-2.244-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.244&CDS=1-2058
2292	OG0002292	YKL089W	snap_masked-flattened_line_71-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.117&CDS=1-2202
2293	OG0002293	YKL090W	snap_masked-flattened_line_71-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.118&CDS=1-1500
