	OrthologID	Saccharomyces_cerevisiae	Yarrowia_keelungensis
2101	OG0002101	YKL117W	-processed-gene-30.21-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.21&CDS=1-714
2102	OG0002102	YKL119C	-processed-gene-1.1-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-1.1&CDS=1-741
2103	OG0002103	YKL120W	-processed-gene-23.110-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-23.110&CDS=1-948
2104	OG0002104	YKL125W	-processed-gene-20.53-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.53&CDS=1-1935
2105	OG0002105	YKL128C	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-0.23&CDS=1-3225
2106	OG0002106	YKL134C	-processed-gene-11.28-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-11.28&CDS=1-2049
2107	OG0002107	YKL135C	-processed-gene-14.17-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-14.17&CDS=1-2361
2108	OG0002108	YKL137W	-processed-gene-26.109-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.109&CDS=1-381
2109	OG0002109	YKL138C	-processed-gene-26.24-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.24&CDS=1-336
2110	OG0002110	YKL139W	-processed-gene-1.58-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-1.58&CDS=1-2484
2111	OG0002111	YKL140W	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-4.31&CDS=1-1704
2112	OG0002112	YKL142W	-processed-gene-25.28-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.28&CDS=1-675
2113	OG0002113	YKL143W	-processed-gene-19.79-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-19.79&CDS=1-1482
2114	OG0002114	YKL144C	-processed-gene-25.11-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.11&CDS=1-606
2115	OG0002115	YKL145W	-processed-gene-25.31-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.31&CDS=1-1308
2116	OG0002116	YKL146W	-processed-gene-22.50-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-22.50&CDS=1-2154
2117	OG0002117	YKL149C	-processed-gene-25.90-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.90&CDS=1-1431
2118	OG0002118	YKL150W	-processed-gene-25.9-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.9&CDS=1-906
2119	OG0002119	YKL151C	-processed-gene-25.71-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.71&CDS=1-948
2120	OG0002120	YKL152C	-processed-gene-7.88-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-7.88&CDS=1-741
2121	OG0002121	YKL154W	-processed-gene-8.0-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-8.0&CDS=1-777
2122	OG0002122	YKL155C	-processed-gene-5.21-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-5.21&CDS=1-1818
2123	OG0002123	YKL160W	-processed-gene-22.37-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-22.37&CDS=1-348
2124	OG0002124	YKL162C	-processed-gene-13.29-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.29&CDS=1-1596
2125	OG0002125	YKL165C	-processed-gene-12.30-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-12.30&CDS=1-2796
2126	OG0002126	YKL167C	-processed-gene-8.49-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-8.49&CDS=1-765
2127	OG0002127	YKL170W	-processed-gene-8.86-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-8.86&CDS=1-387
2128	OG0002128	YKL172W	-processed-gene-15.73-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-15.73&CDS=1-1152
2129	OG0002129	YKL173W	-processed-gene-32.140-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.140&CDS=1-2847
2130	OG0002130	YKL175W	-processed-gene-5.151-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-5.151&CDS=1-1449
2131	OG0002131	YKL178C	-processed-gene-3.93-mRNA-1_1&gene=snap_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-3.93&CDS=1-1167
2132	OG0002132	YKL179C	-processed-gene-20.20-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-20.20&CDS=1-1809
2133	OG0002133	YKL181W	-snap-gene-4.35-mRNA-1_1&gene=maker-gi|1002317708|dbj|BCJD01000007.1|-snap-gene-4.35&CDS=1-1380
2134	OG0002134	YKL182W	-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-6.92&CDS=1-6279
2135	OG0002135	YKL183W	-processed-gene-3.62-mRNA-1_1&gene=snap_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-3.62&CDS=1-711
2136	OG0002136	YKL184W	-processed-gene-1.106-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.106&CDS=1-1341
2137	OG0002137	YKL185W	-processed-gene-8.49-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-8.49&CDS=1-1065
2138	OG0002138	YKL188C	-processed-gene-27.13-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-27.13&CDS=1-2208
2139	OG0002139	YKL189W	-processed-gene-30.5-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.5&CDS=1-1170
2140	OG0002140	YKL190W	-processed-gene-31.91-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-31.91&CDS=1-519
2141	OG0002141	YKL191W	-processed-gene-31.111-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-31.111&CDS=1-1443
2142	OG0002142	YKL193C	-processed-gene-5.114-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-5.114&CDS=1-1050
2143	OG0002143	YKL194C	-processed-gene-0.31-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-0.31&CDS=1-1389
2144	OG0002144	YKL195W	-processed-gene-4.54-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.54&CDS=1-885
2145	OG0002145	YKL196C	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.86&CDS=1-600
2146	OG0002146	YKL197C	-processed-gene-14.60-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-14.60&CDS=1-3264
2147	OG0002147	YKL203C	-processed-gene-5.9-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-5.9&CDS=1-6948
2148	OG0002148	YKL205W	-processed-gene-23.83-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-23.83&CDS=1-3075
2149	OG0002149	YKL206C	-processed-gene-0.72-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-0.72&CDS=1-666
2150	OG0002150	YKL207W	-processed-gene-0.92-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-0.92&CDS=1-750
2151	OG0002151	YKL210W	-processed-gene-16.66-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-16.66&CDS=1-3045
2152	OG0002152	YKL211C	-processed-gene-25.23-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.23&CDS=1-1416
2153	OG0002153	YKL212W	-processed-gene-14.79-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-14.79&CDS=1-1830
2154	OG0002154	YKL213C	-processed-gene-25.25-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-25.25&CDS=1-2172
2155	OG0002155	YKL215C	-processed-gene-25.59-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-25.59&CDS=1-3864
2156	OG0002156	YKL216W	-processed-gene-0.9-mRNA-1_1&gene=genemark-gi|1002317701|dbj|BCJD01000014.1|-processed-gene-0.9&CDS=1-1353
2157	OG0002157	YKR001C	-processed-gene-23.8-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-23.8&CDS=1-2013
2158	OG0002158	YKR002W	-processed-gene-21.9-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-21.9&CDS=1-1668
2159	OG0002159	YKR008W	-processed-gene-3.34-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-3.34&CDS=1-1413
2160	OG0002160	YKR009C	-processed-gene-9.72-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-9.72&CDS=1-2703
2161	OG0002161	YKR016W	-processed-gene-20.76-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-20.76&CDS=1-1680
2162	OG0002162	YKR017C	-processed-gene-20.43-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-20.43&CDS=1-1557
2163	OG0002163	YKR023W	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-2.44&CDS=1-1368
2164	OG0002164	YKR024C	-processed-gene-13.17-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-13.17&CDS=1-2370
2165	OG0002165	YKR025W	-processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-5.104&CDS=1-798
2166	OG0002166	YKR026C	-processed-gene-21.88-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-21.88&CDS=1-921
2167	OG0002167	YKR028W	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-3.15&CDS=1-2586
2168	OG0002168	YKR030W	-processed-gene-7.12-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-7.12&CDS=1-741
2169	OG0002169	YKR031C	-snap-gene-3.36-mRNA-1_1&gene=maker-gi|1002317704|dbj|BCJD01000011.1|-snap-gene-3.36&CDS=1-5397
2170	OG0002170	YKR034W	-processed-gene-24.69-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-24.69&CDS=1-1860
2171	OG0002171	YKR035W-A	-processed-gene-14.15-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-14.15&CDS=1-582
2172	OG0002172	YKR036C	-processed-gene-25.61-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.61&CDS=1-1707
2173	OG0002173	YKR038C	-processed-gene-4.12-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-4.12&CDS=1-1068
2174	OG0002174	YKR043C	-processed-gene-22.12-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-22.12&CDS=1-735
2175	OG0002175	YKR048C	-processed-gene-5.117-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-5.117&CDS=1-1269
2176	OG0002176	YKR050W	-processed-gene-14.78-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-14.78&CDS=1-2925
2177	OG0002177	YKR051W	-processed-gene-14.72-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-14.72&CDS=1-1422
2178	OG0002178	YKR054C	-processed-gene-3.0-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-3.0&CDS=1-11901
2179	OG0002179	YKR056W	-processed-gene-12.22-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-12.22&CDS=1-1599
2180	OG0002180	YKR060W	-processed-gene-12.87-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-12.87&CDS=1-834
2181	OG0002181	YKR062W	-processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-4.48&CDS=1-795
2182	OG0002182	YKR063C	-processed-gene-9.6-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-9.6&CDS=1-1203
2183	OG0002183	YKR065C	-processed-gene-8.0-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-8.0&CDS=1-555
2184	OG0002184	YKR068C	-processed-gene-9.65-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-9.65&CDS=1-570
2185	OG0002185	YKR069W	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-0.54&CDS=1-1602
2186	OG0002186	YKR070W	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-0.64&CDS=1-1113
2187	OG0002187	YKR071C	-processed-gene-13.52-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-13.52&CDS=1-822
2188	OG0002188	YKR074W	-processed-gene-2.17-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-2.17&CDS=1-411
2189	OG0002189	YKR079C	-processed-gene-8.63-mRNA-1_1&gene=snap_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-8.63&CDS=1-2397
2190	OG0002190	YKR080W	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-2.101&CDS=1-978
2191	OG0002191	YKR081C	-processed-gene-10.59-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-10.59&CDS=1-963
2192	OG0002192	YKR082W	-processed-gene-10.40-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-10.40&CDS=1-3372
2193	OG0002193	YKR083C	-processed-gene-9.10-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-9.10&CDS=1-348
2194	OG0002194	YKR084C	-processed-gene-18.8-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-18.8&CDS=1-2334
2195	OG0002195	YKR085C	-processed-gene-10.30-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-10.30&CDS=1-534
2196	OG0002196	YKR086W	-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-10.87&CDS=1-3171
2197	OG0002197	YKR087C	-processed-gene-3.18-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-3.18&CDS=1-951
2198	OG0002198	YKR088C	-processed-gene-0.27-mRNA-1_1&gene=genemark-gi|1002317701|dbj|BCJD01000014.1|-processed-gene-0.27&CDS=1-831
2199	OG0002199	YKR090W	-processed-gene-0.29-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-0.29&CDS=1-1740
2200	OG0002200	YKR092C	-processed-gene-2.77-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-2.77&CDS=1-1344
2201	OG0002201	YKR093W	-snap-gene-5.114-mRNA-1_1&gene=maker-gi|1002317710|dbj|BCJD01000005.1|-snap-gene-5.114&CDS=1-3549
2202	OG0002202	YKR095W-A	-processed-gene-13.41-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.41&CDS=1-279
2203	OG0002203	YKR097W	-processed-gene-19.55-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-19.55&CDS=1-1668
2204	OG0002204	YKR099W	-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-5.0&CDS=1-1665
2205	OG0002205	YLL001W	-processed-gene-6.27-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-6.27&CDS=1-2310
2206	OG0002206	YLL002W	-processed-gene-6.47-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-6.47&CDS=1-1494
2207	OG0002207	YLL004W	-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-4.25&CDS=1-2055
2208	OG0002208	YLL006W	-processed-gene-30.10-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.10&CDS=1-1170
2209	OG0002209	YLL008W	-processed-gene-8.109-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-8.109&CDS=1-2256
2210	OG0002210	YLL009C	-processed-gene-17.83-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-17.83&CDS=1-207
2211	OG0002211	YLL011W	-processed-gene-16.26-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-16.26&CDS=1-1413
2212	OG0002212	YLL013C	-processed-gene-13.10-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-13.10&CDS=1-2232
2213	OG0002213	YLL014W	-processed-gene-32.145-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.145&CDS=1-354
2214	OG0002214	YLL018C	-processed-gene-3.106-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-3.106&CDS=1-1692
2215	OG0002215	YLL018C-A	-processed-gene-1.36-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-1.36&CDS=1-393
2216	OG0002216	YLL019C	-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-8.97&CDS=1-1953
2217	OG0002217	YLL021W	-snap-gene-7.80-mRNA-1_1&gene=maker-gi|1002317711|dbj|BCJD01000004.1|-snap-gene-7.80&CDS=1-5217
2218	OG0002218	YLL023C	-processed-gene-14.5-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-14.5&CDS=1-888
2219	OG0002219	YLL026W	-processed-gene-0.0-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-0.0&CDS=1-2661
2220	OG0002220	YLL027W	-processed-gene-3.9-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-3.9&CDS=1-786
2221	OG0002221	YLL028W	-processed-gene-4.52-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-4.52&CDS=1-1698
2222	OG0002222	YLL029W	-processed-gene-3.8-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-3.8&CDS=1-1887
2223	OG0002223	YLL031C	-processed-gene-13.24-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-13.24&CDS=1-3048
2224	OG0002224	YLL032C	-processed-gene-9.85-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-9.85&CDS=1-2997
2225	OG0002225	YLL034C	-snap-gene-13.6-mRNA-1_1&gene=maker-gi|1002317711|dbj|BCJD01000004.1|-snap-gene-13.6&CDS=1-2583
2226	OG0002226	YLL035W	-processed-gene-8.60-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-8.60&CDS=1-1794
2227	OG0002227	YLL036C	-processed-gene-7.25-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-7.25&CDS=1-411
2228	OG0002228	YLL040C	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-0.15&CDS=1-9630
2229	OG0002229	YLL041C	-processed-gene-13.27-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-13.27&CDS=1-813
2230	OG0002230	YLL048C	-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-11.85&CDS=1-4923
2231	OG0002231	YLL050C	-processed-gene-13.14-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.14&CDS=1-429
2232	OG0002232	YLL057C	-processed-gene-15.113-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-15.113&CDS=1-1158
2233	OG0002233	YLR001C	-processed-gene-12.5-mRNA-1_1&gene=snap_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-12.5&CDS=1-2442
2234	OG0002234	YLR002C	-processed-gene-24.12-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-24.12&CDS=1-2049
2235	OG0002235	YLR003C	-processed-gene-30.83-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-30.83&CDS=1-780
2236	OG0002236	YLR005W	-processed-gene-20.14-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.14&CDS=1-1488
2237	OG0002237	YLR006C	-snap-gene-9.92-mRNA-1_1&gene=maker-gi|1002317714|dbj|BCJD01000001.1|-snap-gene-9.92&CDS=1-2166
2238	OG0002238	YLR008C	-processed-gene-3.17-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-3.17&CDS=1-444
2239	OG0002239	YLR009W	-processed-gene-18.32-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-18.32&CDS=1-573
2240	OG0002240	YLR014C	-processed-gene-18.12-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-18.12&CDS=1-1995
2241	OG0002241	YLR015W	-processed-gene-26.18-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-26.18&CDS=1-1290
2242	OG0002242	YLR016C	-processed-gene-19.106-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-19.106&CDS=1-912
2243	OG0002243	YLR017W	-processed-gene-4.20-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-4.20&CDS=1-963
2244	OG0002244	YLR019W	-processed-gene-16.13-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-16.13&CDS=1-1593
2245	OG0002245	YLR022C	-processed-gene-18.4-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-18.4&CDS=1-732
2246	OG0002246	YLR023C	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.88&CDS=1-1416
2247	OG0002247	YLR025W	-processed-gene-15.30-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-15.30&CDS=1-645
2248	OG0002248	YLR026C	-processed-gene-18.58-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-18.58&CDS=1-918
2249	OG0002249	YLR027C	-processed-gene-22.63-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-22.63&CDS=1-1299
2250	OG0002250	YLR032W	-processed-gene-7.79-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-7.79&CDS=1-3033
2251	OG0002251	YLR033W	-processed-gene-20.49-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.49&CDS=1-1398
2252	OG0002252	YLR034C	-processed-gene-20.13-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.13&CDS=1-1914
2253	OG0002253	YLR038C	-processed-gene-8.68-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-8.68&CDS=1-252
2254	OG0002254	YLR039C	-processed-gene-0.84-mRNA-1_1&gene=snap_masked-gi|1002317701|dbj|BCJD01000014.1|-processed-gene-0.84&CDS=1-2787
2255	OG0002255	YLR045C	-processed-gene-8.18-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-8.18&CDS=1-2619
2256	OG0002256	YLR050C	-processed-gene-20.82-mRNA-1_1&gene=augustus_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-20.82&CDS=1-477
2257	OG0002257	YLR051C	-processed-gene-8.25-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-8.25&CDS=1-966
2258	OG0002258	YLR055C	-snap-gene-7.51-mRNA-1_1&gene=maker-gi|1002317714|dbj|BCJD01000001.1|-snap-gene-7.51&CDS=1-2226
2259	OG0002259	YLR056W	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-3.99&CDS=1-1131
2260	OG0002260	YLR058C	-processed-gene-8.62-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-8.62&CDS=1-1413
2261	OG0002261	YLR060W	-processed-gene-1.113-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-1.113&CDS=1-1779
2262	OG0002262	YLR063W	-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-3.97&CDS=1-849
2263	OG0002263	YLR066W	-processed-gene-6.104-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-6.104&CDS=1-555
2264	OG0002264	YLR069C	-processed-gene-19.88-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-19.88&CDS=1-2292
2265	OG0002265	YLR071C	-processed-gene-19.85-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-19.85&CDS=1-2712
2266	OG0002266	YLR074C	-processed-gene-17.14-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-17.14&CDS=1-507
