	OrthologID	Saccharomyces_cerevisiae	Spathaspora_gorwiae
1744	OG0001744	YHR031C	augustus_masked-LQMZ01002104.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LQMZ01002104.1-processed-gene-0.50&CDS=1-2010
1745	OG0001745	YHR032W	augustus_masked-LQMZ01000755.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000755.1-processed-gene-0.0&CDS=1-1758
1746	OG0001746	YHR036W	augustus_masked-LQMZ01000121.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01000121.1-processed-gene-0.1&CDS=1-942
1747	OG0001747	YHR037W	augustus_masked-LQMZ01002473.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.76&CDS=1-1782
1748	OG0001748	YHR038W	augustus_masked-LQMZ01001714.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01001714.1-processed-gene-0.19&CDS=1-765
1749	OG0001749	YHR039C	augustus_masked-LQMZ01000970.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LQMZ01000970.1-processed-gene-0.46&CDS=1-1848
1750	OG0001750	YHR040W	augustus_masked-LQMZ01002334.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002334.1-processed-gene-0.1&CDS=1-1125
1751	OG0001751	YHR042W	maker-LQMZ01002442.1-augustus-gene-0.16-mRNA-1_1&gene=maker-LQMZ01002442.1-augustus-gene-0.16&CDS=1-2013
1752	OG0001752	YHR045W	augustus_masked-LQMZ01002473.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.89&CDS=1-1431
1753	OG0001753	YHR048W	augustus_masked-LQMZ01002443.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002443.1-processed-gene-0.2&CDS=1-1527
1754	OG0001754	YHR049W	augustus_masked-LQMZ01002176.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01002176.1-processed-gene-0.26&CDS=1-786
1755	OG0001755	YHR051W	maker-LQMZ01000906.1-augustus-gene-0.21-mRNA-1_1&gene=maker-LQMZ01000906.1-augustus-gene-0.21&CDS=1-429
1756	OG0001756	YHR052W	genemark-LQMZ01002186.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMZ01002186.1-processed-gene-0.23&CDS=1-2946
1757	OG0001757	YHR062C	augustus_masked-LQMZ01002411.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LQMZ01002411.1-processed-gene-0.42&CDS=1-927
1758	OG0001758	YHR063C	augustus_masked-LQMZ01001582.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01001582.1-processed-gene-0.17&CDS=1-1059
1759	OG0001759	YHR064C	augustus_masked-LQMZ01001977.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001977.1-processed-gene-0.0&CDS=1-1635
1760	OG0001760	YHR065C	augustus_masked-LQMZ01002261.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-LQMZ01002261.1-processed-gene-0.68&CDS=1-1455
1761	OG0001761	YHR067W	augustus_masked-LQMZ01002488.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002488.1-processed-gene-0.4&CDS=1-945
1762	OG0001762	YHR068W	snap_masked-LQMZ01000265.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LQMZ01000265.1-processed-gene-0.10&CDS=1-1572
1763	OG0001763	YHR069C	augustus_masked-LQMZ01001050.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001050.1-processed-gene-0.4&CDS=1-1062
1764	OG0001764	YHR070W	genemark-LQMZ01001050.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMZ01001050.1-processed-gene-0.7&CDS=1-1368
1765	OG0001765	YHR071W	augustus_masked-LQMZ01002473.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.115&CDS=1-939
1766	OG0001766	YHR072W	augustus_masked-LQMZ01000920.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000920.1-processed-gene-0.0&CDS=1-2184
1767	OG0001767	YHR072W-A	snap_masked-LQMZ01002297.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-LQMZ01002297.1-processed-gene-0.50&CDS=1-192
1768	OG0001768	YHR073W	augustus_masked-LQMZ01002517.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01002517.1-processed-gene-0.6&CDS=1-2496
1769	OG0001769	YHR074W	augustus_masked-LQMZ01002149.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-LQMZ01002149.1-processed-gene-0.68&CDS=1-2139
1770	OG0001770	YHR075C	augustus_masked-LQMZ01002149.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LQMZ01002149.1-processed-gene-0.56&CDS=1-1134
1771	OG0001771	YHR076W	snap_masked-LQMZ01000769.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LQMZ01000769.1-processed-gene-0.15&CDS=1-1107
1772	OG0001772	YHR077C	augustus_masked-LQMZ01000063.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01000063.1-processed-gene-0.10&CDS=1-4140
1773	OG0001773	YHR078W	genemark-LQMZ01001855.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMZ01001855.1-processed-gene-0.11&CDS=1-1857
1774	OG0001774	YHR079C	maker-LQMZ01001067.1-snap-gene-0.8-mRNA-1_1&gene=maker-LQMZ01001067.1-snap-gene-0.8&CDS=1-3435
1775	OG0001775	YHR079C-A	augustus_masked-LQMZ01001547.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001547.1-processed-gene-0.0&CDS=1-426
1776	OG0001776	YHR081W	augustus_masked-LQMZ01001067.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001067.1-processed-gene-0.4&CDS=1-663
1777	OG0001777	YHR084W	augustus_masked-LQMZ01002167.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002167.1-processed-gene-0.3&CDS=1-1665
1778	OG0001778	YHR085W	augustus_masked-LQMZ01001714.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01001714.1-processed-gene-0.20&CDS=1-1071
1779	OG0001779	YHR088W	augustus_masked-LQMZ01002488.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01002488.1-processed-gene-0.6&CDS=1-603
1780	OG0001780	YHR089C	augustus_masked-LQMZ01002291.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002291.1-processed-gene-0.2&CDS=1-633
1781	OG0001781	YHR090C	genemark-LQMZ01000906.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01000906.1-processed-gene-0.5&CDS=1-900
1782	OG0001782	YHR098C	augustus_masked-LQMZ01000906.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01000906.1-processed-gene-0.18&CDS=1-3048
1783	OG0001783	YHR099W	maker-LQMZ01002368.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQMZ01002368.1-augustus-gene-0.3&CDS=1-11373
1784	OG0001784	YHR100C	augustus_masked-LQMZ01002368.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002368.1-processed-gene-0.8&CDS=1-996
1785	OG0001785	YHR102W	maker-LQMZ01001462.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMZ01001462.1-snap-gene-0.0&CDS=1-2364
1786	OG0001786	YHR104W	augustus_masked-LQMZ01002374.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LQMZ01002374.1-processed-gene-0.31&CDS=1-954
1787	OG0001787	YHR107C	maker-LQMZ01002414.1-augustus-gene-0.51-mRNA-1_1&gene=maker-LQMZ01002414.1-augustus-gene-0.51&CDS=1-1188
1788	OG0001788	YHR109W	augustus_masked-LQMZ01002144.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002144.1-processed-gene-0.4&CDS=1-1800
1789	OG0001789	YHR110W	maker-LQMZ01001121.1-augustus-gene-0.50-mRNA-1_1&gene=maker-LQMZ01001121.1-augustus-gene-0.50&CDS=1-654
1790	OG0001790	YHR111W	augustus_masked-LQMZ01001121.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001121.1-processed-gene-0.2&CDS=1-1317
1791	OG0001791	YHR112C	augustus_masked-LQMZ01001022.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001022.1-processed-gene-0.2&CDS=1-1167
1792	OG0001792	YHR113W	augustus_masked-LQMZ01000927.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01000927.1-processed-gene-0.10&CDS=1-1485
1793	OG0001793	YHR114W	augustus_masked-LQMZ01002308.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01002308.1-processed-gene-0.16&CDS=1-1860
1794	OG0001794	YHR116W	augustus_masked-LQMZ01001500.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001500.1-processed-gene-0.5&CDS=1-444
1795	OG0001795	YHR119W	genemark-LQMZ01001522.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01001522.1-processed-gene-0.2&CDS=1-1770
1796	OG0001796	YHR120W	augustus_masked-LQMZ01000930.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000930.1-processed-gene-0.7&CDS=1-2856
1797	OG0001797	YHR122W	genemark-LQMZ01002513.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01002513.1-processed-gene-0.5&CDS=1-675
1798	OG0001798	YHR128W	augustus_masked-LQMZ01002473.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.81&CDS=1-654
1799	OG0001799	YHR132C	genemark-LQMZ01002120.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMZ01002120.1-processed-gene-0.17&CDS=1-1473
1800	OG0001800	YHR135C	genemark-LQMZ01001609.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01001609.1-processed-gene-0.8&CDS=1-1518
1801	OG0001801	YHR138C	snap_masked-LQMZ01001190.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LQMZ01001190.1-processed-gene-0.15&CDS=1-216
1802	OG0001802	YHR140W	augustus_masked-LQMZ01001704.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LQMZ01001704.1-processed-gene-0.47&CDS=1-705
1803	OG0001803	YHR142W	augustus_masked-LQMZ01000897.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000897.1-processed-gene-0.2&CDS=1-945
1804	OG0001804	YHR143W-A	augustus_masked-LQMZ01002480.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002480.1-processed-gene-0.1&CDS=1-219
1805	OG0001805	YHR144C	augustus_masked-LQMZ01000800.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LQMZ01000800.1-processed-gene-0.34&CDS=1-1053
1806	OG0001806	YHR147C	augustus_masked-LQMZ01002495.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002495.1-processed-gene-0.5&CDS=1-1482
1807	OG0001807	YHR150W	augustus_masked-LQMZ01001716.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001716.1-processed-gene-0.2&CDS=1-1611
1808	OG0001808	YHR154W	augustus_masked-LQMZ01002149.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LQMZ01002149.1-processed-gene-0.63&CDS=1-2526
1809	OG0001809	YHR164C	maker-LQMZ01000748.1-snap-gene-0.12-mRNA-1_1&gene=maker-LQMZ01000748.1-snap-gene-0.12&CDS=1-2094
1810	OG0001810	YHR165C	genemark-LQMZ01002393.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01002393.1-processed-gene-0.5&CDS=1-5208
1811	OG0001811	YHR166C	augustus_masked-LQMZ01001604.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMZ01001604.1-processed-gene-0.13&CDS=1-1806
1812	OG0001812	YHR168W	augustus_masked-LQMZ01002433.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.16&CDS=1-1662
1813	OG0001813	YHR169W	augustus_masked-LQMZ01002433.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.5&CDS=1-1317
1814	OG0001814	YHR170W	augustus_masked-LQMZ01002433.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.21&CDS=1-1551
1815	OG0001815	YHR171W	augustus_masked-LQMZ01002433.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.20&CDS=1-1935
1816	OG0001816	YHR172W	augustus_masked-LQMZ01002433.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.19&CDS=1-2502
1817	OG0001817	YHR175W	augustus_masked-LQMZ01002339.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002339.1-processed-gene-0.15&CDS=1-441
1818	OG0001818	YHR176W	augustus_masked-LQMZ01001592.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01001592.1-processed-gene-0.14&CDS=1-1494
1819	OG0001819	YHR177W	augustus_masked-LQMZ01000935.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000935.1-processed-gene-0.0&CDS=1-1791
1820	OG0001820	YHR178W	genemark-LQMZ01001831.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMZ01001831.1-processed-gene-0.6&CDS=1-1914
1821	OG0001821	YHR183W	augustus_masked-LQMZ01001840.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001840.1-processed-gene-0.1&CDS=1-1542
1822	OG0001822	YHR186C	maker-LQMZ01001184.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01001184.1-augustus-gene-0.1&CDS=1-5469
1823	OG0001823	YHR187W	augustus_masked-LQMZ01001302.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001302.1-processed-gene-0.0&CDS=1-891
1824	OG0001824	YHR188C	augustus_masked-LQMZ01001302.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001302.1-processed-gene-0.3&CDS=1-1968
1825	OG0001825	YHR189W	maker-LQMZ01002263.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01002263.1-augustus-gene-0.0&CDS=1-1833
1826	OG0001826	YHR190W	augustus_masked-LQMZ01000731.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LQMZ01000731.1-processed-gene-0.28&CDS=1-1332
1827	OG0001827	YHR191C	augustus_masked-LQMZ01000005.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01000005.1-processed-gene-0.14&CDS=1-474
1828	OG0001828	YHR193C	augustus_masked-LQMZ01001854.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001854.1-processed-gene-0.0&CDS=1-528
1829	OG0001829	YHR194W	augustus_masked-LQMZ01000859.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01000859.1-processed-gene-0.17&CDS=1-1530
1830	OG0001830	YHR196W	snap_masked-LQMZ01002176.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LQMZ01002176.1-processed-gene-0.19&CDS=1-1656
1831	OG0001831	YHR197W	genemark-LQMZ01001338.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMZ01001338.1-processed-gene-0.9&CDS=1-2178
1832	OG0001832	YHR200W	augustus_masked-LQMZ01002126.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01002126.1-processed-gene-0.12&CDS=1-2391
1833	OG0001833	YHR201C	augustus_masked-LQMZ01002404.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002404.1-processed-gene-0.2&CDS=1-1218
1834	OG0001834	YHR204W	augustus_masked-LQMZ01001927.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001927.1-processed-gene-0.1&CDS=1-1848
1835	OG0001835	YHR205W	genemark-LQMZ01001651.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01001651.1-processed-gene-0.3&CDS=1-2373
1836	OG0001836	YHR206W	genemark-LQMZ01002453.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMZ01002453.1-processed-gene-0.21&CDS=1-2139
1837	OG0001837	YHR207C	genemark-LQMZ01000104.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMZ01000104.1-processed-gene-0.46&CDS=1-1431
1838	OG0001838	YIL001W	augustus_masked-LQMZ01001324.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01001324.1-processed-gene-0.9&CDS=1-1830
1839	OG0001839	YIL002C	augustus_masked-LQMZ01002237.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002237.1-processed-gene-0.3&CDS=1-3039
1840	OG0001840	YIL003W	genemark-LQMZ01002216.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMZ01002216.1-processed-gene-0.10&CDS=1-888
1841	OG0001841	YIL005W	genemark-LQMZ01001031.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMZ01001031.1-processed-gene-0.17&CDS=1-2067
1842	OG0001842	YIL007C	augustus_masked-LQMZ01002251.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01002251.1-processed-gene-0.7&CDS=1-705
1843	OG0001843	YIL008W	augustus_masked-LQMZ01002251.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002251.1-processed-gene-0.15&CDS=1-303
1844	OG0001844	YIL010W	augustus_masked-LQMZ01002270.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002270.1-processed-gene-0.10&CDS=1-852
1845	OG0001845	YIL019W	augustus_masked-LQMZ01002392.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01002392.1-processed-gene-0.17&CDS=1-993
1846	OG0001846	YIL021W	augustus_masked-LQMZ01002392.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002392.1-processed-gene-0.18&CDS=1-939
1847	OG0001847	YIL022W	augustus_masked-LQMZ01002223.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01002223.1-processed-gene-0.17&CDS=1-1299
1848	OG0001848	YIL024C	genemark-LQMZ01001005.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01001005.1-processed-gene-0.0&CDS=1-993
1849	OG0001849	YIL026C	augustus_masked-LQMZ01000800.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LQMZ01000800.1-processed-gene-0.32&CDS=1-3297
1850	OG0001850	YIL027C	augustus_masked-LQMZ01002234.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01002234.1-processed-gene-0.12&CDS=1-408
1851	OG0001851	YIL030C	augustus_masked-LQMZ01002437.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01002437.1-processed-gene-0.24&CDS=1-4410
1852	OG0001852	YIL031W	augustus_masked-LQMZ01002361.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMZ01002361.1-processed-gene-0.13&CDS=1-3864
1853	OG0001853	YIL033C	augustus_masked-LQMZ01000799.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01000799.1-processed-gene-0.16&CDS=1-1404
1854	OG0001854	YIL034C	augustus_masked-LQMZ01002485.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LQMZ01002485.1-processed-gene-0.74&CDS=1-861
1855	OG0001855	YIL035C	augustus_masked-LQMZ01000750.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000750.1-processed-gene-0.7&CDS=1-1014
1856	OG0001856	YIL039W	genemark-LQMZ01002270.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQMZ01002270.1-processed-gene-0.43&CDS=1-1623
1857	OG0001857	YIL041W	augustus_masked-LQMZ01002251.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01002251.1-processed-gene-0.14&CDS=1-1047
1858	OG0001858	YIL042C	genemark-LQMZ01001912.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMZ01001912.1-processed-gene-0.6&CDS=1-1302
1859	OG0001859	YIL043C	augustus_masked-LQMZ01002505.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LQMZ01002505.1-processed-gene-0.41&CDS=1-885
1860	OG0001860	YIL044C	augustus_masked-LQMZ01001875.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001875.1-processed-gene-0.5&CDS=1-1176
1861	OG0001861	YIL046W	genemark-LQMZ01001650.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01001650.1-processed-gene-0.3&CDS=1-2034
1862	OG0001862	YIL047C	genemark-LQMZ01000880.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01000880.1-processed-gene-0.3&CDS=1-888
1863	OG0001863	YIL048W	augustus_masked-LQMZ01001685.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001685.1-processed-gene-0.0&CDS=1-1014
1864	OG0001864	YIL049W	genemark-LQMZ01001563.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMZ01001563.1-processed-gene-0.6&CDS=1-390
1865	OG0001865	YIL061C	augustus_masked-LQMZ01001669.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01001669.1-processed-gene-0.24&CDS=1-2085
1866	OG0001866	YIL064W	augustus_masked-LQMZ01001669.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01001669.1-processed-gene-0.20&CDS=1-741
1867	OG0001867	YIL065C	augustus_masked-LQMZ01002458.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQMZ01002458.1-processed-gene-0.29&CDS=1-462
1868	OG0001868	YIL067C	augustus_masked-LQMZ01000918.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01000918.1-processed-gene-0.21&CDS=1-2232
1869	OG0001869	YIL068C	augustus_masked-LQMZ01002151.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMZ01002151.1-processed-gene-0.13&CDS=1-5274
1870	OG0001870	YIL070C	maker-LQMZ01000878.1-snap-gene-0.27-mRNA-1_1&gene=maker-LQMZ01000878.1-snap-gene-0.27&CDS=1-1056
1871	OG0001871	YIL072W	augustus_masked-LQMZ01001831.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001831.1-processed-gene-0.5&CDS=1-1740
1872	OG0001872	YIL073C	snap_masked-LQMZ01001924.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMZ01001924.1-processed-gene-0.3&CDS=1-1779
1873	OG0001873	YIL075C	augustus_masked-LQMZ01002263.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQMZ01002263.1-processed-gene-0.29&CDS=1-2847
1874	OG0001874	YIL076W	augustus_masked-LQMZ01001704.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LQMZ01001704.1-processed-gene-0.42&CDS=1-948
1875	OG0001875	YIL078W	augustus_masked-LQMZ01001704.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LQMZ01001704.1-processed-gene-0.45&CDS=1-2238
1876	OG0001876	YIL083C	augustus_masked-LQMZ01001668.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001668.1-processed-gene-0.2&CDS=1-1029
1877	OG0001877	YIL087C	augustus_masked-LQMZ01000741.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000741.1-processed-gene-0.2&CDS=1-441
1878	OG0001878	YIL088C	augustus_masked-LQMZ01001392.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01001392.1-processed-gene-0.14&CDS=1-1848
1879	OG0001879	YIL090W	snap_masked-LQMZ01002313.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LQMZ01002313.1-processed-gene-0.5&CDS=1-1293
1880	OG0001880	YIL091C	augustus_masked-LQMZ01000741.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000741.1-processed-gene-0.3&CDS=1-2205
1881	OG0001881	YIL093C	genemark-LQMZ01002450.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01002450.1-processed-gene-0.2&CDS=1-849
1882	OG0001882	YIL094C	augustus_masked-LQMZ01002373.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002373.1-processed-gene-0.18&CDS=1-1128
1883	OG0001883	YIL096C	genemark-LQMZ01000544.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01000544.1-processed-gene-0.3&CDS=1-765
1884	OG0001884	YIL097W	augustus_masked-LQMZ01000544.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000544.1-processed-gene-0.7&CDS=1-783
1885	OG0001885	YIL098C	augustus_masked-LQMZ01001234.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001234.1-processed-gene-0.0&CDS=1-402
1886	OG0001886	YIL099W	maker-LQMZ01002232.1-snap-gene-0.21-mRNA-1_1&gene=maker-LQMZ01002232.1-snap-gene-0.21&CDS=1-1623
1887	OG0001887	YIL101C	augustus_masked-LQMZ01000926.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01000926.1-processed-gene-0.10&CDS=1-1911
1888	OG0001888	YIL103W	augustus_masked-LQMZ01000926.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000926.1-processed-gene-0.7&CDS=1-1290
1889	OG0001889	YIL104C	augustus_masked-LQMZ01000926.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01000926.1-processed-gene-0.8&CDS=1-1521
1890	OG0001890	YIL106W	augustus_masked-LQMZ01001070.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMZ01001070.1-processed-gene-0.25&CDS=1-804
1891	OG0001891	YIL107C	augustus_masked-LQMZ01000405.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000405.1-processed-gene-0.3&CDS=1-3102
1892	OG0001892	YIL108W	augustus_masked-LQMZ01001957.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001957.1-processed-gene-0.0&CDS=1-2193
1893	OG0001893	YIL109C	augustus_masked-LQMZ01002170.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01002170.1-processed-gene-0.26&CDS=1-2769
1894	OG0001894	YIL110W	augustus_masked-LQMZ01001753.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001753.1-processed-gene-0.1&CDS=1-1104
1895	OG0001895	YIL116W	genemark-LQMZ01000442.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01000442.1-processed-gene-0.1&CDS=1-996
1896	OG0001896	YIL118W	augustus_masked-LQMZ01001078.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01001078.1-processed-gene-0.6&CDS=1-663
1897	OG0001897	YIL124W	augustus_masked-LQMZ01000327.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01000327.1-processed-gene-0.10&CDS=1-879
