	OrthologID	Dekkera_bruxellensis	Saccharomyces_cerevisiae
1446	OG0001446	genemark-scaffold_15-processed-gene-0.154-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.154&CDS=1-3285	YBL008W
1447	OG0001447	genemark-scaffold_15-processed-gene-0.183-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.183&CDS=1-675	YLR323C
1448	OG0001448	snap_masked-scaffold_15-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-0.25&CDS=1-234	YLR325C
1449	OG0001449	genemark-scaffold_15-processed-gene-0.184-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.184&CDS=1-963	YFL031W
1450	OG0001450	genemark-scaffold_15-processed-gene-0.185-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.185&CDS=1-1128	YGR006W
1451	OG0001451	genemark-scaffold_15-processed-gene-0.156-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.156&CDS=1-1395	YGR005C
1452	OG0001452	maker-scaffold_16-augustus-gene-0.197-mRNA-1_1&gene=maker-scaffold_16-augustus-gene-0.197&CDS=1-2442	YGR173W
1453	OG0001453	genemark-scaffold_16-processed-gene-0.153-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.153&CDS=1-1953	YGL028C
1454	OG0001454	genemark-scaffold_16-processed-gene-0.122-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.122&CDS=1-324	YGL030W
1455	OG0001455	genemark-scaffold_16-processed-gene-0.123-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.123&CDS=1-1125	YML048W
1456	OG0001456	genemark-scaffold_16-processed-gene-0.155-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.155&CDS=1-1950	YDL017W
1457	OG0001457	maker-scaffold_16-snap-gene-0.188-mRNA-1_1&gene=maker-scaffold_16-snap-gene-0.188&CDS=1-2775	YGR276C
1458	OG0001458	genemark-scaffold_16-processed-gene-0.124-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.124&CDS=1-1548	YDR036C
1459	OG0001459	genemark-scaffold_16-processed-gene-0.159-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.159&CDS=1-2079	YPR159W
1460	OG0001460	augustus_masked-scaffold_16-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-0.97&CDS=1-1023	YEL004W
1461	OG0001461	genemark-scaffold_16-processed-gene-0.127-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.127&CDS=1-1338	YMR010W
1462	OG0001462	genemark-scaffold_16-processed-gene-0.128-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.128&CDS=1-930	YGL166W
1463	OG0001463	genemark-scaffold_16-processed-gene-0.166-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.166&CDS=1-1845	YFL053W
1464	OG0001464	genemark-scaffold_16-processed-gene-0.167-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.167&CDS=1-1992	YDR129C
1465	OG0001465	augustus_masked-scaffold_16-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-0.103&CDS=1-4911	YDR128W
1466	OG0001466	genemark-scaffold_16-processed-gene-0.131-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.131&CDS=1-1098	YDL209C
1467	OG0001467	maker-scaffold_16-snap-gene-0.190-mRNA-1_1&gene=maker-scaffold_16-snap-gene-0.190&CDS=1-2964	YHR065C
1468	OG0001468	genemark-scaffold_16-processed-gene-0.171-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.171&CDS=1-1059	YLR100W
1469	OG0001469	maker-scaffold_16-snap-gene-0.185-mRNA-1_1&gene=maker-scaffold_16-snap-gene-0.185&CDS=1-654	YML079W
1470	OG0001470	genemark-scaffold_16-processed-gene-0.136-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.136&CDS=1-1848	YDR026C
1471	OG0001471	snap_masked-scaffold_16-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-0.22&CDS=1-1704	YLR253W
1472	OG0001472	genemark-scaffold_16-processed-gene-0.138-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.138&CDS=1-1572	YMR210W
1473	OG0001473	genemark-scaffold_16-processed-gene-0.172-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.172&CDS=1-1680	YKR097W
1474	OG0001474	genemark-scaffold_16-processed-gene-0.173-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.173&CDS=1-3180	YPR029C
1475	OG0001475	genemark-scaffold_16-processed-gene-0.146-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.146&CDS=1-3108	YGR125W
1476	OG0001476	genemark-scaffold_16-processed-gene-0.147-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.147&CDS=1-1485	YHR109W
1477	OG0001477	genemark-scaffold_16-processed-gene-0.150-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.150&CDS=1-522	YLR435W
1478	OG0001478	genemark-scaffold_17-processed-gene-0.119-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.119&CDS=1-2025	YBR260C
1479	OG0001479	genemark-scaffold_17-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.97&CDS=1-315	YJR085C
1480	OG0001480	genemark-scaffold_17-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.98&CDS=1-2253	YMR167W
1481	OG0001481	genemark-scaffold_17-processed-gene-0.122-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.122&CDS=1-1095	YMR166C
1482	OG0001482	genemark-scaffold_17-processed-gene-0.124-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.124&CDS=1-2430	YMR049C
1483	OG0001483	genemark-scaffold_17-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.104&CDS=1-1551	YLL028W
1484	OG0001484	genemark-scaffold_17-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.105&CDS=1-1110	YBR018C
1485	OG0001485	genemark-scaffold_17-processed-gene-0.106-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.106&CDS=1-2049	YBR019C
1486	OG0001486	genemark-scaffold_17-processed-gene-0.109-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.109&CDS=1-1599	YLL055W
1487	OG0001487	genemark-scaffold_18-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.24&CDS=1-1083	YOR388C
1488	OG0001488	genemark-scaffold_18-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.27&CDS=1-2253	YMR155W
1489	OG0001489	genemark-scaffold_18-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.28&CDS=1-3819	YDR335W
1490	OG0001490	genemark-scaffold_18-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.11&CDS=1-1332	YDR316W
1491	OG0001491	genemark-scaffold_18-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.12&CDS=1-915	YDR302W
1492	OG0001492	genemark-scaffold_18-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.14&CDS=1-2208	YMR154C
1493	OG0001493	genemark-scaffold_18-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.15&CDS=1-1344	YDL090C
1494	OG0001494	genemark-scaffold_18-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.30&CDS=1-837	YPL199C
1495	OG0001495	genemark-scaffold_18-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.31&CDS=1-444	YPL225W
1496	OG0001496	genemark-scaffold_18-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.33&CDS=1-4695	YMR176W
1497	OG0001497	genemark-scaffold_19-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.1&CDS=1-1041	YOR007C
1498	OG0001498	genemark-scaffold_19-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.22&CDS=1-3783	YML002W
1499	OG0001499	genemark-scaffold_19-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.2&CDS=1-984	YOR006C
1500	OG0001500	maker-scaffold_19-snap-gene-0.113-mRNA-1_1&gene=maker-scaffold_19-snap-gene-0.113&CDS=1-3372	YPR047W
1501	OG0001501	genemark-scaffold_19-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.3&CDS=1-687	YBL038W
1502	OG0001502	genemark-scaffold_19-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.28&CDS=1-1443	YGL247W
1503	OG0001503	genemark-scaffold_19-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.5&CDS=1-1113	YHR085W
1504	OG0001504	maker-scaffold_19-snap-gene-0.115-mRNA-1_1&gene=maker-scaffold_19-snap-gene-0.115&CDS=1-1116	YHR040W
1505	OG0001505	genemark-scaffold_19-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.30&CDS=1-1044	YBR034C
1506	OG0001506	maker-scaffold_19-snap-gene-0.109-mRNA-1_1&gene=maker-scaffold_19-snap-gene-0.109&CDS=1-2334	YOL041C
1507	OG0001507	snap_masked-scaffold_19-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scaffold_19-processed-gene-0.80&CDS=1-1305	YAL013W
1508	OG0001508	genemark-scaffold_19-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.33&CDS=1-447	YOL040C
1509	OG0001509	genemark-scaffold_19-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.13&CDS=1-1062	YNL141W
1510	OG0001510	genemark-scaffold_19-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.34&CDS=1-1617	YDR188W
1511	OG0001511	snap_masked-scaffold_19-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scaffold_19-processed-gene-0.86&CDS=1-363	YBL078C
1512	OG0001512	genemark-scaffold_19-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.35&CDS=1-1479	YBL080C
1513	OG0001513	genemark-scaffold_19-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.18&CDS=1-1083	YKL060C
1514	OG0001514	snap_masked-scaffold_19-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scaffold_19-processed-gene-0.89&CDS=1-2022	YKL054C
1515	OG0001515	genemark-scaffold_19-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.37&CDS=1-1734	YKR056W
1516	OG0001516	genemark-scaffold_2-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.0&CDS=1-1917	YDR338C
1517	OG0001517	snap_masked-scaffold_2-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.56&CDS=1-4344	YDR027C
1518	OG0001518	snap_masked-scaffold_2-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.57&CDS=1-1971	YLL007C
1519	OG0001519	genemark-scaffold_2-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.15&CDS=1-2445	YLL008W
1520	OG0001520	genemark-scaffold_2-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.2&CDS=1-2031	YJL034W
1521	OG0001521	genemark-scaffold_2-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.16&CDS=1-1317	YLR363C
1522	OG0001522	genemark-scaffold_2-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.17&CDS=1-1083	YMR228W
1523	OG0001523	genemark-scaffold_2-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.4&CDS=1-1611	YMR227C
1524	OG0001524	augustus_masked-scaffold_2-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.30&CDS=1-771	YGL011C
1525	OG0001525	maker-scaffold_2-snap-gene-0.51-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.51&CDS=1-3879	YGL012W
1526	OG0001526	genemark-scaffold_2-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.6&CDS=1-906	YMR244W
1527	OG0001527	genemark-scaffold_2-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.7&CDS=1-1485	YMR243C
1528	OG0001528	genemark-scaffold_2-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.21&CDS=1-1632	YOR315W
1529	OG0001529	genemark-scaffold_2-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.11&CDS=1-1431	YGL194C
1530	OG0001530	genemark-scaffold_2-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.12&CDS=1-4161	YDL240W
1531	OG0001531	genemark-scaffold_2-processed-gene-1.82-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.82&CDS=1-3174	YMR231W
1532	OG0001532	genemark-scaffold_2-processed-gene-1.79-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.79&CDS=1-4254	YLR362W
1533	OG0001533	snap_masked-scaffold_2-processed-gene-1.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.15&CDS=1-279	YLR361C-A
1534	OG0001534	genemark-scaffold_2-processed-gene-1.81-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.81&CDS=1-1755	YLR361C
1535	OG0001535	genemark-scaffold_2-processed-gene-1.83-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.83&CDS=1-987	YOR115C
1536	OG0001536	augustus_masked-scaffold_2-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.68&CDS=1-1713	YDL201W
1537	OG0001537	maker-scaffold_2-snap-gene-1.4-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.4&CDS=1-1284	YDR229W
1538	OG0001538	genemark-scaffold_2-processed-gene-1.96-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.96&CDS=1-642	YIR005W
1539	OG0001539	genemark-scaffold_2-processed-gene-1.86-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.86&CDS=1-1752	YER007W
1540	OG0001540	genemark-scaffold_2-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.97&CDS=1-1440	YER154W
1541	OG0001541	genemark-scaffold_2-processed-gene-1.88-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.88&CDS=1-744	YIR030C
1542	OG0001542	augustus_masked-scaffold_2-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.73&CDS=1-1092	YMR161W
1543	OG0001543	maker-scaffold_2-snap-gene-1.11-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.11&CDS=1-6621	YGL150C
1544	OG0001544	genemark-scaffold_2-processed-gene-1.90-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.90&CDS=1-1218	YGL153W
1545	OG0001545	genemark-scaffold_2-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.104&CDS=1-3018	YFR030W
1546	OG0001546	genemark-scaffold_2-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.105&CDS=1-2001	YHL031C
1547	OG0001547	snap_masked-scaffold_2-processed-gene-1.49-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.49&CDS=1-795	YLL041C
1548	OG0001548	maker-scaffold_2-snap-gene-1.13-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.13&CDS=1-3324	YDL102W
1549	OG0001549	genemark-scaffold_2-processed-gene-1.92-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.92&CDS=1-3384	YGL141W
1550	OG0001550	genemark-scaffold_2-processed-gene-2.53-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.53&CDS=1-1080	YPL173W
1551	OG0001551	genemark-scaffold_2-processed-gene-2.65-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.65&CDS=1-1332	YOR259C
1552	OG0001552	genemark-scaffold_2-processed-gene-2.54-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.54&CDS=1-1446	YOR260W
1553	OG0001553	genemark-scaffold_2-processed-gene-2.66-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.66&CDS=1-1992	YBR163W
1554	OG0001554	genemark-scaffold_2-processed-gene-2.57-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.57&CDS=1-990	YOR246C
1555	OG0001555	genemark-scaffold_2-processed-gene-2.67-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.67&CDS=1-3327	YPL160W
1556	OG0001556	snap_masked-scaffold_2-processed-gene-2.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.17&CDS=1-3924	YOL144W
1557	OG0001557	genemark-scaffold_2-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.58&CDS=1-3477	YOL145C
1558	OG0001558	genemark-scaffold_2-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.70&CDS=1-3243	YMR287C
1559	OG0001559	genemark-scaffold_2-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.71&CDS=1-1086	YNR054C
1560	OG0001560	genemark-scaffold_2-processed-gene-2.72-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.72&CDS=1-510	YOL143C
1561	OG0001561	genemark-scaffold_2-processed-gene-2.59-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.59&CDS=1-1656	YDL101C
1562	OG0001562	genemark-scaffold_2-processed-gene-2.61-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.61&CDS=1-3858	YPL248C
1563	OG0001563	genemark-scaffold_2-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.75&CDS=1-2709	YGL008C
1564	OG0001564	genemark-scaffold_2-processed-gene-2.63-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.63&CDS=1-1125	YOL003C
1565	OG0001565	maker-scaffold_2-snap-gene-3.138-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.138&CDS=1-3873	YOL004W
1566	OG0001566	genemark-scaffold_2-processed-gene-3.0-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.0&CDS=1-378	YOL005C
1567	OG0001567	genemark-scaffold_2-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.5&CDS=1-1968	YMR001C
1568	OG0001568	genemark-scaffold_2-processed-gene-3.1-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.1&CDS=1-2355	YOL006C
1569	OG0001569	genemark-scaffold_2-processed-gene-3.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.6&CDS=1-927	YNL072W
1570	OG0001570	genemark-scaffold_2-processed-gene-3.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.7&CDS=1-945	YAL025C
1571	OG0001571	genemark-scaffold_2-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.8&CDS=1-627	YOR289W
1572	OG0001572	genemark-scaffold_2-processed-gene-3.3-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.3&CDS=1-543	YER042W
1573	OG0001573	maker-scaffold_2-snap-gene-3.133-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.133&CDS=1-2751	YJL154C
1574	OG0001574	genemark-scaffold_2-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.29&CDS=1-993	YDL065C
1575	OG0001575	genemark-scaffold_2-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.10&CDS=1-483	YDL064W
1576	OG0001576	genemark-scaffold_2-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.30&CDS=1-1896	YDL063C
1577	OG0001577	maker-scaffold_2-augustus-gene-3.145-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.145&CDS=1-2700	YLR397C
1578	OG0001578	augustus_masked-scaffold_2-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.73&CDS=1-1296	YKR063C
1579	OG0001579	genemark-scaffold_2-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.12&CDS=1-714	YER004W
1580	OG0001580	maker-scaffold_2-snap-gene-3.134-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.134&CDS=1-3714	YDL060W
1581	OG0001581	maker-scaffold_2-snap-gene-3.140-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.140&CDS=1-4107	YLR386W
1582	OG0001582	genemark-scaffold_2-processed-gene-3.39-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.39&CDS=1-858	YHR200W
1583	OG0001583	genemark-scaffold_2-processed-gene-3.40-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.40&CDS=1-4359	YJR137C
1584	OG0001584	genemark-scaffold_2-processed-gene-3.41-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.41&CDS=1-1602	YMR015C
1585	OG0001585	genemark-scaffold_2-processed-gene-3.43-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.43&CDS=1-384	YNL111C
1586	OG0001586	genemark-scaffold_2-processed-gene-3.18-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.18&CDS=1-828	YNL110C
1587	OG0001587	genemark-scaffold_2-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.19&CDS=1-663	YOR111W
1588	OG0001588	augustus_masked-scaffold_2-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.65&CDS=1-3861	YNL071W
1589	OG0001589	genemark-scaffold_2-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.23&CDS=1-1251	YGL215W
1590	OG0001590	genemark-scaffold_2-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.24&CDS=1-708	YGL037C
1591	OG0001591	genemark-scaffold_2-processed-gene-3.25-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.25&CDS=1-474	YER093C-A
1592	OG0001592	genemark-scaffold_2-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.26&CDS=1-1350	YNL217W
1593	OG0001593	genemark-scaffold_2-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.27&CDS=1-624	YOR221C
1594	OG0001594	genemark-scaffold_2-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.46&CDS=1-1737	YPL133C
1595	OG0001595	genemark-scaffold_2-processed-gene-4.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.7&CDS=1-1335	YHR002W
1596	OG0001596	genemark-scaffold_2-processed-gene-4.9-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.9&CDS=1-1374	YGL038C
1597	OG0001597	genemark-scaffold_2-processed-gene-4.10-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.10&CDS=1-1269	YLR321C
1598	OG0001598	genemark-scaffold_2-processed-gene-4.11-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.11&CDS=1-621	YAL003W
1599	OG0001599	maker-scaffold_2-snap-gene-4.118-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.118&CDS=1-4989	YGR200C
1600	OG0001600	genemark-scaffold_2-processed-gene-4.14-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.14&CDS=1-2157	YPR024W
1601	OG0001601	genemark-scaffold_2-processed-gene-4.30-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.30&CDS=1-3231	YIL026C
1602	OG0001602	genemark-scaffold_2-processed-gene-4.31-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.31&CDS=1-498	YDL004W
1603	OG0001603	genemark-scaffold_2-processed-gene-4.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.16&CDS=1-2172	YOR361C
1604	OG0001604	genemark-scaffold_2-processed-gene-4.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.33&CDS=1-339	YAL046C
1605	OG0001605	snap_masked-scaffold_2-processed-gene-4.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.105&CDS=1-867	YGR279C
1606	OG0001606	genemark-scaffold_2-processed-gene-4.36-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.36&CDS=1-2037	YNL039W
1607	OG0001607	genemark-scaffold_2-processed-gene-4.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.17&CDS=1-1212	YNL035C
1608	OG0001608	genemark-scaffold_2-processed-gene-4.38-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.38&CDS=1-417	YIL027C
1609	OG0001609	genemark-scaffold_2-processed-gene-4.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.21&CDS=1-1119	YIL094C
1610	OG0001610	genemark-scaffold_2-processed-gene-4.39-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.39&CDS=1-1389	YNL022C
1611	OG0001611	genemark-scaffold_2-processed-gene-4.22-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.22&CDS=1-2259	YNL021W
1612	OG0001612	genemark-scaffold_2-processed-gene-4.40-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.40&CDS=1-4113	YCR033W
1613	OG0001613	genemark-scaffold_2-processed-gene-4.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.23&CDS=1-1698	YJL194W
1614	OG0001614	genemark-scaffold_2-processed-gene-4.24-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.24&CDS=1-645	YNL131W
1615	OG0001615	genemark-scaffold_2-processed-gene-4.42-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.42&CDS=1-846	YOR100C
