	OrthologID	Candida_albicans	Saccharomyces_cerevisiae
3269	OG0003269	C2_09470C_A	YNL082W
3270	OG0003270	C1_14050C_A	YDR291W
3271	OG0003271	C1_09330W_A	YOR252W
3272	OG0003272	C1_08520C_A	YDR462W
3273	OG0003273	C3_04940W_A	YDL193W
3274	OG0003274	CR_00370W_A	YGR003W
3275	OG0003275	C6_02410W_A	YGL067W
3276	OG0003276	C4_06230C_A	YER005W
3277	OG0003277	C7_02310C_A	YML038C
3278	OG0003278	CR_04470W_A	YPL076W
3279	OG0003279	C4_00040W_A	YLR138W
3280	OG0003280	C1_09920W_A	YDR080W
3281	OG0003281	C1_01830C_A	YEL012W
3282	OG0003282	CR_10850C_A	YDL004W
3283	OG0003283	C1_01260C_A	YBR254C
3284	OG0003284	C1_08490W_A	YLR231C
3285	OG0003285	C4_05550C_A	YIL041W
3286	OG0003286	C3_01720C_A	YDL145C
3287	OG0003287	C1_04750W_A	YAL060W
3288	OG0003288	C1_12970C_A	YNL272C
3289	OG0003289	C1_01920W_A	YOL075C
3290	OG0003290	CR_00520C_A	YGR218W
3291	OG0003291	C2_07480W_A	YOR175C
3292	OG0003292	C1_03800W_A	YHR062C
3293	OG0003293	CR_01790C_A	YFL003C
3294	OG0003294	C1_11190W_B&Allele&of&C1_11190W_A	YPL051W
3295	OG0003295	C4_06500W_A	YGL207W
3296	OG0003296	C4_00650W_A	YIL116W
3297	OG0003297	C2_05930W_A	YDL067C
3298	OG0003298	C3_03100C_A	YPL254W
3299	OG0003299	CR_08660W_A	YHR165C
3300	OG0003300	C5_02340C_A	YHL007C
3301	OG0003301	C2_05260W_B&Allele&of&C2_05260W_A	YAR014C
3302	OG0003302	CR_07760W_A	YNR037C
3303	OG0003303	C3_07680W_A	YJR140C
3304	OG0003304	C4_02920W_A	YMR171C
3305	OG0003305	C2_05850C_A	YNL041C
3306	OG0003306	C6_00570C_A	YDR456W
3307	OG0003307	C4_01530C_A	YGR060W
3308	OG0003308	C3_00770C_A	YGL011C
3309	OG0003309	C2_09770C_A	YIL002C
3310	OG0003310	C4_03030C_A	YPL126W
3311	OG0003311	C7_01610W_A	YJL062W-A
3312	OG0003312	CR_02700W_A	YNL149C
3313	OG0003313	C7_03400C_A	YJL050W
3314	OG0003314	C4_04970C_A	YCL057C-A
3315	OG0003315	C2_08190W_A	YKL080W
3316	OG0003316	C4_05080C_A	YNR039C
3317	OG0003317	CR_10340W_A	YER075C
3318	OG0003318	CR_03030C_A	YGL103W
3319	OG0003319	C3_03710W_A	YLR220W
3320	OG0003320	C4_03560W_A	YGR261C
3321	OG0003321	C4_01450W_A	YLR196W
3322	OG0003322	C5_04780W_A	YLR015W
3323	OG0003323	C3_03680W_A	YDR294C
3324	OG0003324	CR_00230W_A	YJL039C
3325	OG0003325	C4_04430W_A	YKL142W
3326	OG0003326	C3_03180C_A	YLR209C
3327	OG0003327	C4_00670W_A	YJL093C
3328	OG0003328	C5_01290C_A	YOR125C
3329	OG0003329	C3_02320W_A	YMR108W
3330	OG0003330	C1_12680W_A	YMR131C
3331	OG0003331	C7_00550C_A	YOR168W
3332	OG0003332	C5_04910W_A	YGR271C-A
3333	OG0003333	C1_06560W_A	YGR117C
3334	OG0003334	C2_01200C_A	YDR028C
3335	OG0003335	C4_02290W_A	YOR196C
3336	OG0003336	C2_10770W_A	YDR045C
3337	OG0003337	C5_05120W_A	YJL014W
3338	OG0003338	C6_02420W_A	YPL206C
3339	OG0003339	C1_11250W_A	YER016W
3340	OG0003340	C1_08400C_A	YMR189W
3341	OG0003341	C1_07370C_A	YHR084W
3342	OG0003342	C3_04420W_A	YJR036C
3343	OG0003343	C1_10280C_A	YER004W
3344	OG0003344	C3_07380W_A	YBR062C
3345	OG0003345	C4_05220C_A	YOR249C
3346	OG0003346	C2_00030W_A	YKL125W
3347	OG0003347	C4_06430C_A	YEL052W
3348	OG0003348	C1_07660W_A	YKL014C
3349	OG0003349	C1_07550W_A	YKL018W
3350	OG0003350	C1_12820C_A	YBR154C
3351	OG0003351	C2_07430C_A	YDR400W
3352	OG0003352	C1_03270W_A	YMR114C
3353	OG0003353	C4_06790W_A	YLR243W
3354	OG0003354	C4_03390W_A	YDL212W
3355	OG0003355	CR_00640W_A	YNR016C
3356	OG0003356	CR_04380C_A	YDR238C
3357	OG0003357	C7_01730C_A	YJR086W
3358	OG0003358	CR_07090W_A	YLR305C
3359	OG0003359	C1_09780C_A	YLR047C
3360	OG0003360	C3_01300C_A	YNL036W
3361	OG0003361	C7_02840C_A	YMR015C
3362	OG0003362	CR_05180C_A	YLL041C
3363	OG0003363	CR_05080W_A	YPR036W
3364	OG0003364	C2_04710C_A	YNL229C
3365	OG0003365	C1_11910W_A	YOL072W
3366	OG0003366	C1_13970C_A	YBR215W
3367	OG0003367	C1_00430W_A	YFR021W
3368	OG0003368	C4_05860W_A	YNL153C
3369	OG0003369	C3_01910C_A	YDR276C
3370	OG0003370	C1_06390W_A	YJR099W
3371	OG0003371	C5_01210W_A	YKR001C
3372	OG0003372	C6_01910W_A	YDR226W
3373	OG0003373	C1_09860C_A	YKL028W
3374	OG0003374	C7_02940C_A	YOL023W
3375	OG0003375	C1_11510C_A	YPR061C
3376	OG0003376	C1_11160C_A	YIL008W
3377	OG0003377	CR_05800C_A	YLR104W
3378	OG0003378	C1_12830C_A	YOL087C
3379	OG0003379	C2_03870W_A	YFL017C
3380	OG0003380	C1_00590W_A	YOR187W
3381	OG0003381	CR_01400W_A	YIL094C
3382	OG0003382	C2_03410W_A	YHR098C
3383	OG0003383	C1_10380C_A	YNL161W
3384	OG0003384	C2_08020C_A	YGR058W
3385	OG0003385	C2_01640W_A	YBL007C
3386	OG0003386	C4_04290W_A	YGL233W
3387	OG0003387	C3_07210W_A	YBR213W
3388	OG0003388	CR_02360W_A	YLR174W
3389	OG0003389	C5_01480W_A	YLR068W
3390	OG0003390	CR_04540C_A	YIR015W
3391	OG0003391	CR_07510W_A	YER029C
3392	OG0003392	C1_09440W_A	YMR267W
3393	OG0003393	C3_04270C_A	YBR291C
3394	OG0003394	C3_07890W_A	YJR135W-A
3395	OG0003395	C1_00960C_A	YHR119W
3396	OG0003396	C5_00690C_A	YDR460W
3397	OG0003397	C3_01000W_A	YPL217C
3398	OG0003398	C1_06570W_A	YPR128C
3399	OG0003399	C5_02160W_A	YLR452C
3400	OG0003400	C6_03040C_A	YNL325C
3401	OG0003401	CR_03470W_A	YPL014W
3402	OG0003402	CR_02090C_A	YPL228W
3403	OG0003403	C2_02490C_A	YOR291W
3404	OG0003404	C1_12660W_A	YGL086W
3405	OG0003405	CR_09760W_A	YDR308C
3406	OG0003406	CR_00420W_A	YOL137W
3407	OG0003407	C6_00170C_A	YER151C
3408	OG0003408	C7_00760C_A	YLR050C
3409	OG0003409	C4_00340W_A	YHR076W
3410	OG0003410	C5_02480W_B&Allele&of&C5_02480W_A	YJR093C
3411	OG0003411	C4_06270C_A	YGL001C
3412	OG0003412	C3_04900W_A	YDL148C
3413	OG0003413	C4_00880W_A	YER168C
3414	OG0003414	C7_01300C_A	YDR013W
3415	OG0003415	C2_09140C_A	YFR030W
3416	OG0003416	CR_02140W_A	YGR152C
3417	OG0003417	C6_04450W_A	YHL014C
3418	OG0003418	C2_00150W_A	YHR002W
3419	OG0003419	C1_07890C_A	YGL234W
3420	OG0003420	C2_06430C_A	YLR251W
3421	OG0003421	C2_10710W_A	YMR260C
3422	OG0003422	C2_01840C_A	YJR052W
3423	OG0003423	C1_02610W_A	YJR138W
3424	OG0003424	C3_07780C_A	YIL115C
3425	OG0003425	CR_02160W_B&Allele&of&CR_02160W_A	YLR189C
3426	OG0003426	C1_06780W_A	YNL183C
3427	OG0003427	C2_02340C_B&Allele&of&C2_02340C_A	YJR125C
3428	OG0003428	C1_13200C_A	YLR107W
3429	OG0003429	C3_04680W_A	YDR382W
3430	OG0003430	C2_10840W_A	YBR073W
3431	OG0003431	CR_02650C_A	YKR071C
3432	OG0003432	C4_01140C_A	YKL053C-A
3433	OG0003433	C5_03360W_A	YPR187W
3434	OG0003434	C3_05130C_A	YGR144W
3435	OG0003435	C3_04860W_A	YLR403W
3436	OG0003436	C6_00990W_A	YMR063W
3437	OG0003437	C3_00760W_A	YGL012W
3438	OG0003438	CR_00400C_A	YGR002C
3439	OG0003439	C6_02190C_A	YNL307C
3440	OG0003440	C2_06190W_A	YER086W
3441	OG0003441	C5_02180C_A	YLR451W
3442	OG0003442	C5_02320C_A	YCR044C
3443	OG0003443	C4_00570C_A	YGR202C
3444	OG0003444	C2_03160C_A	YER070W
3445	OG0003445	C3_03880C_A	YJL053W
3446	OG0003446	C3_00500C_A	YPL151C
3447	OG0003447	C2_07350W_A	YEL032W
3448	OG0003448	C1_06130C_A	YFL031W
3449	OG0003449	CR_03640C_A	YGR028W
3450	OG0003450	C5_00480C_A	YMR079W
3451	OG0003451	C1_04670W_A	YPL001W
3452	OG0003452	C1_05230W_A	YKL144C
3453	OG0003453	C2_04120C_A	YOL041C
3454	OG0003454	C7_00260C_A	YLR001C
3455	OG0003455	C3_02480C_A	YKR066C
3456	OG0003456	C1_11100W_A	YMR009W
3457	OG0003457	C5_01920C_A	YOL065C
3458	OG0003458	C1_03340C_A	YPL094C
3459	OG0003459	C1_08260C_A	YPR073C
3460	OG0003460	C4_00260W_A	YJR119C
3461	OG0003461	CR_10740W_A	YCR086W
3462	OG0003462	C6_02580W_A	YMR285C
3463	OG0003463	C2_07100W_A	YNR023W
3464	OG0003464	C3_07700W_A	YHR049W
3465	OG0003465	C3_03840C_A	YOR250C
3466	OG0003466	C2_03910C_A	YHR204W
3467	OG0003467	C1_09880C_A	YCR063W
3468	OG0003468	C5_02350C_A	YKL090W
3469	OG0003469	C2_01120W_A	YJL034W
3470	OG0003470	C5_03800W_A	YML030W
3471	OG0003471	C7_01690W_A	YKL084W
3472	OG0003472	C2_03500W_A	YKL176C
3473	OG0003473	C3_05300C_A	YLR133W
3474	OG0003474	C2_08570W_A	YEL036C
3475	OG0003475	C1_02900C_A	YLR424W
3476	OG0003476	C1_11150W_A	YIL007C
3477	OG0003477	C3_07010W_A	YPL188W
3478	OG0003478	C1_03710C_A	YOR188W
3479	OG0003479	C3_00820W_A	YBL011W
3480	OG0003480	C7_01200C_A	YKR024C
3481	OG0003481	CR_03650W_A	YLR336C
3482	OG0003482	C3_00830C_A	YDL164C
3483	OG0003483	CR_03100W_A	YOL034W
3484	OG0003484	C1_01320W_A	YPR125W
3485	OG0003485	C5_01820W_A	YOR027W
3486	OG0003486	CR_05780W_A	YBR127C
3487	OG0003487	C4_03900C_A	YDL090C
3488	OG0003488	C1_08710W_A	YNL050C
3489	OG0003489	C2_00380C_A	YAR007C
3490	OG0003490	C2_07340W_A	YPR144C
3491	OG0003491	C3_05880C_A	YNL016W
3492	OG0003492	C5_01950C_A	YNL294C
3493	OG0003493	C5_01720C_A	YJL204C
3494	OG0003494	C5_00490C_A	YKL092C
3495	OG0003495	CR_09230C_A	YMR029C
3496	OG0003496	CR_03140C_A	YAL014C
3497	OG0003497	C1_14420W_A	YER143W
3498	OG0003498	C1_06400C_A	YPR045C
3499	OG0003499	C3_01490W_A	YOR096W
3500	OG0003500	C2_05140W_A	YAR019C
3501	OG0003501	C4_02830C_A	YJL033W
3502	OG0003502	C2_02350C_A	YDR159W
3503	OG0003503	CR_00780C_A	YFR015C
3504	OG0003504	C1_05170C_A	YOR042W
3505	OG0003505	C4_03170W_A	YDR288W
3506	OG0003506	C5_02980C_A	YHR105W
3507	OG0003507	C4_00350W_A	YDR323C
3508	OG0003508	C4_02700W_A	YER173W
3509	OG0003509	C1_09350W_A	YOR276W
3510	OG0003510	C1_04030W_A	YPL104W
3511	OG0003511	C6_01120C_A	YDR410C
3512	OG0003512	C3_02620C_A	YGL080W
3513	OG0003513	CR_03910C_A	YDR145W
3514	OG0003514	C7_03380W_A	YBL059C-A
3515	OG0003515	C2_10240W_A	YDL022W
3516	OG0003516	C6_04040C_A	YDR388W
3517	OG0003517	C4_00400W_A	YKL064W
3518	OG0003518	C2_08420W_A	YER142C
3519	OG0003519	C3_06600C_A	YMR211W
3520	OG0003520	C6_03400C_A	YDR529C
3521	OG0003521	C6_04310W_A	YOL147C
3522	OG0003522	C1_04340C_A	YMR010W
3523	OG0003523	C2_05500W_A	YPL078C
3524	OG0003524	CR_05940W_A	YBL016W
3525	OG0003525	C5_01740C_A	YCR097W
3526	OG0003526	C2_10140W_A	YMR223W
3527	OG0003527	C6_00530C_A	YOR159C
3528	OG0003528	C5_05130C_A	YDR196C
3529	OG0003529	CR_00290W_A	YGR161C
3530	OG0003530	C1_00330C_A	YDL165W
3531	OG0003531	C7_04200C_A	YKL205W
3532	OG0003532	C1_14380C_A	YPL005W
3533	OG0003533	C2_08310W_A	YDL217C
3534	OG0003534	CR_07580C_A	YER093C
3535	OG0003535	C1_08110W_A	YMR308C
3536	OG0003536	C2_02930C_A	YOR051C
3537	OG0003537	C7_00450C_A	YCL010C
3538	OG0003538	CR_01040C_A	YKL013C
3539	OG0003539	C4_00220C_A	YDL084W
3540	OG0003540	C3_05560W_A	YJL001W
3541	OG0003541	CR_08250C_A	YLL026W
3542	OG0003542	C6_01350W_A	YDR266C
3543	OG0003543	C4_06450W_A	YEL044W
3544	OG0003544	C1_04520C_A	YPL031C
3545	OG0003545	C2_05520W_A	YIL064W
3546	OG0003546	C1_13490C_A	YDL206W
3547	OG0003547	C2_01620W_A	YGL187C
3548	OG0003548	C7_02970W_A	YNR030W
3549	OG0003549	C7_02500C_A	YDR284C
3550	OG0003550	C1_00160C_A	YGR159C
3551	OG0003551	CR_04550W_A	YOL038W
3552	OG0003552	C1_02280C_A	YNL201C
3553	OG0003553	C1_07970C_B&Allele&of&C1_07970C_A	YHR079C
3554	OG0003554	CR_08040W_A	YNL092W
3555	OG0003555	C3_07830W_A	YLR377C
3556	OG0003556	C6_01970C_A	YOL127W
3557	OG0003557	C1_01250W_A	YER080W
3558	OG0003558	CR_00690C_A	YDR221W
3559	OG0003559	CR_08560C_A	YDL064W
3560	OG0003560	C4_02160C_A	YPL109C
3561	OG0003561	C2_05300C_A	YGR165W
3562	OG0003562	C6_01100W_A	YGR009C
3563	OG0003563	C1_05070C_A	YJL062W
3564	OG0003564	C3_04590W_A	YDR381W
3565	OG0003565	C1_02090C_A	YGR093W
3566	OG0003566	C3_05390C_A	YGR216C
3567	OG0003567	C2_10120W_A	YOR281C
3568	OG0003568	C4_05340W_A	YKL022C
3569	OG0003569	C2_09940W_A	YEL009C
3570	OG0003570	C2_06820C_A	YPR103W
3571	OG0003571	C2_09510C_A	YNL083W
3572	OG0003572	C6_03790C_A	YDR536W
3573	OG0003573	C3_06340W_A	YDR305C
3574	OG0003574	CR_10520C_A	YDR489W
3575	OG0003575	C5_01650C_A	YHR023W
3576	OG0003576	C3_01600W_A	YDL134C
3577	OG0003577	C4_05910C_A	YMR231W
3578	OG0003578	C1_09990W_A	YKL212W
3579	OG0003579	C3_06410C_A	YML019W
3580	OG0003580	C3_06800C_A	YLR128W
3581	OG0003581	C1_06110C_A	YBR170C
3582	OG0003582	CR_04120C_A	YHR120W
3583	OG0003583	C3_04390W_A	YEL027W
3584	OG0003584	C2_00770W_A	YOR289W
3585	OG0003585	C4_00520W_A	YLR008C
3586	OG0003586	C2_08180C_A	YKL082C
3587	OG0003587	CR_08960C_A	YDL028C
3588	OG0003588	C4_00790C_A	YMR167W
3589	OG0003589	C4_01870C_A	YMR220W
3590	OG0003590	C3_00260C_A	YBL098W
3591	OG0003591	C3_04450C_A	YMR244W
3592	OG0003592	C7_03710C_A	YPL268W
3593	OG0003593	C2_06300W_A	YLR298C
3594	OG0003594	CR_05970C_A	YDR375C
3595	OG0003595	C1_06630W_A	YPR135W
3596	OG0003596	C1_08030W_A	YOR122C
3597	OG0003597	C5_04660C_A	YGR172C
3598	OG0003598	CR_04810W_A	YNL178W
3599	OG0003599	CR_00320C_A	YKR048C
3600	OG0003600	C1_07460C_A	YDR331W
3601	OG0003601	CR_08630W_A	YHR166C
3602	OG0003602	C3_05070W_A	YER061C
3603	OG0003603	C3_04180W_A	YJL174W
3604	OG0003604	CR_01820W_A	YPL009C
3605	OG0003605	C2_09320C_A	YGR103W
3606	OG0003606	C2_09960W_A	YOR251C
3607	OG0003607	C3_00330W_A	YGR128C
3608	OG0003608	C5_04060C_A	YBR136W
3609	OG0003609	C5_00700C_B&Allele&of&C5_00700C_A	YOL052C
3610	OG0003610	C1_09010W_B&Allele&of&C1_09010W_A	YNL240C
3611	OG0003611	CR_08160W_A	YOR090C
3612	OG0003612	C1_09360C_A	YMR212C
3613	OG0003613	C3_00200C_A	YBR026C
3614	OG0003614	C5_04950C_B&Allele&of&C5_04950C_A	YGR266W
3615	OG0003615	C3_07150C_A	YOR369C
3616	OG0003616	C6_04180W_A	YIL137C
3617	OG0003617	C2_05090W_A	YBR142W
3618	OG0003618	C1_02300W_A	YJL179W
3619	OG0003619	C3_05200W_A	YOL121C
3620	OG0003620	C5_00040C_A	YLR088W
3621	OG0003621	C1_11420W_A	YCL059C
3622	OG0003622	CR_03530W_A	YKR016W
3623	OG0003623	C7_00600C_A	YOR166C
3624	OG0003624	C4_06770W_A	YDR205W
3625	OG0003625	C2_10860C_A	YDR047W
3626	OG0003626	CR_10400W_A	YHR013C
3627	OG0003627	C1_14280C_A	YDR432W
3628	OG0003628	C4_05270C_A	YDL059C
3629	OG0003629	CR_10780C_A	YOR126C
3630	OG0003630	C2_09430W_A	YOR063W
3631	OG0003631	C7_01480W_A	YOL003C
3632	OG0003632	CR_04020C_A	YOR257W
3633	OG0003633	C7_02030W_A	YMR186W
3634	OG0003634	CR_05660W_A	YGR245C
3635	OG0003635	C2_05830C_A	YIL104C
3636	OG0003636	CR_03740C_A	YDR236C
3637	OG0003637	C1_10940C_A	YHR110W
3638	OG0003638	C7_03700C_A	YBR247C
3639	OG0003639	C5_02700W_A	YMR019W
3640	OG0003640	C6_04220C_B&Allele&of&C6_04220C_A	YFL030W
3641	OG0003641	C6_03890C_A	YGL213C
3642	OG0003642	C4_01880W_A	YBR166C
3643	OG0003643	C1_12610W_A	YLR312W-A
3644	OG0003644	C4_06160W_A	YER007W
3645	OG0003645	C5_05380W_A	YDL147W
3646	OG0003646	C7_00180W_A	YJL157C
3647	OG0003647	C6_04160C_A	YCL054W
3648	OG0003648	C6_02790C_A	YOL063C
3649	OG0003649	C4_01760W_A	YPR051W
3650	OG0003650	C4_01260W_B&Allele&of&C4_01260W_A	YBR182C
3651	OG0003651	C1_14100W_A	YKR014C
3652	OG0003652	C3_01770C_A	YDL139C
3653	OG0003653	CR_00570W_A	YBR003W
3654	OG0003654	C1_10040W_A	YML130C
3655	OG0003655	C1_09450C_A	YML103C
3656	OG0003656	C2_00140W_A	YHR124W
3657	OG0003657	C4_05260W_A	YLR384C
3658	OG0003658	C1_13990W_A	YDR067C
3659	OG0003659	C1_02060W_A	YBL029C-A
3660	OG0003660	CR_01690C_A	YPL160W
3661	OG0003661	CR_03040C_A	YBR241C
3662	OG0003662	C1_03310W_A	YPR034W
3663	OG0003663	C2_03950W_A	YMR193W
3664	OG0003664	C2_04590C_A	YJL166W
3665	OG0003665	C1_14010W_A	YPR054W
3666	OG0003666	CR_03130W_A	YJR044C
3667	OG0003667	C7_00570W_A	YPR010C
3668	OG0003668	C1_06960W_A	YJR007W
3669	OG0003669	C1_12580W_A	YDR105C
3670	OG0003670	C5_01460W_A	YNL273W
3671	OG0003671	C3_04470W_A	YBL105C
3672	OG0003672	C1_07390W_A	YDR330W
3673	OG0003673	C7_00530C_A	YOL146W
3674	OG0003674	C6_01980C_A	YNL306W
3675	OG0003675	C1_04820C_A	YPL183W-A
3676	OG0003676	CR_02050C_A	YNL021W
3677	OG0003677	C2_07900W_A	YDL215C
3678	OG0003678	C3_00170C_A	YER072W
3679	OG0003679	C2_04990W_A	YOR060C
3680	OG0003680	C1_03540C_A	YJR118C
3681	OG0003681	C2_00950C_A	YBR087W
3682	OG0003682	C1_04960C_A	YML088W
3683	OG0003683	CR_01050C_A	YKL012W
3684	OG0003684	CR_02820W_A	YMR105C
3685	OG0003685	C6_02290C_A	YPL207W
3686	OG0003686	C1_14500C_A	YDR071C
3687	OG0003687	CR_07590W_A	YGL200C
3688	OG0003688	C4_01440W_A	YLR195C
3689	OG0003689	CR_06740W_A	YHR172W
3690	OG0003690	CM_00240W	Q0065
3691	OG0003691	C3_00840C_A	YER093C-A
3692	OG0003692	C1_00730C_A	YLR433C
3693	OG0003693	C2_10460C_A	YPL023C
3694	OG0003694	C2_03780C_A	YLR361C
3695	OG0003695	CR_02570C_A	YOR084W
3696	OG0003696	C5_04270C_A	YER043C
3697	OG0003697	C6_02260C_A	YGL137W
3698	OG0003698	C1_13010W_A	YLR067C
3699	OG0003699	C3_03390C_A	YPL252C
3700	OG0003700	C1_10470W_A	YBR251W
3701	OG0003701	C2_05920C_A	YLR395C
3702	OG0003702	C1_12200W_A	YKL165C
3703	OG0003703	C3_06230W_A	YDR430C
3704	OG0003704	C1_02710W_A	YFL022C
3705	OG0003705	C7_02480W_A	YDR231C
3706	OG0003706	C5_03390C_A	YHR128W
3707	OG0003707	C4_01740W_A	YBR091C
3708	OG0003708	C4_06810C_A	YDR189W
3709	OG0003709	C5_01320W_A	YDR477W
3710	OG0003710	C4_05680W_A	YFR034C
3711	OG0003711	C5_00930C_A	YLR178C
3712	OG0003712	CR_05900W_A	YJL044C
3713	OG0003713	C1_10100C_A	YER009W
3714	OG0003714	C5_01410C_A	YCL045C
3715	OG0003715	C4_00620C_A	YML055W
3716	OG0003716	C4_04590W_A	YMR272C
3717	OG0003717	C3_04820C_A	YDR170C
3718	OG0003718	C7_01180W_A	YOL009C
3719	OG0003719	C7_02300W_A	YDR349C
3720	OG0003720	C1_05930C_A	YBR281C
3721	OG0003721	C1_09370W_A	YMR213W
3722	OG0003722	C1_00310W_A	YOR161C
3723	OG0003723	C2_07470W_A	YLR272C
3724	OG0003724	CR_01370C_A	YDR337W
3725	OG0003725	C2_08160C_A	YPR028W
3726	OG0003726	C7_01350C_A	YNL315C
3727	OG0003727	C3_01210C_A	YDL002C
3728	OG0003728	CR_06980W_A	YNL260C
3729	OG0003729	C6_02270C_A	YNL048W
3730	OG0003730	C2_07610C_A	YDR333C
3731	OG0003731	C2_08960C_A	YPL066W
3732	OG0003732	CR_01130W_A	YDR128W
3733	OG0003733	CR_05220C_A	YHL032C
3734	OG0003734	C1_06710W_A	YDL108W
3735	OG0003735	CR_04180C_A	YNL059C
3736	OG0003736		YAL051W, YOR363C
3737	OG0003737		YCR106W, YLL054C
3738	OG0003738		YER160C, YLR035C-A
