	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035686_Cyberlindnera_saturnus
1480	OG0001480	YFL039C	maker-flattened_line_13-augustus-gene-3.53-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-3.53&CDS=1-1128
1481	OG0001481	YFL040W	snap_masked-flattened_line_0-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.100&CDS=1-1950
1482	OG0001482	YFL042C	augustus_masked-flattened_line_0-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.10&CDS=1-2232
1483	OG0001483	YFL044C	augustus_masked-flattened_line_68-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.157&CDS=1-906
1484	OG0001484	YFL045C	augustus_masked-flattened_line_68-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.154&CDS=1-750
1485	OG0001485	YFL046W	augustus_masked-flattened_line_68-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.127&CDS=1-594
1486	OG0001486	YFL049W	augustus_masked-flattened_line_36-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.68&CDS=1-1782
1487	OG0001487	YFL055W	augustus_masked-flattened_line_44-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.170&CDS=1-1602
1488	OG0001488	YFR001W	augustus_masked-flattened_line_42-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.135&CDS=1-621
1489	OG0001489	YFR002W	augustus_masked-flattened_line_21-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.66&CDS=1-2517
1490	OG0001490	YFR004W	augustus_masked-flattened_line_52-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.164&CDS=1-930
1491	OG0001491	YFR005C	augustus_masked-flattened_line_52-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.191&CDS=1-1302
1492	OG0001492	YFR006W	augustus_masked-flattened_line_0-processed-gene-11.289-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.289&CDS=1-1398
1493	OG0001493	YFR007W	augustus_masked-flattened_line_6-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.56&CDS=1-1020
1494	OG0001494	YFR009W	augustus_masked-flattened_line_25-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.85&CDS=1-2256
1495	OG0001495	YFR010W	maker-flattened_line_66-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.54&CDS=1-3495
1496	OG0001496	YFR011C	maker-flattened_line_66-augustus-gene-0.119-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.119&CDS=1-456
1497	OG0001497	YFR015C	augustus_masked-flattened_line_0-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.77&CDS=1-2052
1498	OG0001498	YFR016C	augustus_masked-flattened_line_6-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.129&CDS=1-2307
1499	OG0001499	YFR018C	augustus_masked-flattened_line_27-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.72&CDS=1-969
1500	OG0001500	YFR019W	augustus_masked-flattened_line_27-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.58&CDS=1-7662
1501	OG0001501	YFR021W	maker-flattened_line_27-augustus-gene-0.45-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.45&CDS=1-4635
1502	OG0001502	YFR024C-A	maker-flattened_line_68-augustus-gene-0.124-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.124&CDS=1-1209
1503	OG0001503	YFR025C	augustus_masked-flattened_line_158-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.10&CDS=1-954
1504	OG0001504	YFR027W	snap_masked-flattened_line_9-processed-gene-4.21-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.21&CDS=1-762
1505	OG0001505	YFR028C	maker-flattened_line_84-augustus-gene-0.44-mRNA-1_1&gene=maker-flattened_line_84-augustus-gene-0.44&CDS=1-1557
1506	OG0001506	YFR029W	augustus_masked-flattened_line_50-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.104&CDS=1-1827
1507	OG0001507	YFR030W	augustus_masked-flattened_line_19-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.17&CDS=1-3159
1508	OG0001508	YFR031C	augustus_masked-flattened_line_19-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.34&CDS=1-3510
1509	OG0001509	YFR032C	maker-flattened_line_19-augustus-gene-1.49-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-1.49&CDS=1-879
1510	OG0001510	YFR034C	augustus_masked-flattened_line_19-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.39&CDS=1-1443
1511	OG0001511	YFR037C	maker-flattened_line_32-augustus-gene-1.291-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.291&CDS=1-3003
1512	OG0001512	YFR038W	augustus_masked-flattened_line_32-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.219&CDS=1-2358
1513	OG0001513	YFR041C	augustus_masked-flattened_line_90-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.77&CDS=1-891
1514	OG0001514	YFR042W	snap_masked-flattened_line_90-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.26&CDS=1-627
1515	OG0001515	YFR044C	snap_masked-flattened_line_32-processed-gene-1.191-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.191&CDS=1-1467
1516	OG0001516	YFR045W	augustus_masked-flattened_line_0-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.130&CDS=1-1089
1517	OG0001517	YFR047C	augustus_masked-flattened_line_27-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.65&CDS=1-891
1518	OG0001518	YFR048W	augustus_masked-flattened_line_0-processed-gene-10.143-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.143&CDS=1-1593
1519	OG0001519	YFR050C	augustus_masked-flattened_line_0-processed-gene-10.148-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.148&CDS=1-810
1520	OG0001520	YFR051C	augustus_masked-flattened_line_0-processed-gene-10.168-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.168&CDS=1-1572
1521	OG0001521	YFR052W	augustus_masked-flattened_line_17-processed-gene-2.253-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.253&CDS=1-843
1522	OG0001522	YGL001C	augustus_masked-flattened_line_36-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.55&CDS=1-1047
1523	OG0001523	YGL003C	augustus_masked-flattened_line_6-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.181&CDS=1-1491
1524	OG0001524	YGL004C	augustus_masked-flattened_line_29-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.54&CDS=1-1161
1525	OG0001525	YGL005C	augustus_masked-flattened_line_29-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.55&CDS=1-840
1526	OG0001526	YGL006W	augustus_masked-flattened_line_29-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.56&CDS=1-3600
1527	OG0001527	YGL008C	augustus_masked-flattened_line_36-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.59&CDS=1-2694
1528	OG0001528	YGL009C	augustus_masked-flattened_line_29-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-2.88&CDS=1-2331
1529	OG0001529	YGL010W	augustus_masked-flattened_line_76-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.23&CDS=1-528
1530	OG0001530	YGL011C	augustus_masked-flattened_line_32-processed-gene-1.268-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.268&CDS=1-729
1531	OG0001531	YGL012W	augustus_masked-flattened_line_32-processed-gene-1.230-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.230&CDS=1-1359
1532	OG0001532	YGL016W	augustus_masked-flattened_line_29-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.71&CDS=1-3423
1533	OG0001533	YGL017W	snap_masked-flattened_line_76-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.112&CDS=1-993
1534	OG0001534	YGL018C	augustus_masked-flattened_line_76-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.26&CDS=1-555
1535	OG0001535	YGL019W	augustus_masked-flattened_line_76-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.27&CDS=1-684
1536	OG0001536	YGL020C	augustus_masked-flattened_line_76-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.53&CDS=1-507
1537	OG0001537	YGL022W	augustus_masked-flattened_line_32-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.225&CDS=1-2175
1538	OG0001538	YGL023C	augustus_masked-flattened_line_32-processed-gene-1.266-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.266&CDS=1-1425
1539	OG0001539	YGL026C	augustus_masked-flattened_line_19-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.28&CDS=1-2085
1540	OG0001540	YGL027C	augustus_masked-flattened_line_104-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.65&CDS=1-2439
1541	OG0001541	YGL028C	maker-flattened_line_104-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_104-snap-gene-0.1&CDS=1-4041
1542	OG0001542	YGL030W	augustus_masked-flattened_line_104-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.70&CDS=1-315
1543	OG0001543	YGL033W	maker-flattened_line_104-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_104-augustus-gene-0.73&CDS=1-660
1544	OG0001544	YGL036W	augustus_masked-flattened_line_29-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.79&CDS=1-2445
1545	OG0001545	YGL037C	augustus_masked-flattened_line_29-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.62&CDS=1-684
1546	OG0001546	YGL038C	augustus_masked-flattened_line_0-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.30&CDS=1-1167
1547	OG0001547	YGL040C	augustus_masked-flattened_line_94-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.66&CDS=1-1023
1548	OG0001548	YGL043W	augustus_masked-flattened_line_78-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.112&CDS=1-1077
1549	OG0001549	YGL045W	maker-flattened_line_29-snap-gene-0.102-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-0.102&CDS=1-1716
1550	OG0001550	YGL047W	augustus_masked-flattened_line_38-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.57&CDS=1-504
1551	OG0001551	YGL048C	augustus_masked-flattened_line_38-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.100&CDS=1-1191
1552	OG0001552	YGL050W	augustus_masked-flattened_line_6-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.141&CDS=1-834
1553	OG0001553	YGL054C	maker-flattened_line_68-augustus-gene-0.125-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.125&CDS=1-402
1554	OG0001554	YGL055W	augustus_masked-flattened_line_13-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.108&CDS=1-1419
1555	OG0001555	YGL058W	augustus_masked-flattened_line_78-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.73&CDS=1-486
1556	OG0001556	YGL059W	augustus_masked-flattened_line_78-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.99&CDS=1-1383
1557	OG0001557	YGL064C	snap_masked-flattened_line_121-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.12&CDS=1-1665
1558	OG0001558	YGL065C	augustus_masked-flattened_line_23-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.106&CDS=1-1491
1559	OG0001559	YGL066W	augustus_masked-flattened_line_23-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.111&CDS=1-1260
1560	OG0001560	YGL067W	genemark-flattened_line_6-processed-gene-4.44-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.44&CDS=1-1062
1561	OG0001561	YGL068W	augustus_masked-flattened_line_36-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.70&CDS=1-486
1562	OG0001562	YGL070C	maker-flattened_line_36-augustus-gene-0.105-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.105&CDS=1-339
1563	OG0001563	YGL073W	maker-flattened_line_40-augustus-gene-0.115-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.115&CDS=1-2292
1564	OG0001564	YGL078C	augustus_masked-flattened_line_15-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.70&CDS=1-1536
1565	OG0001565	YGL079W	augustus_masked-flattened_line_15-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.66&CDS=1-504
1566	OG0001566	YGL080W	maker-flattened_line_40-augustus-gene-0.109-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.109&CDS=1-351
1567	OG0001567	YGL083W	maker-flattened_line_29-augustus-gene-1.118-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-1.118&CDS=1-2277
1568	OG0001568	YGL084C	augustus_masked-flattened_line_27-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.145&CDS=1-1629
1569	OG0001569	YGL085W	augustus_masked-flattened_line_27-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.128&CDS=1-2430
1570	OG0001570	YGL087C	augustus_masked-flattened_line_27-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.144&CDS=1-411
1571	OG0001571	YGL091C	augustus_masked-flattened_line_13-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.42&CDS=1-987
1572	OG0001572	YGL092W	augustus_masked-flattened_line_13-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.19&CDS=1-4011
1573	OG0001573	YGL094C	augustus_masked-flattened_line_4-processed-gene-4.221-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.221&CDS=1-3234
1574	OG0001574	YGL095C	augustus_masked-flattened_line_4-processed-gene-4.265-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.265&CDS=1-1812
1575	OG0001575	YGL097W	augustus_masked-flattened_line_11-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.115&CDS=1-1425
1576	OG0001576	YGL099W	augustus_masked-flattened_line_27-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.0&CDS=1-1851
1577	OG0001577	YGL100W	augustus_masked-flattened_line_13-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.87&CDS=1-996
1578	OG0001578	YGL103W	maker-flattened_line_13-augustus-gene-1.74-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.74&CDS=1-447
1579	OG0001579	YGL105W	maker-flattened_line_13-snap-gene-1.6-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-1.6&CDS=1-2253
1580	OG0001580	YGL106W	maker-flattened_line_13-augustus-gene-1.76-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.76&CDS=1-426
1581	OG0001581	YGL108C	augustus_masked-flattened_line_94-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.70&CDS=1-411
1582	OG0001582	YGL110C	augustus_masked-flattened_line_13-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.15&CDS=1-1698
1583	OG0001583	YGL111W	augustus_masked-flattened_line_13-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.40&CDS=1-1188
1584	OG0001584	YGL112C	augustus_masked-flattened_line_94-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.44&CDS=1-1407
1585	OG0001585	YGL113W	augustus_masked-flattened_line_94-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.68&CDS=1-1854
1586	OG0001586	YGL114W	augustus_masked-flattened_line_2-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.110&CDS=1-1995
1587	OG0001587	YGL115W	augustus_masked-flattened_line_2-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.131&CDS=1-1008
1588	OG0001588	YGL116W	augustus_masked-flattened_line_2-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.111&CDS=1-1485
1589	OG0001589	YGL119W	augustus_masked-flattened_line_50-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.148&CDS=1-1590
1590	OG0001590	YGL120C	augustus_masked-flattened_line_50-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.106&CDS=1-2172
1591	OG0001591	YGL122C	snap_masked-flattened_line_0-processed-gene-4.3-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.3&CDS=1-1347
1592	OG0001592	YGL123W	augustus_masked-flattened_line_0-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.58&CDS=1-759
1593	OG0001593	YGL124C	augustus_masked-flattened_line_9-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.72&CDS=1-1557
1594	OG0001594	YGL125W	augustus_masked-flattened_line_2-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.105&CDS=1-1794
1595	OG0001595	YGL127C	augustus_masked-flattened_line_32-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.89&CDS=1-465
1596	OG0001596	YGL129C	augustus_masked-flattened_line_170-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.8&CDS=1-1272
1597	OG0001597	YGL130W	augustus_masked-flattened_line_100-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.26&CDS=1-1296
1598	OG0001598	YGL131C	augustus_masked-flattened_line_100-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.28&CDS=1-3753
1599	OG0001599	YGL136C	augustus_masked-flattened_line_13-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-0.108&CDS=1-888
1600	OG0001600	YGL137W	augustus_masked-flattened_line_13-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-0.133&CDS=1-2547
1601	OG0001601	YGL138C	snap_masked-flattened_line_13-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.9&CDS=1-1311
1602	OG0001602	YGL140C	augustus_masked-flattened_line_46-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.51&CDS=1-3099
1603	OG0001603	YGL141W	augustus_masked-flattened_line_2-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.121&CDS=1-2859
1604	OG0001604	YGL142C	augustus_masked-flattened_line_4-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.23&CDS=1-1554
1605	OG0001605	YGL143C	augustus_masked-flattened_line_4-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.25&CDS=1-1107
1606	OG0001606	YGL144C	snap_masked-flattened_line_4-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.74&CDS=1-2055
1607	OG0001607	YGL145W	augustus_masked-flattened_line_4-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.50&CDS=1-2112
1608	OG0001608	YGL148W	augustus_masked-flattened_line_17-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.57&CDS=1-1122
1609	OG0001609	YGL150C	maker-flattened_line_9-augustus-gene-4.75-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-4.75&CDS=1-3984
1610	OG0001610	YGL151W	augustus_masked-flattened_line_9-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.142&CDS=1-2706
