	OrthologID	Candida_parapsilosis	Saccharomyces_cerevisiae
1451	OG0001451	snap_masked-Contig005807-processed-gene-5.36-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.36&CDS=1-2409	YOR112W
1452	OG0001452	snap_masked-Contig005807-processed-gene-5.37-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.37&CDS=1-2748	YOR113W
1453	OG0001453	snap_masked-Contig005807-processed-gene-5.39-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.39&CDS=1-501	YKL056C
1454	OG0001454	snap_masked-Contig005807-processed-gene-5.40-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.40&CDS=1-2481	YHR028C
1455	OG0001455	snap_masked-Contig005807-processed-gene-5.41-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.41&CDS=1-1224	YOL125W
1456	OG0001456	snap_masked-Contig005807-processed-gene-5.24-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.24&CDS=1-1389	YMR014W
1457	OG0001457	snap_masked-Contig005807-processed-gene-5.42-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.42&CDS=1-2142	YKL055C
1458	OG0001458	maker-Contig005807-augustus-gene-5.60-mRNA-1_1&gene=maker-Contig005807-augustus-gene-5.60&CDS=1-429	YGL106W
1459	OG0001459	snap_masked-Contig005807-processed-gene-5.43-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.43&CDS=1-1179	YNL001W
1460	OG0001460	snap_masked-Contig005807-processed-gene-5.44-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.44&CDS=1-1074	YBL033C
1461	OG0001461	maker-Contig005807-snap-gene-5.55-mRNA-1_1&gene=maker-Contig005807-snap-gene-5.55&CDS=1-561	YGR029W
1462	OG0001462	augustus_masked-Contig005807-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-5.146&CDS=1-1179	YGL105W
1463	OG0001463	snap_masked-Contig005807-processed-gene-5.27-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.27&CDS=1-3180	YIL130W
1464	OG0001464	snap_masked-Contig005807-processed-gene-5.29-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-5.29&CDS=1-900	YGR158C
1465	OG0001465	snap_masked-Contig005807-processed-gene-6.34-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.34&CDS=1-2583	YGR157W
1466	OG0001466	maker-Contig005807-snap-gene-6.133-mRNA-1_1&gene=maker-Contig005807-snap-gene-6.133&CDS=1-1686	YNL112W
1467	OG0001467	snap_masked-Contig005807-processed-gene-6.36-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.36&CDS=1-375	YNL113W
1468	OG0001468	maker-Contig005807-snap-gene-6.135-mRNA-1_1&gene=maker-Contig005807-snap-gene-6.135&CDS=1-3675	YMR269W
1469	OG0001469	maker-Contig005807-augustus-gene-6.78-mRNA-1_1&gene=maker-Contig005807-augustus-gene-6.78&CDS=1-6003	YPL160W
1470	OG0001470	snap_masked-Contig005807-processed-gene-6.42-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.42&CDS=1-849	YML105C
1471	OG0001471	snap_masked-Contig005807-processed-gene-6.43-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.43&CDS=1-2301	YER091C
1472	OG0001472	snap_masked-Contig005807-processed-gene-6.44-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.44&CDS=1-1185	YBL058W
1473	OG0001473	snap_masked-Contig005807-processed-gene-6.45-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.45&CDS=1-4356	YER090W
1474	OG0001474	snap_masked-Contig005807-processed-gene-6.46-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.46&CDS=1-1707	YBL054W
1475	OG0001475	snap_masked-Contig005807-processed-gene-6.68-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.68&CDS=1-585	YBL057C
1476	OG0001476	augustus_masked-Contig005807-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-6.9&CDS=1-1158	YBL055C
1477	OG0001477	genemark-Contig005807-processed-gene-6.122-mRNA-1_1&gene=genemark-Contig005807-processed-gene-6.122&CDS=1-2019	YBL052C
1478	OG0001478	snap_masked-Contig005807-processed-gene-6.71-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.71&CDS=1-879	YBL050W
1479	OG0001479	snap_masked-Contig005807-processed-gene-6.49-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.49&CDS=1-615	YJR112W
1480	OG0001480	snap_masked-Contig005807-processed-gene-6.72-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.72&CDS=1-948	YDR337W
1481	OG0001481	maker-Contig005807-augustus-gene-6.79-mRNA-1_1&gene=maker-Contig005807-augustus-gene-6.79&CDS=1-1881	YIL094C
1482	OG0001482	snap_masked-Contig005807-processed-gene-6.73-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.73&CDS=1-1086	YNL035C
1483	OG0001483	snap_masked-Contig005807-processed-gene-6.52-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.52&CDS=1-1956	YNL039W
1484	OG0001484	snap_masked-Contig005807-processed-gene-6.56-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.56&CDS=1-3477	YJR109C
1485	OG0001485	snap_masked-Contig005807-processed-gene-6.74-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.74&CDS=1-1548	YBL051C
1486	OG0001486	augustus_masked-Contig005807-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-6.19&CDS=1-3324	YGR125W
1487	OG0001487	snap_masked-Contig005807-processed-gene-6.62-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-6.62&CDS=1-600	YDL046W
1488	OG0001488	snap_masked-Contig005807-processed-gene-7.89-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.89&CDS=1-2853	YCR017C
1489	OG0001489	maker-Contig005807-snap-gene-7.38-mRNA-1_1&gene=maker-Contig005807-snap-gene-7.38&CDS=1-1227	YBR039W
1490	OG0001490	snap_masked-Contig005807-processed-gene-7.90-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.90&CDS=1-2034	YER113C
1491	OG0001491	snap_masked-Contig005807-processed-gene-7.91-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.91&CDS=1-2298	YBL084C
1492	OG0001492	snap_masked-Contig005807-processed-gene-7.106-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.106&CDS=1-2397	YMR078C
1493	OG0001493	snap_masked-Contig005807-processed-gene-7.107-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.107&CDS=1-6402	YJL207C
1494	OG0001494	maker-Contig005807-augustus-gene-7.84-mRNA-1_1&gene=maker-Contig005807-augustus-gene-7.84&CDS=1-1974	YHL002W
1495	OG0001495	snap_masked-Contig005807-processed-gene-7.110-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.110&CDS=1-807	YKL007W
1496	OG0001496	maker-Contig005807-snap-gene-7.40-mRNA-1_1&gene=maker-Contig005807-snap-gene-7.40&CDS=1-4995	YKL010C
1497	OG0001497	snap_masked-Contig005807-processed-gene-7.96-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.96&CDS=1-1989	YDR365C
1498	OG0001498	snap_masked-Contig005807-processed-gene-7.112-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.112&CDS=1-1824	YOR118W
1499	OG0001499	snap_masked-Contig005807-processed-gene-7.113-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.113&CDS=1-714	YDR367W
1500	OG0001500	augustus_masked-Contig005807-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-7.9&CDS=1-3216	YHR111W
1501	OG0001501	augustus_masked-Contig005807-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-7.10&CDS=1-1305	YDR363W
1502	OG0001502	snap_masked-Contig005807-processed-gene-7.100-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.100&CDS=1-6549	YCR032W
1503	OG0001503	genemark-Contig005807-processed-gene-7.70-mRNA-1_1&gene=genemark-Contig005807-processed-gene-7.70&CDS=1-1416	YJL193W
1504	OG0001504	genemark-Contig005807-processed-gene-7.54-mRNA-1_1&gene=genemark-Contig005807-processed-gene-7.54&CDS=1-153	YJL189W
1505	OG0001505	snap_masked-Contig005807-processed-gene-7.121-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.121&CDS=1-531	YNL044W
1506	OG0001506	snap_masked-Contig005807-processed-gene-7.122-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.122&CDS=1-1254	YIR011C
1507	OG0001507	snap_masked-Contig005807-processed-gene-7.123-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.123&CDS=1-2100	YPL260W
1508	OG0001508	snap_masked-Contig005807-processed-gene-7.124-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.124&CDS=1-1266	YKL028W
1509	OG0001509	snap_masked-Contig005807-processed-gene-7.101-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.101&CDS=1-2256	YCR065W
1510	OG0001510	snap_masked-Contig005807-processed-gene-7.125-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.125&CDS=1-507	YCR063W
1511	OG0001511	snap_masked-Contig005807-processed-gene-7.103-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.103&CDS=1-2604	YMR266W
1512	OG0001512	snap_masked-Contig005807-processed-gene-7.104-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.104&CDS=1-1005	YMR267W
1513	OG0001513	snap_masked-Contig005807-processed-gene-7.126-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.126&CDS=1-4998	YML103C
1514	OG0001514	augustus_masked-Contig005807-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-7.16&CDS=1-1302	YMR208W
1515	OG0001515	augustus_masked-Contig005807-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-7.36&CDS=1-984	YOR271C
1516	OG0001516	snap_masked-Contig005807-processed-gene-7.129-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-7.129&CDS=1-1590	YMR217W
1517	OG0001517	genemark-Contig005807-processed-gene-8.4-mRNA-1_1&gene=genemark-Contig005807-processed-gene-8.4&CDS=1-8997	YOR341W
1518	OG0001518	snap_masked-Contig005807-processed-gene-8.71-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.71&CDS=1-666	YAL008W
1519	OG0001519	snap_masked-Contig005807-processed-gene-8.72-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.72&CDS=1-489	YIL098C
1520	OG0001520	snap_masked-Contig005807-processed-gene-8.52-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.52&CDS=1-1095	YNL037C
1521	OG0001521	snap_masked-Contig005807-processed-gene-8.53-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.53&CDS=1-1284	YNL220W
1522	OG0001522	snap_masked-Contig005807-processed-gene-8.54-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.54&CDS=1-2373	YKL213C
1523	OG0001523	snap_masked-Contig005807-processed-gene-8.73-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.73&CDS=1-1854	YKL211C
1524	OG0001524	snap_masked-Contig005807-processed-gene-8.74-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.74&CDS=1-2910	YKL165C
1525	OG0001525	snap_masked-Contig005807-processed-gene-8.76-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.76&CDS=1-549	YHR148W
1526	OG0001526	maker-Contig005807-augustus-gene-8.42-mRNA-1_1&gene=maker-Contig005807-augustus-gene-8.42&CDS=1-1443	YHR147C
1527	OG0001527	snap_masked-Contig005807-processed-gene-8.77-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.77&CDS=1-3237	YGR218W
1528	OG0001528	maker-Contig005807-augustus-gene-8.43-mRNA-1_1&gene=maker-Contig005807-augustus-gene-8.43&CDS=1-2157	YBR003W
1529	OG0001529	augustus_masked-Contig005807-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-8.97&CDS=1-3810	YGR233C
1530	OG0001530	snap_masked-Contig005807-processed-gene-8.79-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.79&CDS=1-2142	YDL146W
1531	OG0001531	augustus_masked-Contig005807-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-8.98&CDS=1-2679	YLR241W
1532	OG0001532	snap_masked-Contig005807-processed-gene-8.70-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-8.70&CDS=1-855	YOL067C
1533	OG0001533	augustus_masked-Contig005807-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-8.118&CDS=1-1476	YDL045C
1534	OG0001534	snap_masked-Contig005807-processed-gene-9.0-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.0&CDS=1-2127	YLR182W
1535	OG0001535	snap_masked-Contig005807-processed-gene-9.5-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.5&CDS=1-573	YDR373W
1536	OG0001536	snap_masked-Contig005807-processed-gene-9.1-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.1&CDS=1-462	YOL071W
1537	OG0001537	snap_masked-Contig005807-processed-gene-9.2-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.2&CDS=1-1290	YLR181C
1538	OG0001538	augustus_masked-Contig005807-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-9.53&CDS=1-2742	YCR057C
1539	OG0001539	maker-Contig005807-snap-gene-9.90-mRNA-1_1&gene=maker-Contig005807-snap-gene-9.90&CDS=1-861	YCR059C
1540	OG0001540	snap_masked-Contig005807-processed-gene-9.4-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.4&CDS=1-888	YCR060W
1541	OG0001541	maker-Contig005807-augustus-gene-9.148-mRNA-1_1&gene=maker-Contig005807-augustus-gene-9.148&CDS=1-9090	YNR016C
1542	OG0001542	snap_masked-Contig005807-processed-gene-9.29-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.29&CDS=1-633	YIL016W
1543	OG0001543	maker-Contig005807-snap-gene-9.93-mRNA-1_1&gene=maker-Contig005807-snap-gene-9.93&CDS=1-3072	YNL045W
1544	OG0001544	snap_masked-Contig005807-processed-gene-9.8-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.8&CDS=1-1338	YER051W
1545	OG0001545	snap_masked-Contig005807-processed-gene-9.31-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.31&CDS=1-1248	YOL058W
1546	OG0001546	snap_masked-Contig005807-processed-gene-9.10-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.10&CDS=1-1062	YIL110W
1547	OG0001547	snap_masked-Contig005807-processed-gene-9.32-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.32&CDS=1-1449	YBL103C
1548	OG0001548	snap_masked-Contig005807-processed-gene-9.12-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.12&CDS=1-633	YBL102W
1549	OG0001549	snap_masked-Contig005807-processed-gene-9.33-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.33&CDS=1-456	YDL125C
1550	OG0001550	snap_masked-Contig005807-processed-gene-9.13-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.13&CDS=1-2439	YDL126C
1551	OG0001551	snap_masked-Contig005807-processed-gene-9.14-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.14&CDS=1-1206	YNL051W
1552	OG0001552	augustus_masked-Contig005807-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-9.80&CDS=1-1659	YDR481C
1553	OG0001553	snap_masked-Contig005807-processed-gene-9.39-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.39&CDS=1-1053	YGL159W
1554	OG0001554	snap_masked-Contig005807-processed-gene-9.16-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.16&CDS=1-2763	YIL109C
1555	OG0001555	maker-Contig005807-snap-gene-9.89-mRNA-1_1&gene=maker-Contig005807-snap-gene-9.89&CDS=1-2352	YGR149W
1556	OG0001556	maker-Contig005807-augustus-gene-9.146-mRNA-1_1&gene=maker-Contig005807-augustus-gene-9.146&CDS=1-5133	YDR390C
1557	OG0001557	snap_masked-Contig005807-processed-gene-9.23-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-9.23&CDS=1-378	YOR122C
1558	OG0001558	genemark-Contig005807-processed-gene-9.143-mRNA-1_1&gene=genemark-Contig005807-processed-gene-9.143&CDS=1-5883	YNL050C
1559	OG0001559	snap_masked-Contig005807-processed-gene-10.54-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.54&CDS=1-1932	YMR284W
1560	OG0001560	snap_masked-Contig005807-processed-gene-10.51-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.51&CDS=1-435	YJR058C
1561	OG0001561	snap_masked-Contig005807-processed-gene-10.55-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.55&CDS=1-681	YJR057W
1562	OG0001562	snap_masked-Contig005807-processed-gene-10.78-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.78&CDS=1-2262	YNL101W
1563	OG0001563	snap_masked-Contig005807-processed-gene-10.83-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.83&CDS=1-1689	YMR250W
1564	OG0001564	snap_masked-Contig005807-processed-gene-10.60-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.60&CDS=1-1824	YKL212W
1565	OG0001565	snap_masked-Contig005807-processed-gene-10.87-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.87&CDS=1-1797	YNR055C
1566	OG0001566	maker-Contig005807-augustus-gene-10.43-mRNA-1_1&gene=maker-Contig005807-augustus-gene-10.43&CDS=1-3537	YAL021C
1567	OG0001567	genemark-Contig005807-processed-gene-10.15-mRNA-1_1&gene=genemark-Contig005807-processed-gene-10.15&CDS=1-2904	YLR129W
1568	OG0001568	genemark-Contig005807-processed-gene-10.16-mRNA-1_1&gene=genemark-Contig005807-processed-gene-10.16&CDS=1-3132	YOL051W
1569	OG0001569	maker-Contig005807-snap-gene-10.46-mRNA-1_1&gene=maker-Contig005807-snap-gene-10.46&CDS=1-504	YPR073C
1570	OG0001570	snap_masked-Contig005807-processed-gene-10.68-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.68&CDS=1-1941	YIL038C
1571	OG0001571	snap_masked-Contig005807-processed-gene-10.70-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.70&CDS=1-2043	YBR117C
1572	OG0001572	snap_masked-Contig005807-processed-gene-10.71-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.71&CDS=1-1599	YER014W
1573	OG0001573	snap_masked-Contig005807-processed-gene-10.72-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.72&CDS=1-3954	YAR042W
1574	OG0001574	snap_masked-Contig005807-processed-gene-10.91-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.91&CDS=1-1122	YJL145W
1575	OG0001575	snap_masked-Contig005807-processed-gene-10.73-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.73&CDS=1-519	YMR071C
1576	OG0001576	snap_masked-Contig005807-processed-gene-10.75-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.75&CDS=1-2211	YLR047C
1577	OG0001577	snap_masked-Contig005807-processed-gene-10.76-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-10.76&CDS=1-1089	YGR112W
1578	OG0001578	snap_masked-Contig005807-processed-gene-11.3-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.3&CDS=1-894	YER083C
1579	OG0001579	maker-Contig005807-augustus-gene-11.119-mRNA-1_1&gene=maker-Contig005807-augustus-gene-11.119&CDS=1-2079	YKL216W
1580	OG0001580	snap_masked-Contig005807-processed-gene-11.0-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.0&CDS=1-1569	YER082C
1581	OG0001581	snap_masked-Contig005807-processed-gene-11.1-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.1&CDS=1-4146	YPR189W
1582	OG0001582	genemark-Contig005807-processed-gene-11.84-mRNA-1_1&gene=genemark-Contig005807-processed-gene-11.84&CDS=1-1431	YPL203W
1583	OG0001583	snap_masked-Contig005807-processed-gene-11.34-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.34&CDS=1-2103	YKL188C
1584	OG0001584	snap_masked-Contig005807-processed-gene-11.12-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.12&CDS=1-924	YJR077C
1585	OG0001585	snap_masked-Contig005807-processed-gene-11.14-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.14&CDS=1-735	YJL148W
1586	OG0001586	snap_masked-Contig005807-processed-gene-11.16-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.16&CDS=1-744	YER010C
1587	OG0001587	snap_masked-Contig005807-processed-gene-11.36-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.36&CDS=1-2865	YIL075C
1588	OG0001588	snap_masked-Contig005807-processed-gene-11.37-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.37&CDS=1-1389	YER081W
1589	OG0001589	snap_masked-Contig005807-processed-gene-11.39-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.39&CDS=1-438	YPR168W
1590	OG0001590	augustus_masked-Contig005807-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-11.67&CDS=1-1977	YPR169W
1591	OG0001591	snap_masked-Contig005807-processed-gene-11.29-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.29&CDS=1-2358	YJR110W
1592	OG0001592	snap_masked-Contig005807-processed-gene-11.30-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-11.30&CDS=1-1143	YNL072W
1593	OG0001593	augustus_masked-Contig005807-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-11.70&CDS=1-3009	YNL071W
1594	OG0001594	snap_masked-Contig005807-processed-gene-12.0-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-12.0&CDS=1-1575	YNL073W
1595	OG0001595	augustus_masked-Contig005807-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-12.38&CDS=1-1704	YCL004W
1596	OG0001596	snap_masked-Contig005807-processed-gene-12.5-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-12.5&CDS=1-1068	YCL010C
1597	OG0001597	augustus_masked-Contig005807-processed-gene-12.43-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-12.43&CDS=1-462	YCL012C
1598	OG0001598	augustus_masked-Contig005807-processed-gene-12.44-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-12.44&CDS=1-2061	YLR429W
1599	OG0001599	snap_masked-Contig005807-processed-gene-12.24-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-12.24&CDS=1-4587	YPL242C
1600	OG0001600	snap_masked-Contig005807-processed-gene-12.25-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-12.25&CDS=1-702	YPL233W
1601	OG0001601	snap_masked-Contig005807-processed-gene-12.8-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-12.8&CDS=1-489	YPL234C
1602	OG0001602	augustus_masked-Contig005807-processed-gene-12.61-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-12.61&CDS=1-1485	YPL235W
1603	OG0001603	snap_masked-Contig005807-processed-gene-12.9-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-12.9&CDS=1-1512	YCL017C
